HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,WOODAMT,CORDPLUS,BURNHRS,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,FODEL,NFODELNC,NDIFFOCO,QUANTFO,LPGDELV,NLPDELNC,NDIFLPCO,KERODEL,NOKRDEL,NDIFKRCO,KEROCASH,NOKRCASH,NKRGALNC,TOTPAYKR,MONEYPY,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,HEATED,AREA1980,GALLONKR,BTUKER,GALLONFO,BTUFO,GALLONLP,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
1897,9119,2,4,01,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,391,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1898,7484,2,4,02,02,02,9,999,9,05,1,0,05,9,99,9,9,1,4,1,9,99,9,9,99,9,99999,08,0,1,0,0,0,0,0,0,0,0,0,0,4064,4,999999,9999999,999999,9999999,1190,108683,9999999,116461,9999999,9999999,108683,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1899,7625,2,4,04,01,03,9,999,9,01,1,0,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,3802,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1900,20548,2,3,10,01,03,9,999,9,02,0,1,01,9,99,9,9,1,3,1,9,99,9,9,99,9,99999,10,1,0,0,0,1,0,0,0,0,0,0,0,456,4,999999,9999999,999999,9999999,71,6484,9999999,12053,9999999,9999999,9999999,9999999,9999999,6484,9999999,9999999,9999999,9999999
1901,24799,3,7,03,01,06,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1504,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1902,15515,4,9,01,07,08,5,30,1,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,1182,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1903,19513,4,9,03,01,06,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,0,0,0,0,0,0,0,0,1102,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1904,42630,3,5,04,05,05,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,0,0,0,0,0,0,0,0,1042,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1905,22192,3,5,01,04,11,9,999,9,05,0,1,05,9,99,9,9,9,99,9,0,99,9,1,96,5,99999,19,0,0,0,0,0,0,0,0,0,0,1,0,700,2,480,64739,999999,9999999,999999,9999999,9999999,9999999,21734,9999999,9999999,64739,9999999,9999999,9999999,9999999,9999999,9999999
1906,18731,2,3,05,01,03,9,999,9,05,0,1,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,1586,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1907,13831,4,9,04,01,06,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,913,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1908,13803,1,2,01,03,03,9,999,9,05,1,1,01,1,3,3,3,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,1,0,0,0,0,4583,2,999999,9999999,1798,242740,999999,9999999,126449,9999999,9999999,242740,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1909,31599,3,5,04,01,03,9,999,9,01,1,0,01,9,99,9,9,1,98,8,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,0,0,0,0,0,1296,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1910,9867,1,1,01,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,0,0,0,0,0,0,0,0,216,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1911,10089,4,8,01,07,08,5,20,2,05,0,1,05,0,99,9,2,8,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,1,0,0,0,0,2070,4,999999,9999999,370,51315,999999,9999999,47510,9999999,9999999,51315,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1912,12527,1,1,01,03,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,1,0,0,0,0,654,2,999999,9999999,186,25082,999999,9999999,53530,9999999,9999999,25082,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1913,24974,2,3,04,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,1040,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1914,14384,4,9,04,01,03,4,999,4,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,1356,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1915,15710,4,9,01,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,791,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1916,15398,1,2,02,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,809,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1917,14642,1,2,05,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,1082,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1918,24029,4,9,02,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,1460,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1919,11635,1,1,01,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,926,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1920,17662,2,3,06,05,05,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,1164,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1921,8942,4,8,04,01,03,9,999,9,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,1,0,0,0,0,0,0,0,1100,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1922,12956,3,6,02,01,06,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,1077,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1923,20123,4,9,05,01,03,2,999,5,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,5363,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1924,16610,1,2,04,01,03,9,999,9,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,2267,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1925,22845,3,5,01,07,08,5,50,1,05,9,9,05,9,99,9,9,9,99,9,0,99,9,1,24,3,99999,16,0,0,0,0,0,0,0,0,0,0,1,0,873,4,120,16200,999999,9999999,999999,9999999,9999999,9999999,4075,9999999,9999999,16200,9999999,9999999,9999999,9999999,9999999,9999999
1926,15961,2,3,02,07,03,5,40,2,05,9,9,05,1,1,1,2,0,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,1,1,0,1,0,0,0,0,1560,2,999999,9999999,0,0,48,4351,37506,3055,9999999,0,9999999,9999999,9999999,9999999,9999999,9999999,4351,9999999
1927,48201,3,5,05,05,04,3,999,4,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,1765,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1928,8621,2,4,06,05,05,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,574,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1929,17920,2,3,02,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,0,99,9,1,4,3,99999,24,0,0,0,0,0,0,0,0,0,0,1,0,2001,1,20,2700,999999,9999999,999999,9999999,9999999,9999999,2038,9999999,9999999,2700,9999999,9999999,9999999,9999999,9999999,9999999
1930,16330,3,5,01,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,0,0,0,0,0,0,0,0,1544,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1931,22299,2,3,02,01,03,5,40,3,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,2303,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1932,12099,4,8,03,01,03,1,999,5,08,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,2332,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1933,9812,3,6,03,01,02,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,507,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1934,20440,4,8,01,07,08,5,40,1,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,1,0,0,0,0,0,0,0,1032,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1935,7767,2,4,04,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,0,0,0,0,0,0,0,0,2086,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1936,6822,2,4,04,07,08,5,30,1,05,0,1,05,9,99,9,9,0,99,9,0,99,9,1,4,2,99996,18,0,0,0,0,1,0,0,0,0,0,1,0,1025,2,12,1620,999999,9999999,999999,9999999,9999999,9999999,5094,9999999,9999999,1620,9999999,9999999,9999999,9999999,9999999,9999999
1937,18173,2,3,03,01,03,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,0,0,0,0,0,1901,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1938,9812,3,6,01,01,07,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,965,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1939,17635,3,7,06,05,03,1,999,4,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,0,0,0,0,0,0,0,0,1600,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1940,23301,2,3,01,01,03,9,999,9,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,1125,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1941,26452,3,7,01,01,12,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,0,0,0,0,0,480,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1942,21327,3,7,04,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1588,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1943,15697,1,2,01,07,08,2,999,1,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,1,0,0,0,0,2045,4,999999,9999999,182,25184,999999,9999999,53749,9999999,9999999,25184,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1944,17635,3,7,05,05,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1945,24458,2,3,03,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,0,0,0,0,0,0,0,0,617,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1946,19247,1,2,01,03,02,9,999,9,03,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,1,1,0,0,0,0,1250,1,999999,9999999,423,57159,999999,9999999,58797,9999999,9999999,37895,9999999,9999999,19264,9999999,9999999,9999999,9999999,9999999
1947,20860,3,5,04,05,05,9,999,9,05,9,9,02,9,99,9,9,1,1,1,9,99,9,9,99,9,99999,04,0,0,0,1,0,0,0,0,0,0,0,0,988,1,999999,9999999,999999,9999999,127,11599,9999999,7285,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,11599,9999999
1948,15485,2,3,06,02,03,9,999,9,02,0,1,02,9,99,9,9,1,2,1,9,99,9,9,99,9,99999,13,1,1,0,1,0,1,0,0,0,0,0,0,1152,4,999999,9999999,999999,9999999,1375,125579,9999999,98669,9999999,9999999,84014,9999999,9999999,30248,9999999,9999999,11317,9999999
1949,23836,3,7,04,05,04,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,2148,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1950,12991,2,4,05,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,1215,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1951,26658,3,7,05,01,03,1,999,5,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1582,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1952,18731,2,3,01,01,03,5,10,2,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,2262,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1953,7295,2,4,01,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,5415,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1954,28177,4,9,05,07,08,5,15,1,05,9,9,02,9,99,9,9,1,2,1,9,99,9,9,99,9,99999,22,0,0,0,1,0,0,0,0,0,0,0,0,1536,2,999999,9999999,999999,9999999,25,2280,9999999,4206,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,2280,9999999
1955,36063,4,9,06,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1440,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1956,7660,2,4,03,01,02,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,09,0,0,0,0,0,0,0,0,0,0,0,0,2592,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1957,20671,2,3,01,03,03,5,60,2,05,9,9,05,1,10,1,4,0,99,9,0,99,9,1,2,3,99999,19,0,0,0,0,1,0,0,1,0,0,1,0,1850,2,10,1350,830,112050,999999,9999999,143458,9999999,1850,112050,9999999,1350,9999999,9999999,9999999,9999999,9999999,9999999
1958,14635,4,9,06,01,03,2,999,4,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,2688,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1959,8675,2,4,07,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,2345,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1960,33705,3,5,02,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,757,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1961,34200,2,3,06,02,03,5,40,2,02,1,0,02,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,22,1,1,0,1,0,0,0,0,0,0,0,0,2640,2,999999,9999999,999999,9999999,635,57995,9999999,72529,9999999,9999999,31665,9999999,9999999,21574,9999999,9999999,4756,9999999
1962,42630,3,5,05,05,04,2,999,5,05,1,0,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,1780,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1963,29654,1,2,01,03,02,9,999,9,01,0,1,01,1,3,1,3,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,1,0,0,0,0,1725,1,999999,9999999,429,57877,999999,9999999,84580,9999999,9999999,57877,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1964,17304,2,3,01,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,1172,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1965,7726,2,4,04,03,03,9,999,9,05,0,1,05,1,5,1,3,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,1,0,0,0,0,1528,2,999999,9999999,504,69900,999999,9999999,82644,9999999,9999999,69900,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1966,8544,2,4,01,01,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,1497,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1967,9119,2,4,02,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,2376,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1968,22490,1,2,05,01,01,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,0,0,0,0,0,0,0,0,360,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1969,15184,1,2,05,01,02,2,999,4,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,3816,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1970,9661,2,4,03,01,07,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,891,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1971,19566,2,3,01,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,495,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1972,26541,3,7,05,05,03,5,10,3,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1433,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1973,9812,3,6,02,01,06,9,999,9,01,0,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,1012,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1974,28336,4,9,03,01,03,9,999,9,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,1,0,0,0,0,0,0,0,1673,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1975,6619,2,4,01,02,06,9,999,9,02,9,9,05,9,99,9,9,1,5,1,9,99,9,9,99,9,99999,05,1,1,0,0,0,0,0,0,0,0,0,0,1120,4,999999,9999999,999999,9999999,699,63840,9999999,75777,9999999,9999999,50127,9999999,9999999,13713,9999999,9999999,9999999,9999999
1976,19891,1,2,01,01,03,9,999,9,01,9,9,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,3367,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1977,15336,4,9,01,01,03,1,999,5,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,3043,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1978,22299,2,3,06,05,04,1,999,4,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,0,0,0,0,0,0,0,0,3371,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1979,18124,1,2,03,03,03,1,999,4,01,9,9,01,1,3,1,4,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,1,0,0,0,0,1173,2,999999,9999999,697,96667,999999,9999999,81452,9999999,9999999,96667,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1980,18731,2,3,01,01,03,3,999,4,01,0,1,05,9,99,9,9,0,99,9,0,99,9,1,3,3,99999,25,0,0,0,0,1,0,0,0,0,0,1,0,4268,2,15,2025,999999,9999999,999999,9999999,9999999,9999999,1850,9999999,9999999,2025,9999999,9999999,9999999,9999999,9999999,9999999
1981,20068,2,3,05,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,912,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1982,17698,2,3,01,02,02,5,30,2,02,0,1,05,9,99,9,9,1,15,1,9,99,9,9,99,9,99999,18,1,1,0,0,1,0,0,0,0,0,0,0,1937,4,999999,9999999,999999,9999999,1500,136995,9999999,89270,9999999,9999999,104096,9999999,9999999,32899,9999999,9999999,9999999,9999999
