HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,MONEYPY,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,HEATED,TYPEHOME,AREA1980,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,HUMIDITY,KWH,BTUEL,CUFEETNG,BTUNG,BTUCONV,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ
2529,15515,4,9,1,7,8,5,9,9,5,4,1,1,0,1,1,0,0,0,0,0,0,756,21,4,292,106,16,2207,3231,4384,5752,7396,53,10059,34321,999999,9999999,1027,36209,9999999,1569,9999999,10876,9999999,16476,9999999,9999999,9999999,5400,3162
2530,15336,4,9,1,1,3,1,9,9,1,25,0,0,0,1,1,1,1,0,1,0,1,3145,21,1,688,198,50,342,803,1493,2503,3619,77,7407,25273,843,86563,1027,20641,96195,9999999,48212,9999999,27147,20097,11204,9999999,9999999,5176,4168
2531,23476,1,2,2,1,3,1,9,9,5,15,0,0,0,1,1,1,1,0,0,0,1,2302,21,2,550,202,34,2567,3534,4646,5900,7373,68,1196,4081,1283,131737,1027,9409,125171,9999999,117915,9999999,11135,2855,2687,9999999,9999999,1226,9999999
2532,7660,2,4,1,1,3,5,0,1,1,3,1,0,1,1,1,0,1,0,1,0,1,1350,22,1,993,510,175,2803,3686,4721,5910,7234,73,5500,18766,954,98010,1027,37866,93956,9999999,83156,8409,9999999,7417,14854,579,9999999,2361,1880
2533,15184,1,2,3,7,8,5,0,1,5,16,1,0,1,1,1,0,0,0,0,0,0,2511,21,2,627,226,28,2357,3186,4268,5486,6923,62,14762,50368,999999,9999999,1027,41477,9999999,9999999,9999999,16278,9999999,27567,9999999,1477,9999999,5046,5871
2534,21327,3,7,5,1,3,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,0,1420,21,2,3184,2077,1183,108,250,528,1040,1780,79,24274,82823,507,52071,1027,69442,44412,9999999,30316,9999999,21755,43570,9999999,28981,9999999,10272,9815
2535,6619,2,4,10,2,3,2,1,0,2,25,0,0,1,1,1,0,0,0,0,0,0,2464,21,4,654,261,68,3614,4627,5761,7034,8455,70,10652,36344,999999,9999999,1027,33472,9999999,9999999,9999999,9999999,9999999,25145,9999999,7991,9999999,3208,2532
2536,16533,3,7,5,1,6,1,9,9,1,5,0,0,0,0,1,1,1,0,1,0,0,562,31,1,2788,1745,920,170,379,764,1337,2117,79,1891,6452,1476,151634,1027,4869,43105,9999999,54033,9999999,72400,6452,25201,9999999,9999999,9999999,9999999
2537,10145,4,8,6,5,5,5,9,9,5,3,1,1,0,1,1,0,0,0,0,0,0,766,31,4,779,380,132,3189,4203,5349,6634,8063,49,14014,47816,999999,9999999,1027,32811,9999999,20036,9999999,13003,9999999,8808,9999999,9999999,9999999,5969,9999999
2538,9915,4,8,2,1,6,1,9,9,1,16,0,0,0,0,1,1,1,0,1,0,0,703,21,1,4953,3634,2485,77,225,512,951,1498,30,3500,11942,493,50676,1027,17564,55000,9999999,18272,9999999,25695,8421,6709,9999999,9999999,3521,9999999
2539,29067,1,2,5,1,2,1,9,9,5,25,0,0,0,1,1,1,1,0,0,0,0,3816,21,2,525,170,33,2766,3761,4932,6249,7746,69,7850,26784,1525,156667,1027,33591,158663,9999999,130484,9999999,26183,24059,9999999,9999999,9999999,2725,3141
2540,14635,4,9,3,1,7,1,0,1,1,20,0,1,1,1,1,1,1,0,1,0,0,1195,21,2,2231,1198,494,33,124,380,828,1723,72,4721,16108,449,46116,1027,19201,48850,1619,17150,9999999,21937,10758,7029,1016,9999999,2715,9999999
2541,8667,2,4,5,5,5,5,0,1,5,23,1,1,1,1,1,0,0,0,0,0,0,667,22,1,597,232,58,4709,5850,7057,8364,9822,66,17834,60850,999999,9999999,1027,49870,9999999,21924,9999999,14246,9999999,19930,9999999,9999999,9999999,4750,9999999
2542,9553,1,1,1,3,2,3,0,1,5,17,0,0,1,1,1,0,0,0,0,0,0,1338,31,1,340,83,10,2788,3825,5027,6398,7964,67,8248,28144,999999,9999999,1027,18140,9999999,9999999,9999999,9999999,9999999,23270,9999999,9999999,9999999,4874,9999999
2543,22470,3,5,5,5,5,5,1,0,5,24,1,1,1,1,1,0,0,0,0,0,0,1428,41,2,2044,1214,578,288,680,1283,2104,3099,73,20204,68936,999999,9999999,1027,68235,9999999,8276,9999999,12420,9999999,26144,9999999,15705,9999999,6391,3656
2544,29654,1,2,1,1,3,1,9,9,1,12,0,0,0,1,1,1,1,0,1,0,0,755,31,1,692,239,36,1919,2748,3754,4963,6355,68,2950,10064,939,96476,1027,9208,72281,9999999,54874,9999999,33782,5999,7820,9999999,9999999,4065,9999999
2545,17920,2,3,2,1,3,1,0,1,5,5,0,0,1,1,1,1,1,0,0,0,0,2100,21,1,606,227,65,2263,3128,4101,5222,6640,70,7888,26912,1340,137619,1027,31448,155373,9999999,101587,9999999,36032,21218,9999999,2080,9999999,3614,9999999
2546,16734,1,2,5,3,3,5,1,0,5,25,1,0,1,1,1,0,0,0,0,0,0,3173,21,2,816,297,43,1709,2529,3548,4724,6052,67,10542,35969,999999,9999999,1027,61972,9999999,9999999,9999999,9363,9999999,18202,9999999,4583,9999999,3821,3421
2547,20529,1,2,1,1,2,1,0,1,1,10,0,0,1,0,1,1,1,0,1,0,0,548,31,1,976,466,144,1425,2212,3175,4331,5677,66,3636,12407,865,88880,1027,9863,66932,9999999,54279,9999999,28396,6497,6205,1036,9999999,4874,9999999
2548,18732,4,9,1,1,6,1,9,9,1,5,0,0,0,0,1,1,1,0,1,0,0,1046,21,2,1428,788,380,667,1181,1892,2847,4106,53,2359,8049,644,66123,1027,6725,60838,9999999,53550,9999999,8347,6169,4226,9999999,9999999,1880,9999999
2549,18114,2,3,5,1,3,1,9,9,5,21,0,0,0,1,1,1,1,0,0,0,0,2664,21,2,597,208,49,2550,3499,4585,5820,7249,68,7547,25750,1144,117512,1027,34421,98433,9999999,81158,9999999,36354,22675,9999999,9999999,9999999,3075,3691
2550,7726,2,4,4,1,3,1,1,0,5,24,0,0,1,1,1,1,1,0,0,0,1,2133,21,2,801,373,100,3136,4148,5318,6637,7961,68,10082,34400,1806,185455,1027,24869,141069,9999999,132985,9999999,46521,21566,5949,5979,9999999,6855,9999999
2551,14956,1,2,3,3,3,5,0,1,5,18,1,1,1,1,1,0,0,0,0,0,0,2697,21,2,784,360,92,1676,2547,3476,4456,5649,67,6242,21298,999999,9999999,1027,25003,9999999,860,9999999,6151,9999999,9603,9999999,793,9999999,3891,9999999
2552,8729,4,8,7,1,3,5,9,9,5,20,1,0,0,1,1,0,1,0,0,0,0,949,21,2,470,150,31,2745,3724,4858,6185,7687,53,11814,40309,796,81786,1027,30653,60585,9999999,81786,15058,9999999,21696,9999999,9999999,9999999,3555,9999999
2553,18302,1,2,3,1,3,1,1,0,5,23,0,1,1,1,1,1,1,0,0,1,0,3656,21,2,1306,708,249,1168,1905,2765,3800,5008,67,13490,46028,1138,116915,1027,39271,90940,1694,87595,9999999,29153,26281,167,12319,9999999,5734,10052
2554,9613,4,8,4,1,7,1,9,9,1,2,0,0,0,1,1,1,1,0,1,0,0,772,21,4,1986,1194,578,555,992,1669,2534,3566,51,4323,14750,763,78363,1027,16540,52746,9999999,49431,9999999,21874,10729,7058,9999999,9999999,4021,4708
2555,19871,4,8,6,5,4,5,1,0,5,22,1,1,1,1,1,0,0,0,0,0,0,1090,21,2,3596,2529,1631,100,294,666,1223,1802,30,13753,46925,999999,9999999,1027,54133,9999999,5633,9999999,8146,9999999,15817,9999999,13125,9999999,4204,9999999
2556,19513,4,9,5,5,5,5,9,9,5,21,1,1,0,1,1,0,0,0,0,0,0,1181,41,2,313,27,0,29,161,688,1801,3434,72,5533,18879,999999,9999999,1027,17094,9999999,3560,9999999,6434,9999999,7773,9999999,9999999,9999999,1112,9999999
2557,25314,3,6,4,1,3,1,1,0,5,15,0,0,1,1,1,1,1,0,0,0,1,2200,21,2,1669,928,394,965,1631,2464,3455,4570,71,14022,47843,864,88765,1027,39120,89382,9999999,51792,9999999,32443,32009,4530,11064,9999999,4770,3764
2558,9391,2,4,5,5,5,5,0,1,5,15,1,1,1,1,1,0,0,0,0,0,0,600,22,1,602,236,59,4627,5755,6955,8260,9718,66,15183,51804,999999,9999999,1027,53271,9999999,19881,9999999,7635,9999999,19395,9999999,873,9999999,4020,9999999
2559,31420,4,9,5,5,3,5,9,9,5,14,1,1,0,1,1,0,0,0,0,0,0,780,11,1,135,24,0,1617,2697,4028,5522,7119,67,10021,34192,999999,9999999,1027,42819,9999999,17506,9999999,5350,9999999,9245,9999999,9999999,9999999,2091,9999999
2560,27122,3,6,8,1,3,1,1,0,5,25,0,0,1,1,1,1,1,0,0,0,1,3250,21,2,1382,769,327,1084,1759,2574,3583,4740,71,11378,38822,1213,124538,1027,43437,108204,9999999,88422,9999999,34552,22119,1564,11334,9999999,5369,9999999
2561,14384,4,9,5,1,3,1,0,1,5,19,0,0,1,1,1,1,1,0,0,0,0,1480,21,2,800,237,55,361,794,1473,2435,3786,77,6077,20735,701,71949,1027,18062,57430,9999999,50612,9999999,21337,16479,9999999,9999999,9999999,4256,5109
2562,8473,1,1,9,3,3,5,9,9,2,25,1,0,0,1,1,0,0,0,0,0,0,2870,11,4,668,243,22,2599,3535,4638,5867,7278,67,6153,20994,999999,9999999,1027,23267,9999999,9999999,9999999,9501,9999999,9723,9999999,9999999,9999999,1770,9999999
2563,15995,3,6,3,5,4,5,1,0,5,5,1,1,1,1,1,0,0,0,0,0,0,576,31,2,1825,1079,542,502,982,1684,2597,3657,73,9755,33284,999999,9999999,1027,29071,9999999,11243,9999999,4050,9999999,5941,9999999,5353,9999999,6697,9999999
2564,13726,3,6,1,7,8,5,9,9,5,21,1,0,0,1,1,0,0,0,0,0,0,952,21,4,1767,1037,501,856,1490,2296,3241,4351,71,15321,52275,999999,9999999,1027,42585,9999999,9999999,9999999,24070,9999999,20153,9999999,9999999,9999999,8052,9999999
2565,13831,4,9,5,1,3,1,1,0,5,23,0,0,1,1,1,1,1,0,0,0,1,1841,21,2,2078,1271,693,481,967,1545,2228,3195,37,8158,27835,839,86195,1027,35909,65031,9999999,50525,9999999,30042,17214,5628,6611,9999999,4010,3229
2566,27016,2,3,1,1,2,1,0,1,5,14,0,1,1,1,1,1,1,0,0,0,1,2256,21,1,1108,550,199,1633,2431,3373,4481,5741,70,5865,20011,1548,159030,1027,23009,141533,953,144735,9999999,11357,12291,2938,822,9999999,5945,2369
2567,9905,4,8,4,1,3,1,1,0,1,20,0,0,1,1,1,1,1,0,1,0,0,1766,11,4,996,584,285,2308,3178,4223,5441,6832,41,15928,54346,460,47277,1027,63305,111138,9999999,30501,9999999,13900,31645,2876,12905,9999999,9796,4089
2568,9812,3,6,4,1,3,1,1,0,1,16,0,0,1,1,1,1,1,0,1,0,0,1170,21,1,2747,1752,988,423,897,1529,2292,3136,70,13870,47324,792,81326,1027,36645,70050,9999999,59723,9999999,14746,21057,6857,13960,9999999,12307,4493
2569,22641,2,3,5,1,3,1,0,1,5,7,0,0,1,1,1,1,1,0,0,0,0,978,41,2,638,248,50,2624,3578,4681,5906,7341,68,3606,12304,589,60483,1027,12609,57179,9999999,29558,9999999,30925,9671,9999999,9999999,9999999,2633,9999999
2570,19891,1,2,2,1,3,1,1,0,1,19,0,1,1,1,1,1,1,0,1,0,1,2213,21,4,550,161,12,2140,3051,4132,5371,6813,68,11438,39026,1715,176110,1027,35744,119808,2656,107858,9999999,50425,25997,17827,5798,9999999,4575,5380
2571,19071,3,5,1,1,7,5,9,9,5,9,1,0,0,1,1,0,1,0,0,0,0,627,21,4,960,467,138,770,1497,2472,3399,4425,74,6036,20595,1350,138645,1027,25078,64161,9999999,138645,9354,9999999,8097,9999999,9999999,9999999,3144,9999999
2572,6780,2,4,1,2,3,5,1,0,2,10,1,0,1,1,1,0,0,0,0,0,0,1878,21,4,1194,611,219,2074,2928,3964,5152,6479,69,4902,16726,999999,9999999,1027,38073,9999999,9999999,9999999,4265,9999999,6501,9999999,3651,9999999,2309,1234
2573,9613,4,8,5,1,3,1,9,9,5,24,0,1,0,1,1,1,1,0,0,0,0,2615,21,4,2253,1397,728,639,1126,1750,2585,3590,38,8105,27654,616,63303,1027,26118,71812,2014,44254,9999999,19049,19257,9999999,9999999,9999999,6383,2472
2574,21066,3,5,5,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,0,0,1296,21,2,857,355,77,1548,2308,3230,4336,5636,74,17651,60225,1297,133197,1027,39390,93009,9999999,88065,9999999,34751,37236,10381,11311,9999999,11678,9999999
2575,13155,1,1,1,3,3,1,0,1,1,14,0,0,1,1,1,1,0,0,1,0,0,630,31,1,771,335,102,1814,2703,3759,4992,6395,67,2256,7696,109,11170,1027,6896,17481,9999999,9999999,9999999,9019,3835,2151,803,9999999,3058,9999999
2576,13160,3,6,6,5,4,5,1,0,5,22,1,1,1,1,1,0,0,0,0,0,0,1092,21,1,1976,1193,599,480,954,1652,2548,3589,73,14058,47965,999999,9999999,1027,49423,9999999,9874,9999999,9245,9999999,22715,9999999,9999999,9999999,6131,4936
2577,10488,4,8,4,1,2,1,9,9,5,20,0,0,0,1,1,1,1,0,0,0,0,360,31,1,476,152,32,2736,3714,4845,6168,7667,53,1428,4872,496,50960,1027,9991,61912,9999999,36824,9999999,14136,4141,9999999,9999999,9999999,731,9999999
2578,17698,2,3,7,2,3,2,1,0,2,10,0,0,1,1,1,0,0,0,0,0,0,980,11,4,1178,585,188,1612,2379,3277,4357,5590,71,10648,36331,999999,9999999,1027,22811,9999999,9999999,9999999,9999999,9999999,22374,9999999,7346,9999999,6611,7936
2579,8667,2,4,5,5,5,5,0,1,5,23,1,1,1,1,1,0,0,0,0,0,0,1153,22,1,647,279,69,3856,4843,5990,7273,8733,66,17898,61068,999999,9999999,1027,67290,9999999,22915,9999999,12341,9999999,19149,9999999,4123,9999999,2540,2989
2580,15781,1,2,7,5,5,5,0,1,5,17,1,1,1,1,1,0,0,0,0,0,0,1014,21,2,876,376,80,1806,2642,3639,4803,6111,68,11696,39907,999999,9999999,1027,36595,9999999,14795,9999999,7162,9999999,8596,9999999,9999999,9999999,9354,9999999
2581,19424,2,3,5,1,3,1,9,9,5,17,0,0,0,1,1,1,1,0,0,1,1,2322,21,2,524,142,14,2077,2989,4101,5365,6811,71,4514,15402,1428,146683,1027,14272,108893,9999999,109540,9999999,32664,12168,4479,9999999,9999999,3234,9999999
2582,31599,3,5,4,1,3,1,0,1,1,17,0,0,1,1,1,1,1,0,1,0,0,720,11,2,758,313,68,1675,2421,3323,4428,5754,74,5255,17930,706,72478,1027,17144,86490,9999999,46862,9999999,20159,12695,5457,9999999,9999999,5235,9999999
2583,18542,3,5,2,3,2,5,9,9,5,14,1,0,0,1,1,0,0,0,0,0,0,810,31,4,1027,454,117,1107,1717,2541,3602,4846,68,9000,30709,999999,9999999,1027,32422,9999999,9999999,9999999,10261,9999999,15978,9999999,9999999,9999999,4470,9999999
2584,8942,4,8,3,1,3,1,9,9,5,15,0,0,0,1,1,1,1,0,0,0,0,1557,21,2,1458,855,412,2226,3041,4020,5161,6414,39,7389,25211,998,102490,1027,22104,71984,9999999,81273,9999999,21217,18126,9999999,9999999,9999999,7085,3857
2585,9613,4,8,4,1,6,1,9,9,1,18,0,0,0,1,1,1,1,0,1,0,1,1479,21,4,2024,1217,623,501,895,1566,2485,3497,51,5981,20407,927,95194,1027,22486,87003,9999999,45352,9999999,35097,12845,14745,9999999,9999999,7562,9999999
2586,18173,2,3,5,1,3,5,0,1,5,12,1,0,1,1,1,0,1,0,0,0,0,2296,21,4,646,269,67,3263,4160,5255,6519,7948,72,4711,16074,710,72936,1027,30788,66007,9999999,72936,6419,9999999,7383,9999999,660,9999999,1612,9999999
2587,23593,3,5,9,5,3,5,1,0,5,12,1,1,1,1,1,0,0,0,0,0,0,553,41,1,4936,3134,1662,0,7,44,164,430,75,10053,34301,999999,9999999,1027,17453,9999999,1315,9999999,6177,9999999,5650,9999999,13988,9999999,7171,9999999
2588,20186,3,7,1,1,7,1,0,1,1,4,0,0,1,1,1,1,1,0,1,0,0,888,21,4,2780,1814,1000,301,554,985,1637,2506,66,5926,20220,532,54653,1027,22758,64516,9999999,36237,9999999,13610,6575,4806,7816,9999999,5829,9999999
2589,20548,2,3,3,1,3,5,9,9,5,12,1,0,0,1,1,0,1,0,0,0,0,930,21,4,651,265,75,2585,3519,4590,5848,7277,70,3742,12768,571,58664,1027,15001,80170,9999999,58664,3835,9999999,4928,9999999,9999999,9999999,4005,9999999
2590,8892,4,8,1,7,8,1,9,9,5,22,0,0,0,1,1,1,1,0,0,1,0,1080,21,2,649,207,43,2499,3458,4510,5742,7138,53,5116,17456,1052,108032,1027,21291,80474,9999999,63619,9999999,44221,14049,192,9999999,9999999,3407,9999999
2591,22749,3,7,4,1,3,1,1,0,5,22,0,0,1,1,1,1,1,0,0,0,0,1972,21,2,2375,1607,951,467,856,1466,2316,3376,66,14317,48850,846,86857,1027,51864,75535,9999999,57961,9999999,28896,22885,9999999,19260,9999999,6705,9999999
2592,30289,2,3,1,1,3,5,0,1,1,21,1,0,1,1,1,0,1,0,1,0,0,1275,21,4,970,449,144,1766,2581,3544,4671,5974,71,5840,19926,1021,104856,1027,27622,98182,9999999,97600,7206,9999999,9803,7256,709,9999999,2208,9999999
2593,7904,2,4,5,1,3,1,1,0,5,23,0,0,1,1,1,1,1,0,0,0,0,734,41,1,747,306,69,3668,4688,5826,7074,8459,68,2623,8952,500,51336,1027,11864,49098,9999999,32646,9999999,18690,4975,9999999,1753,9999999,2224,9999999
2594,10482,1,1,3,3,3,5,9,9,5,21,1,0,0,1,1,0,0,0,0,0,0,1116,21,2,329,79,3,3003,4080,5294,6677,8255,67,9933,33891,999999,9999999,1027,16545,9999999,9999999,9999999,13741,9999999,15377,9999999,9999999,9999999,4773,9999999
2595,13561,3,6,3,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,0,0,912,21,2,1560,868,369,1010,1679,2506,3503,4634,71,7546,25747,954,97990,1027,25324,69751,9999999,59886,9999999,30998,12088,7106,7552,9999999,6107,9999999
2596,9613,4,8,3,1,3,1,9,9,5,24,0,0,0,1,1,1,1,0,0,0,0,2240,21,4,1063,376,81,90,340,805,1605,2732,50,3171,10819,1214,124726,1027,31752,59629,9999999,98576,9999999,26150,7223,9999999,9999999,9999999,3596,2114
2597,13337,3,6,2,1,3,1,1,0,1,3,0,0,1,1,1,1,1,0,1,0,0,1160,21,4,1174,540,154,952,1617,2453,3465,4650,74,4107,14013,909,93357,1027,22157,117180,9999999,82184,9999999,7809,5265,3364,3494,9999999,5254,9999999
2598,13358,1,2,6,3,2,3,0,1,5,22,0,0,1,1,1,0,0,0,0,0,0,1114,21,2,842,329,65,1941,2777,3783,4993,6353,68,7685,26221,999999,9999999,1027,23817,9999999,9999999,9999999,9999999,9999999,17338,9999999,1356,9999999,7527,9999999
2599,10870,4,8,4,1,3,1,9,9,5,23,0,1,0,1,1,1,1,0,0,0,0,3240,21,4,119,20,1,3697,4723,5877,7158,8551,50,8036,27419,1875,192591,1027,30139,144545,1075,162920,9999999,29671,18424,9999999,9999999,9999999,7920,3859
2600,21066,3,5,5,1,3,1,1,0,1,24,0,1,1,1,1,1,1,0,1,0,0,2044,21,2,917,379,83,1472,2240,3173,4282,5564,74,10811,36887,642,65957,1027,40359,84932,2289,39334,9999999,21588,18283,5035,11644,9999999,4671,4079
2601,7767,2,4,4,1,2,1,0,1,5,24,0,0,1,1,1,1,1,0,0,0,0,2668,21,4,238,48,8,5164,6330,7505,8822,10418,73,10116,34516,1341,137768,1027,37098,160752,9999999,102150,9999999,35618,29985,9999999,648,9999999,3883,2075
2602,26332,3,5,4,1,3,1,1,0,5,23,0,0,1,1,1,1,1,0,0,0,1,936,21,2,3702,2292,1080,1,6,45,191,533,77,11254,38399,359,36918,1027,18198,26293,9999999,15094,9999999,17811,25012,4013,9999999,9999999,13387,9999999
2603,20799,1,2,1,3,2,5,9,9,5,19,1,0,0,1,1,0,0,0,0,0,0,798,31,4,219,53,3,3969,5100,6383,7933,9635,73,2354,8031,999999,9999999,1027,9608,9999999,9999999,9999999,3548,9999999,3278,9999999,9999999,9999999,1205,9999999
2604,16098,4,9,5,1,6,1,0,1,1,25,0,0,1,0,1,1,1,0,1,0,0,1256,41,1,1018,344,96,37,155,501,1194,2363,72,3594,12261,285,29310,1027,11986,42388,9999999,9112,9999999,15766,6460,4432,1036,9999999,4765,9999999
2605,14692,3,6,6,2,7,5,0,1,5,20,1,0,1,1,1,0,0,0,0,0,0,1170,21,4,2036,1218,573,341,732,1355,2190,3198,72,19174,65422,999999,9999999,1027,46329,9999999,9999999,9999999,16053,9999999,30501,9999999,12885,9999999,5983,6790
2606,28937,3,7,5,1,3,1,1,0,1,7,0,1,1,1,1,1,1,0,1,0,1,1300,21,2,2026,1265,678,658,1213,1964,2891,3929,59,14988,51139,652,67000,1027,38755,70551,1477,51839,9999999,8631,14297,6530,14695,9999999,20670,4483
2607,7726,2,4,5,1,3,1,0,1,1,20,0,0,1,1,1,1,1,0,1,0,0,980,11,2,582,218,39,4033,5070,6235,7529,8996,68,7963,27170,1138,116900,1027,22495,113236,9999999,79487,9999999,31011,18720,6402,1017,9999999,7433,9999999
2608,21933,3,6,1,5,12,5,9,9,5,9,1,1,0,1,1,0,0,0,0,0,0,234,41,1,2312,1466,750,325,712,1309,2128,3106,73,6569,22415,999999,9999999,1027,19055,9999999,5020,9999999,9885,9999999,5229,9999999,9999999,9999999,2281,9999999
2609,20068,2,3,3,1,2,1,0,1,1,9,0,0,1,0,1,1,1,0,1,0,0,654,31,2,945,423,123,2222,3132,4182,5368,6687,72,3153,10759,604,62079,1027,13692,83961,9999999,40452,9999999,17937,8371,3690,9999999,9999999,2388,9999999
2610,8942,4,8,2,1,3,1,9,9,1,12,0,1,0,1,1,1,1,0,1,0,0,1242,21,2,1317,772,373,2274,3107,4108,5273,6554,39,2471,8431,927,95200,1027,19214,109938,830,66666,9999999,23260,6010,5274,9999999,9999999,1591,9999999
2611,16533,3,7,3,1,6,1,9,9,5,16,0,0,0,1,1,1,1,0,0,0,0,800,21,1,1407,818,379,1649,2423,3278,4198,5390,62,4346,14829,500,51300,1027,16953,71988,9999999,37266,9999999,14034,9823,9999999,9999999,9999999,5006,9999999
2612,24755,3,7,3,2,7,2,0,1,5,13,0,0,1,1,1,0,0,0,0,0,0,1140,21,4,2792,1792,966,186,419,845,1466,2295,77,16727,57073,999999,9999999,1027,52088,9999999,9999999,9999999,9999999,9999999,30534,9999999,21333,9999999,5206,4398
2613,16819,1,2,1,1,3,1,9,9,1,23,0,0,0,1,1,1,1,0,1,0,1,1947,21,1,558,189,21,2426,3370,4488,5761,7215,73,2965,10117,1385,142239,1027,9953,119850,9999999,105930,9999999,27268,7368,9041,9999999,9999999,2749,9999999
2614,7767,2,4,3,1,3,1,9,9,1,4,0,0,0,1,1,1,1,0,1,0,0,1044,21,4,180,40,5,5529,6756,7912,9263,10834,73,2774,9465,894,91836,1027,8365,103365,9999999,65839,9999999,21587,5509,4410,9999999,9999999,3956,9999999
2615,18075,4,9,1,5,5,5,9,9,5,19,1,1,0,1,1,0,0,0,0,0,0,1980,21,2,518,250,92,2317,3331,4553,5784,7248,71,21940,74859,999999,9999999,1027,76563,9999999,48005,9999999,5463,9999999,13806,9999999,9999999,9999999,7585,3618
2616,15710,4,9,6,1,3,1,1,1,1,22,0,1,1,1,1,1,1,0,1,0,1,1650,21,1,1581,886,425,218,530,1081,1933,3092,66,8157,27832,532,54652,1027,35905,60502,1496,21323,9999999,21849,12942,11480,8650,9999999,4744,9999999
2617,17920,2,3,1,1,3,1,1,0,1,24,0,0,1,1,1,1,1,0,1,0,0,2143,21,1,797,322,90,2348,3271,4308,5492,6856,70,7685,26221,1494,153413,1027,28325,153063,9999999,116875,9999999,29547,16148,6991,3779,9999999,6294,2298
2618,17920,2,3,1,1,3,1,0,1,1,2,0,0,1,1,1,1,1,0,1,0,0,2920,21,1,460,124,12,2306,3214,4289,5504,6988,71,3745,12778,2433,249877,1027,23948,205186,9999999,189788,9999999,49177,10919,10912,451,9999999,1408,9999999
2619,8726,1,1,1,1,12,1,9,9,1,15,0,0,0,0,1,1,1,0,1,0,0,654,31,1,559,206,43,2393,3368,4505,5786,7272,67,6362,21707,1056,108459,1027,10549,78756,9999999,66445,9999999,34381,18983,7633,9999999,9999999,2724,9999999
2620,44940,3,5,1,3,2,1,0,1,1,22,0,0,1,1,1,1,0,0,1,0,0,2261,21,2,1998,1232,622,761,1330,2053,3026,4218,68,6972,23788,352,36122,1027,38104,28360,9999999,9999999,9999999,28545,14420,7577,6793,9999999,2575,2032
2621,11459,3,6,4,1,7,1,0,1,1,17,0,0,1,1,1,1,1,0,1,0,0,1075,21,4,2416,1540,844,348,725,1315,2083,3000,74,10751,36682,546,56068,1027,28583,54196,9999999,30912,9999999,19081,22737,6075,8417,9999999,5528,6930
2622,29959,3,5,4,5,4,5,1,0,5,21,1,1,1,1,1,0,0,0,0,0,0,2126,21,2,4786,3084,1572,0,0,1,15,99,75,21632,73808,999999,9999999,1027,56631,9999999,1378,9999999,3661,9999999,24266,9999999,35897,9999999,8606,9999999
2623,9581,1,1,1,3,2,3,9,9,5,16,0,1,0,1,1,0,0,0,0,0,0,1500,21,4,346,110,10,4713,5831,7073,8456,10001,70,4909,16750,999999,9999999,1027,12199,9999999,1318,9999999,9999999,9999999,12174,9999999,9999999,9999999,3258,9999999
2624,19018,1,2,1,1,2,1,9,9,1,3,0,0,0,0,1,1,1,0,1,0,0,336,41,1,543,181,20,2468,3416,4527,5812,7279,73,1180,4028,440,45137,1027,4944,49207,9999999,26458,9999999,15533,1828,3146,9999999,9999999,2200,9999999
2625,14635,4,9,6,1,3,1,1,0,1,22,1,0,1,1,1,1,1,0,1,0,1,1336,21,2,1729,886,321,51,212,550,1201,2183,72,9107,31073,504,51738,1027,37538,48289,9999999,19710,2306,19849,15606,12179,6809,9999999,6352,3030
2626,15398,1,2,1,3,2,3,9,9,1,22,0,0,0,0,1,0,0,0,1,0,0,460,41,1,1253,672,246,1179,1915,2807,3881,5126,66,1774,6054,50,5089,1027,6101,4478,9999999,9999999,9999999,9999999,3291,5089,9999999,9999999,2763,9999999
2627,7295,2,4,1,1,7,1,0,1,1,23,0,1,1,1,1,1,1,0,1,0,1,2116,21,1,659,270,61,3856,4874,5999,7242,8660,68,8327,28411,640,65727,1027,22543,152739,2304,48166,9999999,13366,20813,4195,1516,9999999,3778,2982
2628,7625,2,4,5,1,3,1,1,0,1,25,0,0,1,1,1,1,1,0,1,0,1,3773,21,2,1348,803,395,1517,2264,3156,4155,5342,71,17586,60003,1284,131886,1027,62535,129911,9999999,77431,9999999,38955,25969,15500,18685,9999999,15349,9999999
2629,25511,3,5,2,5,4,5,1,0,2,9,1,1,1,1,1,0,0,0,0,0,0,1792,21,2,2925,1804,940,26,95,296,733,1425,74,13579,46332,999999,9999999,1027,45112,9999999,8186,9999999,2371,9999999,15118,9999999,14880,9999999,5777,6720
2630,28336,4,9,6,5,5,1,0,1,5,4,0,1,1,1,1,1,0,0,0,0,0,891,41,2,1369,647,223,73,318,760,1500,2619,74,2484,8477,135,13839,1027,10640,15410,1713,9999999,9999999,13839,3885,9999999,664,9999999,2215,9999999
