HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUELCOK,BTUELDWH,BTUELCDR,BTUELLGT 
1566,  4481,9,2,4,0,1199, 5618,2,     0,     0, 57009,194515,    31,  3187,     0,     0,     0,     0, 73940,  3187,     0,     0,     0, 18954,     0,     0,     0,     0, 60693,     0,     0,     0,     0,26737,    0,14191, 8247, 2109, 1693, 4257, 5333
1567,  4872,9,3,7,0,2629, 1683,2,     0,     0, 34511,117752,     0,     0,     0,     0,     0,     0, 20095,     0,     0,     0,     0, 19847,     0,     0,     0,     0, 43666,     0,     0,     0,     0,23051,    0,11093,    0, 5660,    0,10047, 7268
1568, 15625,1,1,2,0, 466, 6779,2,     5,   675,  9300, 31732,  1202,123566,     0,     0,     0,     0,     0,104988,     0,     0,   675,     0, 18578,     0,     0,     0, 18407,     0,     0,     0,     0, 8682,    0, 4643,    0, 1055, 1199, 2401, 4715
1569, 12735,9,4,9,0,  83, 5239,2,     0,     0, 23431, 79947,     0,     0,     0,     0,     0,     0, 24387,     0,     0,     0,     0, 19241,     0,     0,     0,     0, 33617,     0,     0,     0,     0,    0,    0, 2702, 2835, 3981, 2368, 3793, 6946
1570,  9348,9,1,1,0, 402, 7103,2,     0,     0, 10192, 34775,     0,     0,   804,111539,     0,     0,     0,     0, 76983,     0,     0,     0,     0, 34556,     0,     0, 25521,     0,     0,     0,     0, 4806,    0, 4448,    0, 1483, 1190, 3970, 3390
1571, 11503,9,3,5,4,2591, 1342,2,     0,     0, 10422, 35560,   316, 32485,     0,     0,     0,     0,     0, 18055,     0,     0,     0,     0, 11170,     0,     0,     0, 15002,  3260,     0,     0,     0,14635,    0, 5923,    0,    0,  657, 3209, 2698
1572, 13292,9,4,8,0,  44, 7954,2,     0,     0, 10690, 36473,   850, 87386,     0,     0,     0,     0,     0, 60198,     0,     0,     0,     0, 27188,     0,     0,     0, 32947,     0,     0,     0,     0,    0,    0, 3526,    0, 1530,  505, 3091, 2927
1573,  8978,9,1,2,0, 833, 6209,5,     0,     0,  4390, 14979,   713, 73296,     0,     0,     0,     0,     0, 40773,     0,     0,     0,     0, 25557,     0,     0,     0, 11842,  6966,     0,     0,     0,    0,    0, 3137,    0,    0,    0, 2709, 1902
1574,  3902,9,3,7,0,2832, 1948,2,     0,     0, 12855, 43861,   943, 96940,     0,     0,     0,     0,     0, 54605,     0,     0,     0,     0, 33377,     0,     0,     0, 19251,  8958,     0,     0,     0,17920,    0, 6690, 4235,    0,    0, 2847, 3310
1575, 10405,9,1,2,0, 936, 5860,2,     0,     0,  3171, 10819,     0,     0,   646, 89594,   141, 12878,     0,     0, 79340,     0,     0,     0,     0, 10254,     0,     0,  8269,     0,     0, 12878,     0,    0,    0, 2550, 1704,    0,    0, 1302,  991
1576, 20031,9,3,5,0, 899, 5407,2,     0,     0, 14647, 49976,  1504,154611,     0,     0,     0,     0,     0,102321,     0,     0,     0,     0, 27160,     0,     0,     0, 26998, 25130,     0,     0,     0,15169,    0, 7809, 3966, 1211, 1374,    0, 7376
1577, 16013,9,4,8,0,4761,  787,1,     0,     0, 11111, 37911,   468, 48110,     0,     0,     0,     0,     0, 33121,     0,     0,     0,     0, 10547,     0,     0,     0, 15154,  4442,     0,     0,     0,13289,    0, 9468, 4330,    0,  433, 2116, 2710
1578,  5970,9,4,9,0,  68, 5257,5,     0,     0, 11680, 39852,     0,     0,     0,     0,     0,     0, 10151,     0,     0,     0,     0, 11073,     0,     0,     0,     0, 15388,     0,     0,     0,     0,    0,    0, 3240,    0, 1211,  563, 2754, 3622
1579,  8833,9,4,8,0,4963,  749,5,     0,     0,  9113, 31094,     0,     0,     0,     0,     0,     0,  3343,     0,     0,     0,     0,  5232,     0,     0,     0,     0,  9817,     0,     0,     0,     0, 7713,    0, 4989,    0, 1692,  371,    0, 1161
1580, 25347,9,4,9,2, 446, 2347,2,     0,     0,  3504, 11955,   436, 44850,     0,     0,     0,     0,     0, 27310,     0,     0,     0,     0, 17540,     0,     0,     0,  9369,     0,     0,     0,     0,    0,    0, 2586,    0,  887,  413, 2016, 1563
1581, 21335,9,4,9,2, 842, 2036,2,     0,     0,  7425, 25334,   583, 59932,     0,     0,     0,     0,     0, 37917,     0,     0,     0,     0, 22015,     0,     0,     0, 18712,     0,     0,     0,     0,    0,    0, 6622,    0, 1268,  482, 2954, 3259
1582, 21095,9,4,9,2,1232,  819,2,     0,     0, 14006, 47788,   880, 90487,     0,     0,     0,     0,  8307,     0,     0,     0,     0,     0, 30064,     0,     0,     0, 27131, 60423,     0,     0,     0,  932,    0,11418,    0,  821,  932,    0, 3593
1583,  6732,9,4,9,2,1321, 2643,5,     0,     0,  5909, 20162,     0,     0,     0,     0,     0,     0,  3761,     0,     0,     0,     0,  6822,     0,     0,     0,     0,  7331,     0,     0,     0,     0,    0,    0, 2248,    0, 2132,    0,    0,  677
1584, 17851,9,3,7,3,1598, 3958,2,     0,     0,  9163, 31264,  1050,107940,     0,     0,     0,     0,     0, 71968,     0,     0,     0,     0, 28829,     0,     0,     0, 19887,  7143,     0,     0,     0, 9113,    0, 2264,    0,    0,    0, 5311, 3725
1585,  3684,9,4,8,0,1958, 2463,4,     0,     0,  3304, 11273,   558, 57362,     0,     0,     0,     0,  4598,     0,     0,     0,     0,     0, 57362,     0,     0,     0,  5512,     0,     0,     0,     0,    0,    0, 1163,    0,  478,  182, 1114,  665
1586,  9930,9,1,2,1, 703, 6598,2,     0,     0, 14881, 50774,     0,     0,   889,123295,     0,     0,     0,     0,123295,     0,     0,  8210,     0,     0,     0,     0, 20013,     0,     0,     0,     0, 5578,    0,16973,    0,  920,    0, 2961, 2017
1587, 23952,9,2,3,0, 578, 7094,2,     0,     0,  5901, 20134,  1529,157181,     0,     0,     0,     0,     0,126602,     0,     0,     0,     0, 30579,     0,     0,     0, 17767,     0,     0,     0,     0,    0,    0, 2367, 1829, 1128,  603, 2012, 3165
1588,  4094,9,4,9,2,1193, 2844,4,     0,     0, 10809, 36880,     0,     0,     0,     0,     0,     0, 11943,     0,     0,     0,     0,  7692,     0,     0,     0,     0,  7990,     0,     0,     0,     0, 5708,    0, 3547,    0, 2206,    0,    0, 1853
1589, 14582,9,4,8,0,1938, 2538,2,     0,     0, 11278, 38481,   576, 59213,     0,     0,     0,     0,     0, 42288,     0,     0,     0,     0, 16925,     0,     0,     0, 22782,     0,     0,     0,     0, 8064,    0, 7635, 3600, 1613, 1796, 2875, 2597
1590, 19952,9,2,3,0,1029, 5763,2,     0,     0,  7926, 27044,  1445,148546,     0,     0,     0,     0,     0,117251,     0,     0,     0,     0, 31295,     0,     0,     0, 15093,     0,     0,     0,     0, 7322,    0, 4629,    0, 2002,  873, 1750, 3093
1591,  8112,9,3,5,0,1648, 3336,2,     0,     0,  7858, 26811,     0,     0,     0,     0,   246, 22467,     0,     0,     0, 16136,     0,     0,     0,     0,  6331,     0, 13129,     0,     0,     0,     0, 8827,    0, 4855,    0, 1116,    0,    0, 2004
1592,  7461,9,3,6,0,2363, 2511,2,    30,  4050,  9067, 30937,     0,     0,     0,     0,   199, 18194,     0,     0,     0, 15721,  4050, 10789,     0,     0,     0,     0, 17172,     0,     0,  2473,     0,    0,    0, 2976, 4617, 1396,    0,    0, 2119
1593, 16557,9,3,7,3,3235, 1564,2,     0,     0, 37342,127411,     0,     0,     0,     0,     0,     0, 30273,     0,     0,     0,     0, 12756,     0,     0,     0,     0, 45026,     0,     0,     0,     0,29950,    0, 9406, 5192, 1954, 1812, 4557, 8881
1594,  9067,9,3,5,4,2734, 1265,2,     0,     0, 13088, 44656,   661, 67951,     0,     0,     0,     0,     0, 51368,     0,     0,     0, 15701,     0,     0,     0,     0, 21976, 16583,     0,     0,     0, 2477,    0, 4502, 5137,    0,    0,    0, 2280
1595,  9829,9,3,7,0,2681, 1587,2,     0,     0,  9767, 33325,   659, 67745,     0,     0,     0,     0,     0, 38849,     0,     0,     0,     0, 22213,     0,     0,     0, 18418,  6683,     0,     0,     0,11833,    0, 3074, 3602,    0,    0, 3326, 2061
1596, 19637,9,2,3,0, 737, 6593,2,     0,     0,  8689, 29647,  1681,172807,     0,     0,     0,     0,     0,132064,     0,     0,     0,     0, 32203,     0,     0,     0, 19281,  8540,     0,     0,     0,    0,    0,10366, 4555,    0,    0,    0, 5293
1597, 10481,9,4,8,0,   0, 8357,3,     0,     0,  4029, 13747,   987,101464,     0,     0,     0,     0,     0, 89933,     0,     0,     0,     0, 11531,     0,     0,     0, 11063,     0,     0,     0,     0,    0,    0, 2684, 1618,  743,  346,    0, 1107
1598,  3869,9,2,3,0, 715, 6734,2,     0,     0, 13089, 44660,     0,     0,     0,     0,  1263,115350,     0,     0,     0, 68554,     0,     0,     0,     0, 37298,     0, 33403,     0,     0,  9498,     0, 7756,    0, 3501, 4053,    0,    0, 7294, 3744
1599,  7003,9,3,5,4,2441, 1422,4,     0,     0, 13363, 45595,     0,     0,     0,     0,     0,     0, 10876,     0,     0,     0,     0,  4518,     0,     0,     0,     0, 14891,     0,     0,     0,     0,11033,    0, 4277,    0, 1931,  424, 2068, 3494
1600,  8876,9,1,2,1, 662, 7017,4,     0,     0, 12381, 42244,     0,     0,     0,     0,     0,     0, 19511,     0,     0,     0,     0,  9439,     0,     0,     0,     0, 10339,     0,     0,     0,     0,  631,    0, 2324,    0, 2258,    0,    0, 1257
1601, 12178,9,2,3,0, 826, 6374,2,     0,     0,  5174, 17654,  1160,119290,     0,     0,     0,     0,   959,119290,     0,     0,     0,  4113,     0,     0,     0,     0,  8879,     0,     0,     0,     0, 1785,    0, 1918,    0,  536,    0, 1722, 3690
1602,  7072,9,4,9,2,1012, 3225,5,     0,     0,  6610, 22553,     0,     0,     0,     0,     0,     0,  4212,     0,     0,     0,     0,  5829,     0,     0,     0,     0,  6335,     0,     0,     0,     0, 3331,    0, 2846,    0, 1666,    0,    0, 1759
1603, 12645,9,1,1,0, 850, 6117,2,     0,     0,  7502, 25597,     0,     0,   959,133004,     0,     0,   843,     0,133004,     0,     0,  8002,     0,     0,     0,     0, 14412,     0,     0,     0,     0,    0,    0, 2340,    0,  815,  310, 1514, 3416
1604,  8511,9,3,6,0,1683, 4395,2,     0,     0,  6766, 23086,  1247,128192,     0,     0,     0,     0,     0, 92674,     0,     0,     0,     0, 27913,     0,     0,     0, 12873,  7605,     0,     0,     0, 3688,    0, 6525, 4848,    0,    0,    0, 1483
1605,  8318,9,3,5,0,2524, 2346,5,     0,     0,  1389,  4739,   469, 48224,     0,     0,     0,     0,     0, 30203,     0,     0,     0,     0, 18021,     0,     0,     0,  2293,     0,     0,     0,     0, 1118,    0, 1328,    0,  366,    0,    0,  669
1606,  3022,9,4,8,0,1377, 3803,2,     0,     0,  8029, 27395,     0,     0,     0,     0,  2530,231065,  1210,     0,     0,171728,     0,     0,     0,     0, 59337,     0, 21040,     0,     0,     0,     0, 1210,    0, 3935, 4134, 2029, 2259, 2172, 3152
1607, 11906,9,1,2,1, 698, 6654,4,     0,     0,  6341, 21634,     0,     0,     0,     0,     0,     0, 12030,     0,     0,     0,     0,  5294,     0,     0,     0,     0,  3457,     0,     0,     0,     0,    0,    0,  853,    0,  521,    0,    0,  992
1608,  6663,9,4,8,0,1943, 3210,1,     0,     0,  7540, 25726,     0,     0,     0,     0,   801, 73114,     0,     0,     0, 46102,     0,     0,     0,     0, 21138,     0, 18416,     0,     0,  5874,     0,    0,    0, 7310,    0,    0,    0, 4049, 5201
1609, 14296,9,4,9,2,1655, 2061,2,     0,     0,  6619, 22584,   184, 18915,     0,     0,     0,     0,  7822,     0,     0,     0,     0,     0, 18915,     0,     0,     0,  8320,     0,     0,     0,     0, 3402,    0, 3040,    0,  772,    0, 1756, 1632
1610, 21922,9,3,7,0,2316, 1630,2,     0,     0, 14123, 48188,   747, 76792,     0,     0,     0,     0, 13115,     0,     0,     0,     0,     0, 74727,     0,     0,     0, 14949,  2065,     0,     0,     0,16926,    0, 3198,    0, 2577, 1124,    0, 2916
1611, 23952,9,2,3,0, 990, 5691,2,     0,     0,  5596, 19094,  1435,147518,     0,     0,     0,     0,     0,107402,     0,     0,     0,     0, 29956,     0,     0,     0, 16972, 10160,     0,     0,     0,    0,    0, 2122, 3562,    0,  356,    0, 4346
1612,  8278,9,1,2,0, 841, 6214,3,     0,     0,  7078, 24150,   743, 76380,     0,     0,     0,     0,     0, 58921,     0,     0,     0,     0, 17459,     0,     0,     0, 18113,     0,     0,     0,     0, 3220,    0, 2817, 3337,  811,  921, 1845, 4753
1613,  4229,9,3,6,0,1203, 4554,2,     0,     0, 21358, 72873,     0,     0,     0,     0,     0,     0, 17985,     0,     0,     0,     0, 15570,     0,     0,     0,     0, 23200,     0,     0,     0,     0, 8546,    0, 7572,    0, 1281, 1029, 3432, 6366
1614, 16423,9,2,4,0,1166, 5453,2,     0,     0,  5256, 17933,     0,     0,   565, 78360,   200, 18266,  1064,     0, 78360,     0,     0,     0,     0,     0, 13841,     0, 11320,     0,     0,  4425,     0, 2010,    0, 3539, 3268,    0,    0, 1912, 1376
1615,  4165,9,4,8,0, 469, 5989,2,     0,     0, 20917, 71369,     0,     0,     0,     0,     0,     0,  6178,     0,     0,     0,     0, 18943,     0,     0,     0,     0, 40814,     0,     0,     0,     0,    0,    0, 5434, 5078, 4154,    0, 3947, 7511
1616, 10449,9,3,7,0,2280, 3206,5,     0,     0,  4143, 14136,   710, 73033,     0,     0,     0,     0,     0, 33731,     0,     0,     0,     0, 39302,     0,     0,     0,  6437,     0,     0,     0,     0, 5497,    0, 2202,    0,  704,    0,    0, 1619
1617, 11048,1,2,3,0, 741, 6036,2,     0,     0,  7312, 24949,  2343,240860,     0,     0,     0,     0,     0,178480,     0,     0,     0,     0, 49749,     0,     0,     0, 14492, 12631,     0,     0,     0,    0,    0,10457,    0,    0,    0,    0, 2505
1618,  5361,9,4,9,2, 851,  834,5,     0,     0,  4088, 13948,   145, 14907,     0,     0,     0,     0,  2471,     0,     0,     0,     0,     0, 14907,     0,     0,     0,  6929,     0,     0,     0,     0, 3364,    0, 1184,    0,  668,  311, 1520, 1147
1619,  7817,9,2,3,0, 623, 6890,2,     0,     0, 10655, 36355,  1655,170134,     0,     0,     0,     0,     0,170134,     0,     0,     0, 11204,     0,     0,     0,     0, 17980,     0,     0,     0,     0, 4933,    0, 2238,    0, 2273, 1461, 4035, 2576
1620, 17797,9,3,7,3, 974, 6793,2,     0,     0,  6938, 23672,   871, 89539,     0,     0,     0,     0,     0, 69464,     0,     0,     0,     0, 15322,     0,     0,     0, 16201,  4753,     0,     0,     0, 3219,    0, 4252, 7121,    0,    0, 2577,  940
1621, 14864,9,1,1,0, 278, 9175,2,     0,     0,  7503, 25600,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  2450,     0,     0,     0,     0, 21459,     0,     0,     0,     0,    0,    0, 1691, 2297,  919,    0, 1856, 2088
1622, 10038,9,3,7,3,2728, 2124,2,     0,     0,  3678, 12549,   240, 24672,     0,     0,     0,     0,     0, 20012,     0,     0,     0,     0,  3270,     0,     0,     0,  6672,  1390,     0,     0,     0, 3397,    0, 2480, 2602,    0,    0,    0,  481
1623,  4982,9,1,2,1, 655, 7098,2,     0,     0, 13763, 46959,  1865,191722,     0,     0,     0,     0,     0,154106,     0,     0,     0,     0, 37616,     0,     0,     0, 31314,     0,     0,     0,     0, 8038,    0, 7607,    0, 1668, 3220, 3097, 5910
1624, 19826,9,1,2,0, 596, 6358,5,     0,     0, 16003, 54602,     0,     0,     0,     0,     0,     0, 28579,     0,     0,     0,     0,  7184,     0,     0,     0,     0, 14723,     0,     0,     0,     0,    0,    0, 4116,    0, 3266,    0,    0, 4823
1625,  5994,9,3,5,4,3105, 1013,2,     0,     0, 13207, 45062,   183, 18812,     0,     0,     0,     0,     0,  9251,     0,     0,     0,     0,  9561,     0,     0,     0, 28085,     0,     0,     0,     0,13245,    0, 3732,    0, 2793,  500, 2441, 4063
1626, 24189,9,1,2,1,1254, 4779,4,     0,     0,  1599,  5456,    68,  7026,   603, 83568,     0,     0,     0,     0, 61712,     0,     0,     0,     0, 21856,     0,     0,  3139,  7026,     0,     0,     0, 1192,    0, 1125,    0,    0,    0,  933,  522
1627,  4481,9,2,4,0,1221, 5519,2,     0,     0, 10079, 34390,  1225,125930,     0,     0,     0,     0,     0, 97615,     0,     0,     0,     0, 28315,     0,     0,     0, 19173,     0,     0,     0,     0,10449,    0, 4768,    0,  977,  455, 2791, 3522
1628,  4874,9,4,9,2,1660, 2058,2,     0,     0,  8703, 29695,   672, 69082,     0,     0,     0,     0,     0, 34222,     0,     0,     0,     0, 27045,     0,     0,     0, 19595,  7815,     0,     0,     0, 4537,    0, 5563,    0,    0,  469, 2879, 4576
1629, 11970,9,1,2,1, 362, 8373,2,     0,     0,  7391, 25218,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  6895,     0,     0,     0,     0, 15926,     0,     0,     0,     0,    0,    0, 2397, 2463,    0,    0, 1944, 3070
1630,  9008,9,1,2,1, 362, 7644,2,     0,     0,  9619, 32820,     0,     0,   977,135500,    24,  2192,     0,     0,135500,     0,     0,  9737,     0,     0,     0,     0, 19714,     0,     0,  2192,     0,    0,    0, 3369, 5744,    0,    0,    0, 4162
1631,  7587,9,2,3,0, 432, 8035,2,     0,     0,  9069, 30943,  1120,115136,     0,     0,     0,     0,     0, 77387,     0,     0,     0,     0, 37749,     0,     0,     0, 25689,     0,     0,     0,     0, 2867,    0, 2387,    0, 1456,    0, 3899, 4825
1632, 24189,9,1,2,1,1484, 4618,4,     0,     0,  2864,  9773,   490, 50392,     0,     0,     0,     0,     0, 32146,     0,     0,     0,     0, 14581,     0,     0,     0,  4945,  3665,     0,     0,     0, 2282,    0, 2546,    0,    0,    0,    0, 1319
1633, 15554,9,3,6,0,1926, 3163,2,     0,     0, 10496, 35812,     0,     0,     0,     0,   850, 77631,     0,     0,     0, 57640,     0,     0,     0,     0, 19991,     0, 20173,     0,     0,     0,     0,11617,    0, 4022, 4333, 1110,  422, 2587, 2532
1634, 12419,9,3,6,0,1184, 4701,2,     0,     0, 14231, 48556,     0,     0,     0,     0,     0,     0,  4519,     0,     0,     0,     0, 12973,     0,     0,     0,     0, 20110,     0,     0,     0,     0, 6256,    0, 4698, 3934, 1430,    0, 2887, 2771
1635, 10567,9,1,1,0, 764, 6205,2,     0,     0,  9820, 33506,     0,     0,   364, 50483,     0,     0,     0,     0, 50483,     0,     0,  9622,     0,     0,     0,     0, 16863,     0,     0,     0,     0,    0,    0, 7021,    0, 1006,    0, 2873, 4061
1636, 19645,9,3,7,3,2341, 2946,2,     0,     0, 16049, 54759,   523, 53764,     0,     0,     0,     0,  1135, 35130,     0,     0,     0,     0, 18634,     0,     0,     0, 34464,     0,     0,     0,     0,14668,    0, 4492, 2176, 3299, 1018, 5857, 4081
1637,  4998,9,3,5,4,3509,  196,2,     0,     0, 16224, 55356,     0,     0,     0,     0,     0,     0,  4464,     0,     0,     0,     0,  7336,     0,     0,     0,     0, 19313,     0,     0,     0,     0,19758,    0, 4485,    0, 2492,  447, 2735, 2063
1638,  9383,9,3,7,3,2769, 2551,5,     0,     0,  2832,  9663,   297, 30541,     0,     0,     0,     0,     0, 13579,     0,     0,     0,     0, 13316,     0,     0,     0,  4205,  3646,     0,     0,     0, 2262,    0, 3196,    0,    0,    0,    0,  709
1639, 11667,9,3,6,0,1545, 3351,2,     0,     0, 24084, 82175,     0,     0,     0,     0,     0,     0, 25103,     0,     0,     0,     0, 13671,     0,     0,     0,     0, 27573,     0,     0,     0,     0,10931,    0, 4897,    0, 1339, 1521, 5073, 8390
1640,  4165,9,3,6,0,2138, 3095,1,     0,     0, 22247, 75907,     0,     0,     0,     0,     0,     0, 15356,     0,     0,     0,     0, 14546,     0,     0,     0,     0, 20861,     0,     0,     0,     0,20485,    0, 4659,    0, 1608,  530, 2587, 2975
1641,  3757,9,3,6,0,1140, 4437,2,     0,     0, 20793, 70946,   620, 63736,     0,     0,     0,     0,  1749, 63736,     0,     0,     0, 15383,     0,     0,     0,     0, 31895,     0,     0,     0,     0,16627,    0, 5292,    0, 1693, 1569, 3947, 9295
1642, 11172,9,1,2,0, 888, 6026,2,     0,     0, 18486, 63075,     0,     0,     0,     0,     0,     0, 34543,     0,     0,     0,     0, 10220,     0,     0,     0,     0, 13474,     0,     0,     0,     0,    0,    0, 4838,    0, 1082,    0, 2461, 1170
1643, 12782,9,1,1,0, 873, 5824,3,     0,     0,  4796, 16365,   881, 90575,     0,     0,     0,     0,     0, 52304,     0,     0,     0,     0, 28249,     0,     0,     0, 13742, 10022,     0,     0,     0,    0,    0, 2623,    0,    0,    0,    0, 3193
1644,  8956,9,3,5,0,2140, 2437,2,     0,     0, 14196, 48437,     0,     0,     0,     0,     0,     0,  8269,     0,     0,     0,     0,  6942,     0,     0,     0,     0, 18624,     0,     0,     0,     0, 8960,    0, 5642, 3947,  892,  416, 2549, 3418
1645, 13039,9,3,6,0,1488, 4152,2,     0,     0, 20413, 69649,     0,     0,     0,     0,     0,     0, 19459,     0,     0,     0,     0, 12877,     0,     0,     0,     0, 21063,     0,     0,     0,     0,12121,    0, 4129,    0, 1321,  503, 4083, 4474
1646,  3902,9,3,7,0,2641, 2008,2,    15,  2025, 30682,104687,   664, 68263,     0,     0,     0,     0,     0, 56167,     0,     0,  2025, 15811,     0,     0,     0,     0, 46299, 12096,     0,     0,     0,35969,    0, 6608, 6934, 1899,    0, 4425, 7443
1647,  5189,9,3,7,3,2496, 2933,3,     0,     0, 24705, 84293,     0,     0,     0,     0,     0,     0, 25787,     0,     0,     0,     0,  8079,     0,     0,     0,     0, 20323,     0,     0,     0,     0,20352,    0, 9752, 4045, 1002,  467, 2863, 2079
1648,  7461,9,3,6,0,1974, 2797,1,     0,     0, 19119, 65234,     0,     0,     0,     0,   450, 41099,     0,     0,     0, 34689,     0, 19733,     0,     0,     0,     0, 27999,     0,     0,  6410,     0,11587,    0, 5915, 3108,    0,    0, 5031, 5006
1649, 15132,9,2,3,0, 827, 6249,5,     0,     0,  8147, 27798,   699, 71854,     0,     0,     0,     0,     0, 38979,     0,     0,     0,     0, 22812,     0,     0,     0, 20057, 10063,     0,     0,     0, 3671,    0, 4070, 3157,    0,    0,    0, 4738
1650, 10573,9,3,5,0,2581, 2454,2,     0,     0, 10594, 36147,   828, 85118,     0,     0,     0,     0,     0, 84312,     0,     0,     0,  4036,     0,     0,     0,     0, 13694,   806,     0,     0,     0,11797,    0, 6620, 3700, 1556,  831,    0, 3455
1651, 18164,9,3,5,0,1362, 4992,2,     0,     0, 16835, 57441,     0,     0,     0,     0,     0,     0, 27149,     0,     0,     0,     0,  8238,     0,     0,     0,     0, 10417,     0,     0,     0,     0, 7833,    0, 3804,    0,  798,  905, 1813, 1660
1652,  8241,9,4,9,0, 119, 4720,2,     0,     0,  5577, 19029,     0,     0,  1381,191531,     0,     0,     0,     0,191531,     0,     0,  3574,     0,     0,     0,     0, 12176,     0,     0,     0,     0,    0,    0, 3279, 3370,  724,    0,    0, 2844
1653,  3562,9,2,3,0,1011, 5507,2,     0,     0, 12150, 41456,   772, 79362,     0,     0,     0,     0, 13027,     0,     0,     0,     0,     0, 62784,     0,     0,     0, 21345, 16578,     0,     0,     0, 4638,    0, 2446,    0,    0,  430, 3489, 3086
1654, 20874,9,3,5,4,2594, 1431,1,     0,     0, 14176, 48369,     0,     0,     0,     0,     0,     0,  7824,     0,     0,     0,     0,  7723,     0,     0,     0,     0, 15745,     0,     0,     0,     0,14319,    0, 2758,    0, 1048,    0, 2445, 4112
1655,  3092,9,1,2,1, 655, 7095,2,     0,     0, 10650, 36338,     0,     0,     0,     0,  1268,115806,   756,     0,     0, 95974,     0,     0,     0,     0, 19832,     0, 24285,     0,     0,     0,     0, 9283,    0, 2014,    0,  732, 1413, 1706, 3423
1656, 21891,9,1,2,1,1225, 4889,5,     0,     0,  2326,  7937,   387, 39772,     0,     0,     0,     0,     0, 19229,     0,     0,     0,     0, 16066,     0,     0,     0,  5509,  4477,     0,     0,     0,    0,    0, 2428,    0,    0,    0,    0, 2539
1657, 19952,9,2,3,0, 760, 6482,2,     0,     0, 14404, 49146,  1487,152864,     0,     0,     0,     0,     0,113334,     0,     0,     0,     0, 28766,     0,     0,     0, 36690, 10764,     0,     0,     0, 7163,    0, 5293, 5552,    0,    0,    0, 8130
1658, 14566,9,3,6,0,1907, 2891,2,     0,     0,  8974, 30619,   660, 67848,     0,     0,     0,     0,     0, 44923,     0,     0,     0,     0, 22925,     0,     0,     0, 22988,     0,     0,     0,     0, 5022,    0, 2609, 4085, 2617,  989, 1981, 3360
1659, 15222,9,3,5,4,2335, 1479,3,     0,     0, 30614,104455,     0,     0,     0,     0,     0,     0, 20231,     0,     0,     0,     0, 11635,     0,     0,     0,     0, 45396,     0,     0,     0,     0,20489,    0, 6704,13367, 1651,    0, 4717, 5918
1660,  8798,9,3,6,0,1144, 5008,1,     0,     0,  6696, 22847,     0,     0,   676, 93814,     0,     0,     0,     0, 93814,     0,     0,  7051,     0,     0,     0,     0, 13105,     0,     0,     0,     0,    0,    0, 2691,    0, 2021,    0, 2218, 2454
1661, 26433,9,3,5,0,1646, 3654,5,     0,     0,  5362, 18295,   344, 35363,     0,     0,     0,     0,   950, 20970,     0,     0,     0,     0, 14393,     0,     0,     0,  8104,     0,     0,     0,     0, 6603,    0, 2638,    0, 1128,  349, 1707, 1608
1662,  4402,9,3,5,0, 832, 5102,2,     0,     0, 19602, 66882,     0,     0,     0,     0,     0,     0, 22128,     0,     0,     0,     0, 14249,     0,     0,     0,     0, 19197,     0,     0,     0,     0, 6975,    0, 4333,    0, 1091,    0, 3373, 2461
1663, 16482,9,3,5,0,1612, 4472,5,     0,     0, 16480, 56230,     0,     0,     0,     0,     0,     0, 11837,     0,     0,     0,     0, 10916,     0,     0,     0,     0, 17724,     0,     0,     0,     0, 9922,    0, 5831, 9011, 1064,    0,    0, 2329
1664,  6816,9,3,7,3,2711, 2685,3,     0,     0, 15243, 52009,  1014,104239,     0,     0,     0,     0,     0, 63618,     0,     0,     0,     0, 31851,     0,     0,     0, 22121,  8770,     0,     0,     0,21464,    0, 8424,    0, 3612,  646, 3157, 2410
1665,  9348,9,1,1,0, 278, 8685,2,     0,     0,  4013, 13692,     0,     0,  1209,167630,     0,     0,     0,     0,120687,     0,     0,     0,     0, 46943,     0,     0, 12287,     0,     0,     0,     0,    0,    0, 1405,    0, 1770,    0, 1682, 3122
1666, 11557,9,4,9,0, 140, 8221,2,     0,     0, 46921,160094,     0,     0,     0,     0,     0,     0,101809,     0,     0,     0,     0, 15610,     0,     0,     0,     0, 32596,     0,     0,     0,     0, 5629,    0, 4450,    0, 4225,    0, 4522, 8730
1667, 16381,9,2,4,0, 477, 8067,2,     0,     0,  4090, 13955,  1282,131790,     0,     0,     0,     0,     0,104054,     0,     0,     0,     0, 22003,     0,     0,     0, 11176,  5733,     0,     0,     0,    0,    0, 2779,    0,  704,  328,    0, 2989
1668, 14335,9,1,2,0, 806, 6294,3,     0,     0,  7217, 24624,     0,     0,   651, 90287,     0,     0,     0,     0, 73057,     0,     0,     0,     0, 17230,     0,     0, 18096,     0,     0,     0,     0, 3996,    0, 2532, 2460,  994,    0, 2838, 1612
