HHID,NWEIGHT,REGIONC,DIVISION,TYPEHUQ,STORIES,DIRACC,YEARMADE,HOTH2O,HEATWATR,HINATTIC,ROOFPCT,ATTIC3YR,WALLINS,WALLS3YR,DUCTS,PIPEINS,WATERINS,STRIP,CAULKADD,BASEMENT,BASEINS,FLOOREXT,DOORS,STORMSO,INDOWS,PANESINS,CHANGES,SAMEFEET,SAMEHEAT,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,INSIDE,LINEARFL,PREHEAT,PREUN,PREHOME,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE,TYPEHOME,UNITS,FLOORS,OCCUP
1475,7862,1,1,2,2,9,01,1,9,8,9,9,1,6,0,1,1,1,1,1,0,9,02,02,12,12,0,9,9,3,2,0,3,0,9,9,1,9,9,9,9,1,98,3,99999,99999,99999,2964,0,2964,999,2,21,999,99,1
1476,16330,3,5,2,2,8,01,1,9,1,4,0,1,0,0,0,1,1,1,1,0,9,02,02,17,16,0,9,9,3,1,1,2,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,1804,0,1804,999,0,21,999,99,1
1477,18424,2,3,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,04,04,19,19,0,9,9,3,1,0,3,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,1332,54,1386,999,0,31,999,99,1
1478,20766,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,19,3,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,01,4,99999,99999,99999,5415,0,5415,171,1,31,999,99,1
1479,18542,3,5,2,1,9,02,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,02,00,11,0,0,9,9,2,1,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,768,0,768,999,0,21,999,99,1
1480,12817,4,8,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,02,02,17,17,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,1536,0,1536,999,0,21,999,99,1
1481,20702,2,3,1,9,9,08,1,9,1,4,0,1,0,1,1,0,1,1,0,9,9,02,01,9,8,0,9,9,2,2,0,2,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1120,0,1120,999,0,11,999,99,1
1482,10870,4,8,1,9,1,05,1,9,1,4,0,2,0,0,1,0,0,0,1,1,4,02,00,8,0,0,9,9,3,1,0,2,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,720,0,720,999,0,11,999,99,1
1483,31921,2,3,2,1,9,01,1,9,1,4,0,1,0,1,0,0,0,0,1,0,9,02,00,12,12,0,9,9,3,1,0,3,1,0,9,5,1,1,0,1,2,02,2,99999,99999,99999,2326,1040,3366,999,0,21,999,99,1
1484,14168,4,9,4,9,9,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,5,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,98,1,99999,99999,99999,1036,0,1036,999,2,31,999,99,1
1485,28238,2,3,2,2,9,01,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,03,18,18,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,0,02,3,99999,99999,99999,1248,1056,2304,999,0,21,999,99,1
1486,8942,4,8,4,9,1,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,5,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,832,0,832,999,0,31,999,99,1
1487,22422,4,8,2,1,9,03,1,9,1,4,0,1,0,6,6,6,6,6,1,0,9,02,02,7,3,0,9,9,3,1,1,3,0,9,9,5,1,1,0,0,1,02,2,99999,99999,99999,3243,0,3243,999,0,21,999,99,1
1488,12657,3,6,2,1,9,04,1,9,1,4,1,2,0,0,0,1,1,0,0,9,9,03,01,15,0,0,9,9,3,2,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1685,513,2198,999,0,21,999,99,1
1489,24917,3,6,2,1,9,03,1,9,1,4,0,0,9,0,0,0,0,1,1,0,9,02,01,15,0,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1050,0,1050,999,0,21,999,99,1
1490,23893,2,3,3,2,9,01,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,02,01,14,8,0,9,9,3,1,0,3,0,9,9,1,9,9,9,9,1,01,4,99999,99999,99999,2083,0,2083,33,1,22,999,99,1
1491,17204,3,5,2,1,9,01,0,1,6,9,9,6,9,0,0,0,0,0,1,0,9,02,00,12,0,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,0,02,2,99999,99999,99999,576,912,1488,999,0,21,999,99,1
1492,8661,2,4,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,1,1,0,9,9,0,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,505,0,505,2,1,41,18,3,1
1493,9581,1,1,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,2,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,501,0,501,1,1,41,27,3,1
1494,40979,4,9,2,1,9,04,1,9,1,4,6,0,9,1,1,0,1,1,0,9,9,03,00,12,0,0,9,9,3,1,1,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1705,0,1705,999,0,21,999,99,1
1495,31420,4,9,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,3,0,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,98,1,99999,99999,99999,380,0,380,999,2,41,8,2,1
1496,22146,1,2,2,2,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,03,18,18,0,9,9,3,1,0,4,0,9,9,2,9,9,9,9,0,02,2,99999,99999,99999,1500,0,1500,999,0,21,999,99,1
1497,23955,2,3,2,1,9,01,1,9,1,4,1,1,0,0,0,0,1,1,1,0,9,03,02,16,12,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,1617,0,1617,999,0,21,999,99,1
1498,17839,2,3,2,1,9,03,1,9,1,4,6,1,6,0,1,1,1,1,1,0,9,02,02,21,21,0,9,9,3,1,0,2,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,1620,0,1620,999,0,21,999,99,1
1499,18173,2,3,2,1,9,04,1,9,1,4,0,1,0,0,0,1,1,1,1,0,9,03,03,16,16,0,9,9,3,1,1,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,3262,504,3766,999,0,21,999,99,1
1500,15398,1,2,2,1,9,04,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,02,10,8,0,9,9,3,2,0,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2250,0,2250,999,0,21,999,99,1
1501,7726,2,4,2,1,9,06,1,9,1,4,0,1,0,0,1,0,1,1,1,0,9,02,02,7,5,0,9,9,2,1,1,3,1,0,9,1,9,9,9,9,1,02,1,99999,99999,99999,2328,480,2808,999,5,21,999,99,1
1502,27122,3,6,2,2,9,08,1,9,6,9,9,1,0,1,1,0,0,1,1,6,9,04,02,21,21,0,9,9,4,2,1,4,1,0,9,5,1,1,0,1,2,02,3,99999,99999,99999,4011,504,4515,999,0,21,999,99,1
1503,7280,2,4,2,1,9,05,1,9,1,4,1,1,1,6,1,0,1,1,1,6,9,04,04,15,15,1,1,1,3,1,0,4,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1604,300,1904,999,0,21,999,99,1
1504,19108,3,7,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,6,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,750,0,750,999,0,41,30,3,1
1505,8416,2,4,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,2,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,437,0,437,1,1,41,150,5,1
1506,11459,3,6,2,1,9,01,1,9,0,9,9,1,1,0,1,0,1,1,1,0,9,02,02,14,14,1,1,1,2,1,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1240,0,1240,999,0,21,999,99,1
1507,22470,3,5,3,1,9,05,1,9,6,9,9,6,9,0,6,0,0,0,0,9,9,00,99,3,0,0,9,9,2,1,0,2,0,9,9,4,9,9,9,9,9,01,1,99999,99999,99999,0,553,553,1,1,22,999,99,1
1508,15710,4,9,2,1,9,03,1,9,6,9,9,6,9,6,6,6,0,0,0,9,9,03,00,7,0,0,9,9,4,1,0,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1000,100,1100,999,0,21,999,99,1
1509,31934,3,5,2,1,9,06,1,9,1,4,1,1,1,0,0,0,0,0,1,1,4,03,00,10,0,1,1,1,3,1,0,3,0,9,9,5,0,1,0,1,0,05,0,99999,99999,1200,1200,0,1200,999,3,21,999,99,1
1510,18780,1,2,2,1,9,02,1,9,1,6,0,1,0,0,0,1,0,1,1,0,9,02,02,13,13,1,3,3,3,1,0,2,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2132,0,2132,999,0,21,999,99,1
1511,7172,2,4,2,1,9,01,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,02,02,12,12,0,9,9,2,1,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,882,0,882,999,0,21,999,99,1
1512,30012,3,5,2,1,9,05,1,9,1,2,0,6,9,0,0,0,0,0,1,0,9,02,00,12,0,0,9,9,3,1,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1797,0,1797,999,0,21,999,99,1
1513,8617,1,1,4,9,1,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,04,01,17,17,0,9,9,3,1,0,4,9,9,9,9,9,9,9,9,9,02,2,99999,99999,99999,1686,1986,3672,999,0,31,999,99,1
1514,19695,3,5,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,2,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,00,0,99999,99999,99999,411,0,411,999,4,41,187,19,1
1515,19161,1,1,2,2,9,01,1,9,1,4,0,0,9,0,1,1,1,0,1,0,9,03,02,8,8,0,9,9,4,2,0,6,0,9,9,1,9,9,9,9,0,01,3,99999,99999,99999,1683,6032,7715,224,1,21,999,99,1
1516,10416,4,8,4,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,7,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,820,0,820,999,0,31,999,99,1
1517,22749,3,7,1,9,9,05,1,9,1,6,0,1,0,0,0,1,0,0,1,6,9,02,01,11,0,0,9,9,2,1,0,2,0,9,9,3,9,9,9,9,0,98,1,99999,99999,99999,1170,0,1170,999,2,11,999,99,1
1518,9574,2,4,2,1,9,02,1,9,1,4,0,6,9,1,0,0,0,1,1,0,9,03,03,14,14,0,9,9,2,1,0,3,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1135,240,1375,999,0,21,999,99,1
1519,17001,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,5,0,0,9,9,2,1,1,3,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,1116,0,1116,26,1,41,56,2,1
1520,7295,2,4,2,1,0,02,1,9,1,4,1,1,0,0,0,0,1,0,1,0,9,02,02,10,0,0,9,9,2,2,0,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,1728,0,1728,999,0,21,999,99,1
1521,7660,2,4,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,03,28,28,0,9,9,3,2,1,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,3364,525,3889,999,0,21,999,99,1
1522,13680,4,8,2,1,9,03,1,9,1,6,0,1,0,6,6,6,1,1,1,0,9,02,00,11,0,0,9,9,2,1,0,4,0,9,9,2,9,9,9,9,0,05,0,99999,99999,1000,1000,0,1000,999,3,21,999,99,1
1523,20504,2,3,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,6,6,0,9,9,0,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,234,0,234,1,1,41,6,2,1
1524,31990,3,7,2,1,9,02,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,02,01,12,12,0,9,9,3,1,0,4,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1740,0,1740,999,0,21,999,99,1
1525,8729,4,8,2,1,0,01,1,9,1,4,1,1,1,6,0,0,1,0,1,0,9,02,00,12,0,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,756,0,756,999,0,21,999,99,1
1526,8473,1,1,1,9,9,05,1,9,0,9,9,0,9,0,1,0,1,1,1,1,2,02,00,15,15,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,0,05,1,99999,99999,99999,980,0,980,999,2,11,999,99,1
1527,28336,4,9,5,9,9,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,3,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,847,0,847,12,1,41,8,2,1
1528,13644,2,4,2,1,9,04,1,9,1,4,0,6,9,0,1,1,0,1,1,1,2,02,02,8,8,0,9,9,2,1,0,3,1,0,9,2,9,9,9,9,2,03,1,99999,99999,99999,1176,247,1423,999,2,21,999,99,1
1529,19695,3,5,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,2,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,316,0,316,1,1,41,187,19,1
1530,26474,2,3,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,1,1,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,526,0,526,2,1,41,12,3,1
1531,18114,2,3,2,1,9,03,1,9,1,4,0,2,0,0,1,0,1,1,0,9,9,04,04,20,20,0,9,9,4,2,1,3,1,0,9,4,9,9,9,9,9,04,1,99999,99999,99999,2125,725,2850,999,2,21,999,99,1
1532,19441,3,7,2,1,9,03,1,9,6,9,9,6,9,0,0,0,0,0,1,0,9,02,02,11,0,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,840,0,840,999,0,21,999,99,1
1533,18440,4,9,2,1,9,03,1,9,1,6,6,1,6,1,6,6,1,1,0,9,9,03,00,10,0,0,9,9,3,2,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1232,420,1652,999,0,21,999,99,1
1534,14146,3,6,4,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,11,0,0,9,9,2,2,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1229,0,1229,24,1,31,999,99,1
1535,10978,2,4,2,2,9,01,1,9,1,4,0,0,9,1,1,0,1,1,1,0,9,02,01,29,26,0,9,9,5,2,0,4,0,9,9,1,9,9,9,9,2,02,3,99999,99999,99999,5042,1326,6368,999,6,21,999,99,1
1536,26954,3,5,4,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,7,0,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1017,0,1017,18,1,31,999,99,1
1537,28096,2,3,2,2,9,01,1,9,0,9,9,1,0,0,0,1,1,1,1,0,9,04,04,17,17,0,9,9,4,2,0,5,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3222,1897,5119,999,0,21,999,99,1
1538,22756,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,11,11,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,02,3,99999,99999,99999,2646,270,2916,999,0,31,999,99,1
1539,30672,4,9,3,8,9,07,1,9,6,9,9,6,9,6,6,0,1,1,1,6,9,03,00,10,0,0,9,9,3,2,1,2,1,0,9,2,9,9,9,9,0,95,1,99999,99999,99999,1573,574,2147,999,7,22,999,99,1
1540,21579,3,7,2,1,9,02,1,9,1,4,0,1,0,1,1,0,1,1,0,9,9,03,03,6,6,0,9,9,3,2,0,1,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1241,54,1295,999,0,21,999,99,1
1541,37780,4,9,5,9,8,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,6,6,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,698,0,698,8,1,41,8,2,1
1542,7726,2,4,4,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,12,12,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,03,1,99999,99999,99999,696,48,744,999,2,31,999,99,1
1543,32148,4,9,1,9,9,06,1,9,6,9,9,2,0,0,6,6,1,0,1,6,9,03,03,11,11,0,9,9,3,2,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1560,0,1560,999,0,11,999,99,1
1544,17621,1,2,3,2,9,01,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,02,11,11,0,9,9,2,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,1248,160,1408,999,0,22,999,99,1
1545,15398,1,2,5,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,2,2,0,9,9,1,1,0,0,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,360,0,360,1,1,41,98,6,1
1546,18997,4,9,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,3,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,441,0,441,1,1,41,8,2,1
1547,8617,1,1,5,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,8,8,0,9,9,3,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,894,0,894,14,1,41,9,3,1
1548,21094,2,3,3,2,9,02,1,9,8,9,9,8,9,6,6,6,1,1,1,1,3,02,02,14,14,0,9,9,2,1,0,3,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,969,0,969,999,0,22,999,99,1
1549,39131,2,3,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,1,1,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1006,33,1039,18,1,41,72,5,1
1550,11094,3,6,2,1,9,01,1,9,0,9,9,0,9,0,1,0,1,0,1,0,9,05,05,9,9,0,9,9,2,1,0,3,0,9,9,5,1,1,0,0,0,03,2,99999,99999,99999,1119,189,1308,999,2,21,999,99,1
1551,18173,2,3,2,2,9,01,1,9,6,9,9,2,0,0,0,1,0,1,1,0,9,02,02,14,14,0,9,9,1,1,0,4,0,9,9,1,9,9,9,9,2,03,3,99999,99999,99999,2006,1363,3369,999,2,21,999,99,1
1552,40979,4,9,2,1,9,04,1,9,6,9,9,6,9,0,1,0,0,0,0,9,9,02,00,3,0,0,9,9,1,1,0,1,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,720,24,744,999,0,21,999,99,1
1553,67749,3,5,4,9,9,07,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,03,00,2,0,0,9,9,2,2,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1279,0,1279,26,1,31,999,99,1
1554,35526,4,9,1,9,9,05,1,9,6,9,9,1,0,0,6,1,0,0,0,9,9,02,01,11,11,0,9,9,3,2,0,4,0,9,9,0,9,9,9,9,9,02,1,99999,99999,99999,1334,0,1334,999,0,11,999,99,1
1555,42358,2,3,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,7,7,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,1600,0,1600,999,0,31,999,99,1
1556,10772,1,1,5,9,8,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,5,5,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,850,0,850,12,1,41,24,3,1
1557,19637,4,9,2,1,9,04,1,9,1,6,0,0,9,0,0,1,0,0,0,9,9,03,02,19,0,0,9,9,3,1,1,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1245,400,1645,999,0,21,999,99,1
1558,12858,1,1,2,1,9,03,1,9,1,4,0,1,0,0,0,1,0,1,1,0,9,03,03,17,11,0,9,9,2,1,0,1,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,2052,645,2697,999,0,21,999,99,1
1559,19424,2,3,2,4,9,03,1,9,6,9,9,6,9,1,0,0,1,1,1,0,9,03,03,9,0,0,9,9,3,2,0,4,1,0,9,5,1,1,0,1,2,98,3,99999,99999,99999,1558,540,2098,999,2,21,999,99,1
1560,7767,2,4,2,2,9,10,1,9,1,4,1,1,1,1,6,1,1,1,1,0,9,02,02,8,8,1,1,1,3,3,0,6,1,1,8,1,9,9,9,9,1,02,2,99999,99999,99999,5356,0,5356,999,0,21,999,99,1
1561,18618,4,9,2,1,9,06,1,9,1,4,0,1,0,0,1,1,6,6,0,9,9,02,02,7,7,0,9,9,3,1,1,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1240,484,1724,999,0,21,999,99,1
1562,16098,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,4,0,0,9,9,1,1,0,3,9,9,9,9,9,9,9,9,9,98,1,99999,99999,99999,432,0,432,999,2,41,16,2,1
1563,16228,3,6,2,2,9,05,1,9,1,4,0,1,0,1,1,1,1,1,1,0,9,03,03,15,0,0,9,9,3,1,2,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,4092,0,4092,999,0,21,999,99,1
1564,43661,3,7,2,1,9,02,1,9,1,4,0,0,9,0,0,0,0,0,1,0,9,03,03,14,0,0,9,9,2,1,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,924,0,924,999,0,21,999,99,1
1565,16445,1,1,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,3,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,652,0,652,6,1,41,40,4,1
1566,15398,1,2,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,5,5,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1229,0,1229,24,1,31,999,99,1
1567,29654,1,2,2,2,9,04,1,9,1,4,0,1,0,0,1,0,0,0,1,0,9,05,05,16,16,0,9,9,4,2,1,4,1,0,9,1,9,9,9,9,1,03,3,99999,99999,99999,3380,728,4108,999,2,22,999,99,1
1568,8473,1,1,2,3,9,07,1,9,1,4,1,1,1,0,0,0,0,0,1,0,9,05,05,17,17,1,1,1,3,3,0,4,1,1,4,1,9,9,9,9,1,21,4,99999,99999,99999,4608,0,4608,999,2,21,999,99,1
1569,19827,4,9,2,1,9,04,1,9,1,4,0,1,0,0,0,0,1,0,1,0,9,02,02,8,8,0,9,9,1,1,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,754,0,754,999,0,21,999,99,1
1570,17443,4,9,5,9,9,07,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,2,0,0,9,9,1,1,0,4,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,603,0,603,5,1,41,56,4,1
1571,6619,2,4,2,1,9,07,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,05,05,10,10,0,9,9,3,2,0,2,1,1,1,1,9,9,9,9,2,02,2,99999,99999,99999,3242,864,4106,999,0,21,999,99,1
1572,18252,3,5,5,9,0,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,4,0,0,9,9,2,1,1,2,9,9,9,9,9,9,9,9,9,02,2,99999,99999,99999,1056,0,1056,999,0,41,10,2,1
1573,20262,2,3,2,2,9,01,1,9,1,1,0,2,0,0,1,0,1,1,1,1,1,02,02,18,15,0,9,9,4,1,0,3,0,9,9,1,9,9,9,9,0,02,3,99999,99999,99999,1080,1971,3051,999,0,21,999,99,1
1574,14635,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,4,0,0,9,9,1,2,0,4,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,819,0,819,12,1,41,25,98,1
1575,13358,1,2,2,4,9,04,1,9,6,9,9,6,9,0,6,0,0,0,1,6,9,04,00,16,0,0,9,9,4,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2831,0,2831,999,0,21,999,99,1
1576,17633,3,6,2,1,9,03,1,9,1,4,1,0,9,0,0,0,0,0,1,0,9,03,03,11,0,0,9,9,3,1,1,4,1,0,9,1,9,9,9,9,0,04,2,99999,99999,99999,1715,2156,3871,999,2,21,999,99,1
1577,21066,3,5,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,02,15,15,0,9,9,3,2,1,4,1,1,8,1,9,9,9,9,1,02,2,99999,99999,99999,7560,0,7560,999,0,21,999,99,1
1578,9321,2,4,2,1,9,01,1,9,6,9,9,2,0,0,1,0,1,1,1,0,9,02,02,10,5,0,9,9,2,1,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,944,0,944,999,0,21,999,99,1
1579,22392,3,7,2,1,9,03,1,9,1,4,0,1,0,1,0,0,1,1,0,9,9,02,00,9,0,0,9,9,3,1,1,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1141,484,1625,999,0,21,999,99,1
1580,14397,1,2,2,2,9,01,1,9,1,4,0,1,0,1,1,0,1,1,1,1,2,02,01,22,22,0,9,9,4,3,0,3,1,1,1,5,1,1,0,0,2,03,3,99999,99999,99999,3397,975,4372,999,2,21,999,99,1
1581,11072,4,8,1,9,9,06,1,9,1,4,6,2,6,1,1,1,0,6,1,0,9,02,00,22,22,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,756,0,756,999,0,11,999,99,1
1582,17920,2,3,2,1,9,03,1,9,1,3,0,1,0,0,0,1,1,1,1,0,9,02,02,18,18,0,9,9,3,1,0,4,1,0,9,1,9,9,9,9,1,98,2,99999,99999,99999,2380,720,3100,999,2,21,999,99,1
1583,23030,2,3,2,1,9,01,1,9,1,4,1,1,1,1,1,1,1,1,1,1,2,02,02,13,10,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,1,01,3,99999,99999,99999,2914,0,2914,90,1,21,999,99,1
1584,13358,1,2,3,3,9,01,1,9,0,9,9,0,9,0,0,0,1,0,1,0,9,02,02,21,21,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,1,02,4,99999,99999,99999,2604,160,2764,999,0,22,999,99,1
1585,9191,2,4,4,9,9,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,03,03,6,6,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,21,2,99999,99999,99999,1536,364,1900,999,2,31,999,99,1
1586,13262,2,4,2,2,9,01,1,9,1,4,1,2,1,1,0,0,1,1,1,0,9,02,00,14,12,0,9,9,2,1,0,4,0,9,9,1,9,9,9,9,1,01,3,99999,99999,99999,1705,139,1844,53,1,21,999,99,1
1587,40979,4,9,2,1,0,04,1,9,1,6,0,6,9,0,0,0,0,0,0,9,9,02,00,6,0,0,9,9,1,1,0,4,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,713,24,737,999,0,21,999,99,1
