DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,URBRUR,ZURBRUR,STORIES,ZSTORIES,CELLAR,ZCELLAR,CRAWL,ZCRAWL,CONCRETE,ZCONCRET,BASEHEAT,ZBASEHEA,NUMFLRS,PRIORUSE,ORIGTYP,COMMUSE,COMMAMT,MHWIDTH,NCOMBATH,ZNCOMBAT,NHAFBATH,BEDROOMS,OTHROOMS,ZOTHROOM,TOTROOMS,ZTOTROOM,PRKGPLCE,GARAGE1C,GARAGE2C,GARAGE3C,CARPORT,SQFTEST,HOWSURE,KOWNRENT,HUPROJ,ZHUPROJ,KCOPCOND,ZKCOPCON,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,FLOORS,UNITS,SQFTREG
2247, 16474,9,4,9,2,1621, 2016,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 0, 4, 4,0, 8,0,1,0,1,0,0, 4,1,1,9,0,0,0, 7,0,0,9,99,99,999,2478
2248, 17955,9,1,2,0,1013, 4958,2,3,0,2,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 5,3,1,9,0,0,0, 3,0,0,9,99,99,999,2859
2249, 15256,9,2,4,0, 672, 7977,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,1,0,0,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,2575
2250, 23608,9,2,3,0,1052, 5717,2,1,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,0,1,0, 3,1,1,9,0,0,0, 2,0,1,1, 9,99,999,1978
2251, 25481,9,3,5,0,1285, 2843,3,3,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 2,4,2,0,0,0,0, 7,0,1,2,10, 2, 10,1349
2252, 17017,9,2,3,0, 434, 8447,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 1, 1, 3,0, 4,0,0,0,0,0,0, 1,2,1,9,0,0,0, 2,0,0,9,99,99,999,1631
2253, 23940,9,1,2,0, 575, 5837,2,3,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,1,0,0,0, 3,1,2,0,0,1,0, 3,0,1,2,12,99,999,1467
2254, 13009,9,4,8,0,1654, 3563,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 3,0, 7,0,1,0,1,0,0, 6,1,1,9,0,0,0, 4,0,0,9,99,99,999,2038
2255, 12114,9,4,8,0, 404, 6549,3,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 2, 2,0, 4,0,0,0,0,0,0, 4,3,3,0,0,0,0, 3,0,1,2, 4,99,999, 977
2256, 10872,9,3,5,0,1683, 2482,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 4,2,2,0,0,1,0, 6,1,1,2,12, 2,  8, 971
2257, 18739,9,2,3,0, 686, 6533,5,2,0,9,0,9,0,9,0,9,0,9,0,98,1,99,0,9,9, 1,0, 0, 1, 1,0, 2,0,9,0,0,0,0, 1,2,2,1,0,0,0, 7,0,0,9,99, 1,  8, 500
2258, 16816,9,2,4,0, 597, 8186,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 2,1,1,9,0,0,0, 1,0,0,9,99,99,999,1479
2259, 29325,9,3,7,0,1912, 3576,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 1, 2, 3,0, 5,0,9,0,0,0,0, 3,2,2,0,0,0,0, 5,0,1,3, 2,99,999,1335
2260, 18638,9,3,5,0, 975, 4456,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 4, 5,0, 9,0,1,0,1,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,4475
2261, 15256,9,2,4,0, 877, 6185,2,2,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,1,0,0,0, 3,2,2,0,0,0,0, 1,0,0,9,99,99,999,1363
2262, 34653,9,2,3,0, 616, 6721,5,1,0,9,0,9,0,9,0,9,0,9,0, 4,6,99,0,9,9, 1,0, 0, 2, 3,0, 5,0,9,0,0,0,0,96,1,2,0,0,0,0, 1,1,0,9,99,99,999,1038
2263, 13789,9,2,4,0,1108, 5452,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 1, 2, 3,0, 5,0,9,0,0,0,0, 2,2,2,0,0,0,0, 4,0,0,9,99,99,999,1194
2264, 12114,9,4,8,0,1942, 3531,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 2,0, 6,0,0,0,0,0,0, 3,1,1,9,0,0,0, 3,0,1,3, 4,99,999,1624
2265, 22107,9,1,1,0, 692, 5859,3,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,0,0,0,0,0, 2,1,2,0,0,0,0, 1,0,0,9,99, 2, 10,1324
2266, 37711,9,4,9,2,1044,  960,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,1147
2267, 16482,9,4,9,2, 519, 1296,2,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 0, 4, 4,0, 8,0,1,0,0,1,0, 6,1,1,9,0,0,0,14,0,1,1,12,99,999,3089
2268, 20013,9,1,2,1, 974, 4825,2,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0,96,6,1,9,0,0,0, 1,0,0,9,99,99,999,3217
2269,  8612,9,1,1,0, 763, 5428,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,0,0,0,0,0, 3,2,1,9,0,1,0, 8,0,1,1, 1,99,999,1556
2270, 23901,9,2,3,0, 731, 6607,5,3,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 1,2,2,0,0,0,0, 5,0,0,9,99, 3,  6, 909
2271,  5642,9,3,6,0,1260, 3596,2,1,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 1,4,2,0,0,0,0, 2,0,0,9,99,99,999, 860
2272, 17926,9,2,3,0, 531, 6162,2,3,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,2,1,9,0,0,0, 3,0,0,9,99,99,999,2661
2273, 15044,9,3,7,3,2760, 1539,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,1,1,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,1601
2274, 45142,9,3,7,3,3221, 1249,2,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 7,1,1,9,0,1,0,14,0,1,1, 5,99,999,2761
2275, 11111,9,1,1,0, 260, 8005,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 1, 1,0, 2,0,9,0,0,0,0, 2,2,2,0,0,0,0, 5,0,1,2,12, 3, 12, 578
2276, 14385,9,4,9,0, 126, 4961,2,4,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,0,1,0, 6,1,1,9,0,0,0, 6,0,0,9,99,99,999,2672
2277, 19486,9,1,2,1, 692, 5816,2,3,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 4,0, 0, 4, 6,0,10,0,1,1,0,0,0, 6,2,1,9,0,0,0, 1,0,1,2,11,99,999,4422
2278, 25482,9,3,5,0,1376, 3387,2,3,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 5,4,1,9,0,1,0, 8,0,0,9,99,99,999,1542
2279, 22689,9,2,3,0, 522, 7420,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 3,0, 5,0,9,0,0,0,0, 2,2,2,0,0,0,0, 5,0,1,1, 5, 2,  8, 972
2280, 13152,9,1,2,1, 998, 4777,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 4, 5,0, 9,0,1,1,0,0,0,96,3,1,9,0,0,0, 1,0,0,9,99,99,999,1680
2281, 22884,9,2,4,0, 836, 6494,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 5,0, 9,0,0,0,0,0,0,96,1,1,9,0,0,0, 1,0,0,9,99,99,999,3091
2282, 11622,9,3,6,0,2930, 1442,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 4,1,1,9,0,0,0, 8,0,0,9,99,99,999,1879
2283, 16482,9,4,9,2,1055, 1765,2,1,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 7,0,0,9,99,99,999,1772
2284, 19833,9,2,3,0, 341, 8145,2,1,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 2,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 3,1,1,9,0,0,0, 4,0,1,1,11,99,999,2804
2285, 17629,9,3,7,3,3028, 1333,2,3,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 2,0, 6,0,1,0,1,0,0, 5,1,1,9,0,0,0, 4,0,0,9,99,99,999,2106
2286, 16406,9,2,3,0, 794, 5474,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,1,1,9, 1,0, 0, 0, 1,0, 1,0,9,0,0,0,0, 1,1,2,0,0,0,0, 4,0,1,2,12, 5, 18, 967
2287, 17000,9,2,3,0, 630, 5704,2,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 2,0, 0, 4, 4,0, 8,0,0,0,0,0,0, 3,4,1,9,0,0,0, 1,0,1,2, 8,99,999,1858
2288, 16308,9,1,2,0, 493, 6268,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 4, 4,0, 8,0,1,1,0,0,0, 4,1,1,9,0,0,0,11,0,0,9,99,99,999,3426
2289, 23294,9,3,5,4,3876,  285,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0,96,4,1,9,0,0,0, 8,1,0,9,99,99,999,1463
2290, 17001,9,2,3,0, 912, 5310,2,1,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 2,4,1,9,0,0,0, 2,1,1,3, 1,99,999,1016
2291,  8956,9,1,1,0, 447, 5995,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,2, 2,0,9,9, 1,0, 0, 2, 1,0, 3,0,9,0,0,0,0, 2,2,2,0,0,0,0, 7,1,0,9,99, 3,  5, 673
2292, 17981,9,4,9,0, 532, 3649,2,3,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 2,0, 5,0,1,0,1,0,0, 5,1,1,9,0,0,0, 8,0,0,9,99,99,999,1794
2293, 16482,9,4,9,2,1036, 1794,2,1,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 2,1,1,9,0,0,0, 2,0,0,9,99,99,999, 831
2294, 19486,9,1,2,1, 599, 6138,3,3,0,2,0,1,0,0,0,0,0,1,1,99,9,99,9,9,9, 2,0, 1, 2, 4,0, 6,0,1,0,1,0,0,96,4,1,9,0,0,0, 1,0,1,3, 4,99,999,2069
2295, 19833,9,2,3,0, 563, 6797,2,1,0,2,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 3,1,1,9,0,1,0, 1,0,1,2, 1,99,999,2440
2296,  7379,9,4,8,0,2956, 1639,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,1,0,0,0, 1,0,0,9,99, 2, 30, 644
2297, 10264,9,3,5,0,1742, 2372,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 1,4,2,1,0,0,0, 3,0,0,9,99, 2,  6, 888
2298,  6695,9,4,8,0,3542, 1505,3,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,3,2,0,0,0,0, 3,0,0,9,99,99,999, 779
2299, 30253,9,2,3,0, 777, 5498,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,3,2,0,0,0,0, 4,0,0,9,99, 3, 24, 644
2300, 25493,9,1,2,0, 847, 5252,2,4,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 5, 2,0, 7,0,1,0,1,0,0, 4,2,1,9,0,0,0, 1,0,0,9,99,99,999,2779
2301, 27493,9,3,7,0,1645, 3894,2,1,0,3,0,1,0,1,0,1,0,0,0,99,9,99,9,9,9, 3,0, 1, 4, 5,0, 9,0,1,0,1,0,0, 7,1,1,9,0,0,0,10,0,0,9,99,99,999,2723
2302, 15256,9,2,4,0, 637, 7920,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,0,0,0,0,0, 4,2,1,9,0,0,0, 1,0,0,9,99,99,999,1820
2303, 18325,9,2,3,0, 607, 6616,2,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 4, 2,0, 6,0,1,0,1,0,0, 6,2,1,9,0,1,0, 4,0,0,9,99,99,999,3357
2304, 12105,9,3,6,0, 841, 4450,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 3,2,2,0,0,1,0, 8,0,0,9,99,99,999,1615
2305, 17924,9,2,4,0, 636, 7460,3,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 4,2,1,9,0,0,0,11,0,0,9,99,99,999,2190
2306, 12114,9,4,8,0, 223, 7555,2,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 5, 4,0, 9,0,1,0,1,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,3472
2307, 19833,9,2,3,0, 473, 7615,3,1,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,1,1,9,0,0,0, 5,0,0,9,99,99,999,2232
2308,  9404,9,3,6,0,2012, 1896,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 5,1,1,9,0,0,0, 3,0,0,9,99,99,999,1551
2309, 61156,9,3,5,0,1679, 2490,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,2,2,0,0,0,0,16,0,1,3, 5,99,999,1446
2310, 23801,9,2,3,0, 674, 6180,2,4,0,1,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,0,0,0,1, 4,2,2,0,0,1,0, 3,0,1,1, 1,99,999,1774
2311, 11442,9,2,4,0, 766, 8142,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 2,0, 6,0,0,0,0,0,0, 3,1,1,9,0,0,0, 4,0,1,1, 6,99,999,2459
2312, 10764,9,4,9,2, 228, 2362,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,2, 2,0,9,9, 1,0, 0, 1, 1,0, 2,0,9,0,0,0,0, 1,1,2,0,0,0,0, 2,1,0,9,99,99,999, 503
2313, 23294,9,3,5,4,3514,  424,2,3,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 2, 3,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 7,0,0,9,99,99,999,1592
2314, 18672,9,2,4,0, 570, 7876,2,3,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,1,1,0,0,0, 2,2,1,9,0,0,0, 3,0,0,9,99,99,999,1210
2315, 18132,9,3,7,3,2670, 2049,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,0,1,0,0, 3,2,1,9,0,1,0, 1,0,0,9,99,99,999,1034
2316, 17001,9,2,3,0, 548, 6445,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 3,1,1,9,0,1,0, 5,0,0,9,99,99,999,1880
2317, 19833,9,2,3,0, 859, 5572,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 2,0, 6,0,1,0,1,0,0,96,6,1,9,0,0,0, 4,0,1,2, 7,99,999,1679
2318, 16288,9,3,7,0,2213, 1809,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 3,0, 7,0,1,1,0,0,0, 3,1,2,0,0,1,0, 4,0,0,9,99,99,999,1828
2319,  9576,9,1,2,0, 989, 4981,4,1,0,9,0,9,0,9,0,9,0,9,0, 3,2, 2,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 1,3,2,0,0,0,0, 1,0,0,9,99,99,999, 837
2320, 20603,9,4,9,2, 642, 1047,5,2,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,4,2,0,0,0,0, 3,0,1,3, 4,99,999, 779
2321, 15529,9,3,5,4,4997,   92,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 3, 2,0, 5,0,9,0,0,0,0, 3,2,1,9,0,1,0, 7,0,1,1, 5,99,999,1685
2322,  7828,9,1,2,1,1043, 4728,5,1,0,9,0,9,0,9,0,9,0,9,0, 5,1,99,0,9,9, 1,0, 0, 3, 2,0, 5,0,9,0,0,0,0,96,4,2,0,0,0,0, 4,0,1,2, 9, 5, 20,1072
2323,  7893,9,4,9,0, 439, 6645,1,2,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,2, 2,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 4,2,1,9,0,0,0,14,0,1,1, 5,99,999,1297
2324, 17447,9,2,3,0, 605, 6042,2,3,0,2,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,1,0,0,0, 3,2,1,9,0,1,0, 1,0,0,9,99,99,999,1491
2325, 17142,9,3,6,0,1354, 4328,2,3,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 4,0, 8,0,1,0,1,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,2162
2326, 19174,9,3,7,3, 841, 5359,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,1,1,9,0,0,0, 5,0,1,1,11,99,999,1546
2327, 13185,9,4,9,2,1832,  709,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,3,2,0,0,1,0,13,1,0,9,99,99,999,1504
2328, 15978,9,3,7,3,2662, 2065,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0,96,4,1,9,0,1,0, 2,0,0,9,99,99,999,1125
2329, 15662,9,4,9,2, 840, 2287,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,2,2,0,0,0,0, 2,0,1,1, 4,99,999,1505
2330, 39666,9,2,3,0, 630, 6273,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,1,0,1,0,0, 4,1,1,9,0,0,0, 1,0,0,9,99,99,999,2663
2331, 14499,9,4,9,0, 235, 4438,2,3,0,2,0,1,0,0,0,1,0,1,0,99,9,99,9,9,9, 3,0, 0, 4, 5,0, 9,0,1,0,1,0,0, 6,1,1,9,0,0,0, 5,0,0,9,99,99,999,3858
2332, 15256,9,2,4,0, 928, 5536,2,1,0,1,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,0,0,0,0,0, 4,1,1,9,0,0,0, 1,0,0,9,99,99,999,1476
2333, 20128,9,1,2,0, 619, 5778,2,3,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,2,1,9,0,1,0,12,0,0,9,99,99,999,2235
2334, 64924,9,1,2,1, 387, 6680,5,3,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 1, 2, 2,0, 4,0,9,0,0,0,0, 3,1,2,0,0,0,0,13,0,0,9,99, 2,  8,1111
2335, 16482,9,4,9,2,1169, 1585,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,1,2,0,0,0,0, 2,1,0,9,99,99,999, 796
2336, 13789,9,2,4,0,1229, 5725,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 4, 3,0, 7,0,1,1,0,0,0, 3,1,1,9,0,0,0, 3,0,0,9,99,99,999,1628
2337,  8208,9,1,2,0,1038, 4561,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 3,0, 5,0,9,0,0,0,0, 2,2,2,1,0,0,0, 5,0,0,9,99,99,999, 958
2338,  8359,9,1,1,0, 535, 5782,2,2,0,4,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,0,0,0,0,0, 3,2,1,9,0,0,0, 4,0,0,9,99,99,999,1215
2339, 15978,9,3,7,3, 868, 5188,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,0,0,0,1, 3,1,1,9,0,0,0, 2,0,0,9,99,99,999,1038
2340, 16335,9,2,4,0, 570, 8394,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 4,2,2,0,0,1,0, 1,0,1,2, 7,99,999,2243
2341, 12292,9,2,3,0, 495, 6677,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 5,0, 8,0,1,1,0,0,0, 2,4,1,9,0,0,0, 1,0,0,9,99,99,999,2920
2342, 16308,9,3,5,0,1833, 2732,2,3,0,2,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 6,0,10,0,1,0,0,0,1, 6,1,1,9,0,0,0, 7,0,0,9,99,99,999,2799
2343, 15256,9,2,4,0,1101, 5371,2,4,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 4, 5,0, 9,0,1,0,1,0,0, 5,2,1,9,0,0,0, 4,0,0,9,99,99,999,3911
2344, 18108,9,2,3,0, 532, 6339,2,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 2, 4,0, 6,0,0,0,0,0,0, 2,1,1,9,0,0,0, 1,0,0,9,99,99,999,1221
2345, 18015,9,4,9,0, 356, 6299,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 0,0, 0, 0, 1,0, 1,0,0,0,0,0,0, 1,1,1,9,0,0,0, 9,0,0,9,99,99,999, 231
2346, 13435,9,1,1,0, 659, 5586,5,1,0,9,0,9,0,9,0,9,0,9,0, 4,1,99,1,2,9, 1,0, 1, 2, 3,0, 5,0,9,0,0,0,0, 3,2,2,0,0,0,0, 5,0,0,9,99, 5,998,1050
2347, 16288,9,3,7,0,2010, 1838,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,0,0,1, 3,1,1,9,0,0,0, 4,0,0,9,99,99,999,1617
2348, 19834,9,2,3,0, 457, 7648,5,1,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 3,1,2,0,0,0,0,11,0,1,2,12, 3, 42,1068
2349, 14608,9,3,7,3,2663, 2063,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,0,0,1, 4,2,1,9,0,0,0, 2,0,0,9,99,99,999,1183
2350, 23321,9,3,5,0,1315, 2906,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0,96,1,1,9,0,0,0, 4,0,0,9,99,99,999,1089
2351, 11120,9,1,2,1,1067, 4642,2,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,3,1,9,0,0,0, 2,0,0,9,99,99,999,1516
2352, 18532,9,2,3,0, 604, 6510,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 4,1,1,9,0,0,0, 8,0,0,9,99,99,999,1558
2353, 39666,9,2,3,0, 880, 5666,3,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 2, 2, 3,0, 5,0,0,0,0,0,0, 2,2,2,0,0,0,0, 5,0,1,2, 2,99,999,1362
2354, 28362,9,2,3,0, 360, 7331,5,2,0,9,0,9,0,9,0,9,0,9,0, 3,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,1,2,0,0,0,0, 6,0,1,1, 3, 3, 36, 702
2355, 14364,1,1,2,0, 428, 6353,2,3,0,4,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 1, 4, 3,0, 7,0,1,0,1,0,0, 4,1,1,9,0,0,0, 3,0,0,9,99,99,999,1430
