INPUT_TABLE
Variable ID
ghgCoef_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,generic.ghg,uncontrolled.emiss.coef
Southeast Asia,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,CO,0.029320873
USA,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,CO,0.005470676
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,CO,0.001141159
Western Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,CO,0.003846042
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,CO,2.44e-05
Africa,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.037170985
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,1.078745271
Africa,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.002798553
Australia_NZ,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.01314163
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.191300351
Australia_NZ,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.014100789
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.05434858
Canada,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.001421914
China,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.000936465
Eastern Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.007321737
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,1.264824899
Eastern Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.001438775
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.00679961
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.646755177
Former Soviet Union,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.003506539
India,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.003998491
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.422629927
India,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.002915662
Japan,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.001753213
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.678655801
Japan,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.001088464
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.297641348
Korea,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,3.41e-05
Latin America,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.003402817
Southeast Asia,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.009082616
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,5.536809663
Southeast Asia,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.029320873
USA,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.005470676
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,0.001141159
Western Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,CO,0.003846042
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,CO,2.44e-05
Africa,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.037170985
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,1.078745271
Africa,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.002798553
Australia_NZ,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.01314163
Australia_NZ,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0.191300351
Australia_NZ,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.014100789
China,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.000936465
Eastern Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.007321737
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,1.264824899
Eastern Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.001438775
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0.646755177
Former Soviet Union,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.003506539
India,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.003998491
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0.422629927
India,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.002915662
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0.678655801
Japan,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.001088464
Latin America,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.003402817
Southeast Asia,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.009082616
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,5.536809663
Southeast Asia,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.029320873
USA,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.005470676
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,0.001141159
Western Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,CO,0.003846042
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,CO,2.44e-05
Canada,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.020965635
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,0.05434858
Canada,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.001421914
China,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.000936465
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.00679961
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,0.646755177
Former Soviet Union,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.003506539
India,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.003998491
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,0.422629927
India,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.002915662
Latin America,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.003402817
Southeast Asia,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.009082616
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,5.536809663
Southeast Asia,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.029320873
USA,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,CO,0.005470676
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,0.001141159
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,CO,2.44e-05
Canada,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.020965635
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,0.05434858
Canada,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.001421914
China,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.000936465
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.00679961
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,0.646755177
Former Soviet Union,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.003506539
India,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.003998491
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,0.422629927
India,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.002915662
Latin America,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.003402817
Southeast Asia,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.009082616
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,5.536809663
Southeast Asia,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.029320873
USA,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.005470676
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,0.001141159
Western Europe,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,CO,0.003846042
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,CO,2.44e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.01314163
Australia_NZ,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.191300351
Australia_NZ,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.014100789
Canada,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.020965635
Canada,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.05434858
Canada,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.001421914
China,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.000936465
Eastern Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.007321737
Eastern Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,1.264824899
Eastern Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.001438775
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.00679961
Former Soviet Union,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.646755177
Former Soviet Union,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.003506539
India,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.003998491
India,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.422629927
India,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.002915662
Japan,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.001753213
Japan,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.678655801
Japan,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.001088464
Latin America,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.003402817
Southeast Asia,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.009082616
Southeast Asia,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,5.536809663
Southeast Asia,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.029320873
USA,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.005470676
USA,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,0.001141159
Western Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,CO,0.003846042
Western Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,CO,2.44e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.01314163
Australia_NZ,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0.191300351
Australia_NZ,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.014100789
Canada,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.020965635
Canada,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0.05434858
Canada,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.001421914
China,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.000936465
Eastern Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,1.264824899
Eastern Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.001438775
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.00679961
Former Soviet Union,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0.646755177
Former Soviet Union,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.003506539
India,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.003998491
India,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0.422629927
India,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.002915662
Latin America,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.003402817
Southeast Asia,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.009082616
Southeast Asia,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,5.536809663
Southeast Asia,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.029320873
USA,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0
USA,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,0.001141159
Western Europe,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,CO,0.003846042
Western Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CO,0.064197477
Western Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,CO,2.44e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1990,CO,0.01314163
Australia_NZ,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,CO,0.191300351
Australia_NZ,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1990,CO,0.014100789
China,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1990,CO,0.001472465
China,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,CO,0.056575741
China,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1990,CO,0.000936465
Latin America,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1990,CO,0.003402817
Latin America,UnmanagedLand,Savannah BurningAEZ18,Savannah BurningAEZ18,1990,CO,0.008364345
Latin America,UnmanagedLand,DeforestationAEZ18,DeforestationAEZ18,1990,CO,1.979285618
Latin America,UnmanagedLand,Forest FiresAEZ18,Forest FiresAEZ18,1990,CO,0.003402817
Africa,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,N2O,2.76e-05
Latin America,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,N2O,8.66e-07
Africa,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,N2O,4.38e-05
India,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,N2O,8.66e-07
Africa,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,N2O,2.76e-05
India,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,N2O,6.62e-06
Middle East,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,N2O,8.66e-07
Southeast Asia,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,N2O,4.21e-05
Africa,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,N2O,2.76e-05
China,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,N2O,2.09e-06
India,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,N2O,4.21e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,N2O,1.21e-05
Africa,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,N2O,2.76e-05
China,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,N2O,4.77e-06
China,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,N2O,0.00012644
China,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,N2O,2.09e-06
India,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,N2O,1.31e-05
India,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,N2O,0.000824695
India,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,N2O,5.69e-06
Latin America,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,N2O,2.63e-05
Latin America,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,N2O,0.003849541
Latin America,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,N2O,6.62e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,N2O,2.55e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,N2O,0.007947668
Southeast Asia,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,N2O,4.21e-05
Africa,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,N2O,0.000116606
Africa,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,N2O,0.002062152
Africa,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,N2O,5.35e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,N2O,4.38e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,N2O,0.000374757
Australia_NZ,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,N2O,2.76e-05
