INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
USA,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,13.5,1,13.5,10,0,0,UnmanagedPasture,AEZ12,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,16,1,16,10,0,0,UnmanagedPasture,AEZ12,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,9.5,1,9.5,10,0,0,UnmanagedPasture,AEZ12,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,16,1,16,10,0,0,UnmanagedPasture,AEZ12,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,11.5,1,11.5,10,0,0,UnmanagedPasture,AEZ12,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,16,1,16,10,0,0,UnmanagedPasture,AEZ12,Pasture
China,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,10.1,1,10.1,10,0,0,UnmanagedPasture,AEZ12,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,16,1,16,10,0,0,UnmanagedPasture,AEZ12,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,10.1,1,10.1,10,0,0,UnmanagedPasture,AEZ12,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,14,1,14,10,0,0,UnmanagedPasture,AEZ12,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,12.3,1,12.3,10,0,0,UnmanagedPasture,AEZ12,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,9.5,1,9.5,10,0,0,UnmanagedPasture,AEZ12,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,16,1,16,10,0,0,UnmanagedPasture,AEZ12,Pasture
India,root,ProtectedUnmanagedPastureAEZ12,ProtectedUnmanagedPastureAEZ12,1,14.4,1,14.4,10,0,0,UnmanagedPasture,AEZ12,Pasture
USA,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,10.8,0.6,10.8,10,0,0,UnmanagedPasture,AEZ13,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,10.9,0.6,10.9,10,0,0,UnmanagedPasture,AEZ13,Pasture
China,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
India,root,ProtectedUnmanagedPastureAEZ13,ProtectedUnmanagedPastureAEZ13,0.6,11,0.6,11,10,0,0,UnmanagedPasture,AEZ13,Pasture
USA,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,10.5,0.7,10.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.2,0.7,12.2,10,0,0,UnmanagedPasture,AEZ14,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,11.1,0.7,11.1,10,0,0,UnmanagedPasture,AEZ14,Pasture
China,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.2,0.7,12.2,10,0,0,UnmanagedPasture,AEZ14,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
India,root,ProtectedUnmanagedPastureAEZ14,ProtectedUnmanagedPastureAEZ14,0.7,12.5,0.7,12.5,10,0,0,UnmanagedPasture,AEZ14,Pasture
USA,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,9.9,0.7,9.9,10,0,0,UnmanagedPasture,AEZ15,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,13.6,0.7,13.6,10,0,0,UnmanagedPasture,AEZ15,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,9.5,0.7,9.5,10,0,0,UnmanagedPasture,AEZ15,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,10.8,0.7,10.8,10,0,0,UnmanagedPasture,AEZ15,Pasture
China,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,12.6,0.7,12.6,10,0,0,UnmanagedPasture,AEZ15,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,13.9,0.7,13.9,10,0,0,UnmanagedPasture,AEZ15,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
India,root,ProtectedUnmanagedPastureAEZ15,ProtectedUnmanagedPastureAEZ15,0.7,14,0.7,14,10,0,0,UnmanagedPasture,AEZ15,Pasture
USA,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,9.5,0.7,9.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.1,0.7,15.1,10,0,0,UnmanagedPasture,AEZ16,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,13.1,0.7,13.1,10,0,0,UnmanagedPasture,AEZ16,Pasture
China,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.4,0.7,15.4,10,0,0,UnmanagedPasture,AEZ16,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
India,root,ProtectedUnmanagedPastureAEZ16,ProtectedUnmanagedPastureAEZ16,0.7,15.5,0.7,15.5,10,0,0,UnmanagedPasture,AEZ16,Pasture
USA,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,12.5,0.8,12.5,10,0,0,UnmanagedPasture,AEZ17,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
China,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
India,root,ProtectedUnmanagedPastureAEZ17,ProtectedUnmanagedPastureAEZ17,0.8,17,0.8,17,10,0,0,UnmanagedPasture,AEZ17,Pasture
USA,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Canada,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Western Europe,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Japan,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Australia_NZ,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Former Soviet Union,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
China,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Middle East,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Africa,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Latin America,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Southeast Asia,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Eastern Europe,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
Korea,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture
India,root,ProtectedUnmanagedPastureAEZ18,ProtectedUnmanagedPastureAEZ18,1,18.5,1,18.5,10,0,0,UnmanagedPasture,AEZ18,Pasture

INPUT_TABLE
Variable ID
11000

from,to
LandNode1,LandNode
LandNode2,LandNode
LandNode3,LandNode
