Forest,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
7020,,,,,,,,,,,fract-harvested,,,,,
,,,,,,kg/m3,,kg/m2,GJ/kg,,price,,,,,
Southeast Asia,Forest,ForestAEZ8,ForestAEZ8,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ9,ForestAEZ9,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ10,ForestAEZ10,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ11,ForestAEZ11,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ12,ForestAEZ12,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ13,ForestAEZ13,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ14,ForestAEZ14,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ15,ForestAEZ15,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ16,ForestAEZ16,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ17,ForestAEZ17,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Southeast Asia,Forest,ForestAEZ18,ForestAEZ18,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.5909,0.8,1,,11
Eastern Europe,Forest,ForestAEZ1,ForestAEZ1,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ2,ForestAEZ2,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ3,ForestAEZ3,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ4,ForestAEZ4,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ5,ForestAEZ5,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ6,ForestAEZ6,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ7,ForestAEZ7,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ8,ForestAEZ8,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ9,ForestAEZ9,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ10,ForestAEZ10,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ11,ForestAEZ11,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ12,ForestAEZ12,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ13,ForestAEZ13,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ14,ForestAEZ14,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ15,ForestAEZ15,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ16,ForestAEZ16,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ17,ForestAEZ17,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Eastern Europe,Forest,ForestAEZ18,ForestAEZ18,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4906,0.8,1,,12
Korea,Forest,ForestAEZ1,ForestAEZ1,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ2,ForestAEZ2,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ3,ForestAEZ3,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ4,ForestAEZ4,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ5,ForestAEZ5,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ6,ForestAEZ6,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ7,ForestAEZ7,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ8,ForestAEZ8,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ9,ForestAEZ9,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ10,ForestAEZ10,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ11,ForestAEZ11,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ12,ForestAEZ12,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ13,ForestAEZ13,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ14,ForestAEZ14,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ15,ForestAEZ15,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ16,ForestAEZ16,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ17,ForestAEZ17,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
Korea,Forest,ForestAEZ18,ForestAEZ18,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6000,0.8,1,,13
India,Forest,ForestAEZ1,ForestAEZ1,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ2,ForestAEZ2,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ3,ForestAEZ3,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ4,ForestAEZ4,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ5,ForestAEZ5,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ6,ForestAEZ6,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ7,ForestAEZ7,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ8,ForestAEZ8,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ9,ForestAEZ9,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ10,ForestAEZ10,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ11,ForestAEZ11,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ12,ForestAEZ12,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ13,ForestAEZ13,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ14,ForestAEZ14,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ15,ForestAEZ15,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ16,ForestAEZ16,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ17,ForestAEZ17,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
India,Forest,ForestAEZ18,ForestAEZ18,BASE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.4390,0.8,1,,14
,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
7021,,,,,,,,,,,fract-harvested,,,,,
,,,,,,kg/m3,,kg/m2,GJ/kg,,price,,,,,
region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,period,residue-biomass-production,mass-conversion,harvest-index,eros-ctrl,mass-to-energy,water-content,0,0.623,3,10,,GCAM_region_ID
USA,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
USA,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,1
Canada,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Canada,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,2
Western Europe,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Western Europe,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,3
Japan,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Japan,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,4
Australia_NZ,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Australia_NZ,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,5
Former Soviet Union,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ12,ForestAEZ12,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ13,ForestAEZ13,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ14,ForestAEZ14,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ15,ForestAEZ15,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ16,ForestAEZ16,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ17,ForestAEZ17,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
Former Soviet Union,Forest,ForestAEZ18,ForestAEZ18,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,6
China,Forest,ForestAEZ1,ForestAEZ1,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ2,ForestAEZ2,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ3,ForestAEZ3,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ4,ForestAEZ4,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ5,ForestAEZ5,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ6,ForestAEZ6,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ7,ForestAEZ7,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ8,ForestAEZ8,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ9,ForestAEZ9,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ10,ForestAEZ10,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
China,Forest,ForestAEZ11,ForestAEZ11,FUTURE YEARS,biomass,500,0.8,0.2,0.018926067,0,0,0.6,0.8,1,,7
