Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.993212636,13.26696841,0.993212636,13.26696841,13.09502227,0,0,,,,,,3,3Grassland,AEZ15,3CropLand
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.834194641,15.05268453,0.834194641,15.05268453,11.41649898,0,0,,,,,,3,3Grassland,AEZ16,3CropLand
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,,,,,,3,3Grassland,AEZ17,3CropLand
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,3,3Grassland,AEZ18,3CropLand
Japan,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ1,4CropLand
Japan,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ2,4CropLand
Japan,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ3,4CropLand
Japan,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ4,4CropLand
Japan,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ5,4CropLand
Japan,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ6,4CropLand
Japan,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ7,4CropLand
Japan,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ8,4CropLand
Japan,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,2.5,9.5,2.5,9.5,29,0,0,,,,,,4,4Grassland,AEZ9,4CropLand
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.230922552,10.02320615,2.230922552,10.02320615,26.15973805,0,0,,,,,,4,4Grassland,AEZ10,4CropLand
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.675694961,11.99789406,1.675694961,11.99789406,19.50800258,0,0,,,,,,4,4Grassland,AEZ11,4CropLand
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ12,4CropLand
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ13,4CropLand
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ14,4CropLand
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,2.5,9.5,2.5,9.5,29,0,0,,,,,,4,4Grassland,AEZ15,4CropLand
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ16,4CropLand
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ17,4CropLand
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,4,4Grassland,AEZ18,4CropLand
Australia_NZ,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,1.109008405,7.181680676,1.109008405,7.181680676,16.41483795,0,0,,,,,,5,5Grassland,AEZ1,5CropLand
Australia_NZ,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,2.179873907,9.144304341,2.179873907,9.144304341,25.62089124,0,0,,,,,,5,5Grassland,AEZ2,5CropLand
Australia_NZ,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,2.493757816,9.49826606,2.493757816,9.49826606,28.93411028,0,0,,,,,,5,5Grassland,AEZ3,5CropLand
Australia_NZ,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,2.5,9.5,2.5,9.5,29,0,0,,,,,,5,5Grassland,AEZ4,5CropLand
Australia_NZ,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,2.5,9.5,2.5,9.5,29,0,0,,,,,,5,5Grassland,AEZ5,5CropLand
Australia_NZ,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,2.259596238,10.1410767,2.259596238,10.1410767,25.95488568,0,0,,,,,,5,5Grassland,AEZ6,5CropLand
Australia_NZ,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,2.252354303,9.369660159,2.252354303,9.369660159,26.52354303,0,0,,,,,,5,5Grassland,AEZ7,5CropLand
Australia_NZ,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,2.394539196,9.529294668,2.394539196,9.529294668,27.88680263,0,0,,,,,,5,5Grassland,AEZ8,5CropLand
Australia_NZ,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,2.364571958,9.650475602,2.364571958,9.650475602,27.57048178,0,0,,,,,,5,5Grassland,AEZ9,5CropLand
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.442436738,9.611928565,2.442436738,9.611928565,28.39238779,0,0,,,,,,5,5Grassland,AEZ10,5CropLand
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.042801936,10.88544868,2.042801936,10.88544868,23.73529502,0,0,,,,,,5,5Grassland,AEZ11,5CropLand
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.027446907,11.54773007,2.027446907,11.54773007,23.01432749,0,0,,,,,,5,5Grassland,AEZ12,5CropLand
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,,,,,,5,5Grassland,AEZ13,5CropLand
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,,,,,,5,5Grassland,AEZ14,5CropLand
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0.7,14,0.7,14,10,0,0,,,,,,5,5Grassland,AEZ15,5CropLand
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,,,,,,5,5Grassland,AEZ16,5CropLand
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1.795247764,12.70341925,1.795247764,12.70341925,20.88467123,0,0,,,,,,5,5Grassland,AEZ17,5CropLand
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,5,5Grassland,AEZ18,5CropLand
Former Soviet Union,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ1,6CropLand
Former Soviet Union,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ2,6CropLand
Former Soviet Union,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ3,6CropLand
Former Soviet Union,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ4,6CropLand
Former Soviet Union,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ5,6CropLand
Former Soviet Union,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ6,6CropLand
Former Soviet Union,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,0.738430709,8.572858268,0.738430709,8.572858268,11.38430709,0,0,,,,,,6,6Grassland,AEZ7,6CropLand
Former Soviet Union,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,1.027990573,9.908891508,1.027990573,9.908891508,13.46212271,0,0,,,,,,6,6Grassland,AEZ8,6CropLand
Former Soviet Union,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,1.695068719,10.39436809,1.695068719,10.39436809,20.50350315,0,0,,,,,,6,6Grassland,AEZ9,6CropLand
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.197722717,10.08776138,2.197722717,10.08776138,25.80929535,0,0,,,,,,6,6Grassland,AEZ10,6CropLand
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.5,9.5,2.5,9.5,29,0,0,,,,,,6,6Grassland,AEZ11,6CropLand
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ12,6CropLand
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.712610788,10.91109675,0.712610788,10.91109675,11.12610788,0,0,,,,,,6,6Grassland,AEZ13,6CropLand
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,1.533132781,11.11144536,1.533132781,11.11144536,18.79417936,0,0,,,,,,6,6Grassland,AEZ14,6CropLand
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1.977055255,10.80736186,1.977055255,10.80736186,23.48002769,0,0,,,,,,6,6Grassland,AEZ15,6CropLand
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1.325781961,13.41406013,1.325781961,13.41406013,16.60547625,0,0,,,,,,6,6Grassland,AEZ16,6CropLand
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ17,6CropLand
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,6,6Grassland,AEZ18,6CropLand
China,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,0,0,0,0,0,0,0,,,,,,7,7Grassland,AEZ1,7CropLand
China,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,0,0,0,0,0,0,0,,,,,,7,7Grassland,AEZ2,7CropLand
China,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,0,0,0,0,0,0,0,,,,,,7,7Grassland,AEZ3,7CropLand
China,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,2.5,9.5,2.5,9.5,29,0,0,,,,,,7,7Grassland,AEZ4,7CropLand
China,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,2.495509417,9.506803914,2.495509417,9.506803914,28.94829025,0,0,,,,,,7,7Grassland,AEZ5,7CropLand
China,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,2.495534132,9.511908982,2.495534132,9.511908982,28.94343233,0,0,,,,,,7,7Grassland,AEZ6,7CropLand
China,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,0.630021282,8.515800675,0.630021282,8.515800675,10.30021282,0,0,,,,,,7,7Grassland,AEZ7,7CropLand
China,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,1.04691263,9.90363538,1.04691263,9.90363538,13.66185554,0,0,,,,,,7,7Grassland,AEZ8,7CropLand
China,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,1.7287033,10.35699633,1.7287033,10.35699633,20.85853483,0,0,,,,,,7,7Grassland,AEZ9,7CropLand
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,1.152328489,12.12047238,1.152328489,12.12047238,14.7745785,0,0,,,,,,7,7Grassland,AEZ10,7CropLand
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.485773516,12.57341359,1.485773516,12.57341359,17.32102837,0,0,,,,,,7,7Grassland,AEZ11,7CropLand
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.37069527,10.0603205,2.37069527,10.0603205,27.36214008,0,0,,,,,,7,7Grassland,AEZ12,7CropLand
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0.645742872,10.96388721,0.645742872,10.96388721,10.45742872,0,0,,,,,,7,7Grassland,AEZ13,7CropLand
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0.885164868,12.19139189,0.885164868,12.19139189,11.95451805,0,0,,,,,,7,7Grassland,AEZ14,7CropLand
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,1.263711771,12.59072057,1.263711771,12.59072057,15.95029091,0,0,,,,,,7,7Grassland,AEZ15,7CropLand
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.712851929,15.45716024,0.712851929,15.45716024,10.13565926,0,0,,,,,,7,7Grassland,AEZ16,7CropLand
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0.85,17,0.85,17,10,0,0,,,,,,7,7Grassland,AEZ17,7CropLand
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,7,7Grassland,AEZ18,7CropLand
Middle East,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,0.53996792,6.233279867,0.53996792,6.233279867,11.26637642,0,0,,,,,,8,8Grassland,AEZ1,8CropLand
Middle East,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,2.5,9.5,2.5,9.5,29,0,0,,,,,,8,8Grassland,AEZ2,8CropLand
Middle East,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,2.5,9.5,2.5,9.5,29,0,0,,,,,,8,8Grassland,AEZ3,8CropLand
Middle East,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ4,8CropLand
Middle East,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ5,8CropLand
Middle East,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ6,8CropLand
Middle East,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,1.254837923,8.844651538,1.254837923,8.844651538,16.54837923,0,0,,,,,,8,8Grassland,AEZ7,8CropLand
Middle East,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,1.126572505,9.881507637,1.126572505,9.881507637,14.50270978,0,0,,,,,,8,8Grassland,AEZ8,8CropLand
Middle East,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,2.220932413,9.810075097,2.220932413,9.810075097,26.05428658,0,0,,,,,,8,8Grassland,AEZ9,8CropLand
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.218729888,10.04691411,2.218729888,10.04691411,26.0310377,0,0,,,,,,8,8Grassland,AEZ10,8CropLand
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ11,8CropLand
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ12,8CropLand
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ13,8CropLand
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ14,8CropLand
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ15,8CropLand
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ16,8CropLand
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ17,8CropLand
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,8,8Grassland,AEZ18,8CropLand
Africa,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,1.043807679,7.073012798,1.043807679,7.073012798,15.82492662,0,0,,,,,,9,9Grassland,AEZ1,9CropLand
Africa,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,1.997356136,8.941506817,1.997356136,8.941506817,23.69431476,0,0,,,,,,9,9Grassland,AEZ2,9CropLand
Africa,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,2.460497192,9.489026998,2.460497192,9.489026998,28.58302591,0,0,,,,,,9,9Grassland,AEZ3,9CropLand
Africa,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,2.459051606,9.522749108,2.459051606,9.522749108,28.56776695,0,0,,,,,,9,9Grassland,AEZ4,9CropLand
Africa,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,2.478305826,9.532869961,2.478305826,9.532869961,28.7501883,0,0,,,,,,9,9Grassland,AEZ5,9CropLand
Africa,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,2.479624077,9.554335795,2.479624077,9.554335795,28.74190497,0,0,,,,,,9,9Grassland,AEZ6,9CropLand
Africa,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,1.321595874,8.879787302,1.321595874,8.879787302,17.21595874,0,0,,,,,,9,9Grassland,AEZ7,9CropLand
Africa,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,1.8211455,9.688570694,1.8211455,9.688570694,21.83431361,0,0,,,,,,9,9Grassland,AEZ8,9CropLand
Africa,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,2.339586175,9.678237583,2.339586175,9.678237583,27.30674296,0,0,,,,,,9,9Grassland,AEZ9,9CropLand
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.189014586,10.10469386,2.189014586,10.10469386,25.71737619,0,0,,,,,,9,9Grassland,AEZ10,9CropLand
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.176316786,10.48085822,2.176316786,10.48085822,25.27273875,0,0,,,,,,9,9Grassland,AEZ11,9CropLand
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,2.222411248,10.70288459,2.222411248,10.70288459,25.4838758,0,0,,,,,,9,9Grassland,AEZ12,9CropLand
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,GrasslandAEZ13,0,0,0,0,0,0,0,,,,,,9,9Grassland,AEZ13,9CropLand
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,GrasslandAEZ14,0,0,0,0,0,0,0,,,,,,9,9Grassland,AEZ14,9CropLand
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,GrasslandAEZ15,0,0,0,0,0,0,0,,,,,,9,9Grassland,AEZ15,9CropLand
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,,,,,,9,9Grassland,AEZ16,9CropLand
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,,,,,,9,9Grassland,AEZ17,9CropLand
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,,,,,,9,9Grassland,AEZ18,9CropLand
Latin America,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,GrassShrubLandAEZ1,GrasslandAEZ1,0.512285112,6.187141853,0.512285112,6.187141853,11.01591292,0,0,,,,,,10,10Grassland,AEZ1,10CropLand
Latin America,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,GrassShrubLandAEZ2,GrasslandAEZ2,1.98403919,8.926710212,1.98403919,8.926710212,23.55374701,0,0,,,,,,10,10Grassland,AEZ2,10CropLand
Latin America,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,GrassShrubLandAEZ3,GrasslandAEZ3,2.129298852,9.397027459,2.129298852,9.397027459,25.08704344,0,0,,,,,,10,10Grassland,AEZ3,10CropLand
Latin America,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,GrassShrubLandAEZ4,GrasslandAEZ4,2.415342765,9.547031797,2.415342765,9.547031797,28.10639586,0,0,,,,,,10,10Grassland,AEZ4,10CropLand
Latin America,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,GrassShrubLandAEZ5,GrasslandAEZ5,2.353049267,9.722652626,2.353049267,9.722652626,27.30784004,0,0,,,,,,10,10Grassland,AEZ5,10CropLand
Latin America,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,GrassShrubLandAEZ6,GrasslandAEZ6,2.080184349,10.6195084,2.080184349,10.6195084,23.68233509,0,0,,,,,,10,10Grassland,AEZ6,10CropLand
Latin America,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,GrassShrubLandAEZ7,GrasslandAEZ7,0.6086461,8.504550579,0.6086461,8.504550579,10.086461,0,0,,,,,,10,10Grassland,AEZ7,10CropLand
Latin America,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,GrassShrubLandAEZ8,GrasslandAEZ8,0.77502846,9.979158761,0.77502846,9.979158761,10.79196708,0,0,,,,,,10,10Grassland,AEZ8,10CropLand
Latin America,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,GrassShrubLandAEZ9,GrasslandAEZ9,0.904022884,11.27330791,0.904022884,11.27330791,12.15357489,0,0,,,,,,10,10Grassland,AEZ9,10CropLand
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,1.244199478,11.94183435,1.244199478,11.94183435,15.74432782,0,0,,,,,,10,10Grassland,AEZ10,10CropLand
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,1.386704943,12.87362139,1.386704943,12.87362139,16.18023873,0,0,,,,,,10,10Grassland,AEZ11,10CropLand
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,GrasslandAEZ12,1.464108274,13.98886415,1.464108274,13.98886415,15.87870481,0,0,,,,,,10,10Grassland,AEZ12,10CropLand
