INPUT_TABLE
Variable ID
LN3_MgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,GCAM_commodity,AEZ,Cdensity_LT,HarvestIndex,WaterContent,Root_Shoot,Yield
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.326,11.4,0.326,11.4,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.671882466841526
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,willowAEZ09,0.419,9.9,0.419,9.9,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.863555118698937
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.419,11.5,0.419,11.5,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.863555118698937
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.334,9.5,0.334,9.5,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.686943268710891
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.574,10.7,0.574,10.7,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.18222810673022
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.497,9.7,0.497,9.7,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.02407318886536
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,miscanthusAEZ10,0.574,9.6,0.574,9.6,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.18222810673022
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.574,10.1,0.574,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.18222810673022
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.312,9.7,0.312,9.7,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.642636704985709
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.358,10.1,0.358,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.737731018337617
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.574,12.2,0.574,12.2,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.18222810673022
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.407,10.1,0.407,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.837304120316171
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,eucalyptusAEZ10,0.244,10.1,0.244,10.1,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.502576141736079
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,eucalyptusAEZ10,0.517,12,0.517,12,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.0637448871898
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.447,10.2,0.447,10.2,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.919823552104046
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,willowAEZ10,0.574,9.5,0.574,9.5,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.18222810673022
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.574,9.5,0.574,9.5,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,1.18222810673022
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,biomassAEZ10,0.457,12.6,0.457,12.6,10,0,0,biomass,AEZ10,Pasture,1,0.15,0.77,0.940442158715606
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.574,10.3,0.574,10.3,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.18222810673022
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.497,14.5,0.497,14.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.02407318886536
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,miscanthusAEZ11,0.574,9.5,0.574,9.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.18222810673022
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.574,11.6,0.574,11.6,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.18222810673022
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.312,11,0.312,11,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.642636704985709
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.358,9.5,0.358,9.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.737731018337617
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.574,12.7,0.574,12.7,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.18222810673022
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.407,14.5,0.407,14.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.837304120316171
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,eucalyptusAEZ11,0.244,10.5,0.244,10.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.502576141736079
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,eucalyptusAEZ11,0.517,12.9,0.517,12.9,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.0637448871898
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.447,11.7,0.447,11.7,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.919823552104046
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,willowAEZ11,0.574,9.5,0.574,9.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.18222810673022
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.574,14.5,0.574,14.5,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,1.18222810673022
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,biomassAEZ11,0.457,13.2,0.457,13.2,10,0,0,biomass,AEZ11,Pasture,1,0.15,0.77,0.940442158715606
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.535,13.5,0.535,13.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.100354
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.463,16,0.463,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.953151953709977
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,miscanthusAEZ12,0.535,9.5,0.535,9.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.100354
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.535,16,0.535,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.100354
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.291,11.5,0.291,11.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.598131498356611
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.334,16,0.334,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.68664014358196
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.535,10.1,0.535,10.1,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.100354
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.379,16,0.379,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.779317403097937
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,eucalyptusAEZ12,0.227,10.1,0.227,10.1,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.467770699001034
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,eucalyptusAEZ12,0.481,14,0.481,14,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.99007622550624
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.416,12.3,0.416,12.3,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.856122028473188
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,willowAEZ12,0.535,9.5,0.535,9.5,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.100354
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.535,16,0.535,16,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,1.100354
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,biomassAEZ12,0.425,14.4,0.425,14.4,10,0,0,biomass,AEZ12,Pasture,1,0.15,0.77,0.87531271268236
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.183,11,0.183,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.376744574589985
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.159,10.8,0.159,10.8,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.326344819321853
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,willowAEZ13,0.183,11,0.183,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.376744574589985
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.183,11,0.183,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.376744574589985
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.099,11,0.099,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.204791182562367
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.114,10.9,0.114,10.9,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.235095204625232
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,willowAEZ13,0.183,11,0.183,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.376744574589985
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.13,11,0.13,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.266826497200631
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.078,11,0.078,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.160157615640789
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.165,11,0.165,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.338987131768509
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.142,11,0.142,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.293123239806687
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.183,11,0.183,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.376744574589985
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.183,11,0.183,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.376744574589985
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,biomassAEZ13,0.146,11,0.146,11,10,0,0,biomass,AEZ13,Pasture,1,0.15,0.77,0.299693839957614
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,willowAEZ14,0.234,12.5,0.234,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.4819248949978
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.203,10.5,0.203,10.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.417454433035759
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,willowAEZ14,0.234,12.2,0.234,12.2,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.4819248949978
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.234,12.5,0.234,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.4819248949978
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.127,12.5,0.127,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.261965203507586
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.146,11.1,0.146,11.1,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.300729564392015
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,willowAEZ14,0.234,12.2,0.234,12.2,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.4819248949978
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.166,12.5,0.166,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.341319664088039
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.1,12.5,0.1,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.204870746140897
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.211,12.5,0.211,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.433626252112423
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.182,12.5,0.182,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.374957985045945
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.234,12.5,0.234,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.4819248949978
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.234,12.5,0.234,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.4819248949978
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,biomassAEZ14,0.186,12.5,0.186,12.5,10,0,0,biomass,AEZ14,Pasture,1,0.15,0.77,0.383362978777452
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.369,14,0.369,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.759699027021303
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.32,9.9,0.32,9.9,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.658068777717829
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.369,13.6,0.369,13.6,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.759699027021303
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.369,9.5,0.369,9.5,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.759699027021303
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.201,14,0.201,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.412957936566152
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.23,10.8,0.23,10.8,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.474065481647711
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.369,12.6,0.369,12.6,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.759699027021303
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.261,14,0.261,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.538051093442902
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.157,14,0.157,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.322955107992665
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.332,13.9,0.332,13.9,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.683561785747149
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.287,14,0.287,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.591078027655269
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,willowAEZ15,0.369,14,0.369,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.759699027021303
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.369,14,0.369,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.759699027021303
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,biomassAEZ15,0.294,14,0.294,14,10,0,0,biomass,AEZ15,Pasture,1,0.15,0.77,0.604327531107411
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.557,15.5,0.557,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.14725661230121
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.483,9.5,0.483,9.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.993780075704349
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.557,15.1,0.557,15.1,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.14725661230121
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.557,15.5,0.557,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.14725661230121
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.303,15.5,0.303,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.623626866004257
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.348,13.1,0.348,13.1,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.715908194086497
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.557,15.5,0.557,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.14725661230121
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.395,15.5,0.395,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.812535823730823
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.237,15.5,0.237,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.487709434845233
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.501,15.4,0.501,15.4,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.03227824535945
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.434,15.5,0.434,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.892614247871674
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,willowAEZ16,0.557,15.5,0.557,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.14725661230121
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.557,15.5,0.557,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,1.14725661230121
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,biomassAEZ16,0.443,15.5,0.443,15.5,10,0,0,biomass,AEZ16,Pasture,1,0.15,0.77,0.91262293539728
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.419,17,0.419,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.862033210994646
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.363,17,0.363,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.746713002563206
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.419,17,0.419,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.862033210994646
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.419,17,0.419,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.862033210994646
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.228,12.5,0.228,12.5,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.468584851898014
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.261,17,0.261,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.537923802494273
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,willowAEZ17,0.419,17,0.419,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.862033210994646
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.297,17,0.297,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.610528505714091
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.178,17,0.178,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.366458319476342
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.377,17,0.377,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.775640010217263
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.326,17,0.326,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.670698358172
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.419,17,0.419,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.862033210994646
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.419,17,0.419,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.862033210994646
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,biomassAEZ17,0.333,17,0.333,17,10,0,0,biomass,AEZ17,Pasture,1,0.15,0.77,0.685732617264994
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
