INPUT_TABLE
Variable ID
LN2_MgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandLeaf2,year,allocation
Japan,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,4.42729
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0.00134
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,33.60657
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,15.6374
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0.02965
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1990,11.2771
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0.00523
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0.88809
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0.04641
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,41.34154
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,33.57006
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,2.73164
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1990,3.36056
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0.04576
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0.24491
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,17.96493
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,96.98397
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,3.40883
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1990,0.87923
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0.09036
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0.70365
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,10.84373
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,59.46003
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,24.85387
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1990,0.65427
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,29.54114
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,5.6461
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,0.06099
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,54.92153
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,77.28533
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,40.94425
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,6.82143
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,35.8309
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,74.0399
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,20.65324
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1990,4.93875
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,9.19287
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,2.32443
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,10.36849
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,4.45407
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,25.00363
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,17.27335
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,2.02179
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,14.86824
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,25.26574
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,37.8431
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,0.4233
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1990,2.89883
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,1.49618
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,4.05234
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,14.57424
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,0.09462
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,2.14726
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,10.8045
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,4.07224
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,0.2995
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,13.35878
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,14.94645
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,1.32125
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,3.71855
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1990,1.49915
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,4.4028
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,2.41135
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,30.33496
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,1.51174
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,1.23635
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,13.26964
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,2.78501
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,0.00892
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,5.30273
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,9.83888
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,0.74909
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,17.26971
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,0.08485
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1990,4.36898
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,4.19576
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,0.00917
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,24.10549
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,0.64952
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,1.66402
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,0.12682
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,6.84654
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,1.0994
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,8.15083
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,2.56498
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,4.01085
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,0.10582
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1990,1.825
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,2.06132
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,7.32544
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0.17629
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,2.14721
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0.06208
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,9.38562
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0.06542
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,50.90139
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,1.81321
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0.28029
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1990,0.88053
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,1.29692
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,2.29415
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0.18229
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,43.70881
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,30.91487
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,10.81731
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,8.10874
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,0
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1990,1.59416
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0.29443
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0.97763
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,3.33235
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,11.54005
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,29.72632
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,6.32286
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,4.16844
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,0
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1990,2.59086
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0.08679
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,7.81035
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,4.0979
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0.05183
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0.1331
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,12.62594
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,11.80729
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,3.10154
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0.79216
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0.20515
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,0
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1990,1.57715
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.03666
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.58088
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,3.2531
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.65938
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.22228
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,3.15442
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,1.78336
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.54644
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.187
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1990,0.97211
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0.13233
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0.12159
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0.17616
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1990,0
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0.07974
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1990,0
USA,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
Canada,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
Western Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
Japan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,15.10518
Former Soviet Union,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
China,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,5.25297
Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,59.07419
Latin America,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,6.55307
Southeast Asia,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,1.56467
Eastern Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
Korea,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,2005,0.70849
USA,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Canada,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Western Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Japan,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,11.37214
Former Soviet Union,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
China,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0.00052
Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,34.98315
Latin America,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,6.93957
Southeast Asia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Eastern Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
Korea,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,0
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,2005,2.19249
USA,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
Canada,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
Western Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
Japan,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,6.06831
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0.00153
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,45.86147
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,22.88473
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0.05581
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,2005,10.81217
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0.00685
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,1.21682
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0.13729
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,55.46809
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,48.27727
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,3.85163
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,2005,2.52236
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0.06259
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,2005,0.8229
