INPUT_TABLE
Variable ID
FixedOutput

region,supplysector,subsector,technology,year,fixedOutput
Southeast Asia,Exports_Meat,Dairy,Dairy,2080,0
Southeast Asia,Exports_Meat,Pork,Pork,2080,0
Southeast Asia,Exports_Meat,Poultry,Poultry,2080,0.268804
Southeast Asia,Exports_Meat,SheepGoat,SheepGoat,2080,0
USA,Exports_Meat,Beef,Beef,2080,0
USA,Exports_Meat,Dairy,Dairy,2080,1.859533
USA,Exports_Meat,Pork,Pork,2080,0.488229
USA,Exports_Meat,Poultry,Poultry,2080,2.729939
USA,Exports_Meat,SheepGoat,SheepGoat,2080,0
Western Europe,Exports_Meat,Beef,Beef,2080,0
Western Europe,Exports_Meat,Dairy,Dairy,2080,8.563485
Western Europe,Exports_Meat,Pork,Pork,2080,1.19326
Western Europe,Exports_Meat,Poultry,Poultry,2080,0
Western Europe,Exports_Meat,SheepGoat,SheepGoat,2080,0
Africa,Exports_Meat,Beef,Beef,2095,0
Africa,Exports_Meat,Dairy,Dairy,2095,0
Africa,Exports_Meat,Pork,Pork,2095,0
Africa,Exports_Meat,Poultry,Poultry,2095,0
Africa,Exports_Meat,SheepGoat,SheepGoat,2095,0
Australia_NZ,Exports_Meat,Beef,Beef,2095,1.623415
Australia_NZ,Exports_Meat,Dairy,Dairy,2095,16.62755
Australia_NZ,Exports_Meat,Pork,Pork,2095,0
Australia_NZ,Exports_Meat,Poultry,Poultry,2095,0.024239
Australia_NZ,Exports_Meat,SheepGoat,SheepGoat,2095,0.614976
Canada,Exports_Meat,Beef,Beef,2095,0.233392
Canada,Exports_Meat,Dairy,Dairy,2095,0
Canada,Exports_Meat,Pork,Pork,2095,0.86928
Canada,Exports_Meat,Poultry,Poultry,2095,0
Canada,Exports_Meat,SheepGoat,SheepGoat,2095,0
China,Exports_Meat,Beef,Beef,2095,0
China,Exports_Meat,Dairy,Dairy,2095,0
China,Exports_Meat,Pork,Pork,2095,0.065007
China,Exports_Meat,Poultry,Poultry,2095,0
China,Exports_Meat,SheepGoat,SheepGoat,2095,0
Eastern Europe,Exports_Meat,Beef,Beef,2095,0
Eastern Europe,Exports_Meat,Dairy,Dairy,2095,2.600229
Eastern Europe,Exports_Meat,Pork,Pork,2095,0
Eastern Europe,Exports_Meat,Poultry,Poultry,2095,0
Eastern Europe,Exports_Meat,SheepGoat,SheepGoat,2095,0.007332
Former Soviet Union,Exports_Meat,Beef,Beef,2095,0
Former Soviet Union,Exports_Meat,Dairy,Dairy,2095,2.119883
Former Soviet Union,Exports_Meat,Pork,Pork,2095,0
Former Soviet Union,Exports_Meat,Poultry,Poultry,2095,0
Former Soviet Union,Exports_Meat,SheepGoat,SheepGoat,2095,0
India,Exports_Meat,Beef,Beef,2095,0.373237
India,Exports_Meat,Dairy,Dairy,2095,0.635967
India,Exports_Meat,Pork,Pork,2095,0.000678
India,Exports_Meat,Poultry,Poultry,2095,0.081192
India,Exports_Meat,SheepGoat,SheepGoat,2095,0.008521
Japan,Exports_Meat,Beef,Beef,2095,0
Japan,Exports_Meat,Dairy,Dairy,2095,0
Japan,Exports_Meat,Pork,Pork,2095,0
Japan,Exports_Meat,Poultry,Poultry,2095,0
Japan,Exports_Meat,SheepGoat,SheepGoat,2095,0
Korea,Exports_Meat,Beef,Beef,2095,0
Korea,Exports_Meat,Dairy,Dairy,2095,0
Korea,Exports_Meat,Pork,Pork,2095,0
Korea,Exports_Meat,Poultry,Poultry,2095,0
Korea,Exports_Meat,SheepGoat,SheepGoat,2095,0
Latin America,Exports_Meat,Beef,Beef,2095,2.141819
Latin America,Exports_Meat,Dairy,Dairy,2095,0
Latin America,Exports_Meat,Pork,Pork,2095,0.369588
Latin America,Exports_Meat,Poultry,Poultry,2095,1.729441
Latin America,Exports_Meat,SheepGoat,SheepGoat,2095,0
Middle East,Exports_Meat,Beef,Beef,2095,0
Middle East,Exports_Meat,Dairy,Dairy,2095,0
Middle East,Exports_Meat,Pork,Pork,2095,0
Middle East,Exports_Meat,Poultry,Poultry,2095,0
Middle East,Exports_Meat,SheepGoat,SheepGoat,2095,0
Southeast Asia,Exports_Meat,Beef,Beef,2095,0
Southeast Asia,Exports_Meat,Dairy,Dairy,2095,0
Southeast Asia,Exports_Meat,Pork,Pork,2095,0
Southeast Asia,Exports_Meat,Poultry,Poultry,2095,0.268804
Southeast Asia,Exports_Meat,SheepGoat,SheepGoat,2095,0
USA,Exports_Meat,Beef,Beef,2095,0
USA,Exports_Meat,Dairy,Dairy,2095,1.859533
USA,Exports_Meat,Pork,Pork,2095,0.488229
USA,Exports_Meat,Poultry,Poultry,2095,2.729939
USA,Exports_Meat,SheepGoat,SheepGoat,2095,0
Western Europe,Exports_Meat,Beef,Beef,2095,0
Western Europe,Exports_Meat,Dairy,Dairy,2095,8.563485
Western Europe,Exports_Meat,Pork,Pork,2095,1.19326
Western Europe,Exports_Meat,Poultry,Poultry,2095,0
Western Europe,Exports_Meat,SheepGoat,SheepGoat,2095,0
