INPUT_TABLE
Variable ID
LN2_HistMgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandLeaf2,year,allocation
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0.00017
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,6.59391
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0.84903
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0.01446
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1750,3.92263
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0.01316
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0.00243
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,7.94083
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,1.3945
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0.64763
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1750,1.38314
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0.01691
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,3.75612
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,3.57922
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0.9265
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1750,0.32033
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0.15556
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,2.64041
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,4.36545
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,3.81032
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1750,0.19004
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0.39957
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0.02035
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,9.3656
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,5.87326
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0.70847
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,4.25774
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,4.42924
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,2.42639
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1750,0.96195
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0.11995
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,3.50509
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,3.14282
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,3.1428
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0.57257
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,2.09647
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,2.24548
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,3.86746
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0.23372
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1750,0.94957
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0.02016
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,15.45017
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0.06917
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,1.10614
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0.85626
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0.08238
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,2.04652
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,1.65573
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0.17861
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,1.83738
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1750,0.67666
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.05071
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,42.61564
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,1.25841
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,1.46345
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.57202
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.00232
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.72977
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.72453
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.26009
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,9.75363
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.00583
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1750,0.8184
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.05928
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,25.0637
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.85608
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.01424
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,1.39567
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.14466
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.40333
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.79515
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,2.03689
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.01002
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1750,0.38367
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.02826
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,5.44769
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.26765
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.00876
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,2.00766
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.01164
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,1.17284
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.40055
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.12303
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1750,0.17709
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0.01576
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0.13344
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,4.91337
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,5.1519
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0.478
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0.99953
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1750,0.30456
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0.0026
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,1.16617
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,1.6659
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,4.38663
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0.44124
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0.59024
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1750,0.4919
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0.00018
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,3.11271
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0.03777
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,1.12982
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,2.01023
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0.32002
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0.26045
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0.09905
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1750,0.28763
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,9e-05
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,1.90962
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0.02279
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0.59103
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0.20911
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0.14138
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0.08606
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1750,0.17922
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0.02276
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0.01749
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1750,0
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0.00781
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1750,0
USA,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Canada,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Western Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Japan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Former Soviet Union,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
China,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0.77683
Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,10.51586
Latin America,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0.55661
Southeast Asia,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0.26753
Eastern Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
Korea,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1800,0.41347
USA,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Canada,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Western Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Japan,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Former Soviet Union,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
China,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,8e-05
Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,7.32879
Latin America,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0.34918
Southeast Asia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Eastern Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
Korea,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,0
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1800,1.05651
USA,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Canada,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Western Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Japan,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0.00023
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,8.1113
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,1.04393
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0.01402
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1800,4.59395
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0.01371
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0.00293
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,9.19844
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,1.75942
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0.70441
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1800,1.53487
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0.02373
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,4.38913
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,4.6433
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1800,1.04705
