INPUT_TABLE
Variable ID
LN2_HistMgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandLeaf2,year,allocation
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,4.39011
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,0.27499
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,6.00401
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,5.21316
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,0.77999
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,4.20614
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,4.27514
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,8.59517
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,0.33002
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1850,1.27256
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.18447
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.17395
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,18.01566
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.06435
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.13507
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,2.82
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,1.33598
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.10761
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,3.73584
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,3.02555
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.32565
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,2.42523
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1850,0.74259
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.57581
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.16029
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,45.00847
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,1.14885
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.07653
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,3.7738
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.89877
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.00277
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,1.30463
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,1.55391
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.34159
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,11.59723
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,0.00684
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1850,1.38198
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.55945
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.00102
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,26.48673
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.73175
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.07336
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.03825
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,2.19776
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.26996
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,1.14094
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,1.07696
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,2.5046
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.01208
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1850,0.62168
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.28637
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,5.19893
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.22022
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.05611
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.02124
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,3.1146
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.02628
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,4.3169
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.54586
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.13588
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1850,0.28979
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0.14346
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0.10565
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0.17881
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,5.98032
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,8.86158
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,1.38909
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,1.91859
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1850,0.51069
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0.03151
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0.04184
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,1.80022
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,2.96939
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,8.23409
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0.90966
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,1.03192
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1850,0.81771
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.00885
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.2909
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,4.33491
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.03519
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,2.99337
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,3.40996
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.5261
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.30321
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.12174
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1850,0.49297
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.0028
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.02462
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,2.10489
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.06138
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.94074
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.32203
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.17158
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.11118
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1850,0.29893
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0.00431
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0.03618
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0.02781
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1850,0
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0.01248
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1850,0
USA,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
Canada,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
Western Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
Japan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,4.03961
Former Soviet Union,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
China,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,1.71709
Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,22.54981
Latin America,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,1.44338
Southeast Asia,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0.46349
Eastern Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
Korea,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1900,0.6607
USA,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Canada,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Western Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Japan,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,3.04855
Former Soviet Union,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
China,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0.00012
Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,14.24214
Latin America,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,1.07662
Southeast Asia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Eastern Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
Korea,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,0
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1900,1.59369
USA,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
Canada,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
Western Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
Japan,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,1.62223
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0.00034
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,16.23741
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,3.2948
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0.02721
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1900,6.16447
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0.01258
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0.32519
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0.00959
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,18.32064
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,6.77024
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,1.52385
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1900,1.89564
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0.01685
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0.06276
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,8.48298
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,19.24853
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,1.93703
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1900,0.49335
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0.02763
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0.24677
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,5.53417
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,16.86886
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,12.83661
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1900,0.3541
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,18.07624
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,1.7312
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,0.02986
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,20.09213
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,27.04624
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,16.00222
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,2.4154
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,14.74598
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,20.56297
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,8.24748
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1900,2.01408
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,5.64012
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,0.72481
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,5.05306
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,1.63488
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,10.96875
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,5.64066
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,1.20531
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,7.22367
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,7.33596
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,15.286
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,0.34481
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1900,1.50662
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0.95193
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,1.20882
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,17.38341
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0.08571
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0.79948
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,5.55255
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,1.29537
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0.15979
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,6.26214
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,5.03017
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0.46411
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,2.75479
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1900,0.86803
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,2.76418
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,0.6327
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,42.90004
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,1.4994
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,0.45413
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,6.91668
