INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Canada,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
Western Europe,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
Japan,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ05,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
China,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ05,Shrubland
Middle East,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
Africa,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,4,6.9,4,6.9,36,0,0,Shrubland,AEZ05,Shrubland
Latin America,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ05,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,5.3,6.9,5.3,6.9,20,0,0,Shrubland,AEZ05,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
Korea,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
India,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ05,Shrubland
USA,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
Canada,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
Japan,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,20,9.8,20,9.8,40,0,0,UnmanagedForest,AEZ05,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
China,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,16.4,10,16.4,10,40,0,0,UnmanagedForest,AEZ05,Forest
Middle East,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
Africa,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,17.6,9.8,17.6,9.8,38,0,0,UnmanagedForest,AEZ05,Forest
Latin America,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,18.5,9.8,18.5,9.8,39,0,0,UnmanagedForest,AEZ05,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,17.2,10,17.2,10,40,0,0,UnmanagedForest,AEZ05,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
Korea,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,0,0,0,0,0,0,0,UnmanagedForest,AEZ05,Forest
India,root,ProtectedUnmanagedForestAEZ05,ProtectedUnmanagedForestAEZ05,18.2,9.9,18.2,9.9,39,0,0,UnmanagedForest,AEZ05,Forest
USA,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Canada,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Western Europe,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Japan,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,2.3,10.2,2.3,10.2,26,0,0,Grassland,AEZ06,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
China,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ06,Grassland
Middle East,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Africa,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,2.5,9.6,2.5,9.6,29,0,0,Grassland,AEZ06,Grassland
Latin America,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,2.1,10.6,2.1,10.6,24,0,0,Grassland,AEZ06,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1.9,11.2,1.9,11.2,21,0,0,Grassland,AEZ06,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Korea,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
India,root,ProtectedGrasslandAEZ06,ProtectedGrasslandAEZ06,1,13.5,1,13.5,10,0,0,Grassland,AEZ06,Grassland
USA,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Canada,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Western Europe,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Japan,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ06,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
China,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,5.2,6.9,5.2,6.9,21,0,0,Shrubland,AEZ06,Shrubland
Middle East,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Africa,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,4.9,6.9,4.9,6.9,25,0,0,Shrubland,AEZ06,Shrubland
Latin America,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,4.5,6.9,4.5,6.9,29,0,0,Shrubland,AEZ06,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,5.3,6.9,5.3,6.9,21,0,0,Shrubland,AEZ06,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Korea,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
India,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ06,Shrubland
USA,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Canada,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Japan,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,19.3,9.4,19.3,9.4,42,0,0,UnmanagedForest,AEZ06,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
China,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,17.1,10.1,17.1,10.1,41,0,0,UnmanagedForest,AEZ06,Forest
Middle East,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Africa,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,19.8,9.8,19.8,9.8,40,0,0,UnmanagedForest,AEZ06,Forest
Latin America,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,19.7,9.8,19.7,9.8,40,0,0,UnmanagedForest,AEZ06,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,19.8,9.8,19.8,9.8,40,0,0,UnmanagedForest,AEZ06,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Korea,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
India,root,ProtectedUnmanagedForestAEZ06,ProtectedUnmanagedForestAEZ06,17,10.1,17,10.1,41,0,0,UnmanagedForest,AEZ06,Forest
USA,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.7,8.6,0.7,8.6,11,0,0,Grassland,AEZ07,Grassland
Canada,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.7,8.5,0.7,8.5,11,0,0,Grassland,AEZ07,Grassland
Western Europe,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.6,8.5,0.6,8.5,10,0,0,Grassland,AEZ07,Grassland
Japan,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,2.3,9.4,2.3,9.4,27,0,0,Grassland,AEZ07,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.7,8.6,0.7,8.6,11,0,0,Grassland,AEZ07,Grassland
China,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.6,8.5,0.6,8.5,10,0,0,Grassland,AEZ07,Grassland
Middle East,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1.2,8.8,1.2,8.8,16,0,0,Grassland,AEZ07,Grassland
Africa,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,1.3,8.9,1.3,8.9,17,0,0,Grassland,AEZ07,Grassland
Latin America,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.6,8.5,0.6,8.5,10,0,0,Grassland,AEZ07,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0.9,8.7,0.9,8.7,13,0,0,Grassland,AEZ07,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
Korea,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
India,root,ProtectedGrasslandAEZ07,ProtectedGrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
USA,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,3,6.9,3,6.9,47,0,0,Shrubland,AEZ07,Shrubland
Canada,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Western Europe,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Japan,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,0,0,0,0,0,0,0,Shrubland,AEZ07,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,3.7,6.9,3.7,6.9,38,0,0,Shrubland,AEZ07,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
China,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Middle East,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Africa,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Latin America,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,3.5,6.9,3.5,6.9,40,0,0,Shrubland,AEZ07,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,3.1,6.9,3.1,6.9,46,0,0,Shrubland,AEZ07,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,0,0,0,0,0,0,0,Shrubland,AEZ07,Shrubland
Korea,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,0,0,0,0,0,0,0,Shrubland,AEZ07,Shrubland
India,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ07,Shrubland
USA,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,15,13.8,15,13.8,50,0,0,UnmanagedForest,AEZ07,Forest
Canada,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,12.5,12.7,12.5,12.7,50,0,0,UnmanagedForest,AEZ07,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Japan,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,16,7.5,16,7.5,49,0,0,UnmanagedForest,AEZ07,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,10.9,11.1,10.9,11.1,49,0,0,UnmanagedForest,AEZ07,Forest
China,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,10.7,11.5,10.7,11.5,50,0,0,UnmanagedForest,AEZ07,Forest
Middle East,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,12.6,12.7,12.6,12.7,50,0,0,UnmanagedForest,AEZ07,Forest
Africa,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,19,9.8,19,9.8,39,0,0,UnmanagedForest,AEZ07,Forest
Latin America,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,13.1,10.8,13.1,10.8,43,0,0,UnmanagedForest,AEZ07,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Korea,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
India,root,ProtectedUnmanagedForestAEZ07,ProtectedUnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
USA,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,0.8,10,0.8,10,11,0,0,Grassland,AEZ08,Grassland
Canada,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.3,9.8,1.3,9.8,16,0,0,Grassland,AEZ08,Grassland
Western Europe,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.4,9.8,1.4,9.8,18,0,0,Grassland,AEZ08,Grassland
Japan,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,0,0,0,0,0,0,0,Grassland,AEZ08,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,2.4,9.5,2.4,9.5,28,0,0,Grassland,AEZ08,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1,9.9,1,9.9,14,0,0,Grassland,AEZ08,Grassland
China,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.1,9.9,1.1,9.9,14,0,0,Grassland,AEZ08,Grassland
Middle East,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.1,9.9,1.1,9.9,15,0,0,Grassland,AEZ08,Grassland
Africa,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.9,9.7,1.9,9.7,22,0,0,Grassland,AEZ08,Grassland
Latin America,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,0.8,10,0.8,10,11,0,0,Grassland,AEZ08,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.2,9.9,1.2,9.9,15,0,0,Grassland,AEZ08,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,1.6,9.8,1.6,9.8,19,0,0,Grassland,AEZ08,Grassland
Korea,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,0,0,0,0,0,0,0,Grassland,AEZ08,Grassland
India,root,ProtectedGrasslandAEZ08,ProtectedGrasslandAEZ08,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ08,Grassland
USA,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,3.1,6.9,3.1,6.9,46,0,0,Shrubland,AEZ08,Shrubland
Canada,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,0,0,0,0,0,0,0,Shrubland,AEZ08,Shrubland
Western Europe,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,4,6.9,4,6.9,35,0,0,Shrubland,AEZ08,Shrubland
Japan,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,0,0,0,0,0,0,0,Shrubland,AEZ08,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,4.6,6.9,4.6,6.9,28,0,0,Shrubland,AEZ08,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,4.1,6.9,4.1,6.9,34,0,0,Shrubland,AEZ08,Shrubland
China,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,3.5,6.9,3.5,6.9,41,0,0,Shrubland,AEZ08,Shrubland
Middle East,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ08,Shrubland
Africa,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,3.2,6.9,3.2,6.9,44,0,0,Shrubland,AEZ08,Shrubland
Latin America,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,4.9,6.9,4.9,6.9,24,0,0,Shrubland,AEZ08,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ08,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ08,Shrubland
Korea,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,0,0,0,0,0,0,0,Shrubland,AEZ08,Shrubland
India,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,3.2,6.9,3.2,6.9,44,0,0,Shrubland,AEZ08,Shrubland
USA,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,15.3,13.7,15.3,13.7,50,0,0,UnmanagedForest,AEZ08,Forest
Canada,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,13,14.1,13,14.1,50,0,0,UnmanagedForest,AEZ08,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,13.9,11.9,13.9,11.9,50,0,0,UnmanagedForest,AEZ08,Forest
Japan,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,0,0,0,0,0,0,0,UnmanagedForest,AEZ08,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,15.7,7.5,15.7,7.5,49,0,0,UnmanagedForest,AEZ08,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,12.7,12.4,12.7,12.4,50,0,0,UnmanagedForest,AEZ08,Forest
China,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,11.9,12.3,11.9,12.3,50,0,0,UnmanagedForest,AEZ08,Forest
Middle East,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,13.4,11.1,13.4,11.1,50,0,0,UnmanagedForest,AEZ08,Forest
Africa,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,14.9,9.7,14.9,9.7,36,0,0,UnmanagedForest,AEZ08,Forest
Latin America,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,14.4,10.7,14.4,10.7,42,0,0,UnmanagedForest,AEZ08,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,15.6,13.2,15.6,13.2,50,0,0,UnmanagedForest,AEZ08,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,13.5,13.4,13.5,13.4,50,0,0,UnmanagedForest,AEZ08,Forest
Korea,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,0,0,0,0,0,0,0,UnmanagedForest,AEZ08,Forest
India,root,ProtectedUnmanagedForestAEZ08,ProtectedUnmanagedForestAEZ08,14,9.8,14,9.8,35,0,0,UnmanagedForest,AEZ08,Forest
USA,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,1.1,11,1.1,11,14,0,0,Grassland,AEZ09,Grassland
Canada,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2,10,2,10,24,0,0,Grassland,AEZ09,Grassland
Western Europe,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2,10.1,2,10.1,24,0,0,Grassland,AEZ09,Grassland
Japan,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ09,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2.4,9.6,2.4,9.6,28,0,0,Grassland,AEZ09,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,1.7,10.4,1.7,10.4,21,0,0,Grassland,AEZ09,Grassland
China,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,1.7,10.3,1.7,10.3,21,0,0,Grassland,AEZ09,Grassland
Middle East,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2.2,9.8,2.2,9.8,26,0,0,Grassland,AEZ09,Grassland
Africa,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2.3,9.7,2.3,9.7,27,0,0,Grassland,AEZ09,Grassland
Latin America,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,0.9,11.3,0.9,11.3,12,0,0,Grassland,AEZ09,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,0.8,11.4,0.8,11.4,11,0,0,Grassland,AEZ09,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2.2,9.9,2.2,9.9,25,0,0,Grassland,AEZ09,Grassland
Korea,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,0,0,0,0,0,0,0,Grassland,AEZ09,Grassland
India,root,ProtectedGrasslandAEZ09,ProtectedGrasslandAEZ09,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ09,Grassland
USA,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,4,6.9,4,6.9,36,0,0,Shrubland,AEZ09,Shrubland
Canada,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,0,0,0,0,0,0,0,Shrubland,AEZ09,Shrubland
Western Europe,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,4.8,6.9,4.8,6.9,26,0,0,Shrubland,AEZ09,Shrubland
Japan,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,0,0,0,0,0,0,0,Shrubland,AEZ09,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,5.1,6.9,5.1,6.9,23,0,0,Shrubland,AEZ09,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,3.2,6.9,3.2,6.9,45,0,0,Shrubland,AEZ09,Shrubland
China,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,4.3,6.9,4.3,6.9,32,0,0,Shrubland,AEZ09,Shrubland
Middle East,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,3.2,6.9,3.2,6.9,45,0,0,Shrubland,AEZ09,Shrubland
Africa,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,4.4,6.9,4.4,6.9,30,0,0,Shrubland,AEZ09,Shrubland
Latin America,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,5.2,6.9,5.2,6.9,21,0,0,Shrubland,AEZ09,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ09,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,4.2,6.9,4.2,6.9,33,0,0,Shrubland,AEZ09,Shrubland
Korea,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,0,0,0,0,0,0,0,Shrubland,AEZ09,Shrubland
