INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Latin America,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,1,18.5,1,18.5,10,0,0,Grassland,AEZ18,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Korea,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
India,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
USA,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Canada,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Western Europe,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Japan,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
China,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Middle East,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Africa,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Latin America,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Korea,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
India,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
USA,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Canada,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Japan,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
China,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Middle East,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Africa,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Latin America,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,5,20.6,5,20.6,50,0,0,UnmanagedForest,AEZ18,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Korea,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
India,root,ProtectedUnmanagedForestAEZ18,ProtectedUnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest

INPUT_TABLE
Variable ID
11000

from,to
LandNode1,LandNode
LandNode2,LandNode
LandNode3,LandNode
