Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,0,0,0,0,0,0,0,0,0,0,,,2,2UnmanagedPasture,AEZ12,
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,12.17733151,11.95539884,10.52699733,0,0,0,0.520651925,3.450748793,13.3010713,12.17733151,,,2,2UnmanagedPasture,AEZ13,
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,5.255683934,5.094682693,4.435866542,0,0,0,0.206208482,1.472083924,6.003976359,5.255683934,,,2,2UnmanagedPasture,AEZ14,
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,41.82711857,40.70174577,36.47632407,0,0,0,1.433623696,11.66085695,46.70606177,41.82711857,,,2,2UnmanagedPasture,AEZ15,
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,3.016131323,3.027096921,2.741378297,0,0,0,0.121344894,0.883851769,3.322688657,3.016131323,,,2,2UnmanagedPasture,AEZ16,
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,2,2UnmanagedPasture,AEZ17,
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,2,2UnmanagedPasture,AEZ18,
Western Europe,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ1,
Western Europe,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ2,
Western Europe,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ3,
Western Europe,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0.038861643,0.032272865,0.065524684,0.073475413,0.071240294,0.07422382,0.078945152,0.068124552,0.045638075,0.038861643,,,3,3UnmanagedPasture,AEZ4,
Western Europe,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ5,
Western Europe,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ6,
Western Europe,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,0.340434802,0.375707592,0.460385837,0.102089686,0.110134704,0.1195403,0.139069399,0.161592268,0.269615575,0.340434802,,,3,3UnmanagedPasture,AEZ7,
Western Europe,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,56.2444403,63.9525709,77.68329783,17.51966998,18.97549921,20.61373381,23.76670144,27.35571071,46.22614541,56.2444403,,,3,3UnmanagedPasture,AEZ8,
Western Europe,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,92.33206549,89.89353763,96.39235747,77.59753292,83.64247009,89.80195297,97.53125275,94.10846304,93.76014353,92.33206549,,,3,3UnmanagedPasture,AEZ9,
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,198.8632692,187.1052321,186.1283967,240.328882,230.7080354,240.741772,243.6620667,232.247708,203.8719353,198.8632692,,,3,3UnmanagedPasture,AEZ10,
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,159.7651221,148.6820275,149.9181454,131.9470545,135.6871919,141.4413225,143.3910702,157.6762847,160.7920084,159.7651221,,,3,3UnmanagedPasture,AEZ11,
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,45.55356498,45.18310926,38.31685878,24.408594,29.49212474,32.07560845,28.14543169,40.8794738,43.6531675,45.55356498,,,3,3UnmanagedPasture,AEZ12,
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,1.222186855,1.124377926,0.789488037,0.672657248,0.722428289,0.791997216,0.968045158,1.076307623,1.195822697,1.222186855,,,3,3UnmanagedPasture,AEZ13,
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,21.30683348,20.55341295,19.54502317,5.505322874,6.313243545,7.420535983,9.745780324,11.56962165,18.20948258,21.30683348,,,3,3UnmanagedPasture,AEZ14,
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,28.01699718,25.27576242,20.08232971,15.17944877,16.85128422,19.14957118,23.46787514,25.8196098,27.74462229,28.01699718,,,3,3UnmanagedPasture,AEZ15,
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,20.9370307,20.06506001,17.40373017,10.08285164,10.33807169,10.70510573,11.39524095,15.48678404,22.89462337,20.9370307,,,3,3UnmanagedPasture,AEZ16,
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ17,
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,3,3UnmanagedPasture,AEZ18,
Japan,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ1,
Japan,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ2,
Japan,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ3,
Japan,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ4,
Japan,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ5,
Japan,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ6,
Japan,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ7,
Japan,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ8,
Japan,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,0.079377248,0.045390962,0.039181398,0.045785423,0.044215403,0.038898583,0.041145208,0.05475951,0.103899192,0.079377248,,,4,4UnmanagedPasture,AEZ9,
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1.301882162,0.770691386,0.676509427,0.838930315,0.805818422,0.704365669,0.735660117,0.960129524,1.711001018,1.301882162,,,4,4UnmanagedPasture,AEZ10,
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0.559127594,0.331125709,0.418610228,0.593961461,0.548182687,0.469955071,0.468571842,0.549607504,0.806875107,0.559127594,,,4,4UnmanagedPasture,AEZ11,
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,0.156561896,0.089875586,0.100871946,0.18436999,0.171385326,0.143432666,0.141016161,0.161853141,0.216177093,0.156561896,,,4,4UnmanagedPasture,AEZ12,
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ13,
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ14,
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0.043314427,0.025278931,0.021420936,0.024932846,0.0240926,0.021215179,0.022455525,0.029857906,0.05640054,0.043314427,,,4,4UnmanagedPasture,AEZ15,
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ16,
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ17,
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,4,4UnmanagedPasture,AEZ18,
Australia_NZ,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,527.1452174,499.2343028,469.6364413,0,0,0,28.15619947,167.6604766,470.4274427,527.1452174,,,5,5UnmanagedPasture,AEZ1,
Australia_NZ,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,397.1204954,375.9151562,353.5723629,0,0,0,21.27373623,126.5274321,354.6103748,397.1204954,,,5,5UnmanagedPasture,AEZ2,
Australia_NZ,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,211.3413129,200.1462246,188.6705004,0,0,0,11.31341483,67.32925583,188.6927388,211.3413129,,,5,5UnmanagedPasture,AEZ3,
Australia_NZ,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,42.32803884,40.14815401,37.83220758,0,0,0,2.265366835,13.49689608,37.8422028,42.32803884,,,5,5UnmanagedPasture,AEZ4,
Australia_NZ,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,2.187183587,2.068677298,1.945924407,0,0,0,0.116752716,0.699419576,1.955761612,2.187183587,,,5,5UnmanagedPasture,AEZ5,
Australia_NZ,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,4.220144006,4.084936509,4.02442081,0,0,0,0.183525822,1.146923668,3.761247357,4.220144006,,,5,5UnmanagedPasture,AEZ6,
Australia_NZ,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,2621.514129,2482.857096,2331.745129,0,0,0,140.0484285,833.907276,2339.392364,2621.514129,,,5,5UnmanagedPasture,AEZ7,
Australia_NZ,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,212.5257366,201.3566842,188.6945387,0,0,0,11.41328957,67.85450337,189.8732132,212.5257366,,,5,5UnmanagedPasture,AEZ8,
Australia_NZ,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,102.0263684,97.07175507,92.14185903,0,0,0,5.60611234,33.18183977,91.72141086,102.0263684,,,5,5UnmanagedPasture,AEZ9,
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,58.51285354,55.89191592,53.606012,0,0,0,3.176386799,18.84845717,52.69755581,58.51285354,,,5,5UnmanagedPasture,AEZ10,
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,76.85754959,75.22575034,72.45973884,0,0,0,3.04456348,19.71509083,68.93369581,76.85754959,,,5,5UnmanagedPasture,AEZ11,
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,97.97934658,97.06945681,97.9813421,0,0,0,2.328657245,17.79744521,86.47983884,97.97934658,,,5,5UnmanagedPasture,AEZ12,
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,5,5UnmanagedPasture,AEZ13,
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,5,5UnmanagedPasture,AEZ14,
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,6.031753713,6.017278858,5.918516868,0,0,0,0,0.414738878,5.179090311,6.031753713,,,5,5UnmanagedPasture,AEZ15,
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,29.87191085,29.80889037,29.32810057,0,0,0,0,2.055285168,25.6526899,29.87191085,,,5,5UnmanagedPasture,AEZ16,
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,6.167002792,5.982118518,5.69516312,0,0,0,0.178898078,1.258670979,5.408088776,6.167002792,,,5,5UnmanagedPasture,AEZ17,
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,5,5UnmanagedPasture,AEZ18,
Former Soviet Union,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ1,
Former Soviet Union,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ2,
Former Soviet Union,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ3,
Former Soviet Union,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ4,
Former Soviet Union,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ5,
Former Soviet Union,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ6,
Former Soviet Union,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,1212.413328,1240.650565,1389.307297,115.522924,141.6509971,176.2939821,227.4590739,409.0635611,820.3515043,1212.413328,,,6,6UnmanagedPasture,AEZ7,
Former Soviet Union,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,384.4232108,401.3798554,474.6266439,34.8684918,47.53386792,63.77077732,90.80827093,165.8979127,291.380467,384.4232108,,,6,6UnmanagedPasture,AEZ8,
Former Soviet Union,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,167.3159138,173.4431875,202.9002694,10.14387423,16.72997732,25.62646681,42.65137486,83.98001527,131.605896,167.3159138,,,6,6UnmanagedPasture,AEZ9,
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,198.330396,213.0157307,264.8302883,13.21849201,22.13405725,34.42011106,57.07713999,104.6120351,157.8723171,198.330396,,,6,6UnmanagedPasture,AEZ10,
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2.001992746,2.035879432,2.610392566,0.157628122,0.215400853,0.34323355,0.578580642,1.087480803,1.613838011,2.001992746,,,6,6UnmanagedPasture,AEZ11,
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,0.955431052,0.996597133,1.49951142,0.123878574,0.132465205,0.206087185,0.32124911,0.463136974,0.746410361,0.955431052,,,6,6UnmanagedPasture,AEZ12,
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,680.7919339,701.6514602,790.4989714,67.72056549,74.31273091,81.41744876,90.44986802,186.8242277,432.6554594,680.7919339,,,6,6UnmanagedPasture,AEZ13,
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,181.7142988,185.2507587,204.3808479,19.06392554,25.1960914,32.77839223,44.91086952,78.50935593,131.6583386,181.7142988,,,6,6UnmanagedPasture,AEZ14,
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,204.1117802,202.6823939,216.6075295,9.446104574,17.08804545,26.50598403,45.27345263,96.10899692,158.9542017,204.1117802,,,6,6UnmanagedPasture,AEZ15,
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,3.566013477,3.568269049,3.897884536,0.298351425,0.344637974,0.560188592,0.928342846,1.68969066,2.839539136,3.566013477,,,6,6UnmanagedPasture,AEZ16,
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ17,
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,6,6UnmanagedPasture,AEZ18,
China,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,0,0,0,0,0,0,0,0,0,0,,,7,7UnmanagedPasture,AEZ1,
China,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0,0,0,0,0,0,0,0,0,0,,,7,7UnmanagedPasture,AEZ2,
China,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0,0,0,0,0,0,0,0,0,0,,,7,7UnmanagedPasture,AEZ3,
China,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,1.26722502,1.503237801,2.643589603,0.053395312,0.07732317,0.093440043,0.156771062,0.305482184,0.885148068,1.26722502,,,7,7UnmanagedPasture,AEZ4,
China,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,6.90769477,7.932224291,15.84553252,0.300479706,0.538534811,0.75562051,1.125561009,1.998530244,4.753595598,6.90769477,,,7,7UnmanagedPasture,AEZ5,
China,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,19.60170194,22.79019919,29.86289053,2.854312078,4.953832404,6.359455035,7.729243239,7.858355237,10.75305703,19.60170194,,,7,7UnmanagedPasture,AEZ6,
China,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,1174.587826,1326.115894,1313.472279,101.4013393,187.0365657,262.7269968,360.8393209,509.5975069,756.3097852,1174.587826,,,7,7UnmanagedPasture,AEZ7,
China,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,446.9422106,559.4549244,521.6906443,53.3302822,100.0838724,132.9625035,166.0152374,179.6291306,254.9387228,446.9422106,,,7,7UnmanagedPasture,AEZ8,
China,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,106.3942357,131.893148,147.9831365,14.71686866,27.26790741,35.3404091,42.54471415,41.25175538,56.43578503,106.3942357,,,7,7UnmanagedPasture,AEZ9,
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,71.90941722,90.20171665,90.78813131,9.760502104,18.21605948,23.70542234,28.62178714,28.18603695,38.86396871,71.90941722,,,7,7UnmanagedPasture,AEZ10,
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,174.8494078,221.7479417,233.6562876,23.834071,44.44557696,57.90203883,69.98847814,67.92328635,93.37495625,174.8494078,,,7,7UnmanagedPasture,AEZ11,
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,247.6555669,303.9844523,367.4262804,34.74367974,63.93464373,82.7389252,99.18579202,96.0926499,131.8290107,247.6555669,,,7,7UnmanagedPasture,AEZ12,
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,799.2624485,1000.463208,970.2284657,87.77262899,164.0344364,220.8038602,282.1403093,327.3849852,471.9891586,799.2624485,,,7,7UnmanagedPasture,AEZ13,
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,819.1046714,962.7857653,945.2465221,75.59056948,139.6942155,194.1644905,262.2180167,355.0934198,524.157553,819.1046714,,,7,7UnmanagedPasture,AEZ14,
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,304.3564465,382.4123327,362.2825345,34.25640633,64.01659669,85.71401773,108.5913171,122.7381309,176.1402311,304.3564465,,,7,7UnmanagedPasture,AEZ15,
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,76.47186277,101.7776305,91.04656749,10.06316469,18.81913146,24.62979707,29.95210012,29.29456861,40.79165997,76.47186277,,,7,7UnmanagedPasture,AEZ16,
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2.908724097,3.898184689,3.803959129,0.383227044,0.724370975,0.948703896,1.151430196,1.118537226,1.555853265,2.908724097,,,7,7UnmanagedPasture,AEZ17,
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,7,7UnmanagedPasture,AEZ18,
Middle East,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,509.2319615,647.2796359,663.238546,57.44218496,72.25440076,94.33280183,132.4346768,208.5121984,378.2827363,509.2319615,,,8,8UnmanagedPasture,AEZ1,
Middle East,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,0.052609909,0.060277708,0.059557755,0.005116323,0.007274426,0.009589163,0.012307264,0.014239329,0.034878557,0.052609909,,,8,8UnmanagedPasture,AEZ2,
Middle East,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,0.144195576,0.188547806,0.15753524,0.014628719,0.020912434,0.027465385,0.035337832,0.04105374,0.093134808,0.144195576,,,8,8UnmanagedPasture,AEZ3,
Middle East,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ4,
Middle East,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ5,
Middle East,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ6,
Middle East,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,751.715414,961.4181129,912.4906885,68.05272778,86.0320262,112.2724736,166.4357011,293.3103815,568.292848,751.715414,,,8,8UnmanagedPasture,AEZ7,
Middle East,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,279.2320962,284.9530388,208.1906942,61.63079474,69.52949941,77.37431091,94.71666193,146.3644602,246.011899,279.2320962,,,8,8UnmanagedPasture,AEZ8,
Middle East,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,40.84805719,42.21209833,39.1509932,9.218613684,10.00321876,10.84362493,13.06711182,19.40376504,34.52494722,40.84805719,,,8,8UnmanagedPasture,AEZ9,
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1.141636495,1.257418801,1.641455355,0.277223079,0.281153568,0.285367932,0.335849528,0.489068442,0.923294362,1.141636495,,,8,8UnmanagedPasture,AEZ10,
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ11,
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ12,
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ13,
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ14,
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ15,
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ16,
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ17,
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,0,0,0,0,0,0,0,0,0,0,,,8,8UnmanagedPasture,AEZ18,
Africa,root,AgroForestLandAEZ1,AllPastureLandAEZ1,UnmanagedPastureAEZ1,1658.189531,1698.305774,1518.902316,221.6564554,257.1879997,328.4183777,465.5554399,704.2483465,1247.034005,1658.189531,,,9,9UnmanagedPasture,AEZ1,
Africa,root,AgroForestLandAEZ2,AllPastureLandAEZ2,UnmanagedPastureAEZ2,902.9877569,927.367914,899.4789576,162.7927438,187.6266744,228.8838931,310.2497477,444.7930263,742.5328782,902.9877569,,,9,9UnmanagedPasture,AEZ2,
Africa,root,AgroForestLandAEZ3,AllPastureLandAEZ3,UnmanagedPastureAEZ3,1130.183677,1163.636984,1179.179852,172.2520635,205.9328148,253.3223272,345.5288744,507.1069314,906.3983912,1130.183677,,,9,9UnmanagedPasture,AEZ3,
Africa,root,AgroForestLandAEZ4,AllPastureLandAEZ4,UnmanagedPastureAEZ4,1389.666343,1431.462447,1426.18293,218.7700514,247.9984581,287.2745112,384.8474443,572.1678532,1101.780317,1389.666343,,,9,9UnmanagedPasture,AEZ4,
Africa,root,AgroForestLandAEZ5,AllPastureLandAEZ5,UnmanagedPastureAEZ5,614.789535,622.0407754,620.4105143,101.573161,117.3066505,137.0758501,180.0849219,264.9300748,492.2747717,614.789535,,,9,9UnmanagedPasture,AEZ5,
Africa,root,AgroForestLandAEZ6,AllPastureLandAEZ6,UnmanagedPastureAEZ6,378.524514,375.4673552,391.4701428,69.18580854,82.46204409,97.86385156,122.9048477,172.8365904,308.5434617,378.524514,,,9,9UnmanagedPasture,AEZ6,
Africa,root,AgroForestLandAEZ7,AllPastureLandAEZ7,UnmanagedPastureAEZ7,1279.012634,1240.655041,1220.870615,106.9469547,132.972648,170.9114418,248.0230102,460.5284701,959.1060356,1279.012634,,,9,9UnmanagedPasture,AEZ7,
Africa,root,AgroForestLandAEZ8,AllPastureLandAEZ8,UnmanagedPastureAEZ8,508.352008,514.8169003,520.8520828,51.14493143,65.47450127,86.22286628,131.3611807,225.6008442,400.5234578,508.352008,,,9,9UnmanagedPasture,AEZ8,
Africa,root,AgroForestLandAEZ9,AllPastureLandAEZ9,UnmanagedPastureAEZ9,456.0534535,462.5515891,487.4310816,53.94728876,63.91447053,79.54401954,116.6731068,195.5714695,374.6117695,456.0534535,,,9,9UnmanagedPasture,AEZ9,
