INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Australia_NZ,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
China,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0.1,5.8,0.1,5.8,50,0,0,RockIceDesert,AEZ11,RockIceDesert
Middle East,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
Africa,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
Latin America,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0.1,3.8,0.1,3.8,50,0,0,RockIceDesert,AEZ11,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,6.2,0,6.2,50,0,0,RockIceDesert,AEZ11,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
Korea,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
India,root,RockIceDesertAEZ11,RockIceDesertAEZ11,0,0,0,0,0,0,0,RockIceDesert,AEZ11,RockIceDesert
USA,root,TundraAEZ11,TundraAEZ11,0.9,26,0.9,26,50,0,0,Tundra,AEZ11,Tundra
Canada,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
Western Europe,root,TundraAEZ11,TundraAEZ11,0.9,26,0.9,26,50,0,0,Tundra,AEZ11,Tundra
Japan,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
Australia_NZ,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
Former Soviet Union,root,TundraAEZ11,TundraAEZ11,0.9,26,0.9,26,50,0,0,Tundra,AEZ11,Tundra
China,root,TundraAEZ11,TundraAEZ11,0.9,26,0.9,26,50,0,0,Tundra,AEZ11,Tundra
Middle East,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
Africa,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
Latin America,root,TundraAEZ11,TundraAEZ11,0.9,26,0.9,26,50,0,0,Tundra,AEZ11,Tundra
Southeast Asia,root,TundraAEZ11,TundraAEZ11,0.9,26,0.9,26,50,0,0,Tundra,AEZ11,Tundra
Eastern Europe,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
Korea,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
India,root,TundraAEZ11,TundraAEZ11,0,0,0,0,0,0,0,Tundra,AEZ11,Tundra
USA,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Canada,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Western Europe,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Japan,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Australia_NZ,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Former Soviet Union,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
China,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Middle East,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Africa,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Latin America,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Southeast Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Eastern Europe,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
Korea,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
India,root,UrbanLandAEZ11,UrbanLandAEZ11,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ11,Urbanland
USA,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Canada,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Western Europe,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Japan,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,8.5,0,8.5,50,0,0,RockIceDesert,AEZ12,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
China,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0.1,3.8,0.1,3.8,50,0,0,RockIceDesert,AEZ12,RockIceDesert
Middle East,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Africa,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Latin America,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0.1,3.8,0.1,3.8,50,0,0,RockIceDesert,AEZ12,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
Korea,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
India,root,RockIceDesertAEZ12,RockIceDesertAEZ12,0,0,0,0,0,0,0,RockIceDesert,AEZ12,RockIceDesert
USA,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Canada,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Western Europe,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Japan,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Australia_NZ,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Former Soviet Union,root,TundraAEZ12,TundraAEZ12,0.9,30,0.9,30,50,0,0,Tundra,AEZ12,Tundra
China,root,TundraAEZ12,TundraAEZ12,0.9,30,0.9,30,50,0,0,Tundra,AEZ12,Tundra
Middle East,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Africa,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Latin America,root,TundraAEZ12,TundraAEZ12,0.9,30,0.9,30,50,0,0,Tundra,AEZ12,Tundra
Southeast Asia,root,TundraAEZ12,TundraAEZ12,0.9,30,0.9,30,50,0,0,Tundra,AEZ12,Tundra
Eastern Europe,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
Korea,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
India,root,TundraAEZ12,TundraAEZ12,0,0,0,0,0,0,0,Tundra,AEZ12,Tundra
USA,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Canada,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Western Europe,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Japan,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Australia_NZ,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Former Soviet Union,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
China,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Middle East,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Africa,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Latin America,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Southeast Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Eastern Europe,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
Korea,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
India,root,UrbanLandAEZ12,UrbanLandAEZ12,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ12,Urbanland
USA,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,8.5,0,8.5,50,0,0,RockIceDesert,AEZ13,RockIceDesert
Canada,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,8.5,0,8.5,50,0,0,RockIceDesert,AEZ13,RockIceDesert
Western Europe,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,8.4,0,8.4,50,0,0,RockIceDesert,AEZ13,RockIceDesert
Japan,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,0,0,0,0,0,0,RockIceDesert,AEZ13,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,0,0,0,0,0,0,RockIceDesert,AEZ13,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,8.2,0,8.2,50,0,0,RockIceDesert,AEZ13,RockIceDesert
China,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0.1,6.1,0.1,6.1,50,0,0,RockIceDesert,AEZ13,RockIceDesert
Middle East,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,0,0,0,0,0,0,RockIceDesert,AEZ13,RockIceDesert
Africa,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,0,0,0,0,0,0,RockIceDesert,AEZ13,RockIceDesert
Latin America,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0.1,5.4,0.1,5.4,50,0,0,RockIceDesert,AEZ13,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,7,0,7,50,0,0,RockIceDesert,AEZ13,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,0,0,0,0,0,0,RockIceDesert,AEZ13,RockIceDesert
Korea,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,0,0,0,0,0,0,RockIceDesert,AEZ13,RockIceDesert
India,root,RockIceDesertAEZ13,RockIceDesertAEZ13,0,6.3,0,6.3,50,0,0,RockIceDesert,AEZ13,RockIceDesert
USA,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
Canada,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
Western Europe,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
Japan,root,TundraAEZ13,TundraAEZ13,0,0,0,0,0,0,0,Tundra,AEZ13,Tundra
Australia_NZ,root,TundraAEZ13,TundraAEZ13,0,0,0,0,0,0,0,Tundra,AEZ13,Tundra
Former Soviet Union,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
China,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
Middle East,root,TundraAEZ13,TundraAEZ13,0,0,0,0,0,0,0,Tundra,AEZ13,Tundra
Africa,root,TundraAEZ13,TundraAEZ13,0,0,0,0,0,0,0,Tundra,AEZ13,Tundra
Latin America,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
Southeast Asia,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
Eastern Europe,root,TundraAEZ13,TundraAEZ13,0,0,0,0,0,0,0,Tundra,AEZ13,Tundra
Korea,root,TundraAEZ13,TundraAEZ13,0,0,0,0,0,0,0,Tundra,AEZ13,Tundra
India,root,TundraAEZ13,TundraAEZ13,0.9,12,0.9,12,50,0,0,Tundra,AEZ13,Tundra
USA,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Canada,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Western Europe,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Japan,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Australia_NZ,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Former Soviet Union,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
China,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Middle East,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Africa,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Latin America,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Southeast Asia,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Eastern Europe,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
Korea,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
India,root,UrbanLandAEZ13,UrbanLandAEZ13,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ13,Urbanland
USA,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,8.2,0,8.2,50,0,0,RockIceDesert,AEZ14,RockIceDesert
Canada,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,8.3,0,8.3,50,0,0,RockIceDesert,AEZ14,RockIceDesert
Western Europe,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,8.4,0,8.4,50,0,0,RockIceDesert,AEZ14,RockIceDesert
Japan,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,0,0,0,0,0,0,RockIceDesert,AEZ14,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,0,0,0,0,0,0,RockIceDesert,AEZ14,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,7.6,0,7.6,50,0,0,RockIceDesert,AEZ14,RockIceDesert
China,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,8,0,8,50,0,0,RockIceDesert,AEZ14,RockIceDesert
Middle East,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,0,0,0,0,0,0,RockIceDesert,AEZ14,RockIceDesert
Africa,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,0,0,0,0,0,0,RockIceDesert,AEZ14,RockIceDesert
Latin America,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0.1,5,0.1,5,50,0,0,RockIceDesert,AEZ14,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0.1,5.4,0.1,5.4,50,0,0,RockIceDesert,AEZ14,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,0,0,0,0,0,0,RockIceDesert,AEZ14,RockIceDesert
Korea,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,0,0,0,0,0,0,RockIceDesert,AEZ14,RockIceDesert
India,root,RockIceDesertAEZ14,RockIceDesertAEZ14,0,6.7,0,6.7,50,0,0,RockIceDesert,AEZ14,RockIceDesert
USA,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
Canada,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
Western Europe,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
Japan,root,TundraAEZ14,TundraAEZ14,0,0,0,0,0,0,0,Tundra,AEZ14,Tundra
Australia_NZ,root,TundraAEZ14,TundraAEZ14,0,0,0,0,0,0,0,Tundra,AEZ14,Tundra
Former Soviet Union,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
China,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
Middle East,root,TundraAEZ14,TundraAEZ14,0,0,0,0,0,0,0,Tundra,AEZ14,Tundra
Africa,root,TundraAEZ14,TundraAEZ14,0,0,0,0,0,0,0,Tundra,AEZ14,Tundra
Latin America,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
Southeast Asia,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
Eastern Europe,root,TundraAEZ14,TundraAEZ14,0,0,0,0,0,0,0,Tundra,AEZ14,Tundra
Korea,root,TundraAEZ14,TundraAEZ14,0,0,0,0,0,0,0,Tundra,AEZ14,Tundra
India,root,TundraAEZ14,TundraAEZ14,0.9,18,0.9,18,50,0,0,Tundra,AEZ14,Tundra
USA,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Canada,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Western Europe,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Japan,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Australia_NZ,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Former Soviet Union,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
China,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Middle East,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Africa,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Latin America,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Southeast Asia,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Eastern Europe,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
Korea,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
India,root,UrbanLandAEZ14,UrbanLandAEZ14,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ14,Urbanland
USA,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,7.6,0,7.6,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Canada,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,7.9,0,7.9,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Western Europe,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,8.4,0,8.4,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Japan,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,0,0,0,0,0,0,RockIceDesert,AEZ15,RockIceDesert
Australia_NZ,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,8.5,0,8.5,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Former Soviet Union,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0.1,4.8,0.1,4.8,50,0,0,RockIceDesert,AEZ15,RockIceDesert
China,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,6.7,0,6.7,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Middle East,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,0,0,0,0,0,0,RockIceDesert,AEZ15,RockIceDesert
Africa,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,0,0,0,0,0,0,RockIceDesert,AEZ15,RockIceDesert
Latin America,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,6.5,0,6.5,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Southeast Asia,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,8.2,0,8.2,50,0,0,RockIceDesert,AEZ15,RockIceDesert
Eastern Europe,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,0,0,0,0,0,0,RockIceDesert,AEZ15,RockIceDesert
Korea,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,0,0,0,0,0,0,RockIceDesert,AEZ15,RockIceDesert
India,root,RockIceDesertAEZ15,RockIceDesertAEZ15,0,6.3,0,6.3,50,0,0,RockIceDesert,AEZ15,RockIceDesert
USA,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Canada,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Western Europe,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Japan,root,TundraAEZ15,TundraAEZ15,0,0,0,0,0,0,0,Tundra,AEZ15,Tundra
Australia_NZ,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Former Soviet Union,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
China,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Middle East,root,TundraAEZ15,TundraAEZ15,0,0,0,0,0,0,0,Tundra,AEZ15,Tundra
Africa,root,TundraAEZ15,TundraAEZ15,0,0,0,0,0,0,0,Tundra,AEZ15,Tundra
Latin America,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Southeast Asia,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
Eastern Europe,root,TundraAEZ15,TundraAEZ15,0,0,0,0,0,0,0,Tundra,AEZ15,Tundra
Korea,root,TundraAEZ15,TundraAEZ15,0,0,0,0,0,0,0,Tundra,AEZ15,Tundra
India,root,TundraAEZ15,TundraAEZ15,0.9,18,0.9,18,50,0,0,Tundra,AEZ15,Tundra
USA,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Canada,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Western Europe,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Japan,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Australia_NZ,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Former Soviet Union,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
China,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Middle East,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Africa,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Latin America,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Southeast Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Eastern Europe,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
Korea,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
India,root,UrbanLandAEZ15,UrbanLandAEZ15,0.3,5.8,0.3,5.8,1,0,0,UrbanLand,AEZ15,Urbanland
USA,root,RockIceDesertAEZ16,RockIceDesertAEZ16,0,8.5,0,8.5,50,0,0,RockIceDesert,AEZ16,RockIceDesert
