# File: pwt1001_na.csv
# Title: Penn World Table version 10.01 supplemental National Accounts
# Units: million constant 2017 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en; https://www.rug.nl/ggdc/productivity/pwt/
# Column types: cinnnnnnnnnnnnnnnnnnn
# ----------
countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
TJK,2009,"17,809","5,125","2,571","5,048","12,687","20,628","29,965","8,736","6,312","8,514","22,168","37,505",7,4,4,"5,424","9,274",2,
TJK,2010,"20,928","5,892","2,799","6,621","14,578","24,707","33,111","9,392","6,369","10,472","23,942","39,957",8,4,4,"6,051","9,676",2,
TJK,2011,"29,209","8,784","4,106","5,335","22,286","30,071","41,137","10,639","6,866","10,582","24,229","40,921",8,5,5,"8,598","10,409",2,
TJK,2012,"36,404","8,414","4,644","7,830","25,114","36,163","47,336","8,312","7,010","10,688","24,520","44,009",8,5,5,"7,856","7,702",2,
TJK,2013,"40,789","10,025","5,352","7,583","26,052","40,526","51,764","9,564","7,171","9,619","24,790","47,278",8,5,5,"9,736","9,240",2,
TJK,2014,"45,059","11,931","6,317","5,143","26,676","45,607","52,676","11,252","7,465","9,619","25,038","50,439",8,5,5,"11,782","11,058",2,
TJK,2015,"39,920","13,974","7,257","4,997","20,460","48,409","44,759","14,093","7,711","9,619","25,038","53,450",8,6,6,"13,671","13,753",2,
TJK,2016,"42,945","16,952","7,675","7,233","23,299","54,479","47,629","16,781","8,012","9,619","25,038","57,164",9,8,8,"16,739","16,538",2,
TJK,2017,"50,201","17,517","9,229","10,128","26,362","64,434","50,201","17,517","9,229","10,128","26,362","64,434",9,9,9,"17,158","17,158",3,
TJK,2018,"64,220","15,067","11,652","10,547","30,427","71,059","49,407","20,303","9,905","10,303","26,819","69,032",9,9,9,"15,067","19,864",3,
TJK,2019,"60,318","31,081","8,670","11,870","32,521","79,418","51,063","22,930","10,767","10,542","27,440","74,210",9,10,10,"22,467","22,454",3,
TKM,1970,,,,,,,,,,,,,2,,,,,1,
TKM,1971,,,,,,,,,,,,,2,,,,,1,
TKM,1972,,,,,,,,,,,,,2,,,,,1,
TKM,1973,,,,,,,,,,,,,2,,,,,1,
TKM,1974,,,,,,,,,,,,,2,,,,,1,
TKM,1975,,,,,,,,,,,,,3,,,,,1,
TKM,1976,,,,,,,,,,,,,3,,,,,1,
TKM,1977,,,,,,,,,,,,,3,,,,,1,
TKM,1978,,,,,,,,,,,,,3,,,,,1,
TKM,1979,,,,,,,,,,,,,3,,,,,1,
TKM,1980,,,,,,,,,,,,,3,,,,,1,
TKM,1981,,,,,,,,,,,,,3,,,,,1,
TKM,1982,,,,,,,,,,,,,3,,,,,1,
TKM,1983,,,,,,,,,,,,,3,,,,,1,
TKM,1984,,,,,,,,,,,,,3,,,,,1,
TKM,1985,,,,,,,,,,,,,3,,,,,1,
TKM,1986,,,,,,,,,,,,,3,,,,,1,
TKM,1987,,,,,,,,,,,,,3,,,,,1,
TKM,1988,,,,,,,,,,,,,3,,,,,1,
TKM,1989,,,,,,,,,,,,,4,,,,,1,
TKM,1990,0,0,0,0,0,0,"21,156","17,094","3,802","47,925","46,332","43,110",4,0,0,0,"13,019",1,
TKM,1991,0,0,0,0,0,0,"20,193","17,013","3,509","45,347","44,170","41,124",4,0,0,0,"13,180",2,
TKM,1992,0,0,0,0,0,0,"18,297","14,891","3,261","35,124","36,100","34,970",4,0,0,0,"11,726",2,
TKM,1993,1,1,0,1,1,2,"11,623","13,102","3,843","20,419","13,474","35,494",4,0,0,1,"12,369",2,
TKM,1994,9,8,1,25,25,17,"14,863","12,868","2,054","42,605","42,206","29,354",4,0,0,5,"8,054",2,
TKM,1995,79,44,11,186,189,130,"16,501","9,140","2,291","38,808","39,497","27,240",4,0,0,30,"6,303",2,
TKM,1996,763,775,110,"1,640","1,660","1,550","14,310","14,522","2,062","30,742","31,116","29,065",4,1,1,648,"12,000",2,
TKM,1997,"1,520","1,081",295,"1,140","1,830","2,222","17,620","12,525","3,424","13,210","21,211","25,752",4,1,1,919,"10,543",2,
TKM,1998,"2,140","1,273",454,914,"1,982","2,799","21,085","12,549","4,472","9,009","19,531","27,580",4,1,1,"1,273","12,549",2,
TKM,1999,"3,039","1,591",479,"2,252","3,349","4,011","24,343","12,747","3,834","18,040","26,830","32,131",4,1,1,"1,591","12,747",2,
TKM,2000,"1,905","1,814",743,"4,988","4,227","5,130","12,589","11,988","4,906","32,956","27,931","33,888",5,1,1,"1,814","11,988",2,
TKM,2001,"3,774","2,287",824,"5,869","5,543","7,024","18,999","11,514","4,150","29,550","27,907","35,360",5,1,1,"2,287","11,514",2,
TKM,2002,"4,135","2,494","1,004","6,248","4,832","9,048","16,204","9,771","3,933","24,481","18,935","35,451",5,1,1,"2,494","9,771",2,
TKM,2003,"6,753","3,020","1,431","7,403","6,726","11,881","20,811","9,307","4,411","22,814","20,728","36,611",5,1,1,"3,020","9,307",2,
TKM,2004,"9,173","3,404","1,874","9,102","8,789","14,764","23,886","8,863","4,881","23,702","22,887","38,441",5,1,1,"3,404","8,863",2,
TKM,2005,"8,321","4,094","2,366","11,615","8,534","17,861","20,246","9,960","5,756","28,259","20,763","43,454",5,1,1,"4,094","9,960",2,
TKM,2006,"7,179","4,339","2,240","16,263","7,770","22,249","15,559","9,404","4,854","35,247","16,840","48,219",5,1,1,"4,339","9,404",2,
TKM,2007,"9,741","5,022","2,444","20,356","10,449","27,000","19,320","9,960","4,847","40,374","20,724","53,551",5,1,1,"5,022","9,960",2,
TKM,2008,"18,453","15,682","3,620","31,690","19,974","49,470","22,920","19,479","4,496","39,363","24,810","61,448",5,2,2,"15,682","19,479",2,
TKM,2009,"8,210","26,847","5,642","42,975","26,063","57,611","9,294","30,391","6,387","48,649","29,504","65,217",5,3,3,"26,847","30,391",3,
TKM,2010,"3,247","33,392","5,990","49,118","28,625","64,362","3,591","36,934","6,626","54,329","31,662","71,190",5,3,3,"33,392","36,934",3,
TKM,2011,"6,493","43,267","7,590","62,233","36,268","83,315","6,365","42,413","7,440","61,004","35,552","81,670",5,3,3,"43,267","42,413",3,
TKM,2012,"15,111","47,303","8,876","73,418","44,490","100,218","13,675","42,808","8,033","66,441","40,262","90,695",5,3,3,"47,303","42,808",3,
TKM,2013,"10,395","56,234","10,156","83,513","49,302","111,713","9,297","50,293","9,083","74,691","44,094","99,912",5,3,3,"56,234","50,293",3,
TKM,2014,"13,304","61,803","11,188","92,086","54,603","124,044","11,825","54,929","9,944","81,845","48,531","110,249",5,3,3,"61,803","54,929",3,
TKM,2015,"14,664","61,547","11,264","92,826","55,359","125,299","13,735","57,649","10,550","86,947","51,853","117,363",6,3,3,"61,547","57,649",3,
TKM,2016,"13,391","62,993","11,436","94,133","55,842","126,593","13,184","62,021","11,259","92,681","54,980","124,639",6,4,4,"62,993","62,021",3,
TKM,2017,"14,600","65,778","11,962","98,501","58,528","132,703","14,600","65,778","11,962","98,501","58,528","132,703",6,4,4,"65,778","65,778",3,
TKM,2018,"15,823","70,574","12,854","105,859","62,943","142,622","15,629","69,706","12,696","104,557","62,169","140,869",6,4,4,"70,574","69,706",3,
TKM,2019,"18,403","83,814","15,241","125,492","74,542","168,968","15,803","71,972","13,087","107,761","64,010","145,095",6,4,4,"83,814","71,972",3,
TLS,1990,148,57,226,55,283,203,564,142,573,179,685,734,1,1,1,64,170,0,
TLS,1991,171,65,260,64,326,234,624,158,634,199,758,813,1,1,1,74,188,0,
TLS,1992,217,83,331,81,415,297,690,174,701,219,837,898,1,1,1,94,208,0,
TLS,1993,251,96,382,93,479,343,760,192,772,242,923,990,1,1,1,109,229,0,
TLS,1994,284,109,432,90,542,378,835,211,849,226,"1,014","1,060",1,1,1,123,251,0,
TLS,1995,320,123,487,86,611,416,914,231,929,211,"1,110","1,131",1,1,1,139,275,0,
TLS,1996,374,143,569,86,714,473,"1,013",256,"1,029",199,"1,230","1,221",1,1,1,162,305,0,
TLS,1997,348,133,530,68,664,429,"1,055",267,"1,072",177,"1,281","1,239",1,1,1,151,318,0,
TLS,1998,397,152,604,66,757,477,"1,032",261,"1,049",148,"1,254","1,182",1,1,1,172,311,0,
TLS,1999,274,105,418,39,524,322,666,168,677,81,809,744,1,1,1,119,201,0,
TLS,2000,321,123,489,39,605,367,757,191,769,62,912,842,1,1,1,139,228,0,
TLS,2001,392,144,651,43,753,477,858,211,"1,030",76,"1,162",980,1,1,1,153,230,0,
TLS,2002,418,131,694,37,810,469,844,220,"1,015",70,"1,200",914,1,1,1,129,215,0,
TLS,2003,412,109,502,34,566,490,787,174,750,64,856,894,1,1,1,106,167,0,
TLS,2004,429,75,343,33,440,441,803,118,543,58,605,898,1,1,1,74,113,0,
TLS,2005,425,73,243,33,312,462,791,108,390,51,404,925,1,1,1,72,107,0,
TLS,2006,390,55,374,42,407,454,698,79,543,62,478,887,1,1,1,54,77,0,
TLS,2007,461,101,571,54,645,543,739,137,767,82,724,978,1,1,1,101,135,0,
TLS,2008,478,203,724,61,817,648,697,257,875,100,817,"1,088",1,1,1,202,255,0,
TLS,2009,542,355,843,67,"1,080",727,789,451,"1,048",101,"1,166","1,197",1,1,1,354,448,0,
TLS,2010,630,377,910,76,"1,110",882,819,464,"1,070",129,"1,144","1,310",1,1,1,376,462,0,
TLS,2011,720,733,935,67,"1,401","1,055",829,785,983,97,"1,294","1,386",1,1,1,731,780,0,
TLS,2012,800,697,977,83,"1,409","1,148",855,706,961,137,"1,172","1,470",1,1,1,669,675,0,
TLS,2013,898,583,870,78,"1,034","1,396",900,554,810,104,856,"1,501",1,1,1,562,531,0,
TLS,2014,938,624,951,66,"1,131","1,447",950,594,905,81,955,"1,568",1,1,1,595,564,0,
TLS,2015,928,587,937,49,907,"1,594",938,564,938,58,882,"1,613",1,1,1,567,543,0,
TLS,2016,971,654,912,52,938,"1,651",980,653,927,63,954,"1,668",1,1,1,628,627,0,
TLS,2017,"1,010",548,874,38,871,"1,599","1,010",548,874,38,871,"1,599",1,1,1,522,522,0,
TLS,2018,"1,042",536,880,46,944,"1,560","1,027",538,871,45,896,"1,582",1,1,1,512,515,0,
TLS,2019,"1,097",517,957,568,"1,121","2,018","1,064",511,899,600,"1,099","1,879",1,1,1,466,461,1,
TON,1970,14,4,2,5,10,15,265,61,51,125,201,298,0,1,1,3,55,,
TON,1971,15,4,3,6,11,17,271,61,52,126,203,305,0,1,1,4,56,,
TON,1972,17,5,3,7,12,19,277,65,51,136,215,313,0,1,1,4,58,,
TON,1973,22,6,4,8,15,24,284,64,56,129,212,319,0,1,1,5,58,,
TON,1974,29,7,5,11,20,32,290,63,57,132,212,327,0,1,1,7,58,,
TON,1975,29,9,4,13,23,32,297,79,48,165,251,336,0,1,1,7,66,,
TON,1976,29,6,6,9,18,32,305,58,71,108,201,338,0,1,1,6,58,,
TON,1977,35,8,6,14,23,40,310,61,60,142,214,355,0,1,1,8,59,,
TON,1978,45,14,7,14,32,48,339,92,58,123,256,361,0,1,1,12,77,,
TON,1979,51,16,8,14,37,52,357,98,61,114,271,368,0,1,1,15,89,,
TON,1980,65,18,9,18,42,69,399,95,62,135,269,426,0,1,1,17,87,0,
TON,1981,72,15,8,15,39,71,486,89,62,124,282,486,0,1,1,14,82,0,
TON,1982,82,17,11,17,43,84,540,94,84,137,302,557,0,1,1,16,89,0,
TON,1983,101,23,11,16,56,95,621,123,78,116,366,590,0,1,1,23,120,0,
TON,1984,94,23,15,26,61,98,576,123,105,189,398,600,0,1,1,23,121,0,
TON,1985,105,28,17,32,76,105,634,144,113,228,487,640,0,1,1,24,128,0,
TON,1986,137,32,21,34,92,131,676,135,114,199,481,653,0,1,1,29,126,0,
TON,1987,143,33,25,47,97,150,634,128,124,247,458,673,0,1,1,34,130,0,
TON,1988,193,43,30,42,124,185,686,131,119,178,464,660,0,1,1,39,118,0,
TON,1989,191,39,33,48,120,191,657,116,128,197,438,663,0,1,1,39,115,0,
TON,1990,194,38,39,69,132,207,604,101,135,255,436,649,0,1,1,37,98,0,
TON,1991,254,42,52,58,153,253,689,99,156,187,439,691,0,1,1,39,91,0,
TON,1992,230,46,50,62,128,260,609,106,146,196,360,692,0,1,1,41,95,0,
TON,1993,243,46,45,51,121,263,658,108,136,164,348,718,0,1,1,40,94,0,
TON,1994,240,53,41,44,118,259,695,133,132,154,363,754,0,1,1,55,137,0,
TON,1995,249,70,43,45,144,265,717,181,138,174,433,776,0,1,1,68,177,0,
TON,1996,254,71,48,55,158,274,713,192,148,213,462,776,0,1,1,70,187,0,
TON,1997,255,48,51,57,139,272,705,127,157,201,415,771,0,1,1,52,139,0,
TON,1998,282,59,52,56,168,286,758,170,157,200,476,789,0,1,1,57,165,0,
TON,1999,285,62,59,50,142,315,735,166,170,169,410,807,0,2,2,63,168,0,
TON,2000,309,69,61,51,155,336,760,150,173,160,407,838,0,2,2,67,146,0,
TON,2001,324,87,69,47,174,354,740,179,191,142,394,850,0,2,2,86,177,0,
TON,2002,391,100,68,73,221,398,808,197,180,174,463,888,0,2,2,98,194,0,
TON,2003,432,94,76,86,239,444,793,164,185,188,438,889,0,2,2,93,161,0,
TON,2004,470,98,77,92,257,472,790,163,178,167,423,872,0,2,2,97,161,0,
TON,2005,524,114,81,91,296,507,803,166,176,158,432,868,0,2,2,112,163,0,
TON,2006,563,125,126,85,304,587,803,155,190,145,408,849,0,2,2,123,152,0,
TON,2007,616,131,111,73,335,598,835,150,167,125,437,828,0,2,2,129,148,0,
TON,2008,656,138,125,105,371,655,830,161,181,140,430,867,0,2,2,136,158,0,
TON,2009,654,166,135,89,396,652,783,205,188,131,441,822,0,2,2,163,203,0,
TON,2010,681,210,133,88,413,708,802,215,172,119,455,829,0,2,2,206,211,0,
TON,2011,694,270,139,123,475,759,799,264,176,154,479,885,0,2,2,214,201,0,
TON,2012,711,293,155,136,486,798,792,281,192,150,481,893,0,2,2,282,268,0,
TON,2013,758,187,157,159,489,781,831,184,197,171,493,895,0,2,2,177,173,0,
TON,2014,789,181,161,135,462,797,847,196,196,174,451,914,0,2,2,173,187,0,
TON,2015,858,216,181,144,548,849,912,218,202,188,554,924,0,2,2,198,199,0,
TON,2016,901,230,190,202,590,933,970,239,199,239,647,985,0,2,2,226,234,0,
TON,2017,980,284,204,225,670,"1,018",980,284,204,225,670,"1,018",0,2,2,271,271,0,
TON,2018,"1,085",265,206,230,710,"1,073","1,022",218,206,228,661,"1,021",0,2,2,243,197,0,
TON,2019,"1,112",295,236,256,758,"1,164","1,029",235,226,221,692,"1,028",0,2,2,284,224,0,
TTO,1950,161,65,27,210,218,247,"10,379","1,020","1,037","3,757","2,233","11,269",1,2,2,,,0,
TTO,1951,212,87,35,262,278,321,"11,645","1,136","1,225","3,976","2,405","12,412",1,2,2,,,0,
TTO,1952,239,95,45,280,310,352,"12,341","1,160","1,505","4,067","2,547","12,905",1,2,2,,,0,
TTO,1953,252,86,50,311,303,400,"12,721","1,030","1,658","4,354","2,630","13,157",1,2,2,,,0,
TTO,1954,280,93,56,318,323,427,"14,050","1,078","1,859","4,348","2,862","13,723",1,2,2,,,0,
TTO,1955,343,117,61,347,376,496,"16,202","1,376","1,903","4,714","3,192","15,744",1,2,2,,,0,
TTO,1956,367,126,68,403,387,582,"17,088","1,451","2,109","5,689","3,214","17,977",1,2,2,,,0,
TTO,1957,414,173,66,483,461,682,"18,860","1,973","2,012","6,196","3,701","20,350",1,2,2,,,0,
TTO,1958,456,206,78,524,526,745,"20,949","2,244","2,266","7,040","4,375","22,650",1,2,2,,,0,
TTO,1959,512,249,82,550,575,826,"22,974","2,545","2,323","7,491","4,877","24,520",1,2,2,,,0,
TTO,1960,574,287,88,599,662,894,"24,999","2,745","2,450","8,561","5,282","27,257",1,2,2,,,0,
TTO,1961,608,257,110,758,764,977,"28,436","2,448","3,029","11,130","6,073","31,410",1,2,2,,,0,
TTO,1962,643,299,123,759,802,"1,032","28,389","2,764","3,293","11,210","6,328","32,134",1,2,2,,,0,
TTO,1963,740,272,135,810,831,"1,137","32,797","2,429","3,477","10,916","6,475","32,873",1,2,2,,,0,
TTO,1964,800,279,146,885,933,"1,187","35,035","2,461","3,714","12,494","7,186","35,700",1,2,2,,,0,
TTO,1965,871,328,154,885,"1,031","1,217","33,639","2,846","3,846","12,814","7,429","36,265",1,2,2,,,0,
TTO,1966,756,287,154,561,527,"1,244","34,327","2,494","4,139","14,002","6,726","38,612",1,2,2,,,0,
TTO,1967,846,234,161,598,516,"1,328","37,558","1,919","4,323","14,778","6,686","39,417",1,2,2,,,0,
TTO,1968,931,302,175,705,597,"1,522","38,164","2,222","4,640","16,840","6,847","41,456",1,2,2,,,0,
TTO,1969,"1,074",269,188,735,720,"1,562","42,970","1,774","4,930","17,857","7,932","42,610",1,2,2,,,0,
TTO,1970,"1,020",426,216,763,808,"1,648","39,820","2,683","5,668","18,821","9,178","44,113",1,2,2,345,"2,683",0,
TTO,1971,"1,014",604,281,822,"1,000","1,776","38,245","4,211","6,221","16,090","11,296","44,569",1,2,2,583,"4,211",0,
TTO,1972,"1,276",654,335,895,"1,135","2,088","44,060","3,706","7,118","18,660","11,001","47,145",1,2,2,617,"3,706",0,
TTO,1973,"1,433",668,367,"1,229","1,160","2,571","43,050","3,346","7,276","20,775","11,255","47,923",1,2,2,581,"3,346",0,
TTO,1974,"1,835",917,476,"2,582","1,592","4,204","45,191","4,830","7,091","20,454","12,542","49,747",1,2,2,653,"4,830",0,
TTO,1975,"2,335","1,453",654,"3,049","2,200","5,314","49,149","5,852","9,147","18,446","15,650","50,472",1,2,2,"1,088","5,852",0,
TTO,1976,"2,996","1,500",745,"3,693","2,883","6,107","57,145","6,698","9,859","20,320","19,710","53,719",1,2,2,"1,402","6,698",0,
TTO,1977,"3,729","2,013",970,"4,053","3,276","7,553","63,647","6,913","9,358","19,223","19,831","58,602",1,2,2,"1,740","6,913",0,
TTO,1978,"4,596","2,591","1,151","4,089","3,998","8,573","71,158","8,851","10,492","19,356","22,310","64,478",1,2,2,"2,329","8,851",0,
TTO,1979,"5,858","3,222","1,540","5,406","5,123","11,076","79,074","9,135","13,154","20,802","29,760","66,813",1,2,2,"2,960","9,135",0,
TTO,1980,"7,101","4,592","1,810","8,198","6,878","15,006","81,618","11,200","13,945","22,462","31,890","73,736",1,2,2,"4,215","11,200",0,
TTO,1981,"8,899","4,685","2,116","7,978","7,017","16,826","85,212","9,337","16,001","22,114","29,143","77,117",1,2,2,"4,295","9,337",0,
TTO,1982,"11,573","5,706","4,043","7,269","9,515","19,590","92,994","9,583","18,014","21,267","34,037","80,050",1,2,2,"5,046","9,583",0,
TTO,1983,"12,191","4,803","3,918","6,250","8,968","18,683","83,648","9,299","15,650","20,327","33,630","71,796",1,2,2,"4,809","9,299",0,
TTO,1984,"10,628","4,477","4,190","6,494","7,408","18,667","70,121","8,251","16,930","23,537","31,453","67,667",1,2,2,"4,376","8,251",0,
TTO,1985,"10,162","3,400","4,120","6,388","6,055","18,120","66,244","6,957","17,194","24,908","31,222","64,878",1,2,2,"3,666","6,957",0,
TTO,1986,"11,085","3,740","4,053","6,232","8,214","17,306","67,094","5,649","16,771","24,574","33,849","62,749",1,4,4,"3,603","5,649",0,
TTO,1987,"10,301","3,348","3,740","6,356","6,614","17,318","56,291","4,498","16,633","23,482","24,955","59,887",1,4,4,"3,209","4,498",0,
TTO,1988,"11,135","2,262","3,433","7,304","6,943","17,331","56,507","2,965","15,282","25,891","22,937","57,539",1,4,4,"2,192","2,965",0,
TTO,1989,"11,143","3,053","3,107","8,506","7,520","18,422","50,728","3,511","15,123","25,031","21,733","57,066",1,4,4,"2,721","3,511",0,
TTO,1990,"11,825","2,983","3,497","10,609","7,223","21,597","48,483","3,404","16,391","27,665","22,152","57,924",1,4,4,"2,978","3,653",0,
TTO,1991,"13,621","3,690","3,845","10,059","8,710","22,620","53,783","3,543","16,290","28,406","24,955","59,478",1,4,4,"3,575","3,714",0,"1,585"
TTO,1992,"13,750","3,198","4,128","9,894","7,772","23,180","50,984","2,664","15,704","28,766","18,827","58,498",1,4,4,"3,160","2,833",0,"1,565"
TTO,1993,"15,649","3,524","4,185","10,794","9,569","24,557","52,158","2,744","15,541","29,331","22,029","57,651",1,5,5,"3,416","2,776",0,"1,580"
TTO,1994,"15,237","5,938","4,444","13,540","9,742","29,391","45,406","3,971","16,165","31,182","19,689","59,704",1,6,6,"5,815","3,450",0,"1,592"
TTO,1995,"15,521","6,605","5,043","17,088","12,440","31,782","45,459","4,230","15,776","34,733","20,396","62,067",1,6,6,"6,017","4,360",0,"1,602"
TTO,1996,"17,177","8,419","5,488","17,826","14,191","34,680","48,719","4,235","16,195","31,772","20,786","66,438",1,6,6,"7,988","4,492",0,"1,619"
TTO,1997,"20,758","10,831","5,534","19,358","20,457","35,967","56,809","5,955","16,167","36,181","33,081","71,549",1,6,6,"10,529","6,457",0,"1,627"
TTO,1998,"21,970","12,741","5,487","18,503","20,478","38,167","56,909","6,119","15,409","35,925","32,475","77,384",1,6,6,"11,991","6,404",0,"1,631"
TTO,1999,"25,172","9,035","6,318","21,495","18,964","43,004","63,046","4,305","15,904","37,226","27,749","83,559",1,6,6,"8,857","4,696",0,"1,637"
TTO,2000,"29,559","8,646","6,158","30,503","23,294","51,509","71,515","4,038","15,414","53,972","33,631","89,327",1,6,6,"8,015","4,160",1,"1,664"
TTO,2001,"26,936","14,733","7,568","30,510","24,528","55,155","61,714","5,773","15,705","54,075","36,605","93,055",1,6,6,"14,556","6,322",1,"1,668"
TTO,2002,"32,874","12,770","7,673","28,375","25,183","56,441","72,371","5,058","15,577","49,244","38,846","100,434",1,6,6,"12,348","5,391",1,"1,635"
TTO,2003,"34,233","17,974","9,066","36,971","26,812","71,360","72,650","8,124","15,595","63,429","36,549","114,938",1,6,6,"17,299","8,674",1,
TTO,2004,"44,585","16,661","10,133","45,603","33,015","83,877","91,182","7,296","17,033","71,933","46,677","124,076",1,6,6,"15,717","7,647",1,
