# File: L100.Pop_thous_ctry_Yh.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: Population by country over the historical time period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: thous persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments: Written by L100.Population_downscale_ctry.R; Tue Mar 28 06:33:18 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iso,X1700,X1750,X1800,X1850,X1900,X1950,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010
lie,2.16407084,2.338540998,2.513011157,1.089490881,2.684642307,13.757,21.799,22.196,22.563,22.922,23.288,23.665,24.048,24.436,24.825,25.213,25.6,25.99,26.377,26.761,27.14,27.511,27.878,28.243,28.611,28.986,29.37,29.76,30.154,30.549,30.941,31.328,31.71,32.09,32.47,32.853,33.239,33.626,34.006,34.365,34.696,34.995,35.266,35.521,35.772,36.032
lka,1142.679257,1234.80352,1326.927783,2425.225799,4279.424143,8240.623,12812.407,13063.663,13311.145,13559.172,13810.647,14066.703,14325.64,14584.167,14837.618,15082.771,15317.817,15544.043,15765.034,15986.02,16210.466,16439.169,16669.911,16899.425,17123.045,17337.048,17542.866,17740.936,17925.624,18089.72,18229.498,18340.596,18428.257,18510.095,18610.11,18745.084,18921.794,19134.096,19369.853,19610.604,19842.536,20062.07,20272.269,20473.799,20669.142,20859.949
lso,115.454131,124.7621907,134.0702504,58.12481763,143.2268477,733.942,1054.333,1076.1,1098.849,1123.261,1149.797,1178.551,1209.29,1241.725,1275.421,1309.981,1345.398,1381.537,1417.72,1453.098,1487.079,1519.369,1550.144,1579.9,1609.386,1639.177,1669.19,1699.284,1729.896,1761.558,1794.531,1829.222,1865.218,1900.962,1934.337,1963.878,1988.983,2010.261,2028.976,2047.006,2065.752,2085.561,2106.128,2127.412,2149.201,2171.318
ltu,379.5968446,547.6810406,715.7652366,1054.435679,1780.030401,2567.402,3170.575,3204.064,3237.07,3268.867,3298.964,3327.193,3353.83,3379.395,3404.63,3430.089,3455.403,3480.356,3505.769,3532.724,3561.668,3593.334,3626.602,3657.818,3682.059,3695.89,3698.095,3689.943,3673.606,3652.438,3629.104,3604.044,3577.128,3549.816,3523.732,3500.028,3479.622,3462.402,3447.17,3432.06,3415.748,3397.895,3379.043,3359.799,3341.097,3323.611
lux,46.56299575,50.31696402,54.07093229,23.4419125,57.76381532,296.001,342.56,346.805,351.409,355.635,358.956,361.239,362.669,363.435,363.846,364.158,364.405,364.589,364.897,365.55,366.716,368.467,370.806,373.733,377.218,381.225,385.755,390.778,396.179,401.804,407.522,413.377,419.355,425.216,430.65,435.491,439.509,442.882,446.34,450.888,457.197,465.586,475.714,486.781,497.637,507.448
lva,288.1645531,415.7628404,543.3611277,800.457092,1351.280108,1949,2385.524,2405.177,2424.107,2441.537,2456.971,2470.206,2481.606,2491.929,2502.245,2513.349,2524.804,2536.323,2548.94,2563.992,2582.011,2604.319,2629.552,2652.332,2665.405,2663.905,2645.539,2612.722,2571.11,2528.893,2492.095,2462.617,2438.994,2419.819,2402.452,2384.972,2367.302,2350.34,2334.225,2319.229,2305.528,2293.08,2281.693,2271.198,2261.38,2252.06
mac,30.9079717,33.39981191,35.89165212,15.5604672,38.34294466,196.482,253.879,254.28,252.843,250.548,248.211,245.913,243.725,242.455,243.067,246.23,252.251,260.913,271.665,283.662,296.21,309.212,322.637,335.931,348.443,359.709,369.493,377.886,385.193,391.906,398.426,404.808,411.05,417.435,424.292,431.867,440.265,449.472,459.456,470.127,481.39,493.267,505.709,518.463,531.195,543.656
mar,1676.881738,2051.784584,2426.687429,3201.598436,4510.711596,8953,15706.226,16099.392,16493.298,16893.643,17304.995,17726.625,18158.169,18604.851,19073.204,19566.92,20088.209,20633.004,21190.8,21747.15,22291.062,22818.601,23330.761,23827.539,24310.585,24781.105,25237.951,25679.802,26107.772,26523.6,26928.6,27323.664,27708.647,28082.684,28444.414,28793.236,29129.204,29453.931,29770.316,30082.152,30392.473,30702.084,31011.199,31321.453,31634.524,31951.412
mco,3.146137733,3.399783381,3.653429028,1.583907656,3.902947309,20,23.968,24.282,24.605,24.902,25.153,25.341,25.482,25.617,25.802,26.078,26.459,26.93,27.459,28.004,28.533,29.036,29.521,29.99,30.447,30.896,31.33,31.745,32.154,32.574,33.014,33.485,33.974,34.444,34.84,35.126,35.288,35.341,35.323,35.282,35.26,35.267,35.295,35.336,35.377,35.407
mda,346.1231829,499.3853549,652.647527,961.4532857,1623.063513,2341.003,3645.524,3697.183,3747.974,3795.721,3838.998,3877.052,3910.76,3942.28,3974.656,4009.998,4048.772,4090.009,4132.576,4174.737,4214.996,4252.952,4288.276,4319.579,4345.236,4363.95,4375.242,4378.913,4374.366,4361.061,4338.75,4307.683,4268.37,4221.29,4167.099,4106.736,4040.204,3968.812,3896.409,3827.906,3766.876,3714.961,3671.54,3635.059,3602.853,3572.885
mdg,883.8025494,1135.318025,1386.8335,2086.542993,3085.048496,4083.554,6725.666,6909.376,7100.076,7297.711,7502.097,7713.983,7933.128,8157.215,8383.124,8608.964,8833.875,9059.559,9289.882,9530.197,9784.559,10054.543,10339.739,10639.804,10953.663,11280.625,11620.718,11974.724,12343.496,12728.117,13129.227,13547.271,13981.666,14430.739,14892.172,15364.272,15846.412,16338.968,16842.482,17357.913,17885.967,18426.87,18980.391,19546.282,20124.15,20713.819
mdv,11.59634907,12.53126156,13.46617405,5.838125228,14.38587349,73.718,119.308,123.266,127.491,131.752,135.895,139.851,143.701,147.623,151.872,156.626,161.931,167.708,173.861,180.238,186.72,193.275,199.898,206.522,213.067,219.474,225.709,231.756,237.606,243.256,248.712,253.96,259.002,263.867,268.6,273.236,277.791,282.266,286.665,290.988,295.24,299.419,303.539,307.632,311.739,315.885
mex,4402.154489,5252.830083,6103.505677,7495.40171,13311.13692,27865.814,53441.943,55081.201,56771.626,58492.118,60224.601,61969.362,63723.359,65461.471,67152.555,68776.411,70318.386,71788.766,73223.336,74673.296,76175.154,77741.11,79358.78,81010.093,82666.457,84306.602,85923.799,87523.328,89109.703,90691.331,92272.749,93858.373,95441.345,97001.933,98513.69,99959.594,101329.543,102634.153,103902.569,105175.967,106483.757,107835.259,109220.753,110627.158,112033.369,113423.047
mhl,2.044989526,2.209859197,2.374728868,1.029539976,2.536915751,13,21.309,22.34,23.439,24.534,25.578,26.547,27.467,28.396,29.414,30.578,31.891,33.33,34.89,36.562,38.327,40.196,42.14,44.054,45.802,47.288,48.469,49.369,50.04,50.565,51.008,51.389,51.697,51.93,52.08,52.145,52.131,52.066,51.992,51.968,52.037,52.21,52.487,52.88,53.396,54.038
mkd,207.4961539,284.9928235,362.489493,452.7188812,843.113463,1229.7,1587.484,1607.799,1629.127,1651.721,1675.598,1701.231,1728.165,1754.389,1777.205,1794.83,1806.228,1812.327,1815.719,1820.117,1828.148,1840.767,1857.034,1875.387,1893.409,1909.353,1922.774,1934.265,1944.343,1953.874,1963.484,1973.283,1982.994,1992.404,2001.178,2009.091,2016.075,2022.255,2027.819,2033.039,2038.109,2043.091,2047.922,2052.524,2056.769,2060.563
mli,729.5316086,788.3473799,847.1631512,367.2791206,905.0218619,4637.633,6138.428,6249.101,6364.76,6483.57,6604.259,6725.776,6848.536,6974.443,7106.248,7245.598,7394.73,7552.338,7712.392,7866.571,8009.705,8139.016,8258.615,8378.673,8513.337,8672.868,8861.362,9076.261,9313.042,9564.231,9824.51,10092.753,10371.338,10662.517,10969.725,11295.324,11639.798,12001.887,12380.104,12772.264,13176.642,13592.796,14020.786,14459.99,14909.813,15369.809
mlt,49.07927671,53.03611077,56.99294482,24.70872184,60.88539258,311.997,303.338,303.123,303.243,304.083,305.898,308.788,312.621,317.13,321.925,326.709,331.406,336.046,340.572,344.944,349.135,353.069,356.736,360.256,363.812,367.524,371.455,375.533,379.574,383.314,386.576,389.277,391.499,393.429,395.339,397.42,399.746,402.244,404.787,407.183,409.295,411.084,412.608,413.946,415.22,416.515
mmr,2658.174889,2872.480348,3086.785807,3461.848772,8957.489676,17157.508,26807.57,27475.978,28160.632,28849.728,29534.378,30210.895,30880.196,31543.652,32204.485,32864.901,33524.053,34179.992,34832.636,35481.981,36127.741,36770.437,37409.257,38041.034,38661.616,39268.304,39855.885,40425.088,40985.963,41552.659,42133.199,42735.941,43352.191,43952.526,44496.687,44957.66,45323.903,45609.292,45843.675,46070.248,46321.162,46605.278,46915.826,47250.315,47601.374,47963.012
mne,67.24836112,92.36460508,117.480849,146.723697,273.2484317,398.539,523.214,528.905,535.454,542.304,548.999,555.632,562.247,568.285,573.036,576.069,577.041,576.292,574.92,574.459,575.997,579.821,585.546,592.74,600.697,608.816,617.144,625.63,633.443,639.542,643.227,644.121,642.533,639.309,635.689,632.606,630.299,628.594,627.5,626.912,626.739,627.074,627.962,629.185,630.435,631.49
mng,534.1759772,577.2419276,620.3078781,649.769997,709.2628756,780.2,1319.817,1359.478,1400.15,1441.311,1482.599,1523.908,1565.38,1607.212,1649.71,1693.122,1736.994,1781.213,1826.717,1874.774,1926.002,1981.17,2039.204,2096.653,2148.85,2192.553,2226.469,2251.861,2271.236,2288.37,2306.131,2325.369,2345.618,2366.895,2388.862,2411.369,2434.515,2458.853,2485.177,2514.462,2547.339,2584.143,2624.509,2667.474,2711.659,2756.001
mnp,1.1009909,1.189754194,1.278517488,0.554288484,1.365836411,6.999,13.658,14.142,14.605,14.978,15.232,15.316,15.293,15.39,15.906,17.048,18.906,21.392,24.308,27.362,30.341,33.174,35.906,38.571,41.244,43.973,46.727,49.456,52.161,54.852,57.517,60.173,62.766,65.138,67.075,68.432,69.184,69.393,69.105,68.404,67.381,66.006,64.349,62.707,61.473,60.917
moz,1546.002339,1801.951616,2057.900892,3148.400386,4795.266693,6442.133,9665.565,9882.427,10109.426,10353.943,10620.268,10908.878,11214.834,11530.022,11843.382,12145.501,12441.643,12731.231,12992.962,13199.259,13334.972,13384.409,13365.201,13336.217,13378.1,13547.076,13867.422,14318.167,14854.59,15409.381,15933.452,16412.893,16862.385,17295.521,17735.992,18200.656,18691.461,19200.021,19721.009,20246.287,20770.013,21290.952,21811.326,22332.9,22858.607,23390.765
mrt,103.3792544,111.7138221,120.0483898,52.04578005,128.2473359,657.182,1166.883,1201.462,1237.242,1274.15,1312.132,1351.167,1391.261,1432.406,1474.597,1517.817,1562.144,1607.553,1653.818,1700.638,1747.839,1795.343,1843.352,1892.328,1942.9,1995.548,2050.456,2107.59,2166.948,2228.453,2292.053,2357.678,2425.374,2495.316,2567.741,2642.743,2720.367,2800.333,2882.003,2964.526,3047.249,3129.959,3212.672,3295.254,3377.63,3459.773
msr,2.126946414,2.298423554,2.469900694,1.070800771,2.638587528,13.521,11.626,11.646,11.68,11.723,11.77,11.821,11.875,11.917,11.931,11.906,11.837,11.727,11.592,11.446,11.307,11.165,11.013,10.871,10.769,10.714,10.746,10.842,10.883,10.707,10.21,9.329,8.137,6.832,5.697,4.931,4.608,4.66,4.962,5.322,5.599,5.76,5.845,5.876,5.895,5.934
mtq,34.92228614,37.73776551,40.55324488,17.58145417,43.32291028,222.001,326.918,327.918,328.542,328.748,328.542,327.897,326.945,326.056,325.713,326.254,327.81,330.273,333.448,337.024,340.749,344.615,348.63,352.584,356.223,359.377,361.915,363.904,365.618,367.459,369.709,372.461,375.604,378.962,382.276,385.349,388.133,390.681,393.022,395.211,397.292,399.262,401.101,402.804,404.376,405.814
mus,77.59225106,83.84783758,90.10342409,39.06343934,96.2572186,493.254,840.108,852.981,865.777,878.87,892.492,906.825,921.718,936.66,950.931,964.023,975.852,986.62,996.476,1005.669,1014.45,1022.704,1030.542,1038.704,1048.161,1059.548,1073.25,1088.939,1105.659,1122.04,1137.098,1150.448,1162.388,1173.451,1184.47,1196.027,1208.279,1220.935,1233.594,1245.669,1256.742,1266.684,1275.65,1283.849,1291.609,1299.172
mwi,453.1539484,489.6877992,526.2216501,228.1381392,562.1610157,2880.7,4667.889,4814.073,4969.175,5132.087,5301.861,5481.074,5670.199,5863.933,6055.046,6239.898,6409.111,6567.327,6741.249,6967.388,7268.257,7661.008,8128.34,8616.602,9051.225,9380.892,9583.696,9681.728,9721.62,9772.164,9883.35,10070.605,10319.125,10612.353,10922.265,11228.756,11529.337,11833.102,12144.945,12472.794,12822.587,13195.329,13589.404,14005.113,14442.29,14900.841
mys,234.7070117,253.6293911,272.5517706,503.3186007,2119.636069,6109.907,11182.967,11461.117,11742.976,12027.04,12312.736,12600.292,12891.897,13191.366,13503.629,13832.586,14178.739,14542.156,14925.545,15331.937,15762.856,16220.169,16701.745,17200.067,17704.839,18208.562,18707.774,19204.087,19701.263,20205.446,20720.81,21247.102,21781.499,22322.448,22867.698,23414.909,23964.621,24515.323,25060.184,25590.453,26100.241,26586.287,27051.142,27502.008,27949.395,28401.017
myt,2.381783571,2.573806008,2.765828446,1.199097291,2.95472626,15.141,38.29,39.955,41.712,43.495,45.268,47.016,48.777,50.63,52.684,55.016,57.665,60.618,63.844,67.287,70.912,74.685,78.63,82.829,87.402,92.413,97.901,103.795,109.918,116.028,121.949,127.624,133.089,138.384,143.585,148.753,153.887,158.983,164.101,169.315,174.681,180.217,185.922,191.805,197.87,204.114
nam,76.33694211,82.49132401,88.64570591,38.43146018,94.69994262,485.274,804.31,829.81,855.97,881.536,905.652,928.223,949.709,970.537,991.357,1012.824,1034.636,1057.115,1082.264,1112.679,1150.038,1195.331,1247.573,1304.005,1360.71,1414.83,1465.201,1512.524,1558.055,1603.865,1651.352,1700.975,1751.872,1802.579,1851.034,1895.839,1936.399,1973.408,2008.342,2043.339,2079.951,2118.653,2158.984,2200.422,2242.078,2283.289
ncl,10.19726162,11.01937789,11.84149417,5.133761493,12.65023282,64.824,109.421,114.294,119.408,124.283,128.571,132.158,135.149,137.7,140.061,142.424,144.832,147.247,149.695,152.19,154.749,157.383,160.123,163.039,166.211,169.689,173.502,177.618,181.946,186.358,190.756,195.116,199.443,203.708,207.888,211.965,215.914,219.741,223.496,227.258,231.08,234.976,238.926,242.911,246.9,250.87
ner,387.2464528,418.4667571,449.6870614,194.9573329,480.3993434,2461.726,4505.018,4640.56,4779.869,4923.337,5071.204,5223.853,5381.141,5542.178,5705.724,5871.03,6038.229,6208.128,6381.552,6559.627,6743.501,6933.529,7130.57,7336.924,7555.416,7788.198,8036.341,8299.868,8578.542,8871.631,9178.575,9499.892,9835.945,10185.812,10548.219,10922.421,11308.134,11706.182,12118.322,12546.945,12993.884,13460.138,13945.662,14450.007,14972.257,15511.953
nga,5955.598772,6435.746762,6915.894752,2998.317077,7388.229689,37859.746,58745.411,60191.508,61720.304,63363.756,65141.058,67067.499,69127.157,71269.619,73424.869,75543.388,77604.166,79623.647,81635.55,83691.577,85828.707,88057.486,90363.921,92731.304,95133.496,97552.057,99986.136,102444.773,104931.559,107452.627,110014.688,112618.306,115268.715,117983.368,120784.408,123688.536,126704.722,129832.447,133067.097,136399.438,139823.34,143338.939,146951.477,150665.73,154488.072,158423.182
nic,188.9245112,204.1558469,219.3871826,353.8502946,563.8014693,1294.993,2472.476,2549.185,2628.337,2709.983,2794.083,2880.571,2969.183,3059.408,3150.596,3242.19,3334.287,3426.782,3518.721,3608.911,3696.667,3781.07,3862.724,3944.304,4029.509,4120.797,4219.176,4323.263,4430.182,4535.802,4637.04,4733.164,4824.799,4911.886,4994.73,5073.704,5148.635,5219.724,5288.271,5356.012,5424.336,5493.527,5563.654,5635.577,5710.23,5788.163
niu,0,0,0,0,0,4.667,4.963,4.727,4.455,4.192,3.973,3.808,3.689,3.599,3.51,3.403,3.273,3.13,2.981,2.84,2.716,2.611,2.522,2.448,2.385,2.333,2.292,2.26,2.233,2.204,2.168,2.123,2.069,2.011,1.953,1.9,1.852,1.809,1.768,1.728,1.686,1.643,1.598,1.555,1.511,1.468
nld,1883.753245,2062.627182,2241.501119,3071.509238,5098.031149,10027.047,13097.251,13231.426,13360.546,13483.746,13600.423,13710.713,13814.863,13912.617,14003.707,14088.274,14166.213,14238.594,14308.217,14378.74,14452.941,14531.566,14614.382,14701.901,14794.378,14891.719,14994.691,15102.709,15212.612,15320.112,15422.165,15517.122,15605.817,15690.705,15775.532,15862.825,15953.446,16045.935,16137.709,16225.091,16305.457,16377.959,16443.483,16503.263,16559.268,16612.988
nor,499.9807052,695.8064814,891.6322576,1391.946283,2229.913945,3265,3906.49,3934.529,3961.021,3985.401,4007.312,4026.586,4043.44,4058.407,4072.258,4085.621,4098.699,4111.566,4124.588,4138.15,4152.56,4168.003,4184.566,4202.325,4221.299,4241.485,4262.932,4285.62,4309.369,4333.931,4359.096,4385.139,4412.092,4439.248,4465.664,4490.859,4513.953,4535.599,4558.66,4587.046,4623.298,4668.802,4722.016,4778.959,4834.002,4883.111
npl,3059.970505,3306.669241,3553.367976,3984.606399,4837.011858,8230.991,12189.968,12472,12763.547,13064.044,13373.069,13690.544,14016.547,14351.017,14693.93,15045.329,15405.456,15774.532,16152.598,16539.682,16936.006,17341.408,17756.51,18183.258,18624.187,19081.064,19554.17,20042.806,20546.441,21064.15,21594.872,22137.784,22691.788,23255.046,23825.372,24400.606,24980.184,25562.573,26143.53,26717.875,27281.945,27833.665,28373.838,28905.358,29432.743,29959.364
nru,0.464527236,0.501978016,0.539428796,0.233863965,0.57627017,2.953,6.619,6.743,6.862,6.972,7.07,7.156,7.235,7.311,7.393,7.488,7.597,7.719,7.855,8.007,8.174,8.356,8.55,8.752,8.956,9.157,9.354,9.544,9.719,9.863,9.97,10.033,10.058,10.056,10.046,10.041,10.046,10.057,10.075,10.094,10.114,10.133,10.154,10.18,10.212,10.255
nzl,99.98380766,99.98380766,99.98380766,89.9854269,806.8693278,1908.001,2871.885,2930.577,2990.13,3042.757,3083.108,3109.01,3122.855,3129.44,3135.831,3147.183,3165.407,3189.133,3216.318,3243.586,3268.709,3290.651,3310.922,3332.798,3360.829,3397.983,3446.005,3503.125,3564.531,3623.421,3675.06,3717.342,3752.131,3783.47,3817.367,3858.032,3906.83,3961.978,4020.769,4079.13,4134.117,4184.903,4232.461,4277.809,4322.628,4368.136
omn,255.8139029,276.4379469,297.0619909,324.5262127,393.0194879,456.418,758.06,787.002,819.375,856.23,898.286,945.679,998.1,1055.217,1116.489,1181.337,1249.858,1321.65,1395.032,1467.846,1538.575,1605.464,1668.734,1731.168,1796.822,1868.055,1947.042,2031.377,2113.398,2182.619,2232.018,2258.73,2266.469,2262.969,2259.398,2264.163,2279.171,2302.874,2335.967,2378.336,2429.51,2490.62,2561.187,2636.963,2712.141,2782.435
pak,5905.674915,6381.797979,6857.921044,2973.183155,7326.29655,37542.38,61033.754,62751.275,64551.904,66456.937,68482.526,70632.133,72904.319,75303.46,77832.927,80492.664,83280.137,86187.238,89200.001,92300.277,95470.38,98710.951,102011.892,105332.464,108621.443,111844.679,114970.102,118010.303,121029.915,124121.817,127346.713,130737.306,134255.952,137808.222,141261.069,144522.192,147557.907,150407.242,153139.895,155860.066,158645.463,161513.324,164445.596,167442.258,170494.367,173593.383
pan,0,0,0,130.097658,253.4495116,860.092,1552.391,1595.314,1638.624,1682.398,1726.672,1771.458,1816.673,1862.142,1907.645,1953.029,1998.261,2043.413,2088.59,2133.947,2179.624,2225.634,2272.029,2319.035,2366.933,2415.926,2466.083,2517.356,2569.672,2622.903,2676.926,2731.717,2787.228,2843.276,2899.636,2956.126,3012.635,3069.123,3125.565,3181.969,3238.321,3294.583,3350.673,3406.487,3461.901,3516.82
per,1299.993357,1307.076654,1314.159952,2000.989775,3647.98136,7632.461,13559.712,13941.958,14333.692,14734.523,15143.887,15561.809,15987.545,16418.798,16852.621,17286.832,17720.017,18152.344,18585.148,19020.616,19460.111,19903.833,20350.457,20797.983,21243.7,21685.537,22122.065,22553.275,22980.182,23404.523,23827.163,24248.671,24667.356,25079.136,25478.577,25861.887,26228.274,26579.252,26916.342,27242.033,27558.769,27866.387,28166.078,28463.338,28765.162,29076.512
phl,1631.346248,1762.867469,1894.38869,3144.545932,6376.150167,18396.52,36485.095,37545.635,38633.697,39749.34,40892.836,42064.468,43265.378,44497.521,45763.245,47063.923,48399.114,49767.259,51166.963,52596.291,54052.849,55537.11,57046.529,58572.071,60102.139,61628.668,63146.876,64659.225,66173.874,67703.053,69255.386,70831.419,72427.13,74040.838,75669.587,77309.965,78964.389,80630.416,82293.99,83936.698,85546.427,87116.275,88652.631,90173.139,91703.09,93260.798
plw,1.170520544,1.264889407,1.35925827,0.589292843,1.452091546,7.441,11.656,11.853,12.045,12.195,12.28,12.284,12.225,12.151,12.127,12.197,12.383,12.667,13.015,13.371,13.698,13.982,14.237,14.485,14.762,15.089,15.471,15.894,16.345,16.804,17.254,17.694,18.122,18.522,18.876,19.172,19.402,19.573,19.698,19.803,19.906,20.011,20.118,20.228,20.346,20.472
png,268.7103653,290.3741386,312.0379119,135.2809193,333.3491685,1708.192,2503.009,2576.02,2652.505,2730.77,2809.595,2888.403,2967.506,3047.644,3129.991,3215.339,3304.033,3395.633,3489.227,3583.521,3677.658,3771.385,3865.23,3960.087,4057.228,4157.654,4261.537,4368.815,4479.959,4595.463,4715.617,4840.693,4970.478,5104.153,5240.56,5378.824,5518.586,5659.946,5803.029,5948.135,6095.437,6244.916,6396.307,6549.268,6703.361,6858.266
pol,6000.003142,7844.170775,9688.338407,13000.00681,24750.01296,24824.013,32803.069,33084.382,33373.543,33669.65,33971.911,34279.654,34593.234,34913.558,35241.738,35577.214,35921.102,36269.149,36608.819,36923.674,37201.804,37438.003,37634.787,37797.656,37935.815,38056.174,38160.714,38247.716,38316.289,38364.54,38391.778,38398.942,38389.116,38366.42,38336.047,38302.444,38266.81,38230.497,38198.151,38175.134,38165.04,38170.33,38189.762,38218.462,38249.228,38276.66
pri,213.5643396,230.7821698,248,495,959,2218,2751.922,2793.569,2839.615,2888.504,2938.911,2990.868,3044.298,3097.569,3148.633,3196.011,3239.084,3278.156,3313.869,3347.316,3379.401,3409.992,3439.048,3467.679,3497.297,3528.815,3562.523,3597.861,3633.785,3668.794,3701.618,3732.293,3760.658,3785.04,3803.374,3814.353,3817.231,3812.847,3803.48,3792.373,3781.986,3773.097,3765.404,3758.981,3753.576,3749.009
prk,3846.642375,4156.763602,4466.88483,4569.278784,4914.398145,9736.822,14642.731,15034.521,15411.302,15759.909,16072.089,16341.363,16572.788,16784.068,17000.252,17239.34,17508.435,17802.273,18111.491,18421.195,18720.888,19006.458,19282.372,19556.657,19841.107,20143.212,20466.18,20804.249,21145.052,21471.407,21770.898,22038.893,22278.723,22495.715,22698.674,22894.095,23083.419,23264.576,23436.55,23597.383,23745.941,23882.465,24008.606,24126.329,24238.179,24346.229
prt,1993.892748,2532.659185,3071.425621,3804.347364,5387.498206,8416.969,8732.165,8820.645,8939.024,9070.905,9203.339,9333.952,9463.583,9586.166,9695.175,9785.924,9855.958,9905.701,9937.389,9955.005,9962.255,9958.747,9945.601,9930.001,9921.12,9925.477,9946.333,9982.069,10028.171,10077.548,10124.943,10169.044,10211.281,10252.334,10293.668,10336.209,10379.756,10423.256,10465.808,10506.253,10543.663,10577.63,10608.036,10634.612,10657.175,10675.572
pry,122.9416721,132.853387,142.7651018,349.4250743,439.2772363,1473.245,2544.362,2606.357,2669.285,2734.247,2802.133,2873.058,2947.064,3024.857,3107.259,3194.768,3287.677,3385.626,3487.626,3592.275,3698.465,3805.813,3914.302,4023.628,4133.551,4243.86,4354.331,4464.78,4575.121,4685.32,4795.365,4905.15,5014.65,5124.05,5233.615,5343.539,5453.921,5564.709,5675.754,5786.836,5897.816,6008.597,6119.295,6230.242,6341.892,6454.548
pse,262.1030628,283.2341469,304.3652311,357.7208228,566.6233361,931.926,1144.161,1180.264,1227.284,1276.627,1322.064,1362.064,1398.736,1433.821,1470.297,1510.36,1554.6,1602.309,1652.945,1705.584,1759.763,1815.117,1872.515,1934.197,2003.149,2081.424,2169.061,2265.03,2368.849,2479.672,2596.289,2719.644,2848.359,2976.131,3094.711,3198.56,3284.92,3356.379,3419.418,3483.483,3555.582,3637.689,3728.259,3826.546,3930.672,4039.192
pyf,9.547898792,10.3176626,11.08742641,4.806842953,11.84466449,60.696,114.591,118.303,122.041,125.862,129.803,133.865,138.027,142.29,146.651,151.098,155.637,160.251,164.893,169.5,174.024,178.45,182.788,187.044,191.237,195.383,199.464,203.481,207.494,211.583,215.798,220.172,224.667,229.171,233.532,237.638,241.448,245,248.357,251.622,254.87,258.119,261.345,264.541,267.685,270.764
qat,3.932357552,4.249389247,4.566420942,1.979726179,4.878293842,24.998,118.21,129.227,140.846,152.21,162.835,172.151,180.656,190.192,203.285,221.594,245.74,274.72,306.542,338.365,368.006,395.144,420.058,441.932,459.949,473.722,482.926,488.204,491.42,495.126,501.371,512.422,528.787,548.828,569.87,590.957,608.057,624.173,653.5,715.146,820.986,978.336,1178.192,1396.06,1597.765,1758.793
reu,39.02956895,42.17618272,45.32279648,19.64924562,48.41820799,248.111,470.253,475.664,479.16,481.993,485.134,488.763,492.757,497.428,503.071,509.883,518.099,527.682,538.195,549,559.64,569.94,580.048,590.203,600.78,612.034,624.006,636.547,649.488,662.59,675.664,688.66,701.577,714.327,726.817,738.984,750.771,762.178,773.264,784.124,794.833,805.399,815.803,826.048,836.137,846.068
rom,2499.999693,4120.416161,5740.832629,7999.999019,10999.99865,16310.998,20473.447,20674.98,20863.942,21051.489,21245.107,21447.2,21652.976,21854.285,22039.699,22201.389,22333.737,22439.782,22530.615,22622.239,22724.837,22845,22975.571,23096.515,23179.894,23206.719,23169.554,23077.6,22948.987,22810.195,22680.954,22567.385,22465.454,22372.555,22282.69,22191.683,22100.007,22010.781,21925.307,21845.264,21771.749,21705.175,21644.886,21589.544,21537.219,21486.371
rus,15184.81723,21908.60282,28632.38842,42180.04786,71205.64011,102702.461,131095.45,131838.01,132616.141,133417.243,134232.512,135063.873,135919.205,136801.278,137713.118,138655.363,139619.492,140598.335,141593.874,142609.801,143642.108,144695.549,145748.948,146740.928,147591.465,148243.501,148673.813,148897.737,148945.559,148866.314,148698.582,148456.965,148139.274,147749.214,147286.725,146757.517,146161.742,145519.641,144880.469,144306.982,143843.159,143510.059,143294.533,143163.1,143064.078,142958.164
rwa,325.970544,352.2507061,378.5308682,164.1082762,404.383395,2072.195,3866.501,3988.895,4116.446,4249.861,4389.619,4536.057,4688.997,4847.747,5011.299,5178.927,5343.129,5502.531,5669.024,5859.27,6080.907,6356.23,6672.124,6959.599,7124.87,7109.538,6871.192,6452.688,5984.449,5648.306,5570.206,5803.83,6297.733,6944.116,7582.861,8098.344,8456.968,8696.378,8857.859,9009.655,9201.727,9441.406,9710.531,10004.092,10311.275,10624.005
sau,1456.152417,1573.549287,1690.946157,1810.792269,2081.387285,3121.337,6028.687,6311.207,6622.572,6966.138,7344.638,7756.072,8200.523,8684.651,9217.019,9801.475,10440.852,11126.57,11836.762,12542.098,13220.479,13862.213,14469.298,15045.709,15600.314,16139.053,16669.764,17189.075,17679.72,18117.969,18491.845,18786.467,19020.639,19256.649,19578.923,20045.276,20681.576,21463.072,22334.371,23213.767,24041.116,24799.436,25504.176,26166.639,26809.105,27448.086
