# File: GCAMFAOSTAT_NFertilizer.csv
# Title: FAO fertilizer production and consumption by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:RFN FAO.udpate:2024-07-17T00:00:00)
# Date of CSV last update: 2024-10-15
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
41,"China, mainland",3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,3369000,3370000,3859000,4451000,3849000,5039000,4755000,7073000,9280000,10641000,12112100,11528300,12274900,13722000,15179500,13838300,13576100,16803900,18514000,18855296,19557800,19970500,20329000,18003300,19160000,23781500,25275000,22949700,22887000,24142000,22139168,22422712,25040933.33,25198324.67,26232233.33,26636828.33,27244473.86,27982007.23,28390797.04,28961333.33,29531824.95,30131119.67,30632100.21,30800704.19,30981666.67,30795477,30387931,29544991,28141472,26737666.67,25741925.33,25099666.67,24437417.67
41,"China, mainland",3102,Nutrient nitrogen N (total),5510,Production,t,1680000,2082000,2645000,3220000,3017000,3964000,4042000,5751000,7903100,9095900,10286000,10154000,10458000,11322500,12452000,11666700,11858500,13684900,13953700,14519300,14915500,15300700,15962619,15581034,16342016,19035070,21042778,20232134,21530000,22833057,21559100,22075728,23352352.03,25766680.19,27608176.86,26932057.59,27733734.66,31252787.07,30942146.41,30965619.35,33928761.36,33856908.59,35234573.55,36138484.63,39595785.82,40465381.83,33794853.74,31147714.68,28914169.24,32396037.49,28240959.43,28049918.81,25568398.02
44,Colombia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,63520,78173,109000,125700,122700,111305,142740,144000,133749,151024,151200,143000,149400,157360,180990,184100,224429,244999,261700,268900,311800,298900,255400,251900,252800,241400,236000,265200,296800,299800,334300,301383,358695.41,374170.86,378297.92,345419.36,345085.17,355499.99,338896.47,367566.92,404440.08,442646.39,421988.8,387838.16,463158.22,468536.73,433134.51,532467.51,490329.17,462065.73,528009.48,489420.75,398585.63
44,Colombia,3102,Nutrient nitrogen N (total),5510,Production,t,61218,68539,77490,81336,86673,65547,66392,71600,59395,56669,41900,42200,48300,53940,60444,65065,97400,91386,97759,100400,99700,98800,85600,82100,95000,92700,109000,92300,93000,75500,76700,77762,81000,86200,77200,54700,67500,70200,70200,83300,116900,107800,80500,77700,98100,95400,84900,87200,92400,92100,90500,90500,90500
45,Comoros,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25.75,8.78,6.453333333333333,4.126666666666667,1.8,5.8149999999999995,9.83,7.84,6.34,5.88,5.42,3.09,1.14,1.13,20.6,2.25,7.17,39.13,152.85,79.73,94.08
45,Comoros,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Congo,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,3141,4600,3600,1200,200,200,120,110,100,90,176,154,900,800,900,1300,700,100,500,207,641,1300,1100,1000,900,1000,2000,2000,2000,2000,2000,2648,2010,1372,734,9,24,64,252,913,110,282,681.61,637.43,290.4,636.84,318.76,332.94,503.33,820.85,3085.86,2172.31,2689.32
46,Congo,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Cook Islands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,12,19,28,4,18,19,7,7,15.21,7.98,7.37,23.17,32.22,13.62,11.7,13.22,18.74,14.79,2.19
47,Cook Islands,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Costa Rica,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,37365,26800,25900,34000,33900,31100,28488,40543,40880,39400,40500,45200,49000,54000,50600,49000,52000,55000,58970,63000,55600,62400,65000,60000,70000,70000,89000,100000,104000,80000,68000,53223,54917.3,77398.81,63074.05,68020.16,71534.41,74154.9,81537.78,45373.7,61204.54,94606.97,87871.7,89977.62,77922.43,85177.55,98943.49,90742.34,96211.97,93281.24,94724.11,81386.45,70110.95
48,Costa Rica,3102,Nutrient nitrogen N (total),5510,Production,t,12047,17391,16201,27000,30000,30000,30791,32355,33100,36000,40000,42000,50000,36000,40500,30500,32000,30000,27700,24000,30200,39400,39900,49000,40600,44000,56000,41000,32000,52600,13400,500,458.3333333333333,416.6666666666667,375,333.33333333333337,291.66666666666663,250,208.33333333333331,166.66666666666669,125,83.33333333333331,41.666666666666686,0,0,0,0,0,0,0,0,0,0
49,Cuba,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,158800,122900,103100,130400,139800,156300,187200,223000,225000,280400,267400,314992,276703,248700,294400,293600,328400,306400,304700,366700,283000,240000,192000,120000,72000,100000,100000,133000,107000,72300,78000,116600,63804.92,21886.79,39887.54,29194.24,44389.23,35586.05,33216.63,13650.9,56986.27,56496.34,59659.05,70564.42,78389.09,62384.01,48839.25,52766.36,40019.11,40019.11,40019.11,40019.11,15089.24
49,Cuba,3102,Nutrient nitrogen N (total),5510,Production,t,4537,5181,1607,20000,45900,82000,68700,49600,34300,131500,111900,142198,96050,91571,169062,175518,167174,156937,142114,145927,140000,120000,100000,70000,15000,55000,60000,62000,50000,50000,50000,50000,5053.14,7175.03,17189.86,9338.13,14173.52,15866.94,13967.12,9103.29,12044.26,15135.97,19844.06,21327.44,18945.26,19600,13400,9600,9400,5000,8100,5022.01,2260.27
50,Cyprus,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,14789,14215,16618,19645,7441,7466,9148,6128,7690,9136,8197,9036,11638,10491,10188,10088,11284,11926,12141,12904,12622,12272,15999,14512,14404,12948,13765,10760,10824,10884,7828,7908,8629,9591,8209,7225,6638,6340,4785,7031,8437,7408,8791,6979,6242,7940,7968.23,7968.14,7773.16,8168.98,8072.46,6551.82,5773.72
50,Cyprus,3102,Nutrient nitrogen N (total),5510,Production,t,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,8910,8008.5,7107,6205.5,5304,16468,11192,10331.076923076924,9470.153846153846,8609.23076923077,7748.3076923076915,6887.384615384615,6026.461538461538,5165.538461538462,4304.615384615384,3443.6923076923076,2582.7692307692305,1721.8461538461543,860.9230769230762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,418578,435426,468820,465102,506556,531969,582000,601000,628000,630000,675000,615000,634000,656400,692300,674000,646300,587700,644400,669900,588300,287800,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Czechoslovakia,3102,Nutrient nitrogen N (total),5510,Production,t,352141,336329,409500,413800,483300,496000,568000,605000,625000,650300,705000,674000,656000,685700,687500,689600,700000,625355,585758,674996,604001,535800,413700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Azerbaijan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,50000,34000,34000,34000,16600,20000,13000,13800,2100,9900,15751,12586,19645,17575,20356,16783,29670,19277,12812,22512,27541.31,25389.71,37957.3,89732,86584,71689,118933.89,69567.67,87688.64,35298.38,16489.32
52,Azerbaijan,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52394.12,32589.92,146697.63,165432.17
53,Benin,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,2000,2200,2058,1300,1341,791,1000,700,1600,900,382,527,1100,3000,3566,3800,4309,3432,2121,1100,5116,5010,6197,7867,7741,14000,14453,18764,15338,34600,14300,15100,23558,1318,145,413,11,576,357,5794,12079,4130,8936.76,5029.22,14764.21,184.86,14183.61,45.91,48067.22,75342.4,56309.22,57531.04,67180.01
53,Benin,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Denmark,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,289341,308252,329476,365148,300445,339088,349497,373710,379884,393900,374099,375972,391392,419037,398147,382087,381263,367000,376900,400400,394900,370000,333000,325000,316000,291000,288000,283000,263000,248000,234000,210629,202000,206000,182171,179046,190309,192937,218223,186981,180105,183151,189000,178564,204668,225054,240725.87,236492.16,224386.79,225242,233477,202571,195958
54,Denmark,3102,Nutrient nitrogen N (total),5510,Production,t,73723,75063,77213,63593,81339,80033,109301,116836,121318,130936,146687,130703,161300,202514,186727,169284,157985,190600,191000,200400,184900,173400,171000,179000,163000,165000,150000,156000,150000,184000,131000,132000,116165,148459,92787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Dominica,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1600,1600,1600,1600,1600,1600,1600,1800,1400,500,900,1000,1283,784,800,900,1000,1000,1000,2000,2200,2400,2000,2000,1800,1077,929,1000,1000,1000,1000,1000,157,247,347,408,158,616,203,121,114,186,119.08,292.9,56.23,314.83,93.38,103.6,50.08,226.97,130.76,74.29,34.55
55,Dominica,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Dominican Republic,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,15676,25996,41300,40625,46700,30000,35000,32000,27878,34325,28200,31400,30700,25000,31300,33000,31000,34800,26602,39166,47002,51000,42700,39900,45700,50000,50000,55400,51300,52900,48500,60018,51430,40693,41808,36841,49254,44450,43134,45787,54065,45215,33805,36689,43907.04,60652.57,65587.84,70494.35,129321.41,115698.3,125254.7,104845.05,104845.05
56,Dominican Republic,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Belarus,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,250000,227000,200000,230000,260000,280000,280000,286000,280000,290000,247200,310000,346300,406000,479300,447300,523500,553600,529900,601100,557307,534836,456071,443777,348508,406846,404895,407225,461857,427962,462666
57,Belarus,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,567700,457800,404800,429000,449600,378900,442500,534400,574300,608200,644420,635865,665034,682065,711548,749944,727975,731378,771295,813922,832766,833096,841911,861185,843010,854320,869965,988187,958943,958943,958943
58,Ecuador,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,18011,8600,20000,28700,22138,13549,49500,58259,40367,43332,40700,34800,33200,47000,43000,43238,31077,27748,32001,45803,39421,44700,42700,49000,48000,56000,65000,90600,88100,69800,71600,226367,132311,119857,135632,116291,126268,118168,156382,151261,159096,178586,172934.27,161466.05,173443.72,138617.44,196435.87,200593.86,219923.07,208212.58,208212.58,208212.58,162290.91
58,Ecuador,3102,Nutrient nitrogen N (total),5510,Production,t,2200,1800,1400,1500,2000,1726,1887,1581,1600,2488,2400,2500,3000,2100,2700,2606.896551724138,2513.793103448276,2420.689655172414,2327.5862068965516,2234.4827586206898,2141.3793103448274,2048.2758620689656,1955.1724137931035,1862.0689655172414,1768.9655172413793,1675.8620689655172,1582.7586206896551,1489.655172413793,1396.551724137931,1303.4482758620688,1210.344827586207,1117.2413793103449,1024.1379310344828,931.0344827586207,837.9310344827586,744.8275862068965,651.7241379310344,558.6206896551726,465.51724137931024,372.41379310344837,279.31034482758605,186.20689655172418,93.10344827586187,0,0,0,0,0,0,0,0,0,0
59,Egypt,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,330809,324504,360923,358161,360000,415000,427724,459504,490461,500000,554000,585000,631900,610000,594000,640300,795500,786500,794500,754116,745146,775000,743742,849538,720736,970000,1002600,915000,1014000,984400,1073416,1099000,1151300,1190800,1372900,1309000,1239000,1120000,1139100,1193200,1158700,1207000,1086800,1104100,1124600,1219300,1280500,1314900,1334200,1253400,1331900,1331900,1331900
59,Egypt,3102,Nutrient nitrogen N (total),5510,Production,t,118342,120000,151800,50700,100200,150540,169913,195171,216456,263930,400472,482000,663400,639000,625000,690000,665000,650000,700000,700000,676123,823594,762307,862646,895100,1031000,1019400,943800,1111000,1268500,1287455,1578160,1557510,1558830,1584400,1552008,1750977,2286460,2618560,2723590,2800020,2687430,2391830,2660000,2660000,2200000,2671800,3442100,3423700,3411900,3605600,3605600,3605600
60,El Salvador,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,45000,63000,65000,68000,62500,65000,77106,77118,84192,50600,47649,66521,44209,59376,39831,61151,49120,64471,67808,56155,52717,55403,53669,52720,46000,41887,60000,72100,57000,56808,48453,48274,34510,36496,46957,68253,52360,64920,74283,65253,73674,82652,71085.4,69169.06,49633.45,58092.6,47349.49,34304.68,54274.12,25165.67,40437.47,52142.35,19609.59
60,El Salvador,3102,Nutrient nitrogen N (total),5510,Production,t,8000,7000,2000,7000,7000,5300,4455,12400,24449,15000,13602.125,12204.25,10806.375,9408.5,8010.625,6612.75,5214.875,3817,7729,5453,11169,9195,7615,6853.5,6092,5330.5,4569,3807.5,3046,2284.5,1523,761.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Equatorial Guinea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1200,1200,1200,100,100,100,100,100,100,100,100,106.1290909090909,112.25818181818182,118.38727272727273,124.51636363636364,130.64545454545456,136.77454545454546,142.90363636363637,149.03272727272727,155.16181818181818,161.29090909090908,167.42000000000002,173.54909090909092,179.67818181818183,185.80727272727273,191.93636363636364,198.06545454545454,204.19454545454545,210.32363636363635,216.45272727272726,222.58181818181816,228.7109090909091,234.84,216.24,404,260,323.67,286.71,326.11,332.99,362.61,403.46,353.41,431.8,445.87,570.61,468.18,586.68,505.17,264,268,250,250
61,Equatorial Guinea,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Ethiopia PDR,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,2300,2245,4922,6074,7987,11000,11000,7344,9851,16000,16000,16000,14300,16500,13000,5000,12400,19900,30200,38000,42100,26500,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Ethiopia PDR,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Estonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,39000,29945,26384,19000,16600,20471,24932,19550,22390,19603,16700,23255,24833,20083,22610,24982,35455,27328,28628,29803,32978,33659,35806,36276,36390,37333,38867,41438,41486,46767,42053
63,Estonia,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,41900,16100,50928,55800,52300,41800,29300,40358,37878,39517,24264,34000,66601,100985,99350,96405,91750,9784,721,261,264,365,241.8,118.59,111.22,247.9,263.98,263.98,263.98,263.98,263.98
64,Faroe Islands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,399.03,673.98,6.41,6.8,6.85,6.85
64,Faroe Islands,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Fiji,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,4887,6199,7480,6798,9152,7200,9000,9900,9000,12100,10800,12800,10300,7500,10100,7800,11300,10600,10100,13200,12000,10000,8500,9000,9000,10000,10000,10200,8900,6400,2500,5000,9377,3178,7659,6593,4220,4025,6758,2747,2435,3533,3963.5,3707.92,2787.9,5825.57,4219.75,5064.69,3003.09,4253.48,5585.95,3024.72,3248.44
66,Fiji,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Finland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,169373,182108,179440,206660,226442,199315,161377,168385,183322,196241,196936,183581,215991,204775,196060,202170,212300,214586,211207,231361,206400,166450,174000,171000,183000,183020,174000,177000,175000,176000,167000,165000,160403,159288,154708,149562,148161,148784,162905,136009,156523,138900,138900,138136,147373,143479,138128,138948,138385,146798,139316,145807,104922
67,Finland,3102,Nutrient nitrogen N (total),5510,Production,t,193175,200876,242928,243556,252212,202047,190351,185437,246194,259504,266200,235700,262610,301913,302728,282000,287000,281200,281100,277610,268000,191900,224000,237000,235000,247000,231000,238000,227000,236000,253000,263000,267709.54,190123.83,251045.69,262213.12,229908.33,279459.64,305032.44,256052.27,312274,261087.29,298159.01,370900.61,203117.7,283410.19,250602.14,195806.73,195806.73,313328.24,286964.69,333426.42,104779.68
68,France,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1453446,1524827,1588051,1833083,1554800,1707800,1815000,1831700,1978000,2134800,2146500,2193000,2196000,2320000,2337000,2408000,2568400,2557100,2605000,2660000,2492000,2569000,2154000,2222000,2308300,2391700,2523900,2513100,2488100,2571400,2316300,2397000,2203200,2375400,2324000,2205000,2204665,2402000,2099000,1900820,2043000,1944450,2024929,2168441,2159477,2239842,2191727,2347437,2169735,2024798,2090172.6,1983186.74,1733620.72
68,France,3102,Nutrient nitrogen N (total),5510,Production,t,1351069,1416802,1476486,1642300,1694100,1361000,1462000,1470000,1781000,1780000,1640200,1553000,1583000,1728000,1779000,1628000,1704000,1540000,1675000,1572000,1524000,1636000,1333000,1524000,1493000,1490000,1616000,1484000,1436000,1422800,983000,1106000,1101414.37,1030127.14,1074917.74,985119.09,1430539.14,1792211.75,1553683.99,1360195.49,1358154.38,324190.98,345291.89,524849.62,279091.48,469045.1,361926.38,354212.38,501720.2,406491.36,0,205863.86,30905.67
69,French Guiana,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,101,101,101,101,101,101,101,101,101,100,100,202,225,382,400,378,515,500,534,300,700,900,600,600,1000,1000,1000,1000,400,400,400,400,535.36,594.24,650.56,539.52,594.45,672.13,623.33,547.35,656.64,714.67,714.86,877.04,991.76,846.91,908.8,1036.98,1051.47,1022.3,1166.09,1274.49,1274.49
69,French Guiana,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,French Polynesia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,50,50,50,50,50,100,194,206,317,255,258,276,343,394,800,400,300,300,300,300,300,300,400,400,400,400,400,400,400,494,500,381,388,335,383,293,320,333,454,270,359,349,247.97,246.84,227.27,343.26,256,377.32,236.85,380.76,309.03,309.03,309.03
70,French Polynesia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Djibouti,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,500,500,500,500,500,500,500,500,600,712,100,13,30.400000000000002,47.800000000000004,65.19999999999999,82.60000000000001,100,100,93.81066666666666,87.62133333333333,81.432,75.24266666666666,69.05333333333334,62.864,56.67466666666667,50.48533333333333,44.296,38.10666666666667,31.917333333333332,25.727999999999994,19.538666666666657,13.349333333333334,7.16,5.86,6.5,6.27,8.88,10.64,9.12,9.69,14.21,18.42,19.66,20.98,23.26,21.9,26.18,30.08,29.04,36.22,70.75,64.97,64.97
72,Djibouti,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Georgia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,62000,48900,26000,26000,27200,31500,30000,40000,40000,26000,21400,11124,14100,24117,21410,18451,17377,19651.5,17042,14760.5,17617.5,22601,17693,17361.5,18075,14334.5,14889,12850,20045,20750.5,19281.5
73,Georgia,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,75900,58600,34000,42500,53700,76300,55300,93900,100000,39100,83000,76903,94075,110403,127478,131822,131178.72,130050.74,142913.64,164300.58,156316.51,161345.68,163686.17,161707.4,122969.63,137415.56,169716.38,173567.14,147762.55,159133.58,166830.16
74,Gabon,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,47,47,47,21,30,300,377,100,100,92,100,796,200,600,500,500,1094,813,330,400,136,200,100,100,100,100,100,100,100,100,100,100,553,190,680,580,799,890,820,883,593,381,1300.34,1277.23,1852.11,4420.46,3664.79,7746.13,6296.62,5809.04,2688.89,3699.74,11002.61
74,Gabon,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Gambia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,152,300,366,302,400,165,200,494,1050,1467,640,319,758,1100,1000,3000,3000,800,310,659,200,300,200,200,200,344,205,300,2300,1000,600,600,1169.5,1739,1200,1671,1672,1520,835,1365,1785,2628,453.1,56.74,25.36,141.24,128.67,37.48,2005.92,670.12,20.61,475.88,475.88
75,Gambia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Germany,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1642022,1707834,1846922,1766941,1872239,1906142,2077951,2095502,2138054,2225089,2302615,2072801,2171500,2071756,2148741,2285700,2287242,2375335,2413000,2253000,1787300,1720000,1680000,1612215,1787436,1770000,1758008,1788388,1903017,2014010,1847507,1792212,1787833,1827767,1778438,1784996,1599788,1807176,1550625,1569045,1786485,1640414,1648828,1675289,1822791,1710616,1658837,1496649,1342284,1372084,1265477,1096787,1007364
79,Germany,3102,Nutrient nitrogen N (total),5510,Production,t,1899750,1709031,1898778,1883765,2010047,1797292,2065951,2143245,2164501,2350575,2379444,2074858,1933401,2079480,2154092,2195355,2271331,2349998,2300747,2134000,1165000,1095000,1191000,1131000,1167000,1174000,1269000,1125000,1175000,1250000,1039500,1066394,1256291,1120999,1160639,1253773,1185726,1504452,961882,1224687,1279619,1145336,1306175,1316100,1316100,1253300,1371485.41,1321606.8,1486440.58,1508707.29,1408090.72,1264659.73,1005535.23
80,Bosnia and Herzegovina,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,5000,5000,5000,5000,3000,3000,23000,28000,27800,18600,18600,10768,33472.58,35510.77,22969.64,21096.97,42319.8,63542.64,61304,84152,101451.42,85024.04,104702.52,112139.97,86574.41,89163.38,69452.64,41932.99,61673.8,46966.48,47947.2
80,Bosnia and Herzegovina,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,31717,84343.2,63279.65,48908.35,67363.94,77600.85,43843.48,49908.7,47811.14,22195.6,23125.91,13985.4,22519.32
81,Ghana,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1375,1107,2586,2946,3782,11000,12000,10100,10600,8400,5000,13000,12500,11000,5000,5000,4100,5140,7049,5783,8000,7000,7000,5203,2700,3200,7200,8706,7274,8002,7048,14169,4330,8559,5702,11105,30171,25924,18374,21160,24835,10738,42320,45343,38177,42900,42900,82000,65200,76500,80822.15,76839.34,77700
81,Ghana,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Kiribati,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,7.82,7.82
83,Kiribati,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Greece,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,200640,205699,212465,244293,251500,275080,291310,294000,341200,356100,333300,373289,383800,418000,426600,458300,431600,388800,415600,404200,427500,408400,393000,328000,346000,315000,340000,307000,292000,291000,285000,261000,253000,247000,255000,224000,210000,236000,201000,175000,213000,181394,175445,189208,179850,164463,173123,181726,179436,189748,202945,208752,167421
