# File: GCAMFAOSTAT_NFertilizer.csv
# Title: FAO fertilizer production and consumption by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:RFN FAO.udpate:2024-07-17T00:00:00)
# Date of CSV last update: 2024-10-15
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
122,Lesotho,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,25,37,35,135,136,300,300,500,400,400,500,500,500,500,600,100,100,400,400,500,500,800,700,1000,1300,1904,2082,1606,1800,1863,3420,4910,4666.291428571429,4422.582857142857,4178.874285714286,3935.1657142857143,3691.4571428571426,3447.7485714285713,3204.04,2960.3314285714287,2716.622857142857,2472.9142857142856,2229.2057142857143,1985.497142857143,1741.7885714285712,1498.08,1522,1402.18,3036.97,3056.28,2733.19,3001.77,1910.6
122,Lesotho,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Liberia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1800,1400,2470,2189,1200,3056,4287,4009,1999,4217,2067,2000,700,900,400,1008,765,1600,1600,100,100,248.23333333333332,396.46666666666664,544.7,692.9333333333333,841.1666666666666,989.4,1137.6333333333334,1285.8666666666666,1434.1,1582.3333333333333,1730.5666666666666,1878.8,1976.4,2117.1,2257.8,2398.5,2071.8,1745.1,1885,3385.8,3254.9,3124,3748.8,3741.7,3199,4508,5663,5789,5796,5768,5411,5411
123,Liberia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Libya,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,4511,8000,7000,7000,10100,15000,13100,16700,13800,22540,18302,27224,35200,33900,31900,27800,31700,37800,32500,30000,35000,35000,26700,34600,24400,30000,16600,17500,20000,43600,31700,20700,30800,23800,29600,32000,32000,32000,32000,32000,32000,31900,32400,31200,17500,14000,15700,25800,15100,14500,13700,13700,13700
124,Libya,3102,Nutrient nitrogen N (total),5510,Production,t,106600,106600,106600,106600,106600,106600,106600,106600,106600,106600,106600,106600,106600,151900,331360,278300,239940,302300,144300,180000,125000,125000,285700,268700,346600,409500,398800,383400,408200,386860,407100,365200,389600,422300,383900,384100,340400,357400,276900,280600,415000,75000,20000,219000,100700,169700,112200,118700,121000,27600,15000,15000,15000
126,Lithuania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,88000,43000,43000,40000,79000,81100,83400,94000,98000,102000,115000,116000,117000,119000,122000,127000,118300,134400,143200,147000,153000,157226,163200,162813,160237,167149,159433,178603,185779,187506,130709
126,Lithuania,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,206700,176300,189000,294400,300200,322900,447300,454700,526000,490000,506617,548341,569801,670206,631092,751488,695420,676769,646986,849503,834331,688390,796073,875928.92,752646.02,928640.98,780374.32,865024.56,843058.4,715719.78,431096.14
127,Marshall Islands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Marshall Islands,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Madagascar,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,7000,5964,5918,4187,4980,3514,3880,4169,4667,3400,4000,3500,6600,7400,2000,5600,6153,3567,3830,2473,4356,3745,3938,5973,6008,7727,8917,3636,3590,4296,3796,3205,2683.47,4686.85,2861.48,7463.6,3821.17,4502.81,7502.12,4410.95,4577.51,8660.94,16838.84,10261.44,18316.46,16444.6,9337.1,31410.7,28692.64,24184.52,19108.35,9559.29,14651.84
129,Madagascar,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Malawi,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,8593,10302,9709,12442,7453,12888,18887,12832,19563,14449,22800,25733,24200,23116,23603,15931,22715,29847,27201,30300,30000,46000,51800,48000,9060,28202,37900,41200,34800,30000,34588,16781,60083,60989,71630,66172,82959,84330,98191,72041,96533,84938,58424.47,58784.79,118305.04,109426.62,63280.19,86463.2,96439.95,76293.73,126914,103589.09,63404.99
130,Malawi,3102,Nutrient nitrogen N (total),5510,Production,t,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,130,182,180,90,0,0,0,0,0,0,0,0,0,0,0,0
131,Malaysia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,66080,66698,80817,112181,68878,77573,90000,102000,109500,137500,139300,127900,138100,161000,216000,215000,198900,208600,237100,273100,262100,254700,294900,301000,287000,286000,255000,344000,417000,362400,348588,331917,417621.67,522180,602415.25,663718.15,649548.67,665261.24,726950.87,487280.51,681543.05,706061.49,720551.01,555304.36,601854.48,538253.11,527252.04,476916.92,386877.95,278962.08,332428.55,458915.61,355251.02
131,Malaysia,3102,Nutrient nitrogen N (total),5510,Production,t,26000,42500,40000,46200,37000,34000,42000,43000,37400,37200,35200,20000,13900,21100,20700,41700,204400,283800,260000,273900,242000,270100,347800,341700,284300,290000,290000,231700,316600,399200,586700,582000,554300,510140,458160,593860,622311,558600,600300,609200,553900,614700,566500,551200,500800,529800,484400,743400,747900,814100,895200,895200,895200
132,Maldives,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,20,34,119,256,64,141,127,70,302.85,256.49,203.12,226.3,338.68,350,406.08,232.56,244.05,255.55,174.06
132,Maldives,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Mali,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,3000,3000,3104,5043,2947,1600,4500,7900,5511,6759,6704,3935,5559,3348,20267,11188,8043,9009,9000,8700,9200,9500,10700,12000,12000,12000,12000,25600,17400,18100,12709,14000,52743.66,44642.77,46570.55,50450.28,62342.68,36879.27,65076.89,66367.3,67657.71,55848.33,59184.15,74543.19,89902.23,105261.27,120620.31,102990.6,102990.6,157227.16,102691.5,45684.42,20795.83
133,Mali,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Malta,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,563,486,608,270,233,232,245,573,576,488,959,228,187,488,530,519,468,576,466,437,466.14,466.14,513.74,492.74,492.74,878.02,586.05,593.22,1159,451,754.71,624.48,659.66,535.98,526.97,590.89,681.24,591.79,407.2,439.96,551.92,470.79,548.3,571.43,594.58,617.75,568.15,585.49,585.7,585.92,586.14,586.14,586.14
134,Malta,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Martinique,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,3300,4400,4500,4500,4600,2992,3561,3018,4671,3550,5443,4321,4388,5438,4300,5000,6000,7000,6382,6400,8100,6600,7009,6000,3000,3000,5300,3900,6400,3000,2300,4600,451.08,277.83,333.26,253.26,318.41,298.47,289.96,231.45,401.81,369.7,375.9,425.66,455.28,462,436.22,396.51,435.35,451.31,472.47,407.7,407.7
135,Martinique,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Mauritania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,174,174,174,174,358,1100,500,1900,1900,1200,400,413.3333333333333,426.6666666666667,440,440,1910,900,900,2000,1700,3500,4500,6158,3983,4000,4000,5000,1522,1800,2400,2650,2900,1268.96,1334.88,1224.78,1545.36,1602.9,838.44,1138.47,1162.9,2364.93,1335.75,1808.4,2170.08,2165.97,1878.27,2646.84,3324.99,3398.97,3808.8,3790.4,3555.8,3555.8
136,Mauritania,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Mauritius,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,8908,9156,13782,11178,8674,10000,8848,10111,10139,9707,10193,9518,9861,10733,10617,10991,9889,12635,10950,11600,11192,11224,11251,9857,11800,12442,13067,11790,12400,13400,13300,8350,11028,10742,10499,9908,8614,8815,7300,6954,5125,7745,10445.51,7594.76,10657.61,6569.35,9055.13,8378.31,7408.6,7784.71,5653.77,6177.22,5563.06
137,Mauritius,3102,Nutrient nitrogen N (total),5510,Production,t,1000,1000,1000,1000,1000,3900,6181,8800,8300,7900,8600,8310,7962,9037,7796,9208,10079,11401,11357,9000,11975,12409,14611,12632,15398,15600,16190,14321,14400,12400,16800,14550,15300,8599,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Mexico,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,404999,434515,485101,559537,593254,732173,830358,794200,752246,826100,904330,1111698,1180600,1087900,1193200,1262600,1324900,1378080,1269600,1292800,1346300,1155200,1230000,1193000,1182400,1049000,1207400,1197000,1336000,1300000,1342000,1374100,1067851.2,1082436.2,942528,1219457,1057564,1141863,939477,1038669,1074653,1362412.31,1332483.57,1476732.48,1418261.51,1110200,1491238.88,1455988.93,1331837.19,1294499.88,1427137.47,1315526.37,994266.97
138,Mexico,3102,Nutrient nitrogen N (total),5510,Production,t,406962,427398,490929,542500,564045,606680,604484,611200,593415,641958,739485,877198,1067125,1044518,1187951,1304800,1249500,1339345,1330940,1497900,1358900,1453300,1345600,1262000,1268100,1314000,1487400,1290900,1190200,948300,702900,605400,273628,204562,275000,368249,248415,308843,359578,327245,443561,473416,501456,690200,645300,611600,548500,544700,479600,489500,482300,306723.72,272444.45
141,Mongolia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,100,600,700,1500,1600,800,4400,3700,4300,4600,5700,9500,9700,11700,11800,13100,12800,14300,11300,10000,9100,10000,11000,500,500,2000,2000,5000,4200,2800,3400,3200,4448,3986,5873,3657,6511,5981,6921,7520,11026,13933,16935.62,25365,19127.43,20685.73,22963.61,35672.8,40518.82,0,0,1860.1,0
141,Mongolia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Morocco,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,37100,47921,53623,62500,62000,63200,82200,75200,80700,87416,82186,96587,91100,110900,104800,128300,140100,132900,158900,144100,164000,140600,131430,171700,134800,144900,124500,174127,176000,202941,207600,198000,248163,207532,231504,337370,321350,304810,275060,195952,220293,221434,185385,238977,233016,243242.7,114118.19,251200,211500,185600,228500,228500,228500
143,Morocco,3102,Nutrient nitrogen N (total),5510,Production,t,12800,19841,11836,14250,10500,18700,13300,20900,25600,19600,36300,26200,40500,57300,34700,58000,61800,83400,232900,273100,344400,339800,296100,369800,265500,269200,257700,261900,271000,279200,300000,356400,338650,308000,329160,264100,298940,275500,197940,336880,498332,562687,641867,540007.42,572898.19,621676.56,803835.56,1222800,1295900,1311100,1641600,1641600,1641600
144,Mozambique,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,4187,6513,8700,9000,3700,3700,6700,10100,14000,10800,16200,20100,20000,7500,1692,1686,2000,3000,1100,1700,2200,2100,3000,2000,5000,5000,7000,1500,3800,8000,9700,16000,17700,1836,3414,6400,17168,11464,41860,15133,43385,32590,23787.89,26629.37,33555.73,13711.1,19192.49,22609.49,26508.47,46221.11,47900.52,56859.72,38653.71
144,Mozambique,3102,Nutrient nitrogen N (total),5510,Production,t,667,2070,9400,8000,3000,2500,4700,5900,6000,4700,7000,3100,2000,500,483.3333333333333,466.6666666666667,450,433.3333333333333,416.6666666666667,400,383.3333333333333,366.66666666666663,350,333.33333333333337,316.6666666666667,300,283.3333333333333,266.66666666666663,250,233.33333333333331,216.66666666666669,200,183.33333333333337,166.66666666666669,150,133.33333333333337,116.66666666666663,100,83.33333333333331,66.66666666666663,50,33.333333333333314,16.666666666666686,0,0,0,0,0,0,0,0,0,0
145,Micronesia (Federated States of),3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,1.05,0.45,0.31,0.31
145,Micronesia (Federated States of),3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Republic of Moldova,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,64700,60000,60000,60000,60000,9500,6800,3100,5000,31174,14700,13300,14200,14800,12811,17147,19924,14578,16355,19208,26900,34000,40155,33943.4,45929.49,46248.81,63750.94,49297.41,53098.79,55334.14,47260.13
146,Republic of Moldova,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Namibia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2920,805,1973,1003,1892,1337,210,1268,2849,4866,10503.4,7729.93,3874.2,9742.22,19648.46,18840.14,30493.6,18856.04,2727.75,2727.75,11695.88
147,Namibia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Nauru,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.15,0,0,0.45,0.15
148,Nauru,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Nepal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,4091,5554,7713,9002,8961,8421,10687,13012,13746,15479,16768,17976,22882,28058,31656,31699,32899,38113,39801,49274,51837,57000,59400,55259,66400,70000,75000,77400,87400,62000,51771,47204,21838,5465,8118,2856,8781,1939,2790,28331,43148,54769,45950,78287,96717.66,105798.44,105723.46,91633.68,127251.26,121485.98,132215.64,128959.56,79991.32
149,Nepal,3102,Nutrient nitrogen N (total),5510,Production,t,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,27378.947368421053,25857.894736842107,24336.84210526316,22815.78947368421,21294.736842105263,19773.684210526317,18252.631578947367,16731.57894736842,15210.526315789475,13689.473684210527,12168.421052631576,10647.368421052633,9126.315789473683,7605.263157894737,6084.21052631579,4563.157894736843,3042.105263157893,1521.0526315789502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Netherlands (Kingdom of the),3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,405260,373643,376263,411974,434952,452696,429852,446681,443340,486130,482803,477273,456718,478309,505344,499673,503959,458210,455650,412356,392000,391759,389872,371555,395000,390000,390000,375000,350000,345000,300000,296000,292195,290559,300495,279246,287767,241217,231058,224188,217959,212312,231000,201997,221682.33,241367.67,224076,224363,208797,209112,211802,206292.27,189934.61
150,Netherlands (Kingdom of the),3102,Nutrient nitrogen N (total),5510,Production,t,956863,1038025,1216594,1211761,1334532,1155309,1297292,1452631,1517645,1612291,1623728,1463377,1504685,1699561,1751267,1565812,1749317,1757400,1836929,1847909,1928000,1820920,1817090,1756260,1748000,1595000,1513000,1586000,1548000,1304000,1137000,1013000,1478365,1427083,1584753,1534664,1536210,1491179,1493790,1397882,1475708,1468636,1650206,1734418,1878333,2022248,2166163,1683800,1553000,1618400,1632900,1632900,1632900
153,New Caledonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,232,232,232,232,232,232,170,199,131,472,504,464,500,590,200,200,200,500,500,500,1000,400,300,300,300,300,300,300,300,300,300,300,728,1502,601,785,633,789,539,356,559,686,773.02,499,559,559,562,562,562,562,562,562,562
153,New Caledonia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,North Macedonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,36162,36162,36162,25219,30400,28100,25200,25000,19200,12600,8969,12030,15030,18092,17074,18897,15677,17412,19444,18143,16738.8,19314.11,20428.62,19361.84,22523.97,20996.66,17914,17619.11,23435.72,14576.8,14197.96
154,North Macedonia,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,11210,11210,11210,7875,6000,6500,6500,7000,3000,2800,2600,2400,2200,2000,1800,1600,1400,1200,1000,800,600,400,200,0,0,0,0,0,0,0,0
155,Vanuatu,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.67,3.14,4.61,8.38,0.69,0.07,0.11
155,Vanuatu,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,New Zealand,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,7937,9893,31786,32447,17842,10295,20103,20231,24900,22300,20300,21700,30150,33141,40000,32000,27000,36800,20500,22200,45800,64500,90300,105731,125600,155500,140000,138900,153500,180000,230740,269000,279000,323000,348000,355000,310000,312000,328000,297000,341000,367000,363000,370000,405000,429000,432000,443000,458000,452000,470000,441000,420000
156,New Zealand,3102,Nutrient nitrogen N (total),5510,Production,t,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,48200,55000,60000,53000,68000,53100,49600,63000,66000,52300,50900,85000,76900,70000,81000,92500,108000,110400,112100,113994,119960,184454,174012,129765,95020,88790,104934,101600,100000,100000,103400,125100,109400,104500,104000,94100,77500,96600,96600,96600
157,Nicaragua,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,16295,17312,17500,35000,22000,16500,22942,36000,35000,17800,30000,39000,30400,51402,38027,44935,55106,38500,58600,21918,31798,26232,26000,21000,10800,25000,25904,19973,21900,20239,14200,11968,35236,36667,33379,35608,42671,41872,34115,47285,39863,54979,65379,36289,50567,55880.34,59452.96,77641.9,48309.5,53971.11,67152.84,62168.67,50997.9
157,Nicaragua,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Niger,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,72,133,212,220,80,287,558,963,746,764,1201,2405,1344,1400,1500,2136,1228,2003,1144,1754,1396,198,900,1000,2596,5176,5500,500,500,1681,2522,3371,6525,2519,2117,2786,4049,2508,1558,3304,4829,3813,12812.14,7123.17,12602.88,6721.04,6440.36,6440.36,11025.97,12474.43,6099.53,6099.53,6208.66
158,Niger,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Nigeria,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,2572,3588,9149,4700,13200,30200,35000,35000,35000,62400,92200,96700,103000,120600,120200,109600,121000,108300,153200,180400,210000,212000,220000,220000,186000,100000,105000,77300,100000,107000,105600,146800,125131,167778,116343,213221,216854,70115,125033,99589,263151,138428,192598.73,269528.61,242150.99,196103.73,288746.46,453000,436400,404865.9,591627.68,426742.24,122094.79
159,Nigeria,3102,Nutrient nitrogen N (total),5510,Production,t,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,103700,268000,266500,271600,260600,287200,267000,151400,138000,114300,41200,71000,70000,46666.66666666667,23333.333333333336,0,0,0,0,13685.75,27371.5,41057.25,54743,31998,65940,170159,108000,78200,129605,319700,653349.5,724300,724300,724300,620503.94,1317150.98
160,Niue,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,14.1,16.53,13.41,14.97,15.92,27.8,19.4,17.08,15.36,12.4,12.44,10.04,13.88,14.32,18.36,12.4,0.47,0.79,0.03,0.2
160,Niue,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Norway,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,78200,81500,78800,85300,96200,97800,95000,101200,108500,113200,110100,106700,109100,110600,110800,106000,109800,111200,110100,110400,110790,110933,109299,106800,110000,112000,112000,112000,106000,106000,102000,100592,99174,102587,103384,105549,103046,106319,107703,92742,85366,96000,94463,95522,99206,102598,102462,99675,102393,106727,105886,107149,104747
162,Norway,3102,Nutrient nitrogen N (total),5510,Production,t,369800,383400,395700,444700,390200,356100,337000,335600,443600,452400,427700,424000,458000,494100,478600,408300,384100,425900,450700,494000,517400,440000,491000,537000,549000,595000,595000,570000,470000,510000,618000,579000,459180.01,433288.85,454405.69,420185.72,497047.53,521170.34,499168.56,341414.2,516685.12,504870.84,511352.96,581576.04,549618.42,589343.03,534248.27,570914.87,551172.25,582231.3,631143.59,574996.14,548691.31
165,Pakistan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,251519,343973,386230,341944,362900,443451,511000,554100,684300,775804,843574,832572,954083,914317,934498,1128138,1332570,1281700,1324453,1467590,1471642,1462862,1636323,1659350,1738117,1991006,1985080,2087607,2091852,2218100,2264600,2291610,2384980,2456009,2570230,2818779,2868984,2714053,2928057,3451900,3270531,3187339,2850771,3239557,3139263,3160507,3241907,3446922,3446922,3505356,3533783.8,3714997.36,3666804.64
165,Pakistan,3102,Nutrient nitrogen N (total),5510,Production,t,128822,215623,272993,298523,320045,316456,312129,310983,336675,398700,579954,715040,900362,1014568,1027901,1033104,1117710,1097117,1112485,1156315,1119737,1056798,1227280,1565916,1603100,1689977,1681520,1660523,1795156,2039300,2053800,2128010,2192000,2260071,2267285,2424785,2464737,2442411,2544878,2579587,2707356,2613167,2235192,2455549,2621809,2927796,3213797,3063037.07,3063037.07,3208561,3370460,3381534,3506756
166,Panama,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,15000,14117,16169,11805,13443,13416,11000,9000,9600,11900,11400,13900,13900,11000,12200,14000,20600,20300,21100,18407,21672,16383,23694,26181,17950,16700,27400,21428,21300,17700,15297,16000,15171,17622,15233,15618,17682,14506,15453,17296,21601,13158,22714.27,26681.45,15953.92,15984.93,9545.45,12002.06,17800.81,17917.52,30350.43,38361.34,22485.61
166,Panama,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Czechia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,203161,239400,232700,262300,225814,218771,209532,262841,310830,191778,218390,206576,215130,223684,237875,221667,225982,238554,248024,339655,331997,328627,397136,404184,366044,351780,332032,285436,309646,324916
167,Czechia,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,194129,330100,302900,305000,264400,284386,269900,306053,296433,151212.29,225427.06,219162.37,187601.64,204493.32,229851.13,168859,233449.58,216718.88,173193.36,266251.82,162592.17,119148.28,173903.66,166095.81,145490.58,150905.59,113166.3,75349.21,145010.89,129986.95
