# File: FAO_an_Exp_t_SUA.csv
# Title: FAO animal exports by country, item, year
# Units: tons
# Column types: ciciciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
countries,country.codes,item,item.codes,element,element.codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ecuador,58,Honey,2745,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,13,10,7,58,0,0,0,0,0,4,0,0,0,0,0,0,0
Ecuador,58,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,45,0,0,1467,1418,15,82,1391,2649,5250,4293,6929,7237,8584,4478,11469,6352,2089,3810,0,0,60401,56680,5738,6996,5991,3163,4031,940,914,914,914,0,0,0,0
Ecuador,58,Meat Meal,2749,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,644,0,0,,,,
Ecuador,58,"Meat, Other",2735,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,37,50,627,862,59,0,82,66,6,16,0,309,80,63,0,0,0,34,26,117,81,95,9,7,0,1040,265,386,375,67,63,15,7,7,5,14,19,16,32,0,0,0,0
Ecuador,58,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,85,423,123,138,0,0,8,8,0,0,14,0,0,0,0,0,0,0,0,65,1707,912,2679,5375,10069,3679,2409,6497,7512,2728,257,463,731,1077,709,8275,4631,4668,15000,27000,51000,10000
Ecuador,58,"Milk, Skimmed",2739,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,550,0,1050,4520,1778,2630,1090,2120,1430,0,30,25,23,100,60,97,380,2234,,,,
Ecuador,58,"Milk, Whole",2738,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,983,808,1588,676,8221,945,1267,4278,5995,2711,210,301,630,788,347,7842,3927,1735,,,,
Ecuador,58,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,39,20,30,50,0,0,0,30,47,40,70,36,40,32,34,30,1,0,11,50,14,0,0,8,8,33,13,1,1,67,307,307,307,1000,0,0,0
Ecuador,58,"Offals, Edible",2736,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,3,0,0,0,0,0,0,0,0,7,4,5,19,5,4,3,8,3,0,0,0,0
Ecuador,58,Pelagic Fish,2763,Export Quantity (tonnes),91,7993,9671,6801,7898,14163,8926,16403,11347,15089,13463,24504,14800,30933,85099,136400,191449,314500,333301,487547,457275,367322,465684,166245,518507,910938,770909,505805,648589,411224,172534,172679,78650,180838,220000,280560,696966,417602,284458,306838,446120,531601,368655,359013,234496,274710,318766,304883,304883,304883,474000,596000,596000,596000
Ecuador,58,Pigmeat,2733,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,389,185,0,0,0,0,0,0,3,9,3,0,238,5,54,84,190,83,207,58,77,52,45,60,93,52,80,51,0,0,0,0
Ecuador,58,Poultry Meat,2734,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,73,0,0,16,508,701,2789,4868,5463,3229,146,0,60,241,785,494,493,0,0,0,0
Ecuador,58,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,11,54,55,0,0,0,0,0,0,,,,
Egypt,59,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,60,61,60,20,26,10,20,70,0,0,20,20,20,0,0,0,0
Egypt,59,Bovine Meat,2731,Export Quantity (tonnes),91,12,5,0,7,10,2,14,84,35,15,7,7,9,44,26,6,14,36,56,4,36,20,16,41,14,25,22,52,1447,3556,519,1826,1232,647,511,304,613,561,466,250,279,359,641,702,655,621,1139,746,502,0,0,1000,0
Egypt,59,"Butter, Ghee",2740,Export Quantity (tonnes),91,76,14,11,5,6,5,1,0,1,0,0,0,1,1,1,1,2,1,1,1,4,1,0,1,1,1,1,26,29,24,237,209,77,30,101,189,289,29,45,63,49,201,80,34,30,45,274,89,3221,0,3000,1000,3000
Egypt,59,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,629,1473,943,554,268,276,269,642,483,618,830,629,481,481,481,0,1000,1000,1000
Egypt,59,Cheese,2741,Export Quantity (tonnes),91,205,294,281,169,200,395,104,193,34,39,117,55,6,4,3,1,8,28,26,6,19,115,81,91,450,1072,909,1314,5777,2117,2587,2674,2308,3091,1836,2761,2702,2093,5157,2067,2039,5407,8414,10940,17815,17563,20272,33492,39489,,,,
Egypt,59,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,2,1,2,0,1,0,0,0,0,76,36,285,400,813,1149,885,2522,1023,840,1000,2000,0,1000
Egypt,59,Crustaceans,2765,Export Quantity (tonnes),91,700,2800,2500,2500,1500,1200,1200,700,170,0,0,170,17,85,170,160,130,100,370,280,250,490,130,150,90,120,30,20,20,15,15,30,230,56,9,1,4,0,6,74,8,2,9,16,4,23,94,94,94,0,0,0,3000
Egypt,59,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,345,453,97,105,0,5,200,631,987,957,720,233,449,449,449,10000,9000,14000,16000
Egypt,59,Eggs,2744,Export Quantity (tonnes),91,306,135,102,183,69,55,41,10,8,12,6,6,11,17,16,15,20,11,8,11,26,71,23,22,20,20,23,24,24,68,59,27,20,22,37,31,83,145,28,58,110,590,1874,2075,2191,414,17,9,892,1000,1000,2000,2000
Egypt,59,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,152,152,282,114,50,105,0,44,8,23,62,79,0,229,195,3,14,185,77,153,71,0,2,447,129,105,34,130,137,132,4326,2708,1263,806,211,248,330,20,36,44,80,88,25,0,0,193,806,424,1907,1000,9000,1000,1000
Egypt,59,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,34,13,13,8,15,5,1,6,18,4,3,3,3,,,,
Egypt,59,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,59,Freshwater Fish,2761,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,85,72,40,32,31,67,52,47,43,20,33,1,1,1,1,0,0,0,2000
Egypt,59,Hides & Skins,2748,Export Quantity (tonnes),91,404,404,503,291,358,230,425,543,399,284,6,160,0,0,0,28,16,49,0,0,0,0,0,0,0,0,3,28,0,13,169,89,30,29,0,5,42,159,78,60,25,76,11,159,545,73,5,13,2204,,,,
Egypt,59,Honey,2745,Export Quantity (tonnes),91,0,0,1,7,0,0,1,10,3,5,4,22,182,51,89,34,132,111,13,58,49,81,55,62,49,50,99,127,116,78,72,157,76,68,54,132,124,31,61,85,105,138,705,475,287,337,325,655,675,1000,1000,1000,1000
Egypt,59,"Marine Fish, Other",2764,Export Quantity (tonnes),91,949,577,1233,889,857,871,400,200,200,222,111,111,111,111,111,101,254,81,161,122,141,100,152,135,188,771,835,1137,2480,3898,2739,2098,1309,507,482,284,1193,426,420,552,459,890,1047,1748,1998,2531,2460,2460,2460,0,0,1000,0
Egypt,59,Meat Meal,2749,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,4,8,0,0,188,,,,
Egypt,59,"Meat, Other",2735,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,1,2,0,26,17,6,4,22,23,12,13,3,13,247,127,211,71,84,101,32,32,11,1,5,10,101,25,113,50,164,0,5,76,167,0,0,0,0
Egypt,59,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,820,1177,1127,678,800,1580,416,772,136,156,470,229,24,20,18,7,32,113,354,31,87,467,330,368,1807,4292,4092,5331,23187,8826,12661,11040,9851,12603,7848,2985,11104,8456,41764,18651,22167,26013,51524,50935,81370,72925,92183,148298,183481,225000,903000,456000,571000
Egypt,59,"Milk, Skimmed",2739,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,2070,150,460,124,0,10,0,0,10703,8628,11057,3738,14983,3301,6938,1620,5243,6610,13014,,,,
Egypt,59,"Milk, Whole",2738,Export Quantity (tonnes),91,0,1,1,1,0,0,0,0,0,0,2,9,0,4,6,3,0,0,7,7,11,7,6,4,7,4,456,75,79,358,134,186,135,102,117,181,291,81,9871,1300,2370,427,2097,3678,2789,967,5564,7360,11825,,,,
Egypt,59,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,93,53,23,177,0,103,927,950,753,3473,633,2260,880,880,880,0,0,0,0
Egypt,59,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,0,0,0,0,0,0,0,13,2,0,3,13,11,19,10,34,55,36,48,50,13,14,0,0,0,0,0,2,10,20,255,2095,2191,1056,707,732,373,213,83,11,32,104,85,56,20,51,3,3,31,0,0,0,0
Egypt,59,"Offals, Edible",2736,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,1,10,53,28,60,38,27,28,13,16,16,22,131,54,200,64,61,25,0,0,0,0
Egypt,59,Pelagic Fish,2763,Export Quantity (tonnes),91,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,58,60,4,8,88,58,18,323,712,68,155,194,219,94,97,180,699,641,2278,792,810,810,810,1000,1000,1000,2000
Egypt,59,Pigmeat,2733,Export Quantity (tonnes),91,82,18,26,23,12,8,8,18,11,10,2,2,6,4,4,0,0,0,0,0,9,6,5,3,4,2,1,4,5,22,17,17,22,11,10,5,0,0,0,3,0,0,59,0,1,204,5,0,53,0,0,0,0
Egypt,59,Poultry Meat,2734,Export Quantity (tonnes),91,1,3,2,0,0,0,2,21,16,18,11,8,5,12,9,9,27,56,56,11,26,18,7,10,55,69,63,73,123,1900,140,282,211,308,137,104,385,322,210,522,478,611,700,569,447,389,449,733,2292,2000,2000,1000,1000
Egypt,59,Silk,2747,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,,,,
Egypt,59,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,27,0,0,0,0,257,257,378,,,,
Egypt,59,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,10,7,5,0,20,20,0,17,26,0,121,296,478,390,403,1109,520,171,69,118,235,141,189,211,100,5,136,65,32,0,0,0,28,34,15,0,0,0,0,20,0,12,497,753,525,281,596,1725,1383,,,,
El Salvador,60,Bovine Meat,2731,Export Quantity (tonnes),91,60,37,17,36,101,187,236,85,122,46,380,4140,3047,1632,2534,6941,3230,7176,5828,2414,760,1508,1664,1435,1015,428,1095,1147,1292,829,0,0,0,1,3,66,33,65,17,1,20,2,5,6,33,26,21,16,3,0,0,0,0
El Salvador,60,"Butter, Ghee",2740,Export Quantity (tonnes),91,46,10,27,32,12,20,25,21,13,3,7,8,0,1,12,5,1,0,0,1,0,15,9,35,0,9,0,0,8,25,6,0,0,0,0,0,4,0,7,2,0,1,2,1,38,4,3,2,0,0,0,0,0
El Salvador,60,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,44,0,0,0,0,0,0,0
El Salvador,60,Cheese,2741,Export Quantity (tonnes),91,49,19,18,24,22,23,25,45,56,36,39,37,62,50,59,79,72,38,40,13,11,18,13,6,28,20,5,7,55,4,6,3,3,4,24,22,53,36,27,50,34,61,252,490,605,862,1210,1221,1052,,,,
El Salvador,60,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,63,306,46,0,0,0,0
El Salvador,60,Crustaceans,2765,Export Quantity (tonnes),91,5200,5400,5600,5782,4143,6278,5600,4500,5100,5744,5000,3500,6300,3148,3698,3399,3685,5058,5752,6200,6715,5473,3566,5978,5298,7656,6099,4227,3628,3572,3861,3852,3242,4632,5549,7079,4521,4948,3426,2632,3775,2181,2599,1672,1681,1356,1425,1425,1425,1000,0,0,0
El Salvador,60,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,124,21,40,91,95,61,210,96,67,1079,2721,2317,1648,128,128,128,0,0,0,0
El Salvador,60,Eggs,2744,Export Quantity (tonnes),91,465,237,808,566,552,393,1093,1953,2060,1279,543,294,677,239,127,226,54,219,1084,391,130,6,218,10,200,887,95,0,0,350,1664,1489,377,2205,4416,5465,7271,10262,7253,10666,6896,4508,5084,2718,3034,3038,3175,2736,2108,1000,0,0,0
El Salvador,60,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,0,1,94,69,5,9,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,6,137,25,329,6163,6482,6782,3793,2151,1241,2461,6009,5046,1516,2000,1000,1000,0
El Salvador,60,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,1,2,3,1662,4410,2865,1504,1504,1504,,,,
El Salvador,60,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,95,83,0,0,0,2,0,98,34,20,20,20,0,0,0,0
El Salvador,60,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,60,Freshwater Fish,2761,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,64,1189,429,144,36,4,6,66,19,10,55,8,0,1,3,3,3,0,0,0,0
El Salvador,60,Hides & Skins,2748,Export Quantity (tonnes),91,0,0,0,0,0,24,48,150,0,0,0,200,15,20,14,19,24,125,50,0,9,0,288,10,0,0,0,0,0,0,0,0,0,254,299,2542,3447,2224,2052,2565,2208,2074,1947,2429,2229,1566,1556,1413,1550,,,,
El Salvador,60,Honey,2745,Export Quantity (tonnes),91,711,930,1060,1280,896,1138,933,1243,1029,810,1343,1486,1747,1311,1420,2496,1791,2086,1772,2183,2560,2931,3197,2733,2251,3061,2727,882,1593,1662,2157,2699,2162,2078,2572,1756,2154,2280,1483,1340,1439,1418,1859,1613,1391,1380,1103,1073,1154,2000,1000,2000,2000
El Salvador,60,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,666,818,801,689,530,229,66,31,209,309,390,447,958,683,1206,1138,1187,273,154,243,444,1068,1790,1131,607,499,1062,1204,1707,1452,1108,1108,1108,0,1000,1000,1000
El Salvador,60,Meat Meal,2749,Export Quantity (tonnes),91,0,0,0,5,17,45,18,78,13,36,0,4,18,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,1,0,0,0,0,0,4,15,,,,
El Salvador,60,"Meat, Other",2735,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,96,854,1235,998,29,16,60,0,1,3,2,2,2,1,1,0,0,0,0,0
El Salvador,60,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,601,198,186,338,488,242,241,449,593,345,742,1029,593,478,575,3771,828,469,499,219,105,1479,2022,205,268,191,48,67,526,192,434,906,406,135,456,528,2802,1074,1801,7078,7466,6204,6185,6355,8264,8675,10962,12156,10363,13000,20000,26000,31000
El Salvador,60,"Milk, Skimmed",2739,Export Quantity (tonnes),91,0,0,0,40,240,10,0,10,10,0,351,641,0,0,10,2864,130,100,110,90,0,1242,1803,140,0,0,0,0,0,0,0,0,0,33,33,221,69,549,1034,1453,1850,3334,1147,172,789,50,50,0,0,,,,
El Salvador,60,"Milk, Whole",2738,Export Quantity (tonnes),91,132,16,14,66,25,11,2,8,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,154,377,877,377,62,216,83,2288,177,493,5158,5172,2186,2875,2089,2382,1405,735,1937,1563,,,,
El Salvador,60,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,60,0,7,40,4,66,0,39,33,14,0,0,0,0,0,0,0
El Salvador,60,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El Salvador,60,"Offals, Edible",2736,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,27,8,80,63,3,0,0,0,0,0,0,0
El Salvador,60,Pelagic Fish,2763,Export Quantity (tonnes),91,0,0,0,200,200,200,0,0,0,0,0,0,0,0,0,40,88,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,191,158,33,0,52,145,89,6031,10241,19556,27446,24276,35878,35878,35878,29000,29000,36000,36000
El Salvador,60,Pigmeat,2733,Export Quantity (tonnes),91,0,0,3,65,7,24,21,12,7,12,0,0,0,11,8,0,0,44,54,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,108,207,585,642,578,765,1029,1155,1566,2279,2813,3577,3489,3433,4000,4000,4000,3000
El Salvador,60,Poultry Meat,2734,Export Quantity (tonnes),91,0,0,0,37,56,103,76,63,27,45,60,58,152,109,95,145,581,308,255,188,71,56,106,69,57,42,13,13,0,58,50,81,121,17,259,256,1270,654,1192,4547,1414,196,111,516,985,1320,2567,4080,5765,8000,7000,5000,5000
El Salvador,60,Silk,2747,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,1,0,0,0,24,0,0,,,,
El Salvador,60,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,1135,135,270,0,0,514,108,0,351,41,,,,
El Salvador,60,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,14,20,5,28,34,6,0,0,0,0,0,0,,,,
Eritrea,178,Aquatic Plants,2775,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,,,,
Eritrea,178,"Butter, Ghee",2740,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
Eritrea,178,Cephalopods,2766,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,,,,
Eritrea,178,Crustaceans,2765,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,20,120,63,108,5,141,257,95,200,200,200,,,,
Eritrea,178,Demersal Fish,2762,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,43,0,213,335,238,231,1048,67,45,14,98,98,98,,,,
Eritrea,178,Fish Meal,2855,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,0,0,155,147,139,0,36,36,36,,,,
Eritrea,178,Freshwater Fish,2761,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,
Eritrea,178,Hides & Skins,2748,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,150,50,225,175,225,300,30,65,115,192,585,108,112,408,45,17,,,,
Eritrea,178,"Marine Fish, Other",2764,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,12,3,0,0,0,0,40,3,0,0,0,2,2,2,,,,
Eritrea,178,Pelagic Fish,2763,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,52,0,186,402,1,2,86,0,7,2,29,29,29,,,,
Estonia,63,Aquatic Plants,2775,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,191,169,170,257,202,173,321,134,142,302,302,302,0,0,0,0
Estonia,63,Bovine Meat,2731,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6670,4741,1777,1771,369,1795,3940,1504,2721,858,348,541,584,996,937,1218,2995,1959,3000,4000,4000,4000
Estonia,63,"Butter, Ghee",2740,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13039,18959,13676,13212,16013,28563,18128,10087,5439,6002,7626,8445,9010,5019,2737,5472,4206,4149,4000,4000,1000,3000
Estonia,63,Cephalopods,2766,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,1,0,2,10,14,26,0,18,2,216,216,216,0,0,0,0
Estonia,63,Cheese,2741,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,3435,5541,4649,6409,9022,10696,5108,4644,9088,7667,9499,5641,9222,10750,10746,14074,15976,,,,
Estonia,63,Cream,2743,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,35,40,24,33,8,150,625,756,809,1593,1702,3872,4045,6726,2581,1901,9000,4000,5000,7000
Estonia,63,Crustaceans,2765,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,46,535,540,459,557,4338,511,13265,2862,3297,4866,4446,6510,12859,18235,18235,18235,18000,18000,18000,18000
Estonia,63,Demersal Fish,2762,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049,10801,19802,23681,31697,19586,30234,13780,19366,22675,33241,39182,11718,21143,22122,7849,7849,7849,9000,9000,9000,9000
Estonia,63,Eggs,2744,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376,3088,1534,1003,794,823,820,1262,982,995,1013,431,255,816,690,698,1152,1615,2000,3000,3000,4000
Estonia,63,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,1651,1026,1285,678,745,1835,589,1048,1546,1269,1133,941,1202,1386,986,1201,403,0,0,2000,2000
Estonia,63,Fish Meal,2855,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1807,8753,3060,2682,2506,5559,9290,8107,8926,7154,5592,8786,7324,6221,6221,6221,,,,
Estonia,63,"Fish, Body Oil",2781,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,7,11,14,24,8,7,0,53,34,18,16,0,0,0,2,2,2,0,0,0,0
Estonia,63,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,11,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Estonia,63,Freshwater Fish,2761,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,1259,1582,340,456,361,1032,1465,1125,2255,6054,5488,16065,15611,13158,11377,11377,11377,17000,17000,17000,17000
Estonia,63,Hides & Skins,2748,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575,7079,8283,6586,5488,8892,6811,5855,3941,2965,2131,2183,2290,1849,2223,1796,1689,1667,,,,
Estonia,63,Honey,2745,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,20,1,3,31,14,13,15,2,2,2,3,0,0,1,3,5,0,0,0,0
Estonia,63,Meat Meal,2749,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,31,864,90,113,34,194,21,192,0,0,2328,7,0,0,0,0,,,,
