# File: GCAMFAOSTAT_CapitalStock.csv
# Title: FAO macroeconomic metrics of capital shocks by country_year
# Units: 2015 USD
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:CS FAO.udpate:2025-07-10T00:00:00)
# Date of CSV last update: 2025-08-26
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
58,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Ecuador,495.20805,477.067184,514.990324,409.675573,354.114632,326.323582,281.82664,282.64931,301.318195,290.473418,294.432642,301.143703,325.093776,345.288021,335.249594,333.162378,413.463659,378.35388,370.096223,412.235376,449.355363,413.98621,395.932311,408.417338,419.096685,421.808803,394.975056,407.015866,383.247393
58,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Ecuador,372.012236,378.859759,385.889899,390.476482,389.961599,386.97705,382.002933,376.017036,370.975039,366.470285,362.02925,358.174785,355.471422,354.254591,353.415444,352.262876,353.525885,356.068858,357.15823,359.198684,363.494485,367.585063,369.827515,371.768353,374.287673,377.057577,378.937638,380.261108,355.983042
58,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Ecuador,6075.795729,6174.003153,6303.103578,6322.302669,6286.455702,6225.802235,6125.625942,6032.258216,5962.601372,5886.604506,5819.007899,5761.976816,5731.59917,5722.6326,5704.46675,5685.366252,5745.304026,5767.589049,5780.527042,5833.563734,5919.424612,5965.825759,5991.930555,6028.57954,6073.388552,6118.139778,6134.177196,6160.931954,6188.196305
59,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Egypt,1709.028442,2409.941733,2950.627117,3012.92213,3305.609285,3507.418781,3112.004417,3049.808576,2465.537559,1704.311123,1276.967589,1837.358725,1682.989324,1444.334733,1018.43601,909.309545,792.73014,1516.124961,1396.680611,1131.469162,1260.261921,1445.655042,1510.911264,1724.250445,1848.432927,2042.801909,2096.821699,2295.060867,2544.01
59,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Egypt,420.893092,385.28849,547.253064,685.157339,782.701488,643.071847,625.433924,592.771346,548.307953,1449.754811,1340.969266,1268.920538,1179.317149,1085.670973,266.651154,253.244699,244.366189,208.865347,199.9273,202.364667,206.338148,167.8032,141.13378,118.856486,98.360119,93.727275,81.92153,71.477616,61.1
59,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Egypt,7448.505995,9473.159238,11876.533292,14204.298082,16727.205879,19591.552812,22078.123305,24535.160535,26452.390141,26706.946453,26642.944776,27211.382963,27715.055138,28073.718898,28825.503754,29481.568599,30029.932551,31337.192166,32533.945476,33463.049972,34516.973744,35794.825584,37164.603069,38769.997028,40520.069836,42469.14447,44484.044639,46707.627891,49190.537891
60,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,El Salvador,261.590699,246.506943,270.058037,245.918137,209.805684,197.901892,190.932905,166.884486,162.567068,166.482093,194.356831,198.742973,224.737363,224.256773,208.331254,203.845353,224.588002,201.765963,180.839908,184.654797,194.898551,199.29538,195.422674,186.520074,201.790875,201.121345,199.969739,194.833318,205.03
60,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,El Salvador,219.216288,221.30624,223.524815,225.592611,225.728769,224.41627,222.616338,219.993879,216.677793,213.548601,211.560852,210.660195,210.724994,211.551318,211.83588,211.491025,211.654564,211.745909,210.519331,208.853012,207.708432,207.071744,206.488981,205.557925,204.873778,204.668718,204.421327,204.000139,217.06
60,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,El Salvador,3565.18386,3590.384563,3636.917785,3657.243311,3641.320225,3614.805847,3583.122414,3530.013021,3475.902296,3428.835788,3411.631767,3399.714545,3413.726914,3426.432369,3422.927743,3415.282071,3428.215509,3418.235563,3388.556141,3364.357925,3351.548044,3343.77168,3332.705373,3313.667523,3310.58462,3307.037247,3302.585659,3293.418838,3281.388838
61,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Equatorial Guinea,1.359846,2.04848,3.264398,2.911843,4.770008,11.822298,18.441083,14.8231,21.809364,30.036643,28.267282,24.636235,26.585955,29.343055,24.96467,23.685744,28.177336,30.58076,30.795712,30.626129,29.335522,28.631962,29.726337,28.696337,28.170734,28.535068,29.388697,27.636485,22.44
61,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Equatorial Guinea,0.524123,0.594925,0.718616,0.860786,1.039595,1.474988,2.29439,3.154652,4.064347,5.375867,6.802432,7.981392,9.039174,10.174694,11.193444,11.98135,12.818361,13.812002,14.824576,15.777757,16.629941,17.371169,18.079648,18.747549,19.328709,19.87016,20.415663,20.901479,18.23
61,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Equatorial Guinea,8.891182,10.344736,12.890518,14.941575,18.671988,29.019298,45.16599,56.834437,74.579454,99.240231,120.70508,137.359923,154.906704,174.075066,187.846292,199.550686,214.909661,231.678418,247.649554,262.497926,275.203506,286.464299,298.110987,308.059776,316.901801,325.566709,334.539743,341.274749,345.484749
63,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Estonia,41.55328,59.236411,87.531378,104.918661,115.987343,142.792314,189.320486,214.20243,184.32487,226.062673,309.629572,301.829894,295.490084,354.407109,179.073432,217.247798,316.160676,307.355772,334.985337,327.577913,270.279574,269.464198,321.199745,383.190827,294.015603,307.794459,300.897746,522.663282,703.96
63,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Estonia,28.928998,28.354014,30.839543,36.132963,42.523129,51.262926,61.277569,73.327334,82.119485,90.753345,102.273757,110.723499,117.177938,132.273918,141.041881,141.580957,142.681593,147.69931,161.239158,172.261379,183.040381,188.713651,194.945124,204.023794,212.535909,223.215995,229.955277,244.684612,281.09
63,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Estonia,655.831809,659.503975,665.297131,673.172449,680.69306,692.615495,837.00411,964.923527,1033.68897,1179.554741,1370.193243,1526.092924,1667.737308,1888.91578,1894.803823,1944.010232,2062.577678,2146.252033,2407.207107,2553.718067,2648.229654,2676.345031,2829.249802,3020.054355,3045.385867,3130.578587,3291.314966,3449.182073,3872.052073
66,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Fiji,23.801452,27.34841,21.794863,21.150266,27.540895,24.831828,20.479516,23.652881,23.550539,23.81606,23.739793,23.453558,24.181728,19.483195,19.812845,18.598361,18.707683,19.822406,20.768422,19.973765,20.29066,28.274314,31.153061,31.096143,30.638271,28.379796,28.081133,29.827913,29.34
66,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Fiji,22.48036,22.666035,22.780371,22.701902,22.800523,23.003673,22.982793,22.927798,22.968232,23.011136,23.057144,23.089516,23.133203,23.055159,22.85073,22.632023,22.393283,22.205588,22.090978,21.987785,21.876451,22.020813,22.482385,23.000918,23.472896,23.835064,24.098788,24.390132,24.15
66,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Fiji,364.093037,368.775412,367.789904,366.238268,370.97864,372.806795,370.303517,371.028601,371.610908,372.415832,373.098481,373.462524,374.511047,370.939084,367.901198,363.867536,360.181937,357.79875500000003,356.476199,354.462179,352.876388,359.129889,367.800565,375.89579,383.061166,387.605898,391.588243,397.026024,402.216024
67,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Finland,1558.296371,1500.162869,1883.397743,1955.393416,2020.60804,1915.784845,1971.413149,2069.497555,2033.262192,1898.42697,1940.372476,1943.761522,2142.407611,2003.263051,1968.866531,1866.985557,1919.882651,1855.906604,1924.256973,1867.94965,1502.785485,1507.154184,1592.767736,1659.731542,1709.7811,1655.008597,1539.078089,1345.090008,1173.31
67,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Finland,1888.648756,1823.695848,1824.985575,1771.447316,1756.456426,1755.16264,1732.582452,1793.658851,1834.310097,1832.106377,1834.873903,1848.975556,1882.080175,1843.478974,1882.743572,1898.62938,1896.195018,1894.666324,1878.254328,1838.9546110000001,1821.08765,1799.816124,1761.616173,1788.612211,1785.929308,1773.438563,1739.187669,1719.800229,1722.41
67,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Finland,20762.244516,20084.798577,20287.966798,20065.582559,20154.464571,20266.141663,20249.734054,20904.330053,21355.602549,21391.154543,21398.849657,21815.054997,22626.066428,22224.295683,22850.095585,22810.328097,22678.539794,22691.53621,22730.916627,22446.621232,22050.465692,21742.480287,21438.374104,21821.69766,21653.50447,21522.13727,21221.424717,20839.228155,20290.128155
68,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,France,11600.320252,12260.783654,12498.144519,13201.356207,13815.311168,13719.930097,13606.694042,12755.614641,12402.175704,13048.484758,12465.518818,12548.198723,13833.313841,14410.165926,12780.968979,12372.559889,13646.404327,14725.570541,14377.591793,13265.351104,12894.010368,11849.760705,11634.286867,12562.040865,12460.696121,12098.77613,13103.817456,13943.403021,15387.12
68,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,France,11512.201429,11556.447059,11661.799201,11860.536163,12072.155558,12462.804937,12776.17926,12795.709246,12886.01637,12987.186729,13130.813361,12908.571319,12953.717934,13148.602871,13349.298488,13167.57451,13264.35474,13547.301952,13715.12216,13607.161769,13511.760564,13252.033916,12987.948033,13042.091437,12951.924923,12815.694194,12548.347202,12628.33001,12845.4
68,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,France,125152.624672,123073.941635,124880.025455,127276.682507,130425.705784,133099.731637,134252.995129,133555.128841,133976.027008,134457.226362,134019.889736,131630.766714,132535.084834,132689.023382,132535.61332,131592.303328,131625.125279,132815.505504,133260.879793,131556.177129,130434.016633,126001.424956,124470.289581,124874.500473,123261.375418,121301.282323,121812.494024,125348.328074,127890.048074
70,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,French Polynesia,2.584586,0.450086,1.00648,2.377546,3.62734,3.384213,4.638746,6.312593,6.212667,6.51811,6.503116,6.18644,5.774474,5.431261,4.340356,4.388147,3.815801,3.628089,4.967749,4.959692,5.920243,6.769323,6.663137,8.552719,7.408455,5.880497,6.108413,6.663689,6.52
70,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,French Polynesia,3.971943,3.824666,3.638883,3.522071,3.490893,3.491786,3.522968,3.64013,3.79748,3.951554,4.105098,4.239479,4.343937,4.419473,4.447453,4.442461,4.422032,4.380027,4.3751,4.410417,4.47219,4.584546,4.712447,4.886176,5.071841,5.166199,5.215894,5.286104,5.29
70,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,French Polynesia,63.519392,60.144812,57.512408,56.367884,56.50433,56.396757,57.512535,60.184998,62.600185,65.166741,67.564758,69.511719,70.942256,71.954044,71.846947,71.792632,71.186401,70.434463,71.027112,71.576387,73.024439,75.209215,77.159905,80.826449,83.163063,83.877362,84.769881,86.147466,87.377466
72,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Djibouti,0.324159,0.293467,0.349623,0.343959,0.253445,0.296584,0.505372,0.62619,0.798805,0.716116,1.134173,1.628757,1.996481,1.991579,1.67967,1.06801,1.334804,1.172294,1.818377,1.98497,2.23197,2.829152,3.212639,2.869182,2.923108,2.973589,2.851652,3.251332,3.9
72,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Djibouti,0.340552,0.338647,0.337621,0.338171,0.335803,0.332156,0.336285,0.350055,0.371802,0.394941,0.426753,0.484036,0.563751,0.649568,0.720731,0.759918,0.786407,0.814436,0.85529,0.918073,0.989496,1.08196,1.198296,1.308853,1.404091,1.496746,1.581699,1.669886,2.04
72,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Djibouti,5.497391,5.452211,5.464212,5.469999,5.387641,5.352069,5.521155,5.79729,6.224293,6.545468,7.252887,8.397608,9.830338,11.17235,12.131289,12.439381,12.987778,13.345637,14.308724,15.375622,16.618095,18.365287,20.37963,21.939958,23.458976,24.935819,26.205772,27.787218,29.647218
73,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Georgia,,,,,,93.885219,110.090367,103.282036,131.880985,123.091325,126.402515,98.821593,93.858405,75.664299,62.171131,69.222357,80.749155,82.686111,85.334593,94.12379,93.288423,93.214583,89.778626,96.742568,95.22058,89.308486,80.614558,89.303084,120.16
73,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Georgia,,,,,,199.669632,189.901448,181.579924,175.180082,170.410689,165.844313,160.521087,154.102978,147.168815,139.343705,131.979009,126.279684,121.823479,118.042166,115.210869,113.060393,111.079504,109.121214,107.535152,106.379794,104.968268,102.967593,101.166716,132.95
73,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Georgia,,,,,,1843.969301,1764.158219,1685.86033,1642.561232,1595.241867,1555.80007,1494.100577,1433.856004,1362.351488,1285.178914,1222.422262,1176.891734,1137.754366,1105.046792,1083.959714,1064.187745,1046.322824,1026.980236,1016.187652,1005.028438,989.368655,967.01562,955.151988,942.361988
74,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Gabon,44.097675,49.542623,56.175148,55.189554,43.620638,35.749168,35.545143,39.931886,39.418144,36.081427,34.040646,33.487627,36.910977,34.748549,38.967455,40.863399,46.240817,52.036951,53.554979,56.936053,63.200822,76.466337,73.758603,127.19099,154.614719,159.736369,166.400336,182.672776,217.07
74,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Gabon,36.302387,36.933453,37.888979,38.956581,39.583492,39.589577,39.353032,39.256161,39.281292,39.189401,38.9417,38.631046,38.425141000000004,38.269418,38.184733,38.288575,38.604387,39.236457,40.050027,40.961757,42.108158,43.771683,45.65213,48.94149,54.459172,60.622154,66.768926,73.234984,87.74
74,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Gabon,590.786241,603.395411,621.68158,637.914552,641.951698,638.111289,634.3034,634.979125,635.115977,632.008002,627.106949,621.96353,620.449366,616.928496,617.711218,620.286043,627.922472,640.722966,654.227918,670.202215,691.294879,723.989533,752.096006,830.345506,930.501053,1029.615268,1129.246678,1238.68447,1368.01447
75,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Gambia,6.932799,6.376075,7.098339,6.585385,9.912381,10.905716,13.890625,20.977771,22.188261,15.343771,14.437029,10.716542,12.187158,14.812736,17.671827,21.917491,13.709866,14.691089,14.163491,12.463501,14.621247,17.803057,18.622469,20.342684,23.368655,31.884568,31.404623,33.87322,42.39
75,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Gambia,4.547667,4.674073,4.797861,4.920501,5.120204,5.437535,5.855173,6.549914,7.4519,8.130747,8.536326,8.778754,8.93914,9.212788,9.634558,10.244164,10.698335,10.908463,11.119593,11.251227,11.388696,11.678103,12.070183,12.514927,13.075371,13.948446,15.010215,16.067937,19.71
75,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Gambia,74.713178,76.41518,78.715658,80.380542,85.17272,90.640901,98.676353,113.104209,127.84057,135.053593,140.954296,142.892084,146.140101,151.740049,159.777319,171.450646,174.462177,178.244803,181.288702,182.500976,185.733527,191.85848,198.410767,206.238525,216.531808,234.467931,250.86234,268.667623,291.347623
79,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Germany,8126.268131,8243.170818,7678.712112,8397.474686,8707.393805,8624.202636,8722.546396,8567.560276,7754.269594,7737.011994,9382.876908,11064.555911,10569.610815,12009.779207,10936.636448,9751.238827,11827.847284,11065.642628,11073.555785,10959.32602,10592.696803,10018.329934,10212.30126,10033.163685,9847.231608,9786.651859,9732.412234,10155.987335,11082.46
79,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Germany,8602.357615,8783.70661,8943.753393,9149.544323,9397.966907,9501.456937,9688.440137,9850.244969,9985.181272,10014.809009,10154.79605,10364.056827,10583.379848,10846.508986,11159.084798,11240.08828,11142.983472,11284.32662,11373.366844,11506.840763,11528.749164,11663.278271,11597.566099,11539.497179,11555.892978,11602.120488,11412.575916,11447.075134,12203.36
79,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Germany,160646.194601,160018.801192,159621.417591,160198.468058,160893.244886,160059.267305,158683.64259,159217.910699,159040.48515,158344.381804,160574.645555,164126.807254,165578.886614,170019.829342,170307.434364,169414.632386,170545.332359,171504.083794,171649.84136,171589.991389,170641.014558,169656.49223,167780.270603,167563.65973,166694.393389,165875.761756,165074.894465,168576.735388,167455.835388
80,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bosnia and Herzegovina,33.519712,127.42971,152.024333,157.189965,132.23394,90.61154,95.484261,101.906246,99.76273,113.754056,126.495519,130.797757,148.900543,155.971645,145.658148,138.760455,139.090497,130.447172,144.812333,136.292497,144.18531,158.592387,148.433528,159.349375,160.369814,166.390496,155.791403,146.969708,160.23
80,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bosnia and Herzegovina,34.190723,38.819122,48.909912,59.479635,68.002867,72.344854,74.415159,76.843168,79.2423,81.99391,91.000341,100.456616,108.780299,124.428893,118.667033,119.710783,109.089483,102.922481,114.627503,102.846773,108.746368,119.249691,110.867074,117.126742,118.563613,128.460633,118.933221,99.729903,100.49
80,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bosnia and Herzegovina,324.47636,413.086949,516.201371,613.9117,678.142773,696.409459,717.478561,742.541639,763.062068,794.822215,835.510736,876.217532,930.051294,985.219227,1025.072546,1054.387724,1081.084924,1096.901245,1124.782837,1141.782425,1164.580227,1198.784972,1219.918327,1249.3084,1276.728883,1307.126966,1324.416103,1331.595715,1391.335715
81,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Ghana,394.986085,515.387518,452.945399,468.109906,319.869122,718.044493,665.148353,484.13733,669.783039,805.634412,823.605954,909.019568,1230.426147,1416.106421,1169.372124,966.206328,1087.234827,1227.22113,1056.044676,1013.344035,998.858534,1223.794332,1500.108392,1469.415627,1468.758379,1645.106616,1933.736482,1953.867691,2341.9
81,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Ghana,644.5308,633.17016,624.229938,614.407801,601.182704,596.24915,601.969986,600.330358,598.928147,607.254982,619.696894,634.493846,660.607587,700.367109,735.909438,755.822226,772.076127,795.185238,815.972098,829.095433,839.715784,856.012423,886.368759,922.272354,955.081233,991.192309,1039.086064,1093.369025,1277.48
81,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Ghana,10295.142245,10177.359602,10006.075063,9859.777169,9578.463588,9700.258931,9763.437296,9647.244269,9718.099161,9916.478591,10120.387652,10394.913373,10964.731933,11680.471246,12113.933931,12324.318033,12639.476732,13071.512625,13311.585202,13495.833804,13654.976553,14022.758461,14636.498094,15183.641367,15697.318513,16351.232819,17245.883238,18106.381903,19170.801903
83,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Kiribati,2.250238,2.115226,1.75513,1.802234,1.751521,1.521658,1.453738,1.468533,1.456534,1.364135,1.803965,1.581197,2.430147,1.64796,1.77177,1.479135,1.830095,2.024919,2.944834,2.590163,3.280365,4.163438,4.173867,2.555873,2.946604,3.103323,3.630006,3.660901,3.98
83,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Kiribati,1.089899,1.155469,1.202252,1.236837,1.26924,1.291281,1.303066,1.31255,1.321549,1.326876,1.342307,1.363323,1.401864,1.440095,1.456281,1.466432,1.477723,1.50471,1.56352,1.635759,1.713729,1.834219,1.974285,2.05772,2.099331,2.154869,2.227577,2.31265,2.44
83,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Kiribati,18.200204,19.159961,19.712841,20.278236,20.760518,20.990894,21.141567,21.29755,21.432534,21.469793,21.931453,22.149326,23.177608,23.385474,23.700962,23.713665,24.066037,24.586247,25.967561,26.921965,28.488602,30.81782,33.017402,33.515554,34.362827,35.311281,36.71371,38.061962,39.601962
84,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Greece,908.815261,976.811804,1206.591163,1279.454516,1443.706783,1462.27776,1682.08184,1420.643275,1641.494514,1731.420591,1895.91405,1599.964921,2241.472738,2564.947287,2079.75246,2108.580891,1473.355261,1199.416955,1797.277993,1351.165222,1610.435943,1901.057525,1890.090012,2169.259019,2319.88471,2083.797768,2457.887153,2673.023353,3045.38
84,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Greece,953.001903,973.663885,1001.723309,1075.735102,1135.304125,1191.213903,1244.290441,1305.420863,1350.508358,1399.90821,1446.29482,1469.968307,1522.699008,1643.307685,1738.783749,1845.842537,1775.202467,1654.024796,1612.725103,1583.020557,1564.949787,1564.385594,1564.469202,1562.408186,1567.366879,1587.91708,1627.644952,1674.396335,1758.79
84,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Greece,13797.68968,13871.257596,14075.473827,14431.612014,14808.31861,15093.370372,15385.012869,15607.508328,15899.812896,16299.848925,16597.84691,16815.949847,17437.45128,18408.984528,18722.172089,19605.699591,18684.47206,17872.211279,17561.910928,17158.512599,16943.326302,16933.092103,16828.882764,16719.603254,16635.083863,16724.580556,17012.279685,17835.521215,19122.111215
86,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Grenada,3.988339,5.344527,5.598722,6.447785,7.93565,5.463591,4.017123,4.144303,5.989939,5.629055,7.569546,6.261973,6.133639,5.343195,3.788734,3.560555,3.186051,2.380288,3.013431,1.560578,0.83087,1.511314,3.722116,4.287544,4.126691,6.028436,5.16275,6.177364,7.11
86,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Grenada,5.34625,5.305461,5.31543,5.3579,5.467929,5.54183,5.493742,5.40896,5.38845,5.413713,5.484848,5.570703,5.608329,5.616134,5.553124,5.440415,5.316389,5.164395,5.016343,4.852583,4.633171,4.425447,4.316923,4.298197,4.292732,4.339822,4.415168,4.490462,4.63
86,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Grenada,85.75208,85.791147,86.074439,87.164324,89.632044,89.553805,88.077186,86.812529,87.414018,87.62936,89.714058,90.405328,90.930638,90.657699,88.893309,87.013449,84.883112,82.099005,80.096092,76.804087,73.001786,70.087653,69.492846,69.482193,69.316151,71.004765,71.752347,73.439249,75.919249
89,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Guatemala,525.274319,536.948576,613.856058,684.171803,685.806533,661.203014,680.632159,721.061619,669.238761,643.731607,656.062425,659.430758,721.034898,693.477136,691.228174,656.120558,689.548088,688.287571,719.150732,737.424877,737.039632,725.428783,756.305323,760.79625,808.685894,826.845105,827.251967,808.711571,922.5
89,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Guatemala,382.391229,391.314442,402.359715,417.158968,433.22878,447.64534,461.041674,475.429987,488.613199,498.685518,507.758208,516.757511,527.16603,537.97143,547.234303,554.820707,561.901524,569.522502,577.574301,586.617111,595.65402,603.788831,612.013524,620.80576,630.641879,641.869296,652.980051,662.880154,774.2
89,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Guatemala,6253.433087,6399.06722,6610.563563,6877.576399,7130.154152,7343.711826,7563.30231,7808.933942,7989.559503,8134.605593,8282.909809,8425.583056,8619.451924,8774.957631,8918.951501,9020.251353,9147.897917,9266.662986,9408.239417,9559.047182,9700.432794,9822.072745,9966.364544,10106.355035,10284.399049,10469.374859,10643.646775,10789.478193,10937.778193
90,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Guinea,117.8766,116.0872,115.946495,85.467603,107.744226,86.739999,116.350745,125.060014,59.512828,78.37551,81.284006,79.570577,110.825401,126.833074,155.291907,146.888031,138.470623,154.82573,169.819896,179.545479,189.62919,212.263113,274.561434,334.195204,384.475598,431.194847,487.604919,455.303929,592.28
90,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Guinea,46.065851,50.320814,54.262576,57.049245,59.422645,61.691813,64.083026,67.480367,68.968731,68.967257,69.619007,70.267504,71.763333,74.587287,78.5758,82.92665,86.51181,90.119992,94.452162,99.265993,104.385274,110.178926,118.172927,129.345251,143.14466,159.026093,177.048521,194.712875,267.35
90,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Guinea,780.636636,846.403021,908.086942,936.5053,984.82688,1009.875065,1062.142784,1119.722429,1110.266529,1119.674781,1131.339781,1140.642854,1179.704921,1231.950708,1308.666815,1372.628197,1424.587009,1489.292747,1564.660481,1644.939967,1730.183883,1832.26807,1988.656576,2193.50653,2434.837467,2707.006221,3017.56262,3278.153674,3603.083674
