# File: GCAMDATA_FAOSTAT_NFertilizerProdDemand_175Regs_1Item_1973to2020.csv
# Title: FAO fertilizer production by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gamdata-FAOSTAT
# Data source: FAOSTAT (domain:RFN FAO.udpate:2022-06-10T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
50,Cyprus,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,19645,7441,7466,9148,6128,7690,9136,8197,9036,11638,10491,10188,10088,11284,11926,12141,12904,12622,12272,15999,14512,14404,12948,13765,10760,10824,10884,7828,7908,8629,9591,8209,7225,6638,6340,4785,7031,8437,7408,8791,6979,6242,7940,7968.23,7968.14,7773.81,8168.99,8073
50,Cyprus,3102,Nutrient nitrogen N (total),5510,Production,tonnes,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,8910,8008.5,7107,6205.5,5304,16468,11192,10331.076923076924,9470.153846153846,8609.23076923077,7748.3076923076915,6887.384615384615,6026.461538461538,5165.538461538462,4304.615384615384,3443.6923076923076,2582.7692307692305,1721.8461538461543,860.9230769230762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,465102,506556,531969,582000,601000,628000,630000,675000,615000,634000,656400,692300,674000,646300,587700,644400,669900,588300,287800,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Czechoslovakia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,413800,483300,496000,568000,605000,625000,650300,705000,674000,656000,685700,687500,689600,700000,625355,585758,674996,604001,535800,413700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Azerbaijan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,50000,34000,34000,34000,16600,20000,13000,13800,2100,9900,15751,12586,19645,17575,20356,16783,29670,19277,12812,22512,27541.31,25389.71,37957.3,89732,86584,71689,118933.89,148695,212378.37
52,Azerbaijan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Benin,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1300,1341,791,1000,700,1600,900,382,527,1100,3000,3566,3800,4309,3432,2121,1100,5116,5010,6197,7867,7741,14000,14453,18764,15338,34600,14300,15100,23558,1318,145,413,11,576,357,5794,12079,4130,8936.76,5029.22,14764.21,184.86,14183.61,45.91,48059.06,75342.4,56307.44
53,Benin,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Denmark,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,365148,300445,339088,349497,373710,379884,393900,374099,375972,391392,419037,398147,382087,381263,367000,376900,400400,394900,370000,333000,325000,316000,291000,288000,283000,263000,248000,234000,210629,202000,206000,182171,179046,190309,192937,218223,186981,180105,183151,189000,178564,204668,225054,240725.87,236492.16,223984.67,225158.34,232767.11
54,Denmark,3102,Nutrient nitrogen N (total),5510,Production,tonnes,63593,81339,80033,109301,116836,121318,130936,146687,130703,161300,202514,186727,169284,157985,190600,191000,200400,184900,173400,171000,179000,163000,165000,150000,156000,150000,184000,131000,132000,116165,148459,92787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Dominica,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1600,1600,1600,1600,1800,1400,500,900,1000,1283,784,800,900,1000,1000,1000,2000,2200,2400,2000,2000,1800,1077,929,1000,1000,1000,1000,1000,157,247,347,408,158,616,203,121,114,186,119.08,292.9,56.23,314.83,93.38,103.6,50.1,226.09,128.83
55,Dominica,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Dominican Republic,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,40625,46700,30000,35000,32000,27878,34325,28200,31400,30700,25000,31300,33000,31000,34800,26602,39166,47002,51000,42700,39900,45700,50000,50000,55400,51300,52900,48500,60018,51430,40693,41808,36841,49254,44450,43134,45787,54065,45215,33805,36689,43907.04,60652.57,65587.84,70494.35,89635.22,89635.22,89635.22
56,Dominican Republic,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Belarus,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,250000,227000,200000,230000,260000,280000,280000,286000,280000,290000,247200,310000,346300,406000,479300,447300,523500,553600,529900,601100,557307,534836,456071,443777,348508,406846,404895,407225,461857
57,Belarus,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,567700,457800,404800,429000,449600,378900,442500,534400,574300,608200,644420,635865,665034,682065,711548,749944,727975,731378,771295,813922,832766,833096,841911,861185,843010,854320,869965,988187,958943
58,Ecuador,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,28700,22138,13549,49500,58259,40367,43332,40700,34800,33200,47000,43000,43238,31077,27748,32001,45803,39421,44700,42700,49000,48000,56000,65000,90600,88100,69800,71600,226367,132311,119857,135632,116291,126268,118168,156382,151261,159096,178586,172934.27,161466.05,173443.72,138617.44,196435.87,200593.86,219923.07,208212.58,208212.58
58,Ecuador,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1500,2000,1726,1887,1581,1600,2488,2400,2500,3000,2100,2700,2606.896551724138,2513.793103448276,2420.689655172414,2327.5862068965516,2234.4827586206898,2141.3793103448274,2048.2758620689656,1955.1724137931035,1862.0689655172414,1768.9655172413793,1675.8620689655172,1582.7586206896551,1489.655172413793,1396.551724137931,1303.4482758620688,1210.344827586207,1117.2413793103449,1024.1379310344828,931.0344827586207,837.9310344827586,744.8275862068965,651.7241379310344,558.6206896551726,465.51724137931024,372.41379310344837,279.31034482758605,186.20689655172418,93.10344827586187,0,0,0,0,0,0,0,0
59,Egypt,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,358161,360000,415000,427724,459504,490461,500000,554000,585000,631900,610000,594000,640300,795500,786500,794500,754116,745146,775000,743742,849538,720736,970000,1002600,915000,1014000,984400,1073416,1099000,1151300,1190800,1372900,1309000,1239000,1120000,1139100,1193200,1158700,1207000,1086800,1104100,1124600,1219300,1280500,1314900,1245300,1245300,1245300
59,Egypt,3102,Nutrient nitrogen N (total),5510,Production,tonnes,50700,100200,150540,169913,195171,216456,263930,400472,482000,663400,639000,625000,690000,665000,650000,700000,700000,676123,823594,762307,862646,895100,1031000,1019400,943800,1111000,1268500,1287455,1578160,1557510,1558830,1584400,1552008,1750977,2286460,2618560,2723590,2800020,2687430,2391830,2660000,2660000,2200000,1800000,2800000,3700000,4200000,4500000
60,El Salvador,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,68000,62500,65000,77106,77118,84192,50600,47649,66521,44209,59376,39831,61151,49120,64471,67808,56155,52717,55403,53669,52720,46000,41887,60000,72100,57000,56808,48453,48274,34510,36496,46957,68253,52360,64920,74283,65253,73674,82652,71085.4,69169.06,49633.45,58092.6,47349.49,34304.68,54274.12,25165.67,40437.47
60,El Salvador,3102,Nutrient nitrogen N (total),5510,Production,tonnes,7000,7000,5300,4455,12400,24449,15000,13602.125,12204.25,10806.375,9408.5,8010.625,6612.75,5214.875,3817,7729,5453,11169,9195,7615,6853.5,6092,5330.5,4569,3807.5,3046,2284.5,1523,761.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Ethiopia PDR,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,6074,7987,11000,11000,7344,9851,16000,16000,16000,14300,16500,13000,5000,12400,19900,30200,38000,42100,26500,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Ethiopia PDR,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Estonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,39000,29945,26384,19000,16600,20471,24932,19550,22390,19603,16700,23255,24833,20083,22610,24982,35455,27328,28628,29803,32978,33659,35806,36276,36390,37333,38867,41438,41486
63,Estonia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,41900,16100,50928,55800,52300,41800,29300,40358,37878,39517,24264,34000,66601,100985,99350,96405,91750,9784,721,261,264,365,241.8,118.59,111.22,247.9,263.98,263.98,263.98
66,Fiji,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,6798,9152,7200,9000,9900,9000,12100,10800,12800,10300,7500,10100,7800,11300,10600,10100,13200,12000,10000,8500,9000,9000,10000,10000,10200,8900,6400,2500,5000,9377,3178,7659,6593,4220,4025,6758,2747,2435,3533,3963.5,3707.92,2787.9,5825.57,4219.75,5064.69,3003.77,4253.48,5585.95
66,Fiji,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Finland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,206660,226442,199315,161377,168385,183322,196241,196936,183581,215991,204775,196060,202170,212300,214586,211207,231361,206400,166450,174000,171000,183000,183020,174000,177000,175000,176000,167000,165000,160403,159288,154708,149562,148161,148784,162905,136009,156523,138900,138900,138136,147373,143479,138128,138948,138385,146798,139316
67,Finland,3102,Nutrient nitrogen N (total),5510,Production,tonnes,243556,252212,202047,190351,185437,246194,259504,266200,235700,262610,301913,302728,282000,287000,281200,281100,277610,268000,191900,224000,237000,235000,247000,231000,238000,227000,236000,253000,263000,267709.54,190123.83,251045.69,262213.12,229908.33,279459.64,305032.44,256052.27,312274,261087.29,298159.01,370900.61,203117.7,283410.19,250602.14,195806.73,195806.73,195806.73,195806.73
68,France,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1833083,1554800,1707800,1815000,1831700,1978000,2134800,2146500,2193000,2196000,2320000,2337000,2408000,2568400,2557100,2605000,2660000,2492000,2569000,2154000,2222000,2308300,2391700,2523900,2513100,2488100,2571400,2316300,2397000,2203200,2375400,2324000,2205000,2204665,2402000,2099000,1900820,2043000,1944450,2024929,2168441,2159477,2239842,2191727,2347437,2185015,2024807,2077726
68,France,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1642300,1694100,1361000,1462000,1470000,1781000,1780000,1640200,1553000,1583000,1728000,1779000,1628000,1704000,1540000,1675000,1572000,1524000,1636000,1333000,1524000,1493000,1490000,1616000,1484000,1436000,1422800,983000,1106000,1101414.37,1030127.14,1074917.74,985119.09,1430539.14,1792211.75,1553683.99,1360195.49,1358154.38,324190.98,345291.89,524849.62,279091.48,469045.1,361926.38,354212.38,579589.3,512493.36,0
70,French Polynesia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,50,50,100,194,206,317,255,258,276,343,394,800,400,300,300,300,300,300,300,400,400,400,400,400,400,400,494,500,381,388,335,383,293,320,333,454,270,359,349,247.97,246.84,227.27,343.26,256,377.32,236.85,380.76,309.04
70,French Polynesia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Georgia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,62000,48900,26000,26000,27200,31500,30000,40000,40000,26000,21400,11124,14100,24117,21410,18451,17377,19651.5,17042,14760.5,17617.5,22601,17693,17361.5,18075,14334.5,14889,12850,44200
73,Georgia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,75900,58600,34000,42500,53700,76300,55300,93900,100000,39100,83000,76903,94075,110403,127478,131822,131178.72,130050.74,142913.64,164300.58,156316.51,161345.68,163686.17,161707.4,122969.63,137415.56,169716.38,173567.14,178651.36
74,Gabon,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,21,30,300,377,100,100,92,100,796,200,600,500,500,1094,813,330,400,136,200,100,100,100,100,100,100,100,100,100,100,553,190,680,580,799,890,820,883,593,381,1300.34,1277.23,1852.11,4420.46,3664.79,7746.13,6212.91,5763.53,2688.89
74,Gabon,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Gambia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,302,400,165,200,494,1050,1467,640,319,758,1100,1000,3000,3000,800,310,659,200,300,200,200,200,344,205,300,2300,1000,600,600,1169.5,1739,1200,1671,1672,1520,835,1365,1785,2628,453.1,56.74,25.36,141.24,128.67,37.48,2006.92,670.12,20.61
75,Gambia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Germany,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1766941,1872239,1906142,2077951,2095502,2138054,2225089,2302615,2072801,2171500,2071756,2148741,2285700,2287242,2375335,2413000,2253000,1787300,1720000,1680000,1612215,1787436,1770000,1758008,1788388,1903017,2014010,1847507,1792212,1787833,1827767,1778438,1784996,1599788,1807176,1550625,1569045,1786485,1640414,1648828,1675289,1822791,1710616,1658837,1496649,1342284,1372084,1265477
79,Germany,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1883765,2010047,1797292,2065951,2143245,2164501,2350575,2379444,2074858,1933401,2079480,2154092,2195355,2271331,2349998,2300747,2134000,1165000,1095000,1191000,1131000,1167000,1174000,1269000,1125000,1175000,1250000,1039500,1066394,1256291,1120999,1160639,1253773,1185726,1504452,961882,1224687,1279619,1145336,1306175,1316100,1316100,1253300,1371485.41,1321606.8,1486440.58,1508707.29,1408090.08
80,Bosnia and Herzegovina,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,5000,5000,5000,5000,3000,3000,23000,28000,27800,18600,18600,10768,33472.58,35510.77,22969.64,21096.97,42319.8,63542.64,61304,84152,101451.42,85024.04,104702.52,112139.97,86574.41,89163.38,69452.62,69452.62,69452.62
80,Bosnia and Herzegovina,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,44310,31717,84343.2,63279.65,48908.35,67363.94,77600.85,43843.48,49908.7,47811.14,47811.14,30460.65
81,Ghana,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,2946,3782,11000,12000,10100,10600,8400,5000,13000,12500,11000,5000,5000,4100,5140,7049,5783,8000,7000,7000,5203,2700,3200,7200,8706,7274,8002,7048,14169,4330,8559,5702,11105,30171,25924,18374,21160,24835,10738,42320,45343,38177,42900,42900,82000,65200,76500,114800
81,Ghana,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Greece,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,244293,251500,275080,291310,294000,341200,356100,333300,373289,383800,418000,426600,458300,431600,388800,415600,404200,427500,408400,393000,328000,346000,315000,340000,307000,292000,291000,285000,261000,253000,247000,255000,224000,210000,236000,201000,175000,213000,181394,175445,189208,179850,164463,173123,181726,179436,189748,202945
84,Greece,3102,Nutrient nitrogen N (total),5510,Production,tonnes,262985,264100,288460,273021,278100,310740,320000,311300,306849,363700,399700,426000,436500,406800,412800,425500,426100,419400,377700,341000,292000,317000,275000,316000,240000,231000,214000,249900,240000,110771,209625,110771,93051,45171,35117,31970,21961,80421,207705,119737,98237.47,128936.1,163168.85,106637.01,197665.88,107946.4,89425.22,148207.88
89,Guatemala,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,32000,36900,35100,49926,52000,52000,58200,51900,47000,58700,41700,55500,60000,80000,83800,61600,83400,80000,98200,100000,107000,112000,115000,110000,118445,101000,124000,124500,114996,84157,118070,140350,131425,145722,133081,88314,120544,142138,180502,185574.05,181937.6,162338.7,180178.09,167286.43,174189.9,172847.57,169583.26,211385.58
89,Guatemala,3102,Nutrient nitrogen N (total),5510,Production,tonnes,3000,3000,3000,6000,6400,6603,2000,11400,8900,12400,8000,9000,10000,10000,6213,7000,7000,7000,8000,8500,8095.238095238095,7690.476190476191,7285.714285714286,6880.952380952381,6476.190476190476,6071.428571428572,5666.666666666667,5261.9047619047615,4857.142857142857,4452.380952380952,4047.6190476190477,3642.857142857143,3238.0952380952376,2833.333333333334,2428.5714285714284,2023.8095238095239,1619.0476190476193,1214.2857142857147,809.5238095238092,404.7619047619055,0,0,0,0,0,0,0,0
90,Guinea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,800,650,600,600,200,200,1100,42,447,617,352,87,172,280,300,261,391,731,1366,265,1059,2300,2817,2449,680,1120,1000,1000,1000,1794,1663,1674,1970,1978,3178,2795,1259,2528,5098,5378.76,2723.09,2920.57,2412.19,2229,13047.26,7055.31,7055.31,7055.31
90,Guinea,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Guyana,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9260,11200,7703,6030,5067,11671,6520,4260,9318,9179,9564,9686,7309,12441,8000,10600,12000,8000,13000,10500,10000,8100,12000,10900,13974,13800,15530,10737,11200,13610,9619,19117,6180,8300,6364,18262,6704,14136,6373,11312.42,16594.98,14284.77,19275.51,11114.66,7991.63,19817.34,21371.78,17472.99
91,Guyana,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Honduras,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,14000,9500,11400,11000,15200,9900,10400,16000,14100,12821,19016,23000,14131,11638,17306,21521,20299,11105,20000,20922,33000,12000,72300,49800,82939,93893,109500,135900,110000,34115.63,42423.03,26290.88,41865.92,66688.46,63491.18,55554.03,47616.87,56041.67,85542.5,75417.43,74712.54,74007.65,75343.02,95944.75,110175.75,122752.42,86136.63,86136.63
95,Honduras,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Hungary,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,492735,551298,535838,522414,582055,570129,570125,536778,562930,646546,625369,625906,558375,593393,613827,646301,572800,358644,264468,148000,225300,243123,246752,318506,285800,282000,320600,320000,336000,303000,289000,293000,260000,289000,320000,316912,272056,272572,303445,312940,342949,326753,338781,403970,424476,424277,415901,444962
97,Hungary,3102,Nutrient nitrogen N (total),5510,Production,tonnes,424243,416200,436020,548948,572425,612451,639741,651002,690701,670833,699802,687780,700477,666617,692357,548300,573300,428600,231800,161900,192550,238500,219678,260890,251400,213500,278700,289600,272800,210134,205301,266070,311302,302000,222968,212387,229268,233354,300576,249222,294404.6,341921.14,341921.14,341921.14,341921.14,341921.14,341921.14,341921.14
98,Croatia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,133522,91000,95000,93000,101600,152000,94996,99400,116000,99000,129821,123597,145499,124858,191158,212374,263430,93224,117400,139848,106884,77920,73680,87428,72320,98412,99420,97099,98963
98,Croatia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,279541,260800,273769,291000,305900,324131,248043,309838,328071,285300,262000,286064,335148,323223,332406,350988,353180,305455,357342,379467,345669,328380,342968,351518,342220.28,386829.69,323525.21,377740.37,364161.11
99,Iceland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,14145,13589,14761,14813,15007,15779,15734,14868,15202,14700,14813,13544,12918,12739,11381,11801,12100,12500,12126,10848,12000,11200,10062,11592,11800,12500,13500,13000,8981,11085,10344,9889,9775,12342,13832,15321,7535,7590,8670,9429,8616,10793,11374,10831,13066,11743,10381,11408
99,Iceland,3102,Nutrient nitrogen N (total),5510,Production,tonnes,9674,7315,8982,10657,10046,9695,10022,9002,8825,8000,6100,11968,11600,11600,10000,9640,10320,10142,12971,10735,10000,11500,8736,12333,12000,11500,12000,12000,87,76.125,65.25,54.375,43.5,32.625,21.75,10.875,0,0,0,0,0,0,0,0,0,0,0,0
100,India,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1829000,1765700,2748600,2456900,2913000,3419500,3498100,3678100,4068700,4042900,4637300,5333300,5750000,6528700,5702900,7157500,7150900,7565500,8046272,8426735,8778871,9507169,9822852,10315919,10901899,11353755,11586250,10920200,11310175,10469210,11077861,11712729,12723910,13760868,14417665,14863815,15558372,16450653,17367540,16820900,16750100,16949600,17372300,16735400,16958000,17628200,18863900,20404000
100,India,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1049900,1186600,1508000,1862400,1999800,2173000,2224300,2163900,3143300,3429700,3491500,3917233,4322800,5412111,5486155,6723718,6745192,6993116,7301511,7430842,7257963,7961053,8728137,8592302,10083072,10477278,10872845,10942800,10766775,10391719,10468657,11205586,11218193,10934856,10400408,10430846,11376729,12087720,12192878,12159007,12408600,12433700,13475900,13376800,13422600,13336800,13722200,13744500
101,Indonesia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,350000,345000,341900,351200,465200,548998,620419,850931,997054,1082400,1049155,1285800,1298900,1366200,1467400,1585400,1469100,1609900,1551700,1697000,1557900,1649000,1844000,2084000,1706600,2120900,1925500,1964400,1953480,1974661,2119780,2309142,2411944,2435520,2503269,2700006,2935774,2784573,2933822,2947039.61,2791106.42,2909405.65,2818598.24,2964027.98,2951991.41,3237087.26,2928279.43,3540990
101,Indonesia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,81473,120826,207500,184200,396100,694044,874826,958426,970566,940294,1077189,1304300,1731800,1836000,1978900,2032700,2368953,2461800,2408400,2406000,2478630,2542200,2822000,2986400,2992600,2899100,2842400,2853000,2548785,1974661,2119780,2309142,2875658,2808307,2947267,3182809,3599348,3536584,3605437,3781955,3634209.84,3680263.27,3778013.87,3546273.83,3805696.75,4022317.13,4137667.66,4292829.87
102,Iran (Islamic Republic of),3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,194080,188525,189980,194770,238795,176745,289285,300185,402130,493930,596584,489527,467400,529372,529400,527514,726000,558100,658000,834360,555000,609000,633000,685225,830025,878000,847800,862572,864108,947120.05,998278.77,1043417.37,1089424.09,1355646.05,1116791.02,1193567.47,1033931.57,943706.67,559006.08,670332,626029.06,701509.73,564053,564911.75,602597.7,729671.78,814771,903184.88
102,Iran (Islamic Republic of),3102,Nutrient nitrogen N (total),5510,Production,tonnes,130765,131025,125700,136214,124026,72344,93200,71000,21400,22207,23906,13890,22400,72498,99640,115800,307300,376200,451000,572000,467400,466136,500100,688800,727800,863700,713200,725496,735958,963082.28,950811.38,931657.28,971530.54,1081184.81,850324.42,1190218.81,1203181.34,1334870.73,1395631.27,1781295.83,1651464.05,1320919.35,1613275.23,1439611.08,1826568,1826568,1826568,1826568
103,Iraq,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,20139,27317,25000,35000,45000,43388,74200,64500,63600,64700,54300,109800,120000,131490,148500,164600,138425,130000,95000,130000,226000,238000,225000,240500,242700,251200,254700,250500,502000,507200,45200,102714,153880,167020,126420,164120,171846,107980,138340,158685.16,159833.13,80172.24,63236.84,104472.28,180937.87,173013.64,173013.64,173013.64
103,Iraq,3102,Nutrient nitrogen N (total),5510,Production,tonnes,28124,33600,24300,25332,125460,165800,387000,355000,245333.33333333334,135666.6666666667,26000,31000,68800,79400,81400,364000,539400,242000,95000,130000,218000,218000,218000,235000,235000,235000,238000,238000,530000,523300,30000,98454,138940,151720,110220,149300,141220,96600,128800,123280,135240,47464.94,31392.98,114212.4,114212.4,114212.4,114212.4,114212.4
104,Ireland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,130200,133000,152739,168159,230466,263600,247500,275100,275200,296000,331400,327700,322733,371663,339300,349000,378500,370000,347900,353000,404000,433000,425000,394000,397000,444000,429000,368410,366000,363513,391200,352165,345154,321588,308960,306806,362395,313649,296536,353044,331782,331782,330959,339104,369089,408495,367364,379519
104,Ireland,3102,Nutrient nitrogen N (total),5510,Production,tonnes,94500,97000,100000,100000,120000,65500,102200,190000,205000,249000,253000,238000,244000,255400,285900,252000,296700,279000,305000,307000,315000,320000,307000,288000,326000,311000,277000,188400,280000,208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Israel,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,30340,32604,37375,36495,38195,37620,35717,39506,35830,45500,47100,55500,52800,49800,52000,46500,48400,49600,41300,43400,44000,50000,50000,65000,61000,61000,44000,49000,45300,44700,50200,52400,48800,47500,59400,45900,36100,30200,44800,45100,46900,46400,45100,46800,48400,50200,45300,45400
105,Israel,3102,Nutrient nitrogen N (total),5510,Production,tonnes,43820,51890,59070,56455,68095,79500,76070,62286,62430,74138,81650,80500,79000,75600,74000,66300,67000,66000,76400,63900,75000,65000,75000,76000,88000,87000,83500,89400,74750,91718.23,80736.97,97489.73,79189.93,85094.42,81782.75,97267.52,39783.44,92511.55,48408.21,56049.99,55644.57,58785.36,42460.45,31726.43,31726.43,31726.43,31726.43,31726.43
106,Italy,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,672178,672195,724337,699726,817300,1042654,1106810,1006011,987968,967833,996106,1026266,1054533,1010607,1046631,924021,827279,878960,906720,910000,917900,879200,875000,876000,855000,845000,868000,828000,773161,845003,846812,866469,800697,798807,812480,670261,514480,498605,516543,591000,600600,574016,605236,602730,599242,594767,598544,574530
