# File: FAO_For_Exp_m3_USD_FORESTAT.csv
# Title: FAO historical forests export qunatity and export value
# Units: Export Quantity in m3; Export Value in 1000 US$
# Source: FAOSTAT (domain:FO FAO.udpate:2021-03-01)
# Date of last update: 2022-07-18
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
French Guiana,69,Veneer sheets,1634,Export Value,5922,,,,,,,77,329,220,25,,,0,,,,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Guiana,69,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Guiana,69,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,70,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,102,102,9,9,9,9,55,64,64,64,41,54,54,54,54,91,91,91,91,91,91,91,5,0,1,0,0
French Polynesia,70,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,35,35,1,1,1,1,10,15,15,15,10,11,11,11,11,35,35,35,35,35,35,35,1,0,0,0,0
French Polynesia,70,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0
French Polynesia,70,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0
French Polynesia,70,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,72,72,72,72,72,72,72,72,72,75,72,84,87,76,81,9,55,6,6,6
French Polynesia,70,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,28,28,28,28,28,28,28,28,28,34,28,49,52,35,52,24,35,21,21,21
Gabon,74,Sawnwood,1872,Export Quantity,5916,10000,11700,12300,18100,21800,19400,25800,29500,21300,14500,12500,9300,4600,4600,2100,6800,19700,14200,7900,18100,3900,1600,2200,500,2700,1000,3600,8100,3300,2500,2500,3935,16628,3927,6400,12200,29000,54500,24000,79000,77000,88730,124031,124031,207000,198850,253000,222738,208644,278236,336490,429069,410000,453804,526390,496530,703170,841686,817197
Gabon,74,Sawnwood,1872,Export Value,5922,355,457,707,1054,1348,1291,1618,1805,1397,940,390,307,237,237,118,323,844,639,1105,3599,425,337,464,78,500,128,1229,2695,1219,1042,1042,1476,2801,1828,2995,5511,9004,17000,21000,9388,19099,24939,27124,68280,125149,87125,140981,149953,66675,115091,179054,237326,256250,300907,366367,319795,397749,466120,384153
Gabon,74,Veneer sheets,1634,Export Quantity,5916,15800,15300,19900,24400,19900,26400,20500,9600,4900,20500,18200,22400,14000,26000,8500,9300,13200,19100,16800,18900,21200,14400,9000,2000,8100,5300,8200,10400,5200,2600,2600,2432,1706,417,1400,3000,13000,40400,124000,91000,63000,108000,56468,129223,137643,71140,80892,70921,58916,74642,99381,56361,107702,104295,112508,133652,142680,161103,267140
Gabon,74,Veneer sheets,1634,Export Value,5922,1100,1507,1641,2209,1761,2369,1608,770,147,1544,1450,3430,4350,8100,2300,2569,3024,4395,5573,7636,5792,3922,2413,347,1405,1784,6960,8412,3735,2208,2208,1885,1574,421,778,1525,6790,19820,25023,11797,39561,47930,37529,100146,103230,103577,140612,130836,93994,117230,145675,112110,109702,115127,95949,112169,120166,145836,203924
Gabon,74,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,50,24,24,24,24,24,24
Gabon,74,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,34,13,13,13,13,13,13
Gabon,74,Wood-based panels,1873,Export Quantity,5916,53900,58300,59400,55700,51200,51300,53600,59900,65800,60800,40800,52200,41100,39000,51300,25800,39300,39300,11300,41700,39000,36000,44000,53500,46200,89200,112400,124000,101000,80000,80000,14366,13040,14259,16600,21600,25000,57300,56000,78000,57000,27452,25986,22844,28251,36815,45310,47209,51057,54876,41428,40755,50907,45667,39028,47303,33057,30629,32593
Gabon,74,Wood-based panels,1873,Export Value,5922,6300,6516,7033,7188,6847,6109,6773,6875,8073,8102,5500,7000,12000,11000,14300,8337,19295,19295,5600,21800,20400,18900,23100,28100,14862,41121,51951,50708,50000,40000,45000,11694,10459,11803,14751,15647,10000,19353,25203,25662,13642,18016,20049,18853,20333,26872,40855,52751,42625,48592,40375,36023,42352,39652,30977,35016,28080,23851,28414
Gambia,75,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,126,64,35,0,366,300,300,282,282,35,69,420,420,236,33,33,127,61,2895,162,111,49,71,474,3511,7586,21258
Gambia,75,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,57,31,9,0,209,176,175,90,90,14,28,128,128,141,83,83,117,37,416,85,87,14,52,248,2455,4454,16880
Gambia,75,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,0,0,285,285,285,27,27,27,27,27,27,27,27,27,27,27,98,37,0,1,0,0
Gambia,75,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,0,0,144,144,144,73,73,73,73,73,73,73,73,73,73,73,8,20,0,1,0,0
Gambia,75,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664
Gambia,75,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
Gambia,75,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,0,0,20,20,20,20,20,20,921,921,921,973,111,473,473,452,446,443,442,441,441,441
Gambia,75,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,4,4,4,4,4,4,38,38,38,129,107,143,143,40,35,35,33,33,33,33
Georgia,73,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,50,2059,2287,6276,37700,35500,65000,146500,169000,195900,74300,51286,51286,51286,51286,28102,25000,43500,43000,33401,50276,68530,54851,60727
Georgia,73,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,10,242,366,963,3318,3041,5005,9587,11090,13855,16407,20708,20708,20708,20708,8947,9502,11705,11331,10937,13637,18908,17852,18868
Georgia,73,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,791,441,441,441,441,441,441,441,441,2684,2854,2854,2854,2854,0,24,0,0,0,0,0,679,91
Georgia,73,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,173,0,181,181,181,181,181,181,181,541,681,681,681,681,0,32,0,0,0,0,0,95,130
Georgia,73,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,297,297,297,297,297,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,73,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,164,164,164,164,164,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,73,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,60,0,0,0,0,0,0,0,0,0,0,0,2808,279,279,279,279,31468,41000,32303,26236,17749,18551,36601,26261,29262
Georgia,73,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,12,0,0,0,12,0,0,0,0,0,0,0,517,103,103,103,103,9996,13038,10267,7841,4718,4147,7579,6954,7531
Germany,79,Sawnwood,1872,Export Quantity,5916,200100,213800,220900,388200,375800,364700,528000,678200,511500,440800,402900,408800,742700,1208100,911200,1286300,1061300,863800,845700,878900,843400,825200,908900,1145400,1327600,1339000,1412400,1846000,1420900,1261200,1263900,1233100,1249000,1864000,1907000,1938000,2260000,2669000,2385000,3911000,4083000,4848000,4706000,6212000,7391000,7858411,9473139,12928000,6788420,7268412,7407579,6753053,6912205,7393367,6989939,7772498,8348455,9043016,9656877
Germany,79,Sawnwood,1872,Export Value,5922,11840,12672,13333,21713,22406,22188,29111,35316,31544,30814,30693,34467,85677,148227,110616,156015,159420,166203,188502,214153,179245,162922,165090,187709,205147,282363,350277,465360,339477,387626,345018,337996,266653,420377,464848,455711,526813,548998,537492,840613,801188,984136,1101693,1511678,1823339,2090724,3036161,2738351,1731456,1924147,2112145,1808411,1970988,2159900,1747895,1885279,2159107,2535368,2331702
Germany,79,Veneer sheets,1634,Export Quantity,5916,26700,26800,31200,37100,35600,38200,44100,48400,52000,53300,57600,61500,92700,74900,59700,78000,65600,59900,67500,75500,66100,61400,67000,71900,78700,77200,86200,99800,105400,93600,86900,84000,139000,146000,256000,230000,115000,120000,113000,127000,124000,120000,120000,127000,118000,115604,175000,169000,80539,86875,82068,66416,56882,55764,63784,50185,63521,62564,58135
Germany,79,Veneer sheets,1634,Export Value,5922,10469,12147,14352,17638,19607,21824,24416,29034,33202,34478,37096,45290,84805,70776,58389,73186,72925,83790,107743,123390,91331,81223,87071,89731,99512,118904,145773,165076,170504,192975,167536,182971,156681,189815,264733,253190,255956,269085,253388,264255,253269,258305,279411,326918,320821,381542,349121,342304,243408,250107,236832,182623,171744,180672,163188,160442,163675,168084,157048
Germany,79,Wood pulp,1875,Export Quantity,5910,34700,41800,40000,35900,32500,31300,22500,70100,87900,64200,50200,95000,126000,94100,72000,120400,110400,95000,117100,116400,111000,101800,114400,134700,110900,127000,140200,181600,167300,164900,191400,213900,192402,198500,271000,346000,392000,379000,331000,392000,439000,522000,456000,528000,824000,1021405,982000,1037000,1049136,957493,1077000,1126000,1272000,1316741,1238000,1258000,1253000,1089000,1254000
Germany,79,Wood pulp,1875,Export Value,5922,5136,5705,5569,5495,5139,4699,3261,9915,13606,12082,10061,17816,28459,32073,32341,49324,51344,38239,58533,67101,59412,55934,54624,67030,55171,73571,96141,134031,140064,139356,165200,138398,101678,125566,238458,225263,240949,219650,174351,290714,232780,271075,261808,332254,448635,614585,733581,775621,601363,745959,841269,760632,896433,936723,805440,733739,773340,839317,827756
Germany,79,Wood-based panels,1873,Export Quantity,5916,126700,126300,155500,179800,187700,220056,281720,329053,339409,328157,308577,305709,455785,648687,558760,718600,712400,736000,836400,757700,758200,843600,861400,1001600,1181800,1157200,1166200,1614300,1464900,1274700,1288900,1317961,1348000,1775000,1664000,1953000,2467000,2852000,2905000,4493000,4767000,5669000,5892000,6835000,7527000,6777602,8931585,8052617,5971493,6098310,5600577,5501909,5709883,5636401,5995890,6074638,6360265,6145173,6019846
Germany,79,Wood-based panels,1873,Export Value,5922,16431,15544,18679,22024,23290,24099,28469,32511,36978,43760,39252,43435,71107,103234,93507,124595,138979,174951,220199,237333,208277,211403,206159,214477,244071,351504,429523,522501,523536,543206,531425,565309,518780,660858,792760,871681,971589,1170969,1237610,1350628,1451669,1752291,2104637,2678253,2815866,2927942,3769879,3198079,2984183,3004166,3141672,2832277,3011218,3014552,2665181,2727303,2909381,3077091,2781772
Ghana,81,Sawnwood,1872,Export Quantity,5916,246400,264000,236900,252100,230000,205000,189500,215100,219100,240900,185800,250300,305000,169000,165000,139000,73100,77200,77600,69400,52900,39600,42600,56400,80300,102300,172900,169600,154000,200500,185100,202066,239712,249860,287100,229800,271300,254300,251100,244100,237000,213636,199000,210000,259198,216793,212037,239461,118574,181017,171165,114598,161825,178021,90723,116934,118478,122613,157384
Ghana,81,Sawnwood,1872,Export Value,5922,17372,18017,16257,18661,16020,13972,11228,12050,14664,16748,11484,16092,36327,29542,24506,23566,18840,20467,20508,23212,11974,6640,7686,10051,14077,18000,43636,45365,43676,64053,51295,87474,72812,164648,110058,105449,95326,91661,89596,76869,75030,77383,84856,91046,110051,96717,101582,125868,71125,80259,74326,58945,96495,74073,71836,64463,65045,84173,81685
Ghana,81,Veneer sheets,1634,Export Quantity,5916,1000,900,400,400,400,200,200,100,500,400,2000,3700,4100,8800,7500,2000,5500,7800,5500,7500,7100,5300,8800,11500,13400,16100,21300,20800,15000,17300,19400,18233,25100,35000,46200,53700,66000,84000,101000,110000,114000,117000,108000,103000,99819,72048,69655,70462,40570,41025,29861,23001,28322,26862,20325,21265,17851,15417,14027
Ghana,81,Veneer sheets,1634,Export Value,5922,85,118,100,104,111,73,41,16,145,78,222,640,645,1708,1444,460,1372,2145,2331,2935,2161,1024,1679,2534,2855,3000,7544,8678,8798,11187,12438,19273,15447,38659,34911,33412,36520,45371,89601,48660,50556,55004,59483,59382,59289,49571,56493,55817,36359,36675,30914,22218,26194,19577,35559,32033,27142,25167,20784
Ghana,81,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0
Ghana,81,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0
Ghana,81,Wood-based panels,1873,Export Quantity,5916,4100,12300,13800,14200,11700,13600,10600,7900,18900,21700,12400,16700,46900,16300,17700,17300,1900,1800,1800,1500,100,300,900,200,900,700,1400,1500,1000,1900,1400,606,2800,1200,3800,19100,26000,12000,25000,47000,53000,90280,80190,74454,70226,111998,139586,146958,34365,52837,45127,47681,29702,55700,50948,17944,24783,18777,24291
Ghana,81,Wood-based panels,1873,Export Value,5922,818,2155,2263,2372,1910,2118,3483,3380,2602,2980,1724,2222,9927,3869,5951,5687,659,773,581,395,44,51,269,59,105,82,651,610,302,575,595,459,1210,732,1391,7460,9040,3918,7495,12085,13498,22928,24560,23004,23609,42645,52643,57972,15788,31949,43402,100686,37865,18237,18926,6932,9947,6611,7631
Gibraltar,82,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,6,1,0,0
Gibraltar,82,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,4,0,2,0
Gibraltar,82,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,82,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,82,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,82,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,82,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,36,45,37,34,34
Gibraltar,82,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,31,19,15,15
Greece,84,Sawnwood,1872,Export Quantity,5916,,,,,,,,700,500,100,100,100,100,2100,3100,13900,5500,7550,6250,3700,2000,11500,4300,6200,3400,2400,3200,3400,14900,21900,21900,29809,12400,8403,20700,9800,102000,10600,16330,11347,15857,12361,10907,18471,13111,8720,13780,10900,17260,18491,24868,26450,17183,15947,13000,13000,10363,9199,9199
Greece,84,Sawnwood,1872,Export Value,5922,,,,,,,,57,52,15,20,26,36,511,338,2777,1580,1520,1748,1110,602,3467,1475,2118,1180,909,1300,1300,4249,7160,7160,10940,3440,3136,6131,3510,10638,10227,10280,4483,5121,4304,5016,9942,6777,4823,8638,6646,5926,5164,5942,5641,5322,5243,4101,4101,4552,4673,4673
Greece,84,Veneer sheets,1634,Export Quantity,5916,300,200,200,200,,100,200,400,500,400,900,1000,1000,800,1900,1400,1000,1000,1300,900,200,100,200,500,200,200,7400,2600,1800,3300,3700,2859,334,1500,900,400,1100,1400,1400,121,1640,8858,671,561,714,1320,2140,1414,767,720,1040,686,691,854,854,854,1437,1671,1281
Greece,84,Veneer sheets,1634,Export Value,5922,413,213,242,223,0,225,282,374,467,358,575,672,692,793,750,691,315,614,471,537,87,102,146,303,248,248,1935,2400,1221,3077,3077,2500,633,2304,978,448,1175,1074,1077,134,3284,2543,656,619,954,1054,3408,1969,1568,923,1269,1035,1131,1174,1174,1174,2448,2824,3641
Greece,84,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,884,902,902,400,0,1000,1024,1562,1405,4456,6574,4978,980,840,96,1130,1448,81,12908,7158,3237,3237,3237,3232,3235,2596
Greece,84,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,381,381,381,189,22,2,587,616,688,2212,3037,2654,828,805,313,395,1090,93,8094,4935,2994,2994,2994,2981,2980,1689
Greece,84,Wood-based panels,1873,Export Quantity,5916,,,,,,,,205,1580,3332,5205,10248,23542,45742,36100,41500,34100,28800,32400,27600,25700,32000,40000,40000,31200,41900,33800,45800,41000,38900,47000,67296,20906,29939,34400,34200,113000,133000,110900,90445,84028,70215,129154,200659,199175,79570,84610,88598,167444,140808,188399,233183,159895,148556,148556,148556,118013,136693,133979
Greece,84,Wood-based panels,1873,Export Value,5922,,,,0,,,,20,112,496,1057,2327,7359,10509,8590,13978,13423,11890,16020,18656,8593,13412,16052,13907,12576,16291,14887,17500,17381,23102,24094,33881,10136,14325,9739,15787,33429,32123,32203,20188,18304,23324,37659,56343,58677,36147,49443,57281,45551,52939,71938,73770,60775,61417,61417,61417,49320,55037,54672
Guadeloupe,87,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,284,50,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
Guadeloupe,87,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,70,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Guadeloupe,87,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,87,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,89,Sawnwood,1872,Export Quantity,5916,12400,16700,11700,15700,15700,12200,15100,6900,10200,9800,25200,55900,73000,68100,40300,35300,43300,38400,30500,27300,28200,16200,6800,8500,17800,28800,28800,20400,33100,9600,19200,70281,43100,43300,49200,31600,28200,49100,51300,45100,67000,31280,22699,34516,53500,46126,51113,41673,34132,45752,51575,49835,54576,51352,43847,34844,37881,29181,37021
Guatemala,89,Sawnwood,1872,Export Value,5922,586,805,442,1203,1183,972,1069,224,360,333,876,3310,3288,3705,2129,3112,3427,3718,3854,3971,4448,2950,1082,1374,2908,3540,3540,4907,6870,4036,5524,19809,15454,7511,9376,6005,5909,7408,9561,10191,15209,9659,7901,9628,13979,13863,20438,19491,13717,16488,20380,19343,17337,17564,18668,15205,12870,13369,14076
Guatemala,89,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,2000,3300,1300,1500,1000,1500,1100,200,200,,,,,,,1500,900,2500,4000,572,748,400,200,0,600,800,700,2000,200,461,381,188,763,395,238,183,171,204,183,39,14,45,13,124,14,18,5
Guatemala,89,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,414,371,626,722,542,593,868,191,191,,,,,,,1122,698,1365,1864,502,459,571,306,0,310,495,577,2050,76,279,669,379,1270,603,320,203,265,209,231,108,19,124,18,298,23,33,19
Guatemala,89,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,108,26,47,35,517,33,1,1,61,60,61,297,62,92,88,89
Guatemala,89,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,45,72,45,18,408,5,1,1,36,35,37,120,40,74,69,71
Guatemala,89,Wood-based panels,1873,Export Quantity,5916,1700,500,1100,1900,1900,2000,1700,1500,1200,1100,2500,2500,4500,3400,500,300,400,1600,2800,700,100,200,500,200,,,,,,,,7155,8600,10800,11500,5400,5400,5400,5200,6700,12900,15597,6003,9840,13910,11451,14085,7281,11146,11516,14834,10033,20108,30060,20767,23917,30711,37626,34340
Guatemala,89,Wood-based panels,1873,Export Value,5922,259,93,190,356,333,352,324,279,216,252,269,169,384,397,196,78,170,397,662,289,60,161,310,116,,,,,,,,3316,3487,3810,3589,1815,1815,2042,1815,2526,3308,4785,3205,4236,10812,9531,7859,4711,6835,6293,8694,10494,16945,19264,23152,26473,17644,25478,24486
Guinea,90,Sawnwood,1872,Export Quantity,5916,,,,,,34000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,,,,,,,,0,,,,,626,285,700,1000,1100,400,700,150,150,150,4021,2583,8524,8524,8524,8524,24630,2052,4314,2782,1053,222,3777,1753,9794,2734,1362,868
Guinea,90,Sawnwood,1872,Export Value,5922,,,,,,2755,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,,,,,,,,0,,,,,219,95,224,261,328,90,169,33,33,33,1251,1475,4984,4984,4984,4984,15087,1811,2655,1488,801,136,1260,2137,5511,1854,596,690
Guinea,90,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,761,0,0,0,0,0,0,693,693,693,693,1180,428,1000,116,73,73,724,293,1123,670,1088,1081
Guinea,90,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,266,0,0,0,0,0,0,546,546,546,546,1370,503,1284,217,48,48,369,272,1223,547,1155,980
Guinea,90,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2245,2245,2245,2245,3099,2578,1877,2144,845,845,1838,3932,4062,4679,2596,1229
Guinea,90,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,736,736,736,736,3544,2021,1580,1554,450,450,1761,2043,1780,1762,1030,527
Guinea-Bissau,175,Sawnwood,1872,Export Quantity,5916,7900,7600,5600,900,2500,3700,3100,3900,5200,5400,5500,7600,7600,7600,6200,6200,6200,6200,6200,6200,2100,1800,1800,1800,1800,606,199,592,437,493,493,274,898,24,985,985,1667,523,2204,392,392,44,44,168,168,44,290,182,161,337,518,1926,327,155,100,0,0,0,239
Guinea-Bissau,175,Sawnwood,1872,Export Value,5922,123,119,90,14,40,59,50,63,84,90,88,130,130,130,130,130,130,130,130,130,500,350,350,350,350,223,109,218,116,325,325,205,312,17,339,339,500,163,87,104,104,22,22,51,51,18,192,104,129,159,201,577,159,75,50,0,0,0,154
Guinea-Bissau,175,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,4,4,4,4,4,4,4,33,33,33,33,33,33,33,33,33,0,0,0,0,0
Guinea-Bissau,175,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,6,6,6,6,6,6,6,27,27,27,27,27,27,27,27,27,0,0,0,0,0
Guinea-Bissau,175,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,193,193,193,193,193,193,193
Guinea-Bissau,175,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,133,133,133,133,133,133,133
Guinea-Bissau,175,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,57,259,259,259,234,234,234,234,234
Guinea-Bissau,175,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,61,131,131,131,108,108,108,108,108
Guyana,91,Sawnwood,1872,Export Quantity,5916,21000,17700,19300,16900,24100,22900,20500,24000,21500,21000,29300,32200,39200,30700,38200,33500,33500,11100,12500,14400,14400,14400,14400,9700,8600,8700,9600,6500,3800,3900,9000,10700,13100,12700,15600,18900,22100,21000,22000,42000,24000,33000,27378,40000,22000,34000,44000,48000,42000,36000,29807,25061,23057,23155,19311,21241,17687,16074,18518
