# File: pca_electricity_trade.csv
# Title: Received and Delivered electricity for individual Power Control Areas (PCAs)
# Units: MWh per year
# Comments:  This file contains individual Power Control Area electricity imported from a corresponding PCA
# Source: Chini  C. M.  Djehdian  L. A.  Lubega  W. N.  & Stillwell  A. S. (2018). Virtual water transfers of the US electric grid. Nature Energy  3(12)  1115-1123. https://doi.org/10.1038/s41560-018-0266-1
# Column types: nnnnn
# ----------
Reporting_PCA,Year,Connected_PCA,Received_Electricity,Delivered_Electricity
209,2013,190,230020,1022096
209,2010,190,233,73450
209,2011,190,2881,227146
220,2011,190,2333329,320836
220,2012,190,1976713,756137
220,2013,190,4203560,321465
223,2011,190,15443,538157
223,2012,190,41000,332492
223,2013,190,50926,266653
223,2010,190,14680,463813
261,2010,190,1931757,2634977
261,2011,190,1940153,2722059
261,2012,190,2343830,2815066
261,2013,190,2869196,3425198
263,2012,190,0,714755
263,2013,190,0,715545
263,2014,190,0,744546
321,2010,190,87612,845668
321,2011,190,101096,829482
321,2012,190,115163,794986
321,2013,190,115471,805502
321,2014,190,21551,166974
209,2010,193,2043020,1940113
209,2011,193,1728135,2626243
209,2012,193,2092948,2611693
209,2013,193,2519209,3292925
223,2010,193,23955,3487890
223,2011,193,277757,2697234
223,2012,193,267081,3009576
223,2013,193,483821,3030522
272,2013,193,1189229,0
321,2010,193,769013,0
321,2011,193,809507,0
321,2012,193,778924,0
321,2013,193,738828,0
321,2014,193,138329,0
116,2010,194,0,9041296
116,2011,194,0,8832355
116,2012,194,0,7878462
116,2013,194,0,7786620
116,2014,194,8,8092705
116,2015,194,0,7236241
122,2010,194,125763,6290610
122,2013,194,83291,12271193
122,2014,194,77338,13257954
122,2015,194,9006,7542337
122,2011,194,9167,13138799
122,2012,194,14230,14551792
125,2011,194,6697548,28446
125,2014,194,21964164,0
125,2015,194,17558160,0
125,2010,194,18283676,0
125,2012,194,423154,120702
125,2013,194,22182402,0
210,2010,194,9925244,8925554
210,2011,194,9932176,8273948
210,2012,194,9109231,9536323
210,2013,194,9107366,9708522
210,2014,194,9109143,8024941
210,2015,194,8249000,6462126
228,2015,194,120538,1782887
228,2010,194,665657,381643
228,2011,194,311013,950215
228,2012,194,146890,1442820
228,2013,194,229155,1583316
228,2014,194,52584,2074172
249,2010,194,613423,149
249,2011,194,694547,34
249,2012,194,500331,703
249,2013,194,390101,810
249,2014,194,603890,1150
249,2015,194,595267,729
274,2010,194,0,9187636
274,2011,194,0,7942169
274,2012,194,0,8732523
274,2013,194,0,8106116
274,2014,194,0,8257016
274,2015,194,0,10892554
142,2010,195,101,171746
142,2011,195,72,182451
142,2012,195,1342,139692
142,2013,195,4,164008
164,2010,195,67373,843589
164,2011,195,61701,815443
164,2012,195,40791,786221
164,2013,195,59668,801921
142,2010,196,0,1126831
142,2011,196,0,1106735
142,2012,196,0,1057620
142,2013,196,0,1094379
164,2010,196,16181781,10806083
164,2011,196,18797464,11298071
164,2012,196,18878621,10704663
164,2013,196,17614869,10563760
120,2010,197,3804718,1063438
159,2011,197,8050107,7131977
159,2012,197,7625490,6702863
159,2013,197,3423572,2878762
159,2010,197,8133882,7627664
161,2010,197,0,1016311
161,2011,197,0,1012493
161,2012,197,0,1345828
161,2013,197,2,1504675
161,2014,197,0,1897653
161,2015,197,0,1761008
219,2010,197,1714584,736116
219,2011,197,2701972,567772
219,2012,197,2160077,675882
219,2013,197,3415263,341119
219,2014,197,2665368,596493
219,2015,197,2318338,620564
230,2010,197,1446199,145854
230,2011,197,1391226,108117
230,2012,197,128676,1499111
230,2013,197,6369301,3998746
230,2014,197,9827759,6508146
230,2015,197,8614009,6339571
263,2010,197,1530479,1017015
263,2011,197,2834952,2826180
263,2012,197,1295194,5122048
263,2013,197,914682,1726484
263,2014,197,853448,1670497
263,2015,197,815488,2341570
321,2010,197,3163345,2585486
321,2011,197,5397955,5477388
321,2012,197,5819555,4770737
321,2013,197,5607921,6765696
321,2014,197,6418915,6884524
321,2015,197,8522358,7412848
149,2010,203,11551,12039
223,2012,203,4472594,1280022
223,2013,203,4237058,2201678
223,2011,203,4259105,1205877
223,2010,203,3660212,1391757
113,2010,209,3703645,9614
113,2011,209,3275742,10782
113,2012,209,1782285,153931
113,2013,209,1777271,149110
118,2013,209,1735737,48637
118,2010,209,2883205,2718
118,2011,209,2411812,1066
118,2012,209,1637191,43140
190,2010,209,73450,233
190,2011,209,227125,2860
190,2012,209,140992,33051
190,2013,209,1022096,230020
193,2010,209,1940113,2043020
193,2011,209,2626243,1728135
193,2012,209,2611693,2092948
193,2013,209,3292925,2519209
223,2010,209,1122330,3777697
223,2011,209,1000493,3701848
223,2012,209,1044773,2889599
223,2013,209,1160882,2573667
261,2010,209,3127005,746
261,2011,209,3385267,434
261,2012,209,2201754,34700
261,2013,209,1999940,16944
272,2010,209,495055,5403966
272,2011,209,539786,5414860
272,2012,209,869124,4808080
272,2013,209,1402212,4431118
273,2013,209,85185,0
273,2014,209,1281,0
273,2010,209,634345,0
273,2011,209,411097,0
273,2012,209,51241,0
321,2010,209,2027150,1497086
321,2011,209,2313945,1005587
321,2012,209,2574777,921962
321,2013,209,2682588,563691
321,2014,209,468226,119709
122,2014,210,48426,667380
122,2015,210,6445,733590
125,2011,210,801245,19626
125,2014,210,0,706181
125,2015,210,11045,1033397
125,2010,210,1169281,0
125,2012,210,197486,989232
125,2013,210,0,1521827
180,2014,210,169543,504908
180,2015,210,44757,1262818
194,2010,210,1342616,2342541
194,2011,210,1270963,2929461
194,2012,210,2439615,2012356
194,2013,210,7095314,6494246
194,2014,210,8024677,9711755
194,2015,210,6458583,8840125
228,2010,210,83893,1439287
228,2011,210,3836,1591092
228,2012,210,7584,2003408
228,2013,210,44798,1586670
228,2014,210,17992,1939711
228,2015,210,7739,2160390
274,2010,210,0,742092
274,2011,210,0,946163
274,2012,210,0,1430377
274,2013,210,0,1787462
274,2014,210,334840,0
274,2015,210,3641289,0
185,2010,211,1999000,6405000
185,2011,211,3027000,5290000
185,2012,211,3801000,4874000
185,2013,211,5358000,4035000
185,2014,211,6486000,2578000
185,2015,211,7193000,3287000
230,2011,211,9700782,19788606
230,2012,211,17256595,10844760
230,2013,211,11259328,19308507
230,2014,211,11949714,20220636
230,2015,211,11134073,18921973
230,2010,211,11121854,22209331
119,2010,217,8931030,9774466
119,2011,217,7744081,8533325
119,2012,217,625692,1734531
119,2013,217,662782,1345118
119,2014,217,707149,1592388
119,2015,217,754847,1720896
122,2013,217,7797301,14890
122,2014,217,8130273,36785
122,2015,217,8275017,3508
122,2010,217,11266414,18767
122,2011,217,7954844,78046
122,2012,217,7065388,451985
149,2010,217,1181663,1913234
180,2011,217,95391,0
180,2012,217,92031,0
180,2013,217,99544,0
180,2014,217,101077,0
180,2015,217,99183,0
180,2010,217,93486,0
228,2010,217,489672,292797
228,2011,217,981707,79035
228,2012,217,1200094,80648
228,2013,217,902181,155011
228,2014,217,882463,119754
228,2015,217,1246366,34955
229,2010,217,0,1155255
229,2011,217,0,994133
229,2012,217,3,1067564
229,2013,217,1,813923
229,2014,217,2,992215
229,2015,217,1,1157829
232,2010,217,69717,2333188
232,2011,217,58340,1933578
232,2012,217,55970,1901968
232,2013,217,45899,1614626
232,2014,217,57258,1926561
232,2015,217,65938,2198003
240,2010,217,157769,5198098
240,2011,217,117564,4210888
240,2012,217,104839,3809402
240,2013,217,113103,4346278
240,2014,217,128257,4545635
240,2015,217,129886,4496628
275,2013,217,1850649,1285660
275,2014,217,2322667,1212954
275,2015,217,2236900,1203809
275,2010,217,1725264,1410649
275,2011,217,1621583,1196697
275,2012,217,1484764,1092861
312,2010,217,4697,458074
312,2011,217,157369,793446
312,2012,217,203539,860787
312,2013,217,199035,974565
312,2014,217,237350,770340
312,2015,217,279955,799861
324,2013,217,2437,138007
324,2014,217,20794,588790
324,2015,217,24241,633873
197,2010,219,736116,1714584
197,2011,219,567772,2701972
197,2012,219,2561090,647542
197,2013,219,341119,3415263
197,2014,219,596493,2665368
197,2015,219,620564,2318338
230,2011,219,9735443,2068741
230,2012,219,3151180,14729361
230,2013,219,15395142,2245922
230,2014,219,16212744,3193413
230,2015,219,13551507,3468767
230,2010,219,9482868,2102279
321,2010,219,7741235,4285
321,2011,219,8381761,2178
110,2010,220,8005353,5939462
110,2011,220,9254660,7421368
110,2012,220,9627271,7021080
110,2013,220,9144197,6737141
118,2010,220,174130,4457
118,2011,220,161694,9645
118,2012,220,233711,372
118,2013,220,211033,2872
164,2010,220,203260,1297845
164,2011,220,191484,1416879
164,2012,220,101423,1685568
164,2013,220,440364,1772865
174,2010,220,397564,313203
174,2011,220,391515,318085
174,2012,220,561033,195287
174,2013,220,1903077,706598
190,2010,220,204055,2721835
190,2011,220,320836,2333329
190,2012,220,756137,1976713
190,2013,220,321469,4203560
258,2010,220,476989,727436
258,2011,220,730223,720011
258,2012,220,882962,534710
258,2013,220,510056,834265
277,2010,220,3100083,1202052
277,2011,220,3569364,1180307
277,2012,220,4271559,1888429
277,2013,220,4963658,2033977
321,2013,220,9058,69679
321,2014,220,22333,430385
190,2010,223,463813,14680
190,2011,223,538157,15443
190,2012,223,332492,41000
190,2013,223,266653,50926
193,2010,223,3487890,23955
193,2011,223,2697234,277757
193,2012,223,3009576,267081
193,2013,223,3030522,483821
209,2010,223,3777697,1122330
209,2011,223,3701848,1000493
209,2012,223,2889599,1044773
209,2013,223,2573667,1160882
321,2010,223,1391778,3660047
321,2011,223,1205981,4259166
321,2012,223,1279787,4472905
321,2013,223,2201678,4237058
321,2014,223,473851,575438
116,2010,228,2934307,266052
116,2011,228,3123888,198355
116,2012,228,3601619,70687
116,2013,228,2843412,360642
116,2014,228,3758696,103422
116,2015,228,3382128,149056
180,2010,228,2836672,109078
180,2011,228,1790769,82646
180,2012,228,1934528,123203
180,2013,228,2102584,37751
180,2014,228,2273380,26250
180,2015,228,2307857,75706
194,2010,228,383066,667080
194,2011,228,951046,311844
194,2012,228,1443360,147430
194,2013,228,1584042,229881
194,2014,228,2074538,52950
194,2015,228,1783302,120953
210,2010,228,1439382,84151
210,2011,228,1591264,4092
210,2012,228,2003401,7914
210,2013,228,1586707,45181
210,2014,228,1531268,35039
210,2015,228,1699018,9507
217,2010,228,805628,1002308
217,2011,228,656819,1559570
217,2012,228,622277,1741603
217,2013,228,896233,1643565
217,2014,228,818289,1580701
217,2015,228,691807,1903429
229,2010,228,14268,5390665
229,2011,228,6032,6080555
229,2012,228,233,7094314
229,2013,228,5160,6609980
229,2014,228,1260,6604450
229,2015,228,18,7622251
244,2013,228,0,16233
244,2014,228,2,165100
244,2015,228,0,162686
249,2010,228,501810,2364
249,2011,228,546728,7264
249,2012,228,409945,7535
249,2013,228,333680,8806
249,2014,228,436561,11487
249,2015,228,466720,3894
273,2013,228,0,592251
273,2014,228,0,511443
273,2015,228,0,502834
273,2010,228,0,1218807
273,2011,228,0,1086206
273,2012,228,0,1580655
274,2010,228,570483,0
274,2011,228,351305,0
274,2012,228,558599,0
119,2010,229,347267,309525
119,2011,229,350064,429815
119,2012,229,314962,458028
119,2013,229,273496,450238
119,2014,229,249403,507988
119,2015,229,195237,452202
122,2010,229,109717,6291648
122,2011,229,55481,7521098
122,2012,229,56832,9487469
122,2013,229,8861,9517042
122,2014,229,162663,5945051
122,2015,229,298,9683775
125,2011,229,323267,1997
125,2014,229,369684,0
125,2015,229,427080,0
125,2010,229,82773,0
125,2012,229,360245,0
125,2013,229,309680,0
180,2010,229,4430826,5922961
180,2011,229,2749647,5124605
180,2012,229,2990552,4081687
180,2013,229,3647521,4155294
180,2014,229,2947333,4284215
180,2015,229,1970894,2489608
217,2010,229,1155255,0
217,2011,229,994059,0
217,2012,229,1067563,0
217,2013,229,813993,0
217,2014,229,992140,0
217,2015,229,1157826,0
228,2010,229,5390665,14268
228,2011,229,6080555,6032
228,2012,229,7094314,233
228,2013,229,6609980,5160
228,2014,229,6604450,1260
228,2015,229,7622251,18
232,2010,229,3083283,1827646
232,2011,229,3437745,1940815
232,2012,229,3355445,1855876
232,2013,229,3389152,1995021
232,2014,229,3389399,2024883
232,2015,229,3314220,2066643
238,2015,229,232315,0
239,2015,229,224790,1375056
157,2010,230,3135916,160522
157,2011,230,2671230,299822
157,2012,230,1394000,676600
157,2013,230,843909,1036119
157,2014,230,1502276,1043700
157,2015,230,570413,1722765
159,2010,230,1289630,2353712
159,2013,230,636418,1615433
159,2012,230,1232305,3687973
159,2011,230,730498,3550772
197,2010,230,146026,1446364
197,2011,230,108429,1391499
197,2012,230,1345831,0
197,2013,230,3998746,6369301
197,2014,230,6653026,9973056
197,2015,230,6349546,9279312
211,2014,230,0,8722255
211,2010,230,0,13592045
211,2011,230,0,11154014
211,2012,230,0,8665924
211,2013,230,0,9192667
211,2015,230,58214,7615867
219,2010,230,2108543,9489853
219,2011,230,2077204,9743774
219,2012,230,3158059,14735972
219,2013,230,2252775,15401995
219,2014,230,3199575,16219093
219,2015,230,5354148,15513466
233,2010,230,3388567,8977760
233,2011,230,3286092,8403427
233,2012,230,2712981,9167120
233,2013,230,2761467,8600587
233,2014,230,2853340,8534103
233,2015,230,2083267,8417812
263,2010,230,2762464,6074473
263,2011,230,3073808,13249646
263,2012,230,3781184,15948166
263,2013,230,2189084,6210296
263,2014,230,2315803,9262072
263,2015,230,1579910,10331386
321,2010,230,99711974,85516132
321,2011,230,91303302,70369584
321,2012,230,61993630,44500970
321,2013,230,62684655,47535040
321,2014,230,65010744,46574028
321,2015,230,58117076,52213887
122,2013,232,0,10665711
122,2014,232,0,10749661
122,2015,232,0,10615970
122,2010,232,0,8532637
122,2011,232,0,11573342
122,2012,232,0,11243709
217,2010,232,2263469,0
217,2011,232,1875094,0
217,2012,232,1846003,0
217,2013,232,1568868,0
217,2014,232,1869157,0
217,2015,232,2132072,0
229,2012,232,0,1499568
229,2013,232,7417,1363936
229,2014,232,3371,1367887
229,2015,232,2093,1249672
229,2010,232,2622,1258259
229,2011,232,7588,1504518
237,2014,232,139939,0
237,2015,232,279850,0
238,2015,232,780376,0
239,2015,232,721703,0
103,2010,233,6612,321428
103,2011,233,26786,184298
103,2012,233,35915,137213
103,2013,233,23393,206207
103,2014,233,81038,159292
103,2015,233,58164,75336
157,2013,233,4056672,10912709
157,2015,233,4394221,8886993
157,2010,233,6978393,11315399
157,2011,233,4744622,10399773
157,2012,233,5742325,10239046
157,2014,233,5879594,9601195
230,2011,233,8387704,3271194
230,2012,233,2703912,9158760
230,2013,233,8600587,2761467
230,2014,233,8534103,2853340
230,2015,233,8417222,2082959
230,2010,233,8938800,3349839
250,2010,233,12901,1764119
250,2011,233,41882,1475345
250,2012,233,27663,1748905
250,2013,233,26432,1270344
250,2014,233,124415,1295934
250,2015,233,95333,1234253
251,2010,233,979098,4448556
251,2011,233,1099571,3824145
251,2012,233,1341648,3138621
251,2013,233,1873163,1999030
251,2014,233,1795044,2189445
251,2015,233,2415711,1735440
263,2010,233,10523,461919
263,2011,233,4906,1149360
263,2012,233,21344,1051110
263,2013,233,4938,440134
263,2014,233,16548,294298
263,2015,233,4820,455059
140,2013,234,5,1069166
140,2014,234,0,971557
140,2015,234,0,976533
140,2010,234,1600,1044464
140,2011,234,155,1126313
140,2012,234,882,958540
170,2013,234,6231439,8909427
170,2014,234,6275391,9625487
170,2015,234,6781361,10684128
170,2010,234,6875032,8282411
170,2011,234,6359042,7434817
170,2012,234,6873868,7798981
171,2015,234,3419859,7518016
171,2010,234,4515378,7932963
171,2011,234,4337366,7844214
171,2012,234,4433017,6875507
171,2013,234,3931380,7007727
171,2014,234,2838580,7908616
172,2011,234,288681,185303
172,2012,234,259872,3218
172,2013,234,192095,62812
172,2014,234,31506,153094
172,2015,234,37198,161171
172,2010,234,62319,94582
234,2010,234,162224,574701
242,2010,234,412477,0
248,2014,234,1965716,6870890
248,2015,234,2212940,6955008
248,2010,234,2223104,9021988
248,2011,234,2266902,7840379
248,2012,234,2327394,7249606
248,2013,234,2361005,7631243
253,2010,234,39991,3343654
253,2011,234,48180,2787344
253,2012,234,32844,2362926
253,2013,234,38415,2007063
253,2014,234,103631,1879260
253,2015,234,58622,2162860
262,2015,234,4493559,2892425
262,2013,234,4762799,2815235
262,2014,234,5098913,1777708
262,2010,234,5842000,2004846
262,2011,234,5559991,3333160
262,2012,234,4126693,3986775
236,2010,235,982185,0
236,2011,235,940667,0
236,2012,235,1072826,0
236,2013,235,1127864,0
236,2014,235,1089983,0
236,2015,235,1051227,0
257,2014,235,33639,13290
259,2010,235,71376,31676
259,2011,235,195663,40176
259,2012,235,100946,45566
259,2013,235,12778,11284
273,2013,235,0,6287952
273,2014,235,0,6465821
273,2015,235,0,7011362
273,2010,235,0,7746664
273,2011,235,0,8815146
273,2012,235,0,7284707
274,2010,235,0,38842
274,2011,235,0,47502
274,2012,235,0,28800
116,2010,236,0,3512941
116,2011,236,0,3520665
116,2012,236,0,4378972
116,2013,236,4364,3204997
116,2014,236,16663,2847178
116,2015,236,3337,3367922
160,2010,236,3317203,1578803
160,2011,236,3280402,1749991
160,2012,236,3959809,1812627
160,2013,236,4088296,1993218
160,2014,236,3881886,1931347
160,2015,236,3776371,1960449
235,2010,236,0,982197
235,2011,236,0,940667
235,2012,236,0,1072827
235,2013,236,0,1127851
235,2014,236,0,1089974
235,2015,236,0,1051227
244,2015,236,0,76408
244,2014,236,0,81808
244,2011,236,0,70245
244,2012,236,0,77188
244,2013,236,0,72470
244,2010,236,0,80872
259,2010,236,164022,378337
259,2011,236,504296,83597
259,2012,236,161083,37735
259,2013,236,113776,61020
266,2010,236,1565448,0
266,2011,236,1491837,0
266,2012,236,1245957,0
266,2013,236,888753,0
266,2014,236,768478,0
266,2015,236,864051,0
273,2013,236,2669400,0
273,2014,236,2506973,0
273,2015,236,1741880,0
273,2010,236,0,209139
273,2011,236,119666,0
273,2012,236,602315,0
274,2010,236,2409259,0
274,2011,236,2593192,0
274,2012,236,1436199,0
119,2010,237,98041,56815
119,2011,237,118239,1938
119,2012,237,101726,8619
119,2013,237,93183,11204
119,2014,237,35159,163078
119,2015,237,75548,392304
122,2010,237,3271508,53314
122,2011,237,4849030,27906
122,2012,237,4819196,44343
122,2013,237,4123244,30487
122,2014,237,4430917,54015
122,2015,237,4223093,17706
139,2012,237,3474,37544
232,2014,237,0,139939
232,2015,237,0,279851
238,2010,237,383445,685765
238,2011,237,676666,379330
238,2012,237,371102,636708
238,2014,237,308525,641510
238,2015,237,388143,993780
238,2013,237,289498,647816
239,2015,237,368809,0
240,2010,237,1526482,0
240,2011,237,1525327,0
240,2012,237,1714942,0
240,2013,237,1622301,0
240,2014,237,1506357,1057802
240,2015,237,1380760,2239887
119,2014,238,0,129739
119,2015,238,0,188621
122,2010,238,2082246,134451
122,2011,238,3638200,32632
122,2012,238,3079675,53210
122,2013,238,2744949,56192
122,2014,238,2737118,95213
122,2015,238,2497101,38421
229,2015,238,0,232315
229,2014,238,0,112486
232,2014,238,0,335198
232,2015,238,0,780376
237,2010,238,685835,299230
237,2011,238,369075,666411
237,2012,238,628185,362579
237,2013,238,642665,284347
237,2014,238,845296,423039
237,2015,238,987559,381922
239,2015,238,129029,0
239,2010,238,0,18516
239,2011,238,0,18700
239,2012,238,0,18482
239,2013,238,0,19292
240,2014,238,0,424408
240,2015,238,0,1155931
119,2010,239,257730,1081444
119,2011,239,293008,1465179
119,2012,239,329674,1493280
119,2013,239,378489,1373383
119,2014,239,371667,1004795
119,2015,239,421649,755975
122,2010,239,4246770,43964
122,2011,239,6723517,9928
122,2012,239,5693825,11458
122,2013,239,5654802,16522
122,2014,239,3872002,72661
122,2015,239,4626663,100288
139,2010,239,0,37944
139,2011,239,0,34417
139,2013,239,3459,35026
139,2014,239,2078,22793
139,2015,239,0,25360
229,2015,239,1158226,7960
229,2010,239,190361,545386
229,2011,239,378629,351782
229,2012,239,832633,51258
229,2013,239,922229,27727
229,2014,239,935740,35221
232,2014,239,0,265111
232,2015,239,0,721703
237,2012,239,9895598,6744853
237,2013,239,9046947,6415648
237,2014,239,5297182,3739797
237,2015,239,224975,593784
238,2015,239,118965,247994
240,2010,239,0,4943708
240,2011,239,0,6579749
240,2012,239,0,5014992
240,2013,239,0,4385363
240,2014,239,0,2765983
240,2015,239,0,805401
119,2010,240,141498,0
119,2011,240,143385,0
122,2010,240,0,16415560
122,2011,240,0,18515451
122,2012,240,0,17438805
122,2013,240,0,14876398
122,2014,240,0,15257157
122,2015,240,0,14243454
139,2010,240,321,415707
139,2011,240,3359,354936
139,2012,240,3646,380155
139,2013,240,1747,369361
139,2014,240,90,512153
139,2015,240,917,414536
217,2010,240,5040338,0
217,2011,240,4093179,0
217,2012,240,3704688,0
217,2013,240,4233337,0
217,2014,240,4417194,0
217,2015,240,4366888,0
237,2010,240,458,1526895
237,2011,240,577,1525904
237,2012,240,815,1715710
237,2013,240,7519,1629820
237,2014,240,1065281,1513836
237,2015,240,2244906,1385779
238,2015,240,1155931,0
239,2010,240,662870,6033
239,2011,240,976856,16011
239,2012,240,895292,15549
239,2013,240,837387,25916
239,2014,240,844867,22079
239,2015,240,834765,29364
247,2010,240,1260018,1529445
247,2011,240,1458135,1992331
247,2012,240,1559304,1694035
247,2013,240,1468112,1602235
247,2014,240,1384892,1591518
247,2015,240,1767602,1522821
262,2010,242,0,387454
122,2010,243,3586,6141756
122,2011,243,379,8392100
122,2012,243,1615,7559226
125,2011,243,16613134,0
125,2010,243,2894627,108290
125,2012,243,24019214,0
267,2010,243,53911,994169
116,2010,244,41637407,44795298
116,2011,244,43493487,45582652
116,2012,244,41310483,45317288
116,2013,244,41986178,13908480
116,2014,244,41883044,44989982
116,2015,244,41464610,47700757
125,2011,244,14375011,0
125,2014,244,14230993,0
125,2015,244,14249064,0
125,2010,244,16993655,0
125,2012,244,17430109,0
125,2013,244,16608866,0
153,2010,244,6393,1216623
153,2011,244,5804,1176683
153,2012,244,5020,1735152
153,2013,244,0,1326593
153,2014,244,0,1130725
153,2015,244,0,1823944
228,2015,244,162683,0
228,2013,244,1008236,556481
228,2014,244,165100,2
236,2010,244,80872,0
236,2011,244,73407,0
236,2012,244,77188,0
236,2013,244,72684,0
236,2014,244,82024,0
236,2015,244,76408,0
266,2010,244,2120654,0
266,2011,244,1596013,0
266,2012,244,304062,0
266,2013,244,424660,0
266,2014,244,1064309,0
266,2015,244,2352233,0
273,2012,244,0,6309
273,2013,244,0,27846
273,2014,244,0,24281
273,2015,244,0,19146
274,2010,244,0,5783575
274,2011,244,0,6671468
274,2012,244,0,3438663
274,2013,244,0,3823010
274,2014,244,0,4068136
274,2015,244,0,2432634
293,2010,244,11800,1692450
293,2011,244,16403,494599
293,2012,244,14129,1444623
293,2013,244,6535,1654692
293,2014,244,0,1313145
293,2015,244,0,1515399
119,2010,247,227754,0
119,2011,247,221001,0
119,2012,247,238186,0
119,2013,247,238485,0
119,2014,247,256735,0
119,2015,247,242696,0
122,2010,247,41188,4543074
122,2011,247,252164,3252967
122,2012,247,285181,3376419
122,2013,247,35658,3945520
122,2014,247,448438,3299087
122,2015,247,43406,3343818
239,2015,247,23698,0
240,2010,247,1465642,1196319
240,2011,247,1880456,1346259
240,2012,247,1630874,1496032
240,2013,247,1482364,1348240
240,2014,247,1451553,1244927
240,2015,247,1469599,1714380
171,2012,248,1934422,212791
171,2013,248,1954138,164318
171,2010,248,1552823,22113
171,2011,248,1992041,158560
171,2014,248,4645949,4992
171,2015,248,4482617,118038
186,2010,248,512,810457
186,2011,248,12123,571042
186,2012,248,14713,438524
186,2013,248,23712,539892
186,2014,248,3209,675204
186,2015,248,5208,664069
209,2010,248,746,3127005
209,2011,248,434,3385267
209,2012,248,34151,2211205
209,2013,248,16944,1999940
234,2014,248,6849852,1944678
234,2015,248,6954469,2212401
234,2010,248,9023748,2224864
234,2011,248,7840742,2267265
234,2012,248,7260448,2338236
234,2013,248,7618817,2348579
262,2015,248,259632,644675
262,2010,248,2820731,4185376
262,2011,248,2517130,3709495
262,2012,248,2805112,3898388
262,2013,248,96931,1046861
262,2014,248,204414,668209
122,2010,249,1065,714713
122,2011,249,304,882578
122,2012,249,6171,902854
122,2013,249,8582,702875
180,2010,249,669859,223746
180,2011,249,65555,937023
180,2012,249,46792,964670
180,2013,249,241044,477211
194,2010,249,180,613532
194,2011,249,54,694640
194,2012,249,787,500469
194,2013,249,899,390239
228,2010,249,2364,501887
228,2011,249,7264,546814
228,2012,249,7535,409993
228,2013,249,8805,333733
157,2010,250,1180243,71297
157,2011,250,1403865,94763
157,2012,250,1449347,113871
157,2013,250,1085467,219620
157,2014,250,1289615,293332
157,2015,250,1171427,377149
233,2010,250,1764118,12901
233,2011,250,1475345,41882
233,2012,250,1748905,27663
233,2013,250,1270344,26432
233,2014,250,1295934,124415
233,2015,250,1234253,95333
251,2010,250,6388843,2503226
251,2011,250,6824862,2586364
251,2012,250,7822256,3093019
251,2013,250,7916512,2743572
251,2014,250,6708900,3085485
251,2015,250,7803267,3156379
253,2010,250,30,3265353
253,2011,250,17,3948804
253,2012,250,0,4674610
253,2013,250,6,4756435
253,2014,250,3068,4270208
253,2015,250,0,4873721
157,2010,251,2812855,3703299
157,2011,251,3709629,3477812
157,2012,251,4273537,3349078
157,2013,251,3624854,2924513
157,2014,251,3398562,2538071
157,2015,251,5097243,1977027
233,2012,251,3138621,1341648
233,2013,251,1999030,1873163
233,2014,251,2189553,1795152
233,2015,251,1735440,2415711
233,2010,251,4448556,979098
233,2011,251,3824145,1099571
250,2010,251,2503226,6388843
250,2011,251,2586364,6177427
250,2012,251,3093021,7822258
250,2013,251,2743572,7916504
250,2014,251,3085486,6708901
250,2015,251,3155861,7802478
253,2010,251,106761,1873386
253,2011,251,142731,2126384
253,2012,251,2340,3765566
253,2013,251,1139,3314372
253,2014,251,34913,3380762
253,2015,251,992,4004484
101,2010,252,1015828,9295
101,2011,252,838885,11952
101,2012,252,784618,14750
101,2013,252,18289,675693
164,2010,252,2239139,126780
164,2011,252,3497942,491396
164,2012,252,3464221,519630
164,2013,252,3068015,499708
253,2010,252,740247,28421
253,2011,252,549041,120276
253,2012,252,536854,228895
253,2013,252,512759,192822
253,2014,252,502101,380607
253,2015,252,235047,345671
263,2010,252,9145,498208
263,2011,252,39942,794708
263,2012,252,39884,857108
263,2013,252,921998,548839
101,2010,253,3273771,2833673
101,2011,253,3537709,2788009
101,2012,253,3174906,2931454
101,2013,253,3401604,3357588
101,2014,253,3645076,3525167
101,2015,253,2901380,3868016
140,2010,253,1328469,0
140,2011,253,1214778,32
140,2012,253,1152786,0
140,2013,253,1066691,0
140,2015,253,1018449,0
157,2010,253,298216,2284992
157,2011,253,757629,1263545
157,2012,253,1484487,485538
157,2013,253,298892,1957021
157,2014,253,521654,1914195
157,2015,253,961591,1123595
164,2010,253,5184425,3298748
164,2011,253,4240123,3999030
164,2012,253,4528478,4356662
164,2013,253,5453319,3563441
171,2012,253,8303934,95386
171,2013,253,7856357,127136
171,2010,253,13464864,56245
171,2011,253,10732597,94412
171,2014,253,5649500,912008
171,2015,253,7298065,594065
186,2010,253,286602,9314073
186,2011,253,340772,10302644
186,2012,253,286796,5000725
186,2013,253,107082,10937570
186,2014,253,18844,7249605
186,2015,253,1570,9730772
234,2014,253,1879308,103622
234,2015,253,2162878,58631
234,2010,253,3343809,39991
234,2011,253,2787299,48178
234,2012,253,2362911,32843
234,2013,253,2007092,38415
250,2010,253,3701503,35
250,2011,253,4427501,34
250,2012,253,4657989,0
250,2013,253,4756520,6
250,2014,253,4269962,3068
250,2015,253,4873721,0
251,2010,253,1872989,106735
251,2011,253,2126606,142735
251,2012,253,3765274,2341
251,2013,253,3314694,1142
251,2014,253,3380447,34915
251,2015,253,4005313,992
252,2010,253,28418,740244
252,2011,253,29781,547882
