# File: EIA_923_generator_gen_fuel_2023.csv# Title: EIA Form 923 generation data for year 2023# Unit: MWh# Comments: Selected columns from original form# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2023.zip; EIA923_Schedules_2_3_4_5_M_12_2023_Final; Page 4 Generator Data from file# Column types: cicn# ----------State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
FL,7294,GTG,0
FL,7294,STG,0
MO,7296,2-2,722772
MO,7296,2-1,710577
MO,7296,2-3,844519
FL,7302,2GT,859431
FL,7302,4GT2,1014483
FL,7302,3GT,800305
FL,7302,1GT,719123
FL,7302,3GT2,864099
FL,7302,4GT,1170542
FL,7302,1GT2,749188
FL,7302,2GT2,782450
FL,7302,3ST,1012608
FL,7302,2ST,867353
FL,7302,4ST,1277039
FL,7302,1ST,835012
CA,7307,6,144028
CA,7307,5,106834
CA,7307,4,110723
NY,7314,NA1,399223
NY,7314,NA2,0
IA,7343,4,933378
OR,7350,1,1297359
OR,7350,2,617297
FL,7380,CT2,893896
FL,7380,CT1,741588
FL,7380,ST3,920440
WY,7504,2,612636
TX,7512,1,830496
TX,7512,2,998847
TX,7512,3,1052885
CA,7527,CCCT,30764
CA,7527,2,116534
OK,7546,3,17987
OK,7546,1,0
CA,7551,CT1A,247469
CA,7551,CT1B,254407
CA,7551,CCST,108749
CA,7552,CCCT,397073
CA,7552,CCST,219225
MO,7604,1,1025414
MO,7604,2,942796
WA,7605,1,1828599
AL,7697,1,652130
AL,7697,2,210034
AL,7698,1,497592
AL,7698,2,16509
FL,7699,CT1,721905
FL,7699,CW1,403615
AL,7710,CT2B,1465469
AL,7710,CT3B,1466184
AL,7710,CT1B,1353110
AL,7710,CT2A,1469882
AL,7710,CT3A,1473266
AL,7710,CT1A,1348257
AL,7710,ST2,1771678
AL,7710,ST3,1824652
AL,7710,ST1,1509667
AL,7721,1,1249165
AL,7721,2,335642
SC,7737,1,153176
OK,7757,1,1066329
OK,7757,5,1245072
OK,7757,4,1225268
OK,7757,2,980433
OK,7757,6,1343908
OK,7757,3,1061793
NY,7784,1,8560
NY,7784,2,3174
UT,7790,1,3160964
NC,7805,10,1330556
NC,7805,8,919930
NC,7805,9,1326984
NC,7805,7,947721
NC,7805,ST5,1811778
NC,7805,ST4,1056254
NC,7826,4,1315067
NC,7826,5,1328705
NC,7826,STG,1414722
SC,7834,CT1B,967538
SC,7834,CT1A,1161614
SC,7834,ST1S,1236216
TN,7845,CTG1,1110761
TN,7845,CTG2,1118347
TN,7845,STG1,1124085
FL,7846,2,1300274
FL,7846,3,1457410
FL,7846,4,1388928
WA,7870,CTG1,206681
WA,7870,CTG3,204857
WA,7870,CTG2,199375
WA,7870,STG,292114
FL,7873,1A,632247
FL,7873,1C,644948
FL,7873,2C,475601
FL,7873,2A,525655
FL,7873,1B,740725
FL,7873,2B,446922
FL,7873,2D,444676
FL,7873,1ST,1140559
FL,7873,2ST,1039865
NE,7887,3,0
NE,7887,2,12430
NE,7887,1,2932
AL,7897,CT2B,1234457
AL,7897,CT2A,1207446
AL,7897,CT1A,760836
AL,7897,CT1B,805912
AL,7897,ST2,1464261
AL,7897,ST1,987565
TX,7900,5A,841078
TX,7900,5C,519609
TX,7902,1,871741
GA,7917,2,1122429
GA,7917,1,1160010
GA,7917,3,1250660
OR,7931,1,1422683
OR,7931,2,840378
GA,7946,CT1,939412
GA,7946,CT2,911913
GA,7946,ST1,1117084
IA,7985,GT1,703546
IA,7985,GT2,662773
IA,7985,ST1,774907
WI,7991,CT2,139732
WI,7991,1,100683
WI,7991,STG1,112558
WA,7999,CT1,1101942
WA,7999,CT2,1156054
WA,7999,ST1,1360173
NE,8000,CT1,180120
NE,8000,CT2,179067
NE,8000,ST1,220405
NH,8002,1,51873
NY,8006,1,77192
NY,8006,2,115522
WI,8023,2,2097172
WI,8023,1,2114368
IA,8031,12,879418
IA,8031,11,854437
IA,8031,ST1,1164484
NC,8042,1,3849391
NC,8042,2,4638550
FL,8048,1,809818
FL,8048,2,927466
MS,8054,1,213041
LA,8056,1,0
LA,8056,2,236484
OK,8059,1G1,157505
OK,8059,1G2,147577
OK,8059,1S,206791
WY,8066,4,2149696
WY,8066,2,2118744
WY,8066,1,2111606
WY,8066,3,1940030
AZ,8068,ST5A,870293
AZ,8068,ST6A,1058454
AZ,8068,ST5B,814714
AZ,8068,ST2,228967
AZ,8068,ST3,235078
AZ,8068,ST1,242199
AZ,8068,ST4,296768
AZ,8068,ST6S,765585
AZ,8068,ST5S,1185197
UT,8069,1,1836047
UT,8069,2,1564834
OR,8073,3,167825
OR,8073,1,246509
OR,8073,2,236480
OR,8073,5,233254
OR,8073,6,214371
OR,8073,4,215993
OR,8073,7,372699
HI,8083,CT4,105633
HI,8083,CT5,78593
HI,8083,7,48852
OH,8102,1,6873280
OH,8102,2,6656920
CO,8219,1,967834
ND,8222,1,2578423
AZ,8223,2,1260876
AZ,8223,4,1593175
AZ,8223,3,1958087
AZ,8223,1,1902023
NV,8224,1,436462
NV,8224,2,545313
NY,8906,4,0
NY,8906,ST5,361019
NY,8906,3,354935
NY,8906,2,13037
CO,10003,GEN1,51224.324
CO,10003,GEN2,51777.457
CO,10003,GEN3,34272.147
MN,10013,GEN1,198698
VA,10017,GN12,209703
VA,10017,GEN8,0
VA,10017,GN10,113560
VA,10017,GEN9,69466
VA,10017,GN11,105185
NY,10025,41TG,5030
NY,10025,75TG,2291
NY,10025,17TG,24453
NY,10025,42TG,105867
NY,10025,44TG,135297
NY,10025,43TG,18689
DE,10030,KD-1,55347
DE,10030,COG1,9358
CA,10034,GEN1,42026
CA,10034,GEN2,17445
CA,10052,GEN1,0
NJ,10061,GEN1,48540
NJ,10061,GEN2,0
FL,10062,GEN2,14046
FL,10062,GEN1,11460
TX,10072,GEN1,40472
MN,10075,GEN2,0
MN,10075,GEN1,0
CA,10091,GEN1,56528
CA,10091,G2,42149
CA,10091,G3,39295
CA,10091,GEN4,30829
PA,10113,GEN1,624055
PA,10118,GEN3,108400
GA,10120,GEN5,0
PA,10143,COLV,702327
CA,10144,GEN4,87871
MI,10149,GEN1,42888
WV,10151,GEN1,598706
TX,10167,GEN1,17409
CA,10169,GEN1,34839
CA,10169,GEN2,0
NY,10190,GEN1,61534
NY,10190,GEN2,28378
FL,10202,GEN5,234303.6
FL,10202,GEN6,323420.4
MI,10208,NO.8,108233.49
MI,10208,NO9,173998.68
MI,10208,NO.7,99264.29
CA,10213,GEN1,287169.05
CA,10213,GEN7,271150.88
CA,10213,GEN5,260934.55
CA,10213,GEN2,268768.8
CA,10213,GEN8,28067.41
CA,10213,GEN6,38568.17
AL,10216,GEN1,302916.07
NJ,10224,GEN8,0
NJ,10224,GEN9A,15968
NJ,10224,GEN9,26219
MS,10233,GEN2,212877.38
MS,10233,GEN1,208302.52
WI,10234,GEN1,16146.485
WI,10234,GEN3,24692.195
WI,10234,GEN4,78386.409
WI,10234,GEN5,66321.201
OH,10244,T-11,58849.582
OH,10244,T-13,87338.582
OH,10244,T-12,145453.11
OH,10244,T-10,0
IN,10245,GEN6,247980
IN,10245,GEN5,310180
IN,10245,GEN7,262107
TN,10252,NO.1,127615.11
CA,10262,GEN6,8856
CA,10262,GEN7,6969
NH,10290,GEN1,109170
CA,10294,GTG,39132
CA,10294,STG,17249
CA,10300,GEN1,201906
LA,10301,GEN2,6661
LA,10301,GEN3,0
LA,10301,GEN4,16489
NY,10305,GEN1,10039
MA,10307,CT1,20651
MA,10307,CT2,52319
MA,10307,ST1,24455
NJ,10308,CT2,360471
NJ,10308,CT1,324527
NJ,10308,ST1,253195
LA,10319,GEN3,0
MI,10328,GEN1,41947.833
MI,10328,GEN2,23728.801
MI,10328,GEN4,0
MI,10328,GEN5,96276.115
MI,10328,GEN3,29364.322
HI,10334,GEN2,142214
HI,10334,GEN1,185636
CA,10342,TG1,226563
CA,10342,TG2,253449
CA,10342,TG3,144214
PA,10343,TG1,103718
ME,10354,GEN1,222696
WI,10360,GEN7,110640
WI,10360,GEN6,106012
GA,10361,GEN4,42359
GA,10361,GEN3,30476
OK,10362,GEN2,150711.4
OK,10362,GEN3,193498.53
OK,10362,GEN1,38669.36
IN,10397,GEN5,0
IN,10397,GEN7,0
IN,10397,GEN6,0
IN,10397,GEN8,93545
IN,10397,GEN9,135779
OH,10398,GENG,128641
OH,10398,GEN3,0
OH,10398,GENB,14807
OH,10398,GENC,415
OH,10398,GEN5,0
CA,10405,GEN1,3845
CA,10405,GEN2,731
FL,10416,GEN2,20905.44
FL,10416,GEN1,22228.52
FL,10416,GEN3,160.05
MA,10417,TG,0
TX,10418,GEN1,26572.18
TX,10418,GEN4,166284.19
TX,10425,TG,238567
GA,10426,GEN2,0
GA,10426,GEN3,0
GA,10426,GEN4,139467
GA,10426,GEN5,218558
MO,10430,GEN1,0
MO,10430,GEN3,43278
MO,10430,GEN4,0
NJ,10435,TGA,101792
NJ,10435,TGB,70967
CA,10446,GEN1,0
NY,10464,GEN1,71726
CA,10472,GEN1,164119
WI,10477,GEN1,0
WI,10477,GEN2,0
MN,10486,GEN 6,321070.01
LA,10488,TG,389008.34
ME,10495,GEN1,409066
NY,10503,GEN1,62860
ID,10504,2500,3656.822
ID,10504,4000,31939.579
ID,10504,1500,930.53
NY,10511,GEN6,124887.98
NY,10521,GEN1,57394.9
NY,10521,GEN2,56620.84
NY,10521,GEN3,0
NY,10521,TG4,7993.77
NY,10521,3A,0
NC,10525,1UNI,309663
TX,10554,BO3,160684.38
TX,10554,3TBG1,571754.86
TX,10554,TBG3,509587.56
TX,10554,3TBG2,525934.97
TX,10554,TBG4,306738.25
TX,10554,TBG2,551490.59
TX,10554,TBG1,449619.25
TX,10554,TBG6,419052.61
TX,10554,TBG5,342340.16
TX,10554,ST1,196703.39
TX,10554,ST3,13400.55
TX,10554,ST2,218186.95
TX,10554,3ST1,224483.22
GA,10560,GEN5,197936.08
GA,10560,GEN6,194753.64
GA,10560,GEN4,49985.535
GA,10560,GEN2,40542.907
FL,10562,GEN4,119400.38
FL,10562,GEN5,72929.226
NJ,10566,GEN1,0
CT,10567,GTG,5258.37
CT,10567,GTG2,107801.92
CT,10567,STG,2758.68
LA,10593,GEN1,84683
PA,10603,GEN1,285119
GA,10605,GEN4,299187
GA,10605,GEN5,45831
GA,10605,GEN3,30770
AR,10606,GEN4,6407.122
MS,10610,GEN2,234795
MS,10610,GEN1,251663
FL,10611,GEN8,158391
FL,10611,GEN4,161951
ME,10613,TG11,133190
ME,10613,TG10,169191
NY,10617,GEN1,4364
NY,10617,GEN2,56
NY,10620,GEN1,1592
NY,10620,GEN2,664
NY,10621,GEN1,10608
NY,10621,GEN2,235
CA,10623,GEN1,0
CA,10623,GEN2,0
AR,10627,1TG1,128290
AR,10627,3TG1,48693
AR,10627,2TG1,112054
MD,10629,GEN2,10492
MD,10629,GEN1,280775
VA,10633,GT3,176855
VA,10633,GT2,251680
VA,10633,GT1,259607
VA,10633,ST1,223978
NY,10642,GEN1,499141
NJ,10643,GEN2,233410
NJ,10643,GEN1,204656
CT,10646,GEN1,114241
CA,10652,GEN1,186654
CA,10661,GEN4,5997
CA,10661,GEN5,0
OK,10671,GEN1,249258
OK,10671,GEN2,305050
MD,10678,GEN1,658054
CO,10682,GT4,12535
CO,10682,GT5,12738
CO,10682,GT3,23753
CO,10682,GT1,12670
CO,10682,ST1,9680
CO,10682,ST4,28008
CO,10682,ST2,14316
CA,10684,TG9,137006.53
CA,10684,TG5,0
CA,10684,TG8,107802.93
MN,10686,6,41
MN,10686,7,26370
MD,10693,1147,1365
MD,10693,1148,1491.8
LA,10697,GEN2,115992.72
AL,10699,TG4,103831
AL,10699,GT3,179896
ME,10700,TG6,6958
ME,10700,TG4,17668
MA,10726,GEN2,203045
MA,10726,GEN1,203055
MA,10726,GEN3,203045
MI,10745,GT8,613848.01
MI,10745,GT9,668926.55
MI,10745,GT13,664350.09
MI,10745,GT12,653938.11
MI,10745,GT11,708192.15
MI,10745,GT4,620091.9
MI,10745,GT14,571362.98
MI,10745,GT10,643037.25
MI,10745,GT6,594808.85
MI,10745,GT3,572437.74
MI,10745,GT5,672857.96
MI,10745,GT7,644768.7
MI,10745,ST1,2099435
MI,10745,BP15,27626.57
MI,10745,ST2,0
PA,10746,GEN1,572070
NJ,10751,GEN1,53534
NJ,10751,GEN2,22417
NV,10761,GEN6,55864
NV,10761,GEN1,31842
NV,10761,GEN5,53994
NV,10761,GEN3,61577
NV,10761,GEN4,59661
NV,10761,GEN7,37187
NV,10761,GEN2,8248
NV,10761,GEN8,31323
ME,10765,GEN1,0
ME,10766,GEN1,13455
CA,10767,GEN1,145082
VA,10771,1,344996
CA,10772,GEN1,146628
VA,10773,1,283170
VA,10774,1,340004
CA,10777,GEN1,205097
MT,10784,GEN1,306167
TX,10789,GT1B,804481
TX,10789,GT1A,922169
TX,10789,GEN1,371388
TX,10789,ST1A,227423
SC,10795,GEN3,0
NJ,10805,GEN1,126944.87
NJ,10805,GEN2,25880.57
MI,10819,GEN1,140780
MI,10819,GEN2,40308
MI,10822,GEN1,134124
MA,10823,S101,27458.76
CA,10836,GEN1,172184
NH,10838,GEN1,32014
NH,10839,GEN1,13002
IA,10855,GEN1,0
IA,10855,GEN2,76293.915
IA,10860,1A,346769
IA,10860,2A,366304
IA,10861,GEN1,6108
NE,10862,GEN1,9012
MN,10863,GEN1,9012
IA,10864,GEN2,85204
IA,10864,GEN3,69860
IA,10864,GEN6,162036
IA,10864,GEN5,142169
IA,10864,GEN4,114014
IA,10864,GEN1,65019
IL,10865,GEN3,53814
IL,10865,GEN7,348482
IL,10865,GEN6,26976
IL,10865,GEN5,73173
IL,10865,GEN8,288684
IL,10865,GEN4,50455
IL,10865,GEN2,44310
IL,10867,GEN1,300668
OR,10869,GE-2,78765
OR,10869,BBC,0
OR,10869,GE,57279
MA,10883,STG2,40796.26
MA,10883,STG3,40923.33
MA,50002,GEN2,4723
MA,50002,GEN1,4248
MA,50002,GEN3,4765
MA,50002,GEN4,6247
NJ,50006,GTG2,591668
NJ,50006,GTG4,547316
NJ,50006,GTG5,539883
NJ,50006,GTG1,614012
NJ,50006,GTG3,621175
NJ,50006,GTG6,1253675
NJ,50006,STG1,518623
NJ,50006,STG2,474966
NJ,50006,STG3,482874
LA,50028,GEN6,103749.47
LA,50028,GEN5,172136.74
ME,50035,ST1,11626
MA,50041,GEN2,0
MA,50041,GEN1,0
TX,50043,GT3,333055
TX,50043,GT2,534681
TX,50043,GT1,442310
TX,50043,ST,418734
CA,50049,GEN1,68322
CA,50049,GEN2,51637
CA,50049,GEN3,0
ME,50051,GEN1,4682
CA,50061,GEN3,27816
CA,50061,GEN2,28828
CA,50061,GEN4,0
TX,50067,GEN1,45620
FL,50071,GEN1,331637
MA,50087,GEN2,4083
MA,50087,GEN1,3539
MA,50087,GEN3,9465
IA,50088,GEN1,22708
ID,50099,GEN1,13036
TX,50101,GEN2,220100.76
TX,50101,GEN3,131587.03
TX,50101,GEN1,55078.969
TX,50109,GEN1,271674
TX,50109,GEN2,268981
TX,50109,GEN3,268856
CA,50110,GEN1,94493
CA,50112,GEN3,171460
TX,50118,GEN10,82543.12
TX,50118,GEN8,164570.2
TX,50118,GEN9,41270.59
TX,50118,GEN5,3069.08
TX,50118,GEN7,62671.7
TX,50118,GEN4,238.62
TX,50121,TG1,64421
TX,50121,TG2,45799
TX,50127,GTB,2560
TX,50127,GTC,2309
TX,50127,GTA,2229
TX,50127,STD,0
TX,50141,WGN1,11453
GA,50146,GENA,11968
GA,50146,GENC,7083
GA,50146,GENB,18711
GA,50146,GEND,9714
CA,50148,GEN1,0
CA,50148,GEN2,0
TX,50150,GEN7,0
TX,50150,GE10,10165.6
TX,50150,GEN9,24840.73
TX,50150,GEN5,44054.49
LA,50152,CGN1,836363
LA,50152,CGN2,776109
LA,50152,CSTG,134617
LA,50152,STG,109528
MS,50184,TG2,125540
MS,50184,TG4,0
MS,50184,TG3,51556
MS,50184,TG1,359313
WA,50185,TG1,0
WA,50185,TG2,0
WA,50187,TG1,37883.737
WA,50187,TG5,112861.31
WA,50187,TG2,34347.799
WA,50187,TG4,103902.23
NC,50188,TG2,196939.55
NC,50189,TG9,180372.06
NC,50189,TG10,163752.39
OR,50191,TG2,0
OR,50191,TG3,0
OR,50191,TG4,91225
OR,50191,TG1,0
OK,50192,TG1,395059
GA,50201,ST2,123905
NH,50208,GEN1,0
PA,50215,GEN1,255291
CA,50216,GN94,535538
CA,50216,GN93,542958
CA,50216,GN92,577432
CA,50216,GN91,531314
CA,50216,GN95,52091
CA,50216,GN96,90633
ME,50225,TG1,81125
TX,50229,TG2,236338
ME,50230,WEST,0
IN,50240,GEN2,27345.782
IN,50240,GEN1,116291.72
NC,50244,GEN9,20753
NC,50244,GN13,0
NC,50244,GN10,21709
NC,50244,GEN8,21083
NC,50244,GN11,20083
NC,50244,GN12,24525
FL,50250,GEN1,128480.55
FL,50250,GEN2,207729.01
MI,50251,GEN1,163484.35
MI,50251,GEN2,125351.8
NC,50254,GEN1,173717.48
VA,50275,TG3,13811.035
PA,50279,GEN1,24560
MA,50290,GEN2,224175
MA,50290,GEN1,369905
NY,50292,GEN6,122755
NY,50292,GEN2,154035
NY,50292,GEN1,62150
NY,50292,GEN3,47484
NY,50292,GEN7,52194
CA,50293,GEN1,74443
TN,50296,GEN1,333646.63
TN,50296,GEN2,81878.06
MI,50305,GEN9,61306
MI,50305,GEN8,38831
MI,50305,GE10,0
MI,50305,GEN7,52658
MI,50305,GEN6,34918
OK,50307,GEN2,0
OK,50307,GEN3,0
OK,50307,GEN4,0
OK,50307,GEN1,0
AK,50308,GEN3,19493
AK,50308,GEN4,21680
AK,50308,GEN1,12076
AK,50308,GEN5,10771
IN,50316,3516,8620
IL,50326,AT1,16715
IL,50326,DPOX,0
AL,50359,10,0
AL,50359,9,0
IN,50366,GEN5,3720.202
IN,50366,GEN1,5774.284
IN,50366,GEN2,234.314
IN,50366,GEN6,19689.032
IN,50366,GEN7,22283.764
NY,50368,CT1,102056
NY,50368,CT2,90500
NY,50368,TG2,22168
NY,50368,TG1,1926
AK,50392,TG3,14381
AK,50392,TG4,18068
AK,50392,TG5,54014
AK,50392,TG2,0
AK,50392,TG1,0
WI,50395,TG8,63263
WI,50395,TG6,33744
WI,50395,TG14,48903
OR,50396,GEN5,28481
OR,50396,GEN1,14733
OR,50396,GEN6,0
OR,50396,GEN3,16210
OR,50396,GEN4,32826
OR,50396,GEN2,21775
PA,50397,GEN4,56990.924
PA,50397,GEN6,128146.27
PA,50397,GEN5,154906.95
PA,50397,GEN1,35733.723
PA,50397,GEN3,34778.225
GA,50398,GE10,374996
GA,50398,GEN9,249851
ME,50406,GEN1,227833
ME,50406,GEN2,257607
PA,50410,7,88472
PA,50410,6,80847
PA,50410,7A,0
PA,50410,6A,0
MN,50413,TG2,8128.6
MN,50413,TG3,22259.56
MN,50413,TGI,9134.49
MI,50431,TG9,26881
MI,50431,TG10,29190
MI,50431,CT6,94022
MI,50431,TG7,0
MI,50431,TG1,48008
MI,50431,TG8,24006
ME,50447,GEN9,0
ME,50447,GN10,0
NY,50449,GEN1,30940.09
NY,50449,GEN2,9819.31
NY,50450,GEN1,24846
NY,50450,GEN2,11425
NY,50451,GEN1,23272
NY,50451,GEN2,7564
OH,50456,GEN1,9375.41
NY,50458,GEN1,326821
NY,50458,GEN2,187321
PA,50463,GEN2,5055
GA,50465,GEN2,12707.4
GA,50465,GEN1,27611.256
FL,50466,GEN6,0
FL,50466,GEN3,0
FL,50466,GEN5,0
FL,50466,GEN4,0
FL,50466,GEN2,0
NY,50472,GEN1,104179
NY,50472,GEN2,91052
FL,50474,SCC,91490
WI,50476,GEN1,41425.422
WI,50476,GEN2,57945.464
VA,50479,GEN1,50267
TN,50481,TG10,34368
TN,50481,TG16,65000
TN,50481,TG26,76454
TN,50481,TGO8,41235
TN,50481,TGO9,39867
TN,50481,TG21,101206
TN,50481,TG25,112306
TN,50481,TG13,19600
TN,50481,TG22,69091
TN,50481,TG17,65691
TN,50481,TGO7,12483
TN,50481,TG20,35396
TN,50481,TG19,59037
TN,50481,TG11,39671
TN,50481,TG14,12003
TN,50481,TG12,42809
TN,50481,TG24,46071
TN,50481,TG15,23203
TN,50481,TG18,45508
FL,50482,TG7,109132
FL,50482,TG8,81368
FL,50482,TG6,79438
LA,50489,C3,206084
LA,50490,TE,6024
WV,50491,GEN7,483335.32
WV,50491,GEN6,184103.92
WV,50491,GEN4,0
CA,50530,GEN3,18414.48
CA,50541,GEN1,22329
CA,50541,ST2,1395
CA,50541,ST1,1833
WA,50544,GEN6,35283.106
NC,50555,GEN2,0
NC,50555,GEN1,6533
NC,50555,GEN3,0
OK,50558,GT01,490797
OK,50558,ST01,153338
CA,50560,GEN1,132757
NJ,50561,GTG1,92758
NJ,50561,GTG2,77067
NJ,50561,STG1,47524
NJ,50561,STG2,21150
FL,50572,GEN1,12729
FL,50572,GEN2,13507
FL,50572,GEN3,13758
FL,50572,GEN4,0
PA,50611,GEN1,156307
WI,50614,GEN1,68027.144
WI,50614,WEST,33122.337
RI,50621,GEN4,0
TX,50625,TG33,84012
TX,50625,TG34,154757
TX,50625,TG23,270597
TX,50625,TG32,147208
TX,50625,TG22,146234
IL,50627,MG,45309.878
NJ,50628,GEN2,59558
NJ,50628,GEN3,72463.85
FL,50629,GEN1,82419
OR,50630,GEN1,48804
CA,50632,GEN1,93226
ID,50637,GEN1,0
ID,50637,GEN2,0
ID,50637,GEN4,197963
ID,50637,GEN3,185101
AR,50638,GEN1,110715
MN,50639,GEN5,120176.74
MN,50639,GEN4,190476.47
MN,50639,GEN3,129661.63
IN,50647,GEN1,0
CT,50648,GEN1,103737
NY,50649,GEN1,118147
ME,50650,UNI1,177148
NY,50656,GEN1,194891
MD,50657,GEN1,283452
VA,50658,GEN1,345013
VA,50658,GEN2,345014
OK,50660,GEN1,-17931
MA,50661,GEN1,339365
NY,50662,GEN1,224871
VA,50663,GEN2,55911
VA,50663,GEN1,94084
FL,50666,GEN1,185709
CO,50707,LMB,0
CO,50707,LMD,0
CO,50707,LMC,0
CO,50707,LME,0
CO,50707,LMA,838988
CO,50707,STA,104168
CO,50707,STB,107117
AK,50711,GEN1,0
AK,50711,GEN3,-1733
AK,50711,GEN2,0
AK,50711,GEN5,70514.778
PA,50729,GEN3,13494
PA,50729,GEN1,95875
PA,50732,GEN1,251212
PA,50732,GEN2,214654
PA,50732,GEN3,7834
IN,50733,STG1,1217968
NH,50739,GEN1,0
NY,50744,GEN1,1505
NY,50744,GEN2,622
CA,50748,GEN1,27996
CA,50748,GEN2,7752
MI,50770,GEN1,135989
MI,50772,GEN1,141494
PA,50776,GEN1,476490
NJ,50799,GEN1,2555
NJ,50799,GEN2,3281
NJ,50799,GEN3,1205
NJ,50799,GEN4,1357
FL,50803,GEN3,128869
GA,50804,GEN5,106659.56
GA,50804,GEN4,326544.25
SC,50806,GEN1,41979.515
SC,50806,GEN2,43237.509
SC,50806,GEN3,308632.74
FL,50807,GEN3,0
FL,50807,GEN6,0
FL,50807,GEN4,0
LA,50810,NO 8,156041.07
LA,50810,NO 7,148388.44
LA,50810,NO 9,107815.76
VA,50813,GEN1,294140
TX,50815,GEN7,508301
TX,50815,GEN5,492167
TX,50815,GEN2,493285
TX,50815,GEN4,469018
TX,50815,GEN1,504740
TX,50815,GEN3,521148
TX,50815,GEN6,658938
MI,50835,GEN1,317740
CA,50837,GEN1,120708
LA,50846,ST2,53582.8
LA,50846,ST3,36065.57
LA,50846,ST1,6889.91
CA,50849,GEN1,151727
CA,50849,GEN2,16458
CA,50850,GEN1,8227
CA,50850,GEN2,2427
CA,50851,GEN1,358
CA,50851,GEN2,124
FL,50858,GEN1,126630
FL,50858,GEN2,88040
PA,50859,GEN1,186805
MI,50860,GEN1,93424
NH,50873,GEN1,92890
FL,50875,GEN1,136832
MA,50877,GEN1,238031
MA,50878,GEN1,313982
MA,50880,GEN1,221326
CA,50881,GEN2,110046
CA,50881,GEN3,54568
CA,50881,GEN1,123551
NY,50882,GEN1,398707
CT,50883,GEN1,462836
FL,50884,GEN2,147894
FL,50884,GEN1,280352
NJ,50885,GEN1,80214
WA,50886,GEN1,124693
FL,50887,GEN1,447770
PA,50888,GEN1,508908
VA,50900,GEN7,325951
VA,50900,GEN4,161280
VA,50900,GEN5,125736
VA,50900,GEN3,50095
IN,50903,GEN1,16833.38
NM,50906,4,566
NY,50907,UNT2,3640.41
NY,50907,UNT1,3640.41
OR,50921,GEN1,0
MT,50931,GEN1,490760
WI,50933,GEN6,-579
WI,50933,GEN5,0
FL,50949,GEN2,257394
FL,50949,GEN1,257962
FL,50949,GEN3,266120
UT,50951,GEN1,316504
MA,50955,GEN1,0
MA,50955,GEN3,13499
MA,50955,GEN2,0
TN,50956,GEN3,0
TN,50956,GEN2,0
TN,50956,GEN1,0
NJ,50960,GEN1,298350
MO,50969,GEN4,30541
MO,50969,6025,1687.247
MO,50969,GEN1,0
MO,50969,GEN3,51205
MO,50969,GEN2,12965
TX,50973,GN41,251631.58
TX,50973,GN44,207942.78
TX,50973,GN35,158586.27
TX,50973,GN43,232594.36
TX,50973,GN42,216113.09
TX,50973,GN32,94715.65
TX,50973,GN31,1725.63
TX,50973,GN33,174951.14
PA,50974,GEN1,287646
NY,50978,GEN1,66024
NY,50978,GEN2,64938
NY,50978,GEN3,41632
OR,50993,GEN1,0
LA,51008,2000,0
LA,51008,1000,0
VT,51026,GEN1,160760
RI,51030,GEN2,365840
RI,51030,GEN1,460437
RI,51030,GEN3,496050
NY,51038,GEN1,54219
LA,52006,GEN5,438800
LA,52006,GEN6,418735
LA,52006,GEN3,269655
LA,52006,GEN2,393731
LA,52006,GEN1,-2040
LA,52006,GEN4,283114
FL,52010,GEN2,100951
FL,52010,GEN1,173116
VA,52019,GEN4,732939
VA,52019,GEN2,754224
VA,52019,GEN5,724058
VA,52019,GEN1,691039
VA,52019,GEN3,733568
VA,52019,GEN6,723561
RI,52024,GEN2,2489.99
RI,52024,GEN4,2036.03
RI,52024,NEW3,5818.06
RI,52024,NEW1,7015.04
MA,52026,GEN1,24978
MA,52026,GEN2,0
CT,52061,GEN3,34024
CT,52061,GEN2,0
VA,52072,GEN2,13261
VA,52072,GEN1,0
VA,52072,GEN3,18984
CA,52073,GEN1,103851
CA,52073,GEN2,86983
CA,52073,GEN3,54227
TX,52088,GEN4,532604
TX,52088,GEN2,371666
TX,52088,GEN3,502034
TX,52088,GEN1,653128
VA,52089,GEN1,23023
VA,52089,GEN3,46520
VA,52089,GEN4,41618
VA,52089,GEN2,50262
CA,52099,GEN6,1291
CA,52109,GEN1,378992
CA,52109,GEN2,422702
CA,52109,GEN5,110613
TX,52120,G-61,390987.6
TX,52120,G-63,570378.43
TX,52120,G-67,518476.64
TX,52120,G-66,0
TX,52120,G-65,567810.84
TX,52120,G-64,0
WY,52127,GEN1,2383
WY,52127,GEN2,4879
IN,52130,35TG,277458
IN,52130,33TG,0
IN,52130,34TG,37060
IN,52130,32TG,46527
IN,52130,31TG,84139
TX,52132,GEN2,398350.46
TX,52132,GEN1,230721.67
TX,52132,GEN3,0
ND,52133,GEN2,17552
ND,52133,GEN3,-3441
ND,52133,GEN1,16961
AL,52140,GEN1,286236.48
AL,52140,GEN2,324492.78
VA,52148,GEN5,232
VA,52148,GEN7,4179
VA,52148,GEN6,0
VA,52148,GEN1,8630
SC,52151,GEN2,293172
SC,52151,GEN1,234522
VA,52152,GEN9,222003
NY,52168,GEN3,67153.1
NY,52168,GEN4,54129.88
NY,52168,GEN2,47738.55
LA,52175,GEN2,64533.13
LA,52175,GEN1,0
LA,52175,GEN3,109886.45
TX,52176,GEN1,52588
TX,52176,GEN2,46968
