# File: CBECS_1989.csv
# Title: Commercial Buildings Energy Consumption Survey 1989
# Units: BLDGID4: building identifier;SQFT4: square footage;YRCONC4: year constructed;PBA4: principal building activity;ADJWT4: adjusted sampling weight
# Source: https://www.eia.gov/consumption/commercial/data/previous/
# Column types: iiiiiin 
# ----------
BLDGID4,REGION4,CENDIV4,SQFT4,YRCONC4,PBA4,ADJWT4
2303,2,3,3500,1,2,652.96
2304,3,5,8000,4,1,1595.2
2305,2,3,20000,3,1,10.74
2306,4,9,40000,6,2,336.81
2307,3,5,40000,3,1,498.98
2308,3,6,4500,3,4,2041.81
2309,3,6,60000,4,13,408.36
2310,3,7,200001,5,13,20.14
2311,2,3,6000,5,4,584.61
2312,3,5,7000,6,3,208.64
2313,4,9,8000,9,2,492.68
2314,3,6,70000,6,13,408.36
2315,2,3,120000,8,2,157.88
2316,4,9,9000,4,17,497.58
2317,2,4,30000,6,12,1.03
2318,1,1,2500,4,12,327.35
2319,3,5,4500,3,3,1.03
2320,1,2,3500,3,3,2039.07
2321,3,6,20000,6,3,20
2322,2,3,1500,8,2,1636.1
2323,1,2,2000,5,12,1638.2
2324,2,3,2500,5,3,1893.87
2325,1,1,15000,2,4,490.89
2326,2,3,8000,7,4,157.88
2327,1,1,2500,7,3,2039.07
2328,2,3,50000,5,3,239.31
2329,4,9,80000,4,13,306.28
2330,2,3,15000,3,3,682.05
2331,4,9,2000,6,14,1509.24
2332,2,4,2000,4,13,306.28
2333,2,4,90000,6,13,389.8
2334,4,8,2000,3,5,1509.24
2335,3,5,1500,6,3,1595.2
2336,3,5,4000,2,12,2170.72
2337,1,2,80000,6,2,13.71
2338,4,9,20000,7,2,20.41
2339,2,3,12500,5,3,610.82
2340,3,6,15000,3,3,2650.99
2341,4,9,30000,9,4,163.32
2342,3,5,90000,2,1,281.95
2343,2,3,17500,3,17,509.17
2344,3,5,7000,8,13,470.24
2345,3,5,80000,6,15,215.82
2346,3,5,1500,4,3,1595.2
2347,3,5,50000,4,13,496.13
2348,3,5,25000,6,4,459.35
2349,3,6,50000,4,4,156.48
2350,3,5,60000,2,1,235.53
2351,3,7,60000,8,1,358.11
2352,3,5,12500,8,3,259.98
2353,4,9,40000,9,2,138.04
2354,3,6,7000,4,13,1836.5
2355,2,3,10001,2,13,509.17
2356,2,4,250000,9,19,9.81
2357,2,3,60000,7,13,8.39
2358,2,3,700000,6,15,10.06
2359,3,7,2500,5,3,1895.05
2360,4,9,1500,3,2,1735.25
2361,1,1,160000,6,15,306.28
2362,3,7,8000,4,4,4.92
2363,2,4,1500,3,2,584.61
2364,4,9,40000,4,17,497.58
2365,3,6,10001,7,3,833.61
2366,2,3,2000,4,2,513.05
2367,2,4,7000,6,3,2392.14
2368,3,5,2000,6,3,1597.65
2369,2,3,800000,8,2,21.48
2370,3,6,7000,5,4,1472.34
2371,2,3,3500,3,4,1991.37
2372,2,4,1500,2,3,1991.37
2373,3,7,400000,6,2,10.39
2374,4,8,4500,6,3,703.83
2375,3,5,1500,7,12,1595.2
2376,3,5,160000,6,16,306.28
2377,3,5,250000,5,3,22.3
2378,3,7,5000,6,4,1595.2
2379,4,8,7000,5,13,614.51
2380,2,4,400000,7,17,98.23
2381,2,3,1500,4,1,1508.84
2382,1,1,70000,2,12,157.78
2383,3,7,22500,6,17,321.32
2384,3,7,2000,5,2,1616.48
2385,1,1,80000,8,2,242.96
2386,3,7,1500,8,14,1377.41
2387,4,8,22500,9,3,358.11
2388,2,4,5000,4,4,584.61
2389,3,6,2000,2,3,358.11
2390,1,2,50001,2,2,469.94
2391,2,3,3000,4,12,1636.49
2392,3,6,250000,5,12,98.36
2393,1,1,250000,6,2,20.83
2394,2,3,450000,7,12,21.19
2395,3,5,1500,8,3,2124.65
2396,3,5,7000,4,7,20.84
2397,3,6,12500,6,3,1859.44
2398,3,7,1500,7,1,2650.99
2399,3,5,5000,3,13,96
2400,2,3,1500,4,12,1004.79
2401,2,3,30000,2,2,513.05
2402,3,7,5000,6,3,1836.5
2403,1,2,12500,6,13,476.91
2404,3,6,70000,9,3,103.77
2405,3,7,5001,7,13,496.13
2406,3,5,3000,5,14,1472.34
2407,4,9,120000,6,3,358.11
2408,4,9,22500,5,14,362.37
2409,3,6,5000,6,3,2124.65
2410,4,9,5000,4,5,256.39
2411,3,7,10001,5,3,498.98
2412,2,3,7000,9,2,1531.39
2413,1,2,35000,3,4,490.89
2414,4,9,1001,4,3,1005.94
2415,1,1,60000,3,1,242.96
2416,3,5,2500,8,2,1597.64
2417,1,1,12500,6,3,490.89
2418,3,7,70000,7,2,10.39
2419,2,3,800000,6,19,21.48
2420,2,4,30000,5,12,474.3
2421,1,2,5000,1,4,250.94
2422,1,2,45000,6,3,327.35
2423,2,4,30000,3,16,408.33
2424,3,7,4000,6,5,857.04
2425,4,9,450000,9,2,10.27
2426,2,3,4500,4,4,1636.49
2427,2,3,450000,8,2,6.25
2428,1,2,17500,4,3,2039.07
2429,1,2,400000,9,12,10.09
2430,1,2,9000,3,4,490.89
2431,2,3,1001,5,4,584.61
2432,3,7,2500,6,1,1595.2
2433,3,6,12500,9,12,459.35
2434,3,7,1500,4,2,1597.65
2435,3,6,300000,6,3,20
2436,3,7,250000,6,17,20
2437,2,3,1500,6,3,1904.68
2438,1,1,3500,2,2,2169.66
2439,4,9,60000,6,13,1.7
2440,3,7,1300000,6,3,259.98
2441,3,5,10000,8,3,498.98
2442,3,6,250000,4,12,1.69
2443,4,8,15000,4,13,5.7
2444,1,2,9000,3,7,2169.66
2445,1,2,3000,4,1,1595.05
2446,2,3,40000,4,13,10.04
2447,2,4,1000000,5,3,21.19
2448,4,8,3000,3,1,2112.93
2449,3,7,4500,4,4,498.98
2450,4,9,3500,5,13,1.08
2451,3,6,3500,7,14,1472.34
2452,3,6,15000,9,13,626.89
2453,3,5,60000,8,3,156.48
2454,4,9,350000,9,17,21.38
2455,3,5,2000,3,1,1597.65
2456,3,5,120000,5,3,597.74
2457,3,7,3000,9,14,1377.41
2458,2,3,140000,5,12,5.78
2459,4,8,10001,4,2,323.85
2460,4,9,600000,6,3,14.38
2461,4,9,180000,5,19,1.07
2462,4,9,2500,6,2,1.07
2463,3,7,1001,4,1,1895.05
2464,4,9,20000,8,12,268.52
2465,4,8,10000,4,12,502.74
2466,3,5,600000,8,15,20.84
2467,2,3,9000,5,2,513.05
2468,4,9,500000,8,2,10.27
2469,3,7,1300000,7,3,5.74
2470,2,4,5000,7,3,652.96
2471,1,2,1500,6,3,2039.07
2472,2,3,25000,6,17,584.61
2473,1,2,90000,2,2,317.29
2474,3,5,140000,6,12,22.3
2475,4,8,100000,4,13,25.96
2476,3,5,12500,3,1,652.28
2477,4,8,5000,5,1,703.83
2478,4,9,12500,5,17,1.72
2479,3,7,3500,3,3,2650.99
2480,3,5,6000,6,4,1597.65
2481,1,2,2000,4,12,1638.2
2482,3,5,3000,5,13,8.22
2483,1,1,12500,1,4,490.89
2484,1,2,20000,6,3,1627.29
2485,4,9,900000,6,2,10.27
2486,3,6,22500,4,3,1895.05
2487,2,4,6000,8,3,2392.14
2488,1,2,2000,5,3,1468.67
2489,4,8,2000,4,19,2112.93
2490,3,6,45000,6,4,208.64
2491,2,3,15000,7,4,487.36
2492,3,5,20000,8,19,498.98
2493,2,3,2500,6,12,1636.49
2494,4,8,250000,9,17,3.62
2495,1,1,120000,5,1,476.91
2496,3,7,1001,9,13,320.86
2497,2,3,180000,7,19,10.74
2498,2,3,5001,6,12,412.5
2499,1,1,6000,3,6,1638.2
2500,4,9,10000,5,3,497.58
2501,3,7,8000,8,17,496.13
2502,2,3,100001,9,3,248.34
2503,2,3,3500,2,7,1636.1
2504,3,7,1001,3,12,1595.2
2505,1,2,60000,5,3,242.96
2506,4,9,9000,6,13,1.7
2507,4,9,25001,6,4,268.52
2508,2,3,12500,4,4,370.39
2509,2,3,600000,6,2,10.74
2510,3,6,20000,6,17,640.89
2511,1,2,500001,6,3,20.83
2512,2,3,4000,3,1,584.61
2513,2,3,12500,6,14,509.17
2514,3,7,1001,4,14,1472.34
2515,1,2,70000,6,12,250.94
2516,2,3,8000,4,4,487.36
2517,2,4,30000,4,12,263.93
2518,3,7,60000,2,3,477.47
2519,1,2,6000,6,3,2039.07
2520,3,7,30000,6,2,1597.65
2521,4,9,10001,6,3,497.58
2522,1,2,1000000,4,4,327.35
2523,1,2,3000,7,2,1468.67
2524,2,3,3000,1,4,584.61
2525,3,7,180000,9,13,103.77
2526,4,9,17500,6,2,492.68
2527,3,7,2000,9,5,1932.25
2528,1,2,3000,6,3,1468.67
2529,1,2,20000,6,12,2184.21
2530,1,2,900000,8,2,7.37
2531,3,7,450000,7,2,10.39
2532,1,2,15000,9,2,421.59
2533,2,3,20000,4,12,21.19
2534,4,9,10000,4,11,1654.84
2535,1,2,100001,3,2,242.96
2536,3,6,4000,8,2,1597.65
2537,3,7,9000,7,1,2170.72
2538,3,5,2500,2,2,1597.65
2539,4,9,1001,7,19,1654.84
2540,4,9,15000,4,4,462.64
2541,3,5,25001,4,3,477.47
2542,3,7,3000,3,5,1472.34
2543,2,3,1500,1,3,584.61
2544,3,5,30000,2,3,2124.65
2545,2,4,700000,6,15,10.04
2546,4,9,1500,4,3,2004.53
2547,3,5,30000,7,4,498.98
2548,3,7,250000,7,19,156.48
2549,2,3,350000,4,13,20.14
2550,3,5,1300000,6,2,5
2551,4,8,30000,4,2,103.28
2552,2,3,3000,6,3,10.74
2553,4,9,5001,6,12,1654.84
2554,1,2,80000,3,2,490.89
2555,3,5,15000,5,2,22.3
2556,4,9,3000,5,2,1735.25
2557,2,3,450000,4,10,21.19
2558,3,7,1500,9,2,3.92
2559,4,9,120000,2,2,163.32
2560,1,1,120000,2,6,10
2561,4,9,4500,8,13,307.35
2562,1,2,6000,5,12,1638.2
2563,4,9,70000,9,2,10.27
2564,1,2,10000,4,4,1638.2
2565,3,7,2500,4,13,11.57
2566,2,4,3000,6,5,1893.87
2567,2,3,100001,5,13,306.28
2568,3,5,9000,8,2,2146.52
2569,3,7,3000,4,3,2650.99
2570,1,2,2500,3,19,20.83
2571,3,7,2500,7,12,1595.2
2572,3,5,90000,8,1,316.94
2573,4,8,60000,8,5,20.41
2574,4,9,1001,4,4,1654.84
2575,4,9,35000,5,3,20.41
2576,2,3,10001,6,17,584.61
2577,3,7,1001,6,1,1472.34
2578,2,3,30000,6,2,389.8
2579,2,3,12500,4,12,610.82
2580,4,9,12500,5,3,576.6
2581,2,3,22500,9,3,610.82
2582,3,5,160000,7,12,156.48
2583,1,2,350000,3,2,20.83
2584,2,4,4000,8,2,513.05
2585,4,8,700000,6,15,10.04
2586,1,2,4500,6,6,1638.2
2587,3,6,100001,4,13,96
2588,2,3,160000,2,1,21.19
2589,1,1,30000,2,6,654.5
2590,1,2,20000,6,13,476.92
2591,1,2,20000,4,3,654.5
2592,2,4,100000,6,2,21.19
2593,3,5,9000,8,11,1895.05
2594,2,3,20000,8,2,513.05
2595,3,5,140000,4,2,10.39
2596,3,5,900000,8,2,10.39
2597,1,2,60000,8,13,3.48
2598,4,9,3000,1,17,1509.24
2599,3,5,8000,1,4,2124.65
2600,3,7,5000,7,2,1472.34
2601,3,7,1500,5,3,1895.05
2602,2,3,90000,5,3,610.82
2603,1,2,250000,4,13,20.65
2604,1,2,4500,3,3,490.89
2605,2,3,160000,7,19,21.19
2606,3,6,250000,6,1,10.39
2607,1,1,140000,4,2,20.83
2608,3,7,6000,6,12,1595.2
2609,3,7,2000,8,5,1472.34
2610,3,7,3000,2,13,1472.34
2611,2,3,90000,3,16,307.64
2612,4,9,12500,6,12,2004.53
2613,2,4,100000,6,13,306.28
2614,3,6,45000,8,12,314.04
2615,3,7,3000,5,14,640.89
2616,4,8,40000,1,2,645.33
2617,3,6,100000,7,12,6.25
2618,1,2,30000,6,3,654.5
2619,1,2,40000,6,2,242.96
2620,4,9,10001,6,3,657.7
2621,4,9,2500,9,3,2004.53
2622,2,3,8000,1,14,1508.84
2623,2,3,2500,6,12,1488.07
2624,3,7,30000,8,1,156.48
2625,1,2,2500,4,4,1849.99
2626,4,9,6000,6,2,326.63
2627,4,9,140000,7,2,20.41
2628,2,4,45000,6,1,319.73
2629,4,9,22500,6,13,1.1
2630,4,9,22500,4,15,362.37
2631,3,6,5000,6,4,1932.25
2632,3,5,20000,7,3,259.98
2633,3,7,1001,6,14,1472.34
2634,2,3,2000,6,12,1636.49
2635,4,8,100001,8,2,256.39
2636,3,7,2500,8,3,2081.02
2637,1,1,35000,3,3,2039.07
2638,3,5,600000,8,2,22.3
2639,2,3,12500,1,3,610.82
2640,2,3,2000,5,4,1636.49
2641,4,9,60000,2,4,336.81
2642,2,3,200001,3,13,157.88
2643,4,8,3000,4,14,2112.93
2644,3,7,1001,5,3,1472.34
2645,3,6,10000,3,3,2650.99
2646,1,1,10000,7,3,597.34
2647,3,5,12500,9,3,612.45
2648,3,7,2500,4,2,2146.52
2649,1,2,700000,5,12,1.03
2650,3,5,1500,6,12,29.17
2651,1,2,1500000,6,2,7.37
2652,1,1,60000,2,13,8.69
2653,3,5,2000,4,2,1597.65
2654,1,2,100001,6,13,306.28
2655,3,5,20000,3,3,1597.65
2656,2,4,10001,5,1,1991.37
2657,2,3,350000,6,19,21.19
2658,3,7,1001,4,17,1472.34
2659,1,2,60000,6,4,157.78
2660,1,1,9000,3,1,2718.69
2661,3,7,1500,5,12,26.86
2662,1,1,180000,9,19,10.09
2663,3,5,17500,6,12,2.86
2664,4,9,120000,9,1,165.55
2665,3,5,25000,7,4,2124.65
2666,2,3,50001,3,2,5
2667,3,5,5001,9,4,2170.72
2668,3,5,20000,5,5,597.74
2669,3,7,1001,6,14,1472.34
2670,2,4,12500,3,12,157.88
2671,2,3,2500,6,1,487.36
2672,3,7,3500,4,4,1472.34
2673,3,7,2000,2,1,459.35
2674,3,6,8000,9,3,597.74
2675,3,7,3000,4,3,1597.65
2676,4,9,6000,7,3,1509.24
2677,3,5,70000,4,1,259.98
2678,1,2,9000,5,4,250.94
2679,4,8,25000,4,12,103.28
2680,1,1,250000,4,13,306.28
2681,1,1,2000,6,1,2039.07
2682,1,2,1001,3,1,23.86
2683,4,9,3500,5,17,1509.24
2684,3,5,20000,3,3,2124.65
2685,4,9,2000,3,2,1509.24
2686,4,9,10001,6,2,1735.25
2687,3,5,20000,9,13,24.74
2688,3,5,6000,5,20,316.94
2689,3,7,5000,4,13,320.86
2690,2,4,30000,6,4,487.36
2691,3,7,1500,5,2,1597.65
2692,3,6,4500,6,14,7.57
2693,3,6,3000,3,4,2170.72
2694,2,4,3000,5,2,2082.26
2695,4,9,2000,4,13,1382.22
2696,4,9,12500,6,12,323.85
2697,4,8,20000,5,12,502.74
2698,2,3,700000,8,15,5.03
2699,3,7,1500,5,13,320.87
2700,1,2,30000,4,3,597.34
2701,2,3,3000,5,17,1893.87
2702,1,2,30000,5,12,2039.07
2703,2,4,12500,8,11,584.61
2704,3,7,50000,3,4,498.98
2705,2,4,3500,2,12,584.61
2706,1,1,40000,3,5,476.91
2707,3,5,200000,4,13,320.86
2708,1,2,450000,4,12,9.84
2709,2,4,35000,8,3,306.28
2710,2,4,70000,8,4,157.88
2711,3,5,600000,9,2,248.34
2712,3,7,2500,5,2,1597.65
2713,4,9,30000,6,12,163.32
2714,3,7,100000,8,2,10.39
2715,3,6,7000,7,4,498.98
2716,3,7,8000,5,2,18.77
2717,2,3,1500,7,3,1904.68
2718,3,5,1500,6,4,2170.72
2719,3,5,9000,4,2,597.74
2720,3,5,1500,6,2,597.75
2721,1,2,500000,6,13,1.04
2722,3,6,8000,8,4,2124.65
2723,4,9,40000,8,2,256.39
2724,1,2,35000,7,3,626.57
2725,2,3,15000,5,3,1904.68
2726,1,2,9000,4,1,490.89
2727,2,3,1001,8,13,9.19
2728,1,2,15000,4,3,2039.07
2729,4,8,30000,4,4,268.52
2730,3,5,80000,6,19,156.48
2731,1,2,10001,4,3,327.35
2732,1,2,1500,8,14,1468.67
2733,3,6,1500,4,1,2650.99
2734,3,5,5000,3,3,1472.34
2735,2,3,4000,6,12,263.93
2736,2,3,5000,3,5,1508.84
2737,1,1,5001,3,14,1468.67
2738,3,6,3500,6,1,2650.99
2739,3,7,6000,8,13,1472.34
2740,4,9,8000,5,4,502.74
2741,3,5,17500,3,3,477.47
2742,3,7,7000,6,4,1595.2
2743,3,5,2000,7,3,498.98
2744,3,7,90000,6,3,346.63
2745,2,3,40000,7,2,21.19
2746,2,4,4500,4,13,1636.49
2747,2,4,35000,3,4,77.18
2748,2,3,200000,4,13,10.05
2749,4,8,45000,6,4,268.52
2750,2,3,1500,3,3,1904.68
2751,2,3,80000,8,2,10.74
2752,3,5,140000,5,7,10.04
2753,1,2,90000,7,2,242.96
2754,3,5,5000,8,3,1895.05
2755,2,3,2500,3,4,1991.37
2756,3,5,1300000,7,15,10.04
2757,2,3,17500,4,14,584.61
2758,3,5,15000,5,2,1597.65
2759,2,3,100001,5,15,10.04
2760,3,7,20000,1,5,462.86
2761,4,8,1000000,6,2,20.41
2762,2,3,20000,5,5,1508.84
2763,3,5,45000,9,3,5.05
2764,3,5,350000,5,13,20.14
2765,4,9,12500,4,3,2004.53
2766,1,2,120000,3,4,20.83
2767,4,9,6000,6,12,1654.84
2768,3,7,3000,5,13,1472.34
2769,2,3,40000,8,16,324.11
2770,3,7,1300000,6,3,5.74
2771,4,9,15000,6,12,268.53
2772,2,3,2000,8,12,1636.1
2773,4,9,8000,7,2,492.68
2774,4,9,30000,5,12,268.52
2775,3,7,15000,3,2,1595.2
2776,4,9,8000,5,3,2004.53
2777,4,9,200001,6,2,229.73
2778,4,9,35000,4,17,1.18
2779,3,7,1300000,5,3,5.74
2780,3,5,45000,4,2,470.24
2781,3,5,80000,6,3,346.63
2782,2,3,20000,3,13,509.17
2783,3,5,25001,2,13,2.56
2784,1,2,1001,4,1,1638.2
2785,2,4,500000,7,15,20.84
2786,1,2,700000,7,15,10.04
2787,3,7,25001,6,4,496.13
2788,3,7,2000,6,5,1472.34
2789,3,5,45000,6,2,316.94
2790,3,7,3500,4,3,1895.05
2791,2,3,4000,6,7,1508.84
2792,2,4,6000,4,2,1636.1
2793,1,2,250000,2,2,10.04
2794,2,4,20000,3,13,509.17
2795,1,2,3000,3,14,1468.67
2796,4,8,17500,7,1,20.41
2797,4,9,8000,6,3,1509.24
2798,1,1,90000,5,13,306.28
2799,4,9,17500,8,2,492.68
2800,3,5,1500,7,5,1472.34
2801,4,9,25001,3,2,492.68
2802,3,5,2000,9,2,239.78
2803,1,1,3500,3,1,1638.2
2804,3,7,7000,5,2,20.84
2805,3,5,45000,6,4,496.13
2806,2,3,20000,1,1,306.28
2807,1,2,100001,4,15,3.6
2808,4,9,9000,9,2,1654.84
2809,3,6,1500,3,7,2146.52
2810,3,5,100001,3,1,156.48
2811,2,4,350000,4,2,6.25
2812,1,2,800000,3,15,20.84
2813,4,9,120000,5,1,163.32
2814,1,2,500001,5,2,10.28
2815,1,2,6000,4,14,476.91
2816,4,9,1001,4,20,1735.25
2817,3,7,1500,3,3,1895.05
2818,1,2,500000,8,2,10.28
2819,4,9,8000,4,4,268.52
2820,1,2,17500,3,3,157.78
2821,3,7,3500,4,13,57.92
2822,3,5,4000,7,2,235.53
2823,2,3,12500,5,2,1904.68
2824,2,4,5000,4,2,2082.26
2825,3,5,4000,4,15,1472.34
2826,2,3,200000,5,3,306.28
2827,1,2,450000,3,12,124.91
2828,2,3,20000,2,1,652.96
2829,2,3,10000,2,4,487.36
2830,4,9,20000,6,1,502.74
2831,4,9,6000,6,12,1654.84
2832,3,7,10000,4,1,496.13
2833,3,6,10001,6,2,1472.34
2834,3,7,30000,3,1,833.61
2835,3,5,15000,8,2,626.97
2836,1,2,40000,5,12,250.94
2837,3,7,3000,6,17,640.89
2838,2,3,30000,5,3,610.82
2839,4,9,12500,9,3,657.7
2840,1,2,1500000,9,2,7.37
2841,3,6,2000,4,3,2170.72
2842,3,5,50000,7,13,408.36
2843,4,9,10001,4,13,1.72
2844,4,9,40000,3,13,4.15
2845,1,2,1001,8,2,1627.29
2846,2,3,9000,6,12,263.93
2847,3,5,30000,4,12,235.53
2848,2,4,1500,4,3,2392.14
2849,3,5,7000,6,4,833.61
2850,4,8,35000,7,4,268.52
2851,3,7,2000,7,3,477.47
2852,2,3,140000,4,12,5.78
2853,4,9,12500,5,13,1.18
2854,1,2,35000,3,16,27.79
2855,4,9,400000,8,2,10.27
2856,2,4,2500,4,6,584.61
2857,3,5,45000,4,13,408.36
2858,2,3,250000,4,17,20
2859,2,3,10000,5,3,509.17
2860,3,7,25000,6,3,2170.72
2861,2,3,10001,4,13,1893.87
2862,3,6,160000,5,13,96
2863,3,7,20000,8,2,470.24
2864,2,3,300000,4,13,10.06
2865,4,9,1500,3,2,1735.25
2866,2,4,17500,4,3,459.35
2867,2,4,30000,6,12,243.39
2868,3,7,40000,4,1,156.48
2869,3,7,40000,4,4,4
2870,3,5,3500,6,12,208.64
2871,1,2,3000,8,12,2466.59
2872,1,2,15000,5,2,1627.29
2873,2,3,300000,6,12,21.19
2874,4,9,9000,8,13,460.95
2875,2,3,40000,4,12,487.36
2876,3,6,20000,8,3,358.11
2877,3,5,15000,8,2,498.98
2878,2,3,4000,5,3,2392.14
2879,1,2,100001,5,2,106.18
2880,1,1,25001,3,1,4.37
2881,3,7,7000,6,12,652.28
2882,1,1,2000,3,3,1468.67
2883,4,9,5000,3,17,1654.84
2884,3,5,120000,5,17,347.16
2885,4,8,35000,6,3,20.41
2886,3,5,7000,6,2,2146.52
2887,2,4,22500,8,17,584.61
2888,4,9,350000,6,13,20
2889,3,5,17500,3,13,612.45
2890,3,7,9000,4,4,652.28
2891,4,9,35000,6,12,268.52
2892,4,9,1300000,6,2,22.98
2893,3,7,35000,4,13,4.09
2894,4,8,450000,6,2,10.27
2895,2,3,1500,4,3,1904.68
2896,2,3,70000,5,12,21.19
2897,2,3,3000,5,2,1488.07
2898,2,3,7000,1,4,2392.14
2899,1,1,80000,5,12,250.94
2900,4,9,12500,6,13,460.95
2901,1,2,40000,6,3,20.83
2902,2,3,7000,8,13,509.17
2903,2,3,7000,6,4,2015.74
2904,3,6,450000,5,12,5.74
2905,4,9,12500,5,12,163.32
2906,3,7,2500,2,3,498.98
2907,2,4,40000,8,2,306.28
2908,2,4,35000,2,13,9.52
2909,3,5,5000,4,3,1531.39
2910,3,7,1300000,6,2,5.74
2911,3,7,20000,3,5,496.13
2912,2,3,5000,5,12,513.05
2913,3,5,4500,6,4,306.28
2914,1,2,40000,1,3,2718.69
2915,3,5,4000,4,2,1597.65
2916,3,7,3000,8,12,1859.44
2917,3,6,8000,8,4,498.98
2918,3,7,180000,4,2,239.78
2919,3,5,250000,7,12,156.48
2920,1,2,2500,1,14,1468.67
2921,1,1,120000,6,12,327.35
2922,2,3,60000,3,12,229.73
2923,4,9,3000,4,15,1509.24
2924,3,6,200001,5,13,20.14
2925,3,5,3000,4,3,1472.34
2926,2,3,70000,6,13,7.65
2927,3,6,1001,5,7,1377.41
2928,4,9,40000,5,12,163.32
2929,4,9,3500,4,13,1.08
2930,3,5,140000,5,2,22.3
2931,4,8,20000,5,13,645.33
2932,2,4,5000,3,1,1893.87
2933,1,2,450000,6,2,10.28
2934,4,8,35000,4,4,1.09
2935,3,5,35000,5,4,235.53
2936,2,3,250000,3,1,6.25
2937,4,8,30000,8,3,20.41
2938,1,1,60000,6,17,306.28
2939,3,6,40000,6,13,306.28
2940,2,3,70000,9,11,1636.49
2941,3,7,10000,6,3,498.98
2942,2,4,450000,6,13,12.8
2943,3,7,100000,5,12,358.11
2944,3,7,30000,5,12,470.24
2945,4,8,2000,4,5,1509.24
2946,3,5,900000,3,2,5
2947,2,4,2000,6,2,1636.1
2948,1,1,120000,6,2,20.83
2949,2,4,400000,6,15,10.04
2950,3,7,35000,7,4,11.36
2951,3,6,8000,9,4,96
2952,4,8,60000,5,17,16.14
2953,3,6,1500,7,5,1932.25
2954,2,4,80000,6,19,10.74
2955,3,5,50001,7,16,321.32
2956,2,4,4000,4,3,98.23
2957,2,4,400000,5,17,509.17
2958,4,8,3500,4,12,2806.34
2959,3,6,15000,7,3,1597.65
2960,3,5,80000,4,12,498.98
2961,4,9,30000,5,2,497.58
2962,4,9,3000,6,14,1509.24
2963,2,4,120000,6,13,91.63
2964,3,6,15000,6,1,498.98
2965,3,5,3000,7,12,1595.2
2966,3,5,60000,6,2,470.24
2967,3,7,1500,4,3,1595.2
2968,3,7,3500,9,3,597.74
2969,3,5,2000,6,17,1472.34
2970,2,3,4500,6,3,474.3
2971,4,9,8000,2,17,502.74
2972,2,3,900000,5,3,21.19
2973,3,5,5000,9,3,98.36
2974,3,7,12500,7,4,498.98
2975,3,6,45000,5,12,314.04
2976,1,2,250000,2,13,20
2977,2,3,1500000,5,2,10.74
2978,4,9,450000,6,15,20.84
2979,2,3,9000,6,3,1.39
2980,1,2,300000,6,15,10.04
2981,2,3,2000,6,3,682.05
2982,2,4,1001,7,14,1893.87
2983,3,5,12500,6,4,2170.72
2984,4,9,1300000,6,2,10.27
2985,3,5,300000,8,2,22.3
2986,3,5,600000,3,12,22.72
2987,4,8,50000,9,16,2.03
2988,3,7,2000,3,4,1377.41
2989,1,2,22500,6,12,157.78
2990,1,2,4000,6,3,1638.2
2991,3,7,4000,5,4,470.24
2992,3,6,200000,4,15,20.84
2993,4,9,10001,5,12,502.74
2994,2,3,180000,5,7,1
2995,1,1,10000,9,3,2039.07
2996,3,7,12500,5,3,833.61
2997,1,2,30000,5,2,1468.67
2998,2,4,3500,4,3,1893.87
2999,3,7,1001,6,3,1595.2
3000,3,5,90000,3,12,498.98
3001,4,9,22500,6,13,307.35
3002,3,7,1500,6,12,1595.2
3003,3,5,17500,6,3,1895.05
3004,2,3,17500,5,14,1893.87
3005,4,9,12500,6,12,492.68
3006,3,5,4500,4,14,1472.34
3007,3,5,400000,8,2,22.3
3008,3,6,35000,9,2,919.12
3009,2,4,17500,4,4,487.36
3010,4,9,7000,5,2,1735.25
3011,3,5,3500,8,12,1595.2
3012,4,9,250000,5,2,20.41
3013,2,3,4500,1,3,603.64
3014,4,9,12500,7,14,460.95
3015,2,3,7000,3,17,1508.84
3016,3,7,7000,4,2,498.98
3017,2,3,7000,8,4,1904.68
3018,2,3,7000,9,7,306.28
3019,1,1,45000,2,1,4.6
3020,2,4,17500,8,3,1904.68
3021,2,3,12500,6,17,1893.87
3022,2,3,4000,6,12,487.36
3023,2,3,60000,4,13,20
3024,1,2,250000,5,3,10.28
3025,4,8,12500,8,4,268.52
3026,4,9,6000,4,4,1509.24
3027,2,4,2500,6,3,1991.37
3028,4,8,2000,4,3,1654.84
3029,3,7,12500,5,13,462.86
3030,2,3,20000,8,3,306.28
3031,4,9,20000,3,13,462.64
3032,3,6,7000,4,1,1597.65
3033,2,4,5000,6,13,11.92
3034,4,9,120000,6,13,320.86
3035,3,6,15000,5,4,1472.34
3036,4,9,4500,4,5,1509.24
3037,2,4,120000,7,15,307.64
3038,4,9,80000,5,4,1.08
3039,4,9,2000,4,2,1509.24
3040,1,1,22500,4,13,476.91
3041,3,7,300000,8,2,22.3
3042,4,9,5001,9,17,1509.24
3043,3,5,100001,3,12,2146.52
3044,4,9,6000,6,12,1735.25
3045,3,7,7000,5,3,1895.05
3046,3,5,600000,6,2,10.39
3047,2,4,30000,6,2,652.96
3048,3,5,3000,4,3,25.75
3049,1,2,60000,4,3,490.89
3050,1,2,6000,5,14,476.91
3051,4,9,3000,6,13,1509.24
3052,1,2,500000,2,2,10.28
3053,4,8,20000,6,4,268.52
3054,3,6,20000,8,3,470.24
3055,3,5,50000,3,13,428.42
3056,2,3,12500,5,12,299.15
