# File: EIA_923_generator_gen_fuel_2018.csv
# Title: EIA Form 923 generation data for year 2018
# Unit: MWh
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2015.zip; Schedules_2_3_4_5_M_12_2018_Final_Revision; Page 4 Generator Data from file
# Column types: cici
# ----------
State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
CA,6013,O2,0
IL,6016,1,2427434
IL,6017,1,3216418
IL,6017,2,0
KY,6018,2,2792745
OH,6019,ST1,8099135
CO,6021,1,2656155
CO,6021,2,2877335
CO,6021,3,1809342
ND,6030,1,4587895
ND,6030,2,4542923
OH,6031,2,1462169
MI,6034,ST1,3602271
MI,6034,ST2,3991589
MI,6035,1,624797
KY,6041,1,1562826
KY,6041,2,3115810
KY,6041,3,1634072
KY,6041,4,1459418
FL,6042,1,690435
FL,6042,2,764588
FL,6042,3,2419792
FL,6042,A,1180928
FL,6042,B,1156152
FL,6042,C,1051974
FL,6042,D,1398929
FL,6043,1,986424
FL,6043,2,898576
FL,6043,8,2354634
FL,6043,8A,1050400
FL,6043,8B,1206449
FL,6043,8C,941344
FL,6043,8D,1022410
FL,6043,3ST,809944
FL,6043,4ST,778551
FL,6043,3GT1,708035
FL,6043,3GT2,697367
FL,6043,4GT1,577235
FL,6043,4GT2,798766
GA,6052,1,1373723
GA,6052,2,1418083
LA,6055,1,1284259
LA,6055,2,466346
LA,6055,3,2839580
HI,6056,1,10684
HI,6056,2,11071
HI,6056,3,67877
HI,6056,4,64482
MS,6061,1,0
MS,6061,2,119330
KS,6064,1,970561
MO,6065,1,4015622
MO,6065,2,3808967
KS,6068,1,3862844
KS,6068,2,3291663
KS,6068,3,2344308
KY,6071,1,3548429
KY,6071,2,4469768
MS,6073,1,1121961
MS,6073,2,1229666
MS,6073,3,1336777
MS,6073,4,1358486
MS,6073,3CT,1350506
MS,6073,3ST,1481316
MS,6073,4CT,1354893
MS,6073,4ST,1501585
MT,6076,1,1574568
MT,6076,2,1735347
MT,6076,3,4842055
MT,6076,4,4504712
NE,6077,1,4659646
NE,6077,2,4199037
MA,6081,CA1,28493
MA,6081,CT1,30831
MA,6081,CT2,8128
MA,6081,CT3,36033
NY,6082,1,592959
IN,6085,14,1471698
IN,6085,15,2133196
IN,6085,17,1739251
IN,6085,18,1411663
MT,6089,1,235882
MN,6090,1,2853704
MN,6090,2,4354996
MN,6090,3,5268937
PA,6094,1,75124
PA,6094,2,71800
PA,6094,3,2935181
OK,6095,1,2378376
OK,6095,2,2068323
NE,6096,1,4217650
NE,6096,2,4884416
SD,6098,1,2343295
WY,6101,1,2251976
OR,6106,1,1285500
CO,6112,1,1315849
CO,6112,2,744328
CO,6112,3,655647
CO,6112,4,801619
IN,6113,1,3660004
IN,6113,2,3329611
IN,6113,3,3853835
IN,6113,4,3375483
IN,6113,5,3412868
GA,6124,1,23062
TX,6136,1,786451
IN,6137,1,1183700
IN,6137,2,1225737
AR,6138,1,2669748
TX,6139,1,2825442
TX,6139,3,2631148
TX,6146,1,4773413
TX,6146,2,4240068
TX,6146,3,5036323
TX,6147,1,0
TX,6147,2,0
TX,6147,3,0
MO,6155,1,3318160
MO,6155,2,4448068
CT,6156,1,29757
UT,6165,1,2532025
UT,6165,2,2807809
UT,6165,3,2954132
IN,6166,1,6173902
IN,6166,2,5720207
WI,6170,1,874027
WI,6170,2,899803
AZ,6177,CO1,1563291
AZ,6177,CO2,2034581
TX,6178,1,3850242
TX,6179,1,4188575
TX,6179,2,3578492
TX,6179,3,2593023
TX,6180,OG1,6710786
TX,6180,OG2,5505260
TX,6181,1,2456169
TX,6181,2,2140442
TX,6183,1,2509410
LA,6190,1,237973
LA,6190,2,2469468
LA,6190,3,3909813
TX,6193,1,1371151
TX,6193,2,1995350
TX,6193,3,1417187
TX,6194,1,2089156
TX,6194,2,1720904
MO,6195,ST1,854035
MO,6195,ST2,1673995
WY,6204,1,2762852
WY,6204,2,3657120
WY,6204,3,4269976
IN,6213,1,3165964
IN,6213,2,2704334
TX,6243,1,108515
CO,6248,1,3279923
SC,6249,1,499573
SC,6249,2,470713
SC,6249,3,299175
SC,6249,4,313347
NC,6250,1,1491333
IA,6254,1,3735791
GA,6257,1,3692372
GA,6257,2,3390200
GA,6257,3,4481934
GA,6257,4,3855937
WV,6264,1,5710017
AK,6285,GT3,228619
AK,6285,STG1,49877
AK,6288,1,182828
AK,6288,2,79637
MN,6358,2,23020
MN,6358,3,20
ND,6469,1,3259155
ND,6469,2,3183192
HI,6474,ST1,765
UT,6481,1,4019570
UT,6481,2,4479730
HI,6504,14,111008
HI,6504,15,79562
HI,6504,16,108806
HI,6504,17,113151
HI,6504,18,55873
HI,6504,19,70724
AK,6559,7,65854
AK,6559,9,299691
AK,6559,10,306539
AK,6559,11,171184
KY,6639,1,1475730
KY,6639,2,1583368
AR,6641,1,4949550
AR,6641,2,4733624
TX,6648,4,107106
IA,6664,1,4878999
IN,6705,1,813517
IN,6705,2,811860
IN,6705,3,874301
IN,6705,4,1836904
CO,6761,1,1803917
MO,6768,1,1796819
OK,6772,1,1641087
KY,6823,1,2256297
KS,7013,4,3574
TX,7030,1,1261014
TX,7030,2,1196765
NV,7082,5,1100567
NV,7082,6,1134195
NV,7082,7,1305383
TX,7097,1,3066900
TX,7097,2,4162033
HI,7130,1,20453
DE,7153,HR1,306186
DE,7153,HR2,249246
DE,7153,HR3,307310
DE,7153,HR4,404816
DE,7153,HR5,320941
DE,7153,HR6,324031
DE,7153,HR7,330060
DE,7153,HR8,508620
SC,7210,ST1,1719120
VA,7213,1,1487963
VA,7213,2,1429217
FL,7238,2,114178
FL,7238,3,712663
FL,7238,4,986745
FL,7238,2A,74271
FL,7238,3A,465752
FL,7238,4A,662182
FL,7242,2,1083330
FL,7242,3,1103338
FL,7242,4,1157731
FL,7242,5,1130917
FL,7242,1CA,428301
FL,7242,1CT,496145
FL,7242,2CC,2830312
CA,7266,2,45248
CA,7266,3,355065
FL,7294,GTG,0
FL,7294,STG,0
MO,7296,1-Feb,836863
MO,7296,2-Feb,842930
MO,7296,3-Feb,973967
FL,7302,1GT,1003132
FL,7302,1ST,1110683
FL,7302,2GT,1078394
FL,7302,2ST,1242925
FL,7302,3GT,1025015
FL,7302,3ST,1183206
FL,7302,4GT,1096585
FL,7302,4ST,1271900
FL,7302,1GT2,1041613
FL,7302,2GT2,1118107
FL,7302,3GT2,1081276
FL,7302,4GT2,1115349
CA,7307,4,68124
CA,7307,5,125240
CA,7307,6,49187
NY,7314,NA1,421847
NY,7314,NA2,223993
IA,7343,4,3090593
OR,7350,1,946350
OR,7350,2,462704
FL,7380,CT1,1091295
FL,7380,CT2,1129303
FL,7380,ST3,1211506
WY,7504,2,643824
TX,7512,1,1036733
TX,7512,2,989770
TX,7512,3,1183194
ME,7513,GEN1,177428
CA,7527,2,64760
CA,7527,CCCT,281022
OK,7546,1,0
OK,7546,3,34368
CA,7551,CCST,134426
CA,7551,CT1A,299849
CA,7551,CT1B,297358
CA,7552,CCCT,482138
CA,7552,CCST,276225
MO,7604,1,341553
MO,7604,2,436689
WA,7605,1,1192592
AL,7697,1,624794
AL,7697,2,185140
AL,7698,1,547909
AL,7698,2,23237
FL,7699,CT1,805520
FL,7699,CW1,407402
PA,7701,A,32047
PA,7701,B,179693
AL,7710,ST1,1460799
AL,7710,ST2,1591831
AL,7710,ST3,1542074
AL,7710,CT1A,1308163
AL,7710,CT1B,1300298
AL,7710,CT2A,1271438
AL,7710,CT2B,1270772
AL,7710,CT3A,1242789
AL,7710,CT3B,1260398
AL,7721,1,1070719
AL,7721,2,254296
SC,7737,1,435283
OK,7757,1,924289
OK,7757,2,1008226
OK,7757,3,963794
OK,7757,4,887977
OK,7757,5,945905
OK,7757,6,954676
NY,7784,1,27048
NY,7784,2,9176
UT,7790,1,3654103
NC,7805,7,1264040
NC,7805,8,1249912
NC,7805,9,1476943
NC,7805,10,1487809
NC,7805,ST4,1409376
NC,7805,ST5,1933643
NC,7826,4,1363644
NC,7826,5,1375141
NC,7826,STG,1454973
WA,7832,7,33209
WA,7832,8,33305
WA,7832,9,17838
SC,7834,CT1A,1095821
SC,7834,CT1B,1121568
SC,7834,ST1S,1299575
TN,7845,CTG1,843640
TN,7845,CTG2,843641
TN,7845,STG1,1124857
FL,7846,2,1287429
FL,7846,3,1306395
FL,7846,4,1552733
WA,7870,STG,67423
WA,7870,CTG1,43626
WA,7870,CTG2,44937
WA,7870,CTG3,44557
FL,7873,1A,687299
FL,7873,1B,702553
FL,7873,1C,705233
FL,7873,2A,464387
FL,7873,2B,507482
FL,7873,2C,599895
FL,7873,2D,639935
FL,7873,1ST,1142752
FL,7873,2ST,1168611
NE,7887,1,16827
NE,7887,2,39118
NE,7887,3,30848
AL,7897,ST1,1080474
AL,7897,ST2,1185199
AL,7897,CT1A,864655
AL,7897,CT1B,870031
AL,7897,CT2A,935582
AL,7897,CT2B,929505
TX,7900,5A,850515
TX,7900,5C,509876
TX,7902,1,4585248
GA,7917,1,902315
GA,7917,2,844881
GA,7917,3,934126
OR,7931,1,939843
OR,7931,2,555348
GA,7946,CT1,648948
GA,7946,CT2,641931
GA,7946,ST1,794070
IA,7985,GT1,193253
IA,7985,GT2,210587
IA,7985,ST1,235108
WI,7991,1,126691
WI,7991,CT2,93124
WI,7991,STG1,90360
WA,7999,CT1,734741
WA,7999,CT2,748915
WA,7999,ST1,994656
NE,8000,CT1,139769
NE,8000,CT2,131329
NE,8000,ST1,164084
NH,8002,1,114889
NY,8006,1,264802
NY,8006,2,251706
WI,8023,1,3572570
WI,8023,2,3069100
IA,8031,11,733079
IA,8031,12,748210
IA,8031,ST1,966055
NC,8042,1,4793474
NC,8042,2,3227943
FL,8048,1,1508323
FL,8048,2,1206159
MS,8054,1,854270
LA,8056,1,698293
LA,8056,2,906869
OK,8059,1S,76099
OK,8059,1G1,120545
OK,8059,1G2,0
WY,8066,1,2336327
WY,8066,2,2739466
WY,8066,3,2985187
WY,8066,4,2905765
AZ,8068,ST1,93146
AZ,8068,ST2,99684
AZ,8068,ST3,84821
AZ,8068,ST4,88109
AZ,8068,ST5A,590381
AZ,8068,ST5B,581339
AZ,8068,ST5S,848399
AZ,8068,ST6A,806723
AZ,8068,ST6S,559931
UT,8069,1,2424229
UT,8069,2,2663595
OR,8073,1,67748
OR,8073,2,60288
OR,8073,3,59204
OR,8073,4,75234
OR,8073,5,36507
OR,8073,6,63042
OR,8073,7,129568
HI,8083,7,74664
HI,8083,CT4,129991
HI,8083,CT5,140160
OH,8102,1,6996899
OH,8102,2,9009303
CO,8219,1,1131653
ND,8222,1,3070607
AZ,8223,1,2516814
AZ,8223,2,2665984
AZ,8223,3,2557060
AZ,8223,4,2197970
NV,8224,1,571729
NV,8224,2,878195
PA,8226,1,1204947
NY,8906,2,16215
NY,8906,3,314770
NY,8906,4,0
NY,8906,ST5,761384
CO,10003,GEN1,61658
CO,10003,GEN2,57654
CO,10003,GEN3,53204
NJ,10012,1,76864
MN,10013,GEN1,207066
VA,10017,GEN8,0
VA,10017,GEN9,63664
VA,10017,GN10,126481
VA,10017,GN11,118141
VA,10017,GN12,260143
NY,10025,17TG,39995
NY,10025,22TG,11
NY,10025,41TG,977
NY,10025,42TG,94072
NY,10025,43TG,59684
NY,10025,44TG,166762
NY,10025,75TG,8621
MA,10029,GEN5,20944
MA,10029,GEN6,14564
MA,10029,GEN7,24037
DE,10030,COG1,11740
DE,10030,KD-1,64462
MI,10033,GEN1,151446
CA,10034,GEN1,72675
CA,10034,GEN2,30007
NJ,10043,GEN1,536158
CA,10052,GEN1,39619
NJ,10061,GEN1,59001
NJ,10061,GEN2,0
FL,10062,GEN1,163248
FL,10062,GEN2,149255
TX,10072,GEN1,65718
MN,10075,GEN1,0
MN,10075,GEN2,0
CA,10090,GEN1,35992
CA,10091,G2,46620
CA,10091,G3,34057
CA,10091,GEN1,47297
CA,10091,GEN4,30028
NJ,10099,GEN1,31384
NJ,10099,GEN2,15520
PA,10113,GEN1,612078
PA,10118,GEN3,101559
GA,10120,GEN5,0
PA,10143,COLV,812022
CA,10144,GEN4,93168
MI,10149,GEN1,45142
WV,10151,GEN1,632907
CA,10156,GEN2,452
CA,10156,GEN4,3167
TX,10167,GEN1,2791
CA,10169,GEN1,0
CA,10169,GEN2,0
TX,10184,TG1,227
NY,10190,GEN1,88623
NY,10190,GEN2,41979
FL,10202,GEN5,286065
FL,10202,GEN6,402094
MI,10208,NO9,260514
MI,10208,NO.7,125072
MI,10208,NO.8,152180
CA,10213,GEN1,267720
CA,10213,GEN2,275117
CA,10213,GEN5,336366
CA,10213,GEN6,55974
CA,10213,GEN7,307134
CA,10213,GEN8,23014
AL,10216,GEN1,308063
NJ,10224,GEN8,0
NJ,10224,GEN9,0
NJ,10224,GEN9A,34861
MS,10233,GEN1,177377
MS,10233,GEN2,206157
WI,10234,GEN1,34446
WI,10234,GEN3,13342
WI,10234,GEN4,23865
WI,10234,GEN5,101055
OH,10244,T-10,0
OH,10244,T-11,126975
OH,10244,T-12,168861
OH,10244,T-13,67844
IN,10245,GEN5,154671
IN,10245,GEN6,249377
IN,10245,GEN7,231515
FL,10250,GEN1,45020
TN,10252,NO.1,303385
CA,10262,GEN6,79700
CA,10262,GEN7,10367
NH,10290,GEN1,78012
CA,10294,GTG,259798
CA,10294,STG,114895
CA,10300,GEN1,329771
LA,10301,GEN2,445
LA,10301,GEN3,0
LA,10301,GEN4,15649
NY,10305,GEN1,23387
MA,10307,CT1,43539
MA,10307,CT2,51659
MA,10307,ST1,33218
NJ,10308,CT1,258450
NJ,10308,CT2,260926
NJ,10308,ST1,188280
LA,10319,GEN3,31814
MI,10328,GEN1,41953
MI,10328,GEN2,29948
MI,10328,GEN3,26058
MI,10328,GEN4,67013
MI,10328,GEN5,99816
FL,10333,GEN1,185573
HI,10334,GEN1,207300
HI,10334,GEN2,190334
CA,10342,TG1,297573
CA,10342,TG2,261062
CA,10342,TG3,114671
PA,10343,TG1,266629
MI,10346,GEN1,121831
CA,10350,GEN1,57333
CA,10350,GEN2,9681
ME,10354,GEN1,223268
ME,10356,GEN1,275958
WI,10360,GEN6,74495
WI,10360,GEN7,32940
WI,10360,GEN9,50239
GA,10361,GEN3,57246
GA,10361,GEN4,147983
OK,10362,GEN1,65903
OK,10362,GEN2,120148
OK,10362,GEN3,229484
VA,10377,GEN1,31118
VA,10377,GEN2,13059
NC,10378,GEN1,210188
NC,10378,GEN2,228355
NC,10379,GEN1,327747
NC,10382,GEN1,133666
NC,10384,GEN1,4423
NC,10384,GEN2,4659
IN,10397,GEN5,0
IN,10397,GEN6,0
IN,10397,GEN7,70845
IN,10397,GEN8,22225
IN,10397,GEN9,187289
OH,10398,GEN3,0
OH,10398,GEN5,0
OH,10398,GENB,22534
OH,10398,GENC,116409
CA,10405,GEN1,3704
CA,10405,GEN2,1260
FL,10416,GEN1,18706
FL,10416,GEN2,19286
FL,10416,GEN3,0
MA,10417,TG,24468
TX,10418,GEN1,36299
TX,10418,GEN4,239930
TX,10425,TG,274218
GA,10426,GEN2,31208
GA,10426,GEN3,18078
GA,10426,GEN4,96837
GA,10426,GEN5,239959
MO,10430,GEN1,0
MO,10430,GEN3,42676
MO,10430,GEN4,0
NJ,10435,TGA,82164
NJ,10435,TGB,66824
CA,10439,GEN1,0
CA,10440,GEN1,0
CA,10441,GEN1,0
CA,10442,GEN1,9161
CA,10443,GEN1,11706
CA,10444,GEN1,15404
CA,10446,GEN1,14458
NY,10464,GEN1,352434
CA,10472,GEN1,247533
WI,10477,GEN1,144765
WI,10477,GEN2,147937
CA,10478,GEN1,108034
CA,10478,GEN2,25787
MN,10486,GEN5,11690
MN,10486,GEN 6,330950
LA,10488,TG,387580
ME,10491,3STG,0
ME,10495,GEN1,588404
CA,10502,GEN1,0
NY,10503,GEN1,76526
ID,10504,1500,6536
ID,10504,2500,12098
ID,10504,4000,29008
NY,10511,GEN6,112946
NY,10521,3A,1
NY,10521,TG4,4937
NY,10521,GEN1,59139
NY,10521,GEN2,56349
NY,10521,GEN3,2
NC,10525,1UNI,301405
TX,10554,BO3,90189
TX,10554,ST1,241779
TX,10554,ST2,237728
TX,10554,ST3,135232
TX,10554,TBG1,385646
TX,10554,TBG2,526903
TX,10554,TBG3,545900
TX,10554,TBG4,486917
TX,10554,TBG5,561673
TX,10554,TBG6,493961
GA,10560,GEN2,37748
GA,10560,GEN4,51764
GA,10560,GEN5,196943
GA,10560,GEN6,180437
FL,10562,GEN4,120589
FL,10562,GEN5,135889
NJ,10566,GEN1,649475
CT,10567,GTG,34278
CT,10567,STG,13585
CT,10567,GTG2,114259
LA,10593,GEN1,79653
PA,10603,GEN1,325905
GA,10605,GEN3,42709
GA,10605,GEN4,359208
GA,10605,GEN5,61909
AR,10606,GEN4,145384
AR,10606,GEN5,124390
AR,10606,GEN6,202908
MS,10610,GEN1,266784
MS,10610,GEN2,237984
FL,10611,GEN4,119773
FL,10611,GEN8,175639
LA,10612,GEN1,381242
LA,10612,GEN2,283720
ME,10613,TG10,199057
ME,10613,TG11,124327
NY,10617,GEN1,10785
NY,10617,GEN2,48
NY,10620,GEN1,14128
NY,10620,GEN2,5814
NY,10621,GEN1,31769
NY,10621,GEN2,688
CA,10623,GEN1,102962
CA,10623,GEN2,0
AR,10627,1TG1,237142
AR,10627,2TG1,127782
AR,10627,3TG1,28692
MD,10629,GEN1,323294
MD,10629,GEN2,11983
VA,10633,GT1,359442
VA,10633,GT2,364260
VA,10633,GT3,357049
VA,10633,ST1,353336
PA,10641,GEN1,645269
NY,10642,GEN1,593975
NJ,10643,GEN1,255820
NJ,10643,GEN2,234153
CT,10646,GEN1,129856
CA,10652,GEN1,202307
CA,10661,GEN4,8763
OK,10671,GEN1,947360
OK,10671,GEN2,942025
HI,10673,GEN1,1326641
MD,10678,GEN1,1142037
CO,10682,GT1,10914
CO,10682,GT3,20156
CO,10682,GT4,16535
CO,10682,GT5,15635
CO,10682,ST1,8579
CO,10682,ST2,14792
CO,10682,ST4,39040
CA,10684,TG5,1542
CA,10684,TG8,148618
CA,10684,TG9,145627
MN,10686,6,44850
MN,10686,7,64904
MD,10693,1147,5382
MD,10693,1148,6079
LA,10697,GEN2,109645
MI,10698,GEN2,-143592
AL,10699,GT3,200129
AL,10699,GEN1,59335
AL,10699,GEN2,33586
ME,10700,TG4,0
ME,10700,TG6,0
NY,10725,GEN1,22200
NY,10725,GEN3,149812
NY,10725,GEN4,120572
NY,10725,GEN5,107078
MA,10726,GEN1,342676
MA,10726,GEN2,0
MA,10726,GEN3,156233
OH,10739,AC3M,2425
WV,10743,GEN1,385266
MI,10745,GT3,493642
MI,10745,GT4,492779
MI,10745,GT5,605319
MI,10745,GT6,464186
MI,10745,GT7,426083
MI,10745,GT8,703195
MI,10745,GT9,506933
MI,10745,ST1,1579582
MI,10745,ST2,0
MI,10745,BP15,32796
MI,10745,GT10,519654
MI,10745,GT11,455508
MI,10745,GT12,618397
MI,10745,GT13,451304
MI,10745,GT14,546700
PA,10746,GEN1,629079
NJ,10751,GEN1,33077
NJ,10751,GEN2,15617
CO,10755,GT2,1438
CO,10755,GT3,1201
CO,10755,GT4,1586
CO,10755,ST1,2931
NV,10761,GEN1,45742
NV,10761,GEN2,10471
NV,10761,GEN3,52955
NV,10761,GEN4,52126
NV,10761,GEN5,57337
NV,10761,GEN6,58060
NV,10761,GEN7,33832
NV,10761,GEN8,35548
CA,10764,GEN1,0
ME,10765,GEN1,10582
ME,10766,GEN1,29209
CA,10767,GEN1,188677
VA,10771,1,305797
CA,10772,GEN1,176414
VA,10773,1,274069
VA,10774,1,313703
CA,10777,GEN1,191170
MT,10784,GEN1,327552
TX,10789,GEN1,253912
TX,10789,GT1A,1075496
TX,10789,GT1B,1223521
TX,10789,ST1A,493470
SC,10795,GEN1,2304
SC,10795,GEN3,0
NJ,10805,GEN1,128606
NJ,10805,GEN2,22488
CA,10810,GEN1,18458
CA,10810,GEN2,2223
CA,10811,GEN1,33630
CA,10811,GEN2,8533
CA,10811,GEN3,0
CA,10812,GEN1,31410
CA,10812,GEN2,1495
MI,10819,GEN1,142879
MI,10819,GEN2,40800
MI,10822,GEN1,176312
MA,10823,S101,32208
CA,10836,GEN1,187736
CA,10837,GEN1,0
NH,10838,GEN1,134047
NH,10839,GEN1,115089
CA,10840,GEN1,0
CA,10840,GEN2,0
MN,10849,GEN1,230574
MN,10849,GEN2,125591
IA,10855,GEN1,82
IA,10855,GEN2,78301
IA,10860,1A,320893
IA,10860,2A,452363
IA,10861,GEN1,26492
NE,10862,GEN1,29535
MN,10863,GEN1,22110
IA,10864,GEN1,47908
IA,10864,GEN2,45267
IA,10864,GEN3,124343
IA,10864,GEN4,115244
IA,10864,GEN5,112062
IA,10864,GEN6,287734
IL,10865,GEN2,53989
IL,10865,GEN3,100262
IL,10865,GEN4,130878
IL,10865,GEN5,98500
IL,10865,GEN6,62640
IL,10865,GEN7,398467
IL,10865,GEN8,487701
IL,10867,GEN1,208210
OR,10869,GE,69590
OR,10869,BBC,0
OR,10869,GE-2,96410
MA,10883,STG2,33851
MA,10883,STG3,38965
MA,50002,GEN1,25807
MA,50002,GEN2,28040
MA,50002,GEN3,28009
MA,50002,GEN4,36099
NJ,50006,GTG1,534200
NJ,50006,GTG2,571052
NJ,50006,GTG3,577549
NJ,50006,GTG4,616871
NJ,50006,GTG5,589743
NJ,50006,GTG6,1249506
NJ,50006,STG1,557554
NJ,50006,STG2,466802
NJ,50006,STG3,383686
LA,50028,GEN5,196021
LA,50028,GEN6,160239
ME,50035,ST1,15614
PA,50039,GEN1,132775
MA,50041,GEN1,14726
MA,50041,GEN2,15320
TX,50043,ST,378489
TX,50043,GT1,414209
TX,50043,GT2,447325
TX,50043,GT3,527979
CA,50049,GEN1,55887
CA,50049,GEN2,54250
CA,50049,GEN3,0
ME,50051,GEN1,119823
CA,50061,GEN2,21777
CA,50061,GEN3,26555
CA,50061,GEN4,6819
TX,50067,GEN1,74579
FL,50071,GEN1,375028
MA,50087,GEN1,6476
MA,50087,GEN2,3428
MA,50087,GEN3,14366
IA,50088,GEN1,11951
ID,50099,GEN1,25911
TX,50101,GEN1,64262
TX,50101,GEN2,228441
TX,50101,GEN3,146975
TX,50109,GEN1,159779
TX,50109,GEN2,154676
TX,50109,GEN3,147207
CA,50110,GEN1,78369
CA,50111,GEN1,45591
CA,50112,GEN1,0
CA,50112,GEN2,0
CA,50112,GEN3,82495
CA,50112,GEN1,-5632
CA,50112,GEN2,2120
CA,50112,GEN3,226
TX,50118,GEN4,2078
TX,50118,GEN5,651
TX,50118,GEN7,39547
TX,50118,GEN8,122917
TX,50118,GEN9,55237
TX,50118,GEN10,115901
TX,50121,TG1,80388
TX,50121,TG2,81737
TX,50127,GTA,5126
TX,50127,GTB,5073
TX,50127,GTC,4662
TX,50127,STD,3695
TX,50141,WGN1,15584
GA,50146,GENA,1686
GA,50146,GENB,13550
GA,50146,GENC,2453
GA,50146,GEND,21901
CA,50148,GEN1,0
CA,50148,GEN2,0
TX,50150,GE10,72840
TX,50150,GE11,181179
TX,50150,GEN5,78943
TX,50150,GEN6,206435
TX,50150,GEN7,9374
TX,50150,GEN8,210696
TX,50150,GEN9,54859
LA,50152,STG,115398
LA,50152,CGN1,906107
LA,50152,CGN2,835059
LA,50152,CSTG,124225
MS,50184,TG1,354508
MS,50184,TG2,114798
MS,50184,TG3,75475
MS,50184,TG4,1901
WA,50185,TG1,46333
WA,50185,TG2,68282
WA,50187,TG1,43367
WA,50187,TG2,37529
WA,50187,TG4,110503
WA,50187,TG5,102862
NC,50188,TG2,201720
NC,50189,TG7,0
NC,50189,TG8,0
NC,50189,TG9,199303
NC,50189,TG10,204391
OR,50191,TG1,0
OR,50191,TG2,0
OR,50191,TG3,0
OR,50191,TG4,73615
OK,50192,TG1,443625
GA,50201,ST2,96873
NH,50208,GEN1,76264
PA,50215,GEN1,165966
CA,50216,GN91,632396
CA,50216,GN92,760683
CA,50216,GN93,676126
CA,50216,GN94,728437
CA,50216,GN95,99944
CA,50216,GN96,91110
ME,50225,TG1,84173
TX,50229,TG2,232244
ME,50230,WEST,0
WA,50231,TG2,0
WA,50231,TG3,0
IN,50240,GEN1,86070
IN,50240,GEN2,38894
ME,50243,GEN2,0
ME,50243,GEN3,0
ME,50243,GEN5,0
NC,50244,GEN8,41444
NC,50244,GEN9,50910
NC,50244,GN10,49602
NC,50244,GN11,47209
NC,50244,GN12,59246
NC,50244,GN13,61325
FL,50250,GEN1,241311
FL,50250,GEN2,230681
MI,50251,GEN1,215862
MI,50251,GEN2,138427
NC,50254,GEN1,201223
MA,50273,DLV1,39326
VA,50275,TG3,23495
PA,50279,GEN1,135094
MD,50282,GEN1,120162
MD,50282,GEN2,74573
MA,50290,GEN1,355878
MA,50290,GEN2,212371
NY,50292,GEN1,108595
NY,50292,GEN2,103723
NY,50292,GEN3,50750
NY,50292,GEN6,88514
NY,50292,GEN7,33261
CA,50293,GEN1,166216
TN,50296,GEN1,299514
TN,50296,GEN2,94067
MI,50305,GE10,0
MI,50305,GEN6,56911
MI,50305,GEN7,19636
MI,50305,GEN8,25495
MI,50305,GEN9,55121
OK,50307,GEN1,14
OK,50307,GEN2,1
OK,50307,GEN3,0
OK,50307,GEN4,0
AK,50308,GEN1,0
AK,50308,GEN3,30438
AK,50308,GEN4,27874
AK,50308,GEN5,31865
IN,50316,3516,7375
IL,50326,AT1,1800
IL,50326,DPOX,0
AL,50359,9,0
AL,50359,10,0
IN,50366,GEN1,14591
IN,50366,GEN2,1049
IN,50366,GEN5,13943
IN,50366,GEN6,27907
IN,50366,GEN7,21786
NY,50368,CT1,119376
NY,50368,CT2,115582
NY,50368,TG1,743
NY,50368,TG2,26105
NJ,50385,GEN1,11429
NJ,50385,GEN2,12322
NJ,50385,GEN3,7993
AK,50392,TG1,0
AK,50392,TG2,318
AK,50392,TG3,7565
AK,50392,TG4,14192
AK,50392,TG5,45544
WI,50395,TG6,34448
WI,50395,TG8,83095
WI,50395,TG14,67987
OR,50396,GEN1,31519
OR,50396,GEN2,27699
OR,50396,GEN3,22163
OR,50396,GEN4,54431
OR,50396,GEN5,8233
OR,50396,GEN6,0
PA,50397,GEN1,9580
PA,50397,GEN2,0
PA,50397,GEN3,32603
PA,50397,GEN4,64640
PA,50397,GEN5,151777
PA,50397,GEN6,176590
GA,50398,GE10,358774
GA,50398,GEN9,277749
ME,50406,GEN1,274142
ME,50406,GEN2,264703
AL,50407,GEN5,331450
AL,50407,GEN6,0
PA,50410,5,214375
MN,50413,TG2,7922
MN,50413,TG3,12560
MN,50413,TGI,12818
MI,50431,TG1,21499
MI,50431,TG7,0
MI,50431,TG8,77498
MI,50431,TG9,24913
MI,50431,TG10,24754
ME,50447,GEN9,65668
ME,50447,GN10,18843
NY,50449,GEN1,58730
NY,50449,GEN2,19612
NY,50450,GEN1,46845
NY,50450,GEN2,21540
NY,50451,GEN1,45392
NY,50451,GEN2,15091
OH,50456,GEN1,5101
NY,50458,GEN1,441298
NY,50458,GEN2,252940
PA,50463,GEN2,1510
GA,50465,GEN1,289824
GA,50465,GEN2,147631
FL,50466,GEN2,51186
FL,50466,GEN3,60156
FL,50466,GEN4,80910
FL,50466,GEN5,62803
FL,50466,GEN6,52604
NY,50472,GEN1,81209
NY,50472,GEN2,80299
FL,50474,SCC,94138
WI,50476,GEN1,44951
WI,50476,GEN2,56542
VA,50479,GEN1,53691
TN,50481,TG10,34680
TN,50481,TG11,21717
TN,50481,TG12,40445
TN,50481,TG13,26739
TN,50481,TG14,65540
TN,50481,TG15,31636
TN,50481,TG16,69947
TN,50481,TG17,57110
TN,50481,TG18,68446
TN,50481,TG19,66514
