# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
Florida,comm,gas,heating,gas furnace,2021,0.4683083,0.0302561
Florida,comm,gas,hot water,gas water heater,2021,0.2488479,0.0160774
Florida,comm,gas,others,gas,2021,0.0804199,0.0051957
Florida,comm,refined liquids,heating,fuel furnace,2021,0.2633758,7.06e-5
Florida,comm,refined liquids,hot water,fuel water heater,2021,0.0304668,8.2e-6
Florida,comm,refined liquids,others,refined liquids,2021,0.7061574,1.892e-4
Florida,resid,biomass,heating,wood furnace,2021,1,0.0074289000000000004
Florida,resid,electricity,clothes dryers,clothes dryer,2021,0.0394737,0.0161053
Florida,resid,electricity,clothes washers,clothes washer,2021,0.0058627,0.002392
Florida,resid,electricity,computers,electricity,2021,0.0194326,0.0079285
Florida,resid,electricity,cooking,electric oven,2021,0.0109582,0.004471
Florida,resid,electricity,cooling,air conditioning,2021,0.2790038,0.1138337
Florida,resid,electricity,dishwashers,dishwasher,2021,0.0042063,0.0017162
Florida,resid,electricity,freezers,freezer,2021,0.0084267,0.0034381
Florida,resid,electricity,furnace fans,electricity,2021,0.0081628,0.0033304
Florida,resid,electricity,heating,electric furnace,2021,0.0258348,0.0105406
Florida,resid,electricity,heating,electric heat pump,2021,0.0156476,0.0063842
Florida,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Florida,resid,electricity,hot water,electric resistance water heater,2021,0.1362954,0.0556086
Florida,resid,electricity,lighting,lighting,2021,0.0394532,0.0160969
Florida,resid,electricity,others,electricity,2021,0.359458,0.1466591
Florida,resid,electricity,refrigerators,refrigerator,2021,0.0477842,0.019496
Florida,resid,gas,clothes dryers,clothes dryer,2021,0.0058951,1.563e-4
Florida,resid,gas,cooking,gas oven,2021,0.0236467,6.268e-4
Florida,resid,gas,cooling,air conditioning,2021,0.0493924,0.0013093
Florida,resid,gas,heating,gas furnace,2021,0.6307721,0.0167205
Florida,resid,gas,hot water,gas water heater,2021,0.2062381,0.005467
Florida,resid,gas,others,gas,2021,0.0840556,0.0022281
Florida,resid,refined liquids,cooking,lpg oven,2021,0.0385146,2.791e-4
Florida,resid,refined liquids,heating,fuel furnace,2021,0.5656107,0.004098
Florida,resid,refined liquids,hot water,fuel water heater,2021,0.1263239,9.153e-4
Florida,resid,refined liquids,others,refined liquids,2021,0.2695508,0.001953
Georgia,comm,electricity,cooking,electric range,2021,0.0160583,0.0030735
Georgia,comm,electricity,cooling,air conditioning,2021,0.1312278,0.0251165
Georgia,comm,electricity,heating,electric furnace,2021,0.0082309,0.0015754
Georgia,comm,electricity,heating,electric heat pump,2021,0.0041439,7.931e-4
Georgia,comm,electricity,hot water,electric heat pump water heater,2021,5.05e-5,9.7e-6
Georgia,comm,electricity,hot water,electric resistance water heater,2021,0.0054109,0.0010356
Georgia,comm,electricity,lighting,lighting,2021,0.1016031,0.0194464
Georgia,comm,electricity,office,office equipment,2021,0.1058983,0.0202685
Georgia,comm,electricity,others,electricity,2021,0.4250451,0.0813518
Georgia,comm,electricity,refrigeration,refrigeration,2021,0.1257991,0.0240774
Georgia,comm,electricity,ventilation,ventilation,2021,0.076532,0.0146479
Georgia,comm,gas,cooking,gas range,2021,0.161596,0.0089261
Georgia,comm,gas,cooling,gas cooling,2021,0.0146083,8.069e-4
Georgia,comm,gas,heating,gas furnace,2021,0.4885095,0.0269839
Georgia,comm,gas,hot water,gas water heater,2021,0.239453,0.0132267
Georgia,comm,gas,others,gas,2021,0.0958332,0.0052935
Georgia,comm,refined liquids,heating,fuel furnace,2021,0.2856116,3.983e-4
Georgia,comm,refined liquids,hot water,fuel water heater,2021,0.0038406,5.4e-6
Georgia,comm,refined liquids,others,refined liquids,2021,0.7105478,9.909e-4
Georgia,resid,biomass,heating,wood furnace,2021,1,0.0092793
Georgia,resid,electricity,clothes dryers,clothes dryer,2021,0.042131299999999997,0.008699
Georgia,resid,electricity,clothes washers,clothes washer,2021,0.0062078,0.0012817
Georgia,resid,electricity,computers,electricity,2021,0.018601,0.0038406
Georgia,resid,electricity,cooking,electric oven,2021,0.0104096,0.0021493
Georgia,resid,electricity,cooling,air conditioning,2021,0.1826798,0.0377186
Georgia,resid,electricity,dishwashers,dishwasher,2021,0.0042326,8.739e-4
Georgia,resid,electricity,freezers,freezer,2021,0.0104681,0.0021614
Georgia,resid,electricity,furnace fans,electricity,2021,0.0066698,0.0013771
Georgia,resid,electricity,heating,electric furnace,2021,0.0761859,0.0157304
Georgia,resid,electricity,heating,electric heat pump,2021,0.045722,0.0094404
Georgia,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Georgia,resid,electricity,hot water,electric resistance water heater,2021,0.1383261,0.0285607
Georgia,resid,electricity,lighting,lighting,2021,0.0402872,0.0083183
Georgia,resid,electricity,others,electricity,2021,0.3716617,0.0767384
Georgia,resid,electricity,refrigerators,refrigerator,2021,0.0464171,0.0095839
Georgia,resid,gas,clothes dryers,clothes dryer,2021,0.0055344,5.803e-4
Georgia,resid,gas,cooking,gas oven,2021,0.023398,0.0024535
Georgia,resid,gas,cooling,air conditioning,2021,0.049782,0.0052201
Georgia,resid,gas,heating,gas furnace,2021,0.6424647,0.0673679
Georgia,resid,gas,hot water,gas water heater,2021,0.1985569,0.0208204
Georgia,resid,gas,others,gas,2021,0.080264,0.0084164
Georgia,resid,refined liquids,cooking,lpg oven,2021,0.0391584,3.787e-4
Georgia,resid,refined liquids,heating,fuel furnace,2021,0.6564987,0.0063498
Georgia,resid,refined liquids,hot water,fuel water heater,2021,0.1175525,0.001137
Georgia,resid,refined liquids,others,refined liquids,2021,0.1867904,0.0018067
Idaho,comm,electricity,cooking,electric range,2021,0.0169588,4.565e-4
Idaho,comm,electricity,cooling,air conditioning,2021,0.0551847,0.0014856
Idaho,comm,electricity,heating,electric furnace,2021,0.0123039,3.312e-4
Idaho,comm,electricity,heating,electric heat pump,2021,0.0053351,1.436e-4
Idaho,comm,electricity,hot water,electric heat pump water heater,2021,2.8e-5,8e-7
Idaho,comm,electricity,hot water,electric resistance water heater,2021,0.002666,7.18e-5
Idaho,comm,electricity,lighting,lighting,2021,0.0805775,0.0021692
Idaho,comm,electricity,office,office equipment,2021,0.1106238,0.0029781
Idaho,comm,electricity,others,electricity,2021,0.5625099,0.0151433
Idaho,comm,electricity,refrigeration,refrigeration,2021,0.0922662,0.0024839
Idaho,comm,electricity,ventilation,ventilation,2021,0.061546,0.0016569
Idaho,comm,gas,cooking,gas range,2021,0.0761751,0.0016438
Idaho,comm,gas,cooling,gas cooling,2021,0.0024163,5.21e-5
Idaho,comm,gas,heating,gas furnace,2021,0.4864439,0.010497
Idaho,comm,gas,hot water,gas water heater,2021,0.2145397,0.0046296
Idaho,comm,gas,others,gas,2021,0.220425,0.0047566
Idaho,comm,refined liquids,heating,fuel furnace,2021,0.0225367,5.61e-5
Idaho,comm,refined liquids,hot water,fuel water heater,2021,3.86e-5,1e-7
Idaho,comm,refined liquids,others,refined liquids,2021,0.9774247,0.0024343
Idaho,resid,biomass,heating,wood furnace,2021,1,0.0023022
Idaho,resid,electricity,clothes dryers,clothes dryer,2021,0.0444318,0.0011408
Idaho,resid,electricity,clothes washers,clothes washer,2021,0.0074296,1.908e-4
Idaho,resid,electricity,computers,electricity,2021,0.0258864,6.646e-4
Idaho,resid,electricity,cooking,electric oven,2021,0.011367,2.918e-4
Idaho,resid,electricity,cooling,air conditioning,2021,0.1221581,0.0031363
Idaho,resid,electricity,dishwashers,dishwasher,2021,0.0059396,1.525e-4
Idaho,resid,electricity,freezers,freezer,2021,0.0147099,3.777e-4
Idaho,resid,electricity,furnace fans,electricity,2021,0.0140046,3.596e-4
Idaho,resid,electricity,heating,electric furnace,2021,0.105469,0.0027079
Idaho,resid,electricity,heating,electric heat pump,2021,0.0306681,7.874e-4
Idaho,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Idaho,resid,electricity,hot water,electric resistance water heater,2021,0.0954732,0.0024512
Idaho,resid,electricity,lighting,lighting,2021,0.0499691,0.0012829
Idaho,resid,electricity,others,electricity,2021,0.4106184,0.0105424
Idaho,resid,electricity,refrigerators,refrigerator,2021,0.061875,0.0015886
Idaho,resid,gas,clothes dryers,clothes dryer,2021,0.0079205,2.505e-4
Idaho,resid,gas,cooking,gas oven,2021,0.0180343,5.704e-4
Idaho,resid,gas,cooling,air conditioning,2021,0.0161168,5.097e-4
Idaho,resid,gas,heating,gas furnace,2021,0.6348645,0.0200795
Idaho,resid,gas,hot water,gas water heater,2021,0.2664679,0.0084279
Idaho,resid,gas,others,gas,2021,0.0565961,0.00179
Idaho,resid,refined liquids,cooking,lpg oven,2021,0.0281341,7.3e-5
Idaho,resid,refined liquids,heating,fuel furnace,2021,0.6268726,0.001627
Idaho,resid,refined liquids,hot water,fuel water heater,2021,0.179425,4.657e-4
Idaho,resid,refined liquids,others,refined liquids,2021,0.1655683,4.297e-4
Illinois,comm,electricity,cooking,electric range,2021,0.0202745,0.0039506
Illinois,comm,electricity,cooling,air conditioning,2021,0.0701725,0.0136736
Illinois,comm,electricity,heating,electric furnace,2021,0.0245645,0.0047866
Illinois,comm,electricity,heating,electric heat pump,2021,0.0052736,0.0010276
Illinois,comm,electricity,hot water,electric heat pump water heater,2021,3.05e-5,5.9e-6
Illinois,comm,electricity,hot water,electric resistance water heater,2021,0.0040007,7.796e-4
Illinois,comm,electricity,lighting,lighting,2021,0.1021548,0.0199056
Illinois,comm,electricity,office,office equipment,2021,0.1216548,0.0237053
Illinois,comm,electricity,others,electricity,2021,0.4841848,0.0943469
Illinois,comm,electricity,refrigeration,refrigeration,2021,0.0760777,0.0148243
Illinois,comm,electricity,ventilation,ventilation,2021,0.0916115,0.0178512
Illinois,comm,gas,cooking,gas range,2021,0.050214,0.010865
Illinois,comm,gas,cooling,gas cooling,2021,0.0018352,3.971e-4
Illinois,comm,gas,heating,gas furnace,2021,0.5554338,0.1201811
Illinois,comm,gas,hot water,gas water heater,2021,0.1196771,0.0258949
Illinois,comm,gas,others,gas,2021,0.2728399,0.0590353
Illinois,comm,refined liquids,heating,fuel furnace,2021,0.3680277,4.478e-4
Illinois,comm,refined liquids,hot water,fuel water heater,2021,1.765e-4,2e-7
Illinois,comm,refined liquids,others,refined liquids,2021,0.6317958,7.688e-4
Illinois,resid,biomass,heating,wood furnace,2021,1,0.0105054
Illinois,resid,electricity,clothes dryers,clothes dryer,2021,0.0301061,0.0049727
Illinois,resid,electricity,clothes washers,clothes washer,2021,0.008617,0.0014233
Illinois,resid,electricity,computers,electricity,2021,0.028007,0.004626
Illinois,resid,electricity,cooking,electric oven,2021,0.012103,0.0019991
Illinois,resid,electricity,cooling,air conditioning,2021,0.1621543,0.0267837
Illinois,resid,electricity,dishwashers,dishwasher,2021,0.0056369,9.311e-4
Illinois,resid,electricity,freezers,freezer,2021,0.0174584,0.0028837
Illinois,resid,electricity,furnace fans,electricity,2021,0.0321138,0.0053044
Illinois,resid,electricity,heating,electric furnace,2021,0.0858191,0.0141751
Illinois,resid,electricity,heating,electric heat pump,2021,0.0168652,0.0027857
Illinois,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Illinois,resid,electricity,hot water,electric resistance water heater,2021,0.0853673,0.0141004
Illinois,resid,electricity,lighting,lighting,2021,0.0594485,0.0098193
Illinois,resid,electricity,others,electricity,2021,0.3901684,0.0644456
Illinois,resid,electricity,refrigerators,refrigerator,2021,0.0661349,0.0109238
Illinois,resid,gas,clothes dryers,clothes dryer,2021,0.0090559,0.0033495
Illinois,resid,gas,cooking,gas oven,2021,0.0164547,0.0060861
Illinois,resid,gas,cooling,air conditioning,2021,5.845e-4,2.162e-4
Illinois,resid,gas,heating,gas furnace,2021,0.7818603,0.2891892
Illinois,resid,gas,hot water,gas water heater,2021,0.1664999,0.0615839
Illinois,resid,gas,others,gas,2021,0.0255448,0.0094483
Illinois,resid,refined liquids,cooking,lpg oven,2021,0.0117567,2.927e-4
Illinois,resid,refined liquids,heating,fuel furnace,2021,0.8190977,0.0203957
Illinois,resid,refined liquids,hot water,fuel water heater,2021,0.0764904,0.0019046
Illinois,resid,refined liquids,others,refined liquids,2021,0.0926552,0.0023071
Indiana,comm,electricity,cooking,electric range,2021,0.0179711,0.0018501
Indiana,comm,electricity,cooling,air conditioning,2021,0.0772069,0.0079482
Indiana,comm,electricity,heating,electric furnace,2021,0.0259241,0.0026688
Indiana,comm,electricity,heating,electric heat pump,2021,0.0064258,6.615e-4
Indiana,comm,electricity,hot water,electric heat pump water heater,2021,3.92e-5,4e-6
Indiana,comm,electricity,hot water,electric resistance water heater,2021,0.0037863,3.898e-4
Indiana,comm,electricity,lighting,lighting,2021,0.100284,0.0103239
Indiana,comm,electricity,office,office equipment,2021,0.1126305,0.011595
Indiana,comm,electricity,others,electricity,2021,0.4646612,0.0478355
Indiana,comm,electricity,refrigeration,refrigeration,2021,0.1048699,0.010796
Indiana,comm,electricity,ventilation,ventilation,2021,0.086201,0.0088741
Indiana,comm,gas,cooking,gas range,2021,0.0597306,0.0055733
Indiana,comm,gas,cooling,gas cooling,2021,0.0031615,2.95e-4
Indiana,comm,gas,heating,gas furnace,2021,0.5423931,0.0506089
Indiana,comm,gas,hot water,gas water heater,2021,0.1267966,0.011831
Indiana,comm,gas,others,gas,2021,0.2679182,0.0249985
Indiana,comm,refined liquids,heating,fuel furnace,2021,0.4975902,0.0019703
Indiana,comm,refined liquids,hot water,fuel water heater,2021,0.0197196,7.81e-5
Indiana,comm,refined liquids,others,refined liquids,2021,0.4826902,0.0019113000000000001
Indiana,resid,biomass,heating,wood furnace,2021,1,0.0067296
Indiana,resid,electricity,clothes dryers,clothes dryer,2021,0.0422637,0.0048669
Indiana,resid,electricity,clothes washers,clothes washer,2021,0.0075761,8.724e-4
Indiana,resid,electricity,computers,electricity,2021,0.023113,0.0026616
Indiana,resid,electricity,cooking,electric oven,2021,0.0109972,0.0012664
Indiana,resid,electricity,cooling,air conditioning,2021,0.1554592,0.0179019
Indiana,resid,electricity,dishwashers,dishwasher,2021,0.0051412,5.92e-4
Indiana,resid,electricity,freezers,freezer,2021,0.0155753,0.0017936
Indiana,resid,electricity,furnace fans,electricity,2021,0.0258959,0.002982
Indiana,resid,electricity,heating,electric furnace,2021,0.1182865,0.0136213
Indiana,resid,electricity,heating,electric heat pump,2021,0.0288529,0.0033226
Indiana,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Indiana,resid,electricity,hot water,electric resistance water heater,2021,0.1081274,0.0124514
Indiana,resid,electricity,lighting,lighting,2021,0.0470508,0.0054181
Indiana,resid,electricity,others,electricity,2021,0.3546522,0.04084
Indiana,resid,electricity,refrigerators,refrigerator,2021,0.0570087,0.0065648
Indiana,resid,gas,clothes dryers,clothes dryer,2021,0.0082794,0.0012379
Indiana,resid,gas,cooking,gas oven,2021,0.0164908,0.0024655
Indiana,resid,gas,cooling,air conditioning,2021,0.0034877,5.215e-4
Indiana,resid,gas,heating,gas furnace,2021,0.7729797,0.11556810000000001
Indiana,resid,gas,hot water,gas water heater,2021,0.1715976,0.0256556
Indiana,resid,gas,others,gas,2021,0.0271647,0.0040614
Indiana,resid,refined liquids,cooking,lpg oven,2021,0.0116823,1.959e-4
Indiana,resid,refined liquids,heating,fuel furnace,2021,0.8285015,0.0138963
Indiana,resid,refined liquids,hot water,fuel water heater,2021,0.0791097,0.0013269
Indiana,resid,refined liquids,others,refined liquids,2021,0.0807065,0.0013537
Iowa,comm,electricity,cooking,electric range,2021,0.0176962,8.587e-4
Iowa,comm,electricity,cooling,air conditioning,2021,0.0452851,0.0021975
Iowa,comm,electricity,heating,electric furnace,2021,0.0278816,0.001353
Iowa,comm,electricity,heating,electric heat pump,2021,0.0074741,3.627e-4
Iowa,comm,electricity,hot water,electric heat pump water heater,2021,5.64e-5,2.7e-6
Iowa,comm,electricity,hot water,electric resistance water heater,2021,0.0039817,1.932e-4
Iowa,comm,electricity,lighting,lighting,2021,0.0860368,0.0041751
Iowa,comm,electricity,office,office equipment,2021,0.1045355,0.0050728
Iowa,comm,electricity,others,electricity,2021,0.5352935,0.025976
Iowa,comm,electricity,refrigeration,refrigeration,2021,0.0989711,0.0048027
Iowa,comm,electricity,ventilation,ventilation,2021,0.0727881,0.0035322
Iowa,comm,gas,cooking,gas range,2021,0.0482541,0.0026973
Iowa,comm,gas,cooling,gas cooling,2021,0.0011117,6.21e-5
Iowa,comm,gas,heating,gas furnace,2021,0.5045326,0.0282019
Iowa,comm,gas,hot water,gas water heater,2021,0.0923632,0.0051628
Iowa,comm,gas,others,gas,2021,0.3537385,0.019773
Iowa,comm,refined liquids,heating,fuel furnace,2021,0.3478272,0.0018142
Iowa,comm,refined liquids,hot water,fuel water heater,2021,0.0017309,9e-6
Iowa,comm,refined liquids,others,refined liquids,2021,0.6504419,0.0033926
Iowa,resid,biomass,heating,wood furnace,2021,1,0.0067648
Iowa,resid,electricity,clothes dryers,clothes dryer,2021,0.0525696,0.0025204
Iowa,resid,electricity,clothes washers,clothes washer,2021,0.0084865,4.069e-4
Iowa,resid,electricity,computers,electricity,2021,0.0259932,0.0012462
Iowa,resid,electricity,cooking,electric oven,2021,0.0131947,6.326e-4
Iowa,resid,electricity,cooling,air conditioning,2021,0.0724313,0.0034726
Iowa,resid,electricity,dishwashers,dishwasher,2021,0.0062093,2.977e-4
Iowa,resid,electricity,freezers,freezer,2021,0.0201235,9.648e-4
Iowa,resid,electricity,furnace fans,electricity,2021,0.0245439,0.0011767
Iowa,resid,electricity,heating,electric furnace,2021,0.106764,0.0051186
Iowa,resid,electricity,heating,electric heat pump,2021,0.0196331,9.413e-4
Iowa,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Iowa,resid,electricity,hot water,electric resistance water heater,2021,0.1124111,0.0053893
Iowa,resid,electricity,lighting,lighting,2021,0.0552403,0.0026484
Iowa,resid,electricity,others,electricity,2021,0.4156185,0.019926
Iowa,resid,electricity,refrigerators,refrigerator,2021,0.066781,0.0032017
Iowa,resid,gas,clothes dryers,clothes dryer,2021,0.0058714,4.148e-4
Iowa,resid,gas,cooking,gas oven,2021,0.0128461,9.076e-4
Iowa,resid,gas,cooling,air conditioning,2021,0.0035286,2.493e-4
Iowa,resid,gas,heating,gas furnace,2021,0.7764478,0.0548552
Iowa,resid,gas,hot water,gas water heater,2021,0.1829758,0.012927
Iowa,resid,gas,others,gas,2021,0.0183303,0.001295
Iowa,resid,refined liquids,cooking,lpg oven,2021,0.0104684,1.867e-4
Iowa,resid,refined liquids,heating,fuel furnace,2021,0.8917828,0.0159027
Iowa,resid,refined liquids,hot water,fuel water heater,2021,0.0578135,0.001031
Iowa,resid,refined liquids,others,refined liquids,2021,0.0399353,7.121e-4
Kansas,comm,electricity,cooking,electric range,2021,0.0168956,0.0011036
Kansas,comm,electricity,cooling,air conditioning,2021,0.063294,0.0041341
Kansas,comm,electricity,heating,electric furnace,2021,0.0160203,0.0010464
Kansas,comm,electricity,heating,electric heat pump,2021,0.0048105,3.142e-4
Kansas,comm,electricity,hot water,electric heat pump water heater,2021,4.8e-5,3.1e-6
Kansas,comm,electricity,hot water,electric resistance water heater,2021,0.0026399,1.724e-4
Kansas,comm,electricity,lighting,lighting,2021,0.082255,0.0053726
Kansas,comm,electricity,office,office equipment,2021,0.0987237,0.0064483
Kansas,comm,electricity,others,electricity,2021,0.5843301,0.0381664
Kansas,comm,electricity,refrigeration,refrigeration,2021,0.066598,0.0043499
Kansas,comm,electricity,ventilation,ventilation,2021,0.0643848,0.0042054
Kansas,comm,gas,cooking,gas range,2021,0.0470747,0.0016349
Kansas,comm,gas,cooling,gas cooling,2021,6.945e-4,2.41e-5
Kansas,comm,gas,heating,gas furnace,2021,0.4754733,0.0165128
Kansas,comm,gas,hot water,gas water heater,2021,0.0762833,0.0026493
Kansas,comm,gas,others,gas,2021,0.4004743,0.0139082
Kansas,comm,refined liquids,heating,fuel furnace,2021,0.3395686,2.52e-5
Kansas,comm,refined liquids,hot water,fuel water heater,2021,0.0025229,2e-7
Kansas,comm,refined liquids,others,refined liquids,2021,0.6579085,4.89e-5
Kansas,resid,biomass,heating,wood furnace,2021,1,0.0033257
Kansas,resid,electricity,clothes dryers,clothes dryer,2021,0.048941900000000003,0.0026255
Kansas,resid,electricity,clothes washers,clothes washer,2021,0.007258,3.894e-4
Kansas,resid,electricity,computers,electricity,2021,0.0215055,0.0011537
Kansas,resid,electricity,cooking,electric oven,2021,0.0122674,6.581e-4
Kansas,resid,electricity,cooling,air conditioning,2021,0.1837833,0.009859
Kansas,resid,electricity,dishwashers,dishwasher,2021,0.0056789,3.046e-4
Kansas,resid,electricity,freezers,freezer,2021,0.0188654,0.001012
Kansas,resid,electricity,furnace fans,electricity,2021,0.0286501,0.0015369
Kansas,resid,electricity,heating,electric furnace,2021,0.0906812,0.0048645
Kansas,resid,electricity,heating,electric heat pump,2021,0.0160688,8.62e-4
Kansas,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Kansas,resid,electricity,hot water,electric resistance water heater,2021,0.0881873,0.0047308
Kansas,resid,electricity,lighting,lighting,2021,0.0461646,0.0024765
Kansas,resid,electricity,others,electricity,2021,0.3783766,0.0202978
Kansas,resid,electricity,refrigerators,refrigerator,2021,0.0535711,0.0028738
Kansas,resid,gas,clothes dryers,clothes dryer,2021,0.0037401,2.096e-4
Kansas,resid,gas,cooking,gas oven,2021,0.0104241,5.842e-4
Kansas,resid,gas,cooling,air conditioning,2021,0.0054518,3.055e-4
Kansas,resid,gas,heating,gas furnace,2021,0.7732485,0.0433318
Kansas,resid,gas,hot water,gas water heater,2021,0.1937303,0.0108564
Kansas,resid,gas,others,gas,2021,0.0134052,7.512e-4
Kansas,resid,refined liquids,cooking,lpg oven,2021,0.0112283,9.11e-5
Kansas,resid,refined liquids,heating,fuel furnace,2021,0.918213,0.0074521
Kansas,resid,refined liquids,hot water,fuel water heater,2021,0.0556091,4.513e-4
Kansas,resid,refined liquids,others,refined liquids,2021,0.0149495,1.213e-4
Kentucky,comm,electricity,cooking,electric range,2021,0.0187748,0.0014919
Kentucky,comm,electricity,cooling,air conditioning,2021,0.0827851,0.0065784
Kentucky,comm,electricity,heating,electric furnace,2021,0.0183042,0.0014545
Kentucky,comm,electricity,heating,electric heat pump,2021,0.0066436,5.279e-4
Kentucky,comm,electricity,hot water,electric heat pump water heater,2021,3.53e-5,2.8e-6
Kentucky,comm,electricity,hot water,electric resistance water heater,2021,0.0046401,3.687e-4
Kentucky,comm,electricity,lighting,lighting,2021,0.0975026,0.0077479
Kentucky,comm,electricity,office,office equipment,2021,0.0976767,0.0077617
Kentucky,comm,electricity,others,electricity,2021,0.4981628,0.0395857
Kentucky,comm,electricity,refrigeration,refrigeration,2021,0.1057532,0.0084035
Kentucky,comm,electricity,ventilation,ventilation,2021,0.0697216,0.0055403
Kentucky,comm,gas,cooking,gas range,2021,0.1090417,0.0043282
Kentucky,comm,gas,cooling,gas cooling,2021,0.0061438,2.439e-4
Kentucky,comm,gas,heating,gas furnace,2021,0.5335057,0.0211767
Kentucky,comm,gas,hot water,gas water heater,2021,0.2097839,0.008327
Kentucky,comm,gas,others,gas,2021,0.1415249,0.0056176
Kentucky,comm,refined liquids,heating,fuel furnace,2021,0.315738,0.0016088
Kentucky,comm,refined liquids,hot water,fuel water heater,2021,0.0034713,1.77e-5
Kentucky,comm,refined liquids,others,refined liquids,2021,0.6807907,0.0034688
Kentucky,resid,biomass,heating,wood furnace,2021,1,0.0044148
Kentucky,resid,electricity,clothes dryers,clothes dryer,2021,0.0412328,0.0039123
Kentucky,resid,electricity,clothes washers,clothes washer,2021,0.0057958,5.499e-4
Kentucky,resid,electricity,computers,electricity,2021,0.0153316,0.0014547
Kentucky,resid,electricity,cooking,electric oven,2021,0.0125702,0.0011927
Kentucky,resid,electricity,cooling,air conditioning,2021,0.1209324,0.0114744
Kentucky,resid,electricity,dishwashers,dishwasher,2021,0.003514,3.334e-4
Kentucky,resid,electricity,freezers,freezer,2021,0.0128818,0.0012223
Kentucky,resid,electricity,furnace fans,electricity,2021,0.0064062,6.078e-4
Kentucky,resid,electricity,heating,electric furnace,2021,0.1258088,0.0119371
Kentucky,resid,electricity,heating,electric heat pump,2021,0.0720257,0.006834
Kentucky,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Kentucky,resid,electricity,hot water,electric resistance water heater,2021,0.1568092,0.0148785
Kentucky,resid,electricity,lighting,lighting,2021,0.0407571,0.0038672
Kentucky,resid,electricity,others,electricity,2021,0.3431658,0.0325606
Kentucky,resid,electricity,refrigerators,refrigerator,2021,0.0427685,0.004058
Kentucky,resid,gas,clothes dryers,clothes dryer,2021,0.0043506,2.223e-4
Kentucky,resid,gas,cooking,gas oven,2021,0.0213814,0.0010925
Kentucky,resid,gas,cooling,air conditioning,2021,0.044189,0.0022579
Kentucky,resid,gas,heating,gas furnace,2021,0.7193413,0.0367553
Kentucky,resid,gas,hot water,gas water heater,2021,0.156784,0.008011
Kentucky,resid,gas,others,gas,2021,0.0539536,0.0027568
Kentucky,resid,refined liquids,cooking,lpg oven,2021,0.0327909,1.991e-4
Kentucky,resid,refined liquids,heating,fuel furnace,2021,0.8035902,0.0048783
Kentucky,resid,refined liquids,hot water,fuel water heater,2021,0.0984685,5.978e-4
Kentucky,resid,refined liquids,others,refined liquids,2021,0.0651505,3.955e-4
Louisiana,comm,electricity,cooking,electric range,2021,0.0150327,0.0012117
Louisiana,comm,electricity,cooling,air conditioning,2021,0.1398665,0.0112742
Louisiana,comm,electricity,heating,electric furnace,2021,0.0103706,8.359e-4
Louisiana,comm,electricity,heating,electric heat pump,2021,0.0047955,3.866e-4
Louisiana,comm,electricity,hot water,electric heat pump water heater,2021,3.47e-5,2.8e-6
Louisiana,comm,electricity,hot water,electric resistance water heater,2021,0.0053602,4.321e-4
Louisiana,comm,electricity,lighting,lighting,2021,0.092635,0.007467
Louisiana,comm,electricity,office,office equipment,2021,0.0889942,0.0071735
Louisiana,comm,electricity,others,electricity,2021,0.4565287,0.0367992
Louisiana,comm,electricity,refrigeration,refrigeration,2021,0.1162616,0.0093715
Louisiana,comm,electricity,ventilation,ventilation,2021,0.0701204,0.0056522
Louisiana,comm,gas,cooking,gas range,2021,0.1584956,0.0069746
Louisiana,comm,gas,cooling,gas cooling,2021,0.0164044,7.219e-4
Louisiana,comm,gas,heating,gas furnace,2021,0.5286315,0.0232624
Louisiana,comm,gas,hot water,gas water heater,2021,0.2185934,0.0096192
Louisiana,comm,gas,others,gas,2021,0.077875,0.0034269
Louisiana,comm,refined liquids,heating,fuel furnace,2021,0,0
Louisiana,comm,refined liquids,hot water,fuel water heater,2021,0,0
Louisiana,comm,refined liquids,others,refined liquids,2021,1,0.0071407
Louisiana,resid,biomass,heating,wood furnace,2021,1,0.0039555
Louisiana,resid,electricity,clothes dryers,clothes dryer,2021,0.0420453,0.0041687
Louisiana,resid,electricity,clothes washers,clothes washer,2021,0.0062464,6.193e-4
Louisiana,resid,electricity,computers,electricity,2021,0.0168412,0.0016698
Louisiana,resid,electricity,cooking,electric oven,2021,0.0086886,8.615e-4
Louisiana,resid,electricity,cooling,air conditioning,2021,0.218798,0.0216935
Louisiana,resid,electricity,dishwashers,dishwasher,2021,0.004368,4.331e-4
Louisiana,resid,electricity,freezers,freezer,2021,0.0117568,0.0011657
Louisiana,resid,electricity,furnace fans,electricity,2021,0.0081124,8.043e-4
Louisiana,resid,electricity,heating,electric furnace,2021,0.1110281,0.0110083
Louisiana,resid,electricity,heating,electric heat pump,2021,0.0215277,0.0021344
