INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
Colombia,resid heating,biomass,biomass,2010,NMVOC,GDP_control,60
Colombia,resid heating,coal,coal,2010,NMVOC,GDP_control,60
Colombia,resid heating,gas,gas,2010,NMVOC,GDP_control,60
Colombia,resid heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Colombia,resid others,biomass,biomass,2010,NMVOC,GDP_control,60
Colombia,resid others,coal,coal,2010,NMVOC,GDP_control,60
Colombia,resid others,gas,gas,2010,NMVOC,GDP_control,60
Colombia,resid others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Colombia,transportation,coal,coal,2010,NMVOC,GDP_control,60
Colombia,transportation,gas,gas,2010,NMVOC,GDP_control,60
Colombia,transportation,refined liquids,refined liquids,2010,NMVOC,GDP_control,96
Colombia,comm cooling,gas,gas,2010,NOx,GDP_control,46
Colombia,comm heating,biomass,biomass,2010,NOx,GDP_control,46
Colombia,comm heating,coal,coal,2010,NOx,GDP_control,64
Colombia,comm heating,gas,gas,2010,NOx,GDP_control,46
Colombia,comm heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
Colombia,comm others,biomass,biomass,2010,NOx,GDP_control,46
Colombia,comm others,coal,coal,2010,NOx,GDP_control,64
Colombia,comm others,gas,gas,2010,NOx,GDP_control,46
Colombia,comm others,refined liquids,refined liquids,2010,NOx,GDP_control,46
Colombia,electricity,biomass,biomass (conv),2010,NOx,GDP_control,82
Colombia,electricity,coal,coal (conv pul),2010,NOx,GDP_control,95
Colombia,electricity,gas,gas (CC),2010,NOx,GDP_control,55
Colombia,electricity,gas,gas (steam/CT),2010,NOx,GDP_control,82
Colombia,electricity,refined liquids,refined liquids (steam/CT),2010,NOx,GDP_control,10
Colombia,industrial energy use,biomass,biomass,2010,NOx,GDP_control,59.5
Colombia,industrial energy use,coal,coal,2010,NOx,GDP_control,85
Colombia,industrial energy use,gas,gas,2010,NOx,GDP_control,46
Colombia,industrial energy use,refined liquids,refined liquids,2010,NOx,GDP_control,82
Colombia,N fertilizer,coal,coal,2010,NOx,GDP_control,82
Colombia,N fertilizer,gas,gas,2010,NOx,GDP_control,23.5
Colombia,N fertilizer,refined liquids,refined liquids,2010,NOx,GDP_control,82
Colombia,resid cooling,gas,gas,2010,NOx,GDP_control,46
Colombia,resid heating,biomass,biomass,2010,NOx,GDP_control,46
Colombia,resid heating,coal,coal,2010,NOx,GDP_control,64
Colombia,resid heating,gas,gas,2010,NOx,GDP_control,46
Colombia,resid heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
Colombia,resid others,biomass,biomass,2010,NOx,GDP_control,46
Colombia,resid others,coal,coal,2010,NOx,GDP_control,64
Colombia,resid others,gas,gas,2010,NOx,GDP_control,46
Colombia,resid others,refined liquids,refined liquids,2010,NOx,GDP_control,46
Colombia,transportation,refined liquids,refined liquids,2010,NOx,GDP_control,98
USA,comm cooling,gas,gas,2010,CO,GDP_control,80
USA,comm heating,biomass,biomass,2010,CO,GDP_control,80
USA,comm heating,coal,coal,2010,CO,GDP_control,80
USA,comm heating,gas,gas,2010,CO,GDP_control,80
USA,comm heating,refined liquids,refined liquids,2010,CO,GDP_control,80
USA,comm others,biomass,biomass,2010,CO,GDP_control,80
USA,comm others,coal,coal,2010,CO,GDP_control,80
USA,comm others,gas,gas,2010,CO,GDP_control,80
USA,comm others,refined liquids,refined liquids,2010,CO,GDP_control,80
USA,electricity,biomass,biomass (conv),2010,CO,GDP_control,80
USA,electricity,coal,coal (conv pul),2010,CO,GDP_control,80
USA,electricity,gas,gas (CC),2010,CO,GDP_control,80
USA,electricity,gas,gas (steam/CT),2010,CO,GDP_control,80
USA,electricity,refined liquids,refined liquids (steam/CT),2010,CO,GDP_control,100
USA,industrial energy use,biomass,biomass,2010,CO,GDP_control,80
USA,industrial energy use,coal,coal,2010,CO,GDP_control,80
USA,industrial energy use,gas,gas,2010,CO,GDP_control,80
USA,industrial energy use,refined liquids,refined liquids,2010,CO,GDP_control,80
USA,N fertilizer,coal,coal,2010,CO,GDP_control,80
USA,N fertilizer,gas,gas,2010,CO,GDP_control,15
USA,N fertilizer,refined liquids,refined liquids,2010,CO,GDP_control,80
USA,resid cooling,gas,gas,2010,CO,GDP_control,80
USA,resid heating,biomass,biomass,2010,CO,GDP_control,80
USA,resid heating,coal,coal,2010,CO,GDP_control,80
USA,resid heating,gas,gas,2010,CO,GDP_control,80
USA,resid heating,refined liquids,refined liquids,2010,CO,GDP_control,80
USA,resid others,biomass,biomass,2010,CO,GDP_control,80
USA,resid others,coal,coal,2010,CO,GDP_control,80
USA,resid others,gas,gas,2010,CO,GDP_control,80
USA,resid others,refined liquids,refined liquids,2010,CO,GDP_control,80
USA,transportation,refined liquids,refined liquids,2010,CO,GDP_control,97
USA,comm cooling,gas,gas,2010,NMVOC,GDP_control,60
USA,comm heating,biomass,biomass,2010,NMVOC,GDP_control,60
USA,comm heating,coal,coal,2010,NMVOC,GDP_control,60
USA,comm heating,gas,gas,2010,NMVOC,GDP_control,60
USA,comm heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
USA,comm others,biomass,biomass,2010,NMVOC,GDP_control,60
USA,comm others,coal,coal,2010,NMVOC,GDP_control,60
USA,comm others,gas,gas,2010,NMVOC,GDP_control,60
USA,comm others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
USA,electricity,biomass,biomass (conv),2010,NMVOC,GDP_control,60
USA,electricity,coal,coal (conv pul),2010,NMVOC,GDP_control,60
USA,electricity,gas,gas (CC),2010,NMVOC,GDP_control,60
USA,electricity,gas,gas (steam/CT),2010,NMVOC,GDP_control,60
USA,electricity,refined liquids,refined liquids (steam/CT),2010,NMVOC,GDP_control,100
USA,industrial energy use,biomass,biomass,2010,NMVOC,GDP_control,60
USA,industrial energy use,coal,coal,2010,NMVOC,GDP_control,60
USA,industrial energy use,gas,gas,2010,NMVOC,GDP_control,60
USA,industrial energy use,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
USA,N fertilizer,coal,coal,2010,NMVOC,GDP_control,60
USA,N fertilizer,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
USA,resid cooling,gas,gas,2010,NMVOC,GDP_control,60
USA,resid heating,biomass,biomass,2010,NMVOC,GDP_control,60
USA,resid heating,coal,coal,2010,NMVOC,GDP_control,60
USA,resid heating,gas,gas,2010,NMVOC,GDP_control,60
USA,resid heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
USA,resid others,biomass,biomass,2010,NMVOC,GDP_control,60
USA,resid others,coal,coal,2010,NMVOC,GDP_control,60
USA,resid others,gas,gas,2010,NMVOC,GDP_control,60
USA,resid others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
USA,transportation,coal,coal,2010,NMVOC,GDP_control,60
USA,transportation,gas,gas,2010,NMVOC,GDP_control,60
USA,transportation,refined liquids,refined liquids,2010,NMVOC,GDP_control,96
USA,comm cooling,gas,gas,2010,NOx,GDP_control,46
USA,comm heating,biomass,biomass,2010,NOx,GDP_control,46
USA,comm heating,coal,coal,2010,NOx,GDP_control,64
USA,comm heating,gas,gas,2010,NOx,GDP_control,46
USA,comm heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
USA,comm others,biomass,biomass,2010,NOx,GDP_control,46
USA,comm others,coal,coal,2010,NOx,GDP_control,64
USA,comm others,gas,gas,2010,NOx,GDP_control,46
USA,comm others,refined liquids,refined liquids,2010,NOx,GDP_control,46
USA,electricity,biomass,biomass (conv),2010,NOx,GDP_control,82
USA,electricity,coal,coal (conv pul),2010,NOx,GDP_control,95
USA,electricity,gas,gas (CC),2010,NOx,GDP_control,55
USA,electricity,gas,gas (steam/CT),2010,NOx,GDP_control,82
USA,electricity,refined liquids,refined liquids (steam/CT),2010,NOx,GDP_control,10
USA,industrial energy use,biomass,biomass,2010,NOx,GDP_control,59.5
USA,industrial energy use,coal,coal,2010,NOx,GDP_control,85
USA,industrial energy use,gas,gas,2010,NOx,GDP_control,46
USA,industrial energy use,refined liquids,refined liquids,2010,NOx,GDP_control,82
USA,N fertilizer,coal,coal,2010,NOx,GDP_control,82
USA,N fertilizer,gas,gas,2010,NOx,GDP_control,23.5
USA,N fertilizer,refined liquids,refined liquids,2010,NOx,GDP_control,82
USA,resid cooling,gas,gas,2010,NOx,GDP_control,46
USA,resid heating,biomass,biomass,2010,NOx,GDP_control,46
USA,resid heating,coal,coal,2010,NOx,GDP_control,64
USA,resid heating,gas,gas,2010,NOx,GDP_control,46
USA,resid heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
USA,resid others,biomass,biomass,2010,NOx,GDP_control,46
USA,resid others,coal,coal,2010,NOx,GDP_control,64
USA,resid others,gas,gas,2010,NOx,GDP_control,46
USA,resid others,refined liquids,refined liquids,2010,NOx,GDP_control,46
USA,transportation,refined liquids,refined liquids,2010,NOx,GDP_control,98
Africa_Eastern,comm cooling,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,comm heating,biomass,biomass,2010,CO,GDP_control,80
Africa_Eastern,comm heating,coal,coal,2010,CO,GDP_control,80
Africa_Eastern,comm heating,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,comm heating,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Eastern,comm others,biomass,biomass,2010,CO,GDP_control,80
Africa_Eastern,comm others,coal,coal,2010,CO,GDP_control,80
Africa_Eastern,comm others,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,comm others,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Eastern,electricity,biomass,biomass (conv),2010,CO,GDP_control,80
Africa_Eastern,electricity,coal,coal (conv pul),2010,CO,GDP_control,80
Africa_Eastern,electricity,gas,gas (CC),2010,CO,GDP_control,80
Africa_Eastern,electricity,gas,gas (steam/CT),2010,CO,GDP_control,80
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,CO,GDP_control,100
Africa_Eastern,industrial energy use,biomass,biomass,2010,CO,GDP_control,80
Africa_Eastern,industrial energy use,coal,coal,2010,CO,GDP_control,80
Africa_Eastern,industrial energy use,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,industrial energy use,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Eastern,N fertilizer,coal,coal,2010,CO,GDP_control,80
Africa_Eastern,N fertilizer,gas,gas,2010,CO,GDP_control,15
Africa_Eastern,N fertilizer,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Eastern,resid cooling,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,resid heating,biomass,biomass,2010,CO,GDP_control,80
Africa_Eastern,resid heating,coal,coal,2010,CO,GDP_control,80
Africa_Eastern,resid heating,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,resid heating,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Eastern,resid others,biomass,biomass,2010,CO,GDP_control,80
Africa_Eastern,resid others,coal,coal,2010,CO,GDP_control,80
Africa_Eastern,resid others,gas,gas,2010,CO,GDP_control,80
Africa_Eastern,resid others,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Eastern,transportation,refined liquids,refined liquids,2010,CO,GDP_control,97
Africa_Eastern,comm cooling,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,comm heating,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Eastern,comm heating,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,comm heating,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,comm heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Eastern,comm others,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Eastern,comm others,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,comm others,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,comm others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Eastern,electricity,biomass,biomass (conv),2010,NMVOC,GDP_control,60
Africa_Eastern,electricity,coal,coal (conv pul),2010,NMVOC,GDP_control,60
Africa_Eastern,electricity,gas,gas (CC),2010,NMVOC,GDP_control,60
Africa_Eastern,electricity,gas,gas (steam/CT),2010,NMVOC,GDP_control,60
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,NMVOC,GDP_control,100
Africa_Eastern,industrial energy use,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Eastern,industrial energy use,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,industrial energy use,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,industrial energy use,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Eastern,N fertilizer,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,N fertilizer,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Eastern,resid cooling,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,resid heating,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Eastern,resid heating,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,resid heating,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,resid heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Eastern,resid others,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Eastern,resid others,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,resid others,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,resid others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Eastern,transportation,coal,coal,2010,NMVOC,GDP_control,60
Africa_Eastern,transportation,gas,gas,2010,NMVOC,GDP_control,60
Africa_Eastern,transportation,refined liquids,refined liquids,2010,NMVOC,GDP_control,96
Africa_Eastern,comm cooling,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,comm heating,biomass,biomass,2010,NOx,GDP_control,46
Africa_Eastern,comm heating,coal,coal,2010,NOx,GDP_control,64
Africa_Eastern,comm heating,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,comm heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Eastern,comm others,biomass,biomass,2010,NOx,GDP_control,46
Africa_Eastern,comm others,coal,coal,2010,NOx,GDP_control,64
Africa_Eastern,comm others,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,comm others,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Eastern,electricity,biomass,biomass (conv),2010,NOx,GDP_control,82
Africa_Eastern,electricity,coal,coal (conv pul),2010,NOx,GDP_control,95
Africa_Eastern,electricity,gas,gas (CC),2010,NOx,GDP_control,55
Africa_Eastern,electricity,gas,gas (steam/CT),2010,NOx,GDP_control,82
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,NOx,GDP_control,10
Africa_Eastern,industrial energy use,biomass,biomass,2010,NOx,GDP_control,59.5
Africa_Eastern,industrial energy use,coal,coal,2010,NOx,GDP_control,85
Africa_Eastern,industrial energy use,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,industrial energy use,refined liquids,refined liquids,2010,NOx,GDP_control,82
Africa_Eastern,N fertilizer,coal,coal,2010,NOx,GDP_control,82
Africa_Eastern,N fertilizer,gas,gas,2010,NOx,GDP_control,23.5
Africa_Eastern,N fertilizer,refined liquids,refined liquids,2010,NOx,GDP_control,82
Africa_Eastern,resid cooling,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,resid heating,biomass,biomass,2010,NOx,GDP_control,46
Africa_Eastern,resid heating,coal,coal,2010,NOx,GDP_control,64
Africa_Eastern,resid heating,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,resid heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Eastern,resid others,biomass,biomass,2010,NOx,GDP_control,46
Africa_Eastern,resid others,coal,coal,2010,NOx,GDP_control,64
Africa_Eastern,resid others,gas,gas,2010,NOx,GDP_control,46
Africa_Eastern,resid others,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Eastern,transportation,refined liquids,refined liquids,2010,NOx,GDP_control,98
Africa_Northern,comm cooling,gas,gas,2010,CO,GDP_control,80
Africa_Northern,comm heating,biomass,biomass,2010,CO,GDP_control,80
Africa_Northern,comm heating,coal,coal,2010,CO,GDP_control,80
Africa_Northern,comm heating,gas,gas,2010,CO,GDP_control,80
Africa_Northern,comm heating,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Northern,comm others,biomass,biomass,2010,CO,GDP_control,80
Africa_Northern,comm others,coal,coal,2010,CO,GDP_control,80
Africa_Northern,comm others,gas,gas,2010,CO,GDP_control,80
Africa_Northern,comm others,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Northern,electricity,biomass,biomass (conv),2010,CO,GDP_control,80
Africa_Northern,electricity,coal,coal (conv pul),2010,CO,GDP_control,80
Africa_Northern,electricity,gas,gas (CC),2010,CO,GDP_control,80
Africa_Northern,electricity,gas,gas (steam/CT),2010,CO,GDP_control,80
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,CO,GDP_control,100
Africa_Northern,industrial energy use,biomass,biomass,2010,CO,GDP_control,80
Africa_Northern,industrial energy use,coal,coal,2010,CO,GDP_control,80
Africa_Northern,industrial energy use,gas,gas,2010,CO,GDP_control,80
Africa_Northern,industrial energy use,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Northern,N fertilizer,coal,coal,2010,CO,GDP_control,80
Africa_Northern,N fertilizer,gas,gas,2010,CO,GDP_control,15
Africa_Northern,N fertilizer,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Northern,resid cooling,gas,gas,2010,CO,GDP_control,80
Africa_Northern,resid heating,biomass,biomass,2010,CO,GDP_control,80
Africa_Northern,resid heating,coal,coal,2010,CO,GDP_control,80
Africa_Northern,resid heating,gas,gas,2010,CO,GDP_control,80
Africa_Northern,resid heating,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Northern,resid others,biomass,biomass,2010,CO,GDP_control,80
Africa_Northern,resid others,coal,coal,2010,CO,GDP_control,80
Africa_Northern,resid others,gas,gas,2010,CO,GDP_control,80
Africa_Northern,resid others,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Northern,transportation,refined liquids,refined liquids,2010,CO,GDP_control,97
Africa_Northern,comm cooling,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,comm heating,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Northern,comm heating,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,comm heating,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,comm heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Northern,comm others,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Northern,comm others,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,comm others,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,comm others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Northern,electricity,biomass,biomass (conv),2010,NMVOC,GDP_control,60
Africa_Northern,electricity,coal,coal (conv pul),2010,NMVOC,GDP_control,60
Africa_Northern,electricity,gas,gas (CC),2010,NMVOC,GDP_control,60
Africa_Northern,electricity,gas,gas (steam/CT),2010,NMVOC,GDP_control,60
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,NMVOC,GDP_control,100
Africa_Northern,industrial energy use,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Northern,industrial energy use,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,industrial energy use,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,industrial energy use,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Northern,N fertilizer,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,N fertilizer,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Northern,resid cooling,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,resid heating,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Northern,resid heating,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,resid heating,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,resid heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Northern,resid others,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Northern,resid others,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,resid others,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,resid others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Northern,transportation,coal,coal,2010,NMVOC,GDP_control,60
Africa_Northern,transportation,gas,gas,2010,NMVOC,GDP_control,60
Africa_Northern,transportation,refined liquids,refined liquids,2010,NMVOC,GDP_control,96
Africa_Northern,comm cooling,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,comm heating,biomass,biomass,2010,NOx,GDP_control,46
Africa_Northern,comm heating,coal,coal,2010,NOx,GDP_control,64
Africa_Northern,comm heating,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,comm heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Northern,comm others,biomass,biomass,2010,NOx,GDP_control,46
Africa_Northern,comm others,coal,coal,2010,NOx,GDP_control,64
Africa_Northern,comm others,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,comm others,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Northern,electricity,biomass,biomass (conv),2010,NOx,GDP_control,82
Africa_Northern,electricity,coal,coal (conv pul),2010,NOx,GDP_control,95
Africa_Northern,electricity,gas,gas (CC),2010,NOx,GDP_control,55
Africa_Northern,electricity,gas,gas (steam/CT),2010,NOx,GDP_control,82
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,NOx,GDP_control,10
Africa_Northern,industrial energy use,biomass,biomass,2010,NOx,GDP_control,59.5
Africa_Northern,industrial energy use,coal,coal,2010,NOx,GDP_control,85
Africa_Northern,industrial energy use,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,industrial energy use,refined liquids,refined liquids,2010,NOx,GDP_control,82
Africa_Northern,N fertilizer,coal,coal,2010,NOx,GDP_control,82
Africa_Northern,N fertilizer,gas,gas,2010,NOx,GDP_control,23.5
Africa_Northern,N fertilizer,refined liquids,refined liquids,2010,NOx,GDP_control,82
Africa_Northern,resid cooling,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,resid heating,biomass,biomass,2010,NOx,GDP_control,46
Africa_Northern,resid heating,coal,coal,2010,NOx,GDP_control,64
Africa_Northern,resid heating,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,resid heating,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Northern,resid others,biomass,biomass,2010,NOx,GDP_control,46
Africa_Northern,resid others,coal,coal,2010,NOx,GDP_control,64
Africa_Northern,resid others,gas,gas,2010,NOx,GDP_control,46
Africa_Northern,resid others,refined liquids,refined liquids,2010,NOx,GDP_control,46
Africa_Northern,transportation,refined liquids,refined liquids,2010,NOx,GDP_control,98
Africa_Southern,comm cooling,gas,gas,2010,CO,GDP_control,80
Africa_Southern,comm heating,biomass,biomass,2010,CO,GDP_control,80
Africa_Southern,comm heating,coal,coal,2010,CO,GDP_control,80
Africa_Southern,comm heating,gas,gas,2010,CO,GDP_control,80
Africa_Southern,comm heating,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Southern,comm others,biomass,biomass,2010,CO,GDP_control,80
Africa_Southern,comm others,coal,coal,2010,CO,GDP_control,80
Africa_Southern,comm others,gas,gas,2010,CO,GDP_control,80
Africa_Southern,comm others,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Southern,electricity,biomass,biomass (conv),2010,CO,GDP_control,80
Africa_Southern,electricity,coal,coal (conv pul),2010,CO,GDP_control,80
Africa_Southern,electricity,gas,gas (CC),2010,CO,GDP_control,80
Africa_Southern,electricity,gas,gas (steam/CT),2010,CO,GDP_control,80
Africa_Southern,electricity,refined liquids,refined liquids (steam/CT),2010,CO,GDP_control,100
Africa_Southern,industrial energy use,biomass,biomass,2010,CO,GDP_control,80
Africa_Southern,industrial energy use,coal,coal,2010,CO,GDP_control,80
Africa_Southern,industrial energy use,gas,gas,2010,CO,GDP_control,80
Africa_Southern,industrial energy use,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Southern,N fertilizer,coal,coal,2010,CO,GDP_control,80
Africa_Southern,N fertilizer,gas,gas,2010,CO,GDP_control,15
Africa_Southern,N fertilizer,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Southern,resid cooling,gas,gas,2010,CO,GDP_control,80
Africa_Southern,resid heating,biomass,biomass,2010,CO,GDP_control,80
Africa_Southern,resid heating,coal,coal,2010,CO,GDP_control,80
Africa_Southern,resid heating,gas,gas,2010,CO,GDP_control,80
Africa_Southern,resid heating,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Southern,resid others,biomass,biomass,2010,CO,GDP_control,80
Africa_Southern,resid others,coal,coal,2010,CO,GDP_control,80
Africa_Southern,resid others,gas,gas,2010,CO,GDP_control,80
Africa_Southern,resid others,refined liquids,refined liquids,2010,CO,GDP_control,80
Africa_Southern,transportation,refined liquids,refined liquids,2010,CO,GDP_control,97
Africa_Southern,comm cooling,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,comm heating,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Southern,comm heating,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,comm heating,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,comm heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Southern,comm others,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Southern,comm others,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,comm others,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,comm others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Southern,electricity,biomass,biomass (conv),2010,NMVOC,GDP_control,60
Africa_Southern,electricity,coal,coal (conv pul),2010,NMVOC,GDP_control,60
Africa_Southern,electricity,gas,gas (CC),2010,NMVOC,GDP_control,60
Africa_Southern,electricity,gas,gas (steam/CT),2010,NMVOC,GDP_control,60
Africa_Southern,electricity,refined liquids,refined liquids (steam/CT),2010,NMVOC,GDP_control,100
Africa_Southern,industrial energy use,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Southern,industrial energy use,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,industrial energy use,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,industrial energy use,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Southern,N fertilizer,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,N fertilizer,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Southern,resid cooling,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,resid heating,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Southern,resid heating,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,resid heating,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,resid heating,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Southern,resid others,biomass,biomass,2010,NMVOC,GDP_control,60
Africa_Southern,resid others,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,resid others,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,resid others,refined liquids,refined liquids,2010,NMVOC,GDP_control,60
Africa_Southern,transportation,coal,coal,2010,NMVOC,GDP_control,60
Africa_Southern,transportation,gas,gas,2010,NMVOC,GDP_control,60
Africa_Southern,transportation,refined liquids,refined liquids,2010,NMVOC,GDP_control,96
Africa_Southern,comm cooling,gas,gas,2010,NOx,GDP_control,46
Africa_Southern,comm heating,biomass,biomass,2010,NOx,GDP_control,46
