# File: NREL_ATB_capital.csv
# Title: Technology overnight capital cost assumptions by year from NREL 2019 ATB
# Units: $2015/kW for 2015-2016; $2017/kW for 2017-2050
# Source: NREL 2019 Annual Technology Baseline for 2017-2050 (https://atb.nrel.gov/electricity/2019/files/2019-ATB-data.xlsm); NREL 2017 Annual Technology Baseline for 2015-2016 (https://data.nrel.gov/files/71/2017-ATB-data.xlsm)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs.
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv.
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
tech_type,tech_detail,input,case,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Solar - PV Dist. Comm,Comm PV - Los Angeles - Mid,capital,central,2433,2152,1832,1786,1699,1601,1578,1542,1505,1469,1432,1396,1359,1323,1286,1250,1238,1226,1215,1203,1191,1179,1168,1156,1144,1132,1119,1106,1093,1079,1066,1053,1040,1026,1013,1000
Solar - PV Dist. Comm,Comm PV - Los Angeles - Constant,capital,low tech,2433,2152,1832,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786
Solar - PV Dist. Comm,"Comm PV - Daggett, CA - Low",capital,adv tech,2433,2152,1832,1786,1315,1231,1108,1070,1032,995,957,920,882,844,807,769,750,732,713,694,675,656,638,619,600,581,576,571,566,561,536,535,533,532,531,530
Solar - PV Dist. Comm,"Comm PV - Daggett, CA - Mid",capital,central,2433,2152,1832,1786,1699,1601,1578,1542,1505,1469,1432,1396,1359,1323,1286,1250,1238,1226,1215,1203,1191,1179,1168,1156,1144,1132,1119,1106,1093,1079,1066,1053,1040,1026,1013,1000
Solar - PV Dist. Comm,"Comm PV - Daggett, CA - Constant",capital,low tech,2433,2152,1832,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786
Solar - PV Dist. Res,Res PV - Seattle - Low,capital,adv tech,4025,2932,2770,2640,2346,2217,2076,1934,1793,1652,1510,1369,1227,1086,945,803,784,764,745,725,706,686,667,647,628,609,599,590,581,571,562,560,557,555,552,550
Solar - PV Dist. Res,Res PV - Seattle - Mid,capital,central,4025,2932,2770,2640,2575,2511,2401,2290,2180,2070,1960,1849,1739,1629,1519,1408,1382,1355,1328,1301,1275,1248,1221,1194,1168,1141,1129,1118,1106,1095,1084,1081,1078,1075,1073,1070
Solar - PV Dist. Res,Res PV - Seattle - Constant,capital,low tech,4025,2932,2770,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640
Solar - PV Dist. Res,Res PV - Chicago - Low,capital,adv tech,4025,2932,2770,2640,2346,2217,2076,1934,1793,1652,1510,1369,1227,1086,945,803,784,764,745,725,706,686,667,647,628,609,599,590,581,571,562,560,557,555,552,550
Solar - PV Dist. Res,Res PV - Chicago - Mid,capital,central,4025,2932,2770,2640,2575,2511,2401,2290,2180,2070,1960,1849,1739,1629,1519,1408,1382,1355,1328,1301,1275,1248,1221,1194,1168,1141,1129,1118,1106,1095,1084,1081,1078,1075,1073,1070
Solar - PV Dist. Res,Res PV - Chicago - Constant,capital,low tech,4025,2932,2770,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640
Solar - PV Dist. Res,Res PV - Kansas City - Low,capital,adv tech,4025,2932,2770,2640,2346,2217,2076,1934,1793,1652,1510,1369,1227,1086,945,803,784,764,745,725,706,686,667,647,628,609,599,590,581,571,562,560,557,555,552,550
Solar - PV Dist. Res,Res PV - Kansas City - Mid,capital,central,4025,2932,2770,2640,2575,2511,2401,2290,2180,2070,1960,1849,1739,1629,1519,1408,1382,1355,1328,1301,1275,1248,1221,1194,1168,1141,1129,1118,1106,1095,1084,1081,1078,1075,1073,1070
Solar - PV Dist. Res,Res PV - Kansas City - Constant,capital,low tech,4025,2932,2770,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640
Solar - PV Dist. Res,Res PV - Los Angeles - Low,capital,adv tech,4025,2932,2770,2640,2346,2217,2076,1934,1793,1652,1510,1369,1227,1086,945,803,784,764,745,725,706,686,667,647,628,609,599,590,581,571,562,560,557,555,552,550
Solar - PV Dist. Res,Res PV - Los Angeles - Mid,capital,central,4025,2932,2770,2640,2575,2511,2401,2290,2180,2070,1960,1849,1739,1629,1519,1408,1382,1355,1328,1301,1275,1248,1221,1194,1168,1141,1129,1118,1106,1095,1084,1081,1078,1075,1073,1070
Solar - PV Dist. Res,Res PV - Los Angeles - Constant,capital,low tech,4025,2932,2770,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640
Solar - PV Dist. Res,"Res PV - Daggett, CA - Low",capital,adv tech,4025,2932,2770,2640,2346,2217,2076,1934,1793,1652,1510,1369,1227,1086,945,803,784,764,745,725,706,686,667,647,628,609,599,590,581,571,562,560,557,555,552,550
Solar - PV Dist. Res,"Res PV - Daggett, CA - Mid",capital,central,4025,2932,2770,2640,2575,2511,2401,2290,2180,2070,1960,1849,1739,1629,1519,1408,1382,1355,1328,1301,1275,1248,1221,1194,1168,1141,1129,1118,1106,1095,1084,1081,1078,1075,1073,1070
Solar - PV Dist. Res,"Res PV - Daggett, CA - Constant",capital,low tech,4025,2932,2770,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640
Solar - CSP,10hrs TES - Class 1 - Low,capital,adv tech,7963,7604,7561,7248,6935,6622,6309,5939,5621,5275,4929,4582,4236,3890,3544,3197,3165,3134,3102,3070,3038,3006,2975,2943,2911,2879,2847,2816,2784,2752,2720,2689,2657,2625,2593,2561
Solar - CSP,10hrs TES - Class 1 - Mid,capital,central,7963,7604,7561,7248,6935,6622,6309,6098,5865,5650,5452,5270,5104,4953,4815,4691,4579,4479,4390,4310,4241,4179,4126,4080,4040,4005,3975,3949,3927,3907,3888,3871,3853,3835,3816,3794
Solar - CSP,10hrs TES - Class 1 - Constant,capital,low tech,7963,7604,7561,7248,6935,6622,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309
Solar - CSP,10hrs TES - Class 3 - Low,capital,adv tech,7963,7604,7561,7248,6935,6622,6309,5939,5621,5275,4929,4582,4236,3890,3544,3197,3165,3134,3102,3070,3038,3006,2975,2943,2911,2879,2847,2816,2784,2752,2720,2689,2657,2625,2593,2561
Solar - CSP,10hrs TES - Class 3 - Mid,capital,central,7963,7604,7561,7248,6935,6622,6309,6098,5865,5650,5452,5270,5104,4953,4815,4691,4579,4479,4390,4310,4241,4179,4126,4080,4040,4005,3975,3949,3927,3907,3888,3871,3853,3835,3816,3794
Solar - CSP,10hrs TES - Class 3 - Constant,capital,low tech,7963,7604,7561,7248,6935,6622,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309
Solar - CSP,10hrs TES - Class 5 - Low,capital,adv tech,7963,7604,7561,7248,6935,6622,6309,5939,5621,5275,4929,4582,4236,3890,3544,3197,3165,3134,3102,3070,3038,3006,2975,2943,2911,2879,2847,2816,2784,2752,2720,2689,2657,2625,2593,2561
Solar - CSP,10hrs TES - Class 5 - Mid,capital,central,7963,7604,7561,7248,6935,6622,6309,6098,5865,5650,5452,5270,5104,4953,4815,4691,4579,4479,4390,4310,4241,4179,4126,4080,4040,4005,3975,3949,3927,3907,3888,3871,3853,3835,3816,3794
Solar - CSP,10hrs TES - Class 5 - Constant,capital,low tech,7963,7604,7561,7248,6935,6622,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309,6309
Geothermal,Hydro / Flash - Low,capital,adv tech,4683,4659,4305,4238,4171,4104,4036,3969,3902,3835,3767,3700,3633,3566,3498,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431,3431
Geothermal,Hydro / Flash - Mid,capital,central,4683,4671,4351,4329,4307,4286,4264,4243,4222,4201,4180,4159,4138,4117,4097,4076,4056,4036,4015,3995,3975,3956,3936,3916,3897,3877,3858,3838,3819,3800,3781,3762,3743,3725,3706,3687
Geothermal,Hydro / Flash - Constant,capital,low tech,4683,4683,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373,4373
Geothermal,Hydro / Binary - Low,capital,adv tech,5603,5575,5577,5512,5448,5384,5319,5255,5191,5127,5062,4998,4934,4869,4805,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741,4741
Geothermal,Hydro / Binary - Mid,capital,central,5603,5589,5613,5585,5557,5529,5501,5474,5446,5419,5392,5365,5338,5312,5285,5259,5232,5206,5180,5154,5128,5103,5077,5052,5027,5002,4977,4952,4927,4902,4878,4853,4829,4805,4781,4757
Geothermal,Hydro / Binary - Constant,capital,low tech,5603,5603,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641,5641
Geothermal,NF EGS / Flash - Low,capital,adv tech,8305,8264,14197,13387,12578,11768,10959,10150,9340,8531,7721,6912,6103,5293,4484,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675
Geothermal,NF EGS / Flash - Mid,capital,central,8305,8284,14931,14856,14782,14708,14634,14561,14489,14416,14344,14272,14201,14130,14059,13989,13919,13849,13780,13711,13643,13575,13507,13439,13372,13305,13239,13172,13106,13041,12976,12911,12846,12782,12718,12655
Geothermal,NF EGS / Flash - Constant,capital,low tech,8305,8305,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006
Geothermal,NF EGS / Binary - Low,capital,adv tech,12487,12425,31389,29413,27436,25460,23483,21507,19531,17554,15578,13602,11625,9649,7672,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696
Geothermal,NF EGS / Binary - Mid,capital,central,12487,12456,33199,33033,32867,32703,32540,32377,32215,32054,31894,31734,31575,31418,31261,31104,30949,30794,30640,30487,30334,30183,30032,29882,29732,29584,29436,29288,29142,28996,28851,28707,28564,28421,28279,28137
Geothermal,NF EGS / Binary - Constant,capital,low tech,12487,12487,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365
Geothermal,Deep EGS / Flash - Low,capital,adv tech,8305,8264,14197,13387,12578,11768,10959,10150,9340,8531,7721,6912,6103,5293,4484,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675
Geothermal,Deep EGS / Flash - Mid,capital,central,8305,8284,14931,14856,14782,14708,14634,14561,14489,14416,14344,14272,14201,14130,14059,13989,13919,13849,13780,13711,13643,13575,13507,13439,13372,13305,13239,13172,13106,13041,12976,12911,12846,12782,12718,12655
Geothermal,Deep EGS / Flash - Constant,capital,low tech,8305,8305,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006,15006
Geothermal,Deep EGS / Binary - Low,capital,adv tech,12487,12425,31389,29413,27436,25460,23483,21507,19531,17554,15578,13602,11625,9649,7672,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696,5696
Geothermal,Deep EGS / Binary - Mid,capital,central,12487,12456,33199,33033,32867,32703,32540,32377,32215,32054,31894,31734,31575,31418,31261,31104,30949,30794,30640,30487,30334,30183,30032,29882,29732,29584,29436,29288,29142,28996,28851,28707,28564,28421,28279,28137
Geothermal,Deep EGS / Binary - Constant,capital,low tech,12487,12487,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365,33365
Hydropower,NPD 1 - Low,capital,adv tech,6040,5950,6044,5951,5857,5764,5670,5577,5483,5390,5297,5203,5110,5016,4923,4829,4736,4642,4549,4455,4362,4340,4318,4296,4274,4252,4230,4208,4186,4164,4142,4120,4098,4076,4054,4032
Hydropower,NPD 1 - Mid,capital,central,6040,6040,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231
Hydropower,NPD 1 - Constant,capital,low tech,6040,6040,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231,6231
Hydropower,NPD 2 - Low,capital,adv tech,5498,5415,5501,5416,5331,5246,5161,5076,4991,4906,4821,4736,4651,4566,4481,4395,4310,4225,4140,4055,3970,3950,3930,3910,3890,3870,3850,3830,3810,3790,3770,3750,3730,3710,3690,3670
Hydropower,NPD 2 - Mid,capital,central,5498,5498,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672
Hydropower,NPD 2 - Constant,capital,low tech,5498,5498,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672,5672
Hydropower,NPD 3 - Low,capital,adv tech,4045,3995,4069,4017,3965,3912,3860,3808,3756,3704,3652,3599,3547,3495,3443,3391,3339,3286,3234,3182,3130,3108,3087,3066,3044,3023,3001,2980,2958,2937,2916,2894,2873,2851,2830,2809
Hydropower,NPD 3 - Mid,capital,central,4045,4045,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173
Hydropower,NPD 3 - Constant,capital,low tech,4045,4045,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173
Hydropower,NPD 4 - Low,capital,adv tech,3814,3766,3836,3787,3738,3689,3639,3590,3541,3492,3443,3394,3344,3295,3246,3197,3148,3098,3049,3000,2951,2931,2911,2890,2870,2850,2830,2810,2789,2769,2749,2729,2709,2688,2668,2648
Hydropower,NPD 4 - Mid,capital,central,3814,3814,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935
Hydropower,NPD 4 - Constant,capital,low tech,3814,3814,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935
Hydropower,NSD 1 - Low,capital,adv tech,7119,7012,7123,7013,6903,6793,6682,6572,6462,6352,6242,6132,6022,5911,5801,5691,5581,5471,5361,5251,5140,5114,5088,5063,5037,5011,4985,4959,4933,4907,4881,4855,4829,4803,4777,4751
Hydropower,NSD 1 - Mid,capital,central,7109,7100,7306,7287,7268,7250,7231,7213,7194,7176,7157,7139,7121,7103,7084,7066,7048,7030,7012,6994,6976,6958,6941,6923,6905,6887,6870,6852,6835,6817,6800,6782,6765,6747,6730,6713
Hydropower,NSD 1 - Constant,capital,low tech,7119,7119,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343
Hydropower,NSD 2 - Low,capital,adv tech,6355,6260,6359,6261,6162,6064,5966,5867,5769,5671,5572,5474,5376,5277,5179,5081,4982,4884,4786,4687,4589,4566,4543,4519,4496,4473,4450,4427,4404,4380,4357,4334,4311,4288,4265,4241
Hydropower,NSD 2 - Mid,capital,central,6347,6339,6522,6505,6489,6472,6456,6439,6423,6406,6390,6373,6357,6341,6324,6308,6292,6276,6260,6244,6228,6212,6196,6180,6164,6149,6133,6117,6101,6086,6070,6055,6039,6024,6008,5993
Hydropower,NSD 2 - Constant,capital,low tech,6355,6355,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556,6556
Hydropower,NSD 3 - Low,capital,adv tech,6224,6131,6228,6132,6036,5939,5843,5747,5650,5554,5458,5361,5265,5169,5072,4976,4880,4784,4687,4591,4495,4472,4449,4427,4404,4381,4358,4336,4313,4290,4268,4245,4222,4200,4177,4154
Hydropower,NSD 3 - Mid,capital,central,6216,6208,6388,6372,6355,6339,6323,6307,6290,6274,6258,6242,6226,6210,6194,6179,6163,6147,6131,6115,6100,6084,6069,6053,6038,6022,6007,5991,5976,5961,5945,5930,5915,5900,5885,5870
Hydropower,NSD 3 - Constant,capital,low tech,6224,6224,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421,6421
Hydropower,NSD 4 - Low,capital,adv tech,5603,5519,5607,5520,5433,5347,5260,5173,5087,5000,4913,4827,4740,4653,4566,4480,4393,4306,4220,4133,4046,4026,4005,3985,3964,3944,3924,3903,3883,3862,3842,3822,3801,3781,3760,3740
Hydropower,NSD 4 - Mid,capital,central,5596,5589,5751,5736,5721,5707,5692,5677,5663,5648,5634,5619,5605,5591,5576,5562,5548,5534,5519,5505,5491,5477,5463,5449,5435,5421,5407,5394,5380,5366,5352,5338,5325,5311,5298,5284
Hydropower,NSD 4 - Constant,capital,low tech,5603,5603,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780,5780
Coal,Coal-new-AvgCF-Low,capital,adv tech,3559,3559,3711,3694,3677,3660,3644,3627,3610,3595,3594,3593,3589,3582,3567,3558,3549,3538,3529,3523,3512,3502,3492,3483,3473,3463,3457,3443,3439,3425,3420,3408,3399,3391,3381,3346
Coal,Coal-new-AvgCF-Mid,capital,central,3559,3559,3711,3694,3677,3660,3644,3627,3610,3595,3594,3593,3589,3582,3567,3558,3549,3538,3529,3523,3512,3502,3492,3483,3473,3463,3457,3443,3439,3425,3420,3408,3399,3391,3381,3346
Coal,Coal-new-AvgCF-Constant,capital,low tech,3559,3559,3711,3694,3677,3660,3644,3627,3610,3595,3594,3593,3589,3582,3567,3558,3549,3538,3529,3523,3512,3502,3492,3483,3473,3463,3457,3443,3439,3425,3420,3408,3399,3391,3381,3346
Coal,Coal-new-HighCF-Low,capital,adv tech,3559,3559,3711,3694,3677,3660,3644,3627,3610,3595,3594,3593,3589,3582,3567,3558,3549,3538,3529,3523,3512,3502,3492,3483,3473,3463,3457,3443,3439,3425,3420,3408,3399,3391,3381,3346
Coal,Coal-new-HighCF-Mid,capital,central,3559,3559,3711,3694,3677,3660,3644,3627,3610,3595,3594,3593,3589,3582,3567,3558,3549,3538,3529,3523,3512,3502,3492,3483,3473,3463,3457,3443,3439,3425,3420,3408,3399,3391,3381,3346
Coal,Coal-new-HighCF-Constant,capital,low tech,3559,3559,3711,3694,3677,3660,3644,3627,3610,3595,3594,3593,3589,3582,3567,3558,3549,3538,3529,3523,3512,3502,3492,3483,3473,3463,3457,3443,3439,3425,3420,3408,3399,3391,3381,3346
Coal,Coal-IGCC-AvgCF-Low,capital,adv tech,3819,3819,4055,4019,3984,3948,3913,3877,3809,3774,3753,3732,3710,3691,3665,3649,3633,3614,3597,3583,3565,3548,3532,3520,3507,3494,3484,3467,3459,3443,3434,3419,3407,3395,3382,3344
Coal,Coal-IGCC-AvgCF-Mid,capital,central,3819,3819,4055,4019,3984,3948,3913,3877,3809,3774,3753,3732,3710,3691,3665,3649,3633,3614,3597,3583,3565,3548,3532,3520,3507,3494,3484,3467,3459,3443,3434,3419,3407,3395,3382,3344
Coal,Coal-IGCC-AvgCF-Constant,capital,low tech,3819,3819,4055,4019,3984,3948,3913,3877,3809,3774,3753,3732,3710,3691,3665,3649,3633,3614,3597,3583,3565,3548,3532,3520,3507,3494,3484,3467,3459,3443,3434,3419,3407,3395,3382,3344
Coal,Coal-IGCC-HighCF-Low,capital,adv tech,3819,3819,4055,4019,3984,3948,3913,3877,3809,3774,3753,3732,3710,3691,3665,3649,3633,3614,3597,3583,3565,3548,3532,3520,3507,3494,3484,3467,3459,3443,3434,3419,3407,3395,3382,3344
Coal,Coal-IGCC-HighCF-Mid,capital,central,3819,3819,4055,4019,3984,3948,3913,3877,3809,3774,3753,3732,3710,3691,3665,3649,3633,3614,3597,3583,3565,3548,3532,3520,3507,3494,3484,3467,3459,3443,3434,3419,3407,3395,3382,3344
Coal,Coal-IGCC-HighCF-Constant,capital,low tech,3819,3819,4055,4019,3984,3948,3913,3877,3809,3774,3753,3732,3710,3691,3665,3649,3633,3614,3597,3583,3565,3548,3532,3520,3507,3494,3484,3467,3459,3443,3434,3419,3407,3395,3382,3344
Coal,Coal-CCS 30%-AvgCF-Low,capital,adv tech,4927,4927,5180,5146,5113,5080,5047,5014,4981,4950,4940,4928,4913,4893,4863,4841,4819,4794,4771,4752,4727,4704,4680,4659,4635,4612,4593,4564,4548,4520,4503,4477,4455,4433,4410,4354
Coal,Coal-CCS 30%-AvgCF-Mid,capital,central,4927,4927,5180,5146,5113,5080,5047,5014,4981,4950,4940,4928,4913,4893,4863,4841,4819,4794,4771,4752,4727,4704,4680,4659,4635,4612,4593,4564,4548,4520,4503,4477,4455,4433,4410,4354
Coal,Coal-CCS 30%-AvgCF-Constant,capital,low tech,4927,4927,5180,5146,5113,5080,5047,5014,4981,4950,4940,4928,4913,4893,4863,4841,4819,4794,4771,4752,4727,4704,4680,4659,4635,4612,4593,4564,4548,4520,4503,4477,4455,4433,4410,4354
Coal,Coal-CCS 90%-AvgCF-Low,capital,adv tech,5448,5448,5728,5691,5655,5618,5581,5545,5508,5474,5463,5449,5433,5411,5378,5353,5329,5301,5276,5255,5228,5202,5176,5152,5126,5100,5079,5047,5029,4998,4979,4950,4926,4902,4877,4815
Coal,Coal-CCS 90%-AvgCF-Mid,capital,central,5448,5448,5728,5691,5655,5618,5581,5545,5508,5474,5463,5449,5433,5411,5378,5353,5329,5301,5276,5255,5228,5202,5176,5152,5126,5100,5079,5047,5029,4998,4979,4950,4926,4902,4877,4815
Coal,Coal-CCS 90%-AvgCF-Constant,capital,low tech,5448,5448,5728,5691,5655,5618,5581,5545,5508,5474,5463,5449,5433,5411,5378,5353,5329,5301,5276,5255,5228,5202,5176,5152,5126,5100,5079,5047,5029,4998,4979,4950,4926,4902,4877,4815
Coal,Coal-CCS 30%-HighCF-Low,capital,adv tech,4927,4927,5180,5146,5113,5080,5047,5014,4981,4950,4940,4928,4913,4893,4863,4841,4819,4794,4771,4752,4727,4704,4680,4659,4635,4612,4593,4564,4548,4520,4503,4477,4455,4433,4410,4354
Coal,Coal-CCS 30%-HighCF-Mid,capital,central,4927,4927,5180,5146,5113,5080,5047,5014,4981,4950,4940,4928,4913,4893,4863,4841,4819,4794,4771,4752,4727,4704,4680,4659,4635,4612,4593,4564,4548,4520,4503,4477,4455,4433,4410,4354
Coal,Coal-CCS 30%-HighCF-Constant,capital,low tech,4927,4927,5180,5146,5113,5080,5047,5014,4981,4950,4940,4928,4913,4893,4863,4841,4819,4794,4771,4752,4727,4704,4680,4659,4635,4612,4593,4564,4548,4520,4503,4477,4455,4433,4410,4354
Coal,Coal-CCS 90%-HighCF-Low,capital,adv tech,5448,5448,5728,5691,5655,5618,5581,5545,5508,5474,5463,5449,5433,5411,5378,5353,5329,5301,5276,5255,5228,5202,5176,5152,5126,5100,5079,5047,5029,4998,4979,4950,4926,4902,4877,4815
Coal,Coal-CCS 90%-HighCF-Mid,capital,central,5448,5448,5728,5691,5655,5618,5581,5545,5508,5474,5463,5449,5433,5411,5378,5353,5329,5301,5276,5255,5228,5202,5176,5152,5126,5100,5079,5047,5029,4998,4979,4950,4926,4902,4877,4815
Coal,Coal-CCS 90%-HighCF-Constant,capital,low tech,5448,5448,5728,5691,5655,5618,5581,5545,5508,5474,5463,5449,5433,5411,5378,5353,5329,5301,5276,5255,5228,5202,5176,5152,5126,5100,5079,5047,5029,4998,4979,4950,4926,4902,4877,4815
Natural Gas,Gas-CT-AvgCF - Low,capital,adv tech,864,864,899,898,896,903,892,885,868,860,855,850,845,842,836,833,831,827,824,821,818,815,812,811,808,807,805,802,802,799,798,796,794,792,790,782
Natural Gas,Gas-CT-AvgCF - Mid,capital,central,864,864,899,898,896,903,892,885,868,860,855,850,845,842,836,833,831,827,824,821,818,815,812,811,808,807,805,802,802,799,798,796,794,792,790,782
Natural Gas,Gas-CT-AvgCF - High,capital,low tech,864,864,899,898,896,903,892,885,868,860,855,850,845,842,836,833,831,827,824,821,818,815,812,811,808,807,805,802,802,799,798,796,794,792,790,782
Natural Gas,Gas-CT-HighCF - Low,capital,adv tech,864,864,899,898,896,903,892,885,868,860,855,850,845,842,836,833,831,827,824,821,818,815,812,811,808,807,805,802,802,799,798,796,794,792,790,782
Natural Gas,Gas-CT-HighCF - Mid,capital,central,864,864,899,898,896,903,892,885,868,860,855,850,845,842,836,833,831,827,824,821,818,815,812,811,808,807,805,802,802,799,798,796,794,792,790,782
Natural Gas,Gas-CT-HighCF - High,capital,low tech,864,864,899,898,896,903,892,885,868,860,855,850,845,842,836,833,831,827,824,821,818,815,812,811,808,807,805,802,802,799,798,796,794,792,790,782
