# File: paper_food_TFE.csv
# Title: Paper industry and food processing industry final energy
# Units: ktoe
# Source: IEA energy balances
# Column types: cinn
# ----------
iso,year,TFE_food,TFE_paper
grc,2010,580,121
grc,2011,595,92
grc,2012,541,96
grc,2013,470,98
grc,2014,523,99
grc,2015,523,83
hkg,1972,7,4
hkg,1973,8,5
hkg,1974,8,5
hkg,1975,7,5
hkg,1976,8,6
hkg,1977,11,7
hkg,1978,13,7
hkg,1979,13,9
hkg,1980,14,9
hkg,1981,15,10
hkg,1982,16,10
hkg,1987,19,0
hkg,1988,20,0
hrv,1981,221.3459233,82.63010291
hrv,1982,221.3459233,69.57197784
hrv,1983,142.7831053,46.02453918
hrv,1984,159.0522447,44.74013344
hrv,1985,155.1990275,44.74013344
hrv,1986,156.055298,50.30589167
hrv,1987,141.4986995,52.44656791
hrv,1988,12.20185457,10.70338121
hrv,1989,107.0338121,42.38538957
hrv,1990,284,145
hrv,1991,235,83
hrv,1992,171,70
hrv,1993,198,90
hrv,1994,203,110
hrv,1995,231,80
hrv,1996,240,72
hrv,1997,247,79
hrv,1998,246,65
hrv,1999,252,85
hrv,2000,208,79
hrv,2001,226,85
hrv,2002,242,81
hrv,2003,234,83
hrv,2004,247,92
hrv,2005,257,101
hrv,2006,262,101
hrv,2007,250,90
hrv,2008,297,84
hrv,2009,243,85
hrv,2010,252,93
hrv,2011,246,87
hrv,2012,230,81
hrv,2013,219,57
hrv,2014,216,54
hrv,2015,202,58
hun,1971,533,91
hun,1972,594,92
hun,1973,647,97
hun,1974,684,94
hun,1975,726,102
hun,1976,749,107
hun,1977,826,121
hun,1978,896,128
hun,1979,871,111
hun,1980,881,112
hun,1981,835,109
hun,1982,899,109
hun,1983,898,107
hun,1984,907,112
hun,1985,913,110
hun,1986,912,109
hun,1987,959,107
hun,1988,968,105
hun,1989,1005,94
hun,1990,948,87
hun,1991,910,100
hun,1992,721,95
hun,1993,659,105
hun,1994,597,107
hun,1995,609,99
hun,1996,675,112
hun,1997,545,170
hun,1998,525,183
hun,1999,504,171
hun,2000,474,164
hun,2001,591,167
hun,2002,595,174
hun,2003,555,179
hun,2004,526,169
hun,2005,458,170
hun,2006,467,175
hun,2007,416,161
hun,2008,454,167
hun,2009,398,137
hun,2010,412,159
hun,2011,417,157
hun,2012,470,171
hun,2013,550,195
hun,2014,566,200
hun,2015,586,191
idn,1989,500,0
idn,1990,543,0
idn,1991,453,0
idn,1992,569,0
idn,1993,630,0
idn,1994,642,0
idn,1995,688,0
idn,1996,700,0
idn,1997,742,0
idn,1998,681,0
idn,1999,769,0
idn,2000,668,410
idn,2001,656,432
idn,2002,585,263
idn,2003,567,895
idn,2004,950,610
idn,2005,832,624
idn,2006,727,639
idn,2007,729,802
idn,2008,720,657
idn,2009,729,615
idn,2010,627,915
idn,2011,776,1159
idn,2012,955,1215
idn,2013,837,633
idn,2014,761,654
idn,2015,892,1933
ind,1971,39,438
ind,1972,58,455
ind,1973,57,402
ind,1974,50,565
ind,1975,44,507
ind,1976,50,704
ind,1977,46,758
ind,1978,43,696
ind,1979,36,626
ind,1980,18,872
ind,1981,13,1003
ind,1982,12,1027
ind,1983,11,1061
ind,1984,11,1171
ind,1985,11,1105
ind,1986,11,1123
ind,1987,60,1257
ind,1988,70,1465
ind,1989,85,1315
ind,1990,116,1290
ind,1991,117,1288
ind,1992,104,1176
ind,1993,104,1387
ind,1994,127,1508
ind,1995,202,1599
ind,1996,152,1755
ind,1997,119,1710
ind,1998,135,1747
ind,1999,146,1410
ind,2000,149,1335
ind,2001,134,1412
ind,2002,125,1359
ind,2003,99,1363
ind,2004,86,1397
ind,2005,104,1360
ind,2006,122,1223
ind,2007,12,1381
ind,2008,929,1526
ind,2009,1011,1942
ind,2010,1225,2276
ind,2011,1438,1730
ind,2012,1416,1680
ind,2013,1572,1721
ind,2014,1642,1438
ind,2015,586,1560
irl,1972,42,17
irl,1973,43,15
irl,1974,44,18
irl,1975,56,12
irl,1976,60,12
irl,1977,63,13
irl,1978,500,66
irl,1979,498,25
irl,1980,398,33
irl,1981,312,38
irl,1982,315,27
irl,1983,439,25
irl,1984,350,21
irl,1985,285,23
irl,1986,292,42
irl,1987,318,27
irl,1988,354,27
irl,1989,332,21
irl,1990,424,18
irl,1991,427,24
irl,1992,418,27
irl,1993,445,31
irl,1994,466,34
irl,1995,484,40
irl,1996,485,43
irl,1997,508,48
irl,1998,520,54
irl,1999,533,57
irl,2000,584,63
irl,2001,537,64
irl,2002,508,60
irl,2003,535,56
irl,2004,523,54
irl,2005,589,43
irl,2006,535,41
irl,2007,445,26
irl,2008,448,26
irl,2009,414,26
irl,2010,415,26
irl,2011,447,26
irl,2012,408,23
irl,2013,417,24
irl,2014,419,24
irl,2015,454,25
isl,1982,49,0
isl,1983,49,0
isl,1984,60,0
isl,1985,57,0
isl,1986,52,0
isl,1987,51,0
isl,1988,59,0
isl,1989,67,2
isl,1990,63,2
isl,1991,45,1
isl,1992,67,1
isl,1993,73,1
isl,1994,71,2
isl,1995,75,2
isl,1996,94,2
isl,1997,104,2
isl,1998,89,2
isl,1999,86,2
isl,2000,82,2
isl,2001,96,2
isl,2002,109,1
isl,2003,101,1
isl,2004,90,1
isl,2005,82,1
isl,2006,60,2
isl,2007,39,2
isl,2008,46,1
isl,2009,40,2
isl,2010,39,1
isl,2011,38,2
isl,2012,47,1
isl,2013,50,1
isl,2014,50,1
isl,2015,58,1
isr,1986,53,14
isr,1987,58,15
isr,1988,60,16
isr,1989,61,17
isr,1990,63,17
isr,1991,62,18
isr,1992,64,21
isr,1993,69,21
isr,1994,74,22
isr,1995,79,29
isr,1996,84,32
isr,1997,84,32
isr,1998,89,35
isr,1999,91,37
isr,2000,96,39
isr,2001,97,29
isr,2002,102,30
isr,2003,115,34
isr,2004,115,34
isr,2005,109,44
isr,2006,112,44
isr,2007,116,51
isr,2008,115,45
isr,2009,113,46
isr,2010,106,58
isr,2011,105,51
isr,2012,110,52
isr,2013,145,7
isr,2014,168,8
isr,2015,140,7
ita,1971,2064,1801
ita,1972,2543,1702
ita,1973,2204,1843
ita,1974,2560,1707
ita,1975,2353,1644
ita,1976,2856,1718
ita,1977,2342,1791
ita,1978,2344,1670
ita,1979,2472,1707
ita,1980,2429,1603
ita,1981,2439,1527
ita,1982,1902,1571
ita,1983,1798,1443
ita,1984,1754,1462
ita,1985,1861,1442
ita,1986,1964,1485
ita,1987,2060,1582
ita,1988,2085,1666
ita,1989,2199,1764
ita,1990,2104,1825
ita,1991,2485,2063
ita,1992,2685,2108
ita,1993,2464,2130
ita,1994,2607,2326
ita,1995,2784,2403
ita,1996,2821,2480
ita,1997,2842,2573
ita,1998,3036,2639
ita,1999,3511,2555
ita,2000,3496,2640
ita,2001,3577,2681
ita,2002,3723,2719
ita,2003,3778,2798
ita,2004,3646,2867
ita,2005,3444,2736
ita,2006,3292,2771
ita,2007,3191,2837
ita,2008,3289,2567
ita,2009,2995,2433
ita,2010,2777,2412
ita,2011,2726,2246
ita,2012,2677,2356
ita,2013,2657,2020
ita,2014,2737,2244
ita,2015,2708,2372
jpn,1971,3252,4801
jpn,1972,3445,5372
jpn,1973,3721,5773
jpn,1974,3835,5754
jpn,1975,3783,5166
jpn,1976,3807,5448
jpn,1977,3735,4910
jpn,1978,3619,4672
jpn,1979,3659,5055
jpn,1980,3540,4502
jpn,1981,4016,4138
jpn,1982,4506,7520
jpn,1983,4205,7526
jpn,1984,4143,7684
jpn,1985,4117,7643
jpn,1986,4002,7657
jpn,1987,4153,8301
jpn,1988,4533,9186
jpn,1989,4572,9474
jpn,1990,3719,10535
jpn,1991,3896,10600
jpn,1992,4074,10361
jpn,1993,4272,10179
jpn,1994,4438,10353
jpn,1995,4743,10777
jpn,1996,4713,10873
jpn,1997,4890,11012
jpn,1998,5250,10300
jpn,1999,5441,10639
jpn,2000,5522,11071
jpn,2001,5676,10455
jpn,2002,5881,10608
jpn,2003,5816,10561
jpn,2004,6101,10602
jpn,2005,6146,10704
jpn,2006,6124,10432
jpn,2007,5962,10341
jpn,2008,5733,9516
jpn,2009,5450,8823
jpn,2010,5527,9078
jpn,2011,5796,8926
jpn,2012,5772,8767
jpn,2013,5849,8905
jpn,2014,5659,8684
jpn,2015,5415,8557
kaz,1971,996.1982168,196.9736666
kaz,1972,1035.59295,208.4074942
kaz,1973,1070.258237,219.8932938
kaz,1974,1119.423695,231.3271214
kaz,1975,1158.454625,248.0101153
kaz,1976,1211.881783,258.0926724
kaz,1977,1265.412885,268.2272014
kaz,1978,1324.141182,278.3097585
kaz,1979,1372.163258,288.4442875
kaz,1980,1435.672973,274.6717224
kaz,1981,1385.312159,310.7922233
kaz,1982,1377.204536,325.6561992
kaz,1983,1373.722416,340.4682032
kaz,1984,1367.173951,355.3321791
kaz,1985,1359.845907,370.196155
kaz,1986,1354.752656,385.0601309
kaz,1987,1449.861313,399.9241068
kaz,1988,1499.650435,414.7880827
kaz,1989,1494.245353,414.7880827
kaz,1990,82,4
kaz,1991,113,5
kaz,1992,94,4
kaz,1993,151,3
kaz,1994,121,5
kaz,1995,111,4
kaz,1996,82,3
kaz,1997,75,3
kaz,1998,123,4
kaz,1999,236,6
kaz,2000,265,8
kaz,2001,282,8
kaz,2002,281,8
kaz,2003,334,9
kaz,2004,359,11
kaz,2005,208,6
kaz,2006,242,7
kaz,2007,160,5
kaz,2008,1341,41
kaz,2009,884,24
kaz,2010,940,27
kaz,2011,300,20
kaz,2012,548,22
kaz,2013,542,34
kaz,2014,531,34
kaz,2015,597,40
kgz,1971,101.5429947,20.07762678
kgz,1972,105.5585201,21.24308268
kgz,1973,109.0919705,22.41383612
kgz,1974,114.1034309,23.57929203
kgz,1975,118.0818736,25.27979815
kgz,1976,123.5277312,26.30751836
kgz,1977,128.9841838,27.34053609
kgz,1978,134.9703892,28.3682563
kgz,1979,139.865304,29.40127404
kgz,1980,146.3388818,27.99742942
kgz,1981,141.2055783,31.67921059
kgz,1982,140.3791641,33.19430327
kgz,1983,140.0242298,34.70409842
kgz,1984,139.3567414,36.2191911
kgz,1985,138.6097901,37.73428378
kgz,1986,138.0906325,39.24937646
kgz,1987,147.7851066,40.76446914
kgz,1988,152.8601374,42.27956182
kgz,1989,152.3091946,42.27956182
kgz,1990,13,0
kgz,1991,15,0
kgz,1992,27,0
kgz,1993,17,0
kgz,1994,15,0
kgz,1995,12,0
kgz,1996,11,0
kgz,1997,8,0
kgz,1998,7,0
kgz,1999,10,0
kgz,2000,11,0
kgz,2001,12,0
kgz,2002,12,0
kgz,2003,12,0
kgz,2004,13,0
kgz,2012,1,0
kgz,2013,42,2
kgz,2014,51,3
kgz,2015,50,0
kor,1971,45,34
kor,1972,51,40
kor,1973,61,50
kor,1974,69,65
kor,1975,76,69
kor,1976,88,82
kor,1977,103,95
kor,1978,115,104
kor,1979,134,114
kor,1980,131,132
kor,1981,764,500
kor,1982,701,481
kor,1983,752,525
kor,1984,841,600
kor,1985,886,613
kor,1986,921,629
kor,1987,1000,688
kor,1988,1091,791
kor,1989,1213,978
kor,1990,1355,1233
kor,1991,1397,1365
kor,1992,1505,1543
kor,1993,1546,1692
kor,1994,1704,1904
kor,1995,1847,2015
kor,1996,1881,2248
kor,1997,1796,2322
kor,1998,1566,2066
kor,1999,1526,2280
kor,2000,1634,2402
kor,2001,1564,2279
kor,2002,1665,2363
kor,2003,1704,2349
kor,2004,1637,2458
kor,2005,1574,2380
kor,2006,1536,2268
kor,2007,1561,2207
kor,2008,1592,2208
kor,2009,1694,2055
kor,2010,1664,2210
kor,2011,1800,2137
kor,2012,1845,2163
kor,2013,1776,2124
kor,2014,1852,2330
kor,2015,1873,1968
ltu,1971,217.8827582,43.0809502
ltu,1972,226.4989482,45.58169137
ltu,1973,234.0807408,48.09379955
ltu,1974,244.8339278,50.59454072
ltu,1975,253.3705488,54.24334944
ltu,1976,265.0558303,56.44854847
ltu,1977,276.7638458,58.66511451
ltu,1978,289.6085618,60.87031354
ltu,1979,300.1116747,63.08687958
ltu,1980,314.0021552,60.07462317
ltu,1981,302.9875271,67.97469187
ltu,1982,301.2142742,71.2256554
ltu,1983,300.4526849,74.46525192
ltu,1984,299.0204422,77.71621544
ltu,1985,297.4176945,80.96717897
ltu,1986,296.3037279,84.21814249
ltu,1987,317.1053477,87.46910601
ltu,1988,327.9949388,90.72006954
ltu,1989,326.8127702,90.72006954
ltu,1990,544,132
ltu,1991,548,141
ltu,1992,361,90
ltu,1993,177,37
ltu,1994,205,41
ltu,1995,179,41
ltu,1996,182,40
ltu,1997,194,42
ltu,1998,209,43
ltu,1999,182,36
ltu,2000,173,42
ltu,2001,154,49
ltu,2002,168,34
ltu,2003,172,31
ltu,2004,165,22
ltu,2005,173,24
ltu,2006,178,24
ltu,2007,189,26
ltu,2008,168,24
ltu,2009,161,33
ltu,2010,172,54
ltu,2011,184,43
ltu,2012,187,32
ltu,2013,190,37
ltu,2014,184,30
ltu,2015,185,27
lux,1971,4,0
lux,1972,3,0
lux,1973,3,0
lux,1974,4,0
lux,1975,3,0
lux,1976,3,0
lux,1977,3,0
lux,1978,3,0
lux,1979,3,0
lux,1980,12,0
lux,1981,11,0
lux,1982,10,0
lux,1983,14,0
lux,1984,14,0
lux,1985,17,0
lux,1986,19,0
lux,1987,13,0
lux,1988,12,0
lux,1989,12,0
lux,1990,4,0
lux,1991,6,0
lux,1992,5,0
lux,1993,3,0
lux,1994,5,0
lux,1995,5,0
lux,1996,4,0
lux,1997,5,0
lux,1998,4,0
lux,1999,4,0
lux,2000,23,14
lux,2001,25,17
lux,2002,29,21
lux,2003,26,24
lux,2004,24,21
lux,2005,23,20
lux,2006,20,14
lux,2007,18,11
lux,2008,18,13
lux,2009,16,11
lux,2010,17,8
lux,2011,22,7
lux,2012,20,8
lux,2013,18,9
lux,2014,27,6
lux,2015,21,6
lva,1971,107.0087122,21.15833782
lva,1972,111.2403798,22.3865263
lva,1973,114.9640239,23.62029745
lva,1974,120.2452344,24.84848592
lva,1975,124.4378232,26.64052456
lva,1976,130.176813,27.72356349
lva,1977,135.9269681,28.81218509
lva,1978,142.2353908,29.89522402
lva,1979,147.3937824,30.98384562
lva,1980,154.2158111,29.50443678
lva,1981,148.8061991,33.38439582
lva,1982,147.9353018,34.98104084
lva,1983,147.5612626,36.57210318
lva,1984,146.8578456,38.1687482
lva,1985,146.0706884,39.76539322
lva,1986,145.5235863,41.36203824
lva,1987,155.7398813,42.95868325
lva,1988,161.0880839,44.55532827
lva,1989,160.5074857,44.55532827
lva,1990,420,21
lva,1991,368,23
lva,1992,298,18
lva,1993,265,18
lva,1994,162,13
lva,1995,172,10
lva,1996,178,9
lva,1997,188,7
lva,1998,191,6
lva,1999,155,7
lva,2000,142,7
lva,2001,143,8
lva,2002,146,9
lva,2003,128,10
lva,2004,139,10
lva,2005,143,11
lva,2006,139,12
lva,2007,125,10
lva,2008,104,10
lva,2009,93,11
lva,2010,93,9
lva,2011,89,8
lva,2012,92,7
lva,2013,94,7
lva,2014,89,5
lva,2015,77,5
mar,1971,22,8
mar,1972,23,9
mar,1973,26,11
mar,1974,27,13
mar,1975,28,13
mar,1976,31,13
mar,1977,34,14
mar,1978,38,19
mar,1979,158,60
mar,1980,163,55
mar,1981,153,59
mar,1982,147,57
mar,1983,161,48
mar,1984,154,50
mar,1985,148,50
mar,1986,49,20
mar,1987,47,21
mar,1988,40,22
mar,1989,40,22
mar,1990,32,24
mar,1991,35,26
mar,1992,38,28
mar,1993,39,30
mar,1994,40,30
mar,1995,42,32
mar,1996,43,32
mar,1997,45,34
mar,1998,48,36
mar,1999,36,27
mar,2000,37,28
mar,2001,50,10
mar,2002,53,12
mar,2003,57,12
mar,2004,86,25
mar,2005,88,22
mar,2006,90,29
mar,2007,94,31
mar,2008,94,27
mar,2009,76,26
mar,2010,80,29
mar,2011,85,35
mar,2012,91,42
mar,2013,378,71
mar,2014,353,83
mar,2015,344,64
mda,1971,134.1745488,26.52971306
mda,1972,139.4804914,28.06969641
mda,1973,144.1494409,29.61667967
mda,1974,150.7713693,31.15666302
mda,1975,156.0283124,33.40363872
mda,1976,163.2242346,34.76162403
mda,1977,170.4341566,36.12660926
mda,1978,178.3440711,37.48459458
mda,1979,184.8120011,38.84957981
mda,1980,193.3659086,36.99459988
mda,1981,186.582982,41.85954726
mda,1982,185.4909938,43.86152561
mda,1983,185.0219989,45.85650403
mda,1984,184.1400084,47.85848238
mda,1985,183.1530191,49.86046072
mda,1986,182.4670265,51.86243907
mda,1987,195.2768879,53.86441742
mda,1988,201.9828154,55.86639576
mda,1989,201.2548233,55.86639576
mda,1990,79,0
mda,1991,145,0
mda,1992,131,0
mda,1993,38,0
mda,1994,31,0
mda,1995,83,2
mda,1996,210,1
mda,1997,179,0
mda,1998,187,3
mda,1999,144,2
mda,2000,131,5
mda,2001,175,5
mda,2002,153,7
mda,2003,166,8
mda,2004,249,23
mda,2005,144,16
mda,2006,116,14
mda,2007,92,16
mda,2008,104,8
mda,2009,67,3
mda,2010,89,3
mda,2011,87,3
mda,2012,88,3
mda,2013,95,3
mda,2014,108,3
mda,2015,95,2
mex,1971,1239,146
mex,1972,1211,158
mex,1973,1355,179
mex,1974,1404,202
mex,1975,1321,191
mex,1976,1268,215
mex,1977,1298,235
mex,1978,1535,255
mex,1979,1642,279
mex,1980,1586,306
mex,1981,1463,315
mex,1982,1558,320
mex,1983,1621,333
mex,1984,1790,361
mex,1985,2679,1073
mex,1986,2873,1089
mex,1987,3102,1129
mex,1988,3014,1123
mex,1989,3238,1324
mex,1990,3399,1282
mex,1991,2903,1262
mex,1992,2658,1195
mex,1993,2623,1019
mex,1994,2195,1042
mex,1995,2512,904
mex,1996,2709,1012
mex,1997,3001,943
mex,1998,3182,1048
mex,1999,2955,1154
mex,2000,2491,1129
mex,2001,2276,1081
mex,2002,2136,1005
mex,2003,2167,1024
mex,2004,2200,993
mex,2005,2360,1076
mex,2006,2192,1092
mex,2007,2018,1030
mex,2008,2020,1155
mex,2009,1614,1092
mex,2010,1429,1024
mex,2011,1554,1005
mex,2012,1594,1097
mex,2013,2206,1154
mex,2014,1507,1010
mex,2015,1502,1076
mkd,1981,57.9264503,21.62438087
mkd,1982,57.9264503,18.20705643
mkd,1983,37.36648196,12.0446681
mkd,1984,41.62413208,11.70853783
mkd,1985,40.61574126,11.70853783
mkd,1986,40.83982811,13.16510234
mkd,1987,37.03035169,13.72531946
mkd,1988,3.193237589,2.801085604
mkd,1989,28.01085604,11.09229899
mkd,1990,26,2
mkd,1991,30,3
mkd,1992,30,3
mkd,1993,30,6
mkd,1994,48,7
mkd,1995,36,6
mkd,1996,46,5
mkd,1997,43,4
mkd,1998,54,6
mkd,1999,46,6
mkd,2000,81,6
mkd,2001,43,4
mkd,2002,44,4
mkd,2003,44,4
mkd,2004,41,3
mkd,2005,47,4
mkd,2006,43,5
mkd,2007,45,4
mkd,2008,44,6
mkd,2009,41,4
mkd,2010,40,5
mkd,2011,41,2
mkd,2012,40,1
mkd,2013,39,1
mkd,2014,38,1
mkd,2015,39,1
mlt,2010,5,2
mlt,2011,5,2
mlt,2012,5,2
mlt,2013,5,2
mlt,2014,5,2
mlt,2015,5,2
mne,2005,6,1
mne,2006,10,2
mne,2007,8,1
mne,2008,10,1
mne,2009,5,1
mne,2010,5,1
mne,2011,12,0
mne,2012,13,1
mne,2013,6,1
mne,2014,25,2
mne,2015,19,0
moz,2012,4,0
moz,2013,4,0
moz,2014,5,1
moz,2015,8,1
nld,1971,1421,648
nld,1972,1504,690
nld,1973,1613,839
nld,1974,1608,830
nld,1975,1611,682
nld,1976,1546,545
nld,1977,1760,662
nld,1978,1896,732
nld,1979,1903,744
nld,1980,1840,707
nld,1981,1819,665
nld,1982,1806,741
nld,1983,1561,592
nld,1984,1517,550
nld,1985,1531,557
nld,1986,1498,618
nld,1987,1543,650
nld,1988,1471,645
nld,1989,1533,648
nld,1990,1952,826
nld,1991,1970,870
nld,1992,2107,858
nld,1993,2197,900
nld,1994,2195,887
nld,1995,2179,895
nld,1996,2405,967
nld,1997,2297,1000
nld,1998,2333,990
nld,1999,2454,991
nld,2000,2362,1009
nld,2001,2317,956
nld,2002,2345,996
nld,2003,2261,965
nld,2004,2230,971
nld,2005,2190,959
nld,2006,2143,949
nld,2007,2144,903
nld,2008,2052,845
nld,2009,1785,694
nld,2010,1896,725
nld,2011,1987,677
nld,2012,1901,678
nld,2013,1875,683
nld,2014,1991,600
nld,2015,2049,565
nor,1971,96,279
nor,1972,101,284
nor,1973,109,387
nor,1974,117,442
nor,1975,117,406
nor,1976,485,899
nor,1977,494,816
nor,1978,463,792
nor,1979,455,825
nor,1980,438,798
nor,1981,441,806
nor,1982,415,695
nor,1983,435,648
nor,1984,430,753
nor,1985,421,887
nor,1986,415,919
nor,1987,422,907
nor,1988,395,903
nor,1989,411,942
nor,1990,397,969
nor,1991,369,946
nor,1992,395,891
nor,1993,405,989
nor,1994,411,1059
nor,1995,397,1098
nor,1996,386,1107
nor,1997,384,1072
nor,1998,414,1063
nor,1999,424,1309
nor,2000,400,1169
nor,2001,388,1053
nor,2002,387,1007
nor,2003,399,1003
nor,2004,406,1010
nor,2005,376,998
nor,2006,385,951
nor,2007,373,916
nor,2008,385,891
nor,2009,345,734
nor,2010,392,848
nor,2011,372,830
nor,2012,356,627
nor,2013,359,543
nor,2014,355,401
nor,2015,369,392
nzl,1971,58,0
nzl,1972,69,0
nzl,1973,116,0
nzl,1974,579,14
nzl,1975,420,46
nzl,1976,403,49
nzl,1977,461,33
nzl,1978,384,26
nzl,1979,376,27
nzl,1980,464,41
nzl,1981,472,41
nzl,1982,471,38
nzl,1983,428,56
nzl,1984,443,50
nzl,1985,414,48
nzl,1986,391,46
nzl,1987,179,35
nzl,1988,172,35
nzl,1989,169,0
nzl,1990,328,312
nzl,1991,328,324
nzl,1992,319,314
nzl,1993,335,337
nzl,1994,351,347
nzl,1995,364,356
nzl,1996,373,341
nzl,1997,400,342
nzl,1998,387,327
nzl,1999,385,337
nzl,2000,395,353
nzl,2001,413,346
nzl,2002,428,360
nzl,2003,412,324
nzl,2004,427,373
nzl,2005,434,353
nzl,2006,392,242
nzl,2007,432,237
nzl,2008,391,237
nzl,2009,682,237
nzl,2010,850,239
nzl,2011,825,235
nzl,2012,725,234
nzl,2013,762,192
nzl,2014,903,189
nzl,2015,969,185
phl,1971,368,22
phl,1972,392,34
phl,1973,409,38
phl,1974,421,43
phl,1975,398,30
phl,1976,405,44
phl,1977,407,43
phl,1978,427,46
phl,1979,430,52
phl,1980,613,207
phl,1981,622,200
phl,1982,632,194
phl,1983,650,198
phl,1984,632,146
phl,1985,632,121
phl,1986,652,127
phl,1987,710,154
phl,1988,733,162
phl,1989,763,175
phl,1990,1547,189
phl,1991,1462,169
phl,1992,1550,205
phl,1993,1664,226
phl,1994,1620,206
phl,1995,1751,299
phl,1996,1763,232
phl,1997,1796,187
phl,1998,1931,243
phl,1999,1772,258
phl,2000,1759,260
phl,2001,1838,224
phl,2002,1878,222
phl,2003,1986,238
phl,2004,1988,236
phl,2005,2049,240
phl,2006,2052,139
phl,2007,2084,104
phl,2008,2085,102
phl,2009,2066,153
phl,2010,2235,164
phl,2011,2263,160
phl,2012,1772,163
phl,2013,1810,177
phl,2014,1870,193
phl,2015,1853,189
pol,1971,2232,742
pol,1972,2285,812
pol,1973,2442,838
pol,1974,2528,862
pol,1975,2571,829
pol,1976,2660,885
pol,1977,2707,920
pol,1978,2774,947
pol,1979,2884,916
pol,1980,2868,1067
pol,1981,2752,925
pol,1982,2764,904
pol,1983,2709,848
pol,1984,2948,892
pol,1985,3004,1021
pol,1986,2932,1055
pol,1987,2901,1075
pol,1988,2692,1102
pol,1989,2623,1084
pol,1990,2369,968
pol,1991,2415,997
pol,1992,2186,929
pol,1993,2557,1002
pol,1994,2391,957
pol,1995,2549,1244
pol,1996,3328,1282
pol,1997,3001,1332
pol,1998,2579,1199
pol,1999,2013,1149
pol,2000,1980,1121
pol,2001,1912,1110
pol,2002,2010,1122
pol,2003,2039,1197
pol,2004,1985,1215
pol,2005,1987,1199
pol,2006,1865,1207
pol,2007,1953,1193
pol,2008,1834,1173
pol,2009,1750,1201
pol,2010,1774,1274
pol,2011,1766,1241
pol,2012,1848,1283
pol,2013,1839,1571
pol,2014,1847,1552
pol,2015,1856,1568
prt,1971,270,115
prt,1972,267,160
prt,1973,298,181
prt,1974,317,247
prt,1975,328,238
prt,1976,320,278
prt,1977,338,294
prt,1978,371,278
prt,1979,362,317
prt,1980,341,328
prt,1981,338,333
prt,1982,345,325
prt,1983,370,343
prt,1984,361,379
prt,1985,403,392
prt,1986,353,384
prt,1987,371,401
prt,1988,385,390
prt,1989,393,410
prt,1990,419,954
prt,1991,431,1011
prt,1992,434,1058
prt,1993,428,1073
prt,1994,451,1130
prt,1995,411,1104
prt,1996,454,1087
prt,1997,502,1218
prt,1998,520,1236
prt,1999,490,1245
prt,2000,511,1245
prt,2001,488,1199
prt,2002,563,1173
prt,2003,531,1212
prt,2004,513,1098
prt,2005,504,1177
prt,2006,554,1178
prt,2007,547,1191
prt,2008,512,1232
prt,2009,535,1212
prt,2010,570,1280
prt,2011,549,1304
prt,2012,427,1368
prt,2013,429,1405
prt,2014,430,1311
prt,2015,447,1332
rom,1975,98,119
rom,1980,120,140
rom,1985,138,129
rom,1986,154,141
rom,1987,149,139
rom,1988,154,154
rom,1989,216,147
rom,1990,188,121
rom,1991,190,79
rom,1992,1121,389
rom,1993,919,296
rom,1994,1224,161
rom,1995,1475,376
rom,1996,1388,371
rom,1997,1143,353
rom,1998,820,273
rom,1999,625,268
rom,2000,643,319
rom,2001,786,295
rom,2002,745,356
rom,2003,704,477
rom,2004,887,286
rom,2005,981,266
rom,2006,566,251
rom,2007,696,251
rom,2008,687,121
rom,2009,523,90
rom,2010,557,165
rom,2011,564,68
rom,2012,582,80
rom,2013,529,80
rom,2014,557,103
rom,2015,559,123
rus,1971,11926.04638,2358.082001
rus,1972,12397.66278,2494.96275
rus,1973,12812.66033,2632.465685
rus,1974,13401.24755,2769.346434
rus,1975,13868.50865,2969.067891
rus,1976,14508.11507,3089.771825
rus,1977,15148.96585,3211.097944
rus,1978,15852.03515,3331.801877
rus,1979,16426.9343,3453.127996
rus,1980,17187.24464,3288.248912
rus,1981,16584.34716,3720.667643
rus,1982,16487.28626,3898.612617
rus,1983,16445.59985,4075.935406
rus,1984,16367.20452,4253.88038
rus,1985,16279.4764,4431.825354
rus,1986,16218.50225,4609.770328
rus,1987,17357.10121,4787.715303
rus,1988,17953.15465,4965.660277
rus,1989,17888.44739,4965.660277
rus,1990,6325,259
rus,1991,5725,240
rus,1992,5078,232
rus,1993,14201,220
rus,1994,11503,201
rus,1995,11013,170
rus,1996,9027,163
rus,1997,8825,158
rus,1998,8732,150
rus,1999,9035,417
rus,2000,8420,620
rus,2001,8435,500
rus,2002,8648,441
rus,2003,8157,423
rus,2004,7867,541
rus,2005,7719,6225
rus,2006,8153,6573
rus,2007,7402,6310
rus,2008,7626,6250
rus,2009,7688,5651
rus,2010,7663,6410
rus,2011,8528,6850
rus,2012,8797,6996
rus,2013,8100,6321
rus,2014,7787,6046
rus,2015,7173,5893
sgp,1975,7,9
sgp,1987,21,0
sgp,1988,23,0
srb,2000,51,1
srb,2001,61,1
srb,2002,61,1
srb,2003,62,1
srb,2004,123,9
srb,2005,266,31
srb,2006,227,12
srb,2007,316,36
srb,2008,361,63
srb,2009,322,97
srb,2010,623,57
srb,2011,746,80
srb,2012,732,121
srb,2013,684,117
srb,2014,564,90
srb,2015,540,102
svk,1980,150,158
svk,1981,149,142
svk,1982,154,160
svk,1983,155,156
svk,1984,164,176
svk,1985,162,175
svk,1986,158,147
