# File: NREL_ATB_capital_2021.csv
# Title: Technology overnight capital cost assumptions by year from NREL 2021 ATB
# Units: $2019/kW
# Source: NREL 2021 Annual Technology Baseline for 2019-2050 (https://data.openei.org/submissions/4129)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs.
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv.
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
tech_type,tech_detail,input,case,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Solar - PV Dist. Comm,Commercial PV - Class 3,capital,central,1763,1720,1637,1554,1471,1388,1305,1222,1139,1057,974,891,880,870,859,849,839,828,818,808,797,787,777,766,756,746,735,725,715,704,694,684
Solar - PV Dist. Comm,Commercial PV - Class 3,capital,low tech,1763,1720,1692,1663,1635,1606,1578,1549,1521,1492,1464,1435,1408,1381,1354,1326,1299,1272,1245,1217,1190,1163,1136,1108,1081,1054,1027,999,972,945,918,891
Solar - PV Dist. Comm,Commercial PV - Class 2,capital,adv tech,1763,1720,1617,1513,1409,1306,1202,1098,995,891,787,684,675,666,657,648,640,631,622,613,604,596,587,578,569,560,551,543,534,525,516,507
Solar - PV Dist. Comm,Commercial PV - Class 2,capital,central,1763,1720,1637,1554,1471,1388,1305,1222,1139,1057,974,891,880,870,859,849,839,828,818,808,797,787,777,766,756,746,735,725,715,704,694,684
Solar - PV Dist. Comm,Commercial PV - Class 2,capital,low tech,1763,1720,1692,1663,1635,1606,1578,1549,1521,1492,1464,1435,1408,1381,1354,1326,1299,1272,1245,1217,1190,1163,1136,1108,1081,1054,1027,999,972,945,918,891
Solar - PV Dist. Comm,Commercial PV - Class 1,capital,adv tech,1763,1720,1617,1513,1409,1306,1202,1098,995,891,787,684,675,666,657,648,640,631,622,613,604,596,587,578,569,560,551,543,534,525,516,507
Solar - PV Dist. Comm,Commercial PV - Class 1,capital,central,1763,1720,1637,1554,1471,1388,1305,1222,1139,1057,974,891,880,870,859,849,839,828,818,808,797,787,777,766,756,746,735,725,715,704,694,684
Solar - PV Dist. Comm,Commercial PV - Class 1,capital,low tech,1763,1720,1692,1663,1635,1606,1578,1549,1521,1492,1464,1435,1408,1381,1354,1326,1299,1272,1245,1217,1190,1163,1136,1108,1081,1054,1027,999,972,945,918,891
Solar - PV Dist. Res,Residential PV - Class 10,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 10,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 10,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 9,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 9,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 9,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 8,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 8,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 8,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 7,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 7,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 7,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 6,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 6,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 6,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 5,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 5,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 5,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 4,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 4,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 4,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 3,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 3,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 3,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 2,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 2,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 2,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - PV Dist. Res,Residential PV - Class 1,capital,adv tech,2773,2710,2517,2324,2132,1939,1746,1553,1360,1167,974,781,770,758,746,734,722,710,698,686,674,663,651,639,627,615,603,591,579,567,556,544
Solar - PV Dist. Res,Residential PV - Class 1,capital,central,2773,2710,2540,2369,2198,2028,1857,1687,1516,1345,1175,1004,993,982,971,960,948,937,926,915,904,893,882,871,859,848,837,826,815,804,793,781
Solar - PV Dist. Res,Residential PV - Class 1,capital,low tech,2773,2710,2665,2620,2574,2529,2484,2439,2393,2348,2303,2258,2195,2132,2070,2007,1944,1882,1819,1756,1694,1631,1568,1506,1443,1380,1317,1255,1192,1129,1067,1004
Solar - CSP,10hrs TES - Class 7,capital,adv tech,6507,6214,5922,5629,5336,5044,4751,4458,4166,3873,3580,3288,3255,3222,3189,3157,3124,3091,3058,3026,2993,2960,2927,2894,2862,2829,2796,2763,2731,2698,2665,2632
Solar - CSP,10hrs TES - Class 7,capital,central,6507,6307,6052,5776,5526,5302,5101,4923,4765,4628,4510,4409,4324,4253,4197,4152,4119,4095,4080,4071,4069,4067,4064,4062,4059,4057,4055,4052,4050,4047,4045,4043
Solar - CSP,10hrs TES - Class 7,capital,low tech,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507
Solar - CSP,10hrs TES - Class 3,capital,adv tech,6507,6214,5922,5629,5336,5044,4751,4458,4166,3873,3580,3288,3255,3222,3189,3157,3124,3091,3058,3026,2993,2960,2927,2894,2862,2829,2796,2763,2731,2698,2665,2632
Solar - CSP,10hrs TES - Class 3,capital,central,6507,6307,6052,5776,5526,5302,5101,4923,4765,4628,4510,4409,4324,4253,4197,4152,4119,4095,4080,4071,4069,4067,4064,4062,4059,4057,4055,4052,4050,4047,4045,4043
Solar - CSP,10hrs TES - Class 3,capital,low tech,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507
Solar - CSP,10hrs TES - Class 2,capital,adv tech,6507,6214,5922,5629,5336,5044,4751,4458,4166,3873,3580,3288,3255,3222,3189,3157,3124,3091,3058,3026,2993,2960,2927,2894,2862,2829,2796,2763,2731,2698,2665,2632
Solar - CSP,10hrs TES - Class 2,capital,central,6507,6307,6052,5776,5526,5302,5101,4923,4765,4628,4510,4409,4324,4253,4197,4152,4119,4095,4080,4071,4069,4067,4064,4062,4059,4057,4055,4052,4050,4047,4045,4043
Solar - CSP,10hrs TES - Class 2,capital,low tech,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507,6507
Geothermal,Hydro / Flash,capital,adv tech,4498,4407,4317,4226,4136,4046,3955,3865,3774,3684,3593,3503,3485,3468,3450,3433,3416,3399,3382,3365,3348,3331,3315,3298,3282,3265,3249,3233,3217,3201,3185,3169
Geothermal,Hydro / Flash,capital,central,4498,4440,4381,4323,4265,4206,4148,4090,4032,3973,3915,3857,3837,3818,3799,3780,3761,3742,3724,3705,3687,3668,3650,3632,3613,3595,3577,3559,3542,3524,3506,3489
Geothermal,Hydro / Flash,capital,low tech,4498,4475,4453,4431,4409,4387,4365,4343,4321,4300,4278,4257,4235,4214,4193,4172,4151,4131,4110,4089,4069,4049,4028,4008,3988,3968,3948,3929,3909,3889,3870,3851
Geothermal,Hydro / Binary,capital,adv tech,5760,5665,5570,5475,5379,5284,5189,5094,4999,4904,4808,4713,4690,4666,4643,4620,4597,4574,4551,4528,4505,4483,4460,4438,4416,4394,4372,4350,4328,4307,4285,4264
Geothermal,Hydro / Binary,capital,central,5760,5706,5651,5596,5542,5487,5433,5378,5324,5269,5215,5160,5134,5109,5083,5058,5033,5007,4982,4957,4933,4908,4883,4859,4835,4811,4787,4763,4739,4715,4692,4668
Geothermal,Hydro / Binary,capital,low tech,5760,5731,5703,5674,5646,5617,5589,5561,5534,5506,5478,5451,5424,5397,5370,5343,5316,5290,5263,5237,5211,5185,5159,5133,5107,5082,5056,5031,5006,4981,4956,4931
Geothermal,NF EGS / Flash,capital,adv tech,13940,13008,12077,11145,10213,9281,8349,7417,6485,5553,4621,3689,3671,3653,3634,3616,3598,3580,3562,3544,3527,3509,3492,3474,3457,3439,3422,3405,3388,3371,3354,3338
Geothermal,NF EGS / Flash,capital,central,13940,13547,13159,12765,12371,11977,11583,11190,10796,10402,10008,9609,9561,9513,9466,9418,9371,9324,9278,9231,9185,9139,9094,9048,9003,8958,8913,8868,8824,8780,8736,8692
Geothermal,NF EGS / Flash,capital,low tech,13940,13871,13801,13732,13664,13595,13527,13460,13392,13325,13259,13192,13126,13061,12996,12931,12866,12802,12738,12674,12611,12547,12485,12422,12360,12298,12237,12176,12115,12054,11994,11934
Geothermal,NF EGS / Binary,capital,adv tech,32147,29747,27348,24948,22549,20149,17749,15350,12950,10550,8151,5751,5723,5694,5666,5637,5609,5581,5553,5525,5498,5470,5443,5416,5389,5362,5335,5308,5282,5255,5229,5203
Geothermal,NF EGS / Binary,capital,central,32147,31474,30800,30127,29454,28780,28107,27434,26760,26087,25414,24741,24617,24494,24371,24249,24128,24008,23887,23768,23649,23531,23413,23296,23180,23064,22949,22834,22720,22606,22493,22381
Geothermal,NF EGS / Binary,capital,low tech,32147,31986,31826,31667,31509,31351,31195,31039,30883,30729,30575,30422,30270,30119,29968,29819,29669,29521,29374,29227,29081,28935,28790,28647,28503,28361,28219,28078,27937,27798,27659,27520
Geothermal,Deep EGS / Flash,capital,adv tech,13940,13008,12077,11145,10213,9281,8349,7417,6485,5553,4621,3689,3671,3653,3634,3616,3598,3580,3562,3544,3527,3509,3492,3474,3457,3439,3422,3405,3388,3371,3354,3338
Geothermal,Deep EGS / Flash,capital,central,13940,13547,13159,12765,12371,11977,11583,11190,10796,10402,10008,9609,9561,9513,9465,9418,9371,9324,9277,9231,9185,9139,9093,9048,9003,8957,8913,8868,8824,8780,8736,8692
Geothermal,Deep EGS / Flash,capital,low tech,13940,13871,13801,13732,13664,13595,13527,13460,13392,13325,13259,13192,13126,13061,12996,12931,12866,12802,12738,12674,12611,12547,12485,12422,12360,12298,12237,12176,12115,12054,11994,11934
Geothermal,Deep EGS / Binary,capital,adv tech,32147,29747,27348,24948,22549,20149,17749,15350,12950,10550,8151,5751,5723,5694,5666,5637,5609,5581,5553,5525,5498,5470,5443,5416,5389,5362,5335,5308,5282,5255,5229,5203
Geothermal,Deep EGS / Binary,capital,central,32147,31474,30800,30127,29454,28780,28107,27434,26760,26087,25414,24741,24617,24494,24371,24249,24128,24008,23887,23768,23649,23531,23413,23296,23180,23064,22949,22834,22720,22606,22493,22381
Geothermal,Deep EGS / Binary,capital,low tech,32147,31986,31826,31667,31509,31351,31195,31039,30883,30729,30575,30422,30270,30119,29968,29819,29669,29521,29374,29227,29081,28935,28790,28647,28503,28361,28219,28078,27937,27798,27659,27520
Hydropower,NPD 1,capital,adv tech,2419,2419,2419,2419,2419,2419,2419,2394,2370,2346,2322,2298,2277,2256,2235,2214,2194,2173,2152,2131,2110,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090
Hydropower,NPD 1,capital,central,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322
Hydropower,NPD 1,capital,low tech,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419
Hydropower,NPD 2,capital,adv tech,5181,5181,5181,5181,5181,5181,5181,4665,4148,3632,3115,2598,2575,2551,2528,2504,2481,2457,2434,2410,2387,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363
Hydropower,NPD 2,capital,central,5181,5181,5181,5181,5181,5181,5181,4937,4692,4447,4203,3958,3714,3469,3224,2980,2735,2735,2735,2735,2735,2626,2626,2626,2626,2626,2626,2626,2626,2626,2626,2626
Hydropower,NPD 2,capital,low tech,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181,5181
Hydropower,NPD 3,capital,adv tech,5140,5140,5140,5140,5140,5140,5140,4669,4198,3727,3255,2784,2759,2734,2709,2683,2658,2633,2608,2583,2557,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532,2532
Hydropower,NPD 3,capital,central,5140,5140,5140,5140,5140,5140,5140,4919,4698,4477,4256,4035,3815,3594,3373,3152,2931,2931,2931,2931,2931,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814
Hydropower,NPD 3,capital,low tech,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,5140
Hydropower,NPD 4,capital,adv tech,11625,11625,11625,11625,11625,11625,11625,10681,9737,8794,7850,6906,6844,6781,6719,6656,6594,6531,6469,6406,6344,6281,6281,6281,6281,6281,6281,6281,6281,6281,6281,6281
Hydropower,NPD 4,capital,central,11625,11625,11625,11625,11625,11625,11625,11189,10754,10318,9883,9447,9012,8576,8141,7705,7270,7270,7270,7270,7270,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979
Hydropower,NPD 4,capital,low tech,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625
Hydropower,NPD 5,capital,adv tech,3961,3961,3961,3961,3961,3961,3961,4029,4098,4166,4234,4303,4264,4225,4186,4147,4108,4069,4030,3991,3952,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913
Hydropower,NPD 5,capital,central,3961,3961,3961,3961,3961,3961,3961,4018,4075,4132,4188,4245,4302,4359,4416,4472,4529,4529,4529,4529,4529,4348,4348,4348,4348,4348,4348,4348,4348,4348,4348,4348
Hydropower,NPD 5,capital,low tech,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961
Hydropower,NPD 6,capital,adv tech,6459,6459,6459,6459,6459,6459,6459,6570,6682,6793,6904,7016,6952,6889,6825,6762,6698,6635,6571,6508,6444,6381,6381,6381,6381,6381,6381,6381,6381,6381,6381,6381
Hydropower,NPD 6,capital,central,6459,6459,6459,6459,6459,6459,6459,6551,6644,6737,6829,6922,7015,7107,7200,7292,7385,7385,7385,7385,7385,7090,7090,7090,7090,7090,7090,7090,7090,7090,7090,7090
Hydropower,NPD 6,capital,low tech,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459
Hydropower,NPD 7,capital,adv tech,11170,11170,11170,11170,11170,11170,11170,10795,10419,10044,9668,9293,9209,9125,9040,8956,8872,8788,8704,8620,8536,8452,8452,8452,8452,8452,8452,8452,8452,8452,8452,8452
Hydropower,NPD 7,capital,central,11170,11170,11170,11170,11170,11170,11170,11031,10893,10754,10615,10476,10337,10198,10060,9921,9782,9782,9782,9782,9782,9391,9391,9391,9391,9391,9391,9391,9391,9391,9391,9391
Hydropower,NPD 7,capital,low tech,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170,11170
Hydropower,NPD 8,capital,adv tech,15299,15299,15299,15299,15299,15299,15299,15077,14855,14633,14410,14188,14060,13931,13803,13674,13546,13418,13289,13161,13032,12904,12904,12904,12904,12904,12904,12904,12904,12904,12904,12904
Hydropower,NPD 8,capital,central,15299,15299,15299,15299,15299,15299,15299,15263,15226,15190,15154,15117,15081,15044,15008,14971,14935,14935,14935,14935,14935,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338,14338
Hydropower,NPD 8,capital,low tech,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299,15299
Coal,Coal-new-AvgCF,capital,adv tech,2607,2599,2591,2583,2566,2566,2537,2495,2454,2413,2370,2326,2285,2240,2194,2179,2164,2148,2132,2118,2104,2089,2072,2058,2044,2030,2017,2003,1987,1971,1956,1921
Coal,Coal-new-AvgCF,capital,central,2607,2599,2591,2583,2566,2566,2551,2524,2497,2469,2441,2410,2383,2351,2318,2302,2286,2269,2253,2237,2223,2207,2189,2174,2159,2144,2131,2116,2099,2082,2066,2030
Coal,Coal-new-AvgCF,capital,low tech,2607,2599,2591,2583,2566,2566,2566,2552,2540,2526,2512,2495,2480,2462,2442,2425,2408,2390,2373,2357,2341,2324,2306,2290,2274,2258,2245,2228,2211,2193,2176,2138
Coal,Coal-new-HighCF,capital,adv tech,2607,2599,2591,2583,2566,2566,2537,2495,2454,2413,2370,2326,2285,2240,2194,2179,2164,2148,2132,2118,2104,2089,2072,2058,2044,2030,2017,2003,1987,1971,1956,1921
Coal,Coal-new-HighCF,capital,central,2607,2599,2591,2583,2566,2566,2551,2524,2497,2469,2441,2410,2383,2351,2318,2302,2286,2269,2253,2237,2223,2207,2189,2174,2159,2144,2131,2116,2099,2082,2066,2030
Coal,Coal-new-HighCF,capital,low tech,2607,2599,2591,2583,2566,2566,2566,2552,2540,2526,2512,2495,2480,2462,2442,2425,2408,2390,2373,2357,2341,2324,2306,2290,2274,2258,2245,2228,2211,2193,2176,2138
Coal,Coal-IGCC-AvgCF,capital,adv tech,4734,4692,4650,4608,4526,4484,4459,4434,4409,4387,4356,4336,4318,4294,4275,4257,4236,4216,4197,4183,4167,4152,4140,4120,4111,4091,4081,4063,4048,4034,4019,3973
Coal,Coal-IGCC-AvgCF,capital,central,4734,4692,4650,4608,4526,4484,4459,4434,4409,4387,4356,4336,4318,4294,4275,4257,4236,4216,4197,4183,4167,4152,4140,4120,4111,4091,4081,4063,4048,4034,4019,3973
Coal,Coal-IGCC-AvgCF,capital,low tech,4734,4692,4650,4608,4526,4484,4459,4434,4409,4387,4356,4336,4318,4294,4275,4257,4236,4216,4197,4183,4167,4152,4140,4120,4111,4091,4081,4063,4048,4034,4019,3973
Coal,Coal-IGCC-HighCF,capital,adv tech,4734,4692,4650,4608,4526,4484,4459,4434,4409,4387,4356,4336,4318,4294,4275,4257,4236,4216,4197,4183,4167,4152,4140,4120,4111,4091,4081,4063,4048,4034,4019,3973
Coal,Coal-IGCC-HighCF,capital,central,4734,4692,4650,4608,4526,4484,4459,4434,4409,4387,4356,4336,4318,4294,4275,4257,4236,4216,4197,4183,4167,4152,4140,4120,4111,4091,4081,4063,4048,4034,4019,3973
Coal,Coal-IGCC-HighCF,capital,low tech,4734,4692,4650,4608,4526,4484,4459,4434,4409,4387,4356,4336,4318,4294,4275,4257,4236,4216,4197,4183,4167,4152,4140,4120,4111,4091,4081,4063,4048,4034,4019,3973
Coal,Coal-CCS 36%-AvgCF,capital,adv tech,3568,3555,3542,3516,3513,3511,3413,3317,3221,3124,3025,2931,2833,2734,2640,2541,2441,2344,2248,2155,2138,2119,2102,2086,2070,2056,2039,2021,2003,1986,1969,1952
Coal,Coal-CCS 36%-AvgCF,capital,central,3568,3555,3542,3516,3513,3511,3452,3394,3335,3276,3214,3156,3092,3028,2969,2906,2843,2781,2721,2663,2641,2618,2598,2578,2558,2540,2519,2497,2475,2454,2433,2412
Coal,Coal-CCS 36%-AvgCF,capital,low tech,3568,3555,3542,3516,3513,3511,3490,3471,3450,3428,3402,3380,3352,3323,3297,3272,3245,3219,3194,3171,3145,3117,3093,3070,3046,3024,3000,2974,2947,2921,2897,2872
Coal,Coal-CCS 90%-AvgCF,capital,adv tech,4698,4678,4658,4637,4601,4594,4486,4356,4228,4100,3972,3841,3717,3587,3457,3324,3193,3062,2934,2810,2787,2762,2735,2712,2688,2665,2644,2620,2595,2571,2547,2523
Coal,Coal-CCS 90%-AvgCF,capital,central,4698,4678,4658,4637,4601,4594,4537,4457,4379,4300,4219,4136,4057,3973,3887,3803,3719,3634,3552,3472,3443,3413,3380,3351,3322,3293,3267,3238,3206,3177,3147,3118
Coal,Coal-CCS 90%-AvgCF,capital,low tech,4698,4678,4658,4637,4601,4594,4588,4558,4529,4499,4467,4430,4398,4359,4317,4281,4245,4206,4169,4134,4100,4063,4024,3989,3955,3921,3890,3855,3818,3783,3748,3713
Coal,Coal-CCS 36%-HighCF,capital,adv tech,3568,3555,3542,3516,3513,3511,3413,3317,3221,3124,3025,2931,2833,2734,2640,2541,2441,2344,2248,2155,2138,2119,2102,2086,2070,2056,2039,2021,2003,1986,1969,1952
Coal,Coal-CCS 36%-HighCF,capital,central,3568,3555,3542,3516,3513,3511,3452,3394,3335,3276,3214,3156,3092,3028,2969,2906,2843,2781,2721,2663,2641,2618,2598,2578,2558,2540,2519,2497,2475,2454,2433,2412
Coal,Coal-CCS 36%-HighCF,capital,low tech,3568,3555,3542,3516,3513,3511,3490,3471,3450,3428,3402,3380,3352,3323,3297,3272,3245,3219,3194,3171,3145,3117,3093,3070,3046,3024,3000,2974,2947,2921,2897,2872
Coal,Coal-CCS 90%-HighCF,capital,adv tech,4698,4678,4658,4637,4601,4594,4486,4356,4228,4100,3972,3841,3717,3587,3457,3324,3193,3062,2934,2810,2787,2762,2735,2712,2688,2665,2644,2620,2595,2571,2547,2523
Coal,Coal-CCS 90%-HighCF,capital,central,4698,4678,4658,4637,4601,4594,4537,4457,4379,4300,4219,4136,4057,3973,3887,3803,3719,3634,3552,3472,3443,3413,3380,3351,3322,3293,3267,3238,3206,3177,3147,3118
Coal,Coal-CCS 90%-HighCF,capital,low tech,4698,4678,4658,4637,4601,4594,4588,4558,4529,4499,4467,4430,4398,4359,4317,4281,4245,4206,4169,4134,4100,4063,4024,3989,3955,3921,3890,3855,3818,3783,3748,3713
Natural Gas,Gas-CT-AvgCF,capital,adv tech,854,846,838,834,817,808,805,799,787,781,776,772,769,764,759,755,751,746,742,738,735,730,726,722,718,714,711,707,703,699,694,686
Natural Gas,Gas-CT-AvgCF,capital,central,854,846,838,834,817,808,805,799,787,781,776,772,769,764,759,755,751,746,742,738,735,730,726,722,718,714,711,707,703,699,694,686
Natural Gas,Gas-CT-AvgCF,capital,low tech,854,846,838,834,817,808,805,799,787,781,776,772,769,764,759,755,751,746,742,738,735,730,726,722,718,714,711,707,703,699,694,686
Natural Gas,Gas-CT-HighCF,capital,adv tech,854,846,838,834,817,808,805,799,787,781,776,772,769,764,759,755,751,746,742,738,735,730,726,722,718,714,711,707,703,699,694,686
