# ../aglu-data/LDS//Water_footprint_m3.csv
# Written by LA000.LDS_names.R
# Thu Mar 17 17:34:28 2016
# "  "
# "  "
"iso","GLU","GTAP_crop","water_type","value"
"arg",206,"Rapeseed","green",1324741
"bra",206,"Rapeseed","green",56078808
"arg",207,"Rapeseed","green",21739
"chl",207,"Rapeseed","green",4611010
"aus",208,"Rapeseed","green",1626732672
"arg",209,"Rapeseed","green",14970796
"arg",210,"Rapeseed","green",17766342
"aus",211,"Rapeseed","green",23016
"arg",212,"Rapeseed","green",198444
"arg",213,"Rapeseed","green",25305
"arg",215,"Rapeseed","green",2318
"mex",217,"Rapeseed","green",3377
"usa",218,"Rapeseed","green",1719049
"mex",221,"Rapeseed","green",28923
"can",223,"Rapeseed","green",97814512
"usa",223,"Rapeseed","green",424226944
"can",227,"Rapeseed","green",99481272
"can",229,"Rapeseed","green",3802323
"usa",229,"Rapeseed","green",34806156
"mex",231,"Rapeseed","green",615262
"can",232,"Rapeseed","green",562809
"usa",232,"Rapeseed","green",2880073
"ind",235,"Rapeseed","green",121335152
"rus",18,"Rice","green",69706424
"chn",37,"Rice","green",99707912
"prk",37,"Rice","green",99986672
"rus",37,"Rice","green",91040
"ukr",39,"Rice","green",24382748
"chn",42,"Rice","green",280310912
"kaz",42,"Rice","green",21274
"chn",43,"Rice","green",2320692736
"rus",43,"Rice","green",68426760
"fra",44,"Rice","green",16647
"rus",45,"Rice","green",172141168
"rus",47,"Rice","green",19884062
"ukr",47,"Rice","green",23396016
"rus",48,"Rice","green",3819020
"ita",50,"Rice","green",21162282
"jpn",51,"Rice","green",6591289856
"afg",52,"Rice","green",20125610
"irn",52,"Rice","green",157349312
"tkm",52,"Rice","green",50877956
"uzb",52,"Rice","green",4142671
"rus",53,"Rice","green",35417204
"ukr",53,"Rice","green",447158
"bgr",54,"Rice","green",916517
"hun",54,"Rice","green",7172850
"ita",54,"Rice","green",15325
"rom",54,"Rice","green",6138430
"ukr",54,"Rice","green",1434624
"bgr",55,"Rice","green",9338293
"grc",55,"Rice","green",43832236
"mkd",55,"Rice","green",5364637
"tur",55,"Rice","green",57374528
"chn",56,"Rice","green",5919758
"rus",56,"Rice","green",2207697
"ita",57,"Rice","green",779835264
"afg",58,"Rice","green",36236612
"kaz",58,"Rice","green",26103826
"kgz",58,"Rice","green",176661
"tjk",58,"Rice","green",14033455
"tkm",58,"Rice","green",18506372
"uzb",58,"Rice","green",69157104
"ita",59,"Rice","green",813545
"prt",60,"Rice","green",17104522
"esp",61,"Rice","green",2327854
"fra",61,"Rice","green",14878355
"ita",61,"Rice","green",86584
"fra",62,"Rice","green",38169464
"ita",62,"Rice","green",29681
"ita",63,"Rice","green",5977161
"esp",64,"Rice","green",33299
"fra",64,"Rice","green",2618330
"kor",65,"Rice","green",4898955264
"prk",65,"Rice","green",2186885120
"chn",66,"Rice","green",1899214720
"prk",66,"Rice","green",370959648
"esp",67,"Rice","green",78911952
"fra",67,"Rice","green",1461
"chn",68,"Rice","green",169052304
"kaz",68,"Rice","green",3294887
"kgz",68,"Rice","green",1097728
"ita",69,"Rice","green",28198
"tur",70,"Rice","green",48387040
"esp",71,"Rice","green",9974525
"prt",71,"Rice","green",27567810
"aze",72,"Rice","green",4414704
"irn",72,"Rice","green",202985088
"rus",72,"Rice","green",251655
"tur",72,"Rice","green",3346
"esp",73,"Rice","green",98891800
"fra",73,"Rice","green",52193
"esp",74,"Rice","green",29424
"prt",74,"Rice","green",1812652
"egy",75,"Rice","green",1428767
"tur",75,"Rice","green",5260474
"kaz",76,"Rice","green",56916248
"kgz",76,"Rice","green",6761979
"tjk",76,"Rice","green",3752043
"uzb",76,"Rice","green",47056224
"chn",77,"Rice","green",2267431424
"chn",78,"Rice","green",23304261632
"chn",79,"Rice","green",1404332800
"dza",80,"Rice","green",429078
"mar",80,"Rice","green",453290
"esp",81,"Rice","green",24899392
"prt",81,"Rice","green",3689655
"irn",82,"Rice","green",73390384
"esp",83,"Rice","green",66840004
"irn",84,"Rice","green",63016348
"irq",84,"Rice","green",53315080
"syr",84,"Rice","green",2732
"tur",84,"Rice","green",1920361
"chn",85,"Rice","green",528715968
"kgz",85,"Rice","green",527398
"mar",86,"Rice","green",8942359
"mrt",86,"Rice","green",1867089
"bdi",87,"Rice","green",7495948
"caf",87,"Rice","green",49611
"cod",87,"Rice","green",158222352
"egy",87,"Rice","green",331821152
"eri",87,"Rice","green",6159
"eth",87,"Rice","green",10025001
"ken",87,"Rice","green",42042780
"rwa",87,"Rice","green",17622756
"sdn",87,"Rice","green",16894742
"tza",87,"Rice","green",213919296
"uga",87,"Rice","green",223509200
"irn",88,"Rice","green",21827504
"afg",89,"Rice","green",36224164
"ind",89,"Rice","green",6152123904
"pak",89,"Rice","green",4067782400
"afg",90,"Rice","green",7581056
"irn",90,"Rice","green",17481
"mex",96,"Rice","green",21757718
"afg",97,"Rice","green",34454048
"irn",97,"Rice","green",93919
"pak",97,"Rice","green",41362
"eth",100,"Rice","green",3496
"sdn",100,"Rice","green",36677
"som",100,"Rice","green",245699
"cub",101,"Rice","green",1021510080
"dom",101,"Rice","green",449103008
"hti",101,"Rice","green",203102048
"jam",101,"Rice","green",62900
"pak",102,"Rice","green",12203231
"jpn",103,"Rice","green",372038
"pak",104,"Rice","green",22364816
"mex",105,"Rice","green",356111
"chn",106,"Rice","green",56593264640
"ind",107,"Rice","green",7238307328
"pak",107,"Rice","green",613796288
"chn",108,"Rice","green",8022922752
"vnm",108,"Rice","green",247267248
"chn",109,"Rice","green",973989696
"lao",109,"Rice","green",13917781
"vnm",109,"Rice","green",7823790080
"bgd",110,"Rice","green",44279767040
"btn",110,"Rice","green",155550192
"chn",110,"Rice","green",41609
"ind",110,"Rice","green",73539592192
"mmr",110,"Rice","green",4750243
"npl",110,"Rice","green",7168221696
"blz",111,"Rice","green",17728680
"gtm",111,"Rice","green",19929708
"hnd",111,"Rice","green",273221
"mex",111,"Rice","green",18219502
"chn",112,"Rice","green",2338062336
"vnm",112,"Rice","green",150369536
"ind",113,"Rice","green",785156608
"mex",115,"Rice","green",62317924
"bgd",116,"Rice","green",2412185344
"ind",116,"Rice","green",147080720
"mmr",116,"Rice","green",3011657472
"ind",117,"Rice","green",707991488
"ind",118,"Rice","green",12235200512
"phl",119,"Rice","green",24470145024
"ind",120,"Rice","green",5771949056
"ind",122,"Rice","green",16746424320
"ind",123,"Rice","green",13320564736
"chn",124,"Rice","green",550469504
"chn",125,"Rice","green",1100562560
"khm",125,"Rice","green",7683249152
"lao",125,"Rice","green",3325516288
"mmr",125,"Rice","green",521208480
"tha",125,"Rice","green",19042967552
"vnm",125,"Rice","green",13365267456
"khm",126,"Rice","green",1613312640
"lao",126,"Rice","green",195761472
"vnm",126,"Rice","green",11093498880
"chn",127,"Rice","green",350734528
"mmr",127,"Rice","green",2354395648
"tha",127,"Rice","green",171274208
"ind",128,"Rice","green",4514407424
"ind",129,"Rice","green",5233396224
"mex",130,"Rice","green",48924404
"mex",131,"Rice","green",21084470
"mex",132,"Rice","green",18036214
"blz",133,"Rice","green",102174
"gtm",133,"Rice","green",11411232
"mex",133,"Rice","green",105541352
"mex",134,"Rice","green",111318000
"cri",135,"Rice","green",262489808
"gtm",135,"Rice","green",42763944
"hnd",135,"Rice","green",42664876
"mex",135,"Rice","green",377569
"nic",135,"Rice","green",376129504
"pan",135,"Rice","green",354632992
"slv",135,"Rice","green",49293256
"mex",136,"Rice","green",8730233
"chn",137,"Rice","green",539602176
"ind",137,"Rice","green",500947680
"mmr",137,"Rice","green",22390419456
"mmr",138,"Rice","green",11250970624
"idn",139,"Rice","green",842250
"mmr",139,"Rice","green",1954986112
"mys",139,"Rice","green",3384670976
"tha",139,"Rice","green",5246297088
"ind",140,"Rice","green",14722385920
"ben",142,"Rice","green",19752288
"bfa",142,"Rice","green",62025576
"civ",142,"Rice","green",1770758144
"gha",142,"Rice","green",83470200
"gin",142,"Rice","green",3041651968
"gmb",142,"Rice","green",63807056
"gnb",142,"Rice","green",309742976
"lbr",142,"Rice","green",775190272
"mli",142,"Rice","green",2852896
"nga",142,"Rice","green",914176640
"sen",142,"Rice","green",123482000
"sle",142,"Rice","green",2361425920
"tgo",142,"Rice","green",87614576
"col",143,"Rice","green",221843184
"pan",143,"Rice","green",4579506
"tto",143,"Rice","green",8718238
"ven",143,"Rice","green",87431488
"dza",144,"Rice","green",27252
"egy",144,"Rice","green",948581
"mli",144,"Rice","green",1518577
"sdn",144,"Rice","green",382
"ind",145,"Rice","green",3293036288
"lao",146,"Rice","green",6347420
"mmr",146,"Rice","green",452291
"tha",146,"Rice","green",18535178240
"ind",147,"Rice","green",2791502336
"khm",148,"Rice","green",666283584
"tha",148,"Rice","green",3940782080
"vnm",148,"Rice","green",17461032
"ben",149,"Rice","green",21763706
"bfa",149,"Rice","green",34920444
"civ",149,"Rice","green",171942064
"cmr",149,"Rice","green",41598040
"gin",149,"Rice","green",1111778560
"mli",149,"Rice","green",1542288512
"ner",149,"Rice","green",82933736
"nga",149,"Rice","green",7076953088
"sle",149,"Rice","green",13491458
"tcd",149,"Rice","green",212216496
"caf",151,"Rice","green",2328472
"cmr",151,"Rice","green",39984156
"nga",151,"Rice","green",1458943744
"sdn",151,"Rice","green",632112
"tcd",151,"Rice","green",242911616
"gin",152,"Rice","green",226475808
"mli",152,"Rice","green",45649068
"mrt",152,"Rice","green",41000432
"sen",152,"Rice","green",122293384
"ind",153,"Rice","green",3280007936
"lka",154,"Rice","green",3450777088
"ind",155,"Rice","green",3040985088
"bol",156,"Rice","green",423715328
"bra",156,"Rice","green",2907830272
"col",156,"Rice","green",478955872
"ecu",156,"Rice","green",289798080
"guy",156,"Rice","green",5
"per",156,"Rice","green",612508544
"sur",156,"Rice","green",189
"ven",156,"Rice","green",584377728
"col",157,"Rice","green",128477656
"ecu",157,"Rice","green",1431368064
"pan",157,"Rice","green",40385764
"per",157,"Rice","green",877115
"idn",158,"Rice","green",47010352
"tls",158,"Rice","green",975291
"brn",159,"Rice","green",3762592
"idn",159,"Rice","green",39481072
"mys",159,"Rice","green",1577884160
"ben",160,"Rice","green",41874304
"bfa",160,"Rice","green",126816736
"civ",160,"Rice","green",83030112
"gha",160,"Rice","green",440912192
"mli",160,"Rice","green",7038322
"tgo",160,"Rice","green",88710176
"bra",161,"Rice","green",5272803
"guf",161,"Rice","green",58657820
"guy",161,"Rice","green",674732672
"sur",161,"Rice","green",172719648
"ven",161,"Rice","green",2697
"caf",162,"Rice","green",50633
"cmr",162,"Rice","green",44481332
"cod",162,"Rice","green",5365373
"cog",162,"Rice","green",1475265
"gab",162,"Rice","green",1844141
"nga",162,"Rice","green",2924116224
"idn",163,"Rice","green",19740694528
"idn",164,"Rice","green",3605431808
"idn",165,"Rice","green",7961625088
"mys",165,"Rice","green",56075156
"col",166,"Rice","green",1819236608
"ven",166,"Rice","green",4737
"idn",167,"Rice","green",36288568
"png",167,"Rice","green",144188
"bra",168,"Rice","green",6997398
"arg",169,"Rice","green",17725
"chl",169,"Rice","green",24208550
"eth",170,"Rice","green",6280260
"ken",170,"Rice","green",2187
"som",170,"Rice","green",2061842
"ken",171,"Rice","green",4943
"moz",171,"Rice","green",535351424
"mwi",171,"Rice","green",26594666
"tza",171,"Rice","green",1263687040
"bra",172,"Rice","green",1796737920
"png",173,"Rice","green",521102
"bra",174,"Rice","green",2390471936
"idn",175,"Rice","green",44994347008
"tls",175,"Rice","green",131737648
"mdg",177,"Rice","green",6883090432
"png",178,"Rice","green",243685
"eth",179,"Rice","green",14464249
"ken",179,"Rice","green",9175878
"sdn",179,"Rice","green",74350
"som",179,"Rice","green",28
"tza",179,"Rice","green",363931808
"uga",179,"Rice","green",1228293
"zmb",179,"Rice","green",18792
"chl",180,"Rice","green",139
"ecu",180,"Rice","green",92330184
"per",180,"Rice","green",275550880
"idn",181,"Rice","green",36325
"png",181,"Rice","green",311647
"bdi",183,"Rice","green",29548754
"caf",183,"Rice","green",64505824
"cmr",183,"Rice","green",13491
"cod",183,"Rice","green",1466015744
"cog",183,"Rice","green",5385950
"rwa",183,"Rice","green",5114067
"sdn",183,"Rice","green",13935
"tza",183,"Rice","green",296565792
"uga",183,"Rice","green",1933441
"zmb",183,"Rice","green",13953160
"bra",186,"Rice","green",293712736
"bra",187,"Rice","green",1014465536
"moz",188,"Rice","green",156482800
"mwi",188,"Rice","green",228122096
"tza",188,"Rice","green",76389456
"zmb",188,"Rice","green",42407808
"zwe",188,"Rice","green",391829
"moz",190,"Rice","green",231049376
"zwe",190,"Rice","green",717717
"bra",192,"Rice","green",464162560
"zaf",194,"Rice","green",2311295
"bra",195,"Rice","green",5468075008
"ury",195,"Rice","green",416024128
"zwe",197,"Rice","green",111
"moz",198,"Rice","green",13357723
"swz",198,"Rice","green",202686
"zaf",198,"Rice","green",133999
"moz",199,"Rice","green",28356500
"zaf",199,"Rice","green",92395
"zwe",199,"Rice","green",37841
"bol",200,"Rice","green",34977328
"chl",200,"Rice","green",2749
"per",200,"Rice","green",43755144
"zaf",204,"Rice","green",74429
"arg",206,"Rice","green",1113415040
"bol",206,"Rice","green",243784240
"bra",206,"Rice","green",5649033728
"pry",206,"Rice","green",169802864
"ury",206,"Rice","green",391205056
"chl",207,"Rice","green",2146966
"aus",208,"Rice","green",260905248
"arg",212,"Rice","green",94603
"chl",212,"Rice","green",165
"usa",217,"Rice","green",143043200
"usa",218,"Rice","green",766284
"usa",219,"Rice","green",3049244416
"usa",224,"Rice","green",437375136
"usa",225,"Rice","green",207988512
"usa",226,"Rice","green",27792650
"ind",235,"Rice","green",2132348928
"rus",4,"Sorghum","green",26308
"rus",6,"Sorghum","green",47161
"rus",8,"Sorghum","green",749
"rus",9,"Sorghum","green",94809
"rus",13,"Sorghum","green",7714
"rus",14,"Sorghum","green",332587
"rus",17,"Sorghum","green",796133
"kaz",18,"Sorghum","green",2
"rus",18,"Sorghum","green",32948596
"rus",20,"Sorghum","green",155461
"rus",22,"Sorghum","green",441166
"rus",25,"Sorghum","green",169873
"svk",30,"Sorghum","green",18830
"ukr",30,"Sorghum","green",727092
"fra",32,"Sorghum","green",6907144
"rus",33,"Sorghum","green",168093
"rus",35,"Sorghum","green",70813
"fra",36,"Sorghum","green",2616375
"chn",37,"Sorghum","green",1936881
"prk",37,"Sorghum","green",1433372
"rus",37,"Sorghum","green",95986
"kaz",38,"Sorghum","green",6561
"rus",38,"Sorghum","green",4354985
"rus",39,"Sorghum","green",3406470
"ukr",39,"Sorghum","green",25281346
"esp",41,"Sorghum","green",1937
"fra",41,"Sorghum","green",39135004
"chn",42,"Sorghum","green",43889596
"kaz",42,"Sorghum","green",10284
"rus",42,"Sorghum","green",43438
"chn",43,"Sorghum","green",659611008
"rus",43,"Sorghum","green",3203045
"fra",44,"Sorghum","green",39246140
"aze",45,"Sorghum","green",112
"kaz",45,"Sorghum","green",3969
"rus",45,"Sorghum","green",3267406
"fra",46,"Sorghum","green",30624436
"mda",47,"Sorghum","green",176274
"rus",47,"Sorghum","green",4026032
"ukr",47,"Sorghum","green",15925241
"rus",48,"Sorghum","green",4239220
"mda",49,"Sorghum","green",2406634
"ukr",49,"Sorghum","green",4253114
"ita",50,"Sorghum","green",29957568
"uzb",52,"Sorghum","green",384958
"rus",53,"Sorghum","green",19541688
"ukr",53,"Sorghum","green",4938885
"bgr",54,"Sorghum","green",6686608
"hrv",54,"Sorghum","green",311314
"hun",54,"Sorghum","green",16047259
"ita",54,"Sorghum","green",277316
"mda",54,"Sorghum","green",1524176
"rom",54,"Sorghum","green",17712542
"scg",54,"Sorghum","green",7684933
"svk",54,"Sorghum","green",666430
"ukr",54,"Sorghum","green",1439355
"bgr",55,"Sorghum","green",5144179
"grc",55,"Sorghum","green",2387997
"hrv",55,"Sorghum","green",185752
"ita",55,"Sorghum","green",632177
"mkd",55,"Sorghum","green",58506
"rom",55,"Sorghum","green",617011
"scg",55,"Sorghum","green",1127219
"chn",56,"Sorghum","green",140653
"kaz",56,"Sorghum","green",21511
"rus",56,"Sorghum","green",20913588
"ita",57,"Sorghum","green",45488036
"kaz",58,"Sorghum","green",21511
"kgz",58,"Sorghum","green",1889
"tjk",58,"Sorghum","green",290229
"uzb",58,"Sorghum","green",6548233
"ita",59,"Sorghum","green",26248820
"esp",60,"Sorghum","green",343680
"esp",61,"Sorghum","green",46193
"fra",61,"Sorghum","green",3496484
"fra",62,"Sorghum","green",16071899
"esp",63,"Sorghum","green",302460
"fra",63,"Sorghum","green",100658
"ita",63,"Sorghum","green",4798735
"esp",64,"Sorghum","green",5115
"fra",64,"Sorghum","green",21654438
"kor",65,"Sorghum","green",7688336
"prk",65,"Sorghum","green",33543474
"chn",66,"Sorghum","green",812437056
"prk",66,"Sorghum","green",5548942
"esp",67,"Sorghum","green",5169232
"chn",68,"Sorghum","green",2984617
"kaz",68,"Sorghum","green",150740
"kgz",68,"Sorghum","green",10693
"ita",69,"Sorghum","green",11483769
"rus",70,"Sorghum","green",412
"esp",71,"Sorghum","green",2656796
"aze",72,"Sorghum","green",78137
"rus",72,"Sorghum","green",1859
"esp",73,"Sorghum","green",5925870
"esp",74,"Sorghum","green",5778793
"grc",75,"Sorghum","green",4053
"isr",75,"Sorghum","green",3785893
"lbn",75,"Sorghum","green",1073976
"pse",75,"Sorghum","green",248480
"syr",75,"Sorghum","green",3027408
"kaz",76,"Sorghum","green",87401
"kgz",76,"Sorghum","green",59746
"rus",76,"Sorghum","green",118323
"tjk",76,"Sorghum","green",66260
"uzb",76,"Sorghum","green",4986840
"chn",77,"Sorghum","green",630315136
"chn",78,"Sorghum","green",187788688
"chn",79,"Sorghum","green",449306432
"dza",80,"Sorghum","green",529917
"mar",80,"Sorghum","green",3027594
"tun",80,"Sorghum","green",9693199
"esp",81,"Sorghum","green",4129465
"esp",83,"Sorghum","green",4317419
"irq",84,"Sorghum","green",10437700
"syr",84,"Sorghum","green",3784765
"chn",85,"Sorghum","green",2492659
"tjk",85,"Sorghum","green",68
"mar",86,"Sorghum","green",63085376
"mrt",86,"Sorghum","green",1028943
"bdi",87,"Sorghum","green",108148472
"caf",87,"Sorghum","green",358325
"cod",87,"Sorghum","green",863990
"egy",87,"Sorghum","green",167652960
"eri",87,"Sorghum","green",501332672
"eth",87,"Sorghum","green",4694120960
"ken",87,"Sorghum","green",94239616
"rwa",87,"Sorghum","green",438415904
"sdn",87,"Sorghum","green",21520683008
"tza",87,"Sorghum","green",525344224
"uga",87,"Sorghum","green",1116266112
"ind",89,"Sorghum","green",90569360
"pak",89,"Sorghum","green",630800576
"mex",91,"Sorghum","green",968304
"jor",93,"Sorghum","green",242
"sau",93,"Sorghum","green",151338144
"yem",93,"Sorghum","green",974896256
"omn",94,"Sorghum","green",4625475
"sau",94,"Sorghum","green",81755616
"yem",94,"Sorghum","green",5258321
"isr",95,"Sorghum","green",2600842
"jor",95,"Sorghum","green",321378
"lbn",95,"Sorghum","green",788356
"pse",95,"Sorghum","green",157202
"syr",95,"Sorghum","green",1035727
"mex",96,"Sorghum","green",557578816
"usa",96,"Sorghum","green",264934
"pak",97,"Sorghum","green",277818
"isr",98,"Sorghum","green",964
"jor",98,"Sorghum","green",3038
"jor",99,"Sorghum","green",8367
"lbn",99,"Sorghum","green",32376
"syr",99,"Sorghum","green",2278410
"eri",100,"Sorghum","green",197686416
"eth",100,"Sorghum","green",45492356
"sdn",100,"Sorghum","green",98757512
"som",100,"Sorghum","green",58618796
"yem",100,"Sorghum","green",38870472
"cub",101,"Sorghum","green",3818284
"dom",101,"Sorghum","green",16069798
"hti",101,"Sorghum","green",504085088
"pak",102,"Sorghum","green",3206120
"pak",104,"Sorghum","green",15860641
"mex",105,"Sorghum","green",1939363456
"chn",106,"Sorghum","green",367648928
"ind",107,"Sorghum","green",1597353984
"pak",107,"Sorghum","green",112136168
"chn",108,"Sorghum","green",7938397
"bgd",110,"Sorghum","green",2156115
"ind",110,"Sorghum","green",4704931840
"blz",111,"Sorghum","green",10688371
"gtm",111,"Sorghum","green",57395232
"hnd",111,"Sorghum","green",7223980
"mex",111,"Sorghum","green",6708345
"ind",113,"Sorghum","green",146443408
"mex",114,"Sorghum","green",14935499
"mex",115,"Sorghum","green",158303520
"bgd",116,"Sorghum","green",77671
"ind",117,"Sorghum","green",2740771072
"ind",118,"Sorghum","green",2679225
"ind",120,"Sorghum","green",10673954
"ind",122,"Sorghum","green",36101356
"ind",123,"Sorghum","green",11821351936
"tha",125,"Sorghum","green",136496848
"tha",127,"Sorghum","green",624668
"ind",128,"Sorghum","green",25565826
"ind",129,"Sorghum","green",1786179456
"mex",130,"Sorghum","green",46920280
"mex",131,"Sorghum","green",1851257984
"mex",132,"Sorghum","green",511052736
"gtm",133,"Sorghum","green",2294648
"mex",133,"Sorghum","green",101445896
"mex",134,"Sorghum","green",683234560
"gtm",135,"Sorghum","green",125383728
"hnd",135,"Sorghum","green",280718016
"mex",135,"Sorghum","green",8497200
"nic",135,"Sorghum","green",169946416
"pan",135,"Sorghum","green",12556620
"slv",135,"Sorghum","green",462280544
"mex",136,"Sorghum","green",131927328
"ind",137,"Sorghum","green",1827029
"tha",139,"Sorghum","green",65392772
"ind",140,"Sorghum","green",18117642240
"ben",142,"Sorghum","green",203078512
"bfa",142,"Sorghum","green",104875184
"civ",142,"Sorghum","green",133427816
"gha",142,"Sorghum","green",28455070
"gin",142,"Sorghum","green",56604152
"gmb",142,"Sorghum","green",67424776
"gnb",142,"Sorghum","green",67977648
"mli",142,"Sorghum","green",8976816
"nga",142,"Sorghum","green",537962112
"sen",142,"Sorghum","green",425191648
"sle",142,"Sorghum","green",94364088
"tgo",142,"Sorghum","green",149728624
"col",143,"Sorghum","green",53897260
"ven",143,"Sorghum","green",154292624
"dza",144,"Sorghum","green",25765
"egy",144,"Sorghum","green",35919
"mli",144,"Sorghum","green",39539956
"mrt",144,"Sorghum","green",25174186
"sdn",144,"Sorghum","green",465049
"tcd",144,"Sorghum","green",2885149
"tun",144,"Sorghum","green",14969
"ind",145,"Sorghum","green",295958080
"tha",146,"Sorghum","green",82214472
"ind",147,"Sorghum","green",322806688
"tha",148,"Sorghum","green",23679248
"ben",149,"Sorghum","green",249419312
"bfa",149,"Sorghum","green",1348780544
"civ",149,"Sorghum","green",29616010
"cmr",149,"Sorghum","green",540065344
"gin",149,"Sorghum","green",40283980
"mli",149,"Sorghum","green",1562400000
"mrt",149,"Sorghum","green",3626329
"ner",149,"Sorghum","green",4326527488
"nga",149,"Sorghum","green",14440830976
"sle",149,"Sorghum","green",1792755
"tcd",149,"Sorghum","green",300507328
"caf",151,"Sorghum","green",69224752
"cmr",151,"Sorghum","green",257921280
"ner",151,"Sorghum","green",1342967168
"nga",151,"Sorghum","green",9810729984
"sdn",151,"Sorghum","green",670908160
"tcd",151,"Sorghum","green",2815806720
"gin",152,"Sorghum","green",54867608
"mli",152,"Sorghum","green",978652672
"mrt",152,"Sorghum","green",364762080
"sen",152,"Sorghum","green",110659288
"ind",153,"Sorghum","green",1166724480
"lka",154,"Sorghum","green",1035231
"ind",155,"Sorghum","green",338204096
"bol",156,"Sorghum","green",107673184
"bra",156,"Sorghum","green",193035728
"col",156,"Sorghum","green",6831228
"ecu",156,"Sorghum","green",613516
"per",156,"Sorghum","green",206666
"ven",156,"Sorghum","green",488280768
"col",157,"Sorghum","green",171311
"ecu",157,"Sorghum","green",12831315
"per",157,"Sorghum","green",286
"ben",160,"Sorghum","green",127691960
"bfa",160,"Sorghum","green",4567388672
"civ",160,"Sorghum","green",42125044
"gha",160,"Sorghum","green",1208387328
"mli",160,"Sorghum","green",73805056
"tgo",160,"Sorghum","green",494920288
"ven",161,"Sorghum","green",1267517
"caf",162,"Sorghum","green",276613
"cmr",162,"Sorghum","green",447818560
"cod",162,"Sorghum","green",6811
"nga",162,"Sorghum","green",101980496
"col",166,"Sorghum","green",221377952
"ven",166,"Sorghum","green",29345
"png",167,"Sorghum","green",611455
"eth",170,"Sorghum","green",979875328
"ken",170,"Sorghum","green",114367760
"som",170,"Sorghum","green",817050112
"ken",171,"Sorghum","green",112360704
"moz",171,"Sorghum","green",1102589440
"mwi",171,"Sorghum","green",60158168
"som",171,"Sorghum","green",79044288
"tza",171,"Sorghum","green",927688832
"png",173,"Sorghum","green",1749468
"bra",174,"Sorghum","green",87437760
"mdg",177,"Sorghum","green",9203440
"png",178,"Sorghum","green",723381
"eri",179,"Sorghum","green",11708004
"eth",179,"Sorghum","green",2237648896
"ken",179,"Sorghum","green",120984632
"sdn",179,"Sorghum","green",11846244
"som",179,"Sorghum","green",1201902
"tza",179,"Sorghum","green",398982080
"uga",179,"Sorghum","green",19871778
"per",180,"Sorghum","green",95531
"png",181,"Sorghum","green",846763
"bdi",183,"Sorghum","green",61584040
"caf",183,"Sorghum","green",55982804
"cmr",183,"Sorghum","green",5415599
"cod",183,"Sorghum","green",20577132
"rwa",183,"Sorghum","green",27206130
"sdn",183,"Sorghum","green",2698368
"tza",183,"Sorghum","green",351362048
"uga",183,"Sorghum","green",6187049
"zmb",183,"Sorghum","green",5524718
"aus",184,"Sorghum","green",2885167
"bra",186,"Sorghum","green",117909160
"bra",187,"Sorghum","green",704848
"bwa",188,"Sorghum","green",769170
"cod",188,"Sorghum","green",12412
"moz",188,"Sorghum","green",401569600
"mwi",188,"Sorghum","green",208285024
"nam",188,"Sorghum","green",2671882
"tza",188,"Sorghum","green",75155152
"zmb",188,"Sorghum","green",134987984
"zwe",188,"Sorghum","green",123964488
"aus",189,"Sorghum","green",1333281536
"moz",190,"Sorghum","green",574860416
"zwe",190,"Sorghum","green",163778512
"bra",192,"Sorghum","green",162783488
"aus",193,"Sorghum","green",5541263
"bwa",194,"Sorghum","green",34509508
"lso",194,"Sorghum","green",176052464
"zaf",194,"Sorghum","green",354539968
"bra",195,"Sorghum","green",37399988
"ury",195,"Sorghum","green",5236082
"bwa",197,"Sorghum","green",29850706
"nam",197,"Sorghum","green",73423736
"zwe",197,"Sorghum","green",26881190
"moz",198,"Sorghum","green",3118528
"swz",198,"Sorghum","green",4696457
"zaf",198,"Sorghum","green",9355270
"bwa",199,"Sorghum","green",120775712
"moz",199,"Sorghum","green",83225288
"zaf",199,"Sorghum","green",74068952
"zwe",199,"Sorghum","green",241964560
"per",200,"Sorghum","green",23621
"arg",203,"Sorghum","green",433615616
"zaf",204,"Sorghum","green",1102714
"arg",205,"Sorghum","green",20022244
"arg",206,"Sorghum","green",2187211264
"bol",206,"Sorghum","green",91619112
"bra",206,"Sorghum","green",1516004352
"pry",206,"Sorghum","green",94273200
"ury",206,"Sorghum","green",124413176
"aus",208,"Sorghum","green",1364123520
"arg",209,"Sorghum","green",203106736
"arg",210,"Sorghum","green",104588528
"arg",212,"Sorghum","green",2037848
"arg",213,"Sorghum","green",153424
"arg",215,"Sorghum","green",41967
"mex",217,"Sorghum","green",2911639
"usa",217,"Sorghum","green",7575101
"usa",218,"Sorghum","green",173408128
"usa",219,"Sorghum","green",690454080
"mex",221,"Sorghum","green",4257368
"usa",221,"Sorghum","green",10055451
"usa",223,"Sorghum","green",3807464448
"usa",224,"Sorghum","green",4977785856
"usa",225,"Sorghum","green",3773121792
"usa",226,"Sorghum","green",73327000
"usa",228,"Sorghum","green",82799424
"usa",230,"Sorghum","green",4631388
"mex",231,"Sorghum","green",449484160
"usa",231,"Sorghum","green",114573896
"usa",233,"Sorghum","green",26543308
"ind",235,"Sorghum","green",1234071296
"rus",4,"Soybean","green",305297
"rus",6,"Soybean","green",840311
"rus",9,"Soybean","green",789206
"rus",13,"Soybean","green",119324
"rus",14,"Soybean","green",3857128
"rus",17,"Soybean","green",10705000
"kaz",18,"Soybean","green",57218
"rus",18,"Soybean","green",520681664
"can",19,"Soybean","green",1486532
