 Parameters for 1990 Calibration
 Can use this file instead of calibrating:
 Calibrated for inputs:
 ..\inputs\14reg\ERBPROIN_14.csv                                         
 ..\inputs\14reg\agLU\Auto_Deforest.csv                                  
 ..\inputs\14reg\cal_data1990_14.csv                                     
 ..\inputs\14reg\non-CO2\SO2\so2input14Reg.csv                           
 ..\inputs\14reg\non-CO2\CH4&N2O\ch4n2o_epadata.csv                      
 ..\inputs\14reg\non-CO2\CH4&N2O\ccurves_epa(11-02).csv                  
 ..\inputs\14reg\non-CO2\reactives\noxinput.csv                          
 ..\inputs\14reg\non-CO2\reactives\vocinput.csv                          
 ..\inputs\14reg\non-CO2\reactives\coinput.csv                           
 ..\inputs\14reg\non-CO2\highGWP\HGWPinputs.csv                          
 ..\inputs\14reg\non-CO2\highGWP\HGWPccurves.csv                         
 ..\inputs\14reg\non-CO2\CO2_Cement.csv                                  
 ..\inputs\14reg\non-CO2\blackcarbon\black_carbon.csv                    
 ..\inputs\14reg\non-CO2\blackcarbon\Aerosol_Forcing.csv                 
 ..\inputs\14reg\Scen\sres\SRES_B2_create25%.csv                         
 ..\inputs\14reg\Scen\UN_98Med_pop.csv                                   
 ..\inputs\14reg\foss\IIASA_WEC_Resources.csv                            
 ..\inputs\14reg\foss\Bal_Foss.csv                                       
 ..\inputs\14reg\tech\B2_elec_gen.csv                                    
 ..\inputs\14reg\Scen\SRES-B2_envcosts.csv                               
 
 
 
 Labor productivity growth rate
INPUT_TABLE
 Variable ID
 8
 ,,PROLM,
 Region,1975,1990,2005,2020,2035,2050,2065,2080,2095,
 1, 0.01700000, 0.01182053, 0.01625687, 0.01327163, 0.01153696, 0.00763936, 0.00891368, 0.00942800, 0.01144058,USA     
 2, 0.01700000, 0.00464944, 0.01929975, 0.00898325, 0.02427862, 0.00289829, 0.01244631, 0.00416035, 0.01079440,Canada  
 3, 0.01700000, 0.01276381, 0.02412501, 0.00601229, 0.01088040, 0.00525313, 0.01111539, 0.01198366, 0.00940605,WEurope 
 4, 0.01700000, 0.01029146, 0.01256980, 0.02274386, 0.00482081, 0.00944134, 0.00427238, 0.01259479, 0.01513707,Japan   
 5, 0.01700000, 0.02907385, 0.01214050, 0.02076053, 0.01868842, 0.01330929, 0.00680864,-0.00269523, 0.00938635,Aus&NZ  
 6, 0.01700000, 0.06596290,-0.03437571, 0.03504105, 0.05415488, 0.05387794, 0.02416891, 0.01594825, 0.01284700,FSU     
 7, 0.02500000, 0.09024491, 0.08126216, 0.07193781, 0.06492439, 0.04521973, 0.03182358, 0.01848914, 0.01175357,China&Re
 8, 0.02500000, 0.12315863,-0.00440557, 0.00818625, 0.02104482, 0.02584945, 0.01461361, 0.00903131, 0.00130054,MiddleEa
 9, 0.02500000, 0.06476590, 0.00343276, 0.01582551, 0.03870472, 0.04868245, 0.03907091, 0.03282567, 0.02193282,Africa  
10, 0.02500000, 0.01379231, 0.01084367, 0.01882774, 0.03586691, 0.03422829, 0.02302071, 0.01359649, 0.00661446,LatinAme
11, 0.02500000, 0.02518191, 0.02247681, 0.05082361, 0.04467511, 0.03793384, 0.02116152, 0.01815543, 0.01508882,S&EAsia 
12, 0.01700000, 0.05009889, 0.01940061, 0.05872671, 0.05832314, 0.04904288, 0.01765849, 0.01013359, 0.00828985,EEurope 
13, 0.01700000, 0.12904990, 0.04739461, 0.04314824, 0.02040874, 0.01349868, 0.00053104, 0.00127389, 0.00115519,Korea   
14, 0.02000000, 0.07369627, 0.03433722, 0.06048281, 0.05262516, 0.04454699, 0.02632216, 0.02241676, 0.01855213,India   
 
 
 1990 Normalized to unity
 BSJKLM Logit function scale parameters for enduse sectors
INPUT_TABLE
 Variable ID
240
 ,,BSJKLM,
 Fuel,1975,1990,2005,2020,2035,2050,2065,2080,2095,Sector,Region
 3, 0.20000000, 0.39677814, 0.36795489, 0.29863660, 0.22931830, 0.16000000, 0.12500000, 0.12500000, 0.12500000,12,EEurope 
 3, 4.00121880, 0.09300924, 0.10437945, 0.11025297, 0.11612648, 0.12200000, 0.12500000, 0.12500000, 0.12500000,13,Korea   
 3, 4.00121880, 0.66514213, 0.66637201, 0.50291467, 0.33945734, 0.17600000, 0.12500000, 0.12500000, 0.12500000,14,India   
 4, 0.03460000, 0.42954740, 0.38905175, 0.30936784, 0.22968392, 0.15000000, 0.12500000, 0.12500000, 0.12500000, 1,USA     
 4, 0.01920000, 0.41047369, 0.53485642, 0.40657095, 0.27828547, 0.15000000, 0.15000000, 0.12500000, 0.12500000, 2,Canada  
 4, 0.01920000, 0.46991627, 0.44925534, 0.34117022, 0.23308511, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 3,WEurope 
 4, 0.00820000, 0.30312312, 0.34426858, 0.35284572, 0.36142286, 0.37000000, 0.33000000, 0.30000000, 0.30000000, 4,Japan   
 4, 0.00820000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 5,Aus&NZ  
 4, 0.00600000, 0.31318640, 0.30116174, 0.24244116, 0.18372058, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 6,FSU     
 4, 0.00000000, 0.00000000, 0.02375000, 0.04750000, 0.07125000, 0.09500000, 0.09500000, 0.09000000, 0.08000000, 7,China&Re
 4, 0.00010000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 8,MiddleEa
 4, 0.00000000, 0.07347571, 0.07719413, 0.06812942, 0.05906471, 0.05000000, 0.05000000, 0.05000000, 0.05000000, 9,Africa  
 4, 0.00800000, 0.12319627, 0.18593052, 0.16562035, 0.14531017, 0.12500000, 0.12500000, 0.12500000, 0.12500000,10,LatinAme
 4, 0.00390000, 0.22623108, 0.22961717, 0.18641145, 0.14320572, 0.10000000, 0.10000000, 0.10000000, 0.10000000,11,S&EAsia 
 4, 0.00600000, 0.33865491, 0.31116344, 0.24910896, 0.18705448, 0.12500000, 0.12500000, 0.12500000, 0.12500000,12,EEurope 
 4,31.33471489, 0.67032652, 0.61495632, 0.51997088, 0.42498544, 0.33000000, 0.33000000, 0.33000000, 0.33000000,13,Korea   
 4,31.33471489, 0.04045002, 0.05534899, 0.06023266, 0.06511633, 0.07000000, 0.07000000, 0.07000000, 0.07000000,14,India   
 5, 0.02530000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 1,USA     
 5, 0.01720000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 2,Canada  
 5, 0.01720000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 3,WEurope 
 5, 0.00560000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 4,Japan   
 5, 0.00560000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 5,Aus&NZ  
 5, 0.00600000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 6,FSU     
 5, 0.00110000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 7,China&Re
 5, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 8,MiddleEa
 5, 0.00090000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 9,Africa  
 5, 0.00610000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,10,LatinAme
 5, 0.00360000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,11,S&EAsia 
 5, 0.00600000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,12,EEurope 
 5, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,13,Korea   
 5, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,14,India   
 6, 0.10000000, 0.08360421, 0.18483468, 0.20442161, 0.18664561, 0.17027361, 0.11804069, 0.07871199, 0.06284391, 1,USA     
 6, 0.63000000, 0.38101681, 0.89999998, 0.89999998, 0.89999998, 0.89999998, 0.89999998, 0.83326288, 0.66710024, 2,Canada  
 6, 0.21000000, 0.15685956, 0.31844125, 0.60192545, 0.59766570, 0.59410781, 0.41880254, 0.28826110, 0.27664872, 3,WEurope 
 6, 0.13000000, 0.09701863, 0.16135437, 0.16148681, 0.23061607, 0.24203499, 0.25234669, 0.17249151, 0.15130989, 4,Japan   
 6, 0.23000000, 0.17504333, 0.44941577, 0.36823718, 0.37619529, 0.38137507, 0.29714145, 0.25234550, 0.19036106, 5,Aus&NZ  
 6, 0.14000000, 0.12975330, 0.89999998, 0.47781382, 0.21745251, 0.14826915, 0.15361436, 0.11214181, 0.08684175, 6,FSU     
 6, 0.22000000, 0.19002011, 0.26880735, 0.87747070, 0.29370329, 0.19931485, 0.12795303, 0.08552679, 0.05467867, 7,China&Re
 6, 0.06000000, 0.05877457, 0.24195122, 0.17866796, 0.13039803, 0.13005237, 0.07569424, 0.06328736, 0.05983788, 8,MiddleEa
 6, 0.17000000, 0.14819497, 0.69459496, 0.66186395, 0.55985745, 0.56563679, 0.28319631, 0.12316783, 0.08109845, 9,Africa  
 6, 0.63000000, 0.40265781, 0.89999998, 0.89999998, 0.89999998, 0.89999998, 0.81045027, 0.48897010, 0.45401053,10,LatinAme
 6, 0.19000000, 0.17077677, 0.72089556, 0.32229422, 0.29119237, 0.20303838, 0.15062608, 0.06035527, 0.04386122,11,S&EAsia 
 6, 0.16000000, 0.09260814, 0.23578135, 0.35612077, 0.27942752, 0.16936323, 0.23700115, 0.17815865, 0.14966044,12,EEurope 
 6, 0.08000000, 0.05580070, 0.02436905, 0.03003801, 0.05257064, 0.03393700, 0.02224772, 0.01801574, 0.01643679,13,Korea   
 6, 0.19000000, 0.19845913, 0.50552429, 0.26729628, 0.22735065, 0.14500620, 0.07516301, 0.04147678, 0.03043108,14,India   
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 1,USA     
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 2,Canada  
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 3,WEurope 
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 4,Japan   
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 5,Aus&NZ  
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 6,FSU     
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 7,China&Re
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 8,MiddleEa
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 9,Africa  
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,10,LatinAme
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,11,S&EAsia 
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,12,EEurope 
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,13,Korea   
 7, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,14,India   
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 1,USA     
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 2,Canada  
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 3,WEurope 
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 4,Japan   
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 5,Aus&NZ  
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 6,FSU     
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 7,China&Re
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 8,MiddleEa
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 9,Africa  
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,10,LatinAme
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,11,S&EAsia 
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,12,EEurope 
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,13,Korea   
 8, 0.00000000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,14,India   
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 1,USA     
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 2,Canada  
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 3,WEurope 
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 4,Japan   
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 5,Aus&NZ  
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 6,FSU     
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 7,China&Re
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 8,MiddleEa
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000, 9,Africa  
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,10,LatinAme
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,11,S&EAsia 
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,12,EEurope 
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,13,Korea   
 9, 0.00100000, 0.00000000, 0.03125000, 0.06250000, 0.09375000, 0.12500000, 0.12500000, 0.12500000, 0.12500000,14,India   
 
 
 BSSUILM:  ELECTRIC SUBSECTOR SHARE WEIGHTS for Biomass
INPUT_TABLE
 Variable ID
88
 ,,BSSUILM,
 sub sector,1975,1990,2005.0,2020,2035,2050,2065,2080,2095,Region
 3, 0.00000000, 0.36432317, 0.52324238, 0.68216159, 0.84108079, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1,USA     
 3, 0.00000000, 0.31013984, 0.48260488, 0.65506992, 0.82753496, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 2,Canada  
 3, 0.00000000, 0.14721454, 0.36041090, 0.57360727, 0.78680363, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 3,WEurope 
 3, 0.00000000, 0.20271843, 0.40203882, 0.60135922, 0.80067961, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 4,Japan   
 3, 0.00000000, 0.09403276, 0.32052457, 0.54701638, 0.77350819, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 5,Aus&NZ  
 3, 0.00000000, 0.00000000, 0.25000000, 0.50000000, 0.75000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 6,FSU     
 3, 0.00000000, 0.00000000, 0.25000000, 0.50000000, 0.75000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 7,China&Re
 3, 0.00000000, 0.00000000, 0.25000000, 0.50000000, 0.75000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 8,MiddleEa
 3, 0.00000000, 0.01267444, 0.25950583, 0.50633722, 0.75316861, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 9,Africa  
 3, 0.00000000, 0.36330377, 0.52247782, 0.68165188, 0.84082594, 1.00000000, 1.00000000, 1.00000000, 1.00000000,10,LatinAme
 3, 0.00000000, 0.00000000, 0.25000000, 0.50000000, 0.75000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,11,S&EAsia 
 3, 0.00000000, 0.00418195, 0.25313646, 0.50209097, 0.75104549, 1.00000000, 1.00000000, 1.00000000, 1.00000000,12,EEurope 
 3, 0.00000000, 0.00000000, 0.25000000, 0.50000000, 0.75000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,13,Korea   
 3, 0.00000000, 0.00000000, 0.25000000, 0.50000000, 0.75000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,14,India   
 
 
 GUILM-GENERATION EFFICIENCY -- THE RATIO OF JOULES OF ENERGY IN 
 TO JOULES OF ELECTRICITY OUT.
INPUT_TABLE
 Variable ID
70
 ,,"GUILM(I,L,M)",
 Fuel,1975,1990,2005.0,2020,2035,2050,2065,2080,2095,Region
 1, 3.27700000, 2.77370000, 2.68000000, 2.59000000, 2.51000000, 2.43000000, 2.22000000, 2.14000000, 2.14000000, 1,USA     
 1, 3.56900000, 2.70500000, 2.63000000, 2.55000000, 2.48000000, 2.41000000, 2.20000000, 2.13000000, 2.12000000, 2,Canada  
 1, 2.98700000, 2.64890000, 2.58000000, 2.51000000, 2.45000000, 2.39000000, 2.18000000, 2.11000000, 2.10000000, 3,WEurope 
 1, 2.73800000, 2.28350000, 2.28000000, 2.27000000, 2.27000000, 2.27000000, 2.14000000, 2.08000000, 2.07000000, 4,Japan   
 1, 3.03400000, 2.59820000, 2.55000000, 2.50000000, 2.45000000, 2.41000000, 2.20000000, 2.13000000, 2.12000000, 5,Aus&NZ  
 1, 3.60400000, 2.77780000, 2.69000000, 2.59000000, 2.50000000, 2.41000000, 2.20000000, 2.13000000, 2.12000000, 6,FSU     
 1, 4.39400000, 3.30980000, 3.08000000, 2.86000000, 2.63000000, 2.40000000, 2.20000000, 2.12000000, 2.12000000, 7,China&Re
 1, 3.50400000, 3.25880000, 3.05000000, 2.85000000, 2.64000000, 2.44000000, 2.21000000, 2.13000000, 2.10000000, 8,MiddleEa
 1, 3.87300000, 3.12500000, 2.97000000, 2.81000000, 2.66000000, 2.50000000, 2.32000000, 2.15000000, 1.82000000, 9,Africa  
 1, 4.14300000, 3.76230000, 3.14000000, 2.92000000, 2.71000000, 2.50000000, 2.26000000, 2.16000000, 1.82000000,10,LatinAme
 1, 3.50500000, 3.35370000, 3.14000000, 2.93000000, 2.71000000, 2.50000000, 2.31000000, 2.13000000, 1.82000000,11,S&EAsia 
 1, 3.20700000, 2.55940000, 2.49000000, 2.42000000, 2.45000000, 2.42000000, 2.21000000, 2.14000000, 1.82000000,12,EEurope 
 1, 3.56400000, 2.78130000, 2.67000000, 2.56000000, 2.46000000, 2.37000000, 2.16000000, 2.10000000, 1.82000000,13,Korea   
 1, 4.80700000, 2.91140000, 2.81000000, 2.71000000, 2.60000000, 2.50000000, 2.31000000, 2.11000000, 1.82000000,14,India   
 2, 3.14300000, 2.94530000, 2.77000000, 2.61000000, 2.47000000, 2.34000000, 2.12000000, 1.70000000, 1.67000000, 1,USA     
 2, 3.60800000, 2.14200000, 2.13000000, 2.13000000, 2.12000000, 2.11000000, 2.10000000, 1.68000000, 1.67000000, 2,Canada  
 2, 2.93400000, 2.57780000, 2.50000000, 2.43000000, 2.37000000, 2.30000000, 2.08000000, 1.67000000, 1.67000000, 3,WEurope 
 2, 2.85200000, 2.32980000, 2.31000000, 2.29000000, 2.28000000, 2.26000000, 2.05000000, 1.64000000, 1.67000000, 4,Japan   
 2, 3.23400000, 2.67220000, 2.58000000, 2.49000000, 2.40000000, 2.32000000, 2.10000000, 1.68000000, 1.67000000, 5,Aus&NZ  
 2, 3.28300000, 3.27300000, 3.04000000, 2.80000000, 2.56000000, 2.33000000, 2.10000000, 1.68000000, 1.67000000, 6,FSU     
 2, 3.03000000, 2.46270000, 2.43000000, 2.39000000, 2.35000000, 2.32000000, 2.10000000, 1.68000000, 1.67000000, 7,China&Re
 2, 5.05500000, 2.98030000, 2.82000000, 2.66000000, 2.51000000, 2.35000000, 2.11000000, 1.68000000, 1.67000000, 8,MiddleEa
 2, 3.83700000, 3.79290000, 3.47000000, 3.15000000, 2.82000000, 2.50000000, 2.10000000, 1.70000000, 1.67000000, 9,Africa  
 2, 5.18100000, 4.03300000, 3.58000000, 3.19000000, 2.80000000, 2.41000000, 2.16000000, 1.71000000, 1.67000000,10,LatinAme
 2, 4.13600000, 3.98670000, 3.61000000, 3.24000000, 2.87000000, 2.50000000, 2.09000000, 1.68000000, 1.67000000,11,S&EAsia 
 2, 3.57100000, 4.05970000, 3.67000000, 3.28000000, 2.62000000, 2.34000000, 2.11000000, 1.69000000, 1.67000000,12,EEurope 
 2, 3.03000000, 2.82480000, 2.67000000, 2.53000000, 2.40000000, 2.28000000, 2.07000000, 1.66000000, 1.67000000,13,Korea   
 2, 4.13600000, 4.77960000, 4.21000000, 3.64000000, 3.07000000, 2.50000000, 2.08000000, 1.67000000, 1.67000000,14,India   
 3, 3.50200000, 2.95950000, 2.95000000, 2.93000000, 2.92000000, 2.91000000, 2.48000000, 2.16000000, 1.82000000, 1,USA     
 3, 3.24700000, 3.02210000, 2.99000000, 2.96000000, 2.93000000, 2.90000000, 2.46000000, 2.14000000, 1.82000000, 2,Canada  
 3, 3.21700000, 2.62590000, 2.62000000, 2.61000000, 2.60000000, 2.59000000, 2.44000000, 2.12000000, 1.82000000, 3,WEurope 
 3, 3.47800000, 2.44470000, 2.44000000, 2.44000000, 2.43000000, 2.43000000, 2.40000000, 2.09000000, 1.82000000, 4,Japan   
 3, 4.29300000, 3.01590000, 2.99000000, 2.96000000, 2.93000000, 2.90000000, 2.46000000, 2.14000000, 1.82000000, 5,Aus&NZ  
 3, 3.65400000, 2.96750000, 2.95000000, 2.94000000, 2.92000000, 2.91000000, 2.47000000, 2.14000000, 1.82000000, 6,FSU     
 3, 4.31700000, 3.46790000, 3.33000000, 3.18000000, 3.04000000, 2.90000000, 2.46000000, 2.14000000, 1.82000000, 7,China&Re
 3, 3.03000000, 3.01570000, 2.99000000, 2.96000000, 2.93000000, 2.90000000, 2.47000000, 2.14000000, 1.82000000, 8,MiddleEa
 3, 3.87500000, 3.02490000, 3.01000000, 2.99000000, 2.97000000, 2.95000000, 2.56000000, 2.16000000, 1.82000000, 9,Africa  
 3, 4.87700000, 3.77580000, 3.35000000, 3.24000000, 3.12000000, 3.01000000, 2.53000000, 2.18000000, 1.82000000,10,LatinAme
 3, 4.90300000, 2.72770000, 2.78000000, 2.84000000, 2.89000000, 2.95000000, 2.55000000, 2.14000000, 1.82000000,11,S&EAsia 
 3, 3.65400000, 2.70600000, 2.66000000, 2.61000000, 2.67000000, 2.66000000, 2.48000000, 2.15000000, 1.82000000,12,EEurope 
 3, 4.90300000, 2.79550000, 2.79000000, 2.78000000, 2.77000000, 2.77000000, 2.42000000, 2.11000000, 1.82000000,13,Korea   
 3, 4.90300000, 4.26990000, 3.94000000, 3.61000000, 3.28000000, 2.95000000, 2.54000000, 2.12000000, 1.82000000,14,India   
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1,USA     
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 2,Canada  
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 3,WEurope 
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 4,Japan   
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 5,Aus&NZ  
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 6,FSU     
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 7,China&Re
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 8,MiddleEa
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 9,Africa  
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,10,LatinAme
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,11,S&EAsia 
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,12,EEurope 
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,13,Korea   
 4, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,14,India   
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1,USA     
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 2,Canada  
