filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1991_CH4.nc;1991;forestfire;1.989;1.004;0.1616;0.01173;0.07782;4.009;0.000364;0.5526;0.3894;0.2791;0.06725;0.06715;3.005;0.08863;6.139;13.87;14.13;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1991_CH4.nc;1991;grassfire;0.6909;0;0.001721;0;0;0.0483;0;0;0.004856;0.6825;0;0;0.0483;0;1.94E-06;1.436;1.436;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;CH4;;
RETRO_FIRES_V2_1991_CH4.nc;1991;woodedfire;3.158;0;0.02407;0;2.51E-06;1.897;2.51E-06;0.03312;0.06732;0.3284;0.0008017;0;1.897;0.1284;4.46E-05;5.624;5.627;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;CH4;;
RETRO_FIRES_V2_1992_CH4.nc;1992;forestfire;1.991;0.6183;0.09784;0.02933;0.101;3.5;0.0005636;0.2506;0.3801;0.09607;0.08872;0.08853;2.882;0.06404;5.879;12.45;12.69;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;CH4;;
RETRO_FIRES_V2_1992_CH4.nc;1992;grassfire;1.245;0;0.002143;0;0;0.05911;0;0;0.004668;0.5015;0;0;0.05911;4.99E-06;2.01E-05;1.825;1.825;m^2;RETRO;FIRES;V2;1995;CH4;;
RETRO_FIRES_V2_1992_CH4.nc;1992;woodedfire;5.803;0.000796;0.02044;0;0.0002086;2.367;2.12E-07;0.01421;0.07093;0.2314;0.0002656;0.0002084;2.366;0.08161;0.000173;8.577;8.577;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1993_CH4.nc;1993;forestfire;1.989;0.9737;0.1164;0.01834;0.3145;3.831;0.0006421;0.6364;0.4167;0.0792;0.2985;0.2984;2.857;0.09113;2.744;10.4;10.49;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;CH4;;
RETRO_FIRES_V2_1993_CH4.nc;1993;grassfire;0.6553;0;0.009836;0;0;0.07159;0;0;0.01192;0.3943;0;0;0.07159;5.73E-06;2.37E-05;1.143;1.143;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;CH4;;
RETRO_FIRES_V2_1993_CH4.nc;1993;woodedfire;2.924;0.0008477;0.01974;0;0.0002007;2.887;1.62E-06;0.01977;0.07268;0.1778;0.0006265;0.0001991;2.887;0.1184;6.99E-05;6.207;6.209;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;CH4;;
RETRO_FIRES_V2_1994_CH4.nc;1994;forestfire;1.989;0.8286;0.1713;0.1034;0.1101;3.6;0.001009;1.787;0.2913;0.1698;0.1035;0.1033;2.771;0.06962;5.386;13.77;13.96;m^2;RETRO;FIRES;V2;1996;CH4;;
RETRO_FIRES_V2_1994_CH4.nc;1994;grassfire;0.7557;0;0.001086;0;0;0.02252;0;0;0.00142;0.8182;0;0;0.02252;5.93E-06;3.61E-06;1.603;1.603;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1994_CH4.nc;1994;woodedfire;3.441;0.007439;0.009688;0;0.0001623;0.9183;4.15E-06;0.02162;0.02972;0.3845;0.0004961;0.0001581;0.9109;0.1019;0.0001235;4.902;4.906;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;CH4;;
RETRO_FIRES_V2_1995_CH4.nc;1995;forestfire;1.989;0.821;0.09841;0.01697;0.03599;3.582;0.0002205;1.531;0.1982;0.07613;0.03043;0.03033;2.761;0.1073;1.706;9.47;9.512;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;CH4;;
RETRO_FIRES_V2_1995_CH4.nc;1995;grassfire;0.8732;0;0.0007774;0;0;0.03711;0;0;0.0009772;0.3907;0;0;0.03711;2.40E-06;2.75E-05;1.305;1.305;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;CH4;;
RETRO_FIRES_V2_1995_CH4.nc;1995;woodedfire;3.936;0.001225;0.007044;0;1.65E-06;1.459;1.65E-06;0.01229;0.01693;0.1753;5.47E-05;0;1.458;0.118;7.63E-05;5.72;5.722;m^2;RETRO;FIRES;V2;1997;CH4;;
RETRO_FIRES_V2_1996_CH4.nc;1996;forestfire;1.991;0.9615;0.4941;0.061;0.1191;3.669;0.0007164;0.383;1.442;0.07845;0.08351;0.08336;2.707;0.07023;1.315;9.966;10;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1996_CH4.nc;1996;grassfire;0.7522;0;0.00534;0;0;0.0445;0;0;0.006762;0.3991;0;0;0.0445;5.07E-06;2.31E-05;1.214;1.214;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;CH4;;
RETRO_FIRES_V2_1996_CH4.nc;1996;woodedfire;3.338;0.01631;0.02487;0;4.24E-05;1.762;2.73E-06;0.02679;0.07439;0.175;0.0005741;3.96E-05;1.745;0.1134;7.47E-05;5.502;5.503;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;CH4;;
RETRO_FIRES_V2_1997_CH4.nc;1997;forestfire;1.989;0.5524;0.348;0.03582;0.04841;3.138;0.0002978;0.3772;0.3236;0.5446;0.0418;0.04136;2.585;0.08815;16.4;23.37;24.12;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;CH4;;
RETRO_FIRES_V2_1997_CH4.nc;1997;grassfire;0.7182;0;0.004459;0;0;0.0448;0;0;0.003155;0.5075;0;0;0.0448;2.37E-06;3.90E-05;1.279;1.279;m^2;RETRO;FIRES;V2;1998;CH4;;
RETRO_FIRES_V2_1997_CH4.nc;1997;woodedfire;3.166;0.005857;0.01591;0;3.92E-06;1.827;3.92E-06;0.03578;0.03866;0.2288;0.0001286;0;1.821;0.1252;4.52E-05;5.43;5.431;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1998_CH4.nc;1998;forestfire;1.989;1.247;1.079;0.1532;0.3622;3.999;0.0003304;1.111;1.756;0.1022;0.3199;0.3197;2.752;0.1273;4.985;16.22;16.49;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;CH4;;
RETRO_FIRES_V2_1998_CH4.nc;1998;grassfire;0.8403;0;0.02026;0;0;0.07134;0;0;0.01264;0.5261;0;0;0.07134;6.53E-06;2.17E-05;1.468;1.468;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;CH4;;
RETRO_FIRES_V2_1998_CH4.nc;1998;woodedfire;3.848;0.001728;0.03806;0;0.0002429;2.851;1.33E-05;0.01277;0.1185;0.2399;0.0008018;0.0002296;2.849;0.1187;0.0003809;7.206;7.207;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;CH4;;
RETRO_FIRES_V2_1999_CH4.nc;1999;forestfire;1.989;0.7222;0.4025;0.0163;0.2;3.194;0.0002746;0.4188;0.3253;0.1053;0.1814;0.1813;2.472;0.1289;1.893;8.83;8.892;m^2;RETRO;FIRES;V2;1999;CH4;;
RETRO_FIRES_V2_1999_CH4.nc;1999;grassfire;0.9187;0;0.001326;0;0;0.02366;0;0;0.00192;0.5215;0;0;0.02366;0;3.95E-06;1.472;1.472;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1999_CH4.nc;1999;woodedfire;4.153;0.006352;0.01173;0;3.37E-05;0.9468;7.05E-08;0.02661;0.03296;0.2405;0.0003285;3.36E-05;0.9404;0.1244;0.0001768;5.531;5.535;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;CH4;;
RETRO_FIRES_V2_2000_CH4.nc;2000;forestfire;1.991;0.5561;0.2413;0.07315;0.2876;2.923;0.001279;0.3438;0.7035;0.1108;0.2522;0.2519;2.366;0.153;2.053;9.095;9.177;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;CH4;;
RETRO_FIRES_V2_2000_CH4.nc;2000;grassfire;0.8824;0;0.004339;0;0;0.03834;0;0;0.005018;0.5718;0;0;0.03834;1.55E-06;4.06E-06;1.505;1.505;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;CH4;;
RETRO_FIRES_V2_2000_CH4.nc;2000;woodedfire;3.894;0.001431;0.01359;0;0.0002361;1.504;0.0001877;0.05763;0.04352;0.2659;0.0005586;4.84E-05;1.502;0.1266;0.0003029;5.903;5.905;m^2;RETRO;FIRES;V2;2000;CH4;;
