RETRO_FIRES_V2_1989_PM2_5.nc;1989;forestfire;2.532;1.478;0.3266;0.3182;0.4244;5.574;0.001619;2.825;0.6455;0.1961;0.4041;0.404;4.095;0.1054;1.563;15.03;15.09;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;PM2;5
RETRO_FIRES_V2_1989_PM2_5.nc;1989;grassfire;1.428;0;0.01233;0;0;0.08616;0;0;0.01042;0.8564;0;0;0.08616;5.53E-06;1.78E-05;2.398;2.398;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;PM2;5
RETRO_FIRES_V2_1989_PM2_5.nc;1989;woodedfire;6.403;0.003564;0.02141;0;0.0002452;3.414;7.74E-05;0.03861;0.09687;0.3872;0.0009894;0.0001678;3.411;0.2394;4.33E-05;10.59;10.6;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;PM2;5
RETRO_FIRES_V2_1990_PM2_5.nc;1990;forestfire;2.597;1.252;0.4942;0.6135;0.7772;5.294;0.001667;1.393;0.9488;0.2578;0.5723;0.5723;4.042;0.1348;3.53;16.76;16.88;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;PM2;5
RETRO_FIRES_V2_1990_PM2_5.nc;1990;grassfire;2.409;0;0.008712;0;0;0.1286;0;0;0.01129;1.106;0;0;0.1286;5.97E-06;6.50E-05;3.665;3.665;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;PM2;5
RETRO_FIRES_V2_1990_PM2_5.nc;1990;woodedfire;10.86;0.0007584;0.02781;0;0.000387;5.076;7.55E-05;0.128;0.0877;0.5141;0.001452;0.0003115;5.075;0.2356;0.0004566;16.92;16.92;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;PM2;5
RETRO_FIRES_V2_1991_PM2_5.nc;1991;forestfire;2.662;2.125;0.3992;0.03173;0.1798;6.165;0.0009851;1.232;0.9404;0.5525;0.1512;0.1509;4.041;0.1587;8.642;21.36;21.74;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1991;PM2;5
RETRO_FIRES_V2_1991_PM2_5.nc;1991;grassfire;1.539;0;0.003176;0;0;0.1067;0;0;0.01013;1.52;0;0;0.1067;0;4.31E-06;3.195;3.195;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1991;PM2;5
RETRO_FIRES_V2_1991_PM2_5.nc;1991;woodedfire;7.034;0;0.04364;0;5.58E-06;4.212;5.58E-06;0.06018;0.1348;0.7311;0.001408;0;4.212;0.286;9.93E-05;12.48;12.49;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1991;PM2;5
RETRO_FIRES_V2_1992_PM2_5.nc;1992;forestfire;2.664;1.281;0.218;0.07936;0.2228;5.16;0.001525;0.5614;0.9328;0.2506;0.1902;0.1896;3.879;0.1237;8.121;18.48;18.81;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;PM2;5
RETRO_FIRES_V2_1992_PM2_5.nc;1992;grassfire;2.773;0;0.003921;0;0;0.1309;0;0;0.009729;1.117;0;0;0.1309;1.11E-05;4.00E-05;4.059;4.059;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;PM2;5
RETRO_FIRES_V2_1992_PM2_5.nc;1992;woodedfire;12.93;0.001773;0.0377;0;0.000384;5.24;4.71E-07;0.0302;0.14;0.5145;0.000484;0.0003835;5.239;0.1817;0.0003854;19.05;19.05;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;PM2;5
RETRO_FIRES_V2_1993_PM2_5.nc;1993;forestfire;2.662;2.017;0.267;0.04963;0.6466;5.863;0.001738;1.356;1.019;0.2018;0.6051;0.6048;3.847;0.1731;3.972;16.56;16.71;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;PM2;5
RETRO_FIRES_V2_1993_PM2_5.nc;1993;grassfire;1.46;0;0.01774;0;0;0.1585;0;0;0.02237;0.8783;0;0;0.1585;1.28E-05;4.32E-05;2.538;2.538;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;PM2;5
RETRO_FIRES_V2_1993_PM2_5.nc;1993;woodedfire;6.513;0.001888;0.03723;0;0.0004056;6.382;3.61E-06;0.03888;0.143;0.3958;0.001153;0.000402;6.38;0.2637;0.0001557;13.75;13.76;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;PM2;5
RETRO_FIRES_V2_1994_PM2_5.nc;1994;forestfire;2.662;1.773;0.4124;0.2798;0.2468;5.502;0.00273;3.733;0.7016;0.4361;0.2314;0.2308;3.729;0.1241;7.634;21.96;22.22;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;PM2;5
RETRO_FIRES_V2_1994_PM2_5.nc;1994;grassfire;1.683;0;0.002152;0;0;0.04998;0;0;0.003029;1.822;0;0;0.04998;1.32E-05;7.12E-06;3.569;3.569;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;PM2;5
RETRO_FIRES_V2_1994_PM2_5.nc;1994;woodedfire;7.664;0.01657;0.01811;0;0.000287;2.033;9.25E-06;0.04598;0.05831;0.8561;0.0008714;0.0002778;2.016;0.2268;0.0002751;10.89;10.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;PM2;5
RETRO_FIRES_V2_1995_PM2_5.nc;1995;forestfire;2.662;1.741;0.2369;0.04592;0.08856;5.456;0.0005967;3.398;0.4733;0.1957;0.07554;0.07528;3.715;0.2194;2.544;15.63;15.7;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;PM2;5
RETRO_FIRES_V2_1995_PM2_5.nc;1995;grassfire;1.945;0;0.001498;0;0;0.08186;0;0;0.002013;0.8702;0;0;0.08186;5.34E-06;4.89E-05;2.905;2.905;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;PM2;5
RETRO_FIRES_V2_1995_PM2_5.nc;1995;woodedfire;8.766;0.002729;0.01345;0;3.66E-06;3.234;3.66E-06;0.02663;0.03313;0.3899;9.61E-05;0;3.231;0.2628;0.00017;12.72;12.72;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;PM2;5
RETRO_FIRES_V2_1996_PM2_5.nc;1996;forestfire;2.664;1.96;1.198;0.1651;0.2563;5.601;0.001939;0.8946;3.565;0.201;0.1702;0.1699;3.641;0.1215;2.039;17.57;17.62;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;PM2;5
RETRO_FIRES_V2_1996_PM2_5.nc;1996;grassfire;1.675;0;0.009625;0;0;0.09815;0;0;0.01331;0.8889;0;0;0.09815;1.13E-05;4.06E-05;2.699;2.699;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;PM2;5
RETRO_FIRES_V2_1996_PM2_5.nc;1996;woodedfire;7.435;0.03633;0.0455;0;9.44E-05;3.907;6.07E-06;0.05547;0.1473;0.3894;0.001027;8.83E-05;3.87;0.2526;0.0001663;12.21;12.21;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;PM2;5
RETRO_FIRES_V2_1997_PM2_5.nc;1997;forestfire;2.662;1.214;0.9155;0.09695;0.1093;4.696;0.0008058;0.7991;0.8169;0.8521;0.09279;0.09159;3.482;0.1623;22.59;33.87;34.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;PM2;5
RETRO_FIRES_V2_1997_PM2_5.nc;1997;grassfire;1.6;0;0.008561;0;0;0.0994;0;0;0.006321;1.13;0;0;0.0994;5.29E-06;6.97E-05;2.847;2.847;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;PM2;5
RETRO_FIRES_V2_1997_PM2_5.nc;1997;woodedfire;7.051;0.01304;0.0293;0;8.74E-06;4.037;8.74E-06;0.06561;0.07649;0.5093;0.0002259;0;4.024;0.2789;0.0001006;12.04;12.04;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;PM2;5
RETRO_FIRES_V2_1998_PM2_5.nc;1998;forestfire;2.662;2.609;2.813;0.4145;0.7577;6.315;0.0008943;2.447;4.12;0.2669;0.6462;0.6457;3.707;0.2671;7.021;28.31;28.7;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;PM2;5
RETRO_FIRES_V2_1998_PM2_5.nc;1998;grassfire;1.872;0;0.03888;0;0;0.1575;0;0;0.02441;1.172;0;0;0.1575;1.45E-05;3.88E-05;3.26;3.26;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;PM2;5
RETRO_FIRES_V2_1998_PM2_5.nc;1998;woodedfire;8.57;0.003849;0.06981;0;0.0004329;6.297;2.95E-05;0.02701;0.2331;0.5338;0.001445;0.0004033;6.293;0.2645;0.0007249;15.96;15.96;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;PM2;5
RETRO_FIRES_V2_1999_PM2_5.nc;1999;forestfire;2.662;1.567;1.026;0.04412;0.4166;4.893;0.0007431;0.9545;0.7774;0.272;0.3681;0.3677;3.326;0.2725;2.901;14.58;14.67;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;PM2;5
RETRO_FIRES_V2_1999_PM2_5.nc;1999;grassfire;2.046;0;0.002534;0;0;0.05232;0;0;0.003973;1.161;0;0;0.05232;0;8.80E-06;3.276;3.276;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;PM2;5
RETRO_FIRES_V2_1999_PM2_5.nc;1999;woodedfire;9.251;0.01415;0.02203;0;7.50E-05;2.098;1.57E-07;0.05757;0.06487;0.5354;0.0005928;7.49E-05;2.084;0.2771;0.0003584;12.3;12.3;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;PM2;5
RETRO_FIRES_V2_2000_PM2_5.nc;2000;forestfire;2.664;1.219;0.5929;0.198;0.603;4.404;0.003461;0.8241;1.716;0.2895;0.5155;0.5147;3.185;0.3375;3.106;15.25;15.38;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;PM2;5
RETRO_FIRES_V2_2000_PM2_5.nc;2000;grassfire;1.965;0;0.008204;0;0;0.08461;0;0;0.009916;1.273;0;0;0.08461;3.45E-06;7.67E-06;3.348;3.348;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;PM2;5
RETRO_FIRES_V2_2000_PM2_5.nc;2000;woodedfire;8.673;0.003186;0.0267;0;0.0005031;3.336;0.0004181;0.1194;0.08761;0.5917;0.0009888;8.50E-05;3.333;0.282;0.0006133;13.11;13.12;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;PM2;5
