region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandNode4,LandNode5,LandLeaf,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age.year.fillout,mature.age,min.veg.carbon.density,min.soil.carbon.density,level,Irr_Rfd,GLU
South America_Southern,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,CropLand_RioLaPlata,biomass_grass_RioLaPlata,biomass_grass_RioLaPlata_IRR,biomass_grass_RioLaPlata_IRR_hi,0.5,11.4,0.5,11.4,1975,23,0,0,hi,irr,RioLaPlata
South Asia,root,AgroForestLand_AmuDaryaR,AgroForest_NonPasture_AmuDaryaR,CropLand_AmuDaryaR,biomass_grass_AmuDaryaR,biomass_grass_AmuDaryaR_IRR,biomass_grass_AmuDaryaR_IRR_hi,0.2,10.9,0.2,10.9,1975,28,0,0,hi,irr,AmuDaryaR
South Asia,root,AgroForestLand_BengalBay,AgroForest_NonPasture_BengalBay,CropLand_BengalBay,biomass_grass_BengalBay,biomass_grass_BengalBay_IRR,biomass_grass_BengalBay_IRR_hi,0.5,10.3,0.5,10.3,1975,43,0,0,hi,irr,BengalBay
South Asia,root,AgroForestLand_CaspianE,AgroForest_NonPasture_CaspianE,CropLand_CaspianE,biomass_grass_CaspianE,biomass_grass_CaspianE_IRR,biomass_grass_CaspianE_IRR_hi,0.2,10.4,0.2,10.4,1975,26,0,0,hi,irr,CaspianE
South Asia,root,AgroForestLand_FarahrudR,AgroForest_NonPasture_FarahrudR,CropLand_FarahrudR,biomass_grass_FarahrudR,biomass_grass_FarahrudR_IRR,biomass_grass_FarahrudR_IRR_hi,0.2,9.4,0.2,9.4,1975,33,0,0,hi,irr,FarahrudR
South Asia,root,AgroForestLand_GangesR,AgroForest_NonPasture_GangesR,CropLand_GangesR,biomass_grass_GangesR,biomass_grass_GangesR_IRR,biomass_grass_GangesR_IRR_hi,0.4,13.1,0.4,13.1,1975,41,0,0,hi,irr,GangesR
South Asia,root,AgroForestLand_HamuMashR,AgroForest_NonPasture_HamuMashR,CropLand_HamuMashR,biomass_grass_HamuMashR,biomass_grass_HamuMashR_IRR,biomass_grass_HamuMashR_IRR_hi,0.1,6.6,0.1,6.6,1975,50,0,0,hi,irr,HamuMashR
South Asia,root,AgroForestLand_Helmand,AgroForest_NonPasture_Helmand,CropLand_Helmand,biomass_grass_Helmand,biomass_grass_Helmand_IRR,biomass_grass_Helmand_IRR_hi,0.2,8.4,0.2,8.4,1975,39,0,0,hi,irr,Helmand
South Asia,root,AgroForestLand_IndusR,AgroForest_NonPasture_IndusR,CropLand_IndusR,biomass_grass_IndusR,biomass_grass_IndusR_IRR,biomass_grass_IndusR_IRR_hi,0.1,9.2,0.1,9.2,1975,37,0,0,hi,irr,IndusR
South Asia,root,AgroForestLand_SriLanka,AgroForest_NonPasture_SriLanka,CropLand_SriLanka,biomass_grass_SriLanka,biomass_grass_SriLanka_IRR,biomass_grass_SriLanka_IRR_hi,0.4,9.9,0.4,9.9,1975,41,0,0,hi,irr,SriLanka
South Korea,root,AgroForestLand_Korea,AgroForest_NonPasture_Korea,CropLand_Korea,biomass_grass_Korea,biomass_grass_Korea_IRR,biomass_grass_Korea_IRR_hi,0.9,11.8,0.9,11.8,1975,49,0,0,hi,irr,Korea
Southeast Asia,root,AgroForestLand_BengalBay,AgroForest_NonPasture_BengalBay,CropLand_BengalBay,biomass_grass_BengalBay,biomass_grass_BengalBay_IRR,biomass_grass_BengalBay_IRR_hi,0.5,9.9,0.5,9.9,1975,39,0,0,hi,irr,BengalBay
Southeast Asia,root,AgroForestLand_BoHai,AgroForest_NonPasture_BoHai,CropLand_BoHai,biomass_grass_BoHai,biomass_grass_BoHai_IRR,biomass_grass_BoHai_IRR_hi,0.5,17.6,0.5,17.6,1975,48,0,0,hi,irr,BoHai
Southeast Asia,root,AgroForestLand_BorneoCstN,AgroForest_NonPasture_BorneoCstN,CropLand_BorneoCstN,biomass_grass_BorneoCstN,biomass_grass_BorneoCstN_IRR,biomass_grass_BorneoCstN_IRR_hi,0.5,9.9,0.5,9.9,1975,39,0,0,hi,irr,BorneoCstN
Southeast Asia,root,AgroForestLand_ChaoPhrR,AgroForest_NonPasture_ChaoPhrR,CropLand_ChaoPhrR,biomass_grass_ChaoPhrR,biomass_grass_ChaoPhrR_IRR,biomass_grass_ChaoPhrR_IRR_hi,0.5,9.8,0.5,9.8,1975,37,0,0,hi,irr,ChaoPhrR
Southeast Asia,root,AgroForestLand_FlyR,AgroForest_NonPasture_FlyR,CropLand_FlyR,biomass_grass_FlyR,biomass_grass_FlyR_IRR,biomass_grass_FlyR_IRR_hi,0,11.8,0,11.8,1975,20,0,0,hi,irr,FlyR
Southeast Asia,root,AgroForestLand_GangesR,AgroForest_NonPasture_GangesR,CropLand_GangesR,biomass_grass_GangesR,biomass_grass_GangesR_IRR,biomass_grass_GangesR_IRR_hi,0.3,12.6,0.3,12.6,1975,40,0,0,hi,irr,GangesR
Southeast Asia,root,AgroForestLand_Hong,AgroForest_NonPasture_Hong,CropLand_Hong,biomass_grass_Hong,biomass_grass_Hong_IRR,biomass_grass_Hong_IRR_hi,0.7,10,0.7,10,1975,37,0,0,hi,irr,Hong
Southeast Asia,root,AgroForestLand_IdnE,AgroForest_NonPasture_IdnE,CropLand_IdnE,biomass_grass_IdnE,biomass_grass_IdnE_IRR,biomass_grass_IdnE_IRR_hi,0,9.8,0,9.8,1975,40,0,0,hi,irr,IdnE
Southeast Asia,root,AgroForestLand_IrianJaya,AgroForest_NonPasture_IrianJaya,CropLand_IrianJaya,biomass_grass_IrianJaya,biomass_grass_IrianJaya_IRR,biomass_grass_IrianJaya_IRR_hi,0,10.3,0,10.3,1975,27,0,0,hi,irr,IrianJaya
Southeast Asia,root,AgroForestLand_IrrawaddyR,AgroForest_NonPasture_IrrawaddyR,CropLand_IrrawaddyR,biomass_grass_IrrawaddyR,biomass_grass_IrrawaddyR_IRR,biomass_grass_IrrawaddyR_IRR_hi,0.5,11.3,0.5,11.3,1975,34,0,0,hi,irr,IrrawaddyR
Southeast Asia,root,AgroForestLand_JavaTimor,AgroForest_NonPasture_JavaTimor,CropLand_JavaTimor,biomass_grass_JavaTimor,biomass_grass_JavaTimor_IRR,biomass_grass_JavaTimor_IRR_hi,0.3,9.8,0.3,9.8,1975,40,0,0,hi,irr,JavaTimor
Southeast Asia,root,AgroForestLand_Kalimantan,AgroForest_NonPasture_Kalimantan,CropLand_Kalimantan,biomass_grass_Kalimantan,biomass_grass_Kalimantan_IRR,biomass_grass_Kalimantan_IRR_hi,0.5,9.8,0.5,9.8,1975,40,0,0,hi,irr,Kalimantan
Southeast Asia,root,AgroForestLand_Korea,AgroForest_NonPasture_Korea,CropLand_Korea,biomass_grass_Korea,biomass_grass_Korea_IRR,biomass_grass_Korea_IRR_hi,0.4,13.9,0.4,13.9,1975,48,0,0,hi,irr,Korea
Southeast Asia,root,AgroForestLand_MalaysiaP,AgroForest_NonPasture_MalaysiaP,CropLand_MalaysiaP,biomass_grass_MalaysiaP,biomass_grass_MalaysiaP_IRR,biomass_grass_MalaysiaP_IRR_hi,0.4,9.9,0.4,9.9,1975,40,0,0,hi,irr,MalaysiaP
Southeast Asia,root,AgroForestLand_Mekong,AgroForest_NonPasture_Mekong,CropLand_Mekong,biomass_grass_Mekong,biomass_grass_Mekong_IRR,biomass_grass_Mekong_IRR_hi,0.5,10,0.5,10,1975,38,0,0,hi,irr,Mekong
Southeast Asia,root,AgroForestLand_PapuaCst,AgroForest_NonPasture_PapuaCst,CropLand_PapuaCst,biomass_grass_PapuaCst,biomass_grass_PapuaCst_IRR,biomass_grass_PapuaCst_IRR_hi,0,11.2,0,11.2,1975,25,0,0,hi,irr,PapuaCst
Southeast Asia,root,AgroForestLand_Phlppns,AgroForest_NonPasture_Phlppns,CropLand_Phlppns,biomass_grass_Phlppns,biomass_grass_Phlppns_IRR,biomass_grass_Phlppns_IRR_hi,0.4,9.8,0.4,9.8,1975,40,0,0,hi,irr,Phlppns
Southeast Asia,root,AgroForestLand_RusCstSE,AgroForest_NonPasture_RusCstSE,CropLand_RusCstSE,biomass_grass_RusCstSE,biomass_grass_RusCstSE_IRR,biomass_grass_RusCstSE_IRR_hi,0.4,15.2,0.4,15.2,1975,45,0,0,hi,irr,RusCstSE
Southeast Asia,root,AgroForestLand_Salween,AgroForest_NonPasture_Salween,CropLand_Salween,biomass_grass_Salween,biomass_grass_Salween_IRR,biomass_grass_Salween_IRR_hi,0.4,10,0.4,10,1975,39,0,0,hi,irr,Salween
Southeast Asia,root,AgroForestLand_SChinaSea,AgroForest_NonPasture_SChinaSea,CropLand_SChinaSea,biomass_grass_SChinaSea,biomass_grass_SChinaSea_IRR,biomass_grass_SChinaSea_IRR_hi,0.6,9.5,0.6,9.5,1975,34,0,0,hi,irr,SChinaSea
Southeast Asia,root,AgroForestLand_SepikR,AgroForest_NonPasture_SepikR,CropLand_SepikR,biomass_grass_SepikR,biomass_grass_SepikR_IRR,biomass_grass_SepikR_IRR_hi,0,11.4,0,11.4,1975,25,0,0,hi,irr,SepikR
Southeast Asia,root,AgroForestLand_SittaungR,AgroForest_NonPasture_SittaungR,CropLand_SittaungR,biomass_grass_SittaungR,biomass_grass_SittaungR_IRR,biomass_grass_SittaungR_IRR_hi,0.5,9.8,0.5,9.8,1975,38,0,0,hi,irr,SittaungR
Southeast Asia,root,AgroForestLand_ThaiGulf,AgroForest_NonPasture_ThaiGulf,CropLand_ThaiGulf,biomass_grass_ThaiGulf,biomass_grass_ThaiGulf_IRR,biomass_grass_ThaiGulf_IRR_hi,0.4,9.8,0.4,9.8,1975,40,0,0,hi,irr,ThaiGulf
Southeast Asia,root,AgroForestLand_VietnamCst,AgroForest_NonPasture_VietnamCst,CropLand_VietnamCst,biomass_grass_VietnamCst,biomass_grass_VietnamCst_IRR,biomass_grass_VietnamCst_IRR_hi,0.5,9.9,0.5,9.9,1975,37,0,0,hi,irr,VietnamCst
Southeast Asia,root,AgroForestLand_XunJiang,AgroForest_NonPasture_XunJiang,CropLand_XunJiang,biomass_grass_XunJiang,biomass_grass_XunJiang_IRR,biomass_grass_XunJiang_IRR_hi,0.6,10.6,0.6,10.6,1975,43,0,0,hi,irr,XunJiang
Argentina,root,AgroForestLand_ArgColoR,AgroForest_NonPasture_ArgColoR,CropLand_ArgColoR,biomass_grass_ArgColoR,biomass_grass_ArgColoR_IRR,biomass_grass_ArgColoR_IRR_hi,0.6,10.3,0.6,10.3,1975,25,0,0,hi,irr,ArgColoR
Argentina,root,AgroForestLand_ArgCstN,AgroForest_NonPasture_ArgCstN,CropLand_ArgCstN,biomass_grass_ArgCstN,biomass_grass_ArgCstN_IRR,biomass_grass_ArgCstN_IRR_hi,0.8,12.2,0.8,12.2,1975,11,0,0,hi,irr,ArgCstN
Argentina,root,AgroForestLand_ArgCstS,AgroForest_NonPasture_ArgCstS,CropLand_ArgCstS,biomass_grass_ArgCstS,biomass_grass_ArgCstS_IRR,biomass_grass_ArgCstS_IRR_hi,0.5,12.5,0.5,12.5,1975,14,0,0,hi,irr,ArgCstS
Argentina,root,AgroForestLand_ChileCstN,AgroForest_NonPasture_ChileCstN,CropLand_ChileCstN,biomass_grass_ChileCstN,biomass_grass_ChileCstN_IRR,biomass_grass_ChileCstN_IRR_hi,0,8.2,0,8.2,1975,50,0,0,hi,irr,ChileCstN
Argentina,root,AgroForestLand_ChileCstS,AgroForest_NonPasture_ChileCstS,CropLand_ChileCstS,biomass_grass_ChileCstS,biomass_grass_ChileCstS_IRR,biomass_grass_ChileCstS_IRR_hi,0.5,12.2,0.5,12.2,1975,32,0,0,hi,irr,ChileCstS
Argentina,root,AgroForestLand_LaPuna,AgroForest_NonPasture_LaPuna,CropLand_LaPuna,biomass_grass_LaPuna,biomass_grass_LaPuna_IRR,biomass_grass_LaPuna_IRR_hi,0.5,10.1,0.5,10.1,1975,30,0,0,hi,irr,LaPuna
Argentina,root,AgroForestLand_MarChiq,AgroForest_NonPasture_MarChiq,CropLand_MarChiq,biomass_grass_MarChiq,biomass_grass_MarChiq_IRR,biomass_grass_MarChiq_IRR_hi,0.6,9.4,0.6,9.4,1975,17,0,0,hi,irr,MarChiq
Argentina,root,AgroForestLand_NegroR,AgroForest_NonPasture_NegroR,CropLand_NegroR,biomass_grass_NegroR,biomass_grass_NegroR_IRR,biomass_grass_NegroR_IRR_hi,0.9,11.1,0.9,11.1,1975,20,0,0,hi,irr,NegroR
Argentina,root,AgroForestLand_Pampas,AgroForest_NonPasture_Pampas,CropLand_Pampas,biomass_grass_Pampas,biomass_grass_Pampas_IRR,biomass_grass_Pampas_IRR_hi,0.8,9.6,0.8,9.6,1975,16,0,0,hi,irr,Pampas
Argentina,root,AgroForestLand_Patagonia,AgroForest_NonPasture_Patagonia,CropLand_Patagonia,biomass_grass_Patagonia,biomass_grass_Patagonia_IRR,biomass_grass_Patagonia_IRR_hi,0.8,12.9,0.8,12.9,1975,11,0,0,hi,irr,Patagonia
Argentina,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,CropLand_RioLaPlata,biomass_grass_RioLaPlata,biomass_grass_RioLaPlata_IRR,biomass_grass_RioLaPlata_IRR_hi,0.6,10.8,0.6,10.8,1975,20,0,0,hi,irr,RioLaPlata
Argentina,root,AgroForestLand_Salinas,AgroForest_NonPasture_Salinas,CropLand_Salinas,biomass_grass_Salinas,biomass_grass_Salinas_IRR,biomass_grass_Salinas_IRR_hi,0.6,8.6,0.6,8.6,1975,22,0,0,hi,irr,Salinas
Colombia,root,AgroForestLand_AmazonR,AgroForest_NonPasture_AmazonR,CropLand_AmazonR,biomass_grass_AmazonR,biomass_grass_AmazonR_IRR,biomass_grass_AmazonR_IRR_hi,0.8,10.3,0.8,10.3,1975,38,0,0,hi,irr,AmazonR
Colombia,root,AgroForestLand_ColEcuaCst,AgroForest_NonPasture_ColEcuaCst,CropLand_ColEcuaCst,biomass_grass_ColEcuaCst,biomass_grass_ColEcuaCst_IRR,biomass_grass_ColEcuaCst_IRR_hi,0.6,11,0.6,11,1975,31,0,0,hi,irr,ColEcuaCst
Colombia,root,AgroForestLand_MagdalenaR,AgroForest_NonPasture_MagdalenaR,CropLand_MagdalenaR,biomass_grass_MagdalenaR,biomass_grass_MagdalenaR_IRR,biomass_grass_MagdalenaR_IRR_hi,0.6,10.1,0.6,10.1,1975,37,0,0,hi,irr,MagdalenaR
Colombia,root,AgroForestLand_OrinocoR,AgroForest_NonPasture_OrinocoR,CropLand_OrinocoR,biomass_grass_OrinocoR,biomass_grass_OrinocoR_IRR,biomass_grass_OrinocoR_IRR_hi,0.8,9.7,0.8,9.7,1975,32,0,0,hi,irr,OrinocoR
Colombia,root,AgroForestLand_SAmerCstN,AgroForest_NonPasture_SAmerCstN,CropLand_SAmerCstN,biomass_grass_SAmerCstN,biomass_grass_SAmerCstN_IRR,biomass_grass_SAmerCstN_IRR_hi,0.6,9.8,0.6,9.8,1975,36,0,0,hi,irr,SAmerCstN
USA,root,AgroForestLand_ArkWhtRedR,AgroForest_NonPasture_ArkWhtRedR,AllForestLand_ArkWhtRedR,biomass_tree_ArkWhtRedR,biomass_tree_ArkWhtRedR_IRR,biomass_tree_ArkWhtRedR_IRR_hi,0.9,12.3,0.9,12.3,1975,20,0,0,hi,irr,ArkWhtRedR
USA,root,AgroForestLand_California,AgroForest_NonPasture_California,AllForestLand_California,biomass_tree_California,biomass_tree_California_IRR,biomass_tree_California_IRR_hi,1,9.2,1,9.2,1975,38,0,0,hi,irr,California
USA,root,AgroForestLand_Caribbean,AgroForest_NonPasture_Caribbean,AllForestLand_Caribbean,biomass_tree_Caribbean,biomass_tree_Caribbean_IRR,biomass_tree_Caribbean_IRR_hi,0.5,10.5,0.5,10.5,1975,32,0,0,hi,irr,Caribbean
USA,root,AgroForestLand_FraserR,AgroForest_NonPasture_FraserR,AllForestLand_FraserR,biomass_tree_FraserR,biomass_tree_FraserR_IRR,biomass_tree_FraserR_IRR_hi,0.7,18.1,0.7,18.1,1975,50,0,0,hi,irr,FraserR
USA,root,AgroForestLand_GreatBasin,AgroForest_NonPasture_GreatBasin,AllForestLand_GreatBasin,biomass_tree_GreatBasin,biomass_tree_GreatBasin_IRR,biomass_tree_GreatBasin_IRR_hi,0.6,8.5,0.6,8.5,1975,38,0,0,hi,irr,GreatBasin
USA,root,AgroForestLand_GreatLakes,AgroForest_NonPasture_GreatLakes,AllForestLand_GreatLakes,biomass_tree_GreatLakes,biomass_tree_GreatLakes_IRR,biomass_tree_GreatLakes_IRR_hi,0.9,12.2,0.9,12.2,1975,49,0,0,hi,irr,GreatLakes
USA,root,AgroForestLand_MexCstNW,AgroForest_NonPasture_MexCstNW,AllForestLand_MexCstNW,biomass_tree_MexCstNW,biomass_tree_MexCstNW_IRR,biomass_tree_MexCstNW_IRR_hi,1,11.4,1,11.4,1975,18,0,0,hi,irr,MexCstNW
USA,root,AgroForestLand_MissouriR,AgroForest_NonPasture_MissouriR,AllForestLand_MissouriR,biomass_tree_MissouriR,biomass_tree_MissouriR_IRR,biomass_tree_MissouriR_IRR_hi,0.8,11.7,0.8,11.7,1975,21,0,0,hi,irr,MissouriR
USA,root,AgroForestLand_MissppRN,AgroForest_NonPasture_MissppRN,AllForestLand_MissppRN,biomass_tree_MissppRN,biomass_tree_MissppRN_IRR,biomass_tree_MissppRN_IRR_hi,1.1,11,1.1,11,1975,33,0,0,hi,irr,MissppRN
USA,root,AgroForestLand_MissppRS,AgroForest_NonPasture_MissppRS,AllForestLand_MissppRS,biomass_tree_MissppRS,biomass_tree_MissppRS_IRR,biomass_tree_MissppRS_IRR_hi,0.7,12.7,0.7,12.7,1975,47,0,0,hi,irr,MissppRS
USA,root,AgroForestLand_NelsonR,AgroForest_NonPasture_NelsonR,AllForestLand_NelsonR,biomass_tree_NelsonR,biomass_tree_NelsonR_IRR,biomass_tree_NelsonR_IRR_hi,0.9,12.8,0.9,12.8,1975,16,0,0,hi,irr,NelsonR
USA,root,AgroForestLand_OhioR,AgroForest_NonPasture_OhioR,AllForestLand_OhioR,biomass_tree_OhioR,biomass_tree_OhioR_IRR,biomass_tree_OhioR_IRR_hi,1,13,1,13,1975,48,0,0,hi,irr,OhioR
USA,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,AllForestLand_PacArctic,biomass_tree_PacArctic,biomass_tree_PacArctic_IRR,biomass_tree_PacArctic_IRR_hi,0.119,15.6,0.119,15.6,1975,36,0,0,hi,irr,PacArctic
USA,root,AgroForestLand_RioGrande,AgroForest_NonPasture_RioGrande,AllForestLand_RioGrande,biomass_tree_RioGrande,biomass_tree_RioGrande_IRR,biomass_tree_RioGrande_IRR_hi,0.8,9.5,0.8,9.5,1975,33,0,0,hi,irr,RioGrande
USA,root,AgroForestLand_TennR,AgroForest_NonPasture_TennR,AllForestLand_TennR,biomass_tree_TennR,biomass_tree_TennR_IRR,biomass_tree_TennR_IRR_hi,0.7,13.1,0.7,13.1,1975,50,0,0,hi,irr,TennR
USA,root,AgroForestLand_TexasCst,AgroForest_NonPasture_TexasCst,AllForestLand_TexasCst,biomass_tree_TexasCst,biomass_tree_TexasCst_IRR,biomass_tree_TexasCst_IRR_hi,0.7,12,0.7,12,1975,19,0,0,hi,irr,TexasCst
USA,root,AgroForestLand_UsaColoRN,AgroForest_NonPasture_UsaColoRN,AllForestLand_UsaColoRN,biomass_tree_UsaColoRN,biomass_tree_UsaColoRN_IRR,biomass_tree_UsaColoRN_IRR_hi,0.5,9.2,0.5,9.2,1975,42,0,0,hi,irr,UsaColoRN
USA,root,AgroForestLand_UsaColoRS,AgroForest_NonPasture_UsaColoRS,AllForestLand_UsaColoRS,biomass_tree_UsaColoRS,biomass_tree_UsaColoRS_IRR,biomass_tree_UsaColoRS_IRR_hi,0.9,8.6,0.9,8.6,1975,36,0,0,hi,irr,UsaColoRS
USA,root,AgroForestLand_UsaCstE,AgroForest_NonPasture_UsaCstE,AllForestLand_UsaCstE,biomass_tree_UsaCstE,biomass_tree_UsaCstE_IRR,biomass_tree_UsaCstE_IRR_hi,0.8,12.9,0.8,12.9,1975,50,0,0,hi,irr,UsaCstE
USA,root,AgroForestLand_UsaCstNE,AgroForest_NonPasture_UsaCstNE,AllForestLand_UsaCstNE,biomass_tree_UsaCstNE,biomass_tree_UsaCstNE_IRR,biomass_tree_UsaCstNE_IRR_hi,1,12.7,1,12.7,1975,50,0,0,hi,irr,UsaCstNE
USA,root,AgroForestLand_UsaCstSE,AgroForest_NonPasture_UsaCstSE,AllForestLand_UsaCstSE,biomass_tree_UsaCstSE,biomass_tree_UsaCstSE_IRR,biomass_tree_UsaCstSE_IRR_hi,0.8,12.8,0.8,12.8,1975,47,0,0,hi,irr,UsaCstSE
USA,root,AgroForestLand_UsaPacNW,AgroForest_NonPasture_UsaPacNW,AllForestLand_UsaPacNW,biomass_tree_UsaPacNW,biomass_tree_UsaPacNW_IRR,biomass_tree_UsaPacNW_IRR_hi,0.9,10.6,0.9,10.6,1975,35,0,0,hi,irr,UsaPacNW
Africa_Eastern,root,AgroForestLand_AfrCstE,AgroForest_NonPasture_AfrCstE,AllForestLand_AfrCstE,biomass_tree_AfrCstE,biomass_tree_AfrCstE_IRR,biomass_tree_AfrCstE_IRR_hi,0.4,9.2,0.4,9.2,1975,32,0,0,hi,irr,AfrCstE
Africa_Eastern,root,AgroForestLand_AfrCstNE,AgroForest_NonPasture_AfrCstNE,AllForestLand_AfrCstNE,biomass_tree_AfrCstNE,biomass_tree_AfrCstNE_IRR,biomass_tree_AfrCstNE_IRR_hi,0.3,7.1,0.3,7.1,1975,36,0,0,hi,irr,AfrCstNE
Africa_Eastern,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,AllForestLand_CongoR,biomass_tree_CongoR,biomass_tree_CongoR_IRR,biomass_tree_CongoR_IRR_hi,0.3,9.5,0.3,9.5,1975,30,0,0,hi,irr,CongoR
Africa_Eastern,root,AgroForestLand_Madasgacar,AgroForest_NonPasture_Madasgacar,AllForestLand_Madasgacar,biomass_tree_Madasgacar,biomass_tree_Madasgacar_IRR,biomass_tree_Madasgacar_IRR_hi,0.2,9.5,0.2,9.5,1975,31,0,0,hi,irr,Madasgacar
Africa_Eastern,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_IRR,biomass_tree_NileR_IRR_hi,0.4,9.7,0.4,9.7,1975,28,0,0,hi,irr,NileR
Africa_Eastern,root,AgroForestLand_RiftValley,AgroForest_NonPasture_RiftValley,AllForestLand_RiftValley,biomass_tree_RiftValley,biomass_tree_RiftValley_IRR,biomass_tree_RiftValley_IRR_hi,0.3,8.5,0.3,8.5,1975,31,0,0,hi,irr,RiftValley
Africa_Eastern,root,AgroForestLand_ShebJubR,AgroForest_NonPasture_ShebJubR,AllForestLand_ShebJubR,biomass_tree_ShebJubR,biomass_tree_ShebJubR_IRR,biomass_tree_ShebJubR_IRR_hi,0.3,8.8,0.3,8.8,1975,23,0,0,hi,irr,ShebJubR
Africa_Northern,root,AgroForestLand_AfrCstNW,AgroForest_NonPasture_AfrCstNW,AllForestLand_AfrCstNW,biomass_tree_AfrCstNW,biomass_tree_AfrCstNW_IRR,biomass_tree_AfrCstNW_IRR_hi,0.4,5.3,0.4,5.3,1975,43,0,0,hi,irr,AfrCstNW
Africa_Northern,root,AgroForestLand_AfrIntN,AgroForest_NonPasture_AfrIntN,AllForestLand_AfrIntN,biomass_tree_AfrIntN,biomass_tree_AfrIntN_IRR,biomass_tree_AfrIntN_IRR_hi,0.3,5,0.3,5,1975,48,0,0,hi,irr,AfrIntN
Africa_Northern,root,AgroForestLand_MeditS,AgroForest_NonPasture_MeditS,AllForestLand_MeditS,biomass_tree_MeditS,biomass_tree_MeditS_IRR,biomass_tree_MeditS_IRR_hi,0.4,6.2,0.4,6.2,1975,39,0,0,hi,irr,MeditS
Africa_Northern,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_IRR,biomass_tree_NileR_IRR_hi,0.9,11.2696709585122,0.9,11.2696709585122,1975,36.7682403433476,0,0,hi,irr,NileR
Africa_Southern,root,AgroForestLand_AfrCstE,AgroForest_NonPasture_AfrCstE,AllForestLand_AfrCstE,biomass_tree_AfrCstE,biomass_tree_AfrCstE_IRR,biomass_tree_AfrCstE_IRR_hi,0.3,9.6,0.3,9.6,1975,30,0,0,hi,irr,AfrCstE
Africa_Southern,root,AgroForestLand_AfrCstS,AgroForest_NonPasture_AfrCstS,AllForestLand_AfrCstS,biomass_tree_AfrCstS,biomass_tree_AfrCstS_IRR,biomass_tree_AfrCstS_IRR_hi,0.5,9.5,0.5,9.5,1975,30,0,0,hi,irr,AfrCstS
Africa_Southern,root,AgroForestLand_AfrCstSE,AgroForest_NonPasture_AfrCstSE,AllForestLand_AfrCstSE,biomass_tree_AfrCstSE,biomass_tree_AfrCstSE_IRR,biomass_tree_AfrCstSE_IRR_hi,0.4,9.5,0.4,9.5,1975,30,0,0,hi,irr,AfrCstSE
Africa_Southern,root,AgroForestLand_AfrIntS,AgroForest_NonPasture_AfrIntS,AllForestLand_AfrIntS,biomass_tree_AfrIntS,biomass_tree_AfrIntS_IRR,biomass_tree_AfrIntS_IRR_hi,0.3,10.1,0.3,10.1,1975,27,0,0,hi,irr,AfrIntS
Africa_Southern,root,AgroForestLand_AngolaCst,AgroForest_NonPasture_AngolaCst,AllForestLand_AngolaCst,biomass_tree_AngolaCst,biomass_tree_AngolaCst_IRR,biomass_tree_AngolaCst_IRR_hi,0.2,9.5,0.2,9.5,1975,33,0,0,hi,irr,AngolaCst
Africa_Southern,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,AllForestLand_CongoR,biomass_tree_CongoR,biomass_tree_CongoR_IRR,biomass_tree_CongoR_IRR_hi,0.4,9.7,0.4,9.7,1975,33,0,0,hi,irr,CongoR
Africa_Southern,root,AgroForestLand_GuineaGulf,AgroForest_NonPasture_GuineaGulf,AllForestLand_GuineaGulf,biomass_tree_GuineaGulf,biomass_tree_GuineaGulf_IRR,biomass_tree_GuineaGulf_IRR_hi,0,9.6,0,9.6,1975,33,0,0,hi,irr,GuineaGulf
Africa_Southern,root,AgroForestLand_LimpopoR,AgroForest_NonPasture_LimpopoR,AllForestLand_LimpopoR,biomass_tree_LimpopoR,biomass_tree_LimpopoR_IRR,biomass_tree_LimpopoR_IRR_hi,0.6,9.5,0.6,9.5,1975,29,0,0,hi,irr,LimpopoR
Africa_Southern,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_IRR,biomass_tree_NileR_IRR_hi,0.3,10.3,0.3,10.3,1975,25,0,0,hi,irr,NileR
Africa_Southern,root,AgroForestLand_RiftValley,AgroForest_NonPasture_RiftValley,AllForestLand_RiftValley,biomass_tree_RiftValley,biomass_tree_RiftValley_IRR,biomass_tree_RiftValley_IRR_hi,0.3,10.2,0.3,10.2,1975,26,0,0,hi,irr,RiftValley
Africa_Southern,root,AgroForestLand_ZambeziR,AgroForest_NonPasture_ZambeziR,AllForestLand_ZambeziR,biomass_tree_ZambeziR,biomass_tree_ZambeziR_IRR,biomass_tree_ZambeziR_IRR_hi,0.5,9.6,0.5,9.6,1975,31,0,0,hi,irr,ZambeziR
Africa_Western,root,AgroForestLand_AfrCstW,AgroForest_NonPasture_AfrCstW,AllForestLand_AfrCstW,biomass_tree_AfrCstW,biomass_tree_AfrCstW_IRR,biomass_tree_AfrCstW_IRR_hi,0.3,9.6,0.3,9.6,1975,35,0,0,hi,irr,AfrCstW
