region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandNode4,LandNode5,LandLeaf,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age.year.fillout,mature.age,min.veg.carbon.density,min.soil.carbon.density,level,Irr_Rfd,GLU
Argentina,root,AgroForestLand_ChileCstS,AgroForest_NonPasture_ChileCstS,CropLand_ChileCstS,biomass_grass_ChileCstS,biomass_grass_ChileCstS_RFD,biomass_grass_ChileCstS_RFD_lo,0.3,12.2,0.3,12.2,1975,32,0,0,lo,rfd,ChileCstS
Argentina,root,AgroForestLand_LaPuna,AgroForest_NonPasture_LaPuna,CropLand_LaPuna,biomass_grass_LaPuna,biomass_grass_LaPuna_RFD,biomass_grass_LaPuna_RFD_lo,0.4,10.1,0.4,10.1,1975,30,0,0,lo,rfd,LaPuna
Argentina,root,AgroForestLand_MarChiq,AgroForest_NonPasture_MarChiq,CropLand_MarChiq,biomass_grass_MarChiq,biomass_grass_MarChiq_RFD,biomass_grass_MarChiq_RFD_lo,0.4,9.4,0.4,9.4,1975,17,0,0,lo,rfd,MarChiq
Argentina,root,AgroForestLand_NegroR,AgroForest_NonPasture_NegroR,CropLand_NegroR,biomass_grass_NegroR,biomass_grass_NegroR_RFD,biomass_grass_NegroR_RFD_lo,0.4,11.1,0.4,11.1,1975,20,0,0,lo,rfd,NegroR
Argentina,root,AgroForestLand_Pampas,AgroForest_NonPasture_Pampas,CropLand_Pampas,biomass_grass_Pampas,biomass_grass_Pampas_RFD,biomass_grass_Pampas_RFD_lo,0.4,9.6,0.4,9.6,1975,16,0,0,lo,rfd,Pampas
Argentina,root,AgroForestLand_Patagonia,AgroForest_NonPasture_Patagonia,CropLand_Patagonia,biomass_grass_Patagonia,biomass_grass_Patagonia_RFD,biomass_grass_Patagonia_RFD_lo,0.6,12.9,0.6,12.9,1975,11,0,0,lo,rfd,Patagonia
Argentina,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,CropLand_RioLaPlata,biomass_grass_RioLaPlata,biomass_grass_RioLaPlata_RFD,biomass_grass_RioLaPlata_RFD_lo,0.4,10.8,0.4,10.8,1975,20,0,0,lo,rfd,RioLaPlata
Argentina,root,AgroForestLand_Salinas,AgroForest_NonPasture_Salinas,CropLand_Salinas,biomass_grass_Salinas,biomass_grass_Salinas_RFD,biomass_grass_Salinas_RFD_lo,0.4,8.6,0.4,8.6,1975,22,0,0,lo,rfd,Salinas
Colombia,root,AgroForestLand_AmazonR,AgroForest_NonPasture_AmazonR,CropLand_AmazonR,biomass_grass_AmazonR,biomass_grass_AmazonR_RFD,biomass_grass_AmazonR_RFD_lo,0.4,10.3,0.4,10.3,1975,38,0,0,lo,rfd,AmazonR
Colombia,root,AgroForestLand_ColEcuaCst,AgroForest_NonPasture_ColEcuaCst,CropLand_ColEcuaCst,biomass_grass_ColEcuaCst,biomass_grass_ColEcuaCst_RFD,biomass_grass_ColEcuaCst_RFD_lo,0.3,11,0.3,11,1975,31,0,0,lo,rfd,ColEcuaCst
Colombia,root,AgroForestLand_MagdalenaR,AgroForest_NonPasture_MagdalenaR,CropLand_MagdalenaR,biomass_grass_MagdalenaR,biomass_grass_MagdalenaR_RFD,biomass_grass_MagdalenaR_RFD_lo,0.4,10.1,0.4,10.1,1975,37,0,0,lo,rfd,MagdalenaR
Colombia,root,AgroForestLand_OrinocoR,AgroForest_NonPasture_OrinocoR,CropLand_OrinocoR,biomass_grass_OrinocoR,biomass_grass_OrinocoR_RFD,biomass_grass_OrinocoR_RFD_lo,0.4,9.7,0.4,9.7,1975,32,0,0,lo,rfd,OrinocoR
Colombia,root,AgroForestLand_SAmerCstN,AgroForest_NonPasture_SAmerCstN,CropLand_SAmerCstN,biomass_grass_SAmerCstN,biomass_grass_SAmerCstN_RFD,biomass_grass_SAmerCstN_RFD_lo,0.4,9.8,0.4,9.8,1975,36,0,0,lo,rfd,SAmerCstN
USA,root,AgroForestLand_ArkWhtRedR,AgroForest_NonPasture_ArkWhtRedR,AllForestLand_ArkWhtRedR,biomass_tree_ArkWhtRedR,biomass_tree_ArkWhtRedR_RFD,biomass_tree_ArkWhtRedR_RFD_lo,0.4,12.3,0.4,12.3,1975,20,0,0,lo,rfd,ArkWhtRedR
USA,root,AgroForestLand_California,AgroForest_NonPasture_California,AllForestLand_California,biomass_tree_California,biomass_tree_California_RFD,biomass_tree_California_RFD_lo,0.6,9.2,0.6,9.2,1975,38,0,0,lo,rfd,California
USA,root,AgroForestLand_Caribbean,AgroForest_NonPasture_Caribbean,AllForestLand_Caribbean,biomass_tree_Caribbean,biomass_tree_Caribbean_RFD,biomass_tree_Caribbean_RFD_lo,0.2,10.5,0.2,10.5,1975,32,0,0,lo,rfd,Caribbean
USA,root,AgroForestLand_FraserR,AgroForest_NonPasture_FraserR,AllForestLand_FraserR,biomass_tree_FraserR,biomass_tree_FraserR_RFD,biomass_tree_FraserR_RFD_lo,0.6,18.1,0.6,18.1,1975,50,0,0,lo,rfd,FraserR
USA,root,AgroForestLand_GreatBasin,AgroForest_NonPasture_GreatBasin,AllForestLand_GreatBasin,biomass_tree_GreatBasin,biomass_tree_GreatBasin_RFD,biomass_tree_GreatBasin_RFD_lo,0.4,8.5,0.4,8.5,1975,38,0,0,lo,rfd,GreatBasin
USA,root,AgroForestLand_GreatLakes,AgroForest_NonPasture_GreatLakes,AllForestLand_GreatLakes,biomass_tree_GreatLakes,biomass_tree_GreatLakes_RFD,biomass_tree_GreatLakes_RFD_lo,0.5,12.2,0.5,12.2,1975,49,0,0,lo,rfd,GreatLakes
USA,root,AgroForestLand_MexCstNW,AgroForest_NonPasture_MexCstNW,AllForestLand_MexCstNW,biomass_tree_MexCstNW,biomass_tree_MexCstNW_RFD,biomass_tree_MexCstNW_RFD_lo,0.5,11.4,0.5,11.4,1975,18,0,0,lo,rfd,MexCstNW
USA,root,AgroForestLand_MissouriR,AgroForest_NonPasture_MissouriR,AllForestLand_MissouriR,biomass_tree_MissouriR,biomass_tree_MissouriR_RFD,biomass_tree_MissouriR_RFD_lo,0.4,11.7,0.4,11.7,1975,21,0,0,lo,rfd,MissouriR
USA,root,AgroForestLand_MissppRN,AgroForest_NonPasture_MissppRN,AllForestLand_MissppRN,biomass_tree_MissppRN,biomass_tree_MissppRN_RFD,biomass_tree_MissppRN_RFD_lo,0.6,11,0.6,11,1975,33,0,0,lo,rfd,MissppRN
USA,root,AgroForestLand_MissppRS,AgroForest_NonPasture_MissppRS,AllForestLand_MissppRS,biomass_tree_MissppRS,biomass_tree_MissppRS_RFD,biomass_tree_MissppRS_RFD_lo,0.4,12.7,0.4,12.7,1975,47,0,0,lo,rfd,MissppRS
USA,root,AgroForestLand_NelsonR,AgroForest_NonPasture_NelsonR,AllForestLand_NelsonR,biomass_tree_NelsonR,biomass_tree_NelsonR_RFD,biomass_tree_NelsonR_RFD_lo,0.4,12.8,0.4,12.8,1975,16,0,0,lo,rfd,NelsonR
USA,root,AgroForestLand_OhioR,AgroForest_NonPasture_OhioR,AllForestLand_OhioR,biomass_tree_OhioR,biomass_tree_OhioR_RFD,biomass_tree_OhioR_RFD_lo,0.5,13,0.5,13,1975,48,0,0,lo,rfd,OhioR
USA,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,AllForestLand_PacArctic,biomass_tree_PacArctic,biomass_tree_PacArctic_RFD,biomass_tree_PacArctic_RFD_lo,0.119,15.6,0.119,15.6,1975,36,0,0,lo,rfd,PacArctic
USA,root,AgroForestLand_RioGrande,AgroForest_NonPasture_RioGrande,AllForestLand_RioGrande,biomass_tree_RioGrande,biomass_tree_RioGrande_RFD,biomass_tree_RioGrande_RFD_lo,0.5,9.5,0.5,9.5,1975,33,0,0,lo,rfd,RioGrande
USA,root,AgroForestLand_TennR,AgroForest_NonPasture_TennR,AllForestLand_TennR,biomass_tree_TennR,biomass_tree_TennR_RFD,biomass_tree_TennR_RFD_lo,0.4,13.1,0.4,13.1,1975,50,0,0,lo,rfd,TennR
USA,root,AgroForestLand_TexasCst,AgroForest_NonPasture_TexasCst,AllForestLand_TexasCst,biomass_tree_TexasCst,biomass_tree_TexasCst_RFD,biomass_tree_TexasCst_RFD_lo,0.4,12,0.4,12,1975,19,0,0,lo,rfd,TexasCst
USA,root,AgroForestLand_UsaColoRN,AgroForest_NonPasture_UsaColoRN,AllForestLand_UsaColoRN,biomass_tree_UsaColoRN,biomass_tree_UsaColoRN_RFD,biomass_tree_UsaColoRN_RFD_lo,0.3,9.2,0.3,9.2,1975,42,0,0,lo,rfd,UsaColoRN
USA,root,AgroForestLand_UsaColoRS,AgroForest_NonPasture_UsaColoRS,AllForestLand_UsaColoRS,biomass_tree_UsaColoRS,biomass_tree_UsaColoRS_RFD,biomass_tree_UsaColoRS_RFD_lo,0.5,8.6,0.5,8.6,1975,36,0,0,lo,rfd,UsaColoRS
USA,root,AgroForestLand_UsaCstE,AgroForest_NonPasture_UsaCstE,AllForestLand_UsaCstE,biomass_tree_UsaCstE,biomass_tree_UsaCstE_RFD,biomass_tree_UsaCstE_RFD_lo,0.5,12.9,0.5,12.9,1975,50,0,0,lo,rfd,UsaCstE
USA,root,AgroForestLand_UsaCstNE,AgroForest_NonPasture_UsaCstNE,AllForestLand_UsaCstNE,biomass_tree_UsaCstNE,biomass_tree_UsaCstNE_RFD,biomass_tree_UsaCstNE_RFD_lo,0.6,12.7,0.6,12.7,1975,50,0,0,lo,rfd,UsaCstNE
USA,root,AgroForestLand_UsaCstSE,AgroForest_NonPasture_UsaCstSE,AllForestLand_UsaCstSE,biomass_tree_UsaCstSE,biomass_tree_UsaCstSE_RFD,biomass_tree_UsaCstSE_RFD_lo,0.4,12.8,0.4,12.8,1975,47,0,0,lo,rfd,UsaCstSE
USA,root,AgroForestLand_UsaPacNW,AgroForest_NonPasture_UsaPacNW,AllForestLand_UsaPacNW,biomass_tree_UsaPacNW,biomass_tree_UsaPacNW_RFD,biomass_tree_UsaPacNW_RFD_lo,0.5,10.6,0.5,10.6,1975,35,0,0,lo,rfd,UsaPacNW
Africa_Eastern,root,AgroForestLand_AfrCstE,AgroForest_NonPasture_AfrCstE,AllForestLand_AfrCstE,biomass_tree_AfrCstE,biomass_tree_AfrCstE_RFD,biomass_tree_AfrCstE_RFD_lo,0.2,9.2,0.2,9.2,1975,32,0,0,lo,rfd,AfrCstE
Africa_Eastern,root,AgroForestLand_AfrCstNE,AgroForest_NonPasture_AfrCstNE,AllForestLand_AfrCstNE,biomass_tree_AfrCstNE,biomass_tree_AfrCstNE_RFD,biomass_tree_AfrCstNE_RFD_lo,0.2,7.1,0.2,7.1,1975,36,0,0,lo,rfd,AfrCstNE
Africa_Eastern,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,AllForestLand_CongoR,biomass_tree_CongoR,biomass_tree_CongoR_RFD,biomass_tree_CongoR_RFD_lo,0.3,9.5,0.3,9.5,1975,30,0,0,lo,rfd,CongoR
Africa_Eastern,root,AgroForestLand_Madasgacar,AgroForest_NonPasture_Madasgacar,AllForestLand_Madasgacar,biomass_tree_Madasgacar,biomass_tree_Madasgacar_RFD,biomass_tree_Madasgacar_RFD_lo,0.2,9.5,0.2,9.5,1975,31,0,0,lo,rfd,Madasgacar
Africa_Eastern,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_RFD,biomass_tree_NileR_RFD_lo,0.2,9.7,0.2,9.7,1975,28,0,0,lo,rfd,NileR
Africa_Eastern,root,AgroForestLand_RiftValley,AgroForest_NonPasture_RiftValley,AllForestLand_RiftValley,biomass_tree_RiftValley,biomass_tree_RiftValley_RFD,biomass_tree_RiftValley_RFD_lo,0.3,8.5,0.3,8.5,1975,31,0,0,lo,rfd,RiftValley
Africa_Eastern,root,AgroForestLand_ShebJubR,AgroForest_NonPasture_ShebJubR,AllForestLand_ShebJubR,biomass_tree_ShebJubR,biomass_tree_ShebJubR_RFD,biomass_tree_ShebJubR_RFD_lo,0.2,8.8,0.2,8.8,1975,23,0,0,lo,rfd,ShebJubR
Africa_Northern,root,AgroForestLand_AfrCstNW,AgroForest_NonPasture_AfrCstNW,AllForestLand_AfrCstNW,biomass_tree_AfrCstNW,biomass_tree_AfrCstNW_RFD,biomass_tree_AfrCstNW_RFD_lo,0.1,5.3,0.1,5.3,1975,43,0,0,lo,rfd,AfrCstNW
Africa_Northern,root,AgroForestLand_AfrIntN,AgroForest_NonPasture_AfrIntN,AllForestLand_AfrIntN,biomass_tree_AfrIntN,biomass_tree_AfrIntN_RFD,biomass_tree_AfrIntN_RFD_lo,0.1,5,0.1,5,1975,48,0,0,lo,rfd,AfrIntN
Africa_Northern,root,AgroForestLand_MeditS,AgroForest_NonPasture_MeditS,AllForestLand_MeditS,biomass_tree_MeditS,biomass_tree_MeditS_RFD,biomass_tree_MeditS_RFD_lo,0.2,6.2,0.2,6.2,1975,39,0,0,lo,rfd,MeditS
Africa_Northern,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_RFD,biomass_tree_NileR_RFD_lo,0.5,11.2696709585122,0.5,11.2696709585122,1975,36.7682403433476,0,0,lo,rfd,NileR
Africa_Southern,root,AgroForestLand_AfrCstE,AgroForest_NonPasture_AfrCstE,AllForestLand_AfrCstE,biomass_tree_AfrCstE,biomass_tree_AfrCstE_RFD,biomass_tree_AfrCstE_RFD_lo,0.2,9.6,0.2,9.6,1975,30,0,0,lo,rfd,AfrCstE
Africa_Southern,root,AgroForestLand_AfrCstS,AgroForest_NonPasture_AfrCstS,AllForestLand_AfrCstS,biomass_tree_AfrCstS,biomass_tree_AfrCstS_RFD,biomass_tree_AfrCstS_RFD_lo,0.2,9.5,0.2,9.5,1975,30,0,0,lo,rfd,AfrCstS
Africa_Southern,root,AgroForestLand_AfrCstSE,AgroForest_NonPasture_AfrCstSE,AllForestLand_AfrCstSE,biomass_tree_AfrCstSE,biomass_tree_AfrCstSE_RFD,biomass_tree_AfrCstSE_RFD_lo,0.1,9.5,0.1,9.5,1975,30,0,0,lo,rfd,AfrCstSE
Africa_Southern,root,AgroForestLand_AfrIntS,AgroForest_NonPasture_AfrIntS,AllForestLand_AfrIntS,biomass_tree_AfrIntS,biomass_tree_AfrIntS_RFD,biomass_tree_AfrIntS_RFD_lo,0.1,10.1,0.1,10.1,1975,27,0,0,lo,rfd,AfrIntS
Africa_Southern,root,AgroForestLand_AngolaCst,AgroForest_NonPasture_AngolaCst,AllForestLand_AngolaCst,biomass_tree_AngolaCst,biomass_tree_AngolaCst_RFD,biomass_tree_AngolaCst_RFD_lo,0.1,9.5,0.1,9.5,1975,33,0,0,lo,rfd,AngolaCst
Africa_Southern,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,AllForestLand_CongoR,biomass_tree_CongoR,biomass_tree_CongoR_RFD,biomass_tree_CongoR_RFD_lo,0.2,9.7,0.2,9.7,1975,33,0,0,lo,rfd,CongoR
Africa_Southern,root,AgroForestLand_GuineaGulf,AgroForest_NonPasture_GuineaGulf,AllForestLand_GuineaGulf,biomass_tree_GuineaGulf,biomass_tree_GuineaGulf_RFD,biomass_tree_GuineaGulf_RFD_lo,0.2,9.6,0.2,9.6,1975,33,0,0,lo,rfd,GuineaGulf
Africa_Southern,root,AgroForestLand_LimpopoR,AgroForest_NonPasture_LimpopoR,AllForestLand_LimpopoR,biomass_tree_LimpopoR,biomass_tree_LimpopoR_RFD,biomass_tree_LimpopoR_RFD_lo,0.1,9.5,0.1,9.5,1975,29,0,0,lo,rfd,LimpopoR
Africa_Southern,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_RFD,biomass_tree_NileR_RFD_lo,0.2,10.3,0.2,10.3,1975,25,0,0,lo,rfd,NileR
Africa_Southern,root,AgroForestLand_RiftValley,AgroForest_NonPasture_RiftValley,AllForestLand_RiftValley,biomass_tree_RiftValley,biomass_tree_RiftValley_RFD,biomass_tree_RiftValley_RFD_lo,0.2,10.2,0.2,10.2,1975,26,0,0,lo,rfd,RiftValley
Africa_Southern,root,AgroForestLand_ZambeziR,AgroForest_NonPasture_ZambeziR,AllForestLand_ZambeziR,biomass_tree_ZambeziR,biomass_tree_ZambeziR_RFD,biomass_tree_ZambeziR_RFD_lo,0.2,9.6,0.2,9.6,1975,31,0,0,lo,rfd,ZambeziR
Africa_Western,root,AgroForestLand_AfrCstW,AgroForest_NonPasture_AfrCstW,AllForestLand_AfrCstW,biomass_tree_AfrCstW,biomass_tree_AfrCstW_RFD,biomass_tree_AfrCstW_RFD_lo,0.3,9.6,0.3,9.6,1975,35,0,0,lo,rfd,AfrCstW
Africa_Western,root,AgroForestLand_CongoR,AgroForest_NonPasture_CongoR,AllForestLand_CongoR,biomass_tree_CongoR,biomass_tree_CongoR_RFD,biomass_tree_CongoR_RFD_lo,0.2,9.7,0.2,9.7,1975,36,0,0,lo,rfd,CongoR
Africa_Western,root,AgroForestLand_GuineaGulf,AgroForest_NonPasture_GuineaGulf,AllForestLand_GuineaGulf,biomass_tree_GuineaGulf,biomass_tree_GuineaGulf_RFD,biomass_tree_GuineaGulf_RFD_lo,0.3,9.7,0.3,9.7,1975,36,0,0,lo,rfd,GuineaGulf
Africa_Western,root,AgroForestLand_LChad,AgroForest_NonPasture_LChad,AllForestLand_LChad,biomass_tree_LChad,biomass_tree_LChad_RFD,biomass_tree_LChad_RFD_lo,0.2,9.8,0.2,9.8,1975,27,0,0,lo,rfd,LChad
Africa_Western,root,AgroForestLand_NigerR,AgroForest_NonPasture_NigerR,AllForestLand_NigerR,biomass_tree_NigerR,biomass_tree_NigerR_RFD,biomass_tree_NigerR_RFD_lo,0.3,10.2,0.3,10.2,1975,27,0,0,lo,rfd,NigerR
Africa_Western,root,AgroForestLand_NileR,AgroForest_NonPasture_NileR,AllForestLand_NileR,biomass_tree_NileR,biomass_tree_NileR_RFD,biomass_tree_NileR_RFD_lo,0.2,9.6,0.2,9.6,1975,36,0,0,lo,rfd,NileR
Africa_Western,root,AgroForestLand_SenegalR,AgroForest_NonPasture_SenegalR,AllForestLand_SenegalR,biomass_tree_SenegalR,biomass_tree_SenegalR_RFD,biomass_tree_SenegalR_RFD_lo,0.2,8.6,0.2,8.6,1975,32,0,0,lo,rfd,SenegalR
Africa_Western,root,AgroForestLand_VoltaR,AgroForest_NonPasture_VoltaR,AllForestLand_VoltaR,biomass_tree_VoltaR,biomass_tree_VoltaR_RFD,biomass_tree_VoltaR_RFD_lo,0.3,9.7,0.3,9.7,1975,31,0,0,lo,rfd,VoltaR
Africa_Western,root,AgroForestLand_ZambeziR,AgroForest_NonPasture_ZambeziR,AllForestLand_ZambeziR,biomass_tree_ZambeziR,biomass_tree_ZambeziR_RFD,biomass_tree_ZambeziR_RFD_lo,0.2,9.8,0.2,9.8,1975,36,0,0,lo,rfd,ZambeziR
Australia_NZ,root,AgroForestLand_AusCstE,AgroForest_NonPasture_AusCstE,AllForestLand_AusCstE,biomass_tree_AusCstE,biomass_tree_AusCstE_RFD,biomass_tree_AusCstE_RFD_lo,0.3,9,0.3,9,1975,28,0,0,lo,rfd,AusCstE
Australia_NZ,root,AgroForestLand_AusCstN,AgroForest_NonPasture_AusCstN,AllForestLand_AusCstN,biomass_tree_AusCstN,biomass_tree_AusCstN_RFD,biomass_tree_AusCstN_RFD_lo,0.4,8.6,0.4,8.6,1975,32,0,0,lo,rfd,AusCstN
Australia_NZ,root,AgroForestLand_AusCstS,AgroForest_NonPasture_AusCstS,AllForestLand_AusCstS,biomass_tree_AusCstS,biomass_tree_AusCstS_RFD,biomass_tree_AusCstS_RFD_lo,0.3,7.9,0.3,7.9,1975,38,0,0,lo,rfd,AusCstS
Australia_NZ,root,AgroForestLand_AusCstW,AgroForest_NonPasture_AusCstW,AllForestLand_AusCstW,biomass_tree_AusCstW,biomass_tree_AusCstW_RFD,biomass_tree_AusCstW_RFD_lo,0.2,7.5,0.2,7.5,1975,39,0,0,lo,rfd,AusCstW
Australia_NZ,root,AgroForestLand_AusInt,AgroForest_NonPasture_AusInt,AllForestLand_AusInt,biomass_tree_AusInt,biomass_tree_AusInt_RFD,biomass_tree_AusInt_RFD_lo,0.2,8,0.2,8,1975,35,0,0,lo,rfd,AusInt
Australia_NZ,root,AgroForestLand_MurrayDrlg,AgroForest_NonPasture_MurrayDrlg,AllForestLand_MurrayDrlg,biomass_tree_MurrayDrlg,biomass_tree_MurrayDrlg_RFD,biomass_tree_MurrayDrlg_RFD_lo,0.3,8.6,0.3,8.6,1975,30,0,0,lo,rfd,MurrayDrlg
Australia_NZ,root,AgroForestLand_NewZealand,AgroForest_NonPasture_NewZealand,AllForestLand_NewZealand,biomass_tree_NewZealand,biomass_tree_NewZealand_RFD,biomass_tree_NewZealand_RFD_lo,0.7,11.9,0.7,11.9,1975,19,0,0,lo,rfd,NewZealand
Australia_NZ,root,AgroForestLand_Tasmania,AgroForest_NonPasture_Tasmania,AllForestLand_Tasmania,biomass_tree_Tasmania,biomass_tree_Tasmania_RFD,biomass_tree_Tasmania_RFD_lo,0.4,9.7,0.4,9.7,1975,38,0,0,lo,rfd,Tasmania
Brazil,root,AgroForestLand_AmazonR,AgroForest_NonPasture_AmazonR,AllForestLand_AmazonR,biomass_tree_AmazonR,biomass_tree_AmazonR_RFD,biomass_tree_AmazonR_RFD_lo,0.4,9.8,0.4,9.8,1975,36,0,0,lo,rfd,AmazonR
Brazil,root,AgroForestLand_BrzCstE,AgroForest_NonPasture_BrzCstE,AllForestLand_BrzCstE,biomass_tree_BrzCstE,biomass_tree_BrzCstE_RFD,biomass_tree_BrzCstE_RFD_lo,0.2,7.5,0.2,7.5,1975,18,0,0,lo,rfd,BrzCstE
Brazil,root,AgroForestLand_BrzCstN,AgroForest_NonPasture_BrzCstN,AllForestLand_BrzCstN,biomass_tree_BrzCstN,biomass_tree_BrzCstN_RFD,biomass_tree_BrzCstN_RFD_lo,0.2,9.3,0.2,9.3,1975,33,0,0,lo,rfd,BrzCstN
Brazil,root,AgroForestLand_BrzCstS,AgroForest_NonPasture_BrzCstS,AllForestLand_BrzCstS,biomass_tree_BrzCstS,biomass_tree_BrzCstS_RFD,biomass_tree_BrzCstS_RFD_lo,0.3,9.9,0.3,9.9,1975,31,0,0,lo,rfd,BrzCstS
Brazil,root,AgroForestLand_OrinocoR,AgroForest_NonPasture_OrinocoR,AllForestLand_OrinocoR,biomass_tree_OrinocoR,biomass_tree_OrinocoR_RFD,biomass_tree_OrinocoR_RFD_lo,0.119,15.8,0.119,15.8,1975,40,0,0,lo,rfd,OrinocoR
Brazil,root,AgroForestLand_ParnaibaR,AgroForest_NonPasture_ParnaibaR,AllForestLand_ParnaibaR,biomass_tree_ParnaibaR,biomass_tree_ParnaibaR_RFD,biomass_tree_ParnaibaR_RFD_lo,0.2,8.6,0.2,8.6,1975,25,0,0,lo,rfd,ParnaibaR
Brazil,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,AllForestLand_RioLaPlata,biomass_tree_RioLaPlata,biomass_tree_RioLaPlata_RFD,biomass_tree_RioLaPlata_RFD_lo,0.4,10.2,0.4,10.2,1975,30,0,0,lo,rfd,RioLaPlata
Brazil,root,AgroForestLand_SAmerCstNE,AgroForest_NonPasture_SAmerCstNE,AllForestLand_SAmerCstNE,biomass_tree_SAmerCstNE,biomass_tree_SAmerCstNE_RFD,biomass_tree_SAmerCstNE_RFD_lo,0.2,9.7,0.2,9.7,1975,37,0,0,lo,rfd,SAmerCstNE
Brazil,root,AgroForestLand_SaoFrancR,AgroForest_NonPasture_SaoFrancR,AllForestLand_SaoFrancR,biomass_tree_SaoFrancR,biomass_tree_SaoFrancR_RFD,biomass_tree_SaoFrancR_RFD_lo,0.3,8.7,0.3,8.7,1975,25,0,0,lo,rfd,SaoFrancR
Brazil,root,AgroForestLand_TocantinsR,AgroForest_NonPasture_TocantinsR,AllForestLand_TocantinsR,biomass_tree_TocantinsR,biomass_tree_TocantinsR_RFD,biomass_tree_TocantinsR_RFD_lo,0.4,9.6,0.4,9.6,1975,31,0,0,lo,rfd,TocantinsR
Canada,root,AgroForestLand_CanAtl,AgroForest_NonPasture_CanAtl,AllForestLand_CanAtl,biomass_tree_CanAtl,biomass_tree_CanAtl_RFD,biomass_tree_CanAtl_RFD_lo,0.4,13.2,0.4,13.2,1975,50,0,0,lo,rfd,CanAtl
Canada,root,AgroForestLand_ChurchillR,AgroForest_NonPasture_ChurchillR,AllForestLand_ChurchillR,biomass_tree_ChurchillR,biomass_tree_ChurchillR_RFD,biomass_tree_ChurchillR_RFD_lo,0.119,20.9,0.119,20.9,1975,50,0,0,lo,rfd,ChurchillR
Canada,root,AgroForestLand_FraserR,AgroForest_NonPasture_FraserR,AllForestLand_FraserR,biomass_tree_FraserR,biomass_tree_FraserR_RFD,biomass_tree_FraserR_RFD_lo,0.3,17.8,0.3,17.8,1975,41,0,0,lo,rfd,FraserR
Canada,root,AgroForestLand_GreatLakes,AgroForest_NonPasture_GreatLakes,AllForestLand_GreatLakes,biomass_tree_GreatLakes,biomass_tree_GreatLakes_RFD,biomass_tree_GreatLakes_RFD_lo,0.5,12.3,0.5,12.3,1975,50,0,0,lo,rfd,GreatLakes
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,AllForestLand_HudsonBay,biomass_tree_HudsonBay,biomass_tree_HudsonBay_RFD,biomass_tree_HudsonBay_RFD_lo,0.4,16.1,0.4,16.1,1975,50,0,0,lo,rfd,HudsonBay
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,AllForestLand_Mackenzie,biomass_tree_Mackenzie,biomass_tree_Mackenzie_RFD,biomass_tree_Mackenzie_RFD_lo,0.3,13.5,0.3,13.5,1975,48,0,0,lo,rfd,Mackenzie
Canada,root,AgroForestLand_MissouriR,AgroForest_NonPasture_MissouriR,AllForestLand_MissouriR,biomass_tree_MissouriR,biomass_tree_MissouriR_RFD,biomass_tree_MissouriR_RFD_lo,0.3,12.8,0.3,12.8,1975,12,0,0,lo,rfd,MissouriR
Canada,root,AgroForestLand_NelsonR,AgroForest_NonPasture_NelsonR,AllForestLand_NelsonR,biomass_tree_NelsonR,biomass_tree_NelsonR_RFD,biomass_tree_NelsonR_RFD_lo,0.3,12.3,0.3,12.3,1975,24,0,0,lo,rfd,NelsonR
Canada,root,AgroForestLand_NWTerr,AgroForest_NonPasture_NWTerr,AllForestLand_NWTerr,biomass_tree_NWTerr,biomass_tree_NWTerr_RFD,biomass_tree_NWTerr_RFD_lo,0.3,15.1,0.3,15.1,1975,50,0,0,lo,rfd,NWTerr
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,AllForestLand_PacArctic,biomass_tree_PacArctic,biomass_tree_PacArctic_RFD,biomass_tree_PacArctic_RFD_lo,0.3,19.8,0.3,19.8,1975,50,0,0,lo,rfd,PacArctic
Canada,root,AgroForestLand_StLwrncR,AgroForest_NonPasture_StLwrncR,AllForestLand_StLwrncR,biomass_tree_StLwrncR,biomass_tree_StLwrncR_RFD,biomass_tree_StLwrncR_RFD_lo,0.4,15.3,0.4,15.3,1975,50,0,0,lo,rfd,StLwrncR
Canada,root,AgroForestLand_UsaCstNE,AgroForest_NonPasture_UsaCstNE,AllForestLand_UsaCstNE,biomass_tree_UsaCstNE,biomass_tree_UsaCstNE_RFD,biomass_tree_UsaCstNE_RFD_lo,0.4,11.9,0.4,11.9,1975,50,0,0,lo,rfd,UsaCstNE
