sector,fuel,technology,supplysector,subsector,stub.technology,EPA_agg_sector,EPA_agg_fuel,EPA_agg_fuel_ghg,EDGAR_agg_sector,RCP_agg_sector,BCOC_agg_sector,BCOC_agg_fuel,MAC_type1,sector_driver
PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,,,,,,,,N2O,
PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,,,,,,,,N2O,
PalmFruit,PalmFruitAEZ14,PalmFruitAEZ14,PalmFruit,PalmFruitAEZ14,PalmFruitAEZ14,,,,,,,,N2O,
PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,,,,,,,,N2O,
PalmFruit,PalmFruitAEZ16,PalmFruitAEZ16,PalmFruit,PalmFruitAEZ16,PalmFruitAEZ16,,,,,,,,N2O,
PalmFruit,PalmFruitAEZ17,PalmFruitAEZ17,PalmFruit,PalmFruitAEZ17,PalmFruitAEZ17,,,,,,,,N2O,
PalmFruit,PalmFruitAEZ18,PalmFruitAEZ18,PalmFruit,PalmFruitAEZ18,PalmFruitAEZ18,,,,,,,,N2O,
Pork,Mixed,FeedCrops,Pork,Mixed,FeedCrops,Pork,all,all,Animals,,Pork,all,Manure Management,
Pork,Mixed,FodderHerb_Residue,Pork,Mixed,FodderHerb_Residue,Pork,all,all,Animals,,Pork,all,Manure Management,
Pork,Mixed,Pasture_FodderGrass,Pork,Mixed,Pasture_FodderGrass,Pork,all,all,Animals,,Pork,all,Manure Management,
Pork,Mixed,Scavenging_Other,Pork,Mixed,Scavenging_Other,Pork,all,all,Animals,,Pork,all,Manure Management,
Poultry,Mixed,FeedCrops,Poultry,Mixed,FeedCrops,Poultry,all,all,Animals,,Poultry,all,Manure Management,
Poultry,Mixed,FodderHerb_Residue,Poultry,Mixed,FodderHerb_Residue,Poultry,all,all,Animals,,Poultry,all,Manure Management,
Poultry,Mixed,Pasture_FodderGrass,Poultry,Mixed,Pasture_FodderGrass,Poultry,all,all,Animals,,Poultry,all,Manure Management,
Poultry,Mixed,Scavenging_Other,Poultry,Mixed,Scavenging_Other,Poultry,all,all,Animals,,Poultry,all,Manure Management,
resid cooling,gas,gas,resid cooling,gas,gas,bld_resid,gas,gas,bld,dom,bld_resid,gas,,
resid heating,biomass,biomass,resid heating,biomass,biomass,bld_resid,biomass,biomass,bld,dom,bld_resid,biomass,,
resid heating,coal,coal,resid heating,coal,coal,bld_resid,coal,coal,bld,dom,bld_resid,coal,,
resid heating,gas,gas,resid heating,gas,gas,bld_resid,gas,gas,bld,dom,bld_resid,gas,,
resid heating,refined liquids,refined liquids,resid heating,refined liquids,refined liquids,bld_resid,refined liquids,refined liquids,bld,dom,bld_resid,refined liquids,,
resid others,biomass,biomass,resid others,biomass,biomass,bld_resid,biomass,biomass,bld,dom,bld_resid,biomass,,
resid others,coal,coal,resid others,coal,coal,bld_resid,coal,coal,bld,dom,bld_resid,coal,,
resid others,gas,gas,resid others,gas,gas,bld_resid,gas,gas,bld,dom,bld_resid,gas,,
resid others,refined liquids,refined liquids,resid others,refined liquids,refined liquids,bld_resid,refined liquids,refined liquids,bld,dom,bld_resid,refined liquids,,
Rice,RiceAEZ01,RiceAEZ01,Rice,RiceAEZ01,RiceAEZ01,,,,,,,,N2O,
Rice,RiceAEZ02,RiceAEZ02,Rice,RiceAEZ02,RiceAEZ02,,,,,,,,N2O,
Rice,RiceAEZ03,RiceAEZ03,Rice,RiceAEZ03,RiceAEZ03,,,,,,,,N2O,
Rice,RiceAEZ04,RiceAEZ04,Rice,RiceAEZ04,RiceAEZ04,,,,,,,,N2O,
Rice,RiceAEZ05,RiceAEZ05,Rice,RiceAEZ05,RiceAEZ05,,,,,,,,N2O,
Rice,RiceAEZ06,RiceAEZ06,Rice,RiceAEZ06,RiceAEZ06,,,,,,,,N2O,
Rice,RiceAEZ07,RiceAEZ07,Rice,RiceAEZ07,RiceAEZ07,,,,,,,,N2O,
Rice,RiceAEZ08,RiceAEZ08,Rice,RiceAEZ08,RiceAEZ08,,,,,,,,N2O,
Rice,RiceAEZ09,RiceAEZ09,Rice,RiceAEZ09,RiceAEZ09,,,,,,,,N2O,
Rice,RiceAEZ10,RiceAEZ10,Rice,RiceAEZ10,RiceAEZ10,,,,,,,,N2O,
Rice,RiceAEZ11,RiceAEZ11,Rice,RiceAEZ11,RiceAEZ11,,,,,,,,N2O,
Rice,RiceAEZ12,RiceAEZ12,Rice,RiceAEZ12,RiceAEZ12,,,,,,,,N2O,
Rice,RiceAEZ13,RiceAEZ13,Rice,RiceAEZ13,RiceAEZ13,,,,,,,,N2O,
Rice,RiceAEZ14,RiceAEZ14,Rice,RiceAEZ14,RiceAEZ14,,,,,,,,N2O,
Rice,RiceAEZ15,RiceAEZ15,Rice,RiceAEZ15,RiceAEZ15,,,,,,,,N2O,
Rice,RiceAEZ16,RiceAEZ16,Rice,RiceAEZ16,RiceAEZ16,,,,,,,,N2O,
Rice,RiceAEZ17,RiceAEZ17,Rice,RiceAEZ17,RiceAEZ17,,,,,,,,N2O,
Rice,RiceAEZ18,RiceAEZ18,Rice,RiceAEZ18,RiceAEZ18,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ03,Root_TuberAEZ03,Root_Tuber,Root_TuberAEZ03,Root_TuberAEZ03,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ04,Root_TuberAEZ04,Root_Tuber,Root_TuberAEZ04,Root_TuberAEZ04,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ08,Root_TuberAEZ08,Root_Tuber,Root_TuberAEZ08,Root_TuberAEZ08,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ09,Root_TuberAEZ09,Root_Tuber,Root_TuberAEZ09,Root_TuberAEZ09,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ11,Root_TuberAEZ11,Root_Tuber,Root_TuberAEZ11,Root_TuberAEZ11,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ16,Root_TuberAEZ16,Root_Tuber,Root_TuberAEZ16,Root_TuberAEZ16,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ17,Root_TuberAEZ17,Root_Tuber,Root_TuberAEZ17,Root_TuberAEZ17,,,,,,,,N2O,
Root_Tuber,Root_TuberAEZ18,Root_TuberAEZ18,Root_Tuber,Root_TuberAEZ18,Root_TuberAEZ18,,,,,,,,N2O,
SheepGoat,Mixed,FeedCrops,SheepGoat,Mixed,FeedCrops,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Mixed,FodderHerb_Residue,SheepGoat,Mixed,FodderHerb_Residue,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Mixed,Pasture_FodderGrass,SheepGoat,Mixed,Pasture_FodderGrass,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Mixed,Scavenging_Other,SheepGoat,Mixed,Scavenging_Other,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Pastoral,FeedCrops,SheepGoat,Pastoral,FeedCrops,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Pastoral,FodderHerb_Residue,SheepGoat,Pastoral,FodderHerb_Residue,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Pastoral,Pasture_FodderGrass,SheepGoat,Pastoral,Pasture_FodderGrass,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SheepGoat,Pastoral,Scavenging_Other,SheepGoat,Pastoral,Scavenging_Other,SheepGoat,all,all,Animals,,SheepGoat,all,Manure Management,
SugarCrop,SugarCropAEZ01,SugarCropAEZ01,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,,,,,,,,N2O,
SugarCrop,SugarCropAEZ02,SugarCropAEZ02,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,,,,,,,,N2O,
SugarCrop,SugarCropAEZ03,SugarCropAEZ03,SugarCrop,SugarCropAEZ03,SugarCropAEZ03,,,,,,,,N2O,
SugarCrop,SugarCropAEZ04,SugarCropAEZ04,SugarCrop,SugarCropAEZ04,SugarCropAEZ04,,,,,,,,N2O,
SugarCrop,SugarCropAEZ05,SugarCropAEZ05,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,,,,,,,,N2O,
SugarCrop,SugarCropAEZ06,SugarCropAEZ06,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,,,,,,,,N2O,
SugarCrop,SugarCropAEZ07,SugarCropAEZ07,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,,,,,,,,N2O,
SugarCrop,SugarCropAEZ08,SugarCropAEZ08,SugarCrop,SugarCropAEZ08,SugarCropAEZ08,,,,,,,,N2O,
SugarCrop,SugarCropAEZ09,SugarCropAEZ09,SugarCrop,SugarCropAEZ09,SugarCropAEZ09,,,,,,,,N2O,
SugarCrop,SugarCropAEZ10,SugarCropAEZ10,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,,,,,,,,N2O,
SugarCrop,SugarCropAEZ11,SugarCropAEZ11,SugarCrop,SugarCropAEZ11,SugarCropAEZ11,,,,,,,,N2O,
SugarCrop,SugarCropAEZ12,SugarCropAEZ12,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,,,,,,,,N2O,
SugarCrop,SugarCropAEZ13,SugarCropAEZ13,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,,,,,,,,N2O,
SugarCrop,SugarCropAEZ14,SugarCropAEZ14,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,,,,,,,,N2O,
SugarCrop,SugarCropAEZ15,SugarCropAEZ15,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,,,,,,,,N2O,
SugarCrop,SugarCropAEZ16,SugarCropAEZ16,SugarCrop,SugarCropAEZ16,SugarCropAEZ16,,,,,,,,N2O,
SugarCrop,SugarCropAEZ17,SugarCropAEZ17,SugarCrop,SugarCropAEZ17,SugarCropAEZ17,,,,,,,,N2O,
SugarCrop,SugarCropAEZ18,SugarCropAEZ18,SugarCrop,SugarCropAEZ18,SugarCropAEZ18,,,,,,,,N2O,
urban processes,aerosols,aerosols,urban processes,aerosols,aerosols,aerosols,all,all,aerosols,,,,,population
urban processes,fire_exting,fire_exting,urban processes,fire_exting,fire_exting,fire exting,all,all,fire exting,,,,,population
urban processes,landfills,landfills,urban processes,landfills,landfills,landfills,all,all,landfills,,,,,population
urban processes,wastewater treatment,wastewater treatment,urban processes,wastewater treatment,wastewater treatment,wastewater,all,all,wastewater,,,,,population
Wheat,WheatAEZ01,WheatAEZ01,Wheat,WheatAEZ01,WheatAEZ01,,,,,,,,N2O,
Wheat,WheatAEZ02,WheatAEZ02,Wheat,WheatAEZ02,WheatAEZ02,,,,,,,,N2O,
Wheat,WheatAEZ03,WheatAEZ03,Wheat,WheatAEZ03,WheatAEZ03,,,,,,,,N2O,
Wheat,WheatAEZ04,WheatAEZ04,Wheat,WheatAEZ04,WheatAEZ04,,,,,,,,N2O,
Wheat,WheatAEZ05,WheatAEZ05,Wheat,WheatAEZ05,WheatAEZ05,,,,,,,,N2O,
Wheat,WheatAEZ06,WheatAEZ06,Wheat,WheatAEZ06,WheatAEZ06,,,,,,,,N2O,
Wheat,WheatAEZ07,WheatAEZ07,Wheat,WheatAEZ07,WheatAEZ07,,,,,,,,N2O,
Wheat,WheatAEZ08,WheatAEZ08,Wheat,WheatAEZ08,WheatAEZ08,,,,,,,,N2O,
Wheat,WheatAEZ09,WheatAEZ09,Wheat,WheatAEZ09,WheatAEZ09,,,,,,,,N2O,
Wheat,WheatAEZ10,WheatAEZ10,Wheat,WheatAEZ10,WheatAEZ10,,,,,,,,N2O,
Wheat,WheatAEZ11,WheatAEZ11,Wheat,WheatAEZ11,WheatAEZ11,,,,,,,,N2O,
Wheat,WheatAEZ12,WheatAEZ12,Wheat,WheatAEZ12,WheatAEZ12,,,,,,,,N2O,
Wheat,WheatAEZ13,WheatAEZ13,Wheat,WheatAEZ13,WheatAEZ13,,,,,,,,N2O,
Wheat,WheatAEZ14,WheatAEZ14,Wheat,WheatAEZ14,WheatAEZ14,,,,,,,,N2O,
Wheat,WheatAEZ15,WheatAEZ15,Wheat,WheatAEZ15,WheatAEZ15,,,,,,,,N2O,
Wheat,WheatAEZ16,WheatAEZ16,Wheat,WheatAEZ16,WheatAEZ16,,,,,,,,N2O,
Wheat,WheatAEZ17,WheatAEZ17,Wheat,WheatAEZ17,WheatAEZ17,,,,,,,,N2O,
Wheat,WheatAEZ18,WheatAEZ18,Wheat,WheatAEZ18,WheatAEZ18,,,,,,,,N2O,
out_resources,coal,coal,out_resources,coal,coal,coal,all,all,coal,,,,,
out_resources,natural gas,natural gas,out_resources,natural gas,natural gas,oil_gas,all,all,oil_gas,,,,NatGas,
out_resources,crude oil,crude oil,out_resources,crude oil,crude oil,oil_gas,all,all,oil_gas,,,,,
UnmanagedLand,GrasslandFiresAEZ01,GrasslandFiresAEZ01,UnmanagedLand,GrasslandFiresAEZ01,GrasslandFiresAEZ01,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ02,GrasslandFiresAEZ02,UnmanagedLand,GrasslandFiresAEZ02,GrasslandFiresAEZ02,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ03,GrasslandFiresAEZ03,UnmanagedLand,GrasslandFiresAEZ03,GrasslandFiresAEZ03,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ04,GrasslandFiresAEZ04,UnmanagedLand,GrasslandFiresAEZ04,GrasslandFiresAEZ04,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ05,GrasslandFiresAEZ05,UnmanagedLand,GrasslandFiresAEZ05,GrasslandFiresAEZ05,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ06,GrasslandFiresAEZ06,UnmanagedLand,GrasslandFiresAEZ06,GrasslandFiresAEZ06,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ07,GrasslandFiresAEZ07,UnmanagedLand,GrasslandFiresAEZ07,GrasslandFiresAEZ07,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ08,GrasslandFiresAEZ08,UnmanagedLand,GrasslandFiresAEZ08,GrasslandFiresAEZ08,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ09,GrasslandFiresAEZ09,UnmanagedLand,GrasslandFiresAEZ09,GrasslandFiresAEZ09,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ10,GrasslandFiresAEZ10,UnmanagedLand,GrasslandFiresAEZ10,GrasslandFiresAEZ10,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ11,GrasslandFiresAEZ11,UnmanagedLand,GrasslandFiresAEZ11,GrasslandFiresAEZ11,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ12,GrasslandFiresAEZ12,UnmanagedLand,GrasslandFiresAEZ12,GrasslandFiresAEZ12,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ13,GrasslandFiresAEZ13,UnmanagedLand,GrasslandFiresAEZ13,GrasslandFiresAEZ13,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ14,GrasslandFiresAEZ14,UnmanagedLand,GrasslandFiresAEZ14,GrasslandFiresAEZ14,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ15,GrasslandFiresAEZ15,UnmanagedLand,GrasslandFiresAEZ15,GrasslandFiresAEZ15,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ16,GrasslandFiresAEZ16,UnmanagedLand,GrasslandFiresAEZ16,GrasslandFiresAEZ16,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ17,GrasslandFiresAEZ17,UnmanagedLand,GrasslandFiresAEZ17,GrasslandFiresAEZ17,,,,grassland,,,,,
UnmanagedLand,GrasslandFiresAEZ18,GrasslandFiresAEZ18,UnmanagedLand,GrasslandFiresAEZ18,GrasslandFiresAEZ18,,,,grassland,,,,,
UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ17,ForestFiresAEZ17,UnmanagedLand,ForestFiresAEZ17,ForestFiresAEZ17,,,,forest,,,,,
UnmanagedLand,ForestFiresAEZ18,ForestFiresAEZ18,UnmanagedLand,ForestFiresAEZ18,ForestFiresAEZ18,,,,forest,,,,,
electricity distribution,electricity,electricity,elect_td_bld,elect_td_bld,elect_td_bld,elect_td,all,all,,,,,,
electricity distribution,electricity,electricity,elect_td_ind,elect_td_ind,elect_td_ind,elect_td,all,all,,,,,,
electricity distribution,electricity,electricity,elect_td_trn,elect_td_trn,elect_td_trn,elect_td,all,all,,,,,,
Passenger,Air Domestic,refined liquids,trn_pass,Domestic Aviation,Liquids,trn_air,all,refined liquids,trn_domestic ship,tra,trn_air,refined liquids,,
Passenger,Air International,refined liquids,trn_aviation_intl,International Aviation,Liquids,trn_air,all,refined liquids,trn_other,tra,trn_air,refined liquids,,
Passenger,Bus,refined liquids,trn_pass_road,Bus,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,Bus,gas,trn_pass_road,Bus,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_2W,refined liquids,trn_pass_road_LDV_2W,Motorcycle (50-250cc),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_3W,refined liquids,trn_pass_road_LDV,Three-Wheeler,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_3W,gas,trn_pass_road_LDV,Three-Wheeler,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Mini Car,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Mini Car,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Subcompact Car,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Subcompact Car,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Subcompact Car,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Compact Car,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Compact Car,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Compact Car,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Multipurpose Vehicle,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Multipurpose Vehicle,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Multipurpose Vehicle,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Rail,refined liquids,trn_freight,Freight Rail,Liquids,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,
Freight,Rail,refined liquids,trn_freight,Freight Rail,Adv-Liquid,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,
Passenger,Rail,refined liquids,trn_pass,Passenger Rail,Liquids,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,
Passenger,Rail,refined liquids,trn_pass,Passenger Rail,Tech-Adv-Liquid,trn_rail,all,refined liquids,trn_rail,tra,trn_rail,refined liquids,,
Freight,Ship Domestic,refined liquids,trn_freight,Domestic Ship,Liquids,trn_ship,all,refined liquids,trn_domestic ship,tra,trn_ship,refined liquids,,
Freight,Ship International,refined liquids,trn_shipping_intl,International Ship,Liquids,trn_ship,all,refined liquids,trn_other,tra,trn_ship,refined liquids,,
Freight,Truck,refined liquids,trn_freight_road,Truck (0-2t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (0-2t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (2-5t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (2-5t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (5-9t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (5-9t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (9-16t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (9-16t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_2W,refined liquids,trn_pass_road_LDV_2W,Motorcycle (>250cc),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Midsize Car,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Midsize Car,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Midsize Car,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Large Car,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Large Car,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Large Car,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Light Truck and SUV,Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,refined liquids,trn_pass_road_LDV_4W,Light Truck and SUV,Hybrid Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Passenger,LDV_4W,gas,trn_pass_road_LDV_4W,Light Truck and SUV,NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (0-1t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (0-1t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
Freight,Truck,refined liquids,trn_freight_road,Truck (1-6t),Liquids,trn_road,refined liquids,refined liquids,trn_road,tra,trn_road,refined liquids,,
Freight,Truck,gas,trn_freight_road,Truck (1-6t),NG,trn_road,gas,gas,trn_road,tra,trn_road,gas,,
