# File: MOVES_motorcycle_data.csv
# Title: Emissions and Distance data for motorcycles to be used for EF calculations
# Units: emissions are in g/year (mass) and distance is in miles
# Source: EPA-ORD Dan Loughlin using MOVES 3.0. Ran 4 month per year one county per state chosen at random
# Column types: nnnnnnnnnnnnn
# ----------
Year,State,ModelYr,NH3,CO,CH4,N2O,NOx,Total_PM10,Total_PM25,SO2,VOC,Distance
2020,44,2012,1988,389897,4202,117,22896,816,722,94,65396,36623
2020,44,2013,2056,403129,4345,121,23687,844,746,97,65810,37888
2020,44,2014,2650,519594,5601,156,30530,1088,962,125,82435,48834
2020,44,2015,3117,611153,6587,183,35910,1279,1132,147,94007,57439
2020,44,2016,3719,729125,7859,219,42842,1526,1350,176,107507,68527
2020,44,2017,4567,895312,9650,268,52606,1874,1658,216,127114,84146
2020,44,2018,7499,1470065,15846,441,86377,3077,2722,355,199099,138164
2020,44,2019,10032,1966656,21198,590,115556,4117,3642,474,252653,184836
2020,44,2020,18748,3675478,39617,1102,215962,7694,6806,887,434390,345440
2020,45,1990,647,910549,8944,141,31299,878,776,81,467086,38716
2020,45,1991,55,56422,554,9,1939,54,48,6,27191,2399
2020,45,1992,72,74174,729,11,2550,71,63,7,33722,3154
2020,45,1993,105,107993,1061,17,3712,104,92,11,47025,4592
2020,45,1994,127,142627,1365,20,4525,127,112,13,54341,5588
2020,45,1995,167,186983,1789,27,5932,166,147,18,66913,7325
2020,45,1996,217,242946,2324,27,7705,216,191,23,82739,9515
2020,45,1997,255,286271,2738,32,9076,254,225,28,90980,11209
2020,45,1998,334,374915,3584,42,11883,333,294,37,94282,14675
2020,45,1999,467,524210,5010,59,16610,465,411,53,124091,20512
2020,45,2000,639,717088,6851,81,22713,636,562,72,166851,28050
2020,45,2001,833,907967,8575,106,29175,876,775,94,165543,36591
2020,45,2002,1038,1130853,10680,132,36337,1091,966,117,202535,45573
2020,45,2003,1344,1464527,13831,171,47059,1414,1250,152,256820,59021
2020,45,2004,1302,1032788,9390,165,37335,1369,1211,147,220163,57143
2020,45,2005,1661,1317847,11981,211,47640,1746,1545,187,275148,72915
2020,45,2006,4754,1527573,13869,244,55208,2024,1791,217,283956,84519
2020,45,2007,5140,1651654,14996,264,59693,2189,1936,235,299777,91385
2020,45,2008,4397,900778,7440,226,47745,1873,1656,201,218295,78184
2020,45,2009,3748,767789,6342,193,40696,1596,1412,171,181142,66641
2020,45,2010,1805,369688,3054,93,19599,769,680,83,84575,32094
2020,45,2011,2486,509030,4205,128,26991,1058,936,114,109312,44199
2020,45,2012,3859,790016,6526,198,41898,1643,1453,176,164252,68609
2020,45,2013,3992,817159,6751,205,43346,1700,1504,182,163949,70980
2020,45,2014,5145,1053241,8701,264,55869,2191,1938,235,203545,91487
2020,45,2015,6052,1238833,10234,311,65714,2577,2280,277,229799,107608
2020,45,2016,7220,1477970,12210,371,78399,3074,2720,330,259392,128380
2020,45,2017,8866,1814840,14993,456,96268,3775,3339,405,302527,157641
2020,45,2018,14558,2979887,24617,748,158068,6198,5483,665,465637,258839
2020,45,2019,19475,3986504,32933,1001,211464,8292,7335,890,578127,346276
2020,45,2020,36398,7450352,61549,1870,395203,15497,13709,1664,957271,647154
2020,46,1990,98,138216,1251,19,5257,130,115,12,51562,5716
2020,46,1991,8,8565,78,1,326,8,7,1,3012,354
2020,46,1992,11,11259,102,2,428,11,9,1,3746,466
2020,46,1993,16,16393,148,2,623,15,14,2,5236,678
2020,46,1994,19,21640,191,3,760,19,17,2,6082,825
2020,46,1995,25,28370,250,4,996,25,22,3,7518,1081
2020,46,1996,33,36860,325,4,1294,32,28,3,9349,1405
2020,46,1997,39,43433,383,4,1524,38,33,4,10375,1655
2020,46,1998,51,56881,501,6,1996,49,44,5,11394,2167
2020,46,1999,71,79530,701,8,2790,69,61,8,15214,3028
2020,46,2000,97,108789,958,11,3815,94,83,11,20475,4141
2020,46,2001,126,135199,1170,14,5016,129,114,14,19443,5402
2020,46,2002,157,168387,1458,17,6248,161,142,17,23834,6728
2020,46,2003,204,218072,1888,23,8091,208,184,22,30292,8713
2020,46,2004,197,153917,1285,22,6421,201,178,22,25618,8436
2020,46,2005,252,196400,1640,28,8194,257,227,28,32082,10765
2020,46,2006,721,227656,1890,32,9492,298,264,32,32557,12478
2020,46,2007,779,246148,2043,35,10263,322,285,35,34484,13491
2020,46,2008,667,134489,1018,30,8208,276,244,30,24566,11542
2020,46,2009,568,114633,868,25,6996,235,208,25,20452,9838
2020,46,2010,274,55160,417,12,3369,113,100,12,9583,4738
2020,46,2011,377,75903,574,17,4640,156,138,17,12346,6525
2020,46,2012,585,117725,890,26,7203,242,214,26,18635,10129
2020,46,2013,605,121692,920,27,7452,250,221,27,18697,10479
2020,46,2014,780,156849,1186,35,9605,322,285,35,23348,13506
2020,46,2015,917,184488,1395,41,11297,379,335,41,26533,15886
2020,46,2016,1094,220100,1664,49,13478,452,400,49,30241,18953
2020,46,2017,1344,270267,2044,60,16550,555,491,60,35586,23273
2020,46,2018,2207,443766,3356,99,27174,912,806,98,55432,38213
2020,46,2019,2952,593673,4490,132,36353,1220,1079,131,69818,51122
2020,46,2020,5517,1109512,8391,248,67940,2279,2016,246,118559,95541
2020,47,1990,172,229253,1947,26,8814,218,193,20,93201,9633
2020,47,1991,15,14206,121,2,546,14,12,1,5432,597
2020,47,1992,19,18675,159,2,718,18,16,2,6740,785
2020,47,1993,28,27190,231,3,1045,26,23,3,9404,1142
2020,47,1994,34,35907,297,4,1274,31,28,3,10881,1390
2020,47,1995,44,47074,390,5,1670,41,37,4,13408,1823
2020,47,1996,58,61163,506,5,2170,54,47,6,16638,2367
2020,47,1997,68,72071,596,6,2556,63,56,7,18352,2789
2020,47,1998,89,94388,780,8,3346,83,73,9,19462,3651
2020,47,1999,124,131973,1091,11,4677,116,102,13,25762,5104
2020,47,2000,170,180532,1491,15,6396,158,140,18,34640,6979
2020,47,2001,222,228456,1866,20,8217,218,193,23,33900,9104
2020,47,2002,276,284537,2324,24,10234,271,240,29,41487,11339
2020,47,2003,358,368493,3010,32,13254,352,311,38,52626,14685
2020,47,2004,347,259897,2045,31,10516,340,301,37,44842,14218
2020,47,2005,442,331631,2609,39,13418,434,384,47,56055,18142
2020,47,2006,1266,384409,3016,45,15549,503,445,54,57487,21029
2020,47,2007,1368,415633,3261,49,16812,544,482,58,60722,22737
2020,47,2008,1171,226536,1620,42,13443,466,412,50,43783,19453
2020,47,2009,998,193091,1381,36,11458,397,351,43,36344,16581
2020,47,2010,481,92963,665,17,5518,191,169,21,16975,7985
2020,47,2011,662,127990,915,24,7600,263,233,28,21895,10997
2020,47,2012,1027,198621,1420,37,11797,409,361,44,32918,17070
2020,47,2013,1063,205424,1469,38,12205,423,374,45,32878,17660
2020,47,2014,1370,264772,1893,49,15731,545,482,59,40848,22763
2020,47,2015,1611,311429,2227,58,18502,641,567,69,46156,26774
2020,47,2016,1922,371545,2657,69,22074,764,676,82,52190,31942
2020,47,2017,2360,456229,3262,85,27105,939,830,101,60937,39222
2020,47,2018,3876,749109,5356,139,44506,1541,1363,166,93955,64401
2020,47,2019,5185,1002160,7165,186,59540,2062,1824,222,116862,86156
2020,47,2020,9690,1872931,13391,347,111274,3854,3409,414,194147,161016
2020,48,1990,266,346073,3047,39,12455,337,298,30,147303,14876
2020,48,1991,22,21444,189,2,772,21,18,2,8581,922
2020,48,1992,30,28191,248,3,1015,27,24,3,10644,1212
2020,48,1993,43,41045,361,5,1477,40,35,4,14845,1764
2020,48,1994,52,54215,465,6,1800,49,43,5,17169,2147
2020,48,1995,69,71075,610,7,2360,64,56,7,21146,2815
2020,48,1996,89,92331,792,8,3066,83,73,9,25972,3656
2020,48,1997,105,108779,933,9,3612,97,86,11,28491,4307
2020,48,1998,137,142438,1221,12,4729,128,113,14,28815,5639
2020,48,1999,192,199119,1707,16,6609,178,158,20,37710,7882
2020,48,2000,263,272329,2334,23,9038,244,216,28,50730,10778
2020,48,2001,343,350619,3294,29,11824,346,306,36,53380,14060
2020,48,2002,427,436688,4103,37,14727,431,381,45,65393,17511
2020,48,2003,553,565539,5314,47,19072,558,493,58,83049,22678
2020,48,2004,535,398765,3606,46,15130,540,478,56,69869,21957
2020,48,2005,683,508826,4601,59,19306,689,609,72,87424,28017
2020,48,2006,1954,589804,5330,68,22375,798,706,83,91286,32476
2020,48,2007,2113,637712,5763,74,24193,863,764,90,96516,35113
2020,48,2008,1808,347078,2856,63,19343,739,653,77,68409,30041
2020,48,2009,1541,295837,2434,54,16487,630,557,66,56823,25606
2020,48,2010,742,142459,1172,26,7940,303,268,32,26563,12332
2020,48,2011,1022,196174,1614,36,10935,418,369,44,34484,16983
2020,48,2012,1587,304494,2506,55,16975,648,573,68,51886,26362
2020,48,2013,1641,314988,2592,57,17561,670,593,70,51870,27273
2020,48,2014,2116,405990,3341,74,22635,864,764,90,64504,35153
2020,48,2015,2488,477529,3929,87,26623,1016,899,106,72960,41347
2020,48,2016,2969,569710,4688,103,31762,1213,1073,127,82484,49328
2020,48,2017,3645,699562,5757,127,39002,1489,1317,156,96460,60572
2020,48,2018,5985,1148648,9452,208,64039,2445,2163,256,148929,99456
2020,48,2019,8007,1536667,12645,279,85672,3271,2894,342,185742,133052
2020,48,2020,14965,2871874,23632,521,160111,6113,5408,639,309961,248661
2020,49,1990,574,741777,6526,97,31942,720,637,66,351959,31700
2020,49,1991,48,45964,404,6,1979,45,39,5,20469,1964
2020,49,1992,64,60426,532,8,2602,59,52,6,25355,2582
2020,49,1993,93,87976,774,12,3788,85,76,9,35325,3760
2020,49,1994,113,116137,995,14,4618,104,92,11,40753,4575
2020,49,1995,148,152255,1305,18,6054,136,121,15,50105,5998
2020,49,1996,192,197791,1695,19,7863,177,157,20,62768,7791
2020,49,1997,227,233027,1997,22,9263,208,184,23,69247,9178
2020,49,1998,297,305133,2614,29,12127,273,241,31,74675,12016
2020,49,1999,415,426557,3654,41,16951,381,337,44,99146,16795
2020,49,2000,567,583396,4996,56,23180,522,461,60,133132,22967
2020,49,2001,740,728867,6415,73,29927,664,588,79,127343,29960
2020,49,2002,921,907788,7989,91,37274,827,732,98,155603,37315
2020,49,2003,1193,1175644,10347,118,48272,1071,948,127,197009,48325
2020,49,2004,1155,829784,7050,114,38310,1037,918,123,169220,46788
2020,49,2005,1474,1058811,8996,145,48884,1324,1171,157,211168,59702
2020,49,2006,4219,1227315,10347,168,56628,1534,1357,182,213082,69203
2020,49,2007,4562,1327006,11188,182,61228,1659,1468,197,224579,74824
2020,49,2008,3903,726597,5608,156,48973,1419,1256,168,163628,64015
2020,49,2009,3326,619324,4780,133,41743,1210,1070,144,135520,54564
2020,49,2010,1602,298011,2299,64,20103,583,515,69,63116,26278
2020,49,2011,2206,410073,3163,88,27685,802,710,95,80780,36189
2020,49,2012,3425,636025,4904,137,42976,1245,1101,148,121056,56176
2020,49,2013,3543,657454,5069,142,44461,1288,1139,153,120468,58117
2020,49,2014,4567,847397,6533,182,57306,1659,1468,197,149104,74908
2020,49,2015,5371,996716,7684,215,67404,1952,1727,232,167747,88107
2020,49,2016,6408,1189118,9167,256,80415,2329,2060,277,188763,105115
2020,49,2017,7869,1460147,11257,314,98744,2859,2530,340,219039,129073
2020,49,2018,12920,2397501,18483,516,162133,4695,4153,558,335148,211933
2020,49,2019,17285,3207385,24727,690,216902,6281,5556,746,412551,283524
2020,49,2020,32304,5994264,46212,1290,405368,11739,10384,1395,672869,529878
2020,50,1990,283,371172,3317,47,15390,360,318,33,151651,15791
2020,50,1991,24,23000,206,3,954,22,20,2,8811,978
2020,50,1992,31,30236,270,4,1254,29,26,3,10918,1286
2020,50,1993,46,44022,393,6,1825,43,38,4,15215,1873
2020,50,1994,56,58105,506,7,2225,52,46,6,17583,2279
2020,50,1995,73,76175,663,9,2917,68,60,7,21630,2988
2020,50,1996,95,98964,861,9,3789,88,78,10,26497,3881
2020,50,1997,112,116602,1014,11,4463,104,92,12,29273,4572
2020,50,1998,146,152693,1328,14,5843,136,121,15,31783,5986
2020,50,1999,204,213474,1856,20,8167,191,169,22,42258,8366
2020,50,2000,279,291988,2539,27,11169,261,230,30,56770,11441
2020,50,2001,364,373265,3309,35,14479,362,320,39,51739,14924
2020,50,2002,454,464892,4121,44,18034,451,399,48,63324,18588
2020,50,2003,588,602066,5337,57,23355,584,517,63,80333,24073
2020,50,2004,569,424988,3638,55,18537,565,500,61,67264,23307
2020,50,2005,726,542289,4642,71,23654,721,638,77,84059,29740
2020,50,2006,2078,628591,5338,82,27398,836,740,90,82504,34473
2020,50,2007,2247,679649,5772,89,29623,904,800,97,87193,37273
2020,50,2008,1922,371799,2896,76,23696,774,684,83,60777,31889
2020,50,2009,1638,316907,2468,65,20197,659,583,71,50436,27181
2020,50,2010,789,152480,1187,31,9727,317,281,34,23541,13090
2020,50,2011,1087,209802,1632,43,13396,437,387,47,29806,18027
2020,50,2012,1687,325379,2531,66,20794,678,600,73,44803,27984
2020,50,2013,1745,336317,2615,69,21513,702,621,75,44741,28951
2020,50,2014,2249,433481,3371,89,27728,904,800,97,55597,37315
2020,50,2015,2646,509864,3965,104,32614,1064,941,114,62832,43890
2020,50,2016,3156,608286,4730,124,38909,1269,1122,136,71007,52362
2020,50,2017,3876,746929,5809,153,47777,1558,1378,167,82935,64297
2020,50,2018,6364,1226427,9537,251,78449,2558,2263,275,127883,105573
2020,50,2019,8514,1640718,12759,335,104949,3423,3028,367,159158,141235
2020,50,2020,15912,3066327,23846,627,196138,6396,5658,686,264655,263954
2020,51,1990,92,122647,1041,14,4693,117,103,11,49694,5156
2020,51,1991,8,7600,65,1,291,7,6,1,2897,320
2020,51,1992,10,9991,85,1,382,10,8,1,3595,420
2020,51,1993,15,14546,123,2,557,14,12,1,5016,612
2020,51,1994,18,19211,159,2,678,17,15,2,5804,744
2020,51,1995,24,25185,208,3,889,22,20,2,7154,976
2020,51,1996,31,32723,271,3,1155,29,25,3,8809,1267
2020,51,1997,36,38558,319,3,1361,34,30,4,9708,1493
2020,51,1998,48,50498,417,4,1782,44,39,5,10206,1954
2020,51,1999,67,70607,583,6,2491,62,55,7,13484,2732
2020,51,2000,91,96586,798,8,3406,85,75,10,18135,3736
2020,51,2001,119,122263,998,10,4376,117,103,13,17720,4873
2020,51,2002,148,152276,1243,13,5450,145,128,16,21695,6070
2020,51,2003,192,197207,1610,17,7058,188,166,20,27534,7860
2020,51,2004,185,139079,1093,16,5600,182,161,20,23413,7610
2020,51,2005,237,177466,1395,21,7145,232,206,25,29282,9711
2020,51,2006,677,205709,1614,24,8280,269,238,29,30027,11256
2020,51,2007,732,222419,1745,26,8953,291,258,31,31740,12171
2020,51,2008,627,121196,866,22,7159,249,220,27,22818,10413
2020,51,2009,534,103302,738,19,6102,212,188,23,18955,8875
2020,51,2010,257,49737,355,9,2939,102,90,11,8862,4274
2020,51,2011,354,68481,489,13,4047,141,125,15,11437,5886
2020,51,2012,550,106278,759,20,6282,219,193,24,17214,9138
2020,51,2013,569,109924,785,20,6499,226,200,24,17214,9453
2020,51,2014,733,141681,1012,26,8377,292,258,31,21415,12184
2020,51,2015,862,166647,1191,31,9853,343,303,37,24233,14331
2020,51,2016,1029,198816,1421,37,11755,409,362,44,27439,17098
2020,51,2017,1264,244132,1744,45,14434,502,444,54,32105,20995
2020,51,2018,2075,400852,2864,74,23700,825,730,89,49623,34473
2020,51,2019,2775,536262,3832,99,31706,1103,976,119,61939,46118
2020,51,2020,5187,1002218,7161,185,59256,2062,1824,222,103528,86189
2020,53,1990,379,491867,4384,68,20746,478,423,44,273774,21057
2020,53,1991,32,30478,272,4,1286,30,26,3,15891,1305
2020,53,1992,42,40068,357,6,1690,39,34,4,19650,1715
2020,53,1993,61,58336,520,8,2461,57,50,6,27340,2497
2020,53,1994,75,77017,669,10,2999,69,61,7,31447,3039
2020,53,1995,98,100968,876,13,3932,90,80,10,38577,3984
2020,53,1996,127,131165,1138,13,5107,117,104,13,47721,5175
2020,53,1997,150,154533,1341,16,6016,138,122,16,52429,6096
2020,53,1998,196,202349,1756,21,7877,181,160,21,55230,7982
2020,53,1999,274,282873,2454,29,11009,253,224,29,72886,11156
2020,53,2000,375,386880,3356,39,15055,346,306,40,97803,15256
2020,53,2001,489,483699,4310,51,19437,441,390,52,92106,19901
2020,53,2002,609,602436,5368,64,24208,549,486,65,112441,24787
2020,53,2003,789,780194,6952,83,31351,711,629,85,142202,32100
2020,53,2004,764,550564,4733,80,24881,688,609,82,122844,31079
2020,53,2005,974,702525,6039,102,31748,879,777,104,153142,39657
2020,53,2006,2789,814327,6956,119,36779,1018,901,121,153371,45969
2020,53,2007,3016,880474,7521,128,39766,1101,974,131,161439,49703
2020,53,2008,2580,482641,3778,110,31814,942,833,112,118577,42523
2020,53,2009,2199,411384,3220,93,27117,803,710,95,98086,36245
2020,53,2010,1059,197982,1550,45,13059,387,342,46,45619,17455
2020,53,2011,1458,272468,2132,62,17985,532,471,63,58160,24039
2020,53,2012,2264,422661,3308,96,27918,826,731,98,87018,37315
2020,53,2013,2342,436965,3420,100,28882,855,756,102,86434,38605
2020,53,2014,3019,563206,4407,128,37227,1102,975,131,106754,49758
2020,53,2015,3551,662448,5184,151,43786,1296,1146,154,119810,58526
2020,53,2016,4236,790324,6185,180,52239,1546,1368,184,134236,69823
2020,53,2017,5202,970458,7594,221,64145,1898,1679,226,155241,85738
2020,53,2018,8541,1593452,12470,363,105324,3117,2757,371,236360,140778
2020,53,2019,11426,2131726,16682,486,140902,4170,3689,496,289293,188333
2020,53,2020,21355,3983973,31177,908,263332,7793,6893,927,466813,351975
2020,54,1990,98,130965,1129,15,5155,124,110,11,50669,5458
2020,54,1991,8,8115,70,1,319,8,7,1,2955,338
2020,54,1992,11,10669,92,1,420,10,9,1,3669,445
2020,54,1993,16,15533,134,2,611,15,13,2,5121,647
2020,54,1994,19,20510,172,2,745,18,16,2,5932,788
2020,54,1995,25,26888,226,3,977,23,21,3,7316,1033
2020,54,1996,33,34937,293,3,1269,30,27,3,9075,1341
2020,54,1997,39,41168,345,3,1495,36,32,4,10037,1580
2020,54,1998,50,53916,452,5,1957,47,42,5,10848,2069
2020,54,1999,70,75388,632,6,2736,66,58,7,14425,2891
2020,54,2000,96,103128,864,9,3741,90,79,10,19399,3954
2020,54,2001,126,131030,1082,11,4837,126,111,13,18643,5158
2020,54,2002,157,163195,1348,14,6024,156,138,17,22827,6424
2020,54,2003,203,211348,1746,18,7801,202,179,21,28973,8320
2020,54,2004,196,149093,1187,18,6190,196,173,21,24559,8055
2020,54,2005,251,190244,1515,22,7899,250,221,26,30716,10278
2020,54,2006,717,220520,1748,26,9152,290,256,31,31230,11914
2020,54,2007,775,238433,1890,28,9896,313,277,33,33018,12882
2020,54,2008,663,130024,941,24,7913,268,237,28,23600,11021
2020,54,2009,565,110828,802,20,6745,229,202,24,19607,9394
2020,54,2010,272,53350,386,10,3248,110,97,12,9166,4524
2020,54,2011,375,73440,531,14,4474,152,134,16,11793,6230
2020,54,2012,582,113951,825,21,6944,235,208,25,17752,9671
2020,54,2013,602,117837,853,22,7184,243,215,26,17755,10006
2020,54,2014,776,151881,1099,28,9260,314,277,33,22094,12896
2020,54,2015,913,178643,1293,33,10892,369,326,39,25010,15169
2020,54,2016,1089,213128,1542,39,12994,440,389,47,28354,18097
2020,54,2017,1337,261705,1894,48,15956,540,478,57,33188,22222
2020,54,2018,2196,429709,3109,79,26198,887,785,94,51340,36487
2020,54,2019,2938,574865,4160,106,35048,1187,1050,126,64112,48813
2020,54,2020,5490,1074363,7774,199,65502,2219,1963,235,107269,91225
2020,55,1990,241,328302,2721,38,13087,307,271,28,123599,13484
2020,55,1991,20,20343,169,2,811,19,17,2,7205,836
2020,55,1992,27,26744,222,3,1066,25,22,3,8944,1098
2020,55,1993,39,38937,323,4,1552,36,32,4,12482,1599
2020,55,1994,47,51401,415,5,1892,44,39,5,14454,1946
2020,55,1995,62,67386,544,7,2480,58,51,6,17821,2551
2020,55,1996,81,87553,707,7,3222,75,67,8,21988,3314
2020,55,1997,95,103165,832,9,3795,89,78,10,24337,3904
2020,55,1998,125,135107,1090,11,4969,116,103,13,26489,5111
2020,55,1999,174,188904,1523,16,6945,162,144,18,35276,7144
2020,55,2000,238,258404,2083,22,9497,222,196,25,47430,9770
2020,55,2001,311,321150,2544,28,12489,304,269,33,43851,12744
2020,55,2002,387,399986,3169,35,15555,379,335,41,53698,15873
2020,55,2003,501,518007,4104,46,20145,491,434,53,68163,20556
2020,55,2004,485,365614,2795,44,15987,475,420,51,57819,19903
2020,55,2005,619,466527,3567,56,20400,606,536,65,72322,25396
2020,55,2006,1771,540771,4106,65,23632,703,622,76,72358,29438
2020,55,2007,1915,584698,4440,70,25552,760,672,82,76541,31829
2020,55,2008,1639,319632,2221,60,20436,650,575,70,54683,27231
2020,55,2009,1397,272442,1893,51,17419,554,490,60,45458,23210
2020,55,2010,673,131096,910,25,8389,267,236,29,21263,11178
2020,55,2011,926,180393,1252,34,11553,367,325,40,27214,15394
2020,55,2012,1438,279792,1942,53,17933,570,504,62,41002,23896
2020,55,2013,1488,289219,2007,55,18553,590,522,64,41053,24722
2020,55,2014,1918,372777,2587,71,23913,760,672,82,51151,31864
2020,55,2015,2255,438463,3042,83,28127,894,791,97,57985,37479
2020,55,2016,2691,523101,3630,99,33556,1066,943,115,65838,44714
2020,55,2017,3304,642330,4457,122,41204,1310,1158,141,77218,54905
2020,55,2018,5425,1054679,7318,200,67656,2150,1902,232,119745,90152
2020,55,2019,7258,1410952,9791,267,90510,2877,2545,311,150032,120605
2020,55,2020,13564,2636924,18297,499,169154,5376,4756,581,252461,225398
2020,56,1990,338,462112,4434,73,18955,454,401,42,240635,19898
2020,56,1991,29,28635,275,5,1175,28,25,3,13988,1233
2020,56,1992,37,37644,361,6,1544,37,33,4,17328,1621
2020,56,1993,55,54807,526,9,2248,54,48,6,24143,2360
2020,56,1994,66,72334,676,11,2740,65,58,7,27852,2872
2020,56,1995,87,94829,886,14,3592,86,76,9,34246,3765
2020,56,1996,113,123190,1151,14,4666,112,99,12,43009,4890
2020,56,1997,133,145137,1356,17,5497,131,116,14,47515,5761
2020,56,1998,174,190046,1776,22,7197,172,152,19,51862,7542
2020,56,1999,244,265674,2482,31,10059,240,213,27,69040,10542
2020,56,2000,334,363358,3394,42,13756,329,291,37,92694,14416
2020,56,2001,435,453414,4356,55,17758,419,370,49,87882,18806
2020,56,2002,542,564717,5426,68,22117,521,461,61,107370,23422
2020,56,2003,702,731345,7027,88,28643,675,597,78,135919,30333
2020,56,2004,679,516406,4794,85,22737,654,578,76,116949,29369
2020,56,2005,867,658939,6117,109,29012,834,738,97,145921,37475
2020,56,2006,2481,763805,7022,126,33600,967,855,112,146544,43439
2020,56,2007,2683,825847,7592,137,36330,1045,925,121,154429,46967
2020,56,2008,2295,453198,3816,117,29067,894,791,104,112769,40182
2020,56,2009,1956,386288,3252,100,24775,762,674,89,93389,34250
