# File: USDA_cost_data.csv
# Title: USDA_cost_data
# Units: varying
# Description: Itemized costs and returns of crop production by crop; USA national averages
# Original source: http://www.ers.usda.gov/Data/CostsAndReturns/
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
Crop, Item,Unit,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peanuts,Value of production less total costs listed,dollars per planted acre,-51.6,-103.18,-63.66,-95.91,-165.16,-132.58,-202.15,-112.91,46.83,-112.76,-169.75,-72.54,-125.83,-27.69,-80.77,-32.71,460.48,161.56,-165.57,-215.89,-243.2,-27.32,-83.18
Peanuts,Yield,pounds per planted acre,2443,2324,2469,2359,1997,2580,2304,3126,3226,3147,2999,3233,3602,3606,3512,3202,4177,4164,4064,3930,3499,4066,4054
Rice,Capital recovery of machinery and equipment,dollars per planted acre,,,,,79.42,82.09,84.64,85.26,90.99,94.77,96.8,101.52,110.87,117.81,121.87,129.82,136.45,119.65,127.59,129.87,130.48,132.7,135.61
Rice,Chemicals,dollars per planted acre,,,,,49.25,49.44,55.4,59.02,57.43,56.95,65.96,66.16,68.68,75.89,73.65,74.92,78.19,102.41,100.36,96.82,100.55,98.01,95.44
Rice,Commercial Drying,dollars per planted acre,,,,,,,,,,,20.61,23.34,29.4,20.43,23.23,33.47,33.63,44.09,36.72,24.51,21.22,25.08,28.92
Rice,Custom operations,dollars per planted acre,,,,,68.69,65.59,67.58,69.38,71.68,70.71,41.9,45.5,44.91,48.11,48.03,53.34,53.13,65.65,60.69,64.68,66.41,66.71,65.88
Rice,Enterprise size,planted acres,,,,,391,391,391,391,391,391,511,511,511,511,511,511,511,569,569,569,569,569,569
Rice,Fertilizer,dollars per planted acre,,,,,46.66,59.12,43.47,54.32,58.45,70.1,60.49,66.96,110.8,103.94,79.2,107.25,112.45,138.82,135.4,124.68,105.65,94.38,90.79
Rice,"Fuel, lube, and electricity",dollars per planted acre,,,,,57.84,69.25,60.66,73.78,78.23,110.15,95.9,105.6,138.96,92.2,115.42,143.93,142.76,106.07,109.58,70.44,61.47,69.37,79.08
Rice,General farm overhead,dollars per planted acre,,,,,22.11,22.73,23.32,23.94,24.38,25.66,24.24,24.68,25.28,25.86,26.17,27.85,28.41,26.21,25.09,25.37,25.65,26.12,26.92
Rice,Hired labor,dollars per planted acre,,,,,26.28,26.13,27.67,27.96,30.04,29.81,18.42,19.21,19.52,20.08,20.23,20.45,21.44,26.83,26.81,27.88,29.04,29.6,31.49
Rice,Interest on operating capital,dollars per planted acre,,,,,7.77,4.96,2.34,1.62,2.57,6.22,8.11,8.74,3.31,0.62,0.42,0.25,0.34,0.27,0.18,0.44,1.14,2.61,5.22
Rice,Opportunity cost of land (rental rate),dollars per planted acre,,,,,108.04,104.29,107.21,105.08,113.11,113.37,118.31,117.16,126.6,147.33,146.9,173.74,192.73,158.54,150.15,156.24,149.42,149.72,151.04
Rice,Opportunity cost of unpaid labor,dollars per planted acre,,,,,43.55,43.9,46.93,47.24,47.87,48.08,41.23,43.34,44.4,45.42,44.95,48.1,49.18,66.62,66.21,69.09,71.46,74.65,78.57
Rice,Price,dollars per cwt at harvest,,,,,5.46,4.74,3.97,6.3,8.11,6.59,8.62,10.26,17.88,14.49,11.3,14.77,14.95,16.81,14.05,13.09,11.07,12.15,13.17
Rice,Primary output,dollars per planted acre,,,,,368.77,328.67,280.56,449.69,602.33,469.14,620.64,779.76,1287.36,1072.26,795.75,1069.94,1166.1,1395.23,1152.1,1060.29,863.46,972,1106.28
Rice,Purchased irrigation water,dollars per planted acre,,,,,11.12,9.64,10.46,10.79,11.64,10.5,10.36,11.84,11.32,12.18,11.24,15.13,14.47,15.57,11.78,13.16,13.63,14.56,13.8
Rice,Repairs,dollars per planted acre,,,,,19.16,19.9,20.44,20.58,21.94,22.93,26.4,27.07,27.96,28.5,29.27,30.08,31.07,45.25,47.68,47.29,47.3,47.74,49.68
Rice,Seed,dollars per planted acre,,,,,23.31,21.21,20.32,19.06,27.01,27.56,36.75,40.75,45.09,65.48,65.65,67.4,68.28,84.39,98.91,101.77,99.03,105.51,104.89
Rice,Taxes and insurance,dollars per planted acre,,,,,15.69,15.87,15.88,16.34,16.47,16.83,15.49,17.87,18.98,18.25,19.01,19.54,19.85,16.01,16.45,19.36,18,18.12,18.35
Rice,Total allocated overhead,dollars per planted acre,,,,,295.09,295.01,305.65,305.82,322.86,328.52,314.49,323.78,345.65,374.75,379.13,419.5,448.06,413.86,412.3,427.81,424.05,430.91,441.98
Rice,Total costs listed,dollars per planted acre,,,,,578.89,594.12,586.32,614.37,651.81,703.64,680.97,719.74,826.08,822.1,825.24,945.27,982.38,1016.38,1013.6,971.6,940.45,954.88,975.68
Rice,Total operating costs,dollars per planted acre,,,,,283.8,299.11,280.67,308.55,328.95,375.12,366.48,395.96,480.43,447.35,446.11,525.77,534.32,602.52,601.3,543.79,516.4,523.97,533.7
Rice,Total output,dollars per planted acre,,,,,368.77,328.67,280.56,449.69,602.33,469.14,620.64,779.76,1287.36,1072.26,795.75,1069.94,1166.1,1395.23,1152.1,1060.29,863.46,972,1106.28
Rice,Value of production less operating costs,dollars per planted acre,,,,,84.97,29.56,-0.11,141.14,273.38,94.02,254.16,383.8,806.93,624.91,349.64,544.17,631.78,792.71,550.8,516.5,347.06,448.03,572.58
Rice,Value of production less total costs listed,dollars per planted acre,,,,,-210.12,-265.45,-305.76,-164.68,-49.48,-234.5,-60.33,60.02,461.28,250.16,-29.49,124.67,183.72,378.85,138.5,88.69,-76.99,17.12,130.6
Rice,Yield,cwt per planted acre,,,,,68,69,71,71,74,71,72,76,72,74,70,72,78,83,82,81,78,80,84
Sorghum,Capital recovery of machinery and equipment,dollars per planted acre,53.49,55.38,58.34,55.79,56.7,58.23,60.91,53.71,57.16,61.19,64.34,67.48,73.98,78.96,81.84,72.41,77.02,79.25,82.03,83.62,83.71,85.43,86.84
Sorghum,Chemicals,dollars per planted acre,12.29,11.69,10.6,11.2,11.15,11.31,11.22,17.32,17.39,17.3,18.07,18.15,18.68,21.18,21.34,22.35,22.56,23.35,23.9,23.2,24.37,23.67,23.31
Sorghum,Custom operations,dollars per planted acre,6.23,6.91,5.84,6.78,5.48,5.27,4.38,9,9.08,9.47,9.91,10.4,10.46,11.37,11.72,12.21,12.42,12.9,13.31,13.64,13.63,13.96,13.85
Sorghum,Dryland,percent of acres,91,91,91,91,91,91,91,89,89,89,89,89,89,89,89,96,96,96,96,96,96,96,96
Sorghum,Enterprise size,planted acres,214,214,214,214,214,214,214,297,297,297,297,297,297,297,297,316,316,316,316,316,316,316,316
Sorghum,Fertilizer,dollars per planted acre,17.99,17.62,14.31,13.89,14.34,21.53,15.1,18.87,19.71,22.82,25.8,30.11,45.92,43.41,33.22,43.52,47.37,46.63,44.45,43.8,36.74,33.09,31.56
Sorghum,"Fuel, lube, and electricity",dollars per planted acre,17.1,17.37,19.03,21.92,26.09,29.99,24.92,19.68,24.97,33.76,34.46,43.15,54.5,36.76,47.78,22.84,24.99,24.78,24.43,15.38,12.85,14.67,15.38
Sorghum,General farm overhead,dollars per planted acre,3.76,3.84,5.44,3.97,4.08,4.23,4.39,7.52,7.48,7.84,8,8.4,8.56,8.58,8.6,11.03,11.19,11.36,11.48,11.59,11.71,11.95,12.39
Sorghum,Hired labor,dollars per planted acre,5.41,5.68,4.41,6.36,6.57,7.06,7.45,4.73,4.65,4.94,5.04,5.69,6.23,6.11,5.89,3.21,4.04,4.14,4.1,4.03,3.83,3.98,4.03
Sorghum,Interest on operating capital,dollars per planted acre,1.85,1.9,1.73,1.77,2.27,1.53,0.67,0.45,0.73,1.8,2.63,2.78,1.15,0.21,0.14,0.07,0.09,0.06,0.04,0.11,0.29,0.64,1.27
Sorghum,Irrigated,percent of acres,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5
Sorghum,Opportunity cost of land (rental rate),dollars per planted acre,39.2,36.18,26.79,23.53,21.02,20.63,21.49,34.02,33.73,35.17,34.4,36.92,41.09,44.7,45.93,45.77,51.3,56.09,57.77,59.21,56.03,56.2,56.99
Sorghum,Opportunity cost of unpaid labor,dollars per planted acre,18.58,19.16,19.26,20.38,20.8,21.32,22.98,25.26,25.54,26.4,27.35,28.21,29.19,29.87,30.42,15.66,16.01,16.26,16.68,17.31,18.03,18.47,19.66
Sorghum,Other variable expenses,dollars per planted acre,,,,,,,,0.1,0.1,0.11,0.11,0.14,0.15,0.15,0.14,0.14,0.19,0.2,0.2,0.19,0.17,0.17,0.16
Sorghum,Price,dollars per bushel at harvest,2.7,2.29,2.03,1.79,2.11,2.47,2.89,2.25,1.76,1.71,2.95,3.46,4.07,3.06,4.37,6.02,6.63,4.26,3.52,3.57,2.74,3.17,3.23
Sorghum,Primary output,dollars per planted acre,170.1,153.43,107.59,96.66,88.62,93.86,95.37,105.75,110.88,107.73,126.85,235.28,240.13,183.6,292.79,263.68,238.02,181.05,186.91,215.63,172.07,181.32,177
Sorghum,Repairs,dollars per planted acre,13.81,14.25,16.46,14.7,15.29,16.28,17.48,16.31,16.38,17.17,17.76,18.35,18.91,19.27,19.79,20.77,21.56,21.73,22.12,22.05,21.99,22.36,23.09
Sorghum,Secondary output,dollars per planted acre,,,,,,,,4.8,7.38,7.61,6.23,10.81,11.57,9.32,9.46,4.98,4.86,4.77,4.54,4.45,4.36,4.39,5
Sorghum,Seed,dollars per planted acre,6,6.57,6.1,6.72,6.33,6.35,6.63,4.66,4.88,5.31,5.38,5.62,6.63,7.47,7.58,10.57,13.67,13.99,14.2,14.21,14.89,14.76,14.47
Sorghum,Taxes and insurance,dollars per planted acre,4.98,5.02,6.05,4.9,5.07,5.1,5.04,4.2,4.13,4.16,4.28,4.55,4.88,5.42,4.74,5.06,5.13,5.22,5.85,5.56,5.84,5.94,5.98
Sorghum,Total allocated overhead,dollars per planted acre,125.42,125.26,120.29,114.93,114.24,116.57,122.26,129.44,132.69,139.7,143.41,151.25,163.93,173.64,177.42,153.14,164.69,172.32,177.91,181.32,179.15,181.97,185.89
Sorghum,Total costs listed,dollars per planted acre,200.69,201.57,194.36,191.91,195.19,208.83,202.66,215.83,225.93,247.44,257.53,279.95,320.33,313.46,319.13,285.61,307.54,315.96,320.56,313.9,304.08,305.29,308.98
Sorghum,Total operating costs,dollars per planted acre,75.27,76.31,74.07,76.98,80.95,92.26,80.4,86.39,93.24,107.74,114.12,128.7,156.4,139.82,141.71,132.47,142.85,143.64,142.65,132.58,124.93,123.32,123.09
Sorghum,Total output,dollars per planted acre,170.1,153.43,107.59,96.66,88.62,93.86,95.37,110.55,118.26,115.34,133.08,246.09,251.7,192.92,302.25,268.66,242.88,185.82,191.45,220.08,176.43,185.71,182
Sorghum,Value of production less operating costs,dollars per planted acre,94.83,77.12,33.52,19.68,7.67,1.6,14.97,24.16,25.02,7.6,18.96,117.39,95.3,53.1,160.54,136.19,100.03,42.18,48.8,87.5,51.5,62.39,58.91
Sorghum,Value of production less total costs listed,dollars per planted acre,-30.59,-48.14,-86.77,-95.25,-106.57,-114.97,-107.29,-105.28,-107.67,-132.1,-124.45,-33.86,-68.63,-120.54,-16.88,-16.95,-64.66,-130.14,-129.11,-93.82,-127.65,-119.58,-126.98
Sorghum,Yield,bushels per planted acre,63,67,53,54,42,38,33,47,63,63,43,68,59,60,67,44,36,43,53,60,63,57,55
Soybeans,Capital recovery of machinery and equipment,dollars per planted acre,,49.61,50.66,51.58,53.61,55.75,43.3,43.43,47.49,50.17,60.38,64.59,70.98,75.54,78.18,81.34,81.16,82.98,86.3,88.35,88.84,90.99,92.65
Soybeans,Chemicals,dollars per planted acre,,26.37,26.65,24.88,22.32,22.89,17.12,16.92,16.07,13.59,14.46,15,15.73,17.38,17.04,16.42,26.38,27.63,28,26.96,27.64,26.83,26.19
Soybeans,Custom operations,dollars per planted acre,,5.85,5.84,5.86,5.94,6.13,6.16,6.32,6.38,6.67,6.01,6.51,6.56,7.17,7.23,7.18,9.41,9.76,10.03,10.47,10.6,10.32,10.52
Soybeans,Dryland,percent of acres,,95,95,95,95,95,91,91,91,91,91,91,91,91,91,91,90,90,90,90,90,90,90
Soybeans,Enterprise size,planted acres,,220,220,220,220,220,268,268,268,268,303,303,303,303,303,303,273,273,273,273,273,273,273
Soybeans,Fertilizer,dollars per planted acre,,8.96,8.9,8.85,8.85,9.52,7.3,7.97,8.7,10.79,13.05,15.31,25.12,23.65,17.87,22.84,37.54,37.45,35.92,33.45,28.14,25.06,24.06
Soybeans,"Fuel, lube, and electricity",dollars per planted acre,,7.14,5.97,5.9,8.6,8.69,6.98,8.73,9.44,13.62,13.51,15.23,20.2,13.48,16.81,20.98,21.24,21.15,21.12,13.77,11.89,13.57,14.54
Soybeans,General farm overhead,dollars per planted acre,,13.68,12.94,14.13,14.56,15.17,11.37,11.66,11.86,12.47,13.22,13.89,14.29,14.57,14.86,15.1,17.44,17.61,17.93,17.95,17.98,18.25,18.89
Soybeans,Hired labor,dollars per planted acre,,1.94,1.98,2.01,2.03,2.04,1.84,1.9,2.04,2.03,1.78,1.93,2.07,2.14,2.11,2.07,2.81,2.99,3.03,3.18,3.19,3.26,3.46
Soybeans,Interest on operating capital,dollars per planted acre,,1.98,1.86,1.75,2.16,1.36,0.61,0.41,0.64,1.5,2.17,2.34,2.8,0.19,0.13,0.07,0.11,0.08,0.05,0.14,0.37,0.83,1.64
Soybeans,Irrigated,percent of acres,,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10
Soybeans,Opportunity cost of land (rental rate),dollars per planted acre,,76.74,77.66,79.74,80.12,81.98,80.74,81.93,83.88,86.68,86.17,85.14,93.14,107.5,110.3,120.64,137.55,150.97,155.04,157.91,143.72,142.86,145.39
Soybeans,Opportunity cost of unpaid labor,dollars per planted acre,,17.63,18.11,18.46,19.49,20.17,15.59,16.11,16.12,16.77,15.2,16.16,16.77,17.19,17.33,17.09,16.76,17.35,17.68,18.37,18.9,19.4,20.57
Soybeans,Price,dollars per bushel at harvest,,6.54,5.19,4.45,4.45,4.15,5.2,6.56,5.6,5.68,5.54,7.95,10.48,9.3,9.56,11.94,14.21,13.28,10.88,8.97,9.46,9.28,8.71
Soybeans,Primary output,dollars per planted acre,,281.22,223.17,178,182.45,178.62,208,233.47,253.46,264.57,254.84,357.75,450.64,437.1,449.32,525.36,596.82,571.04,522.24,430.56,491.92,454.72,444.21
Soybeans,Purchased irrigation water,dollars per planted acre,,0.05,0.05,0.05,0.06,0.06,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.14,0.16,0.15,0.06,0.05,0.06,0.06,0.06,0.06,0.06
Soybeans,Repairs,dollars per planted acre,,9.4,9.59,9.79,10.17,10.59,9.76,9.77,10.7,11.29,11.8,12.36,12.91,13.22,13.46,13.68,22.23,22.33,22.83,22.91,22.82,23.34,24.09
Soybeans,Seed,dollars per planted acre,,19.72,20.46,19.25,19.18,22.59,25.45,27.42,29.71,32.62,32.3,39.77,44.35,55.26,59.2,55.55,55.32,58.18,58.78,59.21,58.79,58.07,57.4
Soybeans,Manure,USD/acre,0.86,0.8,0.79,0.84,1.09,0.4,0.46,0.48,0.6,,,,,,,,,,,,,,
Soybeans,Soil conditioners,USD/acre,0.1,0.1,0.1,0.14,0.11,0.11,0.12,0.13,0.13,,,,,,,,,,,,,,
Soybeans,Taxes and insurance,dollars per planted acre,,6.76,6.89,6.77,7.01,7.14,5.66,5.8,5.85,6.06,7.93,8.71,9.64,10.84,9.41,9.93,9.58,9.78,9.95,10.57,10.52,10.66,10.74
Soybeans,Total allocated overhead,dollars per planted acre,,166.36,168.24,172.69,176.82,182.25,158.5,160.83,167.24,174.18,184.68,190.42,206.9,227.78,232.19,246.17,265.3,281.68,289.93,296.33,283.15,285.42,291.7
Soybeans,Total costs listed,dollars per planted acre,,245.83,247.56,249.02,254.1,264.08,232,238.49,249.01,264.39,278.09,297.05,334.69,358.27,364.09,383.04,437.59,458.31,466.72,463.3,443.46,443.5,450.2
Soybeans,Total operating costs,dollars per planted acre,,79.47,79.32,76.33,77.28,81.83,73.5,77.66,81.77,90.21,93.41,106.63,127.79,130.49,131.89,136.87,172.29,176.63,176.79,166.97,160.31,158.08,158.5
Soybeans,Total output,dollars per planted acre,,281.22,223.17,178,182.45,178.62,208,233.47,253.46,264.57,254.84,357.75,450.64,437.1,449.32,525.36,596.82,571.04,522.24,430.56,491.92,454.72,444.21
Soybeans,Value of production less operating costs,dollars per planted acre,,199.31,143.85,101.67,105.17,96.79,134.5,155.81,171.69,174.36,161.43,251.12,322.85,306.61,317.43,388.49,424.53,394.41,345.45,263.59,331.61,296.64,285.71
Soybeans,Value of production less total costs listed,dollars per planted acre,,32.94,-24.39,-71.02,-71.65,-85.46,-24,-5.02,4.45,0.18,-23.25,60.7,115.95,78.83,85.23,142.32,159.23,112.73,55.52,-32.74,48.46,11.22,-5.99
Soybeans,Yield,bushels per planted acre,,43,43,40,41,43,40,36,45,47,46,45,43,47,47,44,42,43,48,48,52,49,51
Sugarbeets,Capital recovery of machinery and equipment,dollars per planted acre,,,,,142.07,145.28,149.83,154.5,155.82,162.2,172.07,179.32,,,,,,,,,,,
Sugarbeets,Chemicals,dollars per planted acre,,,,,94.28,96.12,95.96,96.39,94.73,97.53,101.14,103.31,,,,,,,,,,,
Sugarbeets,Coop share,dollars per planted acre,,,,,22.06,24.48,28.56,29.39,30.08,31.98,32.6,30.28,,,,,,,,,,,
Sugarbeets,Custom operations,dollars per planted acre,,,,,36.04,32.23,32.77,34.54,34.92,36.24,36.86,37,,,,,,,,,,,
Sugarbeets,Dryland,percent of acres,,,,,61,61,61,61,61,61,61,61,,,,,,,,,,,
Sugarbeets,Enterprise size,planted acres,,,,,276,276,276,276,276,276,276,276,,,,,,,,,,,
Sugarbeets,Fertilizer,dollars per planted acre,,,,,46.86,59.24,47.41,57.45,59.22,67.28,72.5,89.03,,,,,,,,,,,
Sugarbeets,Freight and dirt hauling,dollars per planted acre,,,,,14.23,14.75,14.78,16.07,16.53,18.56,23.62,25.31,,,,,,,,,,,
Sugarbeets,"Fuel, lube, and electricity",dollars per planted acre,,,,,50.9,49.81,47.95,50.53,55.93,71.38,80.38,87.14,,,,,,,,,,,
Sugarbeets,General farm overhead,dollars per planted acre,,,,,34.46,34.31,34.95,35.92,36.66,39.04,40.48,41.53,,,,,,,,,,,
Sugarbeets,Hauling allowance,dollars per planted acre,,,,,7.69,7.31,7.43,7.29,7.45,8.32,8.64,9.65,,,,,,,,,,,
Sugarbeets,Hired labor,dollars per planted acre,,,,,58.7,60.45,61.76,63.53,66.62,69,72,74.13,,,,,,,,,,,
Sugarbeets,Interest on operating capital,dollars per planted acre,,,,,10.31,6.02,2.92,1.93,3.03,7.08,10.75,10.85,,,,,,,,,,,
Sugarbeets,Irrigated,percent of acres,,,,,39,39,39,39,39,39,39,39,,,,,,,,,,,
Sugarbeets,Miscellaneous,dollars per planted acre,,,,,16.43,16.41,16.43,17.48,18.36,19.81,20.98,22.97,,,,,,,,,,,
Sugarbeets,Opportunity cost of land (rental rate),dollars per planted acre,,,,,126.61,123.83,124.03,123.68,124.91,137.49,135.93,145.7,,,,,,,,,,,
Sugarbeets,Opportunity cost of unpaid labor,dollars per planted acre,,,,,83.04,82.98,83.87,84.51,88.72,88.07,92.39,93.5,,,,,,,,,,,
Sugarbeets,Price,dollars per ton,,,,,34.28,39.88,39.41,41.4,36.84,43.71,44.54,42.42,,,,,,,,,,,
Sugarbeets,Primary output,dollars per planted acre,,,,,767.87,809.56,792.14,919.08,810.48,922.28,1117.95,1068.98,,,,,,,,,,,
Sugarbeets,Purchased irrigation water,dollars per planted acre,,,,,5.77,4.99,4.86,5.06,5.38,5.5,5.98,5.94,,,,,,,,,,,
Sugarbeets,Repairs,dollars per planted acre,,,,,41.42,43.6,45.78,47.38,48.26,48.95,50.37,51.66,,,,,,,,,,,
Sugarbeets,Secondary output,dollars per planted acre,,,,,0.14,0.12,0.1,0.09,0.1,0.11,0.11,0.11,,,,,,,,,,,
Sugarbeets,Seed,dollars per planted acre,,,,,44.21,44.55,46.63,46.46,50.13,51.22,55.09,62.02,,,,,,,,,,,
Sugarbeets,Taxes and insurance,dollars per planted acre,,,,,15.88,14.96,15.24,15.6,15.91,19.02,20.13,21.59,,,,,,,,,,,
Sugarbeets,Total allocated overhead,dollars per planted acre,,,,,482.82,486.29,498.24,507.13,518.72,546.8,565.6,586.05,,,,,,,,,,,
Sugarbeets,Total costs listed,dollars per planted acre,,,,,835.58,846.7,846.3,873.13,897.76,962.03,1014.63,1071.63,,,,,,,,,,,
Sugarbeets,Total operating costs,dollars per planted acre,,,,,352.76,360.41,348.06,366,379.04,415.23,449.03,485.58,,,,,,,,,,,
Sugarbeets,Total output,dollars per planted acre,,,,,768.01,809.68,792.24,919.17,810.58,922.39,1118.06,1069.09,,,,,,,,,,,
Sugarbeets,Value of production less operating costs,dollars per planted acre,,,,,415.25,449.27,444.18,553.17,431.54,507.16,669.03,583.51,,,,,,,,,,,
Sugarbeets,Value of production less total costs listed,dollars per planted acre,,,,,-67.57,-37.02,-54.06,46.04,-87.18,-39.64,103.43,-2.54,,,,,,,,,,,
Sugarbeets,Yield,tons per planted acre,,,,,22,20,20,22,22,21,25,25,,,,,,,,,,,
Wheat,Capital recovery of machinery and equipment,dollars per planted acre,,,43,45.52,48.25,49.4,48.97,52.3,45.91,48.78,51.33,53.71,58.95,70.33,73.31,77.37,81.21,82.96,86.5,88.65,89.39,92.3,94.61
Wheat,Chemicals,dollars per planted acre,,,7.36,7.22,7.13,7.2,7.13,6.94,8.57,8.57,8.84,8.78,9.32,14.16,13.78,13.49,14.16,14.22,14.86,14.37,14.89,16.74,16.72
Wheat,Custom operations,dollars per planted acre,,,6.77,6.47,6.5,6.37,5.67,7.19,6.77,6.6,6.71,6.79,7.86,9.41,9.42,9.96,10.13,10.59,10.86,11.1,11.08,13.53,13.6
Wheat,Dryland,percent of acres,,,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Wheat,Enterprise size,planted acres,,,296,296,296,296,296,296,412,412,412,412,412,443,443,443,443,443,443,443,443,562,562
Wheat,Fertilizer,dollars per planted acre,,,18.61,16.95,17.28,23.9,17.71,23.11,22.84,26.16,28.44,32.69,52.51,43.36,32.56,44.32,46.08,46.15,43.52,40.1,34.18,42.52,41.57
Wheat,"Fuel, lube, and electricity",dollars per planted acre,,,6.14,6.53,9.13,9.19,8.67,10.95,12.23,16.22,17.81,19.77,25.25,12.22,15.36,19.71,19.42,19.38,19.17,12.43,10.9,10.73,11.97
Wheat,General farm overhead,dollars per planted acre,,,6.59,6.69,6.84,7.1,7.25,7.4,7.93,8.22,8.54,8.74,9.13,10.15,10.45,10.84,11.01,11.18,11.3,11.28,11.37,8.67,9.11
Wheat,Hired labor,dollars per planted acre,,,2.12,2.17,2.3,2.45,2.53,2.66,2.37,2.43,2.49,2.57,2.65,1.97,2.04,2.1,2.13,2.18,2.2,2.28,2.39,3.66,3.84
Wheat,Interest on operating capital,dollars per planted acre,,,1.34,1.26,1.64,1.08,0.48,0.36,0.55,1.33,2,2.04,1.03,0.16,0.1,0.06,0.08,0.06,0.04,0.1,0.25,0.64,1.3
Wheat,Irrigated,percent of acres,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Wheat,Opportunity cost of land (rental rate),dollars per planted acre,,,37.52,37.89,38.53,39.54,39.19,39.93,37.8,41.07,40.86,43.54,48.9,46.2,46.83,52.65,57.58,63.7,65.06,65.99,62.89,57.55,59.45
Wheat,Opportunity cost of unpaid labor,dollars per planted acre,,,14.85,15.32,15.74,16,16.72,17.2,20.32,20.97,21.69,22.52,23.04,15.87,15.98,16.36,16.93,17.39,17.58,18.19,18.86,15.44,16.27
Wheat,Purchased irrigation water,dollars per planted acre,,,0.58,0.57,0.59,0.62,0.61,0.68,0.31,0.3,0.33,0.33,0.35,0.53,0.59,0.63,0.59,0.62,0.62,0.65,0.69,0.79,0.77
Wheat,Price,dollars per bushel at harvest,,,2.68,2.48,2.46,2.76,3.28,3.11,3.44,3.17,4.12,5.25,7.86,5.54,4.75,7.35,7.58,7.09,6.44,5.12,3.93,4.8,5.2
Wheat,Primary output,dollars per planted acre,,,110.95,95.73,92.5,95.22,91.51,126.48,136.91,126.48,136.78,196.35,324.62,221.6,215.18,276.36,332,275.8,237.64,204.8,199.64,219.36,252.94
Wheat,Repairs,dollars per planted acre,,,9,9.44,9.97,10.24,10.15,10.85,11.66,12.21,12.42,12.86,13.34,19.09,19.9,20.33,20.93,21.07,21.44,21.48,21.55,23.83,24.69
Wheat,Secondary output,dollars per planted acre,,,3.32,3.05,3.2,3.18,3.66,3.54,5.57,6.2,7.23,7.76,9.21,7.1,7.06,9.35,10.7,10.83,9.89,9.1,8.82,5.25,4.84
Wheat,Seed,dollars per planted acre,,,7.61,6.38,6.14,6.34,6.65,7.6,7.89,8.06,8.46,9.77,16.02,13.99,11.07,13.39,15.33,16.06,15.82,16.12,15.26,14.11,15.07
Wheat,Taxes and insurance,dollars per planted acre,,,3.7,3.74,3.82,3.91,3.9,3.95,5.45,6.53,6.86,7.88,9.05,5.8,6.01,6.36,6.42,6.47,7.31,7.76,7.24,6.25,6.44
Wheat,Total allocated overhead,dollars per planted acre,,,107.78,111.33,115.48,118.4,118.56,123.44,119.78,128,131.77,138.96,151.72,150.32,154.62,165.68,175.28,183.88,189.95,194.15,192.14,183.87,189.72
Wheat,Total costs listed,dollars per planted acre,,,165.19,166.15,173.86,183.34,175.63,191.12,190.6,207.45,216.78,231.99,277.4,263.24,257.4,287.57,302,312.03,316.28,310.5,300.94,306.76,315.41
Wheat,Total operating costs,dollars per planted acre,,,57.41,54.82,58.38,64.94,57.07,67.68,70.82,79.45,85.01,93.03,125.68,112.92,102.78,121.89,126.72,128.15,126.33,116.35,108.8,122.89,125.69
Wheat,Total output,dollars per planted acre,,,114.27,98.78,95.7,98.4,95.17,130.02,142.48,132.68,144.01,204.11,333.83,228.7,222.24,285.71,342.7,286.63,247.53,213.9,208.46,224.61,257.78
Wheat,Value of production less operating costs,dollars per planted acre,,,56.86,43.96,37.32,33.46,38.1,62.34,71.66,53.23,59,111.08,208.15,115.78,119.46,163.82,215.98,158.48,121.2,97.55,99.66,101.72,132.09
Wheat,Value of production less total costs listed,dollars per planted acre,,,-50.92,-67.37,-78.16,-84.94,-80.46,-61.1,-48.12,-74.77,-72.77,-27.88,56.43,-34.54,-35.17,-1.86,40.7,-25.4,-68.75,-96.6,-92.48,-82.15,-57.63
Wheat,Yield,bushels per planted acre,,,41,39,38,35,28,41,40,40,33,37,41,40,45,38,44,39,37,40,51,46,49
