# File: USDA_InternationAgProductivity_LaborCapital.csv
# Title: USDA Internation Ag Productivity: Labor and Capital inputs by ISO, 1961-2023
# Units: 1000 persons or million 2015 USD
# Description:  Data is downloaded from USDA and preprocessed to keep labor_Q and capital_Q
# Data source:https://www.ers.usda.gov/data-products/international-agricultural-productivity
# Date of CSV last update: 2026-03-04
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
fao_area_code,iso,variable,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
57,blr,Labor_Q_ThousPPL,1678.8164,1650.0412,1618.4061,1583.4271,1544.8402,1535.0088,1525.1773,1515.4462,1505.6148,1495.7833,1457.6614,1430.7754,1416.0283,1401.9834,1404.4914,1329.2508,1306.9796,1298.1513,1290.1257,1282.1,1259.4,1234.7,1221.9,1203,1182.2,1147.9,1110.6,1074.5,1041.8,985.4,936.6,977,945.2,891.6,843.5,764.309,807.899,814.454,809.779,799.387,784.695,770.945,751.628,729.953,706.423,684.075,661.882,641.391,627.4,601.084,578.977,556.552,533.628,510.522,491.177,468.301,514.517,546.843,533.201,518.894,514.647,475.339,464.3
58,ecu,Capital_Q_Mil2015USD,1172.8212,1244.3957,1315.2039,1346.6386,1470.4267,1637.5041,1699.5084,1791.6552,1864.3117,1937.0675,2000.6474,2099.0476,2234.1585,2423.9623,2494.0083,2551.8399,2686.2177,2762.4836,2893.1868,3044.5573,3243.7043,3377.2846,3418.4477,3591.7664,3619.5444,3673.3419,3780.366,3905.4549,4049.5874,4172.5181,4266.5182,4352.4412,4392.1469,6041.8375,6075.7957,6174.0032,6303.1036,6322.3027,6286.4557,6225.8022,6125.6259,6032.2582,5962.6014,5886.6045,5819.0079,5761.9768,5731.5992,5722.6326,5704.4668,5685.3663,5745.304,5767.589,5780.527,5833.5637,5919.4246,5965.8258,5991.9306,6028.5795,6073.3886,6118.1398,6134.1772,6160.932,6188.1963
58,ecu,Labor_Q_ThousPPL,800.2442,810.0142,818.8959,828.6658,838.4357,848.2056,857.0873,866.8572,875.739,885.5089,889.0616,892.6143,896.167,898.8315,900.6078,901.496,902.3842,902.3842,901.496,898.8315,917.4831,936.1348,953.8982,971.6617,988.537,1005.4123,1022.2876,1037.3865,1052.4855,1066.6963,1075.578,1119.968,1129.921,1184.993,1224.764,1260.715,1277.418,1361.191,1372.055,1390.795,1496.404,1507.509,1619.385,1762.439,1811.589,1831.255,1779.699,1767.899,1763.511,1735.178,1761.949,1829.622,1777.674,1725.625,1912.957,2052.546,2191.667,2294.404,2401.153,2311.533,2620.165,2617.563,2517.001
59,egy,Capital_Q_Mil2015USD,2513.538,2480.8887,2442.5436,2495.0376,2549.4302,2602.3675,2651.9329,2937.1638,3034.8591,3088.5924,3125.8855,3201.3639,3285.6949,3340.2179,3383.9203,3416.4374,3447.116,3686.0276,3792.7684,3843.1097,3981.3558,4185.7913,4326.6336,4527.7574,4660.6083,4704.6377,4867.4178,5120.8897,5246.1042,5519.0651,5997.7396,6242.0718,6991.0298,7038.0032,7448.506,9473.1592,11876.5333,14204.2981,16727.2059,19591.5528,22078.1233,24535.1605,26452.3901,26706.9465,26642.9448,27211.383,27715.0551,28073.7189,28825.5038,29481.5686,30029.9326,31337.1922,32533.9455,33463.05,34516.9737,35794.8256,37164.6031,38769.997,40520.0698,42469.1445,44484.0446,46707.6279,49190.5379
59,egy,Labor_Q_ThousPPL,4836.1695,4879.1576,4934.2362,5039.0199,5208.5545,5191.6279,5228.9739,5326.369,5438.4069,5519.9501,5992.7717,6210.4638,5947.0148,5680.7926,5992.7717,5813.2104,5633.6491,5385.4524,5488.0589,5665.5403,5446.4617,5375.7464,5433.9825,5305.0312,5279.5519,5254.1951,5228.96,5203.8462,5178.853,5599,4333,5535,5189,5361,5216,5369.2973,4951,4823,4807,5097,5010,4913,5412,5958,5972,6371,6886,7116,6876,6728,6810,6378,6703,6694,6397,6478,6516.158,5634.858,5512.399,5324.851,5232.183,5282.458,5283.591
60,slv,Capital_Q_Mil2015USD,2379.7059,2424.9158,2475.2449,2518.328,2565.8613,2619.6293,2862.869,2936.2364,3019.6958,3098.6034,3042.1364,3135.7012,3045.6182,3118.7271,3129.0449,3288.1063,3547.1441,3687.2728,3806.5333,3609.2295,3473.6371,3306.2977,3261.153,3271.8559,3365.6555,3467.3111,3529.9705,3581.4585,3605.8041,3675.3356,3715.9221,3750.9983,3697.3263,3741.0882,3565.1839,3590.3846,3636.9178,3657.2433,3641.3202,3614.8058,3583.1224,3530.013,3475.9023,3428.8358,3411.6318,3399.7145,3413.7269,3426.4324,3422.9277,3415.2821,3428.2155,3418.2356,3388.5561,3364.3579,3351.548,3343.7717,3332.7054,3313.6675,3310.5846,3307.0372,3302.5857,3293.4188,3281.3888
60,slv,Labor_Q_ThousPPL,369.6822,378.8363,387.9903,397.8485,409.115,421.0857,434.4646,447.8436,461.2226,473.8974,479.5307,483.7556,487.2764,490.093,492.9097,494.318,495.7263,496.4304,494.318,490.7972,491.5013,490.7972,488.6847,487.2764,486.5722,487.2764,488.6847,491.5013,495.0221,499.9512,503.472,511.167,514.386,540.553,534.822,518.707,514.806,532.326,471.2,462.706,467.106,426.245,403.543,416.574,439.254,422.381,411.059,430.621,476.569,488.339,515.151,515.114,491.397,466.09,450.653,472.373,472.217,427.431,426.645,391.103,389.79,407.655,408.48
61,gnq,Capital_Q_Mil2015USD,4.4972,4.5512,4.4058,4.5558,5.0108,5.2457,5.4202,5.4274,5.6317,5.782,5.9314,6.1134,6.2479,6.5973,6.9062,6.7783,6.9166,6.9975,7.0648,7.1306,7.3323,7.433,7.5335,7.7277,7.7745,7.888,7.9798,8.1,8.2267,8.3732,8.4797,8.6059,8.7321,8.7984000000000009,8.8912,10.3447,12.8905,14.9416,18.672,29.0193,45.166,56.8344,74.5795,99.2402,120.7051,137.3599,154.9067,174.0751,187.8463,199.5507,214.9097,231.6784,247.6496,262.4979,275.2035,286.4643,298.111,308.0598,316.9018,325.5667,334.5397,341.2747,345.4847
61,gnq,Labor_Q_ThousPPL,99.6357,100.5938,100.5938,101.5518,102.5098,104.4259,106.342,108.258,108.258,107.3,102.5098,96.7616,90.0554,84.3071,78.5589,74.7268,71.8527,69.9366,69.9366,71.8527,75.6848,81.433,88.1393,93.8875,98.6777,101.5518,103.4679,104.4259,104.4259,105.3839,107.3,110.35,113.85,117.22,120.792,123.634,125.432,129.03,132.472,138.054,143.505,150.545,158.139,164.388,170.675,177.92,184.078,190.342,200.528,213.725,223.659,232.965,246.717,258.987,273.635,288.492,302.53,312.034,324.397,314.899,325.713,347.916,357.9
63,est,Capital_Q_Mil2015USD,441.8329,479.6887,505.5211,460.0413,485.6273,529.1217,546.7104,546.3082,547.3623,563.0141,604.1843,629.5898,634.729,656.89,678.5604,665.164,679.2584,708.9015,727.2257,738.4983,743.2791,736.6471,756.1633,771.5068,769.6089,759.0572,764.2225,737.8762,745.4814,734.2678,729.0521,914.4431,794.8028,680.2776,655.8318,659.504,665.2971,673.1724,680.6931,692.6155,837.0041,964.9235,1033.689,1179.5547,1370.1932,1526.0929,1667.7373,1888.9158,1894.8038,1944.0102,2062.5777,2146.252,2407.2071,2553.7181,2648.2297,2676.345,2829.2498,3020.0544,3045.3859,3130.5786,3291.315,3449.1821,3872.0521
63,est,Labor_Q_ThousPPL,140.2962,137.8915,135.2478,132.3247,129.1,129.9,130.7,131.4,132.2,133,114,110.5,109.7,108.6,130,103.8,103.5,113.3,123.1,133,134.6,136.2,137.8,139.4,141,143,143,119.3,132.9,127.7,132.2,117.5,96.2,82.8,70.44,68.12,67.61,67.17,65.65,64.62,36.938,38.816,37.177,30.581,31.945,32.981,31.383,25.549,24.041,23.917,26.597,27.608,26.454,24.077,25.464,24.84,23.486,22.532,22.119,19.937,17.561,17.727,18.16
66,fji,Capital_Q_Mil2015USD,110.4682,110.8223,112.1239,114.069,117.5215,119.4614,133.295,141.0061,147.8425,150.4203,156.5034,162.0853,169.4374,177.6603,184.019,189.592,196.4112,195.691,210.748,221.2324,233.7638,241.0595,250.5091,257.8651,265.1173,273.1342,279.1787,283.1893,286.7436,291.797,299.8183,308.3336,329.2276,348.5456,364.093,368.7754,367.7899,366.2383,370.9786,372.8068,370.3035,371.0286,371.6109,372.4158,373.0985,373.4625,374.511,370.9391,367.9012,363.8675,360.1819,357.79880000000003,356.4762,354.4622,352.8764,359.1299,367.8006,375.8958,383.0612,387.6059,391.5882,397.026,402.216
66,fji,Labor_Q_ThousPPL,26.9681,27.3706,28.1756,28.9806,29.3831,29.7856,30.5907,30.9932,31.3957,31.7982,32.6032,33.0057,33.8107,34.2132,35.0183,35.8233,36.2258,37.0308,37.8358,38.6408,39.8484,41.0559,42.2634,43.4709,44.276,44.6785,45.081,45.4835,45.886,46.2885,45.886,45.415,45.29,45.297,45.164,45.65,48.931,51.975,57.519,62.511,67.583,72.945,78.988,82.278,92.082,96.194,101.386,105.302,109.186,112.893,116.268,115.375,113.708,110.547,109.722,109.343,107.112,105.291,104.465,104.523,104.634,104.251,103.475
67,fin,Capital_Q_Mil2015USD,11343.623,12431.885,14694.3892,15548.4272,15969.1878,16452.7846,17179.7853,17915.7019,18590.3165,18886.6953,19388.0562,19822.1182,20557.765,20985.5778,21148.4887,22293.5352,22653.6433,23065.2845,23273.1238,24031.3915,24525.5727,25140.6654,25579.8481,25007.9927,24666.4248,24286.7331,23778.3485,23287.4115,22692.5612,22615.5503,22367.7189,21629.8815,21313.0372,21023.3824,20762.2445,20084.7986,20287.9668,20065.5826,20154.4646,20266.1417,20249.7341,20904.3301,21355.6025,21391.1545,21398.8497,21815.055,22626.0664,22224.2957,22850.0956,22810.3281,22678.5398,22691.5362,22730.9166,22446.6212,22050.4657,21742.4803,21438.3741,21821.6977,21653.5045,21522.1373,21221.4247,20839.2282,20290.1282
67,fin,Labor_Q_ThousPPL,606.5266,595.418,584.3095,570.9792,557.649,543.2079,527.6559,512.1039,496.552,481,448,399,432,424,391,367,336,316,309,314,305,312,302,294,280,266,251,238,233,222,210,198,183,178,156.257,161.035,164.31,154.622,148.399,146.613,139.843,132.698,126.151,118.993,118.966,118.428,114.6,110.691,112.157,111.419,107.106,102.789,100.259,101.478,105.159,95.3,92.356,87.909,93.992,93.803,101.269,102.432,95.003
68,fra,Capital_Q_Mil2015USD,80281.76,86328.0959,91511.6147,98412.8435,102321.1713,106647.5843,111672.9538,118054.223,120288.7771,122183.7582,126167.0282,128477.607,130359.3891,132825.8802,135034.2999,135663.2892,137178.6771,138251.0368,139257.0094,142612.5843,143521.3844,144175.8697,144411.2533,144191.7026,143266.105,143437.1337,142049.3608,140073.5667,138394.9509,136087.6304,133783.4765,131425.4392,129237.0497,127171.8982,125152.6247,123073.9416,124880.0255,127276.6825,130425.7058,133099.7316,134252.9951,133555.1288,133976.027,134457.2264,134019.8897,131630.7667,132535.0848,132689.0234,132535.6133,131592.3033,131625.1253,132815.5055,133260.8798,131556.1771,130434.0166,126001.425,124470.2896,124874.5005,123261.3754,121301.2823,121812.494,125348.3281,127890.0481
68,fra,Labor_Q_ThousPPL,4170.2836,4018.3927,3871.4415,3728.6297,3588.9225,3455.6167,3327.4778,3173.5044,2998.8635,2842.8234,2699.8366,2553.2435,2345.4,2242.3,2155.9,2081.8,2012.7,1954.5,1880.3,1821.3,1753.7,1691.1,1634.254,1580.3279,1525.3654,1476.2187,1420.4105,1366.8286,1311.9824,1250.9683,1194.9807,1145.1497,1189.031,1118.765,1070.688,1061.766,1017.841,980.924,954.652,957.545,963.504,986.608,1038.795,949.177,884.127,914.385,867,710.613,752.489,745.533,750.299,753.196,786.43,742.849,716.329,753.588,689.917,664.975,672.388,625.652,682.246,724.891,710.025
69,guf,Capital_Q_Mil2015USD,4.6931,4.7761,4.9916,4.7016,4.8588,4.5872,4.656,4.9117,5.2421,6.4098,6.1707,6.6807,6.4608,6.1472,6.2141,6.2593,8.5361,9.869,11.0538,13.7063,16.3031,18.9024,22.5025,26.7391,28.6467,32.0598,33.1431,33.704,41.1007,40.7886,40.1285,38.3061,33.768,33.2614,33.5492,37.2756,35.4291,35.5971,33.8797,32.9658,37.2347,32.0885,32.4107,33.071,31.3111,31.5402,30.4502,29.7448,29.8954,31.6528,41.0177,42.4896,44.9069,48.3027,49.4528,50.4591,52.2519,51.484,50.9617,50.6553,50.6134,50.6361,50.7311
69,guf,Labor_Q_ThousPPL,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
72,dji,Capital_Q_Mil2015USD,1.3338,1.3642,1.4625,1.4926,1.5297,1.5413,1.5877,1.6769,1.7559,1.8259,1.8844,1.9243,1.9432,2.0378,2.1884,2.2418,2.6121,2.7667,2.7807,2.9706,2.95,2.9793,3.2424,3.4215,3.6328,3.783,4.1046,4.3685,4.5857,4.8001,4.8169,4.8371,4.9538,5.1225,5.4974,5.4522,5.4642,5.47,5.3876,5.3521,5.5212,5.7973,6.2243,6.5455,7.2529,8.3976,9.8303,11.1724,12.1313,12.4394,12.9878,13.3456,14.3087,15.3756,16.6181,18.3653,20.3796,21.94,23.459,24.9358,26.2058,27.7872,29.6472
72,dji,Labor_Q_ThousPPL,0.4558,0.4892,0.5114,0.5448,0.5893,0.6226,0.656,0.7004,0.7449,0.7894,0.8339,0.8783,0.9339,0.9895,1.0785,1.1674,1.2786,1.4009,1.5121,1.5899,1.6566,1.7011,1.7344,1.7789,1.8567,1.979,2.1347,2.2903,2.4349,2.5572,2.635,2.575,2.501,2.517,2.522,2.576,2.636,2.717,2.751,2.776,2.797,2.792,2.765,2.724,2.693,2.656,2.631,2.593,2.563,2.538,2.49,2.45,2.41,2.367,2.323,2.276,2.239,2.198,2.161,2.129,2.161,2.206,2.208
73,geo,Capital_Q_Mil2015USD,1274.8999,1385.3015,1481.3829,1507.0602,1566.6075,1648.8258,1813.2873,1848.6947,1919.8009,1984.2196,2048.2212,2096.3448,2125.7901,2172.6301,2219.2585,2234.1978,2266.9545,2319.7169,2362.7593,2399.1664,2461.1331,2486.0022,2495.8682,2581.5008,2720.6754,2668.8456,2679.9822,2637.313,2553.9523,2418.3709,2236.4086,1825.1243,1634.0629,1575.4313,1520.6648,1580.4382,1642.5612,1707.1261,1774.2289,1843.9693,1764.1582,1685.8603,1642.5612,1595.2419,1555.8001,1494.1006,1433.856,1362.3515,1285.1789,1222.4223,1176.8917,1137.7544,1105.0468,1083.9597,1064.1877,1046.3228,1026.9802,1016.1877,1005.0284,989.3687,967.0156,955.152,942.362
73,geo,Labor_Q_ThousPPL,742.7509,730.0201,716.0239,700.5483,683.4765,687.4038,691.3311,695.3811,699.3085,703.2358,711.8268,694.7675,717.9632,735.268,763.3729,744.7181,748.0318,749.0136,750.1182,751.1,747.5,739.4,731.2,723.5,728.2,731.5,717.3,686,655.5,695,666.1,639.8,553.4,539,530.1,800,800,837.7,903.2,957.5,989.9,989,995.6,962.4,947.8,966.4,910.5,852.7275,794.955,781.871,796.449,779.004,774.275,778.018,760.502,749.978,735.921,659.037,644.588,693.48,798.493,756.756,777.404
74,gab,Capital_Q_Mil2015USD,118.9718,135.7554,149.6957,159.0458,170.9241,179.7812,184.7576,191.4796,184.053,184.8335,194.7694,206.8363,214.5379,224.1358,235.7829,277.0885,304.4074,337.4585,336.8562,333.3571,330.7064,327.9576,328.4228,356.9156,391.8957,440.6496,460.7039,482.1918,510.3314,539.9681,574.9748,605.6952,625.6758,617.6907,590.7862,603.3954,621.6816,637.9146,641.9517,638.1113,634.3034,634.9791,635.116,632.008,627.1069,621.9635,620.4494,616.9285,617.7112,620.286,627.9225,640.723,654.2279,670.2022,691.2949,723.9895,752.096,830.3455,930.5011,1029.6153,1129.2467,1238.6845,1368.0145
74,gab,Labor_Q_ThousPPL,111.6045,111.1356,110.1978,109.7288,109.2599,108.791,107.8531,107.8531,107.8531,107.8531,106.9153,106.4463,105.9774,105.9774,105.5085,105.5085,105.0396,104.5706,104.1017,103.6328,103.6328,103.6328,103.1639,103.1639,103.1639,102.6949,102.6949,102.226,102.226,101.7571,102.226,104.652,106.215,107.624,109.286,110.845,112.048,113.646,117.822,120.704,123.033,126.762,129.713,133.029,136.282,139.905,141.592,145.87,149.879,151.481,155.264,159.337,162.537,165.677,168.345,170.772,173.182,174.94,175.85,167.14,172.362,184.691,187.859
75,gmb,Capital_Q_Mil2015USD,30.7389,33.101,35.9966,37.4959,39.2239,40.8759,42.4713,45.0956,47.4736,50.405,52.6281,54.6882,55.8681,57.2042,58.4819,59.433,60.2063,60.8237,61.5741,62.2391,63.1197,64.1286,64.4388,63.5795,65.8099,66.9926,68.9915,70.4173,72.137,70.3392,73.0819,73.4728,74.5569,74.7466,74.7132,76.4152,78.7157,80.3805,85.1727,90.6409,98.6764,113.1042,127.8406,135.0536,140.9543,142.8921,146.1401,151.74,159.7773,171.4506,174.4622,178.2448,181.2887,182.501,185.7335,191.8585,198.4108,206.2385,216.5318,234.4679,250.8623,268.6676,291.3476
75,gmb,Labor_Q_ThousPPL,52.6288,53.7918,54.9549,56.4087,57.5718,58.7349,59.8979,61.061,62.5148,63.9686,65.7132,67.7486,69.784,71.8193,73.8547,75.8901,77.9254,79.9608,82.2869,84.6131,86.9392,89.2653,91.8822,94.4991,97.4068,100.3145,103.8037,107.2929,110.7821,114.2713,118.342,122.374,125.962,129.291,132.029,134.463,136.403,138.667,139.881,141.036,141.897,146.524,146.978,147.455,152.903,157.172,159.881,161.79,163.335,164.901,173.593,175.084,179.813,188.138,192.066,198.244,202.217,203.384,201.835,205.352,208.883,210.603,206.683
79,deu,Capital_Q_Mil2015USD,143869.9707,152821.99,159672.1099,166502.0554,174109.8089,181744.04,187502.5765,192332.3439,198022.3247,200438.0539,204363.0973,204802.7085,205855.8079,207733.872,208989.6964,208694.217,209878.2681,211466.5829,213331.3457,213651.499,214354.085,214872.7903,216179.297,217026.0112,217667.0755,217538.6432,215776.0913,212729.3764,209604.8553,206288.9,196469.5387,173958.6031,170727.2059,166120.7959,160646.1946,160018.8012,159621.4176,160198.4681,160893.2449,160059.2673,158683.6426,159217.9107,159040.4852,158344.3818,160574.6456,164126.8073,165578.8866,170019.8293,170307.4344,169414.6324,170545.3324,171504.0838,171649.8414,171589.9914,170641.0146,169656.4922,167780.2706,167563.6597,166694.3934,165875.7618,165074.8945,168576.7354,167455.8354
79,deu,Labor_Q_ThousPPL,4115.1451,3946.9159,3777.8779,3606.4136,3432.5228,3255.3968,3075.8445,2893.8658,2708.6519,2521.8205,2491.0863,2457.1169,2420.7212,2381.8991,2340.6506,2299.402,2255.7272,2212.0523,2165.951,2119.0409,2044.5534,1971.7783,1884.4481,1815.0977,1750.0281,1669.5474,1587.3543,1507.7297,1414.4063,1357.0424,1316.802,1267.607,1271.741,1170.992,1134.304,1045.678,1038.537,987.858,1033.476,958.039,955.53,902.171,871.072,835.186,845.409,934.523,870.271,628.166,632.602,611.026,666.563,615.742,576.031,573.865,563.319,539.923,532.38,531.866,503.366,460.779,501.048,537.843,521.803
80,bih,Capital_Q_Mil2015USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4063,362.0244,361.2928,324.4764,413.0869,516.2014,613.9117,678.1428,696.4095,717.4786,742.5416,763.0621,794.8222,835.5107,876.2175,930.0513,985.2192,1025.0725,1054.3877,1081.0849,1096.9012,1124.7828,1141.7824,1164.5802,1198.785,1219.9183,1249.3084,1276.7289,1307.127,1324.4161,1331.5957,1391.3357
80,bih,Labor_Q_ThousPPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.248,305.069,277.794,267.542,272.468,274.01,266.958,260.754,250.973,242.495,245.471,247.027,247.93,247.322,247.624,244.283,270.01,271.034,236.394,230.075,234.813,213.5,190.445,196.062,200.112,220.611,185.771,215.428,148.944,203.853,199.804,214.465
81,gha,Capital_Q_Mil2015USD,4352.0167,4796.0183,5155.1611,5998.5784,6335.9374,6466.5006,6865.5199,7234.1144,7640.7065,7756.0376,7767.1233,8192.8748,8133.5696,8827.8809,8373.0531,8128.0718,8041.0636,7993.2705,7989.114,8121.6671,8247.7532,8513.7332,8715.231,8978.6225,9269.9236,9217.2833,9668.1269,9695.4714,10105.2844,9886.1919,10244.0323,10014.9549,10141.8207,10194.9818,10295.1422,10177.3596,10006.0751,9859.7772,9578.4636,9700.2589,9763.4373,9647.2443,9718.0992,9916.4786,10120.3877,10394.9134,10964.7319,11680.4712,12113.9339,12324.318,12639.4767,13071.5126,13311.5852,13495.8338,13654.9766,14022.7585,14636.4981,15183.6414,15697.3185,16351.2328,17245.8832,18106.3819,19170.8019
81,gha,Labor_Q_ThousPPL,1576.3886,1598.5298,1620.9821,1643.7497,1666.837,1690.2487,1713.9891,1738.0631,1762.4751,1787.23,1863.9389,1943.9402,2027.3752,2114.3913,2205.1421,2287.0603,2372.0216,2460.1392,2551.5302,2646.3162,2788.4922,2953.6611,3131.8723,3310.967,3351.6657,3386.0847,3414.4784,3441.1266,3469.0542,3501.0968,3535.1023,3572.8316,3631.7573,3692.506,3752.2277,3810.0235,3866.7989,3924.2634,3983.1726,3984.2805,4216.046,4417.403,4620.923,4827.719,5018.96,5227.871,5055.4,4857.394,4636.568,4382.968,4619.241,4917.295,5203.448,4621.411,3999.771,4534.673,5094.237,4994.614,4886.985,4809.795,4792.331,4625.594,4688.553
84,grc,Capital_Q_Mil2015USD,2261.3216,2401.6549,2685.0784,3025.7225,3448.4616,3940.4188,4352.5197,4540.5528,4827.0404,5090.0428,5402.8734,5630.8928,6044.0831,6468.7647,6955.7612,7392.8046,7860.8071,8268.5511,8699.95,9059.0782,9604.8999,9907.9113,10308.9729,10737.7271,10927.0137,11348.2348,11805.8638,11979.4317,12182.8633,11872.4524,10515.0237,9325.0022,8306.977,11095.3698,13797.6897,13871.2576,14075.4738,14431.612,14808.3186,15093.3704,15385.0129,15607.5083,15899.8129,16299.8489,16597.8469,16815.9498,17437.4513,18408.9845,18722.1721,19605.6996,18684.4721,17872.2113,17561.9109,17158.5126,16943.3263,16933.0921,16828.8828,16719.6033,16635.0839,16724.5806,17012.2797,17835.5212,19122.1112
84,grc,Labor_Q_ThousPPL,1403.6352,1376.9839,1348.7174,1321.2585,1294.6072,1268.7635,1243.7274,1218.6913,1193.6553,1168.6192,1144.3907,1118.5471,1094.3186,1070.8978,1049.0922,1029.7094,1011.9419,994.1743,975.5992,952.9859,941.6793,927.9499,912.6052,896.4529,878.6853,860.9178,841.535,822.9599,803.5771,785.002,772.8878,762.3888,751.8898,741.3908,729.2765,717.1623,704.2405,690.511,692.555,678.024,637.361,611.748,608.241,496.259,496.936,493.606,479.318,485.326,500.025,516.325,471.869,451.123,457.935,458.961,447.566,434.272,434.433,410.201,394.818,367.949,446.017,461.421,480.92
89,gtm,Capital_Q_Mil2015USD,2863.3564,3031.9947,3202.7255,3360.0963,3515.3478,3570.9653,3629.2221,3867.6333,3986.47,4091.4953,4466.289,4712.692,4744.7218,4615.1022,4644.9705,4319.209,4613.962,4784.0632,4894.8652,5346.1566,5385.9614,5287.9501,5551.1531,5472.3586,5511.6482,5480.2913,5501.3628,5609.9712,5604.5515,5723.1207,5810.0666,6059.6421,6243.2302,6177.7159,6253.4331,6399.0672,6610.5636,6877.5764,7130.1542,7343.7118,7563.3023,7808.9339,7989.5595,8134.6056,8282.9098,8425.5831,8619.4519,8774.9576,8918.9515,9020.2514,9147.8979,9266.663,9408.2394,9559.0472,9700.4328,9822.0727,9966.3645,10106.355,10284.399,10469.3749,10643.6468,10789.4782,10937.7782
89,gtm,Labor_Q_ThousPPL,575.5347,588.0984,600.662,613.2256,626.3876,639.5495,653.3097,667.0698,680.83,695.1885,705.3591,714.9314,724.5037,734.076,742.4517,750.8275,758.605,765.7842,772.3652,779.5444,796.8942,814.244,832.7903,850.7384,869.2847,887.2328,905.7791,924.3255,942.2736,960.8199,972.187,1031.227,1090.228,1150.58,1217.16,1280.944,1351.759,1427.109,1515.742,1602.934,1652.919,1711.722,1468.037,1629.658,1596.74,1567.974,1619.571,1659.205,1685.46,1720.895,2025.992,1908.192,1734.361,1842.259,1912.53,1811.559,2022.764,2135.31,2019.918,1930.829,1940.958,1903.626,1928.5
90,gin,Capital_Q_Mil2015USD,367.1516,390.4561,411.0443,430.1864,448.2494,465.7802,455.9958,460.4255,448.9991,452.0445,453.1928,463.1753,488.579,510.2622,529.4935,537.0861,541.4627,545.8515,549.0133,552.4665,553.0834,553.0956,554.0395,552.9217,488.2571,370.2774,438.5409,496.063,536.1205,547.6125,586.2135,628.2043,673.3772,725.664,780.6366,846.403,908.0869,936.5053,984.8269,1009.8751,1062.1428,1119.7224,1110.2665,1119.6748,1131.3398,1140.6429,1179.7049,1231.9507,1308.6668,1372.6282,1424.587,1489.2927,1564.6605,1644.94,1730.1839,1832.2681,1988.6566,2193.5065,2434.8375,2707.0062,3017.5626,3278.1537,3603.0837
90,gin,Labor_Q_ThousPPL,1021.1061,1037.1865,1053.8854,1072.4397,1091.6125,1113.2593,1136.1429,1159.0266,1178.8179,1193.6613,1201.083,1204.1754,1205.4124,1210.9787,1223.3482,1243.1395,1270.3525,1302.5133,1334.6741,1366.2165,1389.7186,1411.9838,1434.249,1457.1327000000001,1482.4902,1509.7032,1538.7717,1570.314,1607.4227,1651.3346,1707.616,1756.496,1804.132,1852.865,1897.93,1942.884,1966.051,1984.591,2015.689,2038.613,2039.493,2048.34,2063.637,2075.696,2079.371,2093.411,2101.9,2119.945,2152.12,2165.523,2178.749,2195.412,2209.878,2224.155,2237.857,2235.805,2232.666,2237.022,2239.289,2268.258,2342.659,2398.359,2442.701
91,guy,Capital_Q_Mil2015USD,114.2745,124.5417,125.9602,137.6811,151.1467,155.5334,151.0267,153.3772,151.7642,148.9212,150.4937,153.7798,157.063,157.1219,160.0101,160.7933,159.5514,154.0518,134.9476,141.4363,140.148,133.7069,123.3479,113.4432,107.7762,108.2151,113.6305,118.8767,116.3922,118.0352,124.075,130.8375,131.9964,133.8437,135.5282,155.5477,176.3428,190.5311,206.5475,215.7038,230.5799,256.5621,289.8101,331.9304,370.6013,432.3178,478.4335,522.9264,566.4155,603.7814,632.0554,663.0502,684.6903,724.91010000000006,755.1434,777.4491,812.3936,833.9842,851.3299,861.9192,873.0944,894.9845,928.5645
91,guy,Labor_Q_ThousPPL,93.7258,95.2375,96.7492,96.7492,98.2609,98.2609,98.2609,98.2609,96.7492,96.7492,96.7492,98.2609,98.2609,98.2609,99.7727,99.7727,99.7727,101.2844,101.2844,101.2844,101.2844,99.7727,98.2609,96.7492,95.2375,93.7258,92.2141,90.7024,89.1907,87.679,87.679,85.607,85.028,81.399,78.576,74.584,70.754,69.07,64.38,61.08,56.866,53.452,53.037,52.918,55.079,59.127,56.994,56.399,55.381,53.859,51.43,49.787,47.933,47.985,47.994,47.219,46.702,42.11,38.93,29.493,31.242,30.512,28.902
