BLDGID5,REGION5,CENDIV5,SQFT5,YRCONC5,PBA5,ADJWT5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5,NGHTBTU5,NGWTBTU5,NGCKBTU5,NGMSBTU5,FKHTBTU5,FKWTBTU5,FKMSBTU5,DHHTBTU5,DHWTBTU5,DHMSBTU5
2875,4,9,120000,5,2,72.22,0,2300457,3751146,0,9744196,0,56878,1917141,1449719,5301586,5121361,0,0,              ,              ,              ,              ,              ,
2876,2,4,12500,4,12,550.95,0,25803,641,0,146489,0,3984,2206,10153,1168294,123548,123548,0,              ,              ,              ,              ,              ,
2877,2,3,1200000,9,2,1.15,9341738,12082923,13823272,0,22025523,796951,611051,23663029,7236004,0,5510604,0,0,0,0,8599,              ,              ,
2878,1,1,1500,3,2,1580.41,0,4400,1397,0,6279,0,94,3032,1043,25916,4748,0,0,53534,0,0,              ,              ,
2879,2,4,300000,3,14,9.62,0,1732702,146396,0,9436757,0,430251,580063,516327,              ,              ,              ,              ,              ,              ,              ,12373332,2489934,286734
2880,2,3,17500,6,2,444.28,256648,40956,15775,0,109557,0,1566,55182,13109,0,846147,0,0,              ,              ,              ,              ,              ,
2881,1,1,30000,4,5,149.54,448458,20828,0,0,109250,0,2270,17167,11426,              ,              ,              ,              ,176355,372996,0,              ,              ,
2882,3,6,8000,6,18,1750.75,1801,9854,987,13634,5064,0,331,147,1210,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2883,2,4,6000,2,3,2707.57,0,0,17689,0,50820,0,1679,7900,1722,467967,85008,0,13798,              ,              ,              ,              ,              ,
2884,1,2,8000,9,2,435.97,0,0,6032,26544,59873,0,959,44168,4337,115947,0,0,18749,              ,              ,              ,              ,              ,
2885,3,5,15000,6,3,1438.51,0,0,27107,95921,246522,0,13599,47014,18806,              ,              ,              ,              ,982757,0,0,              ,              ,
2886,1,1,7000,4,2,1311.15,0,31396,717,0,67939,0,1279,42879,11252,0,32825,0,0,3280296,0,0,              ,              ,
2887,3,6,17500,9,3,290.6,0,354005,209986,243195,812502,16904,21683,86158,34463,11135838,0,0,0,              ,              ,              ,              ,              ,
2888,3,7,8000,6,3,541.42,0,11856,4620,0,35452,0,1994,7568,1768,224169,85354,0,0,              ,              ,              ,              ,              ,
2889,4,9,50000,3,14,1.07,0,0,1851,0,387659,0,17757,8641,37490,1745757,286930,0,0,              ,              ,              ,              ,              ,
2890,1,2,350000,7,2,21.29,0,2203350,3154705,0,3034402,163624,138893,5009519,1628384,              ,              ,              ,              ,0,0,23993,5854725,2989275,0
2891,2,4,600000,9,2,10.71,0,0,3964427,0,4716511,0,188948,4777066,3356211,              ,              ,              ,              ,              ,              ,              ,9498679,6266321,0
2892,2,4,1500,6,5,2305.59,0,2260,2163,0,20493,0,290,1994,1519,222980,11632,0,0,              ,              ,              ,              ,              ,
2893,2,3,2500,5,14,412.43,0,74296,2928,0,184010,4183,11960,5760,19182,2172889,396696,70005,0,              ,              ,              ,              ,              ,
2894,3,5,250000,4,5,20.78,0,0,0,0,5780986,0,40192,280441,213669,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2895,2,3,6000,6,20,419.05,0,21638,19804,93851,259147,0,848,1093,6353,158260,0,0,0,              ,              ,              ,              ,              ,
2896,3,6,35000,7,16,7.69,52340,1263492,299584,0,879606,97534,118896,154728,418832,318546,1627828,348820,348820,0,0,15533,              ,              ,
2897,3,6,100000,4,3,365.84,48966,10152,13984,116849,105931,0,5417,4218,22612,998679,0,0,192903,              ,              ,              ,              ,              ,
2898,3,5,25001,7,17,485.48,482232,726955,67547,0,1446042,1172016,96941,58332,339391,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2899,3,7,2500,6,6,1262.19,0,141600,35157,104374,222994,0,394622,2711,25244,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2900,3,7,1500,4,18,545.26,0,5425,634,0,1520,0,102,45,374,23242,110013,0,0,              ,              ,              ,              ,              ,
2901,3,7,90000,6,5,225.04,0,241392,11883,161810,662478,0,7377,55352,35343,539505,0,0,0,              ,              ,              ,              ,              ,
2902,3,7,25000,4,14,412.43,0,317783,124562,0,445266,0,28863,12299,51685,596280,154047,27185,0,              ,              ,              ,              ,              ,
2903,1,2,90000,7,2,24.39,0,646186,336784,142277,899228,0,18230,713131,235233,1818036,0,0,780703,              ,              ,              ,              ,              ,
2904,2,3,3000,2,2,373.49,8052,0,2108,11710,16908,0,164,6419,1465,115897,0,0,16021,              ,              ,              ,              ,              ,
2905,4,8,4500,5,6,1379.42,0,227628,5119,0,212058,10926,388406,2669,24847,0,5968,0,0,              ,              ,              ,              ,              ,
2906,4,9,60000,9,3,1.02,0,193242,112518,0,591172,23199,35792,26230,157381,50559,13239,0,0,              ,              ,              ,              ,              ,
2907,1,2,160000,5,2,148.26,0,184548,182425,0,289515,0,3632,165407,62606,653441,123660,0,0,              ,              ,              ,              ,              ,
2908,3,7,30000,5,5,225.04,0,115079,6576,0,150878,0,2076,15733,144484,323212,48669,0,0,              ,              ,              ,              ,              ,
2909,2,3,8000,4,18,1327.4,0,167909,1382,0,48605,0,4402,3083,14976,427976,586001,0,0,              ,              ,              ,              ,              ,
2910,1,2,8000,1,12,421.1,0,30624,805,0,39505,0,2420,742,3377,              ,              ,              ,              ,346927,527236,0,              ,              ,
2911,3,7,4000,5,1,2257.27,0,0,10744,0,2107,0,2488,3311,19244,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2912,3,5,2500,7,3,2014.77,4132,35720,8671,15398,21999,0,1692,5960,2384,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2913,2,3,35000,6,8,21.21,0,881055,0,0,1082634,0,4836,111855,174440,2045765,1047512,0,0,              ,              ,              ,              ,              ,
2914,1,1,3500,3,2,467.82,0,3777,88,7888,7738,0,92,3237,951,              ,              ,              ,              ,272526,0,0,              ,              ,
2915,2,4,10001,4,5,444.28,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2916,1,2,7000,3,2,1299.89,0,12475,5675,0,9393,0,119,3849,1449,88831,7278,0,0,              ,              ,              ,              ,              ,
2917,1,2,5000,3,11,1445.54,0,0,0,0,43815,0,47149,702,535,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2918,3,6,4000,9,2,435.97,1272,41262,8169,17177,28575,0,565,19440,5281,118435,0,0,25934,              ,              ,              ,              ,              ,
2919,3,5,8000,3,15,1422.04,0,411853,79719,0,243127,0,113417,1719,13015,124412,194749,584281,18027,              ,              ,              ,              ,              ,
2920,2,3,1500,4,13,1525.12,0,4481,2939,2659,5228,0,730,512,2508,64450,0,0,6860,              ,              ,              ,              ,              ,
2921,3,7,1500,7,2,2306.03,0,26904,6193,0,9157,0,456,14487,3472,54925,0,0,12783,              ,              ,              ,              ,              ,
2922,3,5,60000,4,3,225.04,970230,39596,557693,1172438,2745841,0,76248,91660,348579,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2923,3,5,25000,8,2,217.98,46920,298794,55788,208733,457353,0,6181,232493,57845,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2924,1,2,900000,5,2,12.03,0,0,13737336,0,23162039,0,312577,11676056,4150850,0,0,419626,0,              ,              ,              ,24409797,7420439,8113764
2925,3,7,2500,6,2,1426.16,0,12786,2785,0,16846,0,275,9412,2409,79321,22447,0,0,              ,              ,              ,              ,              ,
2926,2,4,100000,6,17,21.21,0,2555842,26730,0,3967641,1601742,264972,178851,908249,              ,              ,              ,              ,0,0,0,11149529,2921740,518731
2927,3,5,70000,5,14,292.75,0,254330,0,0,428134,0,31168,13142,51858,2611951,454469,0,0,              ,              ,              ,              ,              ,
2928,3,7,6000,7,12,2015.22,0,23960,7183,0,15968,0,1462,364,1783,62930,13113,0,0,              ,              ,              ,              ,              ,
2929,3,5,160000,5,3,276.93,2391,32675,11987,96660,142672,0,6637,7059,28297,              ,              ,              ,              ,              ,              ,              ,              ,              ,
2930,4,8,1500,5,3,1865.07,0,0,4999,0,115712,0,2805,11941,4776,247809,822454,0,0,              ,              ,              ,              ,              ,
2931,4,9,5001,7,2,435.97,0,78923,17472,44662,82350,0,1467,55059,11003,48064,0,0,12647,              ,              ,              ,              ,              ,
2932,2,4,100000,1,3,609.07,0,0,0,0,54009,0,1730,1112,7415,882294,226453,0,0,              ,              ,              ,              ,              ,
2933,1,2,140000,7,20,149.54,379791,868194,215014,2896346,4937333,0,10139,16423,95461,              ,              ,              ,              ,              ,              ,              ,              ,              ,
