comm others,biomass,biomass generic,1990,OC,0.383453713,0.283757345,0.115215497,0.033690498,0.419079056,0.624148627,0.285598841,0.013236969,0.413206237,3.601883404,1.116269566,0.394465238,0.688528529,1.207729226,,OCbuildingbiomassbiomass
comm others,coal,coal generic,1990,OC,0.201518099,0.168781937,0.173397047,0.050858133,0.460601953,1.149954734,0.122001816,0,0.263899948,0.371795927,1.30101996,0.46626732,0.492000494,0.118591449,,OCbuildingcoalcoal
comm others,gas,gas generic,1990,OC,9.21349E-06,1.20542E-05,7.16375E-06,0,0,0.000216864,0,0,0,0,0,3.72374E-05,0,0,,OCbuildinggasgas
comm others,refined liquids,oil generic,1990,OC,0.000554733,0.000422458,0.000643891,0.007777753,0.0029086,0.009126319,0.002801441,0.004703411,0.002813291,0.002580243,0.002250146,0.001435435,0.002151602,0.00313232,,OCbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,OC,0,0,0,0,0,0,0.186855145,0,0.147482888,0.051227994,0.164048656,0,0,0.2098957,,OCbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,NMVOC,2.214723924,2.006580731,0.798533601,0.994805902,1.542234333,1.329599155,2.064642722,9.670055493,1.748786679,6.895076343,6.365766558,1.107105013,0.38520904,5.390897916,,NMVOCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,NMVOC,0.0679272,0.121586651,0.232912553,0.025674539,0.159333844,0.083474725,0.329936062,0.092872143,0.14083762,0.03407546,0.225087263,0.250376101,0.356555749,0.004646643,,NMVOCbuildingcoalcoal
resid heating,gas,gas boiler,1990,NMVOC,0.013008984,0.023285499,0.044605925,0.004917024,0.030514601,0.015986546,0.063187248,0.01778628,0.026972322,0.006525915,0.043107276,0.047950432,0.068285281,0.000889895,,NMVOCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,NMVOC,0.009414117,0.016850849,0.032279647,0.003558267,0.02208228,0.011568868,0.045726259,0.012871269,0.019518865,0.004722561,0.03119513,0.034699943,0.049415515,0.000643984,,NMVOCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,NMVOC,0,0,0,0,0,0,1.334976202,0,0.636454414,0.231266314,0.986331004,0,0,0.970351613,,NMVOCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,NMVOC,0.013008984,0.023285499,0.044605925,0.004917024,0.030514601,0.015986546,0.063187248,0.01778628,0.026972322,0.006525915,0.043107276,0.047950432,0.068285281,0.000889895,,NMVOCbuildinggasgas
resid others,biomass,biomass generic,1990,NMVOC,2.214723924,2.006580731,0.798533601,0.994805902,1.542234333,1.329599155,2.064642722,9.670055493,1.748786679,6.895076343,6.365766558,1.107105013,0.38520904,5.390897916,,NMVOCbuildingbiomassbiomass
resid others,coal,coal generic,1990,NMVOC,0.0679272,0.121586651,0.232912553,0.025674539,0.159333844,0.083474725,0.329936062,0.092872143,0.14083762,0.03407546,0.225087263,0.250376101,0.356555749,0.004646643,,NMVOCbuildingcoalcoal
resid others,gas,gas generic,1990,NMVOC,0.013008984,0.023285499,0.044605925,0.004917024,0.030514601,0.015986546,0.063187248,0.01778628,0.026972322,0.006525915,0.043107276,0.047950432,0.068285281,0.000889895,,NMVOCbuildinggasgas
resid others,refined liquids,oil generic,1990,NMVOC,0.009414117,0.016850849,0.032279647,0.003558267,0.02208228,0.011568868,0.045726259,0.012871269,0.019518865,0.004722561,0.03119513,0.034699943,0.049415515,0.000643984,,NMVOCbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,NMVOC,0,0,0,0,0,0,1.334976202,0,0.636454414,0.231266314,0.986331004,0,0,0.970351613,,NMVOCbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,NMVOC,2.214723924,2.006580731,0.798533601,0.994805902,1.542234333,1.329599155,2.064642722,9.670055493,1.748786679,6.895076343,6.365766558,1.107105013,0.38520904,5.390897916,,NMVOCbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,NMVOC,0.0679272,0.121586651,0.232912553,0.025674539,0.159333844,0.083474725,0.329936062,0.092872143,0.14083762,0.03407546,0.225087263,0.250376101,0.356555749,0.004646643,,NMVOCbuildingcoalcoal
comm heating,gas,gas boiler,1990,NMVOC,0.013008984,0.023285499,0.044605925,0.004917024,0.030514601,0.015986546,0.063187248,0.01778628,0.026972322,0.006525915,0.043107276,0.047950432,0.068285281,0.000889895,,NMVOCbuildinggasgas
comm heating,refined liquids,oil boiler,1990,NMVOC,0.009414117,0.016850849,0.032279647,0.003558267,0.02208228,0.011568868,0.045726259,0.012871269,0.019518865,0.004722561,0.03119513,0.034699943,0.049415515,0.000643984,,NMVOCbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,NMVOC,0,0,0,0,0,0,1.334976202,0,0.636454414,0.231266314,0.986331004,0,0,0.970351613,,NMVOCbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,NMVOC,0.013008984,0.023285499,0.044605925,0.004917024,0.030514601,0.015986546,0.063187248,0.01778628,0.026972322,0.006525915,0.043107276,0.047950432,0.068285281,0.000889895,,NMVOCbuildinggasgas
comm others,biomass,biomass generic,1990,NMVOC,2.214723924,2.006580731,0.798533601,0.994805902,1.542234333,1.329599155,2.064642722,9.670055493,1.748786679,6.895076343,6.365766558,1.107105013,0.38520904,5.390897916,,NMVOCbuildingbiomassbiomass
comm others,coal,coal generic,1990,NMVOC,0.0679272,0.121586651,0.232912553,0.025674539,0.159333844,0.083474725,0.329936062,0.092872143,0.14083762,0.03407546,0.225087263,0.250376101,0.356555749,0.004646643,,NMVOCbuildingcoalcoal
comm others,gas,gas generic,1990,NMVOC,0.013008984,0.023285499,0.044605925,0.004917024,0.030514601,0.015986546,0.063187248,0.01778628,0.026972322,0.006525915,0.043107276,0.047950432,0.068285281,0.000889895,,NMVOCbuildinggasgas
comm others,refined liquids,oil generic,1990,NMVOC,0.009414117,0.016850849,0.032279647,0.003558267,0.02208228,0.011568868,0.045726259,0.012871269,0.019518865,0.004722561,0.03119513,0.034699943,0.049415515,0.000643984,,NMVOCbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,NMVOC,0,0,0,0,0,0,1.334976202,0,0.636454414,0.231266314,0.986331004,0,0,0.970351613,,NMVOCbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,NH3,0.012599883,0.009700899,0.019916224,0.018445184,0.014366566,0.015948455,0.006123508,0.008193132,0.017959493,0.042436778,0.036358488,0.020525788,0.017272762,0.03293425,,NH3buildingbiomassbiomass
resid heating,gas,gas boiler,1990,NH3,0.000433395,0.00033368,0.000685054,0.000634455,0.000494163,0.000548575,0.020900843,0.000281817,0.001913406,0.002134388,0.004232241,0.000706021,0.000594127,0.005554658,,NH3buildinggasgas
resid heating,refined liquids,oil boiler,1990,NH3,0.000836352,0.000643924,0.001321994,0.00122435,0.000953621,0.001058623,0.040333765,0.000543842,0.003692428,0.004118872,0.00816724,0.001362456,0.001146527,0.010719198,,NH3buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,NH3,0,0,0,0,0,0,0.003959396,0,0.006536188,0.001423363,0.005633493,0,0,0.005928104,,NH3buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,NH3,0.000433395,0.00033368,0.000685054,0.000634455,0.000494163,0.000548575,0.020900843,0.000281817,0.001913406,0.002134388,0.004232241,0.000706021,0.000594127,0.005554658,,NH3buildinggasgas
resid others,biomass,biomass generic,1990,NH3,0.012599883,0.009700899,0.019916224,0.018445184,0.014366566,0.015948455,0.006123508,0.008193132,0.017959493,0.042436778,0.036358488,0.020525788,0.017272762,0.03293425,,NH3buildingbiomassbiomass
resid others,gas,gas generic,1990,NH3,0.000433395,0.00033368,0.000685054,0.000634455,0.000494163,0.000548575,0.020900843,0.000281817,0.001913406,0.002134388,0.004232241,0.000706021,0.000594127,0.005554658,,NH3buildinggasgas
resid others,refined liquids,oil generic,1990,NH3,0.000836352,0.000643924,0.001321994,0.00122435,0.000953621,0.001058623,0.040333765,0.000543842,0.003692428,0.004118872,0.00816724,0.001362456,0.001146527,0.010719198,,NH3buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,NH3,0,0,0,0,0,0,0.003959396,0,0.006536188,0.001423363,0.005633493,0,0,0.005928104,,NH3buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,NH3,0.012599883,0.009700899,0.019916224,0.018445184,0.014366566,0.015948455,0.006123508,0.008193132,0.017959493,0.042436778,0.036358488,0.020525788,0.017272762,0.03293425,,NH3buildingbiomassbiomass
comm heating,gas,gas boiler,1990,NH3,0.000433395,0.00033368,0.000685054,0.000634455,0.000494163,0.000548575,0.020900843,0.000281817,0.001913406,0.002134388,0.004232241,0.000706021,0.000594127,0.005554658,,NH3buildinggasgas
comm heating,refined liquids,oil boiler,1990,NH3,0.000836352,0.000643924,0.001321994,0.00122435,0.000953621,0.001058623,0.040333765,0.000543842,0.003692428,0.004118872,0.00816724,0.001362456,0.001146527,0.010719198,,NH3buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,NH3,0,0,0,0,0,0,0.003959396,0,0.006536188,0.001423363,0.005633493,0,0,0.005928104,,NH3buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,NH3,0.000433395,0.00033368,0.000685054,0.000634455,0.000494163,0.000548575,0.020900843,0.000281817,0.001913406,0.002134388,0.004232241,0.000706021,0.000594127,0.005554658,,NH3buildinggasgas
comm others,biomass,biomass generic,1990,NH3,0.012599883,0.009700899,0.019916224,0.018445184,0.014366566,0.015948455,0.006123508,0.008193132,0.017959493,0.042436778,0.036358488,0.020525788,0.017272762,0.03293425,,NH3buildingbiomassbiomass
comm others,gas,gas generic,1990,NH3,0.000433395,0.00033368,0.000685054,0.000634455,0.000494163,0.000548575,0.020900843,0.000281817,0.001913406,0.002134388,0.004232241,0.000706021,0.000594127,0.005554658,,NH3buildinggasgas
comm others,refined liquids,oil generic,1990,NH3,0.000836352,0.000643924,0.001321994,0.00122435,0.000953621,0.001058623,0.040333765,0.000543842,0.003692428,0.004118872,0.00816724,0.001362456,0.001146527,0.010719198,,NH3buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,NH3,0,0,0,0,0,0,0.003959396,0,0.006536188,0.001423363,0.005633493,0,0,0.005928104,,NH3buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13015_dist_heat,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Former Soviet Union,China,Eastern Europe,,,,,,,,,,,,,lookup
district heat,biomass,biomass,1990,CH4,0.291974401,0.135838209,0.121758101,,,,,,,,,,,,,CH4industrial energy usebiomassbiomass
district heat,coal,coal,1990,CH4,0.091825633,0.069855518,0.122948895,,,,,,,,,,,,,CH4industrial energy usecoalcoal
district heat,gas,gas,1990,CH4,0.004830018,0.003465826,0.006658648,,,,,,,,,,,,,CH4industrial energy usegasgas
district heat,refined liquids,refined liquids,1990,CH4,0.01170495,0.008512635,0.016032042,,,,,,,,,,,,,CH4industrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,N2O,0.010826303,0.00690071,0.00243407,,,,,,,,,,,,,N2Oindustrial energy usebiomassbiomass
district heat,coal,coal,1990,N2O,0.001702285,0.001059756,0.001466713,,,,,,,,,,,,,N2Oindustrial energy usecoalcoal
district heat,gas,gas,1990,N2O,7.26456E-05,5.82423E-05,7.34885E-05,,,,,,,,,,,,,N2Oindustrial energy usegasgas
district heat,refined liquids,refined liquids,1990,N2O,0.00091611,0.001194434,0.001311758,,,,,,,,,,,,,N2Oindustrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,NOx,0.296651616,0.237347809,0.226929469,,,,,,,,,,,,,NOxindustrial energy usebiomassbiomass
district heat,coal,coal,1990,NOx,0.179723991,0.114511396,0.294982865,,,,,,,,,,,,,NOxindustrial energy usecoalcoal
district heat,gas,gas,1990,NOx,0.044180894,0.054117898,0.076770186,,,,,,,,,,,,,NOxindustrial energy usegasgas
district heat,refined liquids,refined liquids,1990,NOx,0.12173748,0.21016475,0.262007362,,,,,,,,,,,,,NOxindustrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,CO,2.807381027,4.570951342,2.994406685,,,,,,,,,,,,,COindustrial energy usebiomassbiomass
district heat,coal,coal,1990,CO,0.807262157,2.234000649,2.794637256,,,,,,,,,,,,,COindustrial energy usecoalcoal
district heat,gas,gas,1990,CO,0.045748358,0.31133344,0.157328316,,,,,,,,,,,,,COindustrial energy usegasgas
district heat,refined liquids,refined liquids,1990,CO,0.074557217,0.904277373,0.25415323,,,,,,,,,,,,,COindustrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,BC,0.083141017,0.03815075,0.017118473,,,,,,,,,,,,,BCindustrial energy usebiomassbiomass
district heat,coal,coal,1990,BC,0.104531806,0.078883891,0.0699422,,,,,,,,,,,,,BCindustrial energy usecoalcoal
district heat,gas,gas,1990,BC,2.8608E-07,0,0,,,,,,,,,,,,,BCindustrial energy usegasgas
district heat,refined liquids,refined liquids,1990,BC,0.015783963,0.028018073,0.026896691,,,,,,,,,,,,,BCindustrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,OC,0.369109656,0.198375007,0.214147454,,,,,,,,,,,,,OCindustrial energy usebiomassbiomass
district heat,coal,coal,1990,OC,0.575971278,0.095379574,0.238244382,,,,,,,,,,,,,OCindustrial energy usecoalcoal
district heat,gas,gas,1990,OC,0.000114895,0,3.37468E-05,,,,,,,,,,,,,OCindustrial energy usegasgas
district heat,refined liquids,refined liquids,1990,OC,0.015162186,0.017333977,0.009185942,,,,,,,,,,,,,OCindustrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,NMVOC,0.689855918,1.210954596,0.64324588,,,,,,,,,,,,,NMVOCindustrial energy usebiomassbiomass
district heat,coal,coal,1990,NMVOC,0.052921735,0.180594356,0.133212322,,,,,,,,,,,,,NMVOCindustrial energy usecoalcoal
district heat,gas,gas,1990,NMVOC,0.031165533,0.063968911,0.040600245,,,,,,,,,,,,,NMVOCindustrial energy usegasgas
district heat,refined liquids,refined liquids,1990,NMVOC,0.112294696,0.171674696,0.093766176,,,,,,,,,,,,,NMVOCindustrial energy userefined liquidsrefined liquids
district heat,biomass,biomass,1990,NH3,0.015948455,0.006123508,0.020525788,,,,,,,,,,,,,NH3industrial energy usebiomassbiomass
district heat,coal,coal,1990,NH3,4.37564E-05,0.00013052,9.51157E-05,,,,,,,,,,,,,NH3industrial energy usecoalcoal
district heat,gas,gas,1990,NH3,0.000433645,0.010925765,0.000699413,,,,,,,,,,,,,NH3industrial energy usegasgas
district heat,refined liquids,refined liquids,1990,NH3,0.000657746,0.020549988,0.000960413,,,,,,,,,,,,,NH3industrial energy userefined liquidsrefined liquids
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130151,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Eastern Europe,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_1,0.05562147,0.006676059,0.003198274,0.018849866,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_1,1.890963608,0.676211376,0.844478742,1.436425576,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_1,0.002126692,0.000760508,0.000949752,0.001559819,,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_1,0.264025351,0.094415855,0.117910147,0.193648955,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_1,0,0,0,0,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_1,0.002126692,0.000760508,0.000949752,0.001559819,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_1,0.05562147,0.006676059,0.003198274,0.018849866,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_1,1.890963608,0.676211376,0.844478742,1.436425576,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_1,0.002126692,0.000760508,0.000949752,0.001559819,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_1,0.264025351,0.094415855,0.117910147,0.193648955,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_1,0,0,0,0,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_1,0.05562147,0.006676059,0.003198274,0.018849866,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_1,1.890963608,0.676211376,0.844478742,1.436425576,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_1,0.002126692,0.000760508,0.000949752,0.001559819,,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_1,0.264025351,0.094415855,0.117910147,0.193648955,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_1,0,0,0,0,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_1,0.002126692,0.000760508,0.000949752,0.001559819,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_1,0.05562147,0.006676059,0.003198274,0.018849866,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_1,1.890963608,0.676211376,0.844478742,1.436425576,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_1,0.002126692,0.000760508,0.000949752,0.001559819,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_1,0.264025351,0.094415855,0.117910147,0.193648955,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_1,0,0,0,0,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130152,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Japan,China,Southeast Asia,Korea,India,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_2,0.05487652,0.074193746,0.17632595,0.030468211,0.51044779,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_2,1.113607367,0.890473569,2.170015916,3.04410853,0.079930134,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_2,0.00125243,0.000844327,0.002159233,0.003423589,7.87122E-05,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_2,0.155487168,0.104821814,0.282623879,0.425032941,0.010120853,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_2,0,0.04687416,0.025667713,0,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_2,0.00125243,0.000844327,0.002159233,0.003423589,7.87122E-05,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_2,0.05487652,0.074193746,0.17632595,0.030468211,0.51044779,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_2,1.113607367,0.890473569,2.170015916,3.04410853,0.079930134,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_2,0.00125243,0.000844327,0.002159233,0.003423589,7.87122E-05,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_2,0.155487168,0.104821814,0.282623879,0.425032941,0.010120853,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_2,0,0.04687416,0.025667713,0,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_2,0.05487652,0.074193746,0.17632595,0.030468211,0.51044779,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_2,1.113607367,0.890473569,2.170015916,3.04410853,0.079930134,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_2,0.00125243,0.000844327,0.002159233,0.003423589,7.87122E-05,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_2,0.155487168,0.104821814,0.282623879,0.425032941,0.010120853,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_2,0,0.04687416,0.025667713,0,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_2,0.00125243,0.000844327,0.002159233,0.003423589,7.87122E-05,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_2,0.05487652,0.074193746,0.17632595,0.030468211,0.51044779,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_2,1.113607367,0.890473569,2.170015916,3.04410853,0.079930134,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_2,0.00125243,0.000844327,0.002159233,0.003423589,7.87122E-05,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_2,0.155487168,0.104821814,0.282623879,0.425032941,0.010120853,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_2,0,0.04687416,0.025667713,0,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130153,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Australia_NZ,Middle East,Africa,Latin America,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_3,0.013040378,0.59891214,0.123826292,0.410501041,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_3,1.63874722,2.385883681,0.75436659,2.988077501,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_3,0.001843034,0.002444579,0.000744733,0.00310196,,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_3,0.228809697,0.337433817,0.096165804,0.439123048,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_3,0,0,0.042992972,0.011933495,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_3,0.001843034,0.002444579,0.000744733,0.00310196,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_3,0.013040378,0.59891214,0.123826292,0.410501041,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_3,1.63874722,2.385883681,0.75436659,2.988077501,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_3,0.001843034,0.002444579,0.000744733,0.00310196,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_3,0.228809697,0.337433817,0.096165804,0.439123048,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_3,0,0,0.042992972,0.011933495,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_3,0.013040378,0.59891214,0.123826292,0.410501041,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_3,1.63874722,2.385883681,0.75436659,2.988077501,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_3,0.001843034,0.002444579,0.000744733,0.00310196,,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_3,0.228809697,0.337433817,0.096165804,0.439123048,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_3,0,0,0.042992972,0.011933495,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_3,0.001843034,0.002444579,0.000744733,0.00310196,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_3,0.013040378,0.59891214,0.123826292,0.410501041,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_3,1.63874722,2.385883681,0.75436659,2.988077501,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_3,0.001843034,0.002444579,0.000744733,0.00310196,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_3,0.228809697,0.337433817,0.096165804,0.439123048,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_3,0,0,0.042992972,0.011933495,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130154,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Former Soviet Union,,,,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_4,0.037793945,,,,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_4,0.875209586,,,,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_4,0.000873951,,,,,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_4,0.108499576,,,,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_4,0,,,,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_4,0.000873951,,,,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_4,0.037793945,,,,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_4,0.875209586,,,,,,,,,,,,,,SO2,SO2buildingcoalcoal
