# Appendix VI of Mekonnen and Hoekstra Water Footprint of Nations report,,,,
country,iso,MH2011_crop,water_type,coefficient
Azerbaijan,aze,Tobacco,Green,1049
Azerbaijan,aze,Tobacco,Blue,18
Azerbaijan,aze,Tobacco,Gray,136
Azerbaijan,aze,Rubber,Green,12964
Azerbaijan,aze,Rubber,Blue,361
Azerbaijan,aze,Rubber,Gray,422
Azerbaijan,aze,Bovine Meat,Green,20971
Azerbaijan,aze,Bovine Meat,Blue,402
Azerbaijan,aze,Bovine Meat,Gray,217
Azerbaijan,aze,Mutton and Goat Meat,Green,6525
Azerbaijan,aze,Mutton and Goat Meat,Blue,335
Azerbaijan,aze,Mutton and Goat Meat,Gray,3
Azerbaijan,aze,Pigmeat,Green,3437
Azerbaijan,aze,Pigmeat,Blue,1923
Azerbaijan,aze,Pigmeat,Gray,279
Azerbaijan,aze,Poultry Meat,Green,4113
Azerbaijan,aze,Poultry Meat,Blue,1651
Azerbaijan,aze,Poultry Meat,Gray,182
Azerbaijan,aze,Meat other,Green,3662
Azerbaijan,aze,Meat other,Blue,637
Azerbaijan,aze,Meat other,Gray,322
Azerbaijan,aze,Raw Animal Fats,Green,4837
Azerbaijan,aze,Raw Animal Fats,Blue,771
Azerbaijan,aze,Raw Animal Fats,Gray,95
Azerbaijan,aze,Butter and Ghee,Green,4837
Azerbaijan,aze,Butter and Ghee,Blue,771
Azerbaijan,aze,Butter and Ghee,Gray,95
Azerbaijan,aze,Cream,Green,1374
Azerbaijan,aze,Cream,Blue,219
Azerbaijan,aze,Cream,Gray,27
Azerbaijan,aze,Hides and Skins,Green,8101
Azerbaijan,aze,Hides and Skins,Blue,191
Azerbaijan,aze,Hides and Skins,Gray,70
Azerbaijan,aze,Offals,Green,9591
Azerbaijan,aze,Offals,Blue,214
Azerbaijan,aze,Offals,Gray,84
Azerbaijan,aze,Milk excl Butter,Green,899
Azerbaijan,aze,Milk excl Butter,Blue,142
Azerbaijan,aze,Milk excl Butter,Gray,18
Azerbaijan,aze,Eggs,Green,2699
Azerbaijan,aze,Eggs,Blue,986
Azerbaijan,aze,Eggs,Gray,155
Bahamas,bhs,Wheat,Green,1681
Bahamas,bhs,Wheat,Blue,60
Bahamas,bhs,Wheat,Gray,214
Bahamas,bhs,Rice,Green,665
Bahamas,bhs,Rice,Blue,1332
Bahamas,bhs,Rice,Gray,292
Bahamas,bhs,Barley,Green,655
Bahamas,bhs,Barley,Blue,117
Bahamas,bhs,Barley,Gray,133
Bahamas,bhs,Maize,Green,556
Bahamas,bhs,Maize,Blue,64
Bahamas,bhs,Maize,Gray,176
Bahamas,bhs,Rye,Green,2878
Bahamas,bhs,Rye,Blue,240
Bahamas,bhs,Rye,Gray,275
Bahamas,bhs,Oats,Green,1279
Bahamas,bhs,Oats,Blue,575
Bahamas,bhs,Oats,Gray,209
Bahamas,bhs,Millet,Green,2032
Bahamas,bhs,Millet,Blue,41
Bahamas,bhs,Millet,Gray,210
Bahamas,bhs,Sorghum,Green,2857
Bahamas,bhs,Sorghum,Blue,103
Bahamas,bhs,Sorghum,Gray,87
Bahamas,bhs,Cereals other,Green,3292
Bahamas,bhs,Cereals other,Blue,106
Bahamas,bhs,Cereals other,Gray,11
Bahamas,bhs,Potatoes,Green,62
Bahamas,bhs,Potatoes,Blue,77
Bahamas,bhs,Potatoes,Gray,232
Bahamas,bhs,Cassava,Green,746
Bahamas,bhs,Cassava,Blue,0
Bahamas,bhs,Cassava,Gray,4
Bahamas,bhs,Sweet Potatoes,Green,1130
Bahamas,bhs,Sweet Potatoes,Blue,19
Bahamas,bhs,Sweet Potatoes,Gray,211
Bahamas,bhs,Roots other,Green,385
Bahamas,bhs,Roots other,Blue,3
Bahamas,bhs,Roots other,Gray,6
Bahamas,bhs,Yams,Green,341
Bahamas,bhs,Yams,Blue,0
Bahamas,bhs,Yams,Gray,1
Bahamas,bhs,Sugarcane,Green,204
Bahamas,bhs,Sugarcane,Blue,21
Bahamas,bhs,Sugarcane,Gray,10
Bahamas,bhs,Sugar Beet,Green,70
Bahamas,bhs,Sugar Beet,Blue,33
Bahamas,bhs,Sugar Beet,Gray,27
Bahamas,bhs,Sugar Non-centrifugal,Green,1616
Bahamas,bhs,Sugar Non-centrifugal,Blue,167
Bahamas,bhs,Sugar Non-centrifugal,Gray,76
Bahamas,bhs,Sugar Raw equivalent,Green,1616
Bahamas,bhs,Sugar Raw equivalent,Blue,167
Bahamas,bhs,Sugar Raw equivalent,Gray,76
Bahamas,bhs,Sweeteners other,Green,10562
Bahamas,bhs,Sweeteners other,Blue,0
Bahamas,bhs,Sweeteners other,Gray,1063
Bahamas,bhs,Beans,Green,1145
Bahamas,bhs,Beans,Blue,403
Bahamas,bhs,Beans,Gray,5780
Bahamas,bhs,Peas,Green,932
Bahamas,bhs,Peas,Blue,39
Bahamas,bhs,Peas,Gray,3968
Bahamas,bhs,Pulses other,Green,3326
Bahamas,bhs,Pulses other,Blue,161
Bahamas,bhs,Pulses other,Gray,398
Bahamas,bhs,Nuts,Green,7016
Bahamas,bhs,Nuts,Blue,1367
Bahamas,bhs,Nuts,Gray,680
Bahamas,bhs,Soybean,Green,1584
Bahamas,bhs,Soybean,Blue,91
Bahamas,bhs,Soybean,Gray,10
Bahamas,bhs,Groundnut,Green,1912
Bahamas,bhs,Groundnut,Blue,359
Bahamas,bhs,Groundnut,Gray,286
Bahamas,bhs,Sunflower,Green,3119
Bahamas,bhs,Sunflower,Blue,109
Bahamas,bhs,Sunflower,Gray,366
Bahamas,bhs,Rapeseed,Green,2864
Bahamas,bhs,Rapeseed,Blue,21
Bahamas,bhs,Rapeseed,Gray,383
Bahamas,bhs,Cottonseed,Green,622
Bahamas,bhs,Cottonseed,Blue,425
Bahamas,bhs,Cottonseed,Gray,58
Bahamas,bhs,Coconuts,Green,2837
Bahamas,bhs,Coconuts,Blue,2
Bahamas,bhs,Coconuts,Gray,16
Bahamas,bhs,Sesameseed,Green,8737
Bahamas,bhs,Sesameseed,Blue,541
Bahamas,bhs,Sesameseed,Gray,428
Bahamas,bhs,Palm kernels,Green,2844
Bahamas,bhs,Palm kernels,Blue,1
Bahamas,bhs,Palm kernels,Gray,109
Bahamas,bhs,Olives,Green,533
Bahamas,bhs,Olives,Blue,589
Bahamas,bhs,Olives,Gray,81
Bahamas,bhs,Oilcrops other,Green,3260
Bahamas,bhs,Oilcrops other,Blue,117
Bahamas,bhs,Oilcrops other,Gray,127
Bahamas,bhs,Soybean oil,Green,3094
Bahamas,bhs,Soybean oil,Blue,177
Bahamas,bhs,Soybean oil,Gray,19
Bahamas,bhs,Groundnut oil,Green,3623
Bahamas,bhs,Groundnut oil,Blue,680
Bahamas,bhs,Groundnut oil,Gray,541
Bahamas,bhs,Sunflower oil,Green,6292
Bahamas,bhs,Sunflower oil,Blue,220
Bahamas,bhs,Sunflower oil,Gray,739
Bahamas,bhs,Rape and Mustard Oil,Green,5424
Bahamas,bhs,Rape and Mustard Oil,Blue,40
Bahamas,bhs,Rape and Mustard Oil,Gray,726
Bahamas,bhs,Cottonseed Oil,Green,146
Bahamas,bhs,Cottonseed Oil,Blue,100
Bahamas,bhs,Cottonseed Oil,Gray,14
Bahamas,bhs,Palmkernel Oil,Green,5356
Bahamas,bhs,Palmkernel Oil,Blue,1
Bahamas,bhs,Palmkernel Oil,Gray,205
Bahamas,bhs,Palm Oil,Green,4929
Bahamas,bhs,Palm Oil,Blue,1
Bahamas,bhs,Palm Oil,Gray,189
Bahamas,bhs,Coconut Oil,Green,10144
Bahamas,bhs,Coconut Oil,Blue,6
Bahamas,bhs,Coconut Oil,Gray,58
Bahamas,bhs,Sesameseed Oil,Green,20320
Bahamas,bhs,Sesameseed Oil,Blue,1259
Bahamas,bhs,Sesameseed Oil,Gray,995
Bahamas,bhs,Olive Oil,Green,2604
Bahamas,bhs,Olive Oil,Blue,2875
Bahamas,bhs,Olive Oil,Gray,397
Bahamas,bhs,Ricebran Oil,Green,874
Bahamas,bhs,Ricebran Oil,Blue,1751
Bahamas,bhs,Ricebran Oil,Gray,383
Bahamas,bhs,Maize Germ Oil,Green,1171
Bahamas,bhs,Maize Germ Oil,Blue,135
Bahamas,bhs,Maize Germ Oil,Gray,371
Bahamas,bhs,Oilcrops Oil other,Green,5940
Bahamas,bhs,Oilcrops Oil other,Blue,214
Bahamas,bhs,Oilcrops Oil other,Gray,231
Bahamas,bhs,Tomatoes,Green,281
Bahamas,bhs,Tomatoes,Blue,17
Bahamas,bhs,Tomatoes,Gray,5
Bahamas,bhs,Onions,Green,495
Bahamas,bhs,Onions,Blue,3
Bahamas,bhs,Onions,Gray,2
Bahamas,bhs,Vegetables other,Green,278
Bahamas,bhs,Vegetables other,Blue,62
Bahamas,bhs,Vegetables other,Gray,20
Bahamas,bhs,"Oranges, Mandarines",Green,330
Bahamas,bhs,"Oranges, Mandarines",Blue,49
Bahamas,bhs,"Oranges, Mandarines",Gray,31
Bahamas,bhs,"Lemons, Limes",Green,324
Bahamas,bhs,"Lemons, Limes",Blue,1
Bahamas,bhs,"Lemons, Limes",Gray,1
Bahamas,bhs,Grapefruit,Green,516
Bahamas,bhs,Grapefruit,Blue,3
Bahamas,bhs,Grapefruit,Gray,2
Bahamas,bhs,Citrus other,Green,713
Bahamas,bhs,Citrus other,Blue,107
Bahamas,bhs,Citrus other,Gray,70
Bahamas,bhs,Bananas,Green,613
Bahamas,bhs,Bananas,Blue,115
Bahamas,bhs,Bananas,Gray,27
Bahamas,bhs,Plantains,Green,1570
Bahamas,bhs,Plantains,Blue,27
Bahamas,bhs,Plantains,Gray,6
Bahamas,bhs,Apples,Green,157
Bahamas,bhs,Apples,Blue,242
Bahamas,bhs,Apples,Gray,54
Bahamas,bhs,Pineapples,Green,149
Bahamas,bhs,Pineapples,Blue,5
Bahamas,bhs,Pineapples,Gray,36
Bahamas,bhs,Dates,Green,351
Bahamas,bhs,Dates,Blue,0
Bahamas,bhs,Dates,Gray,173
Bahamas,bhs,Grapes,Green,212
Bahamas,bhs,Grapes,Blue,176
Bahamas,bhs,Grapes,Gray,87
Bahamas,bhs,Fruits other,Green,1183
Bahamas,bhs,Fruits other,Blue,83
Bahamas,bhs,Fruits other,Gray,27
Bahamas,bhs,Coffee,Green,10720
Bahamas,bhs,Coffee,Blue,25
Bahamas,bhs,Coffee,Gray,3297
Bahamas,bhs,Cocoa Beans,Green,20290
Bahamas,bhs,Cocoa Beans,Blue,4
Bahamas,bhs,Cocoa Beans,Gray,216
Bahamas,bhs,Tea,Green,7283
Bahamas,bhs,Tea,Blue,894
Bahamas,bhs,Tea,Gray,740
Bahamas,bhs,Pepper,Green,6754
Bahamas,bhs,Pepper,Blue,491
Bahamas,bhs,Pepper,Gray,625
Bahamas,bhs,Pimento,Green,5419
Bahamas,bhs,Pimento,Blue,959
Bahamas,bhs,Pimento,Gray,314
Bahamas,bhs,Cloves,Green,61504
Bahamas,bhs,Cloves,Blue,30
Bahamas,bhs,Cloves,Gray,1380
Bahamas,bhs,Spices other,Green,2535
Bahamas,bhs,Spices other,Blue,809
Bahamas,bhs,Spices other,Gray,234
Bahamas,bhs,Wine,Green,303
Bahamas,bhs,Wine,Blue,251
Bahamas,bhs,Wine,Gray,125
Bahamas,bhs,Beer,Green,137
Bahamas,bhs,Beer,Blue,24
Bahamas,bhs,Beer,Gray,28
Bahamas,bhs,Cotton Lint,Green,4399
Bahamas,bhs,Cotton Lint,Blue,3009
Bahamas,bhs,Cotton Lint,Gray,411
Bahamas,bhs,Jute,Green,2325
Bahamas,bhs,Jute,Blue,33
Bahamas,bhs,Jute,Gray,211
Bahamas,bhs,Jute-Like Fibers,Green,3492
Bahamas,bhs,Jute-Like Fibers,Blue,200
Bahamas,bhs,Jute-Like Fibers,Gray,500
Bahamas,bhs,Soft-Fibers other,Green,1841
Bahamas,bhs,Soft-Fibers other,Blue,0
Bahamas,bhs,Soft-Fibers other,Gray,728
Bahamas,bhs,Sisal,Green,6643
Bahamas,bhs,Sisal,Blue,793
Bahamas,bhs,Sisal,Gray,233
Bahamas,bhs,Abaca,Green,19376
Bahamas,bhs,Abaca,Blue,246
Bahamas,bhs,Abaca,Gray,766
Bahamas,bhs,Hard Fibers other,Green,39
Bahamas,bhs,Hard Fibers other,Blue,119
Bahamas,bhs,Hard Fibers other,Gray,242
Bahamas,bhs,Tobacco,Green,1576
Bahamas,bhs,Tobacco,Blue,70
Bahamas,bhs,Tobacco,Gray,1255
Bahamas,bhs,Rubber,Green,12964
Bahamas,bhs,Rubber,Blue,361
Bahamas,bhs,Rubber,Gray,422
Bahamas,bhs,Bovine Meat,Green,24469
Bahamas,bhs,Bovine Meat,Blue,920
Bahamas,bhs,Bovine Meat,Gray,1269
Bahamas,bhs,Mutton and Goat Meat,Green,7944
Bahamas,bhs,Mutton and Goat Meat,Blue,280
Bahamas,bhs,Mutton and Goat Meat,Gray,24
Bahamas,bhs,Pigmeat,Green,3230
Bahamas,bhs,Pigmeat,Blue,471
Bahamas,bhs,Pigmeat,Gray,567
Bahamas,bhs,Poultry Meat,Green,2170
Bahamas,bhs,Poultry Meat,Blue,176
Bahamas,bhs,Poultry Meat,Gray,88
Bahamas,bhs,Meat other,Green,3662
Bahamas,bhs,Meat other,Blue,637
Bahamas,bhs,Meat other,Gray,322
Bahamas,bhs,Raw Animal Fats,Green,8727
Bahamas,bhs,Raw Animal Fats,Blue,405
Bahamas,bhs,Raw Animal Fats,Gray,78
Bahamas,bhs,Butter and Ghee,Green,8727
Bahamas,bhs,Butter and Ghee,Blue,405
Bahamas,bhs,Butter and Ghee,Gray,78
Bahamas,bhs,Cream,Green,2480
Bahamas,bhs,Cream,Blue,115
Bahamas,bhs,Cream,Gray,22
Bahamas,bhs,Hides and Skins,Green,9827
Bahamas,bhs,Hides and Skins,Blue,443
Bahamas,bhs,Hides and Skins,Gray,484
Bahamas,bhs,Offals,Green,2994
Bahamas,bhs,Offals,Blue,125
Bahamas,bhs,Offals,Gray,10
Bahamas,bhs,Milk excl Butter,Green,2410
Bahamas,bhs,Milk excl Butter,Blue,177
Bahamas,bhs,Milk excl Butter,Gray,252
Bahamas,bhs,Eggs,Green,1306
Bahamas,bhs,Eggs,Blue,121
Bahamas,bhs,Eggs,Gray,101
Bangladesh,bgd,Wheat,Green,1134
Bangladesh,bgd,Wheat,Blue,380
Bangladesh,bgd,Wheat,Gray,141
Bangladesh,bgd,Rice,Green,2118
Bangladesh,bgd,Rice,Blue,309
Bangladesh,bgd,Rice,Gray,427
Bangladesh,bgd,Barley,Green,6189
Bangladesh,bgd,Barley,Blue,20
Bangladesh,bgd,Barley,Gray,23
Bangladesh,bgd,Maize,Green,1374
Bangladesh,bgd,Maize,Blue,48
Bangladesh,bgd,Maize,Gray,249
Bangladesh,bgd,Rye,Green,2554
Bangladesh,bgd,Rye,Blue,218
Bangladesh,bgd,Rye,Gray,256
Bangladesh,bgd,Oats,Green,1215
Bangladesh,bgd,Oats,Blue,123
Bangladesh,bgd,Oats,Gray,345
Bangladesh,bgd,Millet,Green,3794
Bangladesh,bgd,Millet,Blue,0
Bangladesh,bgd,Millet,Gray,0
Bangladesh,bgd,Sorghum,Green,4214
Bangladesh,bgd,Sorghum,Blue,430
Bangladesh,bgd,Sorghum,Gray,176
Bangladesh,bgd,Cereals other,Green,3326
Bangladesh,bgd,Cereals other,Blue,134
Bangladesh,bgd,Cereals other,Gray,24
Bangladesh,bgd,Potatoes,Green,181
Bangladesh,bgd,Potatoes,Blue,78
Bangladesh,bgd,Potatoes,Gray,12
Bangladesh,bgd,Cassava,Green,415
Bangladesh,bgd,Cassava,Blue,0
Bangladesh,bgd,Cassava,Gray,30
Bangladesh,bgd,Sweet Potatoes,Green,409
Bangladesh,bgd,Sweet Potatoes,Blue,0
Bangladesh,bgd,Sweet Potatoes,Gray,13
Bangladesh,bgd,Roots other,Green,342
Bangladesh,bgd,Roots other,Blue,14
Bangladesh,bgd,Roots other,Gray,19
Bangladesh,bgd,Yams,Green,341
Bangladesh,bgd,Yams,Blue,0
Bangladesh,bgd,Yams,Gray,1
Bangladesh,bgd,Sugarcane,Green,253
Bangladesh,bgd,Sugarcane,Blue,48
Bangladesh,bgd,Sugarcane,Gray,10
Bangladesh,bgd,Sugar Beet,Green,84
Bangladesh,bgd,Sugar Beet,Blue,24
Bangladesh,bgd,Sugar Beet,Gray,26
Bangladesh,bgd,Sugar Non-centrifugal,Green,2008
Bangladesh,bgd,Sugar Non-centrifugal,Blue,382
Bangladesh,bgd,Sugar Non-centrifugal,Gray,80
Bangladesh,bgd,Sugar Raw equivalent,Green,2008
Bangladesh,bgd,Sugar Raw equivalent,Blue,382
Bangladesh,bgd,Sugar Raw equivalent,Gray,80
Bangladesh,bgd,Sweeteners other,Green,3398
Bangladesh,bgd,Sweeteners other,Blue,0
Bangladesh,bgd,Sweeteners other,Gray,204
Bangladesh,bgd,Beans,Green,3875
Bangladesh,bgd,Beans,Blue,0
Bangladesh,bgd,Beans,Gray,172
Bangladesh,bgd,Peas,Green,1717
Bangladesh,bgd,Peas,Blue,3
Bangladesh,bgd,Peas,Gray,551
Bangladesh,bgd,Pulses other,Green,3595
Bangladesh,bgd,Pulses other,Blue,63
Bangladesh,bgd,Pulses other,Gray,292
Bangladesh,bgd,Nuts,Green,20154
Bangladesh,bgd,Nuts,Blue,0
Bangladesh,bgd,Nuts,Gray,198
Bangladesh,bgd,Soybean,Green,2217
Bangladesh,bgd,Soybean,Blue,11
Bangladesh,bgd,Soybean,Gray,18
Bangladesh,bgd,Groundnut,Green,5174
Bangladesh,bgd,Groundnut,Blue,21
Bangladesh,bgd,Groundnut,Gray,200
Bangladesh,bgd,Sunflower,Green,5427
Bangladesh,bgd,Sunflower,Blue,346
Bangladesh,bgd,Sunflower,Gray,284
Bangladesh,bgd,Rapeseed,Green,3143
Bangladesh,bgd,Rapeseed,Blue,224
Bangladesh,bgd,Rapeseed,Gray,300
Bangladesh,bgd,Cottonseed,Green,993
Bangladesh,bgd,Cottonseed,Blue,474
Bangladesh,bgd,Cottonseed,Gray,167
Bangladesh,bgd,Coconuts,Green,3774
Bangladesh,bgd,Coconuts,Blue,0
Bangladesh,bgd,Coconuts,Gray,42
Bangladesh,bgd,Sesameseed,Green,4696
Bangladesh,bgd,Sesameseed,Blue,0
Bangladesh,bgd,Sesameseed,Gray,229
Bangladesh,bgd,Palm kernels,Green,2195
Bangladesh,bgd,Palm kernels,Blue,0
Bangladesh,bgd,Palm kernels,Gray,116
Bangladesh,bgd,Olives,Green,2612
Bangladesh,bgd,Olives,Blue,547
Bangladesh,bgd,Olives,Gray,42
Bangladesh,bgd,Oilcrops other,Green,4414
Bangladesh,bgd,Oilcrops other,Blue,9
Bangladesh,bgd,Oilcrops other,Gray,6
Bangladesh,bgd,Soybean oil,Green,4331
Bangladesh,bgd,Soybean oil,Blue,21
Bangladesh,bgd,Soybean oil,Gray,36
Bangladesh,bgd,Groundnut oil,Green,9803
Bangladesh,bgd,Groundnut oil,Blue,41
Bangladesh,bgd,Groundnut oil,Gray,379
Bangladesh,bgd,Sunflower oil,Green,10951
Bangladesh,bgd,Sunflower oil,Blue,698
Bangladesh,bgd,Sunflower oil,Gray,573
Bangladesh,bgd,Rape and Mustard Oil,Green,6024
Bangladesh,bgd,Rape and Mustard Oil,Blue,477
Bangladesh,bgd,Rape and Mustard Oil,Gray,546
Bangladesh,bgd,Cottonseed Oil,Green,233
Bangladesh,bgd,Cottonseed Oil,Blue,111
Bangladesh,bgd,Cottonseed Oil,Gray,39
Bangladesh,bgd,Palmkernel Oil,Green,4134
Bangladesh,bgd,Palmkernel Oil,Blue,0
Bangladesh,bgd,Palmkernel Oil,Gray,218
Bangladesh,bgd,Palm Oil,Green,3805
Bangladesh,bgd,Palm Oil,Blue,0
Bangladesh,bgd,Palm Oil,Gray,201
Bangladesh,bgd,Coconut Oil,Green,13494
Bangladesh,bgd,Coconut Oil,Blue,0
Bangladesh,bgd,Coconut Oil,Gray,151
Bangladesh,bgd,Sesameseed Oil,Green,10922
Bangladesh,bgd,Sesameseed Oil,Blue,0
Bangladesh,bgd,Sesameseed Oil,Gray,532
Bangladesh,bgd,Olive Oil,Green,12760
Bangladesh,bgd,Olive Oil,Blue,2670
Bangladesh,bgd,Olive Oil,Gray,205
Bangladesh,bgd,Ricebran Oil,Green,2783
Bangladesh,bgd,Ricebran Oil,Blue,407
Bangladesh,bgd,Ricebran Oil,Gray,562
Bangladesh,bgd,Maize Germ Oil,Green,2894
Bangladesh,bgd,Maize Germ Oil,Blue,101
Bangladesh,bgd,Maize Germ Oil,Gray,524
Bangladesh,bgd,Oilcrops Oil other,Green,8042
Bangladesh,bgd,Oilcrops Oil other,Blue,17
Bangladesh,bgd,Oilcrops Oil other,Gray,11
Bangladesh,bgd,Tomatoes,Green,533
Bangladesh,bgd,Tomatoes,Blue,118
Bangladesh,bgd,Tomatoes,Gray,44
Bangladesh,bgd,Onions,Green,611
Bangladesh,bgd,Onions,Blue,205
Bangladesh,bgd,Onions,Gray,64
Bangladesh,bgd,Vegetables other,Green,315
Bangladesh,bgd,Vegetables other,Blue,48
Bangladesh,bgd,Vegetables other,Gray,49
Bangladesh,bgd,"Oranges, Mandarines",Green,1433
Bangladesh,bgd,"Oranges, Mandarines",Blue,7
Bangladesh,bgd,"Oranges, Mandarines",Gray,77
Bangladesh,bgd,"Lemons, Limes",Green,2872
Bangladesh,bgd,"Lemons, Limes",Blue,0
Bangladesh,bgd,"Lemons, Limes",Gray,101
Bangladesh,bgd,Grapefruit,Green,2257
Bangladesh,bgd,Grapefruit,Blue,0
Bangladesh,bgd,Grapefruit,Gray,79
Bangladesh,bgd,Citrus other,Green,861
Bangladesh,bgd,Citrus other,Blue,76
Bangladesh,bgd,Citrus other,Gray,56
Bangladesh,bgd,Bananas,Green,727
Bangladesh,bgd,Bananas,Blue,0
Bangladesh,bgd,Bananas,Gray,20
Bangladesh,bgd,Plantains,Green,1570
Bangladesh,bgd,Plantains,Blue,27
Bangladesh,bgd,Plantains,Gray,6
Bangladesh,bgd,Apples,Green,1009
Bangladesh,bgd,Apples,Blue,226
Bangladesh,bgd,Apples,Gray,118
Bangladesh,bgd,Pineapples,Green,400
Bangladesh,bgd,Pineapples,Blue,0
Bangladesh,bgd,Pineapples,Gray,26
Bangladesh,bgd,Dates,Green,1914
Bangladesh,bgd,Dates,Blue,1757
Bangladesh,bgd,Dates,Gray,115
Bangladesh,bgd,Grapes,Green,1028
Bangladesh,bgd,Grapes,Blue,699
Bangladesh,bgd,Grapes,Gray,91
Bangladesh,bgd,Fruits other,Green,1925
Bangladesh,bgd,Fruits other,Blue,10
Bangladesh,bgd,Fruits other,Gray,54
Bangladesh,bgd,Coffee,Green,21714
Bangladesh,bgd,Coffee,Blue,46
Bangladesh,bgd,Coffee,Gray,670
Bangladesh,bgd,Cocoa Beans,Green,18720
Bangladesh,bgd,Cocoa Beans,Blue,0
Bangladesh,bgd,Cocoa Beans,Gray,557
Bangladesh,bgd,Tea,Green,10989
Bangladesh,bgd,Tea,Blue,2
Bangladesh,bgd,Tea,Gray,113
Bangladesh,bgd,Pepper,Green,5154
Bangladesh,bgd,Pepper,Blue,322
Bangladesh,bgd,Pepper,Gray,479
Bangladesh,bgd,Pimento,Green,11312
Bangladesh,bgd,Pimento,Blue,53
Bangladesh,bgd,Pimento,Gray,154
Bangladesh,bgd,Cloves,Green,55608
Bangladesh,bgd,Cloves,Blue,19
Bangladesh,bgd,Cloves,Gray,1154
Bangladesh,bgd,Spices other,Green,2021
Bangladesh,bgd,Spices other,Blue,140
Bangladesh,bgd,Spices other,Gray,106
Bangladesh,bgd,Wine,Green,1468
Bangladesh,bgd,Wine,Blue,999
Bangladesh,bgd,Wine,Gray,130
Bangladesh,bgd,Beer,Green,1294
Bangladesh,bgd,Beer,Blue,4
Bangladesh,bgd,Beer,Gray,5
Bangladesh,bgd,Cotton Lint,Green,7025
Bangladesh,bgd,Cotton Lint,Blue,3353
Bangladesh,bgd,Cotton Lint,Gray,1181
Bangladesh,bgd,Jute,Green,2197
Bangladesh,bgd,Jute,Blue,15
Bangladesh,bgd,Jute,Gray,68
Bangladesh,bgd,Jute-Like Fibers,Green,2793
Bangladesh,bgd,Jute-Like Fibers,Blue,20
Bangladesh,bgd,Jute-Like Fibers,Gray,83
Bangladesh,bgd,Soft-Fibers other,Green,2862
Bangladesh,bgd,Soft-Fibers other,Blue,785
Bangladesh,bgd,Soft-Fibers other,Gray,386
Bangladesh,bgd,Sisal,Green,6710
Bangladesh,bgd,Sisal,Blue,560
Bangladesh,bgd,Sisal,Gray,157
Bangladesh,bgd,Abaca,Green,17051
Bangladesh,bgd,Abaca,Blue,214
Bangladesh,bgd,Abaca,Gray,674
Bangladesh,bgd,Hard Fibers other,Green,71
Bangladesh,bgd,Hard Fibers other,Blue,295
Bangladesh,bgd,Hard Fibers other,Gray,493
Bangladesh,bgd,Tobacco,Green,2229
Bangladesh,bgd,Tobacco,Blue,19
Bangladesh,bgd,Tobacco,Gray,170
Bangladesh,bgd,Rubber,Green,106905
Bangladesh,bgd,Rubber,Blue,0
Bangladesh,bgd,Rubber,Gray,1208
Bangladesh,bgd,Bovine Meat,Green,15419
Bangladesh,bgd,Bovine Meat,Blue,492
Bangladesh,bgd,Bovine Meat,Gray,5
Bangladesh,bgd,Mutton and Goat Meat,Green,4608
Bangladesh,bgd,Mutton and Goat Meat,Blue,479
Bangladesh,bgd,Mutton and Goat Meat,Gray,1
Bangladesh,bgd,Pigmeat,Green,4029
Bangladesh,bgd,Pigmeat,Blue,735
Bangladesh,bgd,Pigmeat,Gray,430
Bangladesh,bgd,Poultry Meat,Green,5431
Bangladesh,bgd,Poultry Meat,Blue,318
Bangladesh,bgd,Poultry Meat,Gray,308
Bangladesh,bgd,Meat other,Green,3662
Bangladesh,bgd,Meat other,Blue,637
Bangladesh,bgd,Meat other,Gray,322
Bangladesh,bgd,Raw Animal Fats,Green,4746
Bangladesh,bgd,Raw Animal Fats,Blue,904
Bangladesh,bgd,Raw Animal Fats,Gray,143
Bangladesh,bgd,Butter and Ghee,Green,4746
Bangladesh,bgd,Butter and Ghee,Blue,904
Bangladesh,bgd,Butter and Ghee,Gray,143
Bangladesh,bgd,Cream,Green,1349
Bangladesh,bgd,Cream,Blue,257
Bangladesh,bgd,Cream,Gray,41
Bangladesh,bgd,Hides and Skins,Green,5477
Bangladesh,bgd,Hides and Skins,Blue,348
Bangladesh,bgd,Hides and Skins,Gray,4
Bangladesh,bgd,Offals,Green,8973
Bangladesh,bgd,Offals,Blue,291
Bangladesh,bgd,Offals,Gray,3
Bangladesh,bgd,Milk excl Butter,Green,913
Bangladesh,bgd,Milk excl Butter,Blue,169
Bangladesh,bgd,Milk excl Butter,Gray,29
Bangladesh,bgd,Eggs,Green,1893
Bangladesh,bgd,Eggs,Blue,202
Bangladesh,bgd,Eggs,Gray,111
Barbados,brb,Wheat,Green,1853
Barbados,brb,Wheat,Blue,113
Barbados,brb,Wheat,Gray,235
Barbados,brb,Rice,Green,934
Barbados,brb,Rice,Blue,1155
Barbados,brb,Rice,Gray,288
Barbados,brb,Barley,Green,883
Barbados,brb,Barley,Blue,40
Barbados,brb,Barley,Gray,135
Barbados,brb,Maize,Green,542
Barbados,brb,Maize,Blue,64
Barbados,brb,Maize,Gray,180
Barbados,brb,Rye,Green,2813
Barbados,brb,Rye,Blue,228
Barbados,brb,Rye,Gray,263
Barbados,brb,Oats,Green,1044
Barbados,brb,Oats,Blue,57
Barbados,brb,Oats,Gray,143
Barbados,brb,Millet,Green,3998
Barbados,brb,Millet,Blue,72
Barbados,brb,Millet,Gray,322
Barbados,brb,Sorghum,Green,2857
Barbados,brb,Sorghum,Blue,103
