# File: gains_iso_sector_emissions.csv
# Title: Sectorwise emission factors from GAINS dataset by ISO
# Units: kt/EJ
# Comments: These emissions factors are used to divide CEDS emissions into different transportation  categories
# Source:GAINS dataset
# Column types: ccinnn
# ----------
Non.co2,iso,year,Freight,Motorcycle,Passenger
BC,slv,2005,0.067015701,0.026554586,0.014208885
BC,som,2005,0.07549161,0.038101281,0.025065356
BC,spm,2005,0.027545966,0.002044711,0.002296825
BC,srb,2005,0.026362107,0.006215049,0.009733148
BC,srb (kosovo),2005,0.026362107,0.006215049,0.009733148
BC,ssd,2005,0.07549161,0.038101281,0.025065356
BC,stp,2005,0.068595565,0.032562692,0.011702475
BC,sur,2005,0.06109616,0.026588787,0.016022993
BC,svk,2005,0.026362107,0.006215049,0.009733148
BC,svn,2005,0.026362107,0.006215049,0.009733148
BC,swe,2005,0.015965034,0.004739662,0.010021129
BC,swz,2005,0.068595565,0.032562692,0.011702475
BC,sxm,2005,0.067015701,0.026554586,0.014208885
BC,syc,2005,0.07549161,0.038101281,0.025065356
BC,syr,2005,0.060395711,0.010858036,0.003619266
BC,tca,2005,0.067015701,0.026554586,0.014208885
BC,tcd,2005,0.068595565,0.032562692,0.011702475
BC,tgo,2005,0.068595565,0.032562692,0.011702475
BC,tha,2005,0.061288348,0.004969589,0.043451935
BC,tjk,2005,0.028121951,0.021113141,0.009807233
BC,tkl,2005,0.027074952,0.001903764,0.004499638
BC,tkm,2005,0.028121951,0.021113141,0.009807233
BC,tls,2005,0.075281982,0.004739196,0.036035911
BC,ton,2005,0.027074952,0.001903764,0.004499638
BC,tto,2005,0.067015701,0.026554586,0.014208885
BC,tun,2005,0.075529839,0.031849656,0.009321133
BC,tur,2005,0.019626026,0.012250143,0.004378058
BC,twn,2005,0.056514145,0.011707451,0.024410319
BC,tza,2005,0.068595565,0.032562692,0.011702475
BC,uga,2005,0.07549161,0.038101281,0.025065356
BC,ukr,2005,0.018867021,0.016714133,0.00438863
BC,ury,2005,0.06109616,0.026588787,0.016022993
BC,usa,2005,0.027545966,0.002044711,0.002296825
BC,uzb,2005,0.028121951,0.021113141,0.009807233
BC,vct,2005,0.067015701,0.026554586,0.014208885
BC,ven,2005,0.06109616,0.026588787,0.016022993
BC,vgb,2005,0.067015701,0.026554586,0.014208885
BC,vir,2005,0.067015701,0.026554586,0.014208885
BC,vnm,2005,0.061288348,0.004969589,0.043451935
BC,vut,2005,0.027074952,0.001903764,0.004499638
BC,wlf,2005,0.027074952,0.001903764,0.004499638
BC,wsm,2005,0.027074952,0.001903764,0.004499638
BC,yem,2005,0.060395711,0.010858036,0.003619266
BC,zaf,2005,0.064940982,0.011335505,0.012008763
BC,zmb,2005,0.068595565,0.032562692,0.011702475
BC,zwe,2005,0.068595565,0.032562692,0.011702475
CH4,abw,2005,0.017595429,0.205899533,0.050278765
CH4,afg,2005,0.016388702,0.212051049,0.038097042
CH4,ago,2005,0.017600367,0.221928923,0.041911242
CH4,alb,2005,0.00822395,0.124684724,0.019216224
CH4,are,2005,0.017508476,0.21467409,0.039824698
CH4,arg,2005,0.017668585,0.206410483,0.04448874
CH4,arm,2005,0.025070251,0.219569892,0.042338312
CH4,asm,2005,0.018051328,0.167714191,0.017309891
CH4,atg,2005,0.017595429,0.205899533,0.050278765
CH4,aus,2005,0.018051328,0.167714191,0.017309891
CH4,aut,2005,0.004706264,0.111620573,0.00962349
CH4,aze,2005,0.025070251,0.219569892,0.042338312
CH4,bdi,2005,0.017600184,0.221522055,0.035837826
CH4,bel,2005,0.004706264,0.111620573,0.00962349
CH4,ben,2005,0.017600367,0.221928923,0.041911242
CH4,bfa,2005,0.017600367,0.221928923,0.041911242
CH4,bgd,2005,0.016388702,0.212051049,0.038097042
CH4,bgr,2005,0.00822395,0.124684724,0.019216224
CH4,bhr,2005,0.017508476,0.21467409,0.039824698
CH4,bhs,2005,0.017595429,0.205899533,0.050278765
CH4,bih,2005,0.00822395,0.124684724,0.019216224
CH4,blr,2005,0.026045856,0.22411148,0.048070012
CH4,blz,2005,0.017595429,0.205899533,0.050278765
CH4,bmu,2005,0.017595429,0.205899533,0.050278765
CH4,bol,2005,0.017668585,0.206410483,0.04448874
CH4,bra,2005,0.017600113,0.176391475,0.026189943
CH4,brb,2005,0.017595429,0.205899533,0.050278765
CH4,brn,2005,0.01760803,0.182243243,0.02023749
CH4,btn,2005,0.016388702,0.212051049,0.038097042
CH4,bwa,2005,0.017600367,0.221928923,0.041911242
CH4,caf,2005,0.017600367,0.221928923,0.041911242
CH4,can,2005,0.020762415,0.167877629,0.019343941
CH4,che,2005,0.004706264,0.111620573,0.00962349
CH4,chl,2005,0.017668585,0.206410483,0.04448874
CH4,chn,2005,0.018571825,0.118271645,0.025860981
CH4,civ,2005,0.017600367,0.221928923,0.041911242
CH4,cmr,2005,0.017600367,0.221928923,0.041911242
CH4,cod,2005,0.017600367,0.221928923,0.041911242
CH4,cog,2005,0.017600367,0.221928923,0.041911242
CH4,cok,2005,0.018051328,0.167714191,0.017309891
CH4,col,2005,0.017668585,0.206410483,0.04448874
CH4,com,2005,0.017600184,0.221522055,0.035837826
CH4,cpv,2005,0.017600367,0.221928923,0.041911242
CH4,cri,2005,0.017595429,0.205899533,0.050278765
CH4,cub,2005,0.017595429,0.205899533,0.050278765
CH4,cuw,2005,0.017595429,0.205899533,0.050278765
CH4,cym,2005,0.017595429,0.205899533,0.050278765
CH4,cyp,2005,0.00822395,0.124684724,0.019216224
CH4,cze,2005,0.00822395,0.124684724,0.019216224
CH4,deu,2005,0.004706264,0.111620573,0.00962349
CH4,dji,2005,0.017600184,0.221522055,0.035837826
CH4,dma,2005,0.017595429,0.205899533,0.050278765
CH4,dnk,2005,0.004706264,0.111620573,0.00962349
CH4,dom,2005,0.017595429,0.205899533,0.050278765
CH4,dza,2005,0.017580823,0.219401067,0.03778691
CH4,ecu,2005,0.017668585,0.206410483,0.04448874
CH4,egy,2005,0.017580823,0.219401067,0.03778691
CH4,eri,2005,0.017600184,0.221522055,0.035837826
CH4,esh,2005,0.017580823,0.219401067,0.03778691
CH4,esp,2005,0.004706264,0.111620573,0.00962349
CH4,est,2005,0.00822395,0.124684724,0.019216224
CH4,eth,2005,0.017600184,0.221522055,0.035837826
CH4,fin,2005,0.004706264,0.111620573,0.00962349
CH4,fji,2005,0.018051328,0.167714191,0.017309891
CH4,flk,2005,0.017668585,0.206410483,0.04448874
CH4,fra,2005,0.004706264,0.111620573,0.00962349
CH4,fro,2005,0.004706264,0.111620573,0.00962349
CH4,fsm,2005,0.018051328,0.167714191,0.017309891
CH4,gab,2005,0.017600367,0.221928923,0.041911242
CH4,gbr,2005,0.004706264,0.111620573,0.00962349
CH4,geo,2005,0.025070251,0.219569892,0.042338312
CH4,gha,2005,0.017600367,0.221928923,0.041911242
CH4,gib,2005,0.004706264,0.111620573,0.00962349
CH4,gin,2005,0.017600367,0.221928923,0.041911242
CH4,glp,2005,0.017595429,0.205899533,0.050278765
CH4,gmb,2005,0.017600367,0.221928923,0.041911242
CH4,gnb,2005,0.017600367,0.221928923,0.041911242
CH4,gnq,2005,0.017600367,0.221928923,0.041911242
CH4,grc,2005,0.004706264,0.111620573,0.00962349
CH4,grd,2005,0.017595429,0.205899533,0.050278765
CH4,grl,2005,0.004706264,0.111620573,0.00962349
CH4,gtm,2005,0.017595429,0.205899533,0.050278765
CH4,guf,2005,0.017668585,0.206410483,0.04448874
CH4,gum,2005,0.018051328,0.167714191,0.017309891
CH4,guy,2005,0.017668585,0.206410483,0.04448874
CH4,hkg,2005,0.018571825,0.118271645,0.025860981
CH4,hnd,2005,0.017595429,0.205899533,0.050278765
CH4,hrv,2005,0.00822395,0.124684724,0.019216224
CH4,hti,2005,0.017595429,0.205899533,0.050278765
CH4,hun,2005,0.00822395,0.124684724,0.019216224
CH4,idn,2005,0.017601664,0.203693947,0.040894125
CH4,ind,2005,0.015939961,0.160242065,0.025488056
CH4,irl,2005,0.004706264,0.111620573,0.00962349
CH4,irn,2005,0.017508476,0.21467409,0.039824698
CH4,irq,2005,0.017508476,0.21467409,0.039824698
CH4,isl,2005,0.004706264,0.111620573,0.00962349
CH4,isr,2005,0.017508476,0.21467409,0.039824698
CH4,ita,2005,0.004706264,0.111620573,0.00962349
CH4,jam,2005,0.017595429,0.205899533,0.050278765
CH4,jor,2005,0.017508476,0.21467409,0.039824698
CH4,jpn,2005,0.017526874,0.133527379,0.015123031
CH4,kaz,2005,0.039856594,0.217753057,0.058980652
CH4,ken,2005,0.017600184,0.221522055,0.035837826
CH4,kgz,2005,0.039856594,0.217753057,0.058980652
CH4,khm,2005,0.01760803,0.182243243,0.02023749
CH4,kir,2005,0.018051328,0.167714191,0.017309891
CH4,kna,2005,0.017595429,0.205899533,0.050278765
CH4,kor,2005,0.017601351,0.170270963,0.016354766
CH4,kwt,2005,0.017508476,0.21467409,0.039824698
CH4,lao,2005,0.01760803,0.182243243,0.02023749
CH4,lbn,2005,0.017508476,0.21467409,0.039824698
CH4,lbr,2005,0.017600367,0.221928923,0.041911242
CH4,lby,2005,0.017580823,0.219401067,0.03778691
CH4,lca,2005,0.017595429,0.205899533,0.050278765
CH4,lie,2005,0.004706264,0.111620573,0.00962349
CH4,lka,2005,0.016388702,0.212051049,0.038097042
CH4,lso,2005,0.017600367,0.221928923,0.041911242
CH4,ltu,2005,0.00822395,0.124684724,0.019216224
CH4,lux,2005,0.004706264,0.111620573,0.00962349
CH4,lva,2005,0.00822395,0.124684724,0.019216224
CH4,mac,2005,0.018571825,0.118271645,0.025860981
CH4,mar,2005,0.017580823,0.219401067,0.03778691
CH4,mda,2005,0.026045856,0.22411148,0.048070012
CH4,mdg,2005,0.017600184,0.221522055,0.035837826
CH4,mdv,2005,0.016388702,0.212051049,0.038097042
CH4,mex,2005,0.017600134,0.219558761,0.022536527
CH4,mhl,2005,0.018051328,0.167714191,0.017309891
CH4,mkd,2005,0.00822395,0.124684724,0.019216224
CH4,mli,2005,0.017600367,0.221928923,0.041911242
CH4,mlt,2005,0.00822395,0.124684724,0.019216224
CH4,mmr,2005,0.01760803,0.182243243,0.02023749
CH4,mne,2005,0.00822395,0.124684724,0.019216224
CH4,mng,2005,0.018571825,0.118271645,0.025860981
CH4,moz,2005,0.017600367,0.221928923,0.041911242
CH4,mrt,2005,0.017600367,0.221928923,0.041911242
CH4,msr,2005,0.017595429,0.205899533,0.050278765
CH4,mtq,2005,0.017595429,0.205899533,0.050278765
CH4,mus,2005,0.017600184,0.221522055,0.035837826
CH4,mwi,2005,0.017600367,0.221928923,0.041911242
CH4,mys,2005,0.01760803,0.182243243,0.02023749
CH4,nam,2005,0.017600367,0.221928923,0.041911242
CH4,ncl,2005,0.018051328,0.167714191,0.017309891
CH4,ner,2005,0.017600367,0.221928923,0.041911242
CH4,nga,2005,0.017600367,0.221928923,0.041911242
CH4,nic,2005,0.017595429,0.205899533,0.050278765
CH4,niu,2005,0.018051328,0.167714191,0.017309891
CH4,nld,2005,0.004706264,0.111620573,0.00962349
CH4,nor,2005,0.004706264,0.111620573,0.00962349
CH4,npl,2005,0.016388702,0.212051049,0.038097042
CH4,nzl,2005,0.018051328,0.167714191,0.017309891
CH4,omn,2005,0.017508476,0.21467409,0.039824698
CH4,pak,2005,0.016388702,0.212051049,0.038097042
CH4,pan,2005,0.017595429,0.205899533,0.050278765
CH4,per,2005,0.017668585,0.206410483,0.04448874
CH4,phl,2005,0.01760803,0.182243243,0.02023749
CH4,plw,2005,0.018051328,0.167714191,0.017309891
CH4,png,2005,0.017601664,0.203693947,0.040894125
CH4,pol,2005,0.00822395,0.124684724,0.019216224
CH4,pri,2005,0.017595429,0.205899533,0.050278765
CH4,prk,2005,0.017601351,0.170270963,0.016354766
CH4,prt,2005,0.004706264,0.111620573,0.00962349
CH4,pry,2005,0.017668585,0.206410483,0.04448874
CH4,pse,2005,0.017508476,0.21467409,0.039824698
CH4,pyf,2005,0.018051328,0.167714191,0.017309891
CH4,qat,2005,0.017508476,0.21467409,0.039824698
CH4,reu,2005,0.017600184,0.221522055,0.035837826
CH4,rou,2005,0.00822395,0.124684724,0.019216224
CH4,rus,2005,0.025070251,0.219569892,0.042338312
CH4,rwa,2005,0.017600184,0.221522055,0.035837826
CH4,sau,2005,0.017508476,0.21467409,0.039824698
CH4,sdn,2005,0.017600184,0.221522055,0.035837826
CH4,sen,2005,0.017600367,0.221928923,0.041911242
CH4,sgp,2005,0.01760803,0.182243243,0.02023749
CH4,slb,2005,0.018051328,0.167714191,0.017309891
CH4,sle,2005,0.017600367,0.221928923,0.041911242
CH4,slv,2005,0.017595429,0.205899533,0.050278765
CH4,som,2005,0.017600184,0.221522055,0.035837826
CH4,spm,2005,0.017442094,0.200966079,0.017548949
CH4,srb,2005,0.00822395,0.124684724,0.019216224
CH4,srb (kosovo),2005,0.00822395,0.124684724,0.019216224
CH4,ssd,2005,0.017600184,0.221522055,0.035837826
CH4,stp,2005,0.017600367,0.221928923,0.041911242
CH4,sur,2005,0.017668585,0.206410483,0.04448874
CH4,svk,2005,0.00822395,0.124684724,0.019216224
CH4,svn,2005,0.00822395,0.124684724,0.019216224
CH4,swe,2005,0.004706264,0.111620573,0.00962349
CH4,swz,2005,0.017600367,0.221928923,0.041911242
CH4,sxm,2005,0.017595429,0.205899533,0.050278765
CH4,syc,2005,0.017600184,0.221522055,0.035837826
CH4,syr,2005,0.017508476,0.21467409,0.039824698
CH4,tca,2005,0.017595429,0.205899533,0.050278765
CH4,tcd,2005,0.017600367,0.221928923,0.041911242
CH4,tgo,2005,0.017600367,0.221928923,0.041911242
CH4,tha,2005,0.01760803,0.182243243,0.02023749
CH4,tjk,2005,0.039856594,0.217753057,0.058980652
CH4,tkl,2005,0.018051328,0.167714191,0.017309891
CH4,tkm,2005,0.039856594,0.217753057,0.058980652
CH4,tls,2005,0.017601664,0.203693947,0.040894125
CH4,ton,2005,0.018051328,0.167714191,0.017309891
CH4,tto,2005,0.017595429,0.205899533,0.050278765
CH4,tun,2005,0.017580823,0.219401067,0.03778691
CH4,tur,2005,0.015937991,0.134278817,0.027181186
CH4,twn,2005,0.018571825,0.118271645,0.025860981
CH4,tza,2005,0.017600367,0.221928923,0.041911242
CH4,uga,2005,0.017600184,0.221522055,0.035837826
CH4,ukr,2005,0.026045856,0.22411148,0.048070012
CH4,ury,2005,0.017668585,0.206410483,0.04448874
CH4,usa,2005,0.017442094,0.200966079,0.017548949
CH4,uzb,2005,0.039856594,0.217753057,0.058980652
CH4,vct,2005,0.017595429,0.205899533,0.050278765
CH4,ven,2005,0.017668585,0.206410483,0.04448874
CH4,vgb,2005,0.017595429,0.205899533,0.050278765
CH4,vir,2005,0.017595429,0.205899533,0.050278765
CH4,vnm,2005,0.01760803,0.182243243,0.02023749
CH4,vut,2005,0.018051328,0.167714191,0.017309891
CH4,wlf,2005,0.018051328,0.167714191,0.017309891
CH4,wsm,2005,0.018051328,0.167714191,0.017309891
CH4,yem,2005,0.017508476,0.21467409,0.039824698
CH4,zaf,2005,0.017602565,0.221951482,0.057501609
CH4,zmb,2005,0.017600367,0.221928923,0.041911242
CH4,zwe,2005,0.017600367,0.221928923,0.041911242
CO,abw,2005,1.055555068,15.81812447,6.672113015
CO,afg,2005,2.171667835,17.13472992,7.721755469
CO,ago,2005,1.083046073,14.68068768,5.250695131
CO,alb,2005,0.337499355,12.45342083,2.348181095
CO,are,2005,0.996817418,15.82060719,5.295581347
CO,arg,2005,1.034930118,15.87497946,5.967573289
CO,arm,2005,3.08980908,16.09049652,6.055695394
CO,asm,2005,1.090387072,13.5418132,2.297490337
CO,atg,2005,1.055555068,15.81812447,6.672113015
CO,aus,2005,1.090387072,13.5418132,2.297490337
CO,aut,2005,0.200214978,10.20688661,0.944655388
CO,aze,2005,3.08980908,16.09049652,6.055695394
CO,bdi,2005,1.170000071,18.30107493,5.483850906
CO,bel,2005,0.200214978,10.20688661,0.944655388
CO,ben,2005,1.083046073,14.68068768,5.250695131
CO,bfa,2005,1.083046073,14.68068768,5.250695131
CO,bgd,2005,2.171667835,17.13472992,7.721755469
CO,bgr,2005,0.337499355,12.45342083,2.348181095
CO,bhr,2005,0.996817418,15.82060719,5.295581347
CO,bhs,2005,1.055555068,15.81812447,6.672113015
CO,bih,2005,0.337499355,12.45342083,2.348181095
CO,blr,2005,3.222233397,15.90688412,6.127001019
CO,blz,2005,1.055555068,15.81812447,6.672113015
CO,bmu,2005,1.055555068,15.81812447,6.672113015
CO,bol,2005,1.034930118,15.87497946,5.967573289
CO,bra,2005,0.957459613,14.38667118,3.885429041
CO,brb,2005,1.055555068,15.81812447,6.672113015
CO,brn,2005,1.035151004,13.00486151,2.29633174
CO,btn,2005,2.171667835,17.13472992,7.721755469
CO,bwa,2005,1.083046073,14.68068768,5.250695131
CO,caf,2005,1.083046073,14.68068768,5.250695131
CO,can,2005,1.596951255,13.29075911,1.917321409
CO,che,2005,0.200214978,10.20688661,0.944655388
CO,chl,2005,1.034930118,15.87497946,5.967573289
CO,chn,2005,2.767375137,10.85675907,6.24352702
CO,civ,2005,1.083046073,14.68068768,5.250695131
CO,cmr,2005,1.083046073,14.68068768,5.250695131
CO,cod,2005,1.083046073,14.68068768,5.250695131
CO,cog,2005,1.083046073,14.68068768,5.250695131
CO,cok,2005,1.090387072,13.5418132,2.297490337
CO,col,2005,1.034930118,15.87497946,5.967573289
CO,com,2005,1.170000071,18.30107493,5.483850906
CO,cpv,2005,1.083046073,14.68068768,5.250695131
CO,cri,2005,1.055555068,15.81812447,6.672113015
CO,cub,2005,1.055555068,15.81812447,6.672113015
CO,cuw,2005,1.055555068,15.81812447,6.672113015
CO,cym,2005,1.055555068,15.81812447,6.672113015
CO,cyp,2005,0.337499355,12.45342083,2.348181095
CO,cze,2005,0.337499355,12.45342083,2.348181095
CO,deu,2005,0.200214978,10.20688661,0.944655388
CO,dji,2005,1.170000071,18.30107493,5.483850906
CO,dma,2005,1.055555068,15.81812447,6.672113015
CO,dnk,2005,0.200214978,10.20688661,0.944655388
CO,dom,2005,1.055555068,15.81812447,6.672113015
CO,dza,2005,1.172262656,18.27315046,5.524182924
CO,ecu,2005,1.034930118,15.87497946,5.967573289
CO,egy,2005,1.172262656,18.27315046,5.524182924
CO,eri,2005,1.170000071,18.30107493,5.483850906
CO,esh,2005,1.172262656,18.27315046,5.524182924
CO,esp,2005,0.200214978,10.20688661,0.944655388
CO,est,2005,0.337499355,12.45342083,2.348181095
CO,eth,2005,1.170000071,18.30107493,5.483850906
CO,fin,2005,0.200214978,10.20688661,0.944655388
CO,fji,2005,1.090387072,13.5418132,2.297490337
CO,flk,2005,1.034930118,15.87497946,5.967573289
CO,fra,2005,0.200214978,10.20688661,0.944655388
CO,fro,2005,0.200214978,10.20688661,0.944655388
CO,fsm,2005,1.090387072,13.5418132,2.297490337
CO,gab,2005,1.083046073,14.68068768,5.250695131
CO,gbr,2005,0.200214978,10.20688661,0.944655388
CO,geo,2005,3.08980908,16.09049652,6.055695394
CO,gha,2005,1.083046073,14.68068768,5.250695131
CO,gib,2005,0.200214978,10.20688661,0.944655388
CO,gin,2005,1.083046073,14.68068768,5.250695131
CO,glp,2005,1.055555068,15.81812447,6.672113015
CO,gmb,2005,1.083046073,14.68068768,5.250695131
CO,gnb,2005,1.083046073,14.68068768,5.250695131
CO,gnq,2005,1.083046073,14.68068768,5.250695131
CO,grc,2005,0.200214978,10.20688661,0.944655388
CO,grd,2005,1.055555068,15.81812447,6.672113015
CO,grl,2005,0.200214978,10.20688661,0.944655388
CO,gtm,2005,1.055555068,15.81812447,6.672113015
CO,guf,2005,1.034930118,15.87497946,5.967573289
CO,gum,2005,1.090387072,13.5418132,2.297490337
CO,guy,2005,1.034930118,15.87497946,5.967573289
CO,hkg,2005,2.767375137,10.85675907,6.24352702
CO,hnd,2005,1.055555068,15.81812447,6.672113015
CO,hrv,2005,0.337499355,12.45342083,2.348181095
CO,hti,2005,1.055555068,15.81812447,6.672113015
CO,hun,2005,0.337499355,12.45342083,2.348181095
CO,idn,2005,1.184931928,15.45489477,5.16948568
CO,ind,2005,1.082692788,12.951032,3.587616499
CO,irl,2005,0.200214978,10.20688661,0.944655388
CO,irn,2005,0.996817418,15.82060719,5.295581347
CO,irq,2005,0.996817418,15.82060719,5.295581347
CO,isl,2005,0.200214978,10.20688661,0.944655388
CO,isr,2005,0.996817418,15.82060719,5.295581347
CO,ita,2005,0.200214978,10.20688661,0.944655388
CO,jam,2005,1.055555068,15.81812447,6.672113015
CO,jor,2005,0.996817418,15.82060719,5.295581347
CO,jpn,2005,0.511386908,9.495663263,0.712785314
CO,kaz,2005,5.91485943,14.80293941,7.070027048
CO,ken,2005,1.170000071,18.30107493,5.483850906
CO,kgz,2005,5.91485943,14.80293941,7.070027048
CO,khm,2005,1.035151004,13.00486151,2.29633174
CO,kir,2005,1.090387072,13.5418132,2.297490337
CO,kna,2005,1.055555068,15.81812447,6.672113015
CO,kor,2005,0.723973189,11.08361687,0.861096488
CO,kwt,2005,0.996817418,15.82060719,5.295581347
CO,lao,2005,1.035151004,13.00486151,2.29633174
CO,lbn,2005,0.996817418,15.82060719,5.295581347
CO,lbr,2005,1.083046073,14.68068768,5.250695131
CO,lby,2005,1.172262656,18.27315046,5.524182924
CO,lca,2005,1.055555068,15.81812447,6.672113015
CO,lie,2005,0.200214978,10.20688661,0.944655388
CO,lka,2005,2.171667835,17.13472992,7.721755469
CO,lso,2005,1.083046073,14.68068768,5.250695131
CO,ltu,2005,0.337499355,12.45342083,2.348181095
CO,lux,2005,0.200214978,10.20688661,0.944655388
CO,lva,2005,0.337499355,12.45342083,2.348181095
CO,mac,2005,2.767375137,10.85675907,6.24352702
CO,mar,2005,1.172262656,18.27315046,5.524182924
CO,mda,2005,3.222233397,15.90688412,6.127001019
CO,mdg,2005,1.170000071,18.30107493,5.483850906
CO,mdv,2005,2.171667835,17.13472992,7.721755469
CO,mex,2005,0.724130476,18.49574384,3.57614389
CO,mhl,2005,1.090387072,13.5418132,2.297490337
CO,mkd,2005,0.337499355,12.45342083,2.348181095
CO,mli,2005,1.083046073,14.68068768,5.250695131
CO,mlt,2005,0.337499355,12.45342083,2.348181095
CO,mmr,2005,1.035151004,13.00486151,2.29633174
CO,mne,2005,0.337499355,12.45342083,2.348181095
CO,mng,2005,2.767375137,10.85675907,6.24352702
CO,moz,2005,1.083046073,14.68068768,5.250695131
CO,mrt,2005,1.083046073,14.68068768,5.250695131
CO,msr,2005,1.055555068,15.81812447,6.672113015
CO,mtq,2005,1.055555068,15.81812447,6.672113015
CO,mus,2005,1.170000071,18.30107493,5.483850906
CO,mwi,2005,1.083046073,14.68068768,5.250695131
CO,mys,2005,1.035151004,13.00486151,2.29633174
CO,nam,2005,1.083046073,14.68068768,5.250695131
CO,ncl,2005,1.090387072,13.5418132,2.297490337
CO,ner,2005,1.083046073,14.68068768,5.250695131
CO,nga,2005,1.083046073,14.68068768,5.250695131
CO,nic,2005,1.055555068,15.81812447,6.672113015
CO,niu,2005,1.090387072,13.5418132,2.297490337
CO,nld,2005,0.200214978,10.20688661,0.944655388
CO,nor,2005,0.200214978,10.20688661,0.944655388
CO,npl,2005,2.171667835,17.13472992,7.721755469
CO,nzl,2005,1.090387072,13.5418132,2.297490337
CO,omn,2005,0.996817418,15.82060719,5.295581347
CO,pak,2005,2.171667835,17.13472992,7.721755469
CO,pan,2005,1.055555068,15.81812447,6.672113015
CO,per,2005,1.034930118,15.87497946,5.967573289
CO,phl,2005,1.035151004,13.00486151,2.29633174
CO,plw,2005,1.090387072,13.5418132,2.297490337
CO,png,2005,1.184931928,15.45489477,5.16948568
CO,pol,2005,0.337499355,12.45342083,2.348181095
CO,pri,2005,1.055555068,15.81812447,6.672113015
CO,prk,2005,0.723973189,11.08361687,0.861096488
CO,prt,2005,0.200214978,10.20688661,0.944655388
CO,pry,2005,1.034930118,15.87497946,5.967573289
CO,pse,2005,0.996817418,15.82060719,5.295581347
CO,pyf,2005,1.090387072,13.5418132,2.297490337
CO,qat,2005,0.996817418,15.82060719,5.295581347
CO,reu,2005,1.170000071,18.30107493,5.483850906
CO,rou,2005,0.337499355,12.45342083,2.348181095
CO,rus,2005,3.08980908,16.09049652,6.055695394
CO,rwa,2005,1.170000071,18.30107493,5.483850906
CO,sau,2005,0.996817418,15.82060719,5.295581347
CO,sdn,2005,1.170000071,18.30107493,5.483850906
CO,sen,2005,1.083046073,14.68068768,5.250695131
CO,sgp,2005,1.035151004,13.00486151,2.29633174
CO,slb,2005,1.090387072,13.5418132,2.297490337
CO,sle,2005,1.083046073,14.68068768,5.250695131
CO,slv,2005,1.055555068,15.81812447,6.672113015
CO,som,2005,1.170000071,18.30107493,5.483850906
CO,spm,2005,0.866323493,14.67263993,1.74591516
CO,srb,2005,0.337499355,12.45342083,2.348181095
CO,srb (kosovo),2005,0.337499355,12.45342083,2.348181095
CO,ssd,2005,1.170000071,18.30107493,5.483850906
CO,stp,2005,1.083046073,14.68068768,5.250695131
CO,sur,2005,1.034930118,15.87497946,5.967573289
CO,svk,2005,0.337499355,12.45342083,2.348181095
CO,svn,2005,0.337499355,12.45342083,2.348181095
CO,swe,2005,0.200214978,10.20688661,0.944655388
CO,swz,2005,1.083046073,14.68068768,5.250695131
CO,sxm,2005,1.055555068,15.81812447,6.672113015
CO,syc,2005,1.170000071,18.30107493,5.483850906
CO,syr,2005,0.996817418,15.82060719,5.295581347
CO,tca,2005,1.055555068,15.81812447,6.672113015
CO,tcd,2005,1.083046073,14.68068768,5.250695131
CO,tgo,2005,1.083046073,14.68068768,5.250695131
CO,tha,2005,1.035151004,13.00486151,2.29633174
CO,tjk,2005,5.91485943,14.80293941,7.070027048
CO,tkl,2005,1.090387072,13.5418132,2.297490337
CO,tkm,2005,5.91485943,14.80293941,7.070027048
CO,tls,2005,1.184931928,15.45489477,5.16948568
CO,ton,2005,1.090387072,13.5418132,2.297490337
CO,tto,2005,1.055555068,15.81812447,6.672113015
CO,tun,2005,1.172262656,18.27315046,5.524182924
CO,tur,2005,0.84684348,11.19517263,2.300009154
CO,twn,2005,2.767375137,10.85675907,6.24352702
CO,tza,2005,1.083046073,14.68068768,5.250695131
CO,uga,2005,1.170000071,18.30107493,5.483850906
CO,ukr,2005,3.222233397,15.90688412,6.127001019
CO,ury,2005,1.034930118,15.87497946,5.967573289
CO,usa,2005,0.866323493,14.67263993,1.74591516
CO,uzb,2005,5.91485943,14.80293941,7.070027048
CO,vct,2005,1.055555068,15.81812447,6.672113015
CO,ven,2005,1.034930118,15.87497946,5.967573289
CO,vgb,2005,1.055555068,15.81812447,6.672113015
CO,vir,2005,1.055555068,15.81812447,6.672113015
CO,vnm,2005,1.035151004,13.00486151,2.29633174
CO,vut,2005,1.090387072,13.5418132,2.297490337
CO,wlf,2005,1.090387072,13.5418132,2.297490337
CO,wsm,2005,1.090387072,13.5418132,2.297490337
CO,yem,2005,0.996817418,15.82060719,5.295581347
CO,zaf,2005,1.107145438,15.52527828,6.989420317
CO,zmb,2005,1.083046073,14.68068768,5.250695131
CO,zwe,2005,1.083046073,14.68068768,5.250695131
CO2,abw,2005,73.29753132,68.48714953,69.35981866
CO2,afg,2005,73.39956658,68.22128504,70.37612212
CO2,ago,2005,73.39807277,68.60429576,69.27464347
CO2,alb,2005,73.28072695,68.42855576,69.84522745
CO2,are,2005,73.39478681,68.59535734,68.73304949
CO2,arg,2005,73.2665441,68.49466161,69.4702168
CO2,arm,2005,72.25321563,68.60215054,68.93648864
CO2,asm,2005,73.12885351,68.47502481,68.94999843
CO2,atg,2005,73.29753132,68.48714953,69.35981866
CO2,aus,2005,73.12885351,68.47502481,68.94999843
CO2,aut,2005,72.45843549,69.02632835,70.72020632
