# File: Mekonnen_Hoekstra_Rep47_A2.csv
# Title: Water footprint per ton of crop or derived crop product at national and sub-national level (1996-2005)
# Units: m3/ton
# Description: FAO_crop (item) and item_code are both updated to match primary (land-based) crops aglu/FAO/FAO_ag_items_PRODSTAT
# Source: http://waterfootprint.org/media/downloads/Report47-Appendix-II.zip
# Date of last update: 2022-03-15 (XZ)
# Column types: cicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
FAO_crop_item,item_code,water_type,afg,alb,dza,asm,ago,atg,arg,arm,aus,aut,aze,bhs,bhr,bgd,brb,blr,bel,blz,ben,bmu,btn,bol,bih,bwa,bra,brn,bgr,bfa,mmr,bdi,khm,cmr,can,cpv,cym,caf,tcd,chl,chn,col,com,cog,cod,cok,cri,civ,hrv,cub,cyp,cze,dnk,dji,dma,dom,tls,ecu,egy,slv,gnq,eri,est,eth,fsm,fji,fin,fra,guf,pyf,gab,gmb,pse,geo,deu,gha,grc,grd,glp,gum,gtm,gin,gnb,guy,hti,hnd,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,kir,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mdv,mli,mlt,mhl,mtq,mrt,mus,mex,mda,mng,msr,mar,moz,nam,nru,npl,nld,ncl,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,reu,rom,rus,rwa,kna,lca,spm,vct,wsm,stp,sau,sen,scg,syc,sle,sgp,svk,svn,slb,som,zaf,esp,lka,sdn,sur,swz,swe,che,syr,tjk,tza,tha,tgo,tkl,ton,tto,tun,tur,tkm,tuv,uga,ukr,are,gbr,usa,ury,uzb,vut,ven,vnm,wlf,esh,yem,zmb,zwe
Seed cotton,328,Green,441.3444444,4383.516152,6067.18,,4375.564233,,5744.135699,,837.3732911,,1563.089036,,,,,,,,4752.808426,,,6350.638013,,1865.815141,2208.058145,,4206.06729,4955.063782,9118.852013,6566.264135,3986.113994,4182.094264,,,,7101.523241,8249.049178,,1440.430882,2282.772126,,,11060.00166,,6456.333333,3917.67759,,,,,,,,,,3625.551418,153.7548556,1800.730228,,,,4504.791954,,,,,,,,14368.46322,,,,5820.13364,533.8197535,,,,2138.399189,4455.330867,3967.888199,,,3101.281672,,,6489.746726,5236.661871,232.1594544,639.7042111,,290.4220415,,,,,1073.111953,6746.945257,,2709.15026,,,793.4675643,1651.284423,,,,,,,,3085.004081,4129.12454,6207.964805,,,4739.614195,,,,,,800.4652012,,,,693.5827124,9907.726596,3335.035103,,11472.2138,,,,3275.027257,1927.41907,,,,,982.0154389,,,8045.958145,1579.960567,,,,,,,5057.234043,,,,,,,,,,6431.760644,,,,,,,,6959.220812,1385.82402,398.863072,,2102.922341,,6071.037627,,,67.40410054,547.0744192,7265.999486,3842.990028,4777.821859,,,,2514.75,475.5802796,998.5235757,,13417.97123,,,,2113.791459,,350.8338485,,3244.392267,6675.764999,,,1868.321323,1978.073867,7727.43529
Seed cotton,328,Blue,6849.462963,554.3718501,,,,,96.16834732,,1826.594583,,4093.017477,,,,,,,,,,,0.005668681,,,17.79191447,,794.7380715,,7.544048349,,,0.071907776,,,,,,,246.7953254,72.07559155,,,0.00037847,,,,,,,,,,,,,4.279567172,3805.493172,,,,,2432.864726,,,,,,,,,,,,,1185.594448,,,,,,,,,44.47024969,,,1866.387116,,4073.797432,4998.14251,,1056.216577,,,,,1813.772141,320.2858293,,0.482273486,,,1207.452616,112.7051782,,,,,,,,,1156.672258,4.21E-05,,,,,,,,,2100.476108,,,,2118.479881,,493.4424982,,1.582176705,,,,,1917.195251,,,,,2155.788356,,,,1845.078171,,,,,,,,,,,,,,,,,,,,,,,,,4564.439192,3790.381662,2155.690205,,4564.053693,,0.008394346,,,2063.966932,3855.01162,397.612971,,,,,,,2330.264109,4771.806924,,,,,,903.1539277,,3340.547584,,1445.043686,,,,6011.655007,2.996474347,68.7390677
Sesame seed,289,Green,2480.854104,,,,12514.2235,,,,,,,,,,,,,,6392.159238,,,,,,6747.215219,,,9283.916197,13663.04552,,8000.360142,31874.98979,,,,3893.57468,13022.22701,,4265.794919,5573.665748,,3424.180702,3071.156872,,6468.019006,8253.646066,,,6091.831265,,,,,,,4867.680691,1249.521163,4297.642427,,15432.68611,,6360.887396,,,,,,,,14624.9981,2374.051482,,,,3251.366373,,,,6658.13359,22188.22634,,,14022.39979,4845.881711,,,14068.6047,,4005.081126,2545.756023,,203.2743357,385.8879976,,6374.865385,2738.10192,,7221.657024,,,6158.069954,,,6013.07482,,1098.91227,,,,,,1986.765227,,,,,11480.963,,,,,,7488.986515,,,,5421.639945,7914.153671,,,,,,,8117.812686,9621.597586,,,,,3300.048101,7267.775864,,6555.286176,2868.068782,,,,,,,,,,,,,,,,1750.094129,8575.849009,,,6490.522789,,,,,7210.002912,,,5972.04447,7477.604005,,,,,3486.918398,3418.014301,8368.5817,6735.769041,15237.17544,,,,,5475.507159,,,6124.801709,,,,,,3269.624113,,5840.751816,7927.906215,,,3451.869381,,
Sesame seed,289,Blue,5527.524781,,,,785.68001,,,,,,,,,,,,,,0.463178395,,,,,,62.23329868,,,7.743480909,35.57975586,,,58.05241375,,,,,20.56193634,,51.52402359,31.35963053,,50.8067463,,,11.43941145,0.355216051,,,6276.109791,,,,,,,640.1093844,1957.043955,1116.191335,,251.0328545,,22.38374497,,,,,,,,,6225.092372,,,,2519.090977,,,,2.367195107,0.063056694,,,95.18331841,7.821322209,,,200.7217425,,1438.943028,9330.396932,,590.947239,42.91644217,,1.211447684,806.3072378,,204.1821169,,,8.06E-07,,,2.22324966,,58.54448287,,,,,,175.0988227,,,,,74.87736272,,,,,,487.9154061,,,,1041.512215,32.65230374,,,,,,,0.208862482,1169.347939,,,,,3055.350528,0.177384918,,1.042251991,421.8828636,,,,,,,,,,,,,,,,3747.944486,,,,,,,,,576.7613197,,,1891.614065,1607.498963,,,,,9133.624985,4234.048405,42.97200547,73.24188561,1.125475505,,,,,1858.211971,,,0.464028252,,,,,,4180,,210.7540164,2.208396765,,,1691.265731,,
Sisal,789,Green,,,,,4232.280154,,,,,,,,,,,,,,,,,,,,5979.364953,,,,,,,,,,,16291.70732,,,1483.967441,,,,,,,,,9234.928956,,,,,,20020.77636,,,,,,,,9760.368034,,,,,,,,,,,,,,,,,,62849.76636,,,14202.21424,,,,,5715.766667,,,,,,18382.55607,,,,5835.48916,,,,,,,,,,,,,,,5306.622378,19639.66643,,,,,,,,,6878.283842,,,,3500.96968,14207.3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498.901961,,,,,,,,,,8537.047756,12409.6397,,,,,,,,,,,,,,,,,6419.770428,,,,,,
Sisal,789,Blue,,,,,277.2348382,,,,,,,,,,,,,,,,,,,,797.5957841,,,,,,,,,,,,,,34.0880793,,,,,,,,,,,,,,,11.69440765,,,,,,,,77.19723764,,,,,,,,,,,,,,,,,,156.4592718,,,4.009138195,,,,,,,,,,,1.017501029,,,,62.87157181,,,,,,,,,,,,,,,,4670.392715,,,,,,,,,1908.901701,,,,1614.131461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794.407843,,,,,,,,,,232.0550305,387.9258752,,,,,,,,,,,,,,,,,214.3302592,,,,,,
Sorghum,83,Green,,,1101.206171,,,,1038.396166,,1547.475544,,21733.14599,,,,,,,1384.019808,3848.042304,,,1507.444998,,8951.075693,2112.565236,,1658.748852,4675.097592,,2501.394052,,2617.543887,,,,3469.079723,6746.076366,,951.5796015,1069.690328,,,3226.318415,,,6174.976236,946.3487324,4875.964291,,,,,,1562.309066,,1941.173692,194.5844386,2963.655226,,7275.548869,,4962.580831,1353.32,1087.54,,463.1503788,,,,3096.639995,766.6939052,,,3889.051577,1559.19193,,,,3679.127348,4636.623192,4228.016452,,5383.922148,4261.820799,1750.998473,,5694.479207,,,4012.647012,,388.0570593,616.7193565,,,228.7460526,1224.456546,4358.781859,,2666.159529,3419.146098,,2814.327075,,,1430.95733,7244.616348,,,,,3336.722222,9297.678175,6820.758196,,3850.91181,4374.40654,,,,5819.501624,,1044.19212,3646.803263,,,4579.252428,7385.586606,11616.9413,,,,2801.981347,,1835.522826,10079.45008,,,,494.2671714,3624.688261,1738.768778,1203.191085,3464.364127,613.8375743,3074.958255,,,,,,2714.677961,3213.983708,3041.374379,,,,,,,1029.356169,3859.241675,1130.014621,,5302.406418,,1242.14486,,,7385.171171,1298.057176,789.7966439,6383.060619,6179.717387,,7167.329383,,,2959.935897,2010.710291,3798.886707,2241.773807,4016.779606,,,,9707.6112,,,,2921.81242,2563.084744,,,1059.690474,1511.008039,912.8984297,,1327.722576,,,,2958.411409,5742.523147,6241.545892
Sorghum,83,Blue,,,,,,,12.89948399,,66.55448424,,26110.8271,,,,,,,,,,,,,,0.015833987,,,,,,,,,,,,,,41.93837637,,,,,,,,,,,,,,,,,,496.3502855,,,0.03652568,,8.708733287,,66.25166667,,16.55771571,,,,,,,,,,,,,,,,,,,,,98.22953392,,,,,,,,,,1870.578386,,,,,,3233.803907,,,,,,,,,,,,,138.8610922,4.434790068,,,,9.082175415,,176.6596463,,,,447.9979173,0.001270449,,,,,595.68,,,,,,,,1838.544502,,,,,2.614765317,,,,,,,,,,,,,,,2328.980475,,,,,,,,,595.6686987,57.88771133,,,351.5203331,,,,,,,,,,,,,3958.447242,,,,,,,,69.56718096,,797.0453099,,18.10515316,,,,967.7087902,,15.80878316
"Cherries, sour",530,Green,,1387.866438,,,,,,,,952.718711,552.0770069,,,,,2006.405356,,,,,,4258.340632,2743.052622,,,,2200.784379,,,,,,649.6276508,,,,,,,,,,,,,,1857.773286,,,1238.398774,823.8550434,,,,,,,,,,,,,,,,,,,,,,660.6091662,,695.3180634,,,,,,,,,,1376.192706,,,,563.8494962,,,,1126.572054,,,,653.1715017,,,,,,,,,,,,,,,1321.793094,,,,,,,,,,,,1471.143598,,,,,,,,,,,,,,,,,,,,,1139.518937,,1239.745898,3740.114549,,,,,1637.023932,,,,,,,,,,2140.465029,,,,2599.961552,568.5626378,,,,,,,,,,,,,,,,,,,,550.3450287,,,,734.5740062,,,510.5738233,,604.1773823,,,,,,,,
"Cherries, sour",530,Blue,,879.1369863,,,,,,,,49.20180953,278.4243555,,,,,,,,,,,107.6169256,,,,,27.01266518,,,,,,501.0151933,,,,,,,,,,,,,,4.067814913,,,43.79280823,15.13411598,,,,,,,,,,,,,,,,,,,,,,4.659490183,,247.8278919,,,,,,,,,,35.8195226,,,,2260.045219,,,,255.2221109,,,,1396.729893,,,,,,,,,,,,,,,222.0800726,,,,,,,,,,,,47.69999339,,,,,,,,,,,,,,,,,,,,,661.2823568,,5.51364764,440.165947,,,,,9.23E-09,,,,,,,,,,17.95311881,,,,98.25756401,,,,,,,,,,,,,,,,,,,,,136.301438,,,,,,,689.8510156,,1524.200419,,,,,,,,
Soybeans,236,Green,,2378.810761,,,,,2093.581615,,1894.197299,1621.321425,1937.631803,,,,,,,2890.05059,3183.215979,,4390.5799,3005.473277,2437.430632,,2181.471332,,4901.658193,4833.055268,5114.459472,4563.153285,3898.737524,5486.493058,1432.551769,,,,,,2548.828615,1819.703326,,,4133.316813,,,2407.362325,1915.417342,,,2437.791152,,,,,3908.40985,1389.511912,330.0686758,1068.914763,,,,1460.759208,,,,1498.815218,,,2627.25,,,1601.571547,1951.441808,,1251.666595,,,,1500.2308,,,,,1553.505652,1901.758355,,4242.313419,3937.52591,793.6725762,1562.064998,,,1152.907667,,2956.48842,,1458.311186,3732.753887,,2602.37214,3989.714265,,2406.492636,4005.808325,3347.210117,,,6691.244444,,,,1937.299597,,,,,2357.690803,,,,,,3128.939166,2995.612401,,,1730.9,,,,7042.790989,,,,1397.88817,,,,,,2348.059311,3532.354909,,2492.308883,3504.088905,3371.27176,3802.743382,,,,,1996.726591,4006.756613,7858.731077,,,,,,,,,1915.468247,,,,2576.157661,1939.757576,,,2739.081032,690.6039758,4144.551067,,3899.425098,,,1401.229269,1058.996567,34567.093,9834.323733,2560.117728,,,,,,983.1991033,,,3489.366869,2905.987881,,,1560.346054,3111.744088,,,699.6555132,2838.974995,,,,3208.109648,2390.946898
Soybeans,236,Blue,,,,,,,5.312499799,,,,,,,,,,,,,,,,,,0.831914955,,8.424044404,,,,,,,,,,,,249.0095135,,,,,,,,,,,,,,,,,,1551.081358,,,,,3301.612117,,,,446.6329915,,,,,,,,,55.68607092,,,,,,,,,,6.099061702,,22.50368291,210.1403343,2480.915887,,,,130.8082445,,,,,,,0.508539564,37.24805503,,5269.746283,,,,,,,,,,,,,,109.7207009,,,,,,437.7224928,1.015038952,,,,,,,,,,,,,,,,,,,,0.014203856,,,,,,,,643.677679,0.001397796,,,,,,,,,,,,,,151.0043682,,,,87.51374704,2624.352883,,,,,,,,150203.9887,,,,,,,,,,,,,,,92.36470272,6.259432636,,,,,,,,,126.1069599
Spices nes,723,Green,,3091.34385,,,,,4261.666841,,,,,,,,,,,,,,576.3604167,6179.664406,,,,,2575.407562,2375.849896,,,,,,,,,,,1293.384836,489.7381409,4720.106666,,,,,6269.841277,,,,,,,11714.81752,6273.705061,3479.251142,2563.839651,,,,6479.257757,,9124.027224,,,,,,,,,46.23490674,2422.669773,,,,10888.16343,,,10430.71812,,,,,,1620.059402,,3114.924353,4799.290907,5003.615385,,,,,1074.983277,,,,4169.804044,,,,8.675164309,897.3818133,,,2749.175233,,,,,,,4153.573272,6734.301947,,,,,,,,299.7173523,523.1775633,,,,2728.758732,,,,595.6263509,,,,,2169.123464,,,,,194.4968891,,6125.308642,,1001.379455,,,,,,,,,4493.19842,,165.4328829,,1815.830688,4766.78,,,,,,1544.767553,,,,1747.196581,,,1694.746578,949.727624,,,,,,1103.825926,,,3515.712314,4393.469295,,1423.4752,,1912.65521,1331.205905,,,,,,,,,1234.545,287.9869565,,,5366.8,,,6391.036695,5895.424866
Spices nes,723,Blue,,2884.521792,,,,,934.6939286,,,,,,,,,,,,,,,633.7214498,,,,,317.7617404,36.41882945,,,,,,,,,,,54.81969036,29.8817443,,,,,,3.196579289,,,,,,,,199.2193664,,1222.705753,,,,223.1808064,,94.68969138,,,,,,,,,687.5362411,880.2416061,,,,197.904625,,,89.20570654,,,,,,135.2885987,,132.015372,326.3412659,4422.153846,,,,,25.22133581,,,,205.0229747,,,,230.9535796,1691.895035,,,2605.689696,,,,,,,30.75682772,45.93241419,,,,,,,,10.32099713,196.5909415,,,,1084.220613,,,,61.84760197,,,,,398.9049116,,,,,798.5861491,,,,665.0220124,,,,,,,,,14.72983598,,,,,,,,,,,2.342138097,,,,,,,2972.052724,571.6399067,,,,,,13437.03704,,,201.5779815,3.831792236,,,,197.5994497,1111.163782,,,,,,,,,7614.5,,,,,,,90.27022809,499.7087176
Spinach,373,Green,,104.2297581,,,,,,,94.01187783,68.65568185,,,,,,,60.02786823,,,,,,,,,839.9741596,193.9803465,,,,,,254.7908852,,,,,,110.7851415,210.8821801,,81.14132274,,,,,,,105.0475352,137.6578322,,,,,,,23.3133723,,,,,,,,88.46807643,73.69767543,,,,,21.0094642,,83.45619556,,84.2382347,,,,,,,,195.8933648,,80.82817239,,,1046.80424,45.56253339,200.2109091,,8.893825487,101.5967477,181.9586173,152.1863163,71.26997717,,178.7625685,,,151.6034197,6.545998075,,,,89.59242661,,,,276.0407109,,96.30721196,,,,,,47.03436917,,,,,198.7413405,,,,,,,,,56.25140641,,404.5160719,,,,,,,35.46080148,,,,180.0893859,714.5348123,,83.73543749,,23.08153191,,192.7460818,,,,,,,,,,,,,,155.1374074,212.1125012,24.1097279,,,,70.51548146,,,,,,134.0029023,,,,,,,,,110.3132877,116.1474555,,,,,11.39826399,,59.53941313,,,,174.5410248,,,,,,
Spinach,373,Blue,,86.1549451,,,,,,,32.39172368,3.47510648,,,,,,,3.450712282,,,,,,,,,2.141722134,19.02692361,,,,,,4.543141107,,,,,,5.924563695,14.23542494,,2.946947661,,,,,,,150.2024648,3.5002094,,,,,,,234.7171395,,,,,,,,1.030703093,11.43995578,,,,,191.5612118,,0.937094006,,158.6159868,,,,,,,,7.75883632,,6.224724619,,,104.2229978,40.74149207,1041.309091,,77.84654271,28.3210059,5.599018404,0.902466227,51.87505708,,6.644191645,,,4.063021807,179.5066167,,,,25.30870245,,,,2.601346609,,15.7856663,,,,,,90.62167886,,,,,97.67923344,,,,,,,,,5.915022301,,100.8621512,,,,,,,140.15298,,,,81.95818307,9.155408223,,68.22687935,,668.6,,10.52024535,,,,,,,,,,,,,,,77.86309509,,,,,114.3633063,,,,,,4.33386928,,,,,,,,,16.5236201,51.51849689,,,,,31.87512324,,36.82260105,,,,34.38498354,,,,,,
"Fruit, stone nes",541,Green,491.4033333,,1991.713576,,,,,361.8612757,,,,,,,,,,,,,,,,,,,,,,,,2130.91852,,,,,,,897.8097471,,,,,,,,,,,,,,,,,,317.7945112,,,,,,,,5266.254237,,,,,,,1127.569865,588.3911896,,1064.555999,,,,,,,,,,,,1259.422337,,703.7528409,,,,507.172484,,1574.107755,,,,,,,,,1276.97479,,,,,,8664.185393,,,,,,,,1515.927078,,,,,,,,,612.8944087,,,,,,,346.0951809,,,,,,,,,,,,,1203.699865,2072.609275,,,1974.405839,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.7551867,,,,,,,,930.0462036,1080.552112,,,,1253.117892,,,,,666.5556196,,,,,,1302.43212,,981.2764228
"Fruit, stone nes",541,Blue,1334.336667,,787.9740033,,,,,253.3836151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83421801,,,,,,,,,,,,,,,,,,1520.486873,,,,,,,,,,,,,,,134.9816177,2.023197932,,676.6345455,,,,,,,,,,,,360.9937785,,1985.426136,,,,119.6764602,,0.542177029,,,,,,,,,,,,,,,,,,,,,,,146.0574452,,,,,,,,,956.064212,,,,,,,11.88890661,,,,,,,,,,,,,1.880246115,271.445601,,,39.73918844,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.850622,,,,,,,,,338.1075858,,,,,,,,,974.4643572,,,,,,1255.137504,,
Strawberries,544,Green,,,,,,,353.2531584,,143.3371212,250.3528467,,,,,,708.1414897,78.07180218,,,,,765.9995958,746.3265185,,521.9793233,,508.523575,,,,,,507.2601342,,,,,93.82110871,353.8851951,213.1105301,,,,,351.0496328,,678.614072,,71.93799652,586.3157695,517.4533556,,,,,334.1152011,21.07118297,,,,1037.319041,,,,772.9753459,191.5471616,,,,,47.33697884,1482.407764,246.5281749,,96.85992667,,,,364.7259049,,,,,,268.7413552,,,,162.5419324,,190.1199759,39.04013779,119.4802754,,140.7794911,89.24949329,448.7840532,335.7831911,,,163.2720535,41.56014508,487.1548153,,535.6728613,73.46468682,,,,918.2794471,271.1968136,393.0663211,,,,,,65.33449333,,,,,227.8633638,727.4134039,,,44.18336381,,,,,131.260555,,124.5115302,,,,,355.9680725,,,,,559.1952062,205.7941654,472.186198,766.9931064,1437.49599,,,168.33,308.883496,337.3862684,,,,,,,,,,829.8727028,,,,841.9365334,173.2672934,,,289.8084794,65.66237073,,,,,460.3597148,147.9727536,,,,,,,,,88.3519662,134.4736097,,,,604.9658096,,185.657552,79.0751559,,269.4072387,,726.4279894,,,,,,385.6798338
Strawberries,544,Blue,,,,,,,237.4361083,,277.4853053,42.15686266,,,,,,159.0199049,11.59408008,,,,,1034.30924,187.2646767,,357.1709981,,323.4515467,,,,,,140.7250432,,,,,143.2375385,84.67143587,25.47410994,,,,,15.76197416,,170.5299525,,284.6615807,135.1856736,89.64677336,,,,,292.531157,296.0092376,,,,213.9642047,,,,148.8525421,69.40809701,,,,,179.3878793,557.4534729,49.53910804,,167.2257504,,,,12.18514213,,,,,,108.983743,,,,783.6416537,,12.36717608,145.6125125,52.13236931,,5.152443927,395.6211441,877.5679027,356.1009903,,,21.7506202,188.5649071,785.8272708,,109.7677841,240.6189491,,,,201.7908063,41.31463866,306.7138237,,,,,,233.305857,,,,,89.85837935,392.1872656,,,122.634112,,,,,17.98947236,,40.73755817,,,,,33.57798641,,,,,159.1145217,448.0517708,28.39988506,165.9526774,1897.536032,,,50.24233333,141.1464159,182.1433949,,,,,,,,,,298.644993,,,,228.5093038,12.58814084,,,430.5387349,110.3318293,,,,,99.13488673,4.870220599,,,,,,,,,176.4865128,248.7945798,,,,297.8871659,,27.91330085,54.05900542,,1133.690243,,109.8187274,,,,,,1278.371004
String beans,423,Green,,,,,,,372.8143934,,,,,,,,656.5947325,,,,,,,,,,,,,,,,,,,,,,,,228.1117872,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2796288,,264.08,,,,,,,,,,,,,,,,,,,,,,263.4051661,,,,334.7363269,362.7206566,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0853561,,,,89.96780586,,,,,,,,,,,,,,,,,,880.4304568,362.4477783,307.3984706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.6330694,,,,,,,329.3532303,,,,460.0260049,,,,,,
String beans,423,Blue,,,,,,,57.40909867,,,,,,,,8.702846063,,,,,,,,,,,,,,,,,,,,,,,,6.355548176,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48464266,,,,,,,,,,,,,,,,,,,,,,,,805.9926199,,,,7.018043894,1.10963255,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.18502349,,,,7.460818216,,,,,,,,,,,,,,,,,,250.8707344,1.185466494,0.232816919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84417357,,,,,,,111.3669168,,,,46.07647487,,,,,,
Sugar beet,157,Green,504.0944444,117.0151841,,,,,,160.868048,,60.09784285,95.32187503,,,,,121.4950307,50.51812005,,,,,,159.3637638,,,,262.0232599,,,,,,80.01256531,,,,,39.12319728,147.6363381,,,7554.924456,,,,,115.2196489,,,81.79766113,57.09166569,,,,,490.0160656,14.62694003,,,,117.0993004,,,,88.97345046,42.541858,,,,,111.3395332,250.8984127,59.91431033,,47.2628643,,,,,,,,,,95.35015882,,,,54.21385657,93.54448399,77.77596367,,89.82445087,,73.21506524,,120.5143551,,,,,,83.18042061,,93.27697524,70.28337963,,,,100.6638277,,90.54682695,,,,,,,,,,,23.08569857,161.1671222,,,32.69285182,,,,,54.77260402,,,,,,,,,110.0769378,,,,,,91.80123219,40.0544894,,,,199.2707734,165.2411325,,,,,,,,,,119.9083382,,,,89.77693546,89.95193227,,,,42.34792067,,,,,71.93524281,51.41902727,73.70544082,,,,,,,,53.65042416,55.66236254,180.6335488,,,182.7144276,,66.23744297,68.82094372,,183.8975469,,133.2373207,,,,,,
Sugar beet,157,Blue,,6.731082477,,,,,,,,3.648871259,80.63395227,,,,,0.000252455,0.018889667,,,,,,,,,,0.88079841,,,,,,,,,,,72.41222279,,,,5.468742069,,,,,,,,0.000529154,,,,,,,168.2684803,,,,,,,,1.148860783,1.254052043,,,,,,132.2095238,2.700545348,,54.0629114,,,,,,,,,,0.568491036,,,,345.6355375,,,,11.94962951,,0.929825975,,238.0987213,,,,,,47.60925233,,0.3231138,85.26003265,,,,0.001254678,,,,,,,,,,,,,,24.72984691,,,84.85412577,,,,,0.219509168,,,,,,,,,,,,,,,0.564319292,73.40538454,,,,2.965660601,12.89509115,,,,,,,,,,2.404251305,,,,10.88196367,,,,,56.41397948,,,,,3.26110195,0.082063896,64.63031936,,,,,,,,47.24586629,88.26296425,0.014272503,,,2.670290801,,0.860844655,37.86432495,,,,,,,,,,
Sugar cane,156,Green,331.7896861,,,10748.72625,100.548901,,88.7583113,,72.98184011,,,493.252381,,294.5939628,238.8491533,,,248.2785252,256.327325,,388.3195122,151.4314523,,,121.7654316,,,98.46636554,244.6928896,99.754857,576.541927,1156.769868,,314.8030309,,1478.718292,98.57709003,,168.9723702,124.6010542,,230.6134335,167.913192,,139.650842,168.8248885,,357.91618,,,,,736.40553,268.3337717,,103.8718112,14.14968061,146.8211156,,,,92.42694802,,234.2732278,,,160.2756757,168.5544749,168.1522134,,,,,443.1844485,,240.8414208,216.1862393,,127.5822315,229.0793038,311.8855671,169.6279196,223.7405581,149.159987,,,121.6322009,162.9957825,47.98963001,327.686198,,,,207.3859162,150.1634939,,,94.80628041,,,,,,332.2233621,,156.4547136,,1249.259109,,,,,286.9164397,64.19934723,197.4889649,,78.38496298,,,198.8359914,,139.9337249,134.875132,,,,52.96596424,458.2617123,,,301.2568025,,,,145.1377008,99.5480869,,,,109.8310345,88.05095162,218.4379137,211.9891006,223.0822897,48.07312739,161.7535109,,64.78410958,,,128.9853773,,,251.9210862,216.6920602,,,454.1182724,1059.783333,,,38.92431876,,,107.8753709,,,,,157.2201919,119.0040256,60.78710961,193.8771327,30.64198279,289.8488737,54.87571202,,,60.15580952,,61.74128276,208.5681252,,,,221.09581,,,,,127.3086271,,,,174.1652986,186.3282418,,,159.6109804,217.9227805,539.685,,,37.05782609,41.1460548
Sugar cane,156,Blue,,,,,163.4915192,,27.26536326,,52.90375407,,,,,,,,,1.672583623,76.29593567,,,9.140722373,,,5.412521497,,,52.07285119,5.100552904,36.40698541,148.0945692,0.080875559,,245.9491861,,,119.0634479,,6.389877337,8.377761683,,33.04468892,21.91277627,,24.35211169,32.52498588,,50.20135883,,,,,,100.2025742,,74.15841483,144.3770412,5.396674246,,,,71.67277365,,,,,,,,,,,,,,,7.778933207,,12.59076848,0.035394418,,13.03321017,25.42606758,6.946740521,,,140.7963419,45.79152898,,,,,,26.98846494,3.875212335,,,2.017642517,,,,,,65.71797668,,,,,,,,,37.94592481,68.03766006,32.42812769,,203.6877188,,,20.39018964,,4.976476709,33.17795452,,,,140.5167961,136.5034801,,,73.3037184,,,,15.99011504,289.5891569,,,,,230.6205028,17.15327135,,22.82455145,60.82566113,17.48866551,,98.17073623,,,2.5294082,,,1.432385841,,,,,,,,59.51835594,,,32.25825915,,,,,268.2800947,27.89473413,86.30978533,123.9147646,225.2179631,,66.09106804,,,,,,42.63490254,,,,7.784290819,,,,,0.203542313,,,,24.99827735,0.951308585,,,47.1471802,33.83773348,,,,90.69076087,77.72293705
Sugar crops nes,161,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.4306283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578.143089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar crops nes,161,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
