# File: Mueller_yield_levels.csv
# Title: Attainable yield levels by country and basin
# Units: tons/ha
# Description: Min, average, and max refer to the respective yields observed in grid cells within country, basin, and crop; count is the number of grid cells with harvested area for the given crop, country, and basin.
# Source: Mueller, N. D., Gerber, J. S., Johnston, M., Ray, D. K., Ramankutty, N. and Foley, J. A.: Closing yield gaps through nutrient and water management, Nature, 490(7419), 254–257, doi:10.1038/nature11420, 2012. Geospatial data processed by Yannick Le Page.
# https://github.com/JGCRI/lds
Country,Basin,crop,yield_level,min,average,max,Count
twn,78,rice,_rainfedyieldceilings,7.61,7.61,7.61,1
twn,103,rice,_rainfedyieldceilings,3.56,4.82,7.14,202
tza,87,rice,_rainfedyieldceilings,4.31,7.54,9.39,773
tza,171,rice,_rainfedyieldceilings,1.84,5.21,9.39,3228
tza,179,rice,_rainfedyieldceilings,2.48,6.61,9.39,1074
tza,183,rice,_rainfedyieldceilings,1.97,6.73,9.39,1336
tza,188,rice,_rainfedyieldceilings,2.03,6.57,7.61,276
uga,87,rice,_rainfedyieldceilings,1.97,5.28,9.39,1260
uga,179,rice,_rainfedyieldceilings,2.82,7.21,9.39,33
uga,183,rice,_rainfedyieldceilings,5.34,6.08,6.27,5
ukr,30,rice,_rainfedyieldceilings,NA,NA,NA,NA
ukr,39,rice,_rainfedyieldceilings,9.37,9.37,9.37,2653
ukr,47,rice,_rainfedyieldceilings,9.33,9.37,9.37,1053
ukr,49,rice,_rainfedyieldceilings,9.33,9.36,9.37,275
ukr,53,rice,_rainfedyieldceilings,9.37,9.37,9.37,917
ukr,54,rice,_rainfedyieldceilings,9.33,9.34,9.37,141
ury,195,rice,_rainfedyieldceilings,4.78,5.46,9.39,481
ury,206,rice,_rainfedyieldceilings,4.78,6.15,9.39,1646
usa,7,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,23,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,27,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,96,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,101,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,150,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,217,rice,_rainfedyieldceilings,4.78,9.1,9.39,535
usa,218,rice,_rainfedyieldceilings,4.78,4.78,4.78,8
usa,219,rice,_rainfedyieldceilings,4.78,6.28,7,1763
usa,220,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,221,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,222,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,223,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,224,rice,_rainfedyieldceilings,4.78,5.62,7,499
usa,225,rice,_rainfedyieldceilings,5.34,7.14,7.61,534
usa,226,rice,_rainfedyieldceilings,2.03,6.08,7.61,81
usa,227,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,228,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,229,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,230,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,231,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,232,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,233,rice,_rainfedyieldceilings,NA,NA,NA,NA
usa,234,rice,_rainfedyieldceilings,NA,NA,NA,NA
uzb,45,rice,_rainfedyieldceilings,NA,NA,NA,NA
uzb,52,rice,_rainfedyieldceilings,NA,NA,NA,NA
uzb,58,rice,_rainfedyieldceilings,9.37,9.37,9.37,119
uzb,76,rice,_rainfedyieldceilings,9.33,9.37,9.37,385
vct,143,rice,_rainfedyieldceilings,NA,NA,NA,NA
ven,143,rice,_rainfedyieldceilings,1.84,4.44,9.39,1914
ven,156,rice,_rainfedyieldceilings,1.84,3.79,9.39,4627
ven,161,rice,_rainfedyieldceilings,2.03,3.54,6.69,325
ven,166,rice,_rainfedyieldceilings,5.12,5.12,5.12,1
vir,101,rice,_rainfedyieldceilings,NA,NA,NA,NA
vnm,108,rice,_rainfedyieldceilings,5.34,6.22,7.61,150
vnm,109,rice,_rainfedyieldceilings,2.03,5.73,7.14,1085
vnm,112,rice,_rainfedyieldceilings,4.31,4.68,7.14,43
vnm,125,rice,_rainfedyieldceilings,1.84,3.95,7.14,723
vnm,126,rice,_rainfedyieldceilings,1.97,4.3,7.61,1793
vnm,148,rice,_rainfedyieldceilings,3.1,3.19,3.38,5
vut,185,rice,_rainfedyieldceilings,NA,NA,NA,NA
wlf,176,rice,_rainfedyieldceilings,NA,NA,NA,NA
wsm,176,rice,_rainfedyieldceilings,NA,NA,NA,NA
yem,93,rice,_rainfedyieldceilings,NA,NA,NA,NA
yem,94,rice,_rainfedyieldceilings,NA,NA,NA,NA
yem,100,rice,_rainfedyieldceilings,NA,NA,NA,NA
zaf,194,rice,_rainfedyieldceilings,4.98,9.33,9.39,2531
zaf,196,rice,_rainfedyieldceilings,NA,NA,NA,NA
zaf,198,rice,_rainfedyieldceilings,4.78,8.5,9.39,3161
zaf,199,rice,_rainfedyieldceilings,4.78,8.76,9.39,931
zaf,204,rice,_rainfedyieldceilings,4.98,9.06,9.39,234
zmb,179,rice,_rainfedyieldceilings,7.61,7.66,8.25,22
zmb,183,rice,_rainfedyieldceilings,3.22,6.92,9.39,1879
zmb,188,rice,_rainfedyieldceilings,2.82,7.2,9.39,4357
zwe,188,rice,_rainfedyieldceilings,2.82,7.92,9.39,1018
zwe,190,rice,_rainfedyieldceilings,4.78,8.42,9.39,408
zwe,197,rice,_rainfedyieldceilings,9.39,9.39,9.39,3
zwe,199,rice,_rainfedyieldceilings,5.33,7.81,9.39,142
abw,143,wheat,_02ndpercentileyield,NA,NA,NA,NA
afg,52,wheat,_02ndpercentileyield,0.28,0.64,1.04,1080
afg,58,wheat,_02ndpercentileyield,0.28,0.73,1.87,1714
afg,89,wheat,_02ndpercentileyield,0.28,0.86,1.87,791
afg,90,wheat,_02ndpercentileyield,0.5,0.64,0.72,491
afg,97,wheat,_02ndpercentileyield,0.5,0.67,1.11,1592
afg,102,wheat,_02ndpercentileyield,0.67,0.67,0.67,1
ago,162,wheat,_02ndpercentileyield,0.27,0.58,1.1,43
ago,182,wheat,_02ndpercentileyield,0.52,0.83,1.63,2877
ago,183,wheat,_02ndpercentileyield,0.27,0.62,1.1,348
ago,188,wheat,_02ndpercentileyield,0.52,0.86,0.94,1329
ago,197,wheat,_02ndpercentileyield,0.52,0.88,0.94,1900
aia,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
alb,54,wheat,_02ndpercentileyield,0.72,0.72,0.72,3
alb,55,wheat,_02ndpercentileyield,0.72,1.1,1.45,420
and,64,wheat,_02ndpercentileyield,NA,NA,NA,NA
and,73,wheat,_02ndpercentileyield,NA,NA,NA,NA
ant,143,wheat,_02ndpercentileyield,NA,NA,NA,NA
are,94,wheat,_02ndpercentileyield,0.67,0.67,0.67,1
arg,169,wheat,_02ndpercentileyield,0.69,0.85,1.8,212
arg,200,wheat,_02ndpercentileyield,0.69,0.71,0.72,84
arg,203,wheat,_02ndpercentileyield,0.28,0.95,1.87,1433
arg,205,wheat,_02ndpercentileyield,0.28,0.77,1.87,1243
arg,206,wheat,_02ndpercentileyield,0.28,0.93,1.49,6676
arg,207,wheat,_02ndpercentileyield,NA,NA,NA,NA
arg,209,wheat,_02ndpercentileyield,0.28,0.99,1.49,2415
arg,210,wheat,_02ndpercentileyield,0.28,1.16,1.49,3179
arg,212,wheat,_02ndpercentileyield,0.28,0.58,1.42,681
arg,213,wheat,_02ndpercentileyield,0.28,0.59,1.87,330
arg,214,wheat,_02ndpercentileyield,0.5,0.57,0.72,28
arg,215,wheat,_02ndpercentileyield,0.5,0.71,1.8,261
arm,72,wheat,_02ndpercentileyield,0.53,0.85,1.8,420
asm,176,wheat,_02ndpercentileyield,NA,NA,NA,NA
atg,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
aus,184,wheat,_02ndpercentileyield,0.27,0.68,1.63,1163
aus,189,wheat,_02ndpercentileyield,0.28,0.91,1.87,4155
aus,191,wheat,_02ndpercentileyield,0.28,0.75,1.49,2382
aus,193,wheat,_02ndpercentileyield,0.28,0.62,1.63,827
aus,202,wheat,_02ndpercentileyield,0.28,0.66,1.49,1475
aus,208,wheat,_02ndpercentileyield,0.28,0.84,1.87,6233
aus,211,wheat,_02ndpercentileyield,0.72,1.16,1.87,306
aus,216,wheat,_02ndpercentileyield,NA,NA,NA,NA
aut,31,wheat,_02ndpercentileyield,0.72,0.99,1.37,14
aut,32,wheat,_02ndpercentileyield,0.72,0.9,1.37,19
aut,54,wheat,_02ndpercentileyield,0.72,1.2,1.87,647
aut,57,wheat,_02ndpercentileyield,NA,NA,NA,NA
aze,45,wheat,_02ndpercentileyield,0.72,0.9,1.06,6
aze,72,wheat,_02ndpercentileyield,0.28,0.75,1.8,1263
bdi,87,wheat,_02ndpercentileyield,0.52,0.7,1.17,137
bdi,183,wheat,_02ndpercentileyield,0.27,0.82,1.05,59
bel,32,wheat,_02ndpercentileyield,0.78,1.09,1.37,254
bel,36,wheat,_02ndpercentileyield,0.78,0.92,1.87,285
bel,41,wheat,_02ndpercentileyield,0.78,0.78,0.78,1
bel,46,wheat,_02ndpercentileyield,1.37,1.37,1.37,1
ben,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
ben,149,wheat,_02ndpercentileyield,NA,NA,NA,NA
ben,160,wheat,_02ndpercentileyield,NA,NA,NA,NA
bfa,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
bfa,149,wheat,_02ndpercentileyield,NA,NA,NA,NA
bfa,160,wheat,_02ndpercentileyield,NA,NA,NA,NA
bgd,110,wheat,_02ndpercentileyield,NA,NA,NA,NA
bgd,116,wheat,_02ndpercentileyield,NA,NA,NA,NA
bgr,54,wheat,_02ndpercentileyield,0.72,1.35,1.87,723
bgr,55,wheat,_02ndpercentileyield,0.72,1.24,1.87,882
bhr,94,wheat,_02ndpercentileyield,NA,NA,NA,NA
bhs,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
bih,54,wheat,_02ndpercentileyield,0.72,1.12,1.37,565
bih,55,wheat,_02ndpercentileyield,0.72,1.05,1.37,226
blr,17,wheat,_02ndpercentileyield,0.72,0.79,0.98,8
blr,25,wheat,_02ndpercentileyield,0.72,0.97,1.07,591
blr,30,wheat,_02ndpercentileyield,0.87,1.24,1.8,178
blr,35,wheat,_02ndpercentileyield,0.98,1.02,1.8,861
blr,39,wheat,_02ndpercentileyield,0.98,1.38,1.8,2293
blz,111,wheat,_02ndpercentileyield,NA,NA,NA,NA
blz,133,wheat,_02ndpercentileyield,NA,NA,NA,NA
bol,156,wheat,_02ndpercentileyield,0.27,0.84,1.87,2871
bol,200,wheat,_02ndpercentileyield,0.69,0.82,1.87,999
bol,206,wheat,_02ndpercentileyield,0.27,0.73,1.87,1841
bol,207,wheat,_02ndpercentileyield,NA,NA,NA,NA
bra,156,wheat,_02ndpercentileyield,0.52,0.52,0.52,5
bra,161,wheat,_02ndpercentileyield,NA,NA,NA,NA
bra,168,wheat,_02ndpercentileyield,NA,NA,NA,NA
bra,172,wheat,_02ndpercentileyield,NA,NA,NA,NA
bra,174,wheat,_02ndpercentileyield,0.52,0.52,0.52,16
bra,186,wheat,_02ndpercentileyield,NA,NA,NA,NA
bra,187,wheat,_02ndpercentileyield,NA,NA,NA,NA
bra,192,wheat,_02ndpercentileyield,0.52,0.81,1.17,418
bra,195,wheat,_02ndpercentileyield,0.52,0.94,1.17,1282
bra,206,wheat,_02ndpercentileyield,0.27,0.79,1.17,1285
brb,143,wheat,_02ndpercentileyield,NA,NA,NA,NA
brn,159,wheat,_02ndpercentileyield,NA,NA,NA,NA
btn,110,wheat,_02ndpercentileyield,0.72,0.96,1.37,234
bwa,188,wheat,_02ndpercentileyield,0.72,0.89,0.94,94
bwa,194,wheat,_02ndpercentileyield,0.66,0.69,0.89,1053
bwa,197,wheat,_02ndpercentileyield,0.66,0.75,0.94,2220
bwa,199,wheat,_02ndpercentileyield,0.66,0.75,0.89,882
caf,87,wheat,_02ndpercentileyield,NA,NA,NA,NA
caf,151,wheat,_02ndpercentileyield,NA,NA,NA,NA
caf,162,wheat,_02ndpercentileyield,NA,NA,NA,NA
caf,183,wheat,_02ndpercentileyield,NA,NA,NA,NA
can,2,wheat,_02ndpercentileyield,0.72,0.83,0.89,636
can,7,wheat,_02ndpercentileyield,NA,NA,NA,NA
can,10,wheat,_02ndpercentileyield,0.72,0.77,0.89,2245
can,15,wheat,_02ndpercentileyield,0.72,0.72,0.77,2269
can,19,wheat,_02ndpercentileyield,0.72,0.85,0.98,651
can,23,wheat,_02ndpercentileyield,0.69,0.83,1.11,11181
can,27,wheat,_02ndpercentileyield,0.72,0.83,1.8,118
can,34,wheat,_02ndpercentileyield,NA,NA,NA,NA
can,40,wheat,_02ndpercentileyield,0.72,0.73,0.98,642
can,223,wheat,_02ndpercentileyield,0.69,0.82,0.94,507
can,227,wheat,_02ndpercentileyield,0.72,1.01,1.37,3954
can,229,wheat,_02ndpercentileyield,0.69,0.77,1.29,224
can,232,wheat,_02ndpercentileyield,0.72,0.81,0.98,396
che,32,wheat,_02ndpercentileyield,0.72,1.1,1.37,279
che,54,wheat,_02ndpercentileyield,0.98,1.18,1.37,2
che,57,wheat,_02ndpercentileyield,0.72,0.92,1.37,11
che,62,wheat,_02ndpercentileyield,0.72,0.93,1.37,46
chi,41,wheat,_02ndpercentileyield,NA,NA,NA,NA
chl,169,wheat,_02ndpercentileyield,0.28,0.99,1.49,1898
chl,180,wheat,_02ndpercentileyield,0.69,0.71,0.72,2
chl,200,wheat,_02ndpercentileyield,0.69,0.69,0.72,33
chl,205,wheat,_02ndpercentileyield,NA,NA,NA,NA
chl,207,wheat,_02ndpercentileyield,0.28,0.65,1.87,954
chl,212,wheat,_02ndpercentileyield,0.72,0.72,0.72,5
chl,213,wheat,_02ndpercentileyield,0.72,0.75,0.98,10
chl,215,wheat,_02ndpercentileyield,0.69,0.71,0.89,373
chn,37,wheat,_02ndpercentileyield,0.72,1.03,1.8,395
chn,42,wheat,_02ndpercentileyield,0.5,0.72,0.94,7058
chn,43,wheat,_02ndpercentileyield,0.69,0.98,1.87,12729
chn,56,wheat,_02ndpercentileyield,0.69,0.71,0.89,799
chn,58,wheat,_02ndpercentileyield,NA,NA,NA,NA
chn,66,wheat,_02ndpercentileyield,0.72,1.08,1.87,4921
chn,68,wheat,_02ndpercentileyield,0.69,0.76,1.09,650
chn,76,wheat,_02ndpercentileyield,NA,NA,NA,NA
chn,77,wheat,_02ndpercentileyield,0.69,1,1.87,5029
chn,78,wheat,_02ndpercentileyield,0.91,1.17,1.49,2987
chn,79,wheat,_02ndpercentileyield,0.69,0.95,1.87,10008
chn,85,wheat,_02ndpercentileyield,0.53,0.65,0.72,4161
chn,89,wheat,_02ndpercentileyield,0.69,0.74,0.89,63
chn,92,wheat,_02ndpercentileyield,NA,NA,NA,NA
chn,106,wheat,_02ndpercentileyield,0.52,1.1,1.87,19423
chn,108,wheat,_02ndpercentileyield,0.52,1,1.45,1875
chn,109,wheat,_02ndpercentileyield,0.52,1.01,1.45,699
chn,110,wheat,_02ndpercentileyield,0.69,0.78,1.87,1272
chn,112,wheat,_02ndpercentileyield,NA,NA,NA,NA
chn,124,wheat,_02ndpercentileyield,NA,NA,NA,NA
chn,125,wheat,_02ndpercentileyield,0.52,0.93,1.71,1048
chn,127,wheat,_02ndpercentileyield,0.52,0.9,1.37,589
chn,137,wheat,_02ndpercentileyield,0.72,1.02,1.37,166
civ,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
civ,149,wheat,_02ndpercentileyield,NA,NA,NA,NA
civ,160,wheat,_02ndpercentileyield,NA,NA,NA,NA
cmr,149,wheat,_02ndpercentileyield,0.27,0.6,1.1,151
cmr,151,wheat,_02ndpercentileyield,0.52,0.66,1.1,116
cmr,162,wheat,_02ndpercentileyield,NA,NA,NA,NA
cmr,183,wheat,_02ndpercentileyield,0.52,0.52,0.52,3
cod,87,wheat,_02ndpercentileyield,0.27,0.77,1.05,77
cod,162,wheat,_02ndpercentileyield,0.27,0.54,1.1,34
cod,183,wheat,_02ndpercentileyield,0.27,0.61,1.1,2545
cod,188,wheat,_02ndpercentileyield,0.52,0.52,0.52,4
cog,162,wheat,_02ndpercentileyield,NA,NA,NA,NA
cog,183,wheat,_02ndpercentileyield,NA,NA,NA,NA
cok,201,wheat,_02ndpercentileyield,NA,NA,NA,NA
col,135,wheat,_02ndpercentileyield,NA,NA,NA,NA
col,143,wheat,_02ndpercentileyield,0.27,0.84,1.24,53
col,156,wheat,_02ndpercentileyield,0.98,1.1,1.45,114
col,157,wheat,_02ndpercentileyield,0.98,1.11,1.37,52
col,166,wheat,_02ndpercentileyield,0.27,1.06,1.49,254
com,177,wheat,_02ndpercentileyield,NA,NA,NA,NA
cpv,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
cri,135,wheat,_02ndpercentileyield,NA,NA,NA,NA
cub,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
cym,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
cyp,75,wheat,_02ndpercentileyield,NA,NA,NA,NA
cze,29,wheat,_02ndpercentileyield,0.72,1.19,1.8,95
cze,31,wheat,_02ndpercentileyield,0.72,1.14,1.8,870
cze,54,wheat,_02ndpercentileyield,0.72,1.27,1.87,371
deu,21,wheat,_02ndpercentileyield,1.07,1.35,1.8,579
deu,28,wheat,_02ndpercentileyield,0.72,1.29,1.87,1146
deu,29,wheat,_02ndpercentileyield,1.06,1.11,1.8,95
deu,31,wheat,_02ndpercentileyield,0.72,1.24,1.8,1687
deu,32,wheat,_02ndpercentileyield,0.72,1.21,1.87,1869
deu,54,wheat,_02ndpercentileyield,0.72,1.28,1.71,893
dji,100,wheat,_02ndpercentileyield,NA,NA,NA,NA
dji,179,wheat,_02ndpercentileyield,NA,NA,NA,NA
dma,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
dnk,12,wheat,_02ndpercentileyield,1.07,1.08,1.15,11
dnk,21,wheat,_02ndpercentileyield,0.98,1.2,1.8,794
dom,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
dza,80,wheat,_02ndpercentileyield,0.28,0.81,1.49,1211
dza,86,wheat,_02ndpercentileyield,NA,NA,NA,NA
dza,144,wheat,_02ndpercentileyield,0.28,0.7,1.27,62
dza,149,wheat,_02ndpercentileyield,NA,NA,NA,NA
dza,151,wheat,_02ndpercentileyield,NA,NA,NA,NA
ecu,156,wheat,_02ndpercentileyield,0.52,1.07,1.8,318
ecu,157,wheat,_02ndpercentileyield,0.27,0.96,2.07,479
ecu,169,wheat,_02ndpercentileyield,NA,NA,NA,NA
ecu,180,wheat,_02ndpercentileyield,0.52,0.93,1.45,95
egy,75,wheat,_02ndpercentileyield,0.67,0.67,0.67,1
egy,80,wheat,_02ndpercentileyield,NA,NA,NA,NA
egy,87,wheat,_02ndpercentileyield,0.67,0.67,0.67,15
egy,95,wheat,_02ndpercentileyield,NA,NA,NA,NA
egy,98,wheat,_02ndpercentileyield,NA,NA,NA,NA
egy,100,wheat,_02ndpercentileyield,NA,NA,NA,NA
egy,144,wheat,_02ndpercentileyield,NA,NA,NA,NA
eri,87,wheat,_02ndpercentileyield,0.48,1.01,1.63,233
eri,100,wheat,_02ndpercentileyield,0.48,0.95,1.63,253
eri,179,wheat,_02ndpercentileyield,0.72,0.91,1.63,11
esh,86,wheat,_02ndpercentileyield,NA,NA,NA,NA
esh,144,wheat,_02ndpercentileyield,NA,NA,NA,NA
esp,41,wheat,_02ndpercentileyield,0.98,1.11,1.37,3
esp,60,wheat,_02ndpercentileyield,0.72,1.12,1.37,497
esp,61,wheat,_02ndpercentileyield,0.91,1.09,1.49,14
esp,63,wheat,_02ndpercentileyield,0.48,0.8,1.18,69
esp,64,wheat,_02ndpercentileyield,0.72,0.79,0.98,4
esp,67,wheat,_02ndpercentileyield,0.28,0.8,1.87,1385
esp,71,wheat,_02ndpercentileyield,0.28,0.76,1.87,772
esp,73,wheat,_02ndpercentileyield,0.28,0.97,1.87,1259
esp,74,wheat,_02ndpercentileyield,0.53,1.04,1.87,1240
esp,80,wheat,_02ndpercentileyield,NA,NA,NA,NA
esp,81,wheat,_02ndpercentileyield,0.28,0.73,1.49,840
esp,83,wheat,_02ndpercentileyield,0.28,0.83,1.87,816
esp,86,wheat,_02ndpercentileyield,NA,NA,NA,NA
est,20,wheat,_02ndpercentileyield,0.72,0.74,1.11,522
est,22,wheat,_02ndpercentileyield,0.72,0.72,0.72,345
est,25,wheat,_02ndpercentileyield,0.72,0.72,0.72,4
eth,87,wheat,_02ndpercentileyield,0.27,0.93,1.49,1910
eth,100,wheat,_02ndpercentileyield,0.93,0.94,0.94,12
eth,170,wheat,_02ndpercentileyield,0.52,0.98,1.63,1759
eth,179,wheat,_02ndpercentileyield,0.27,0.96,1.63,1366
fin,8,wheat,_02ndpercentileyield,NA,NA,NA,NA
fin,12,wheat,_02ndpercentileyield,NA,NA,NA,NA
fin,13,wheat,_02ndpercentileyield,0.72,0.72,0.77,1740
fin,17,wheat,_02ndpercentileyield,0.72,0.72,0.72,44
fji,176,wheat,_02ndpercentileyield,NA,NA,NA,NA
fji,185,wheat,_02ndpercentileyield,NA,NA,NA,NA
flk,215,wheat,_02ndpercentileyield,NA,NA,NA,NA
fra,32,wheat,_02ndpercentileyield,0.72,1.01,1.87,521
fra,36,wheat,_02ndpercentileyield,0.78,1.25,1.87,123
fra,41,wheat,_02ndpercentileyield,0.72,1.21,1.87,1645
fra,44,wheat,_02ndpercentileyield,0.72,1.2,1.87,1915
fra,46,wheat,_02ndpercentileyield,0.78,1.28,1.87,1338
fra,57,wheat,_02ndpercentileyield,NA,NA,NA,NA
fra,60,wheat,_02ndpercentileyield,1.05,1.12,1.24,6
fra,61,wheat,_02ndpercentileyield,0.72,1.12,1.49,358
fra,62,wheat,_02ndpercentileyield,0.72,1.11,1.37,1245
fra,63,wheat,_02ndpercentileyield,0.72,1.13,1.37,43
fra,64,wheat,_02ndpercentileyield,0.72,1.17,1.37,1056
fra,67,wheat,_02ndpercentileyield,0.72,0.72,0.72,1
fra,73,wheat,_02ndpercentileyield,0.72,0.89,1.37,7
fra,216,wheat,_02ndpercentileyield,NA,NA,NA,NA
fro,16,wheat,_02ndpercentileyield,NA,NA,NA,NA
fsm,150,wheat,_02ndpercentileyield,NA,NA,NA,NA
gab,162,wheat,_02ndpercentileyield,NA,NA,NA,NA
gab,183,wheat,_02ndpercentileyield,NA,NA,NA,NA
gbr,16,wheat,_02ndpercentileyield,0.72,1.1,1.71,757
gbr,24,wheat,_02ndpercentileyield,0.72,1.27,1.37,260
gbr,26,wheat,_02ndpercentileyield,0.72,1.16,1.87,2540
gbr,129,wheat,_02ndpercentileyield,NA,NA,NA,NA
gbr,216,wheat,_02ndpercentileyield,NA,NA,NA,NA
geo,45,wheat,_02ndpercentileyield,0.72,0.72,0.72,7
geo,47,wheat,_02ndpercentileyield,0.72,0.8,0.98,7
geo,70,wheat,_02ndpercentileyield,0.72,0.96,1.37,272
geo,72,wheat,_02ndpercentileyield,0.28,1,1.87,493
gha,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
gha,160,wheat,_02ndpercentileyield,NA,NA,NA,NA
gin,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
gin,149,wheat,_02ndpercentileyield,NA,NA,NA,NA
gin,152,wheat,_02ndpercentileyield,NA,NA,NA,NA
glp,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
gmb,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
gnb,142,wheat,_02ndpercentileyield,NA,NA,NA,NA
gnq,162,wheat,_02ndpercentileyield,NA,NA,NA,NA
grc,55,wheat,_02ndpercentileyield,0.28,1.01,1.87,1702
grc,75,wheat,_02ndpercentileyield,0.93,0.93,0.93,2
grd,143,wheat,_02ndpercentileyield,NA,NA,NA,NA
grl,1,wheat,_02ndpercentileyield,NA,NA,NA,NA
gtm,111,wheat,_02ndpercentileyield,0.27,0.81,1.17,105
gtm,133,wheat,_02ndpercentileyield,0.52,1.04,1.45,84
gtm,135,wheat,_02ndpercentileyield,0.52,0.99,1.24,39
guf,156,wheat,_02ndpercentileyield,NA,NA,NA,NA
guf,161,wheat,_02ndpercentileyield,NA,NA,NA,NA
gum,121,wheat,_02ndpercentileyield,NA,NA,NA,NA
guy,156,wheat,_02ndpercentileyield,NA,NA,NA,NA
guy,161,wheat,_02ndpercentileyield,NA,NA,NA,NA
hkg,78,wheat,_02ndpercentileyield,NA,NA,NA,NA
hnd,111,wheat,_02ndpercentileyield,NA,NA,NA,NA
hnd,135,wheat,_02ndpercentileyield,0.52,0.63,1.05,167
hrv,54,wheat,_02ndpercentileyield,0.78,1.19,1.37,487
hrv,55,wheat,_02ndpercentileyield,0.72,1.11,1.49,303
hti,101,wheat,_02ndpercentileyield,NA,NA,NA,NA
hun,54,wheat,_02ndpercentileyield,0.78,1.31,1.87,1548
idn,139,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,158,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,159,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,163,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,164,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,165,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,167,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,175,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,178,wheat,_02ndpercentileyield,NA,NA,NA,NA
idn,181,wheat,_02ndpercentileyield,NA,NA,NA,NA
imn,26,wheat,_02ndpercentileyield,NA,NA,NA,NA
ind,89,wheat,_02ndpercentileyield,0.52,0.9,2.07,1210
ind,107,wheat,_02ndpercentileyield,0.52,1.35,2.07,2976
ind,110,wheat,_02ndpercentileyield,0.27,0.73,1.8,9423
ind,113,wheat,_02ndpercentileyield,0.27,0.91,1.1,386
ind,116,wheat,_02ndpercentileyield,NA,NA,NA,NA
ind,117,wheat,_02ndpercentileyield,0.27,0.92,1.1,465
ind,118,wheat,_02ndpercentileyield,0.27,0.5,0.52,343
ind,120,wheat,_02ndpercentileyield,0.52,0.52,0.52,118
ind,122,wheat,_02ndpercentileyield,0.27,0.51,0.52,334
ind,123,wheat,_02ndpercentileyield,0.27,0.75,1.63,1533
ind,128,wheat,_02ndpercentileyield,0.52,0.52,0.52,144
ind,129,wheat,_02ndpercentileyield,0.27,0.64,1.1,24
ind,137,wheat,_02ndpercentileyield,0.72,1.02,1.24,7
ind,140,wheat,_02ndpercentileyield,0.27,1.02,1.63,1902
ind,141,wheat,_02ndpercentileyield,NA,NA,NA,NA
ind,145,wheat,_02ndpercentileyield,0.27,0.95,1.1,65
ind,147,wheat,_02ndpercentileyield,0.89,1.05,1.63,226
ind,153,wheat,_02ndpercentileyield,0.27,0.89,1.1,80
ind,155,wheat,_02ndpercentileyield,NA,NA,NA,NA
ind,235,wheat,_02ndpercentileyield,0.27,0.64,1.1,931
irl,24,wheat,_02ndpercentileyield,0.78,1.06,1.37,1162
irn,52,wheat,_02ndpercentileyield,0.28,0.61,1.04,825
irn,72,wheat,_02ndpercentileyield,0.28,0.88,1.49,1781
irn,82,wheat,_02ndpercentileyield,0.5,0.6,1.04,1754
irn,84,wheat,_02ndpercentileyield,0.28,0.87,2.07,1923
irn,88,wheat,_02ndpercentileyield,0.5,0.83,2.07,699
irn,90,wheat,_02ndpercentileyield,0.5,0.57,0.67,9
irn,97,wheat,_02ndpercentileyield,NA,NA,NA,NA
irn,102,wheat,_02ndpercentileyield,NA,NA,NA,NA
irn,104,wheat,_02ndpercentileyield,NA,NA,NA,NA
