BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,ELHTBTU6 ,ELCLBTU6 ,ELVNBTU6 ,ELWTBTU6 ,ELLTBTU6 ,ELCKBTU6 ,ELRFBTU6 ,ELOFBTU6 ,ELMSBTU6
04141,3,7,    32500,05,08,06,1,1,2,2,2,  105.20,1,04,             0,       1383613,        317727,             0,       1611715,             0,       5267372,         68688,        284630
04142,2,3,    40000,05,05,02,1,2,2,1,2,  183.83,2,06,             0,        216297,         94571,             0,        486225,             0,          8327,        171690,        177175
04143,4,9,   750000,09,08,02,1,1,1,2,2,   14.53,2,29,       8282682,      18746777,       6993064,             0,      69157805,       1166062,       1979609,      64606416,      19185846
04145,1,2,   650000,09,07,14,1,1,2,2,2,   27.75,2,38,             0,       1525808,       1110607,             0,       7366739,        102946,        183650,        379927,        155125
04146,3,5,   100000,06,07,05,1,1,2,2,2,   30.48,2,44,             0,             0,          4207,             0,        532958,             0,         12120,         82236,         62656
04149,1,2,     1500,02,04,91,1,2,2,2,2, 5849.83,2,09,             0,             0,             0,             0,          9609,             0,            50,            81,           472
04150,2,4,     1750,02,05,26,1,1,2,2,2, 3204.89,1,18,             0,         11706,         17934,             0,         84753,             0,          2863,         12021,          4808
04151,4,9,    85000,06,07,02,1,2,2,2,2,  119.03,1,20,        246688,        710560,        332087,         50649,       1886842,             0,         31919,       1062155,        352620
04153,2,3,    55000,06,03,14,1,1,2,1,2,  159.79,1,22,             0,             0,             0,             0,        957393,             0,         81060,        103601,         65448
04154,3,6,     4500,02,06,26,1,1,2,2,2, 6308.52,1,39,             0,             0,          6003,             0,         38737,             0,          2113,          7743,          3097
04155,3,7,    22500,04,07,25,1,1,2,2,2,  681.37,1,27,             0,        568081,        163043,         29940,       1160624,             0,         42130,        183382,         47388
04156,3,6,     2000,02,06,15,1,1,2,2,2, 5849.83,1,02,         39672,         21062,          7770,             0,         24033,          9363,         54313,          1961,         21945
04157,3,5,    20000,04,06,01,2,2,2,2,2,   92.00,1,14,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04158,4,9,   325000,08,06,02,1,2,1,2,1,   15.41,1,05,             0,             0,       2733705,             0,      11376775,         65841,        103105,       3407635,       1220428
04159,2,4,     9000,03,07,05,2,2,2,2,2,  488.82,1,41,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
04160,1,2,   200001,08,06,05,1,1,2,2,2,  100.52,1,17,        783877,        179015,        137531,         23850,        683456,             0,         82279,        569118,        414502
04161,1,2,     7500,03,07,15,1,1,2,2,2,  431.20,2,05,             0,         99196,         25400,             0,        263568,             0,        128574,          7670,         53181
04162,4,9,   400000,08,06,16,1,1,1,2,2,   14.53,2,29,             0,       2472167,       8646204,             0,      26335607,             0,       4180309,      12928818,       7237148
04163,2,3,    50001,06,08,02,1,1,2,2,2,  135.65,1,16,             0,        428625,        551844,             0,       1894256,             0,         15284,        774794,        129959
04165,1,2,    95000,06,07,02,1,1,2,2,2,  135.65,1,38,             0,       1100884,        415618,             0,       1778628,             0,         47418,       1500373,        513527
04168,1,2,   375000,08,05,14,1,1,2,1,2,    6.92,1,17,             0,       8761955,       1928681,             0,      21996548,        378323,        773445,       2359645,        419672
04169,4,8,    40000,05,07,02,1,1,2,2,2,  170.59,2,10,        695520,        393406,        153754,             0,       1057501,             0,         20499,        695455,        186915
04170,3,5,     1750,02,05,13,1,2,2,2,2, 3003.97,2,43,             0,             0,             0,             0,           398,             0,             8,             5,            26
04171,3,6,     5000,02,06,02,1,2,2,2,2,  453.62,2,02,          4930,        110373,         27303,          7844,        210254,             0,          1855,         65182,         18348
04173,3,6,    27500,05,07,07,1,1,1,2,2,  151.31,1,12,             0,        280826,         82068,             0,        596165,          8192,          6541,        159697,        252875
04174,2,3,     5000,02,04,25,1,1,2,2,2,  530.18,2,26,             0,         22506,          5581,          7980,        128256,             0,          3811,         16697,          3357
04175,2,4,    12500,04,04,05,1,2,1,2,2,  488.82,2,41,             0,             0,          4603,          4097,         11806,             0,          3199,         22323,         17008
04176,1,2,     3750,02,04,25,1,2,1,2,2, 6308.52,2,40,             0,             0,             0,             0,         12175,             0,           761,          3262,           985
04177,4,9,    32500,05,05,05,1,1,2,2,2,  123.98,2,36,             0,         24396,             0,             0,        247077,             0,         11567,         95663,         57586
04178,2,4,     6000,03,07,07,1,2,2,1,2,  161.85,2,13,             0,         10843,          9832,             0,         61831,             0,          4395,         28633,        166431
04179,1,2,     1250,02,04,26,1,1,2,2,2,  474.50,1,18,             0,         18644,         10844,             0,         66889,             0,          3044,         12874,          2610
04182,4,8,     6000,03,03,26,1,1,2,2,2, 6308.52,1,35,             0,             0,         11416,             0,         12066,             0,          2415,          8210,          2650
04183,3,5,     8000,03,05,14,1,2,1,2,2,  393.07,2,43,             0,         15552,           261,          8286,         15429,          1007,          2901,           685,          3359
04184,4,8,    23750,04,06,14,1,1,2,2,2,  151.31,1,30,             0,        425329,        218844,        128780,        666111,             0,         69261,        105676,         29514
04185,1,2,     7500,03,01,02,1,1,2,1,2, 6640.55,1,17,             0,         20494,          5885,             0,         69649,             0,          2116,         74928,         12169
04187,3,6,   350000,08,09,18,1,1,1,2,2,   13.84,2,02,        972671,       4394991,       1646152,             0,      11068828,        745044,       1232498,       1437346,       3619255
04188,1,2,   650000,09,07,24,1,1,2,2,2,  107.43,2,17,        760420,       2693938,        623759,        328691,       9385371,             0,        436012,        517659,       1795391
04189,4,9,   120000,07,08,25,1,1,2,2,2,  105.20,1,21,             0,       1018039,        274874,             0,       3438626,             0,         82359,        260961,        335743
04191,3,6,     8500,03,04,05,1,2,2,2,2,  189.21,1,39,        132063,         12819,          8780,         11099,         81910,             0,          5916,         44260,         27467
04192,1,2,  1000000,09,05,02,1,2,1,1,2,    4.89,1,21,             0,             0,       9020864,             0,      41662608,        195514,        106774,       4765125,       1555341
04193,3,5,    21250,04,08,02,1,2,2,2,2,  159.06,1,14,         51746,        155155,         39520,         11097,        326824,             0,          8721,        343880,         25244
04194,4,9,   140000,07,06,05,1,1,2,2,2,  104.11,2,34,         22832,        216920,             0,             0,       4885136,             0,        101313,        726170,        553272
04195,2,4,   110000,07,07,14,1,1,2,1,2,  161.85,1,08,             0,         89453,        258412,             0,       1949453,             0,         95595,        193490,         73572
04196,3,5,  1600000,10,08,91,1,1,1,2,2,    4.15,2,32,      12490540,       2439420,        491412,       1260256,      30922541,             0,       3051336,       9531238,      17547371
04198,2,3,    15000,04,04,02,1,2,2,2,2,  488.82,2,28,             0,         55538,         24624,         11146,        108228,             0,          3734,        138706,         20965
04199,4,9,    16250,04,04,18,1,2,2,2,2,  151.31,2,35,         36475,             0,          1348,        109694,        148048,             0,          8288,          9782,         24221
