BLDGID5,REGION5,CENDIV5,SQFT5,SQFTC5,YRCONC5,PBA5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5
235,3,7,100000,6,4,12,225.04,2,19,1,1,2,2,2,0,72244,14802,15791,15711,0,2442,546,2674
236,4,8,1001,2,6,2,2021.16,2,15,1,1,2,2,2,0,2272,1161,3420,4719,0,78,2754,618
237,3,7,20000,4,6,1,541.42,2,14,1,1,2,2,2,8262,38340,7630,0,84938,0,535,737,4285
238,3,6,120000,7,7,14,10.24,1,7,1,1,2,2,2,0,0,413760,1310910,3351311,0,149245,264853,169963
239,2,3,4500,2,4,3,609.32,1,18,1,1,2,2,2,0,1646,5962,0,27885,0,1399,4883,1953
240,2,3,80000,6,6,5,150.1,1,15,1,1,2,2,2,35592,20279,2324,0,322240,0,1058,8683,6616
241,4,9,50001,6,6,5,133.42,1,19,1,1,2,2,2,0,66749,4452,0,336129,0,5063,39165,25613
242,3,5,5001,3,5,5,1438.51,1,13,1,2,2,2,2,0,22205,3063,60986,81096,0,1271,8747,6665
243,4,9,5001,3,7,15,1349.78,2,13,1,1,2,2,2,0,338045,54518,0,345680,0,198418,7928,55241
244,4,8,50000,5,5,14,384.94,2,20,1,1,1,2,2,0,671057,253211,0,1010716,0,67978,24687,117080
245,1,2,60000,6,3,14,275.92,2,18,1,1,2,2,2,0,157543,3756,0,315977,0,27846,9494,41074
246,2,4,1001,2,7,1,1837.42,1,2,1,2,2,2,2,0,16235,4203,15790,312,0,76,101,586
247,4,8,4000,2,3,12,2115.72,1,20,1,1,2,2,2,6361,14159,5719,5753,5457,1542,886,618,3028
248,4,9,6000,3,4,14,1389.2,1,12,1,1,2,2,2,0,87169,34247,40005,66897,0,5358,1773,8686
249,2,3,35000,5,3,1,141.14,2,10,1,2,2,2,2,5155,0,334,6443,9,0,27,36,211
250,2,3,1500,2,3,5,1525.12,2,21,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
251,4,9,1500,2,3,14,1259.45,1,17,1,2,2,2,2,0,0,0,0,50474,0,2734,1448,7094
252,3,7,9000,3,6,2,415.45,1,20,1,2,2,2,2,207997,110487,27793,85392,80912,0,1428,47874,13601
253,3,5,15000,4,4,3,225.04,2,2,1,2,2,2,2,1719,80458,18592,84308,154698,0,64147,76129,30452
254,2,3,9000,3,6,3,222.14,1,10,1,2,2,2,2,29497,803,1802,13852,9823,0,733,2792,673
255,1,2,600000,9,9,2,1.07,0,0,1,1,1,2,2,984203,893108,1830576,272835,2759138,0,75533,2918325,933091
256,3,7,4500,2,4,12,1882.46,1,5,1,2,2,2,2,0,6267,2268,0,1063,0,253,47,232
257,4,9,80000,6,6,14,462.22,2,4,1,1,2,2,2,46939,1882386,488173,0,5577712,0,191283,389099,322849
258,1,2,12500,4,5,15,2069.13,1,8,1,2,2,2,2,0,78826,0,0,23429,106960,32870,301,3364
259,2,3,15000,4,8,3,348.93,1,2,1,1,2,2,2,330981,59127,38361,0,343283,5848,19243,83424,12732
260,2,4,70000,6,3,14,308.15,2,8,1,1,2,1,2,0,182856,0,0,136916,0,10483,3833,16628
261,2,3,25000,4,6,12,225.18,2,21,1,1,2,2,2,31489,21456,10848,15880,270309,0,6666,3452,15589
262,2,4,40000,5,4,2,592.92,1,22,1,2,2,1,2,0,0,7510,0,679844,0,11701,431368,145262
263,3,6,8000,3,6,3,2014.77,2,17,1,2,2,2,2,0,37202,20680,0,105598,0,5834,21378,8551
264,2,3,90000,6,9,4,175.59,1,20,1,1,2,2,2,0,1365335,1275586,0,2244355,0,9009,573839,3335440
265,4,9,15000,4,7,13,440.26,2,22,1,1,2,2,2,0,32070,10188,0,23282,0,1983,507,2345
266,3,7,60000,6,4,14,1.02,0,0,1,1,2,2,2,0,333947,226830,0,953752,22180,49464,22208,100117
267,2,3,3500,2,3,1,1711.39,2,22,1,2,2,2,2,0,0,0,0,3543,0,1458,1939,11273
268,2,3,3000,2,3,3,1855.16,1,3,1,2,2,2,2,0,3672,11108,0,34539,0,1895,7419,1497
269,4,9,30000,5,6,5,138.47,1,19,1,2,2,2,2,17059,78698,5706,78726,218091,0,2934,21859,13715
270,1,2,8000,3,6,5,1684.43,1,4,1,2,1,2,2,103793,13527,1469,63019,106501,0,1584,12137,7342
271,2,4,6000,3,6,2,166.99,1,8,1,1,2,2,2,0,72051,28163,0,172216,0,2966,131144,16720
272,2,3,1200000,10,8,2,5.73,1,8,1,1,2,2,2,1958380,3807473,4225568,843251,4428451,0,79380,3240411,1202756
273,4,9,2500,2,3,7,1496.57,2,13,1,1,2,2,2,0,0,0,0,44379,0,42,301,1749
274,2,3,2500,2,1,3,624.35,2,2,1,1,2,2,2,13649,4593,7749,19675,34139,0,929,3968,780
275,2,4,6000,3,2,12,1949.66,2,8,1,1,2,2,2,0,0,3854,0,19376,0,1142,313,1532
276,4,9,2500,2,6,15,1327.4,1,13,1,1,2,2,2,27388,297379,38984,0,218575,298469,98610,1857,11754
277,3,6,3500,2,3,6,1724.46,1,11,1,2,1,2,2,0,21324,5689,25334,29747,0,86885,545,5074
278,2,3,50000,5,5,1,148.07,1,10,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
279,2,3,180000,7,5,5,160.98,1,10,1,1,2,2,2,0,376158,29287,0,2117048,0,31236,225140,153619
280,2,3,2000,2,2,6,1361.3,1,20,1,1,2,2,2,0,0,8311,0,15050,0,59597,357,3323
281,3,7,10001,4,4,14,1279.77,1,16,1,1,2,2,2,0,56246,17712,0,53438,0,3263,1297,5936
282,4,9,2000,2,5,14,1791.03,2,13,1,2,2,2,2,0,328,9308,0,8292,0,596,211,1032
283,2,4,12500,4,6,5,9.62,2,8,1,2,2,2,2,376310,68871,10777,177258,475939,0,6437,46360,31683
284,4,9,3000,2,5,14,1438.51,2,13,1,2,2,2,1,0,76099,34505,0,94032,0,6158,2314,11337
285,3,5,800000,9,7,2,10.87,1,4,1,1,1,2,2,295618,12904015,12142546,2440314,14223065,0,332875,12772087,4207197
286,4,9,10001,4,4,2,305.54,2,22,1,1,2,2,2,0,77563,18846,0,45482,0,701,24361,5806
287,4,9,160000,7,6,2,10.29,1,3,1,1,2,2,2,478043,1263850,1068503,0,2349890,0,35318,1055736,564096
288,2,3,1500,2,5,5,1605.92,1,13,1,2,2,2,2,0,0,0,0,20371,0,113,791,603
289,4,8,5001,3,4,3,450.35,2,19,1,2,1,2,2,422802,0,80493,338892,636037,0,24802,85746,34299
290,3,6,100000,6,6,3,150.01,2,9,1,1,2,2,2,0,2057825,853427,0,9002641,0,325889,317770,1474287
291,4,9,3000,2,3,5,1496.57,1,14,1,2,2,2,2,9158,75,175,9080,10469,0,124,854,650
292,3,6,400000,8,4,1,28.64,2,11,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
293,4,8,60000,6,7,14,218.46,1,22,1,2,2,2,2,70227,1232660,180315,528812,827750,51694,57641,25984,116564
294,3,7,350000,8,8,20,20.87,1,20,1,2,2,2,2,43360,1089343,475150,0,3972684,0,5565,9010,52369
295,3,5,1600000,10,9,2,1.07,0,0,1,1,1,2,2,6024125,13135291,12861237,5402931,19688549,0,493874,19506045,7007461
296,4,9,450000,8,4,21,10.41,2,17,1,2,1,2,2,3175430,3577094,1472956,0,73378057,0,96681,156590,910178
297,4,9,9000,3,4,1,150.1,1,18,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
298,3,6,1500,2,7,3,1880.68,1,11,1,2,2,2,2,0,0,18345,0,112885,0,9169,30208,12083
299,3,5,500000,8,8,20,10.43,1,1,1,2,1,2,2,40781,837944,121689,1316819,1992813,0,4094,6630,38538
300,4,9,8000,3,6,3,220.13,1,21,1,1,2,2,2,0,9154,5442,0,37219,0,1908,7490,1745
301,2,3,700000,9,9,5,1.15,0,0,1,1,1,2,2,0,2835294,266073,6149948,11922153,0,234247,1752285,1205857
302,4,8,35000,5,4,3,2533.68,2,15,1,1,2,2,2,0,9579,11453,65702,89120,0,3926,3181,16261
303,3,5,17500,4,8,14,283.77,2,1,1,2,2,2,2,347549,140564,48336,255799,629321,0,34740,19148,77904
304,2,3,600000,9,6,2,12,1,21,1,1,1,2,2,0,4339422,6573043,2266870,14724126,0,206441,7944230,2486535
305,2,3,2000,2,3,1,1525.12,1,18,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
306,3,7,2500,2,7,14,1387.55,1,19,1,2,2,2,2,18548,29796,7882,0,22106,0,1199,528,2587
307,2,3,120000,7,6,14,39.27,1,21,1,2,1,2,2,0,554691,14811,0,2193924,115124,164589,62742,280505
308,3,6,15000,4,5,2,570.58,2,17,1,2,2,2,2,30381,492123,110883,205149,354229,0,5087,174699,44292
309,3,6,5000,2,7,2,2014.77,1,7,1,1,2,2,2,0,87367,21611,0,127140,0,2646,93901,21504
310,3,5,1500,2,6,1,1426.16,2,9,1,2,2,2,2,0,0,0,0,159,0,121,161,937
311,4,9,100001,7,8,3,4.03,1,13,1,1,2,2,2,1071924,701556,497985,1139612,2187586,70731,91482,83712,423253
312,3,5,20000,4,7,3,460.67,1,2,1,2,2,2,2,1891,48927,23935,0,113148,66364,98660,119708,32848
313,4,9,60000,6,2,13,148.07,2,2,1,1,2,1,2,330979,533194,20277,0,4112143,38933,93983,52593,243468
314,1,2,40000,5,2,14,1520.22,1,6,1,1,2,2,2,0,258919,5917,0,237039,0,8992,4617,21151
315,3,6,9000,3,5,3,1239.63,2,11,1,1,2,2,2,0,37528,16227,83752,175729,0,5697,23647,5703
316,3,7,1500,2,7,2,1496.57,1,15,1,1,2,2,2,0,24316,11124,0,66571,0,1095,40626,7290
317,2,3,8000,3,3,2,450.2,2,20,1,1,2,2,2,30143,4639,2373,0,2009,0,27,905,254
318,2,3,2500,2,1,5,1717.51,1,21,1,2,1,2,2,0,0,20,0,75,0,1,7,5
319,2,3,2000,2,8,5,545.75,2,13,1,2,2,2,2,0,0,1494,21447,53212,0,491,3492,2661
320,3,7,25001,5,7,3,300.02,1,20,1,2,2,2,2,72545,25117,16598,52137,58308,0,4912,18521,5254
321,3,7,50000,5,8,14,290.6,2,15,1,1,2,2,2,0,364989,106732,0,494770,0,38839,15172,65827
322,4,8,20000,4,4,12,225.18,2,19,1,1,2,2,2,0,32116,818,0,109093,0,2408,1538,7171
323,2,3,10000,3,3,3,1307.26,1,21,1,1,2,2,2,0,38251,37564,0,239272,0,10133,38465,9433
324,4,8,35000,5,5,21,222.14,2,22,1,1,2,2,2,0,11021,163378,0,238187,0,641,866,5036
325,3,5,4000,2,7,3,2260.19,1,3,1,2,1,2,2,9836,7407,4980,18250,27984,0,2013,6959,2784
326,3,5,2500,2,7,13,475.96,1,13,1,2,2,2,2,1860,1562,0,0,46614,0,1517,696,3409
327,4,9,3500,2,3,3,491.41,1,9,1,1,2,2,2,3664,0,282,0,35806,0,1425,4579,1831
328,4,9,8000,3,4,13,419.05,2,18,1,1,2,2,2,39037,0,1343,0,66811,0,3141,1344,6586
329,2,3,15000,4,4,5,264.21,1,16,1,1,1,2,2,0,29229,0,0,145471,0,2469,17712,12220
330,2,4,1500,2,2,5,1798.57,2,16,1,2,2,2,2,0,0,0,0,28,0,0,1,1
331,2,3,12500,4,6,5,222.14,1,21,1,2,2,2,2,0,0,0,0,168520,0,662,5425,4133
332,2,3,1200000,10,4,5,216.75,1,10,1,1,2,2,2,794769,627663,0,1132345,4397275,0,46602,333152,4114601
333,3,5,1500,2,7,2,1593.18,2,6,1,2,2,2,2,120,62070,11389,14244,8027,0,714,20950,5022
334,3,7,35000,5,6,1,544.07,2,5,1,1,2,2,2,0,0,0,0,33320,0,529,674,3917
335,2,3,30000,5,5,14,293.72,1,21,1,1,2,2,2,0,14725,6776,0,812204,0,35148,63432,40634
336,3,7,5000,2,4,6,1680.67,2,5,1,1,2,2,2,0,2402,0,28889,17766,0,269191,1751,16305
337,1,2,90000,6,3,2,10.47,1,17,1,1,2,1,2,0,6721535,341431,0,4748586,0,37459,995329,925123
338,3,7,2000,2,3,12,1882.46,1,5,1,1,2,2,2,0,40525,10315,4457,60406,0,679,578,2835
339,4,8,9000,3,6,5,147.77,2,8,1,2,2,2,2,1681,3876,10111,14096,66828,0,360,2711,1833
340,2,3,15000,4,3,13,274.92,1,10,1,1,2,2,2,0,25344,550,17276,154542,0,3280,2065,9118
341,2,3,7000,3,1,6,1915.76,1,21,1,1,2,2,2,0,24601,11494,30580,23467,2217,107385,646,6040
342,4,9,10000,3,6,5,444.28,2,14,1,2,2,2,2,0,0,0,0,32145,0,1702,13110,9989
343,4,9,10001,4,5,14,440.57,1,6,1,1,2,2,2,0,0,23,0,102129,0,4207,1992,9761
344,4,9,2000,2,6,1,525.19,2,9,1,2,2,2,2,610,5348,1255,0,15285,0,51,66,384
345,3,7,30000,5,5,5,300.02,2,19,1,2,2,2,2,0,0,0,0,14258,0,3591,21927,16706
346,2,4,200000,7,6,14,370.66,1,22,1,1,2,2,2,2927929,979697,327415,0,4537693,105375,151675,96066,425757
347,2,4,4500,2,6,3,2337.09,2,22,1,2,2,2,2,0,0,0,0,36914,0,2991,8856,3542
348,3,7,60000,6,6,14,291.23,2,16,1,1,2,2,2,0,675527,169589,0,971447,49827,59878,26416,114060
349,3,7,160000,7,8,14,100.17,1,5,1,1,2,2,1,0,154375,1121346,848067,4250571,99422,183331,99834,421155
350,1,2,7000,3,3,3,1927.1,2,18,1,1,2,2,2,0,2552,19691,0,105613,0,4236,18033,2944
351,4,9,45000,5,4,1,218.46,1,13,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
352,3,6,5000,2,4,3,1485.95,1,9,1,1,2,2,2,0,10486,7507,20510,36466,0,1679,6747,1533
353,4,9,80000,6,7,2,276.93,2,9,1,1,2,2,2,66113,1811244,912798,0,1524847,0,44313,1737572,513993
354,3,6,500000,8,4,5,5.43,1,7,1,1,2,2,2,21767,275967,12970,1398269,3497754,0,27222,207572,153082
355,4,9,600000,9,9,2,1.07,0,0,1,1,1,2,2,0,4978368,10452333,0,6713687,137837,218642,8147090,2578552
356,2,3,25000,4,3,5,1711.39,2,21,1,1,2,2,2,0,216348,0,0,341151,0,4866,34415,26221
357,1,2,200001,8,9,2,3.71,1,17,1,1,1,2,2,0,2822772,4092074,0,5263635,194803,330717,8312806,5685586
358,4,8,5000,2,6,3,578.12,2,19,1,1,2,2,2,0,1480,22316,0,46485,0,2316,9136,2075
359,3,5,2000,2,7,15,1724.46,1,3,1,2,1,2,2,0,134876,63845,19055,33541,80857,15931,1023,11445
360,1,2,450000,8,9,2,6.84,2,17,1,1,1,2,1,1446007,0,1675543,265900,1837883,0,76057,2923453,885046
361,3,7,35000,5,8,17,378.32,1,5,1,2,2,2,2,2030,1043919,54911,0,427611,0,31175,18123,109779
362,3,7,2000,2,4,1,1678.97,2,12,1,2,2,2,2,0,0,0,0,5236,0,39,52,300
363,3,7,12500,4,3,5,1496.57,1,15,1,2,2,2,2,0,0,299,0,1214,0,40,270,15602
364,1,2,10000,3,5,5,460.39,2,10,1,2,2,2,2,0,0,0,0,152944,0,5289,48231,36747
365,3,5,60000,6,7,14,293.72,1,18,1,2,1,2,2,0,541201,15005,0,1134946,54270,51192,27679,115334
366,1,2,2000,2,2,3,1896.5,2,10,1,1,2,2,2,0,1289,100,10553,10176,0,520,2148,382
367,2,3,35000,5,6,2,305.82,1,10,1,1,2,2,2,0,583682,158613,715578,2056970,0,28837,1110109,295658
368,4,9,350000,8,6,2,294.23,1,11,1,2,2,2,1,519986,554098,3993646,0,7448991,140444,111873,4417109,1277653
369,4,8,2000,2,6,12,2115.72,2,20,1,1,2,2,2,0,9140,4010,0,5481,0,561,123,600
370,4,8,100001,7,9,1,3.78,1,19,1,2,2,2,2,5484587,98599,66665,0,2587100,0,9993,13017,75660
371,4,9,7000,3,3,5,444.28,1,14,1,2,2,2,2,12526,1007,597,5237,4062,0,102,699,532
372,1,2,70000,6,7,17,296.53,1,14,1,1,2,2,2,2367281,663781,88356,0,1460663,0,115001,72063,399755
373,1,1,50000,5,1,16,222.43,1,14,1,1,2,2,2,916211,373639,115513,0,215928,19502,23774,32096,82589
374,3,5,10000,3,5,18,389,2,3,1,1,2,2,2,7602,280456,22612,0,182434,0,11902,8060,40770
375,2,4,12500,4,3,5,2300.89,1,2,1,1,2,2,2,0,15840,5491,0,63941,0,980,6894,5253
376,1,2,1500000,10,4,3,5.03,1,12,1,1,2,2,2,0,706372,296007,1290357,4102820,0,1556887,483551,2108997
377,1,1,6000,3,2,1,2087.35,2,8,1,2,1,2,2,0,0,0,0,200996,0,382,553,3214
378,2,4,1200000,10,9,2,1.07,0,0,1,1,1,1,2,0,15416391,1281660,6019210,24582228,0,767365,29131907,10110971
379,4,8,1500,2,8,3,467.82,2,19,1,1,2,2,2,0,140157,60710,0,282102,0,14029,64295,10435
380,1,2,500000,8,7,2,12.03,2,22,1,1,1,1,2,0,4113454,7848770,2951238,8315777,190264,301809,11235252,3841971
381,1,2,2500,2,1,3,299.07,2,7,1,1,2,2,2,0,802,1025,3111,3753,0,187,644,258
382,3,5,2000,2,3,12,1882.46,2,3,1,1,2,2,2,2976,2869,926,0,488,0,81,56,274
383,2,4,140000,7,6,2,294.23,2,12,1,1,2,2,2,0,824945,1480185,674478,4526304,85725,65728,2415740,857542
384,3,7,2000,2,4,5,1678.97,1,15,1,2,2,2,2,0,0,0,0,191,0,2,11,9
385,4,9,60000,6,6,2,392.26,2,21,1,1,2,2,2,0,1087320,469536,139417,1332657,0,23811,898011,283607
386,3,7,20000,4,3,14,366.52,2,19,1,1,2,2,2,38490,154848,24494,0,86766,0,4815,2254,9654
387,4,9,12500,4,5,5,444.28,2,18,1,2,2,2,2,1094,2751,172,0,12291,0,217,1494,1138
388,3,6,15000,4,6,3,685.38,2,11,1,1,2,2,2,16795,69221,21114,126221,193358,0,9828,39463,7886
389,3,5,22500,4,5,14,20.49,2,9,1,1,1,2,2,0,419853,13817,503836,1086606,0,45255,71281,62709
390,3,5,45000,5,5,2,300.02,1,1,1,2,2,2,2,129628,569332,110675,379728,640885,0,10973,403958,125650
391,4,9,3000,2,7,18,1361.3,2,21,1,1,2,2,2,993,81618,8457,0,25691,0,1804,800,6601
392,3,6,160000,7,5,14,97.55,1,11,1,1,2,2,2,0,583990,34229,0,3628964,84992,151620,88231,353503
393,4,8,2500,2,6,15,1890.17,2,20,1,1,2,2,2,0,223844,27404,82194,160310,0,100791,1756,11006
394,2,4,2000,2,7,6,1379.42,2,8,1,2,2,2,2,26267,21684,6899,29954,65523,10214,142011,2203,20512
395,3,7,15000,4,4,14,412.43,1,15,1,1,2,2,2,0,52532,24580,0,110526,0,6428,2631,11619
396,3,5,160000,7,9,8,10.69,1,8,1,2,1,1,2,0,8012227,13333678,0,16508426,0,312228,8207320,7428427
397,4,9,7000,3,4,14,1345.78,2,13,1,1,2,2,2,0,135467,55406,0,212588,0,13129,6143,24659
398,1,2,15000,4,4,5,688.73,2,8,1,1,2,2,2,79252,13524,1146,0,35440,0,1169,8487,5887
399,3,6,12500,4,2,2,415.45,2,17,1,2,2,1,2,0,44212,217354,0,380264,0,6450,223175,54483
400,3,7,400000,8,6,14,21.9,2,8,1,1,2,2,2,169022,3472903,1398615,0,8352752,0,296618,186206,747334
401,2,3,8000,3,5,1,444.28,1,18,1,1,2,2,2,0,0,2411,0,633,0,170,226,1314
402,1,2,1500000,10,9,5,6.84,2,17,1,1,2,2,2,0,164275,7375,9956822,20123546,0,183965,1622138,1105541
403,1,2,2000,2,3,3,2105.25,1,8,1,2,1,2,2,0,3903,200,0,24242,0,992,4147,742
404,3,6,35000,5,3,2,10.87,1,7,1,2,2,1,2,59409,357624,7246,344910,360628,0,6161,172151,93034
405,3,7,1500,2,6,5,1865.67,2,5,1,2,2,2,2,0,0,0,0,28483,0,245,1938,1161
406,1,1,10000,3,3,2,2087.35,2,8,1,2,1,2,2,0,27690,695,0,13785,0,223,16863,2189
407,3,7,25000,4,7,5,415.45,2,14,1,1,2,2,2,0,30711,1502,9552,76312,0,869,6299,4176
408,4,9,8000,3,5,14,2644.58,1,1,1,1,2,2,2,0,18161,6166,0,22793,0,1888,625,3061
409,2,4,60000,6,5,16,51.28,2,16,1,1,1,2,2,0,0,416906,0,945989,89035,108536,130551,393032
410,1,2,300000,8,6,16,21.29,1,4,1,1,1,2,2,0,0,1766809,0,5798542,0,1079555,2329296,2878518
411,3,7,250000,8,5,2,141.88,1,15,1,1,1,1,2,0,0,2133007,785478,3685864,45752,79177,1810918,1494671
412,4,9,3000,2,3,15,479.43,2,18,1,1,2,2,2,0,0,0,0,306676,714412,129148,1410,15777
413,2,3,10001,4,3,3,2710.49,2,21,1,1,2,2,2,0,21,410,0,303,0,13,48,19
414,1,2,1500000,10,6,2,6.92,1,11,1,1,1,1,2,7059103,8997347,2109342,0,93538411,974983,1580901,58045561,15892859
415,3,6,500001,9,9,3,14.71,2,11,1,1,1,2,2,933512,0,597575,3711836,6141928,0,362643,412180,1511662
416,1,2,60000,6,4,14,6.5,2,17,1,1,1,2,2,0,0,0,0,864658,0,30660,18381,79520
417,2,4,9000,3,7,3,1855.16,2,8,1,1,2,2,2,0,0,17183,0,93281,0,5979,21053,8421
418,4,9,5001,3,4,3,1216.74,2,18,1,1,2,2,2,0,2789,1685,0,7015,0,393,1352,541
419,3,7,8000,3,6,3,548.97,2,19,1,1,2,2,2,0,32772,13309,0,83785,0,4034,16544,2888
420,2,3,3000,2,6,1,1511.3,2,21,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
421,2,4,9000,3,6,3,1949.66,1,16,1,1,2,2,2,0,14014,11980,58679,116044,0,3839,16409,3875
422,2,3,3000,2,2,2,1525.12,2,10,1,1,2,2,2,0,12824,4688,0,22743,0,411,14171,3235
423,3,5,250000,8,6,2,21.37,2,7,1,2,2,2,2,2139117,2092720,2319445,582364,5453887,0,77963,3148986,716470
424,1,2,6000,3,4,1,1580.41,2,4,1,2,2,2,2,0,0,0,0,516,0,447,595,3458
425,1,1,160000,7,9,1,1.53,2,10,1,2,1,2,2,2544510,89524,38336,789017,2575344,354,8439,11323,65816
426,2,4,200001,8,3,2,20.24,2,8,1,1,1,2,2,12743748,10376069,5566325,0,11587195,0,227745,6312073,3491416
427,1,2,100000,6,6,7,97.4,1,8,1,1,2,2,2,458779,381496,104536,704214,1995711,0,6856,45441,264128
428,4,8,2000,2,5,15,1361.3,1,5,1,1,2,2,2,0,101741,18188,0,134527,182813,72747,2039,22823
429,2,4,15000,4,6,6,525.19,2,8,1,1,2,2,2,0,67052,17348,0,112510,0,348183,3101,20060
430,4,9,300000,8,7,2,21.23,1,18,1,2,1,2,2,237519,169274,1540175,306821,1620604,0,45692,1692454,591031
431,4,9,5000,2,6,15,1505.58,2,13,1,1,2,2,2,0,140587,13231,0,80472,0,61425,2870,32126
432,1,2,10001,4,5,7,460.39,2,17,1,1,2,2,2,0,11202,0,0,91052,0,92,848,4932
433,4,9,3000,2,5,14,1.08,0,0,1,2,2,2,2,11923,60056,15323,0,102202,0,4524,2379,10479
434,1,2,8000,3,3,3,1896.5,1,4,1,2,1,2,2,5368,2012,267,14415,11110,0,615,1986,794
435,3,7,17500,4,4,14,366.52,1,5,1,1,2,2,2,0,128833,38448,0,212714,0,15110,6570,26927
436,1,2,160000,7,5,20,3.82,1,17,1,2,2,2,2,7,1577,353,2718,7535,0,9,14,84
437,3,5,300000,8,7,2,21.73,2,6,1,1,1,2,2,15933,4218642,3025191,948617,4336483,0,143863,5439240,1899468
438,1,2,2000,2,7,5,103.77,1,8,1,2,2,2,2,0,0,0,0,20494,0,301,1982,1510
439,1,1,2500,2,3,2,1605.92,2,18,1,1,2,2,2,0,15201,373,0,8480,0,137,4431,1256
440,1,2,80000,6,9,2,3.71,1,17,1,1,1,2,2,0,1974714,1871004,0,2101126,0,80002,2886058,950481
441,3,7,4500,2,8,3,1543.02,2,20,1,2,2,2,2,10543,5524,2844,5115,6480,0,767,2336,934
442,4,8,8000,3,6,12,444.28,2,5,1,1,2,2,2,0,0,3106,5441,107284,0,2747,1488,6766
443,3,5,1001,2,7,21,2260.19,1,3,1,2,1,2,2,15950,36415,7797,34966,219298,0,382,618,3592
444,3,5,2000,2,5,12,1880.68,2,3,1,2,1,2,2,0,0,112,0,147,0,76,13,65
445,2,4,4000,2,5,5,1496.57,2,12,1,1,2,2,2,0,0,395,0,6916,0,233,1942,1480
446,3,7,2500,2,5,16,1680.67,2,5,1,1,2,2,2,0,0,0,0,14644,0,9771,14343,32793
447,4,9,1001,2,4,16,1854.51,2,20,1,2,2,2,2,1098,5848,2421,31542,6185,0,1132,1906,3557
448,1,1,35000,5,6,13,2105.25,2,8,1,2,1,2,2,0,0,0,0,287001,0,23329,6119,28822
449,3,7,450000,8,7,2,10.87,1,12,1,2,1,2,2,5559427,7314702,6423863,2169005,9051929,347134,252697,7062448,4910605
450,2,3,2000,2,6,5,1525.12,2,13,1,1,2,2,2,0,0,2848,0,67680,0,441,3366,2565
451,4,9,4000,2,6,1,1545.43,2,21,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
452,3,5,17500,4,4,3,225.04,2,3,1,1,2,2,2,0,16082,14970,0,71568,0,3213,11262,4505
453,1,2,12500,4,2,2,421.1,1,15,1,2,2,1,2,0,0,1103,89273,16989,0,296,9693,2827
454,3,5,60000,6,8,18,1.07,0,0,1,2,1,2,2,16978,1322637,99053,920293,387928,0,27518,17655,95243
455,4,8,100000,6,6,13,10.24,2,19,1,1,2,2,2,0,663765,200909,0,5156459,168237,237591,100908,433791
456,4,8,10001,4,7,5,1525.12,2,8,1,2,2,2,2,12313,23952,32610,57314,142972,0,1871,12875,9809
457,4,9,15000,4,6,2,291.24,2,18,1,1,2,2,2,0,135859,31385,0,157569,0,1969,93311,10657
458,4,8,3000,2,7,5,2099.18,1,15,1,2,2,2,2,15506,0,282,8696,30702,0,184,1299,990
459,4,9,1500,2,5,14,1259.45,1,21,1,2,2,2,2,0,0,0,17350,25987,0,2219,784,3843
460,2,4,35000,5,8,2,290.6,2,8,1,1,2,2,2,0,275201,72745,0,535804,0,12031,325130,189313
461,4,9,1500,2,3,2,1400.56,1,17,1,1,2,2,2,0,2126,24,0,31749,0,567,20285,4862
462,1,2,4000,2,6,15,1421.18,2,18,1,1,2,2,2,176521,133996,16345,114503,106242,0,73060,7326,51394
463,3,6,2500,2,7,1,2971.89,2,7,1,2,2,2,2,55794,50521,11117,68016,162056,0,721,921,5351
464,1,1,60000,6,2,14,1.06,0,0,1,2,2,1,2,0,2055163,749509,0,2826485,0,113707,189535,168328
465,2,3,7000,3,4,2,1525.12,2,20,1,1,2,2,2,0,15706,6188,0,40548,0,754,24965,6961
466,3,6,12500,4,7,5,977.8,2,7,1,2,2,2,2,2328,26299,1042,62129,98517,0,1622,11781,8976
467,4,8,1500,2,9,14,1306.88,1,15,1,2,2,2,2,19718,3315,2420,0,11345,0,844,336,1424
468,3,7,10000,3,6,5,415.45,1,16,1,2,2,2,2,0,0,0,0,46077,0,1049,7318,5576
469,4,9,10000,3,8,15,290.6,2,18,1,1,2,2,2,0,0,12359,0,820810,1079070,407618,8634,44694
470,3,5,300000,8,8,20,20.87,1,1,1,2,2,2,2,12865,425516,71190,597774,565282,0,1554,2241,13023
471,2,3,40000,5,6,2,316.87,2,21,1,1,2,2,2,2978,391872,76080,0,912703,0,4456,125981,137769
472,3,6,120000,7,9,14,6.52,2,7,1,1,1,2,2,0,167712,1676210,0,2368144,137461,179372,74980,322659
