BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,VACP6    ,OFCP6    ,LABP6    ,WRHSNP6  ,FDSLSP6  ,PORDP6   ,HCOUTP6  ,INDUSP6  ,AGRICP6  ,WRHSRP6  ,WORSHP6  ,PUBLCP6  ,EDUCP6   ,FDSVCP6  ,HCINP6   ,NURSEP6  ,LODGEP6  ,RESP6    ,PARKP6   ,STRIPP6  ,MALLP6   ,RETLP6   ,SERVP6   ,OTACTP6  ,PBA6     ,VACBA16  ,VACBA26  ,RWSEAT6  ,PBSEAT6  ,EDSEAT6  ,FDSEAT6  ,HCBED6   ,NRSBED6  ,LODGRM6  ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6
01138,2,3,    12500,04,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,99996,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  546.18,2,05
01139,1,2,  1500000,10,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,    4.00,2,05
01140,2,4,    55000,06,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,1,2,  118.40,1,08
01141,4,9,    47500,05,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  215.62,2,41
01144,2,3,   130000,07,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,99998,99999,99999,99999,99999,99999,1,1,2,1,2,   31.54,2,34
01146,3,6,     7500,03,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 5849.83,2,12
01149,2,3,    80000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  135.65,2,25
01150,2,4,   250000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  225,99999,99999,1,1,1,2,2,   88.46,1,23
01151,4,8,    12500,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  474.50,2,30
01152,3,5,    25000,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,  900,99999,99999,99999,99999,99999,1,2,2,2,2,  569.41,1,01
01154,3,5,    35000,05,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  207.50,2,11
01155,3,7,    25001,05,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,17,99,99,99999,99999,99999,99999,99999,   90,99999,1,1,1,2,2,  151.31,2,33
01157,1,1,     2500,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2, 6640.55,1,15
01158,3,5,     3750,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  114.43,1,05
01160,3,6,   250000,08,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  450,99999,99999,1,1,1,2,2,   13.84,2,24
01161,2,4,    15000,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  370.61,1,10
01164,2,3,  1200000,10,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  700,99999,99999,1,1,1,1,2,    6.92,2,01
01166,4,9,     4500,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  225,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  393.07,1,04
01167,4,9,     1001,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  474.50,1,20
01168,3,5,    20000,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  178.91,2,33
01169,4,9,    27500,05,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  246.82,2,36
01170,2,3,     8000,03,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  546.18,1,34
01171,2,3,    25001,05,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  530.18,2,32
01172,3,5,    55000,06,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  600,99999,99999,99999,99999,1,1,2,2,2,  159.79,1,19
01173,2,3,     2250,02,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6044.75,2,16
01175,2,3,     3000,02,01,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  530.18,1,26
01177,3,7,     2500,02,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  441.29,2,15
01179,3,5,   300000,08,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,   13.84,1,38
01180,2,3,   100000,06,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,07,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  125.89,1,16
01181,3,7,   110000,07,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  900,99999,99999,99999,99999,1,1,2,2,2,   88.46,1,42
01182,2,3,     7500,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  530.18,2,26
01184,3,5,     3250,02,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  107.43,2,01
01186,4,9,     1500,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  370.61,2,35
01190,3,5,    75000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,   97.15,2,26
01191,3,6,    55000,06,01,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  167.97,1,01
01193,3,7,    11250,04,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,  225,99999,99999,99999,99999,99999,1,1,2,2,2,  105.20,2,33
01196,2,3,    20000,04,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  250,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  102.41,1,15
01199,2,3,   200000,07,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999, 2000,99999,99999,99999,99999,99999,1,1,1,1,2,   88.46,1,07
01200,2,4,    60000,06,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  250,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  100.36,2,41
01201,4,9,    90000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  125,1,1,2,2,2,  199.80,2,11
01203,4,9,    85000,06,06,999,999,999,999,999,999,999,999,999,999,999,  2,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,  100,99999,99999,99999,99999,99999,1,1,2,2,2,  130.39,1,29
01204,3,7,   150000,07,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  200,99999,99999,99999,99999,1,1,2,2,2,   46.00,2,42
01207,1,2,     4000,02,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6308.52,1,06
01208,3,6,   275000,08,07,999, 50, 50,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,1,2,   13.84,2,39
01209,4,9,     5500,03,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  123.48,1,11
01210,2,3,     9500,03,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,15,99,99,99999,99999,99999,  350,99999,99999,99999,1,1,2,2,2,  189.21,2,23
01211,3,7,   100000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   97.15,1,03
01212,2,3,     2500,02,01, 21,999,999,999,999,999, 40,999,999,999,999,999,999,999,999,999,999, 39,999,999,999,999,999,999,08,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6241.10,1,21
01214,4,9,    27500,05,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,99996,99999,99999,99999,99999,99999,1,1,2,2,2,  130.59,1,44
01215,3,6,    45000,05,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  175,1,1,2,2,2,   88.46,2,39
01216,3,7,  1600000,10,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,    4.89,2,08
01217,3,5,     1750,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2, 6044.75,1,14
01218,2,3,     1500,02,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6241.10,2,14
01219,1,1,    45000,05,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  136.27,2,30
01221,4,9,   250000,08,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  500,1,1,1,2,2,  114.76,1,36
01224,1,2,    55000,06,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  113.08,1,40
01226,4,9,   300000,08,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999, 4500,99999,99999,99999,99999,99999,1,1,1,2,2,   13.84,1,38
01227,3,5,   250000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  450,99999,99999,1,1,1,2,2,    6.92,2,24
01228,3,7,     4000,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  105.20,2,33
01230,3,5,    80000,06,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,07,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  125.89,1,31
01231,3,6,    40000,05,04,999, 40,999,999,999,999,999,999,999,999,999, 25, 20,999,999,999,999,999,999,999,999,999, 15,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  118.68,2,06
01233,4,8,    30000,05,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  105.20,1,30
01234,4,9,     9500,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  156.92,2,38
01235,4,8,   325000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,   15.41,1,22
01236,3,6,    15000,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  100,1,1,2,2,2,   88.46,2,01
01237,4,9,    13750,04,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   30,1,1,2,2,2,  130.59,2,20
01242,3,7,    17500,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,04,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  174.25,1,39
01243,3,6,    35000,05,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   80,1,1,2,2,2,   88.46,1,39
01244,3,5,   400000,08,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,  300,99999,99999,1,1,1,2,2,   13.84,1,40
01245,3,6,    22500,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   50,1,1,2,2,2,  393.07,2,39
01247,4,9,     9000,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  370.61,1,11
01248,1,2,     5000,02,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2, 6308.52,1,37
01250,1,2,   300000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  107.43,1,40
01251,2,3,   110000,07,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  119.21,2,22
01253,3,5,  1000000,09,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,99998,99999,99999,99999,99999,99999,1,1,1,2,2,   13.84,2,15
01254,3,5,    10000,03,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  488.82,1,14
01256,2,3,    65000,06,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  900,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  199.80,2,34
01257,3,7,     5000,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,13,99,99,99999,  150,99999,99999,99999,99999,99999,1,1,2,2,2,  156.92,1,12
01258,4,8,    18750,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99,  250,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  484.14,2,10
01259,3,5,  1600000,10,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,    4.00,2,40
01263,2,4,     9000,03,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  159.06,2,08
01264,1,2,    40000,05,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  350,99999,99999,99999,99999,1,2,2,2,2,  230.31,1,33
01267,4,9,     1250,02,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2, 5849.83,2,35
01268,4,9,  1300000,10,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,    6.92,1,13
01269,3,5,    10000,03,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  370.61,1,07
01270,3,5,    17500,04,06,999,  7,999, 50,999,999,999, 33,999,999,999,999,999,999,999,999,999,999,999, 10,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  488.82,1,24
01271,4,9,     3000,02,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6640.55,1,29
01272,2,3,    25000,04,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  128.46,1,12
01273,1,1,   275000,08,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  100.52,1,25
01274,4,9,   150000,07,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  107.43,1,33
01275,1,1,    32500,05,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,  484.14,1,09
01277,2,3,     2250,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6308.52,2,07
01278,3,7,    17500,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  681.37,2,27
01280,2,3,     4750,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  370.61,2,28
01281,2,4,    22500,04,09,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  700,99999,99999,99999,99999,1,2,2,2,2,  488.82,1,41
01283,2,3,  1200000,10,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,    4.00,1,07
01285,4,9,     4750,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  474.50,1,29
01286,1,1,    32500,05,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,07,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,  484.14,2,32
01288,1,2,    22500,04,04,999,999,999, 34,999,999,999,999,999,999,999,999,999, 33,999,999,999,999,999,999,999,999, 33,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,1,1,  431.20,1,17
01289,4,8,    25001,05,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99, 1250,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,2,10
01290,2,3,     3500,02,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  428.01,2,02
01291,3,7,   130000,07,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,16,99,99,99999,99999,99999,99999,   40,99999,99999,1,1,1,2,2,   27.75,2,03
01292,4,8,    25001,05,07,999,999,999,100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  136.27,2,19
01293,2,3,     4500,02,03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,25,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2, 6241.10,2,07
01295,4,9,    16250,04,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  114.43,1,28
01296,4,9,     3500,02,02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  370.61,2,41
01297,3,6,    11250,04,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  105.20,1,12
01299,4,8,   300000,08,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,  350,1,1,1,2,2,    1.18,1,32
01300,1,2,   800000,09,02, 95,  5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,01,09,93,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,    7.64,1,27
01301,4,9,    55000,06,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   33.31,1,29
01304,3,5,    25001,05,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  474.50,1,07
01306,4,9,     7500,03,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  125,99999,99999,99999,99999,1,1,2,2,2,  393.07,1,11
01310,4,9,     3000,02,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,18,99,99,99999,99999,99999,99999,99999,99999,   13,1,2,2,2,2,  431.20,2,35
01311,4,8,    25001,05,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,12,99,99, 1500,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,2,10
01314,2,3,   600000,09,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,1,2,    8.15,2,14
01318,1,2,   550000,09,09,999,999,999,999,999,100,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,07,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,1,2,2,    6.92,1,31
01319,3,7,  1600000,10,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,24,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,    4.89,2,12
01320,3,7,    95000,06,04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,14,99,99,99999,99999,  700,99999,99999,99999,99999,1,1,2,2,2,  116.86,2,03
01323,1,2,    17500,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,2,2,   89.86,1,23
01324,3,5,   275000,08,06,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,  189.21,1,31
01325,2,3,   550000,09,08,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   13.84,2,07
01326,3,6,    13750,04,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,05,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,2,2,2,  488.82,1,12
01328,3,5,   160000,07,07,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,02,99,99,99999,99999,99999,99999,99999,99999,99999,1,2,1,1,1,   27.75,1,38
01329,1,2,  1000000,09,05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,11,99,99,99999,99999,99999,99999,99999,99999,99999,1,1,2,2,2,   88.46,2,20
