BLDGID4,REGION4,CENDIV4,MSA4,CLIMATE4,SQFT4,SQFTC4,PBA4,HT14,HT24,COOL4,WATR4,COOK4,MANU4,GENR4,HEATP4,COOLP4,WKHRS4,WKHRSC4,NWKER4,NWKERC4,YRCON4,YRCONC4,NFLOOR4,LTOHRP4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,ELBTU4,NGBTU4,FKBTU4,STBTU4,HWBTU4,MFBTU4
5015,2,3,2,2,5001,3,1,1,2,1,1,2,2,2,75,75,0,,0,,1974,6,1,997,841.6,19,2,1,1,2,2,2,160562,817311,0,0,0,977873
5016,4,9,2,4,2000,2,12,2,2,2,2,2,2,2,0,0,50,3,3,1,1965,5,1,100,1654.84,7,1,1,2,2,2,2,43186,0,0,0,0,43186
5017,3,5,2,3,60000,6,12,1,1,1,1,2,2,2,100,5,48,2,15,3,1965,5,1,100,156.48,17,2,1,1,1,2,2,244398,694690,790922,0,0,1730010
5018,1,2,2,3,12500,4,3,1,2,1,1,2,2,2,75,50,57,3,18,3,1945,3,2,100,597.34,18,2,1,1,2,2,2,447453,395929,0,0,0,843382
5019,4,9,2,4,50000,5,2,1,2,1,1,2,2,2,40,100,168,7,200,6,1976,6,2,100,10.27,6,2,1,1,2,2,2,17858896,2296178,0,0,0,20155074
5020,3,7,2,5,15000,4,12,2,2,2,2,2,2,2,0,0,54,3,10,3,1986,8,1,100,156.48,11,1,1,2,2,2,2,495207,0,0,0,0,495207
5021,2,3,1,3,4000,2,4,1,2,1,1,2,2,2,100,100,38,1,0,0,1959,4,1,50,1991.37,8,2,1,1,2,2,2,19084,168685,0,0,0,187769
5022,2,3,1,1,5000,2,3,1,2,2,1,2,2,2,100,0,56,3,6,2,1970,6,1,100,682.05,6,1,1,1,2,2,2,117220,634407,0,0,0,751627
5023,3,6,2,4,2000,2,2,1,2,1,1,2,2,2,100,100,45,2,8,2,1982,7,1,100,1597.65,10,2,1,2,2,2,2,103507,0,0,0,0,103507
5024,3,6,1,5,45000,5,12,2,2,2,2,2,2,2,0,0,88,5,8,2,1965,5,1,5,314.04,2,1,1,2,2,2,2,70321,0,0,0,0,70321
5025,2,3,1,2,140000,7,13,1,2,1,1,1,2,2,90,75,65,4,60,5,1961,5,2,99,38.85,8,1,1,2,2,2,2,5228781,0,0,0,0,5228781
5026,3,5,2,3,300000,8,2,1,2,1,1,1,2,2,100,100,62,4,1150,9,1974,6,6,100,24.78,4,2,1,1,2,2,2,27553396,8595366,0,0,0,36148762
5027,3,7,2,4,20000,4,15,1,2,1,1,1,2,2,94,100,168,7,25,4,1962,5,1,100,496.13,3,1,1,1,2,2,2,1505439,1457430,0,0,0,2962869
5028,1,2,2,3,700000,9,2,1,2,1,1,1,2,1,100,100,55,3,7750,11,1957,4,995,100,10.28,16,1,1,1,2,1,2,38924693,1667718,0,41192273,0,81784684
5029,1,1,2,2,3500,2,4,1,2,1,1,2,2,2,75,75,53,3,2,1,1680,1,4,50,476.91,8,1,1,1,2,2,2,64030,182125,0,0,0,246155
5030,1,1,2,2,22500,4,3,1,2,1,1,1,2,2,100,100,78,4,35,4,1984,8,2,100,327.35,17,1,1,1,2,2,2,1345344,1167937,0,0,0,2513281
5031,2,4,2,1,8000,3,3,1,1,1,1,2,2,2,75,4,58,3,6,2,1946,4,1,100,474.3,6,1,1,2,1,2,2,241335,0,209977,0,0,451312
5032,2,3,2,2,1500,2,14,1,2,2,1,1,2,2,100,0,56,3,2,1,1983,7,1,50,1508.84,7,2,1,1,2,2,2,72959,211629,0,0,0,284588
5033,1,2,2,3,120000,7,15,1,2,1,1,2,2,2,100,20,168,7,200,6,1959,4,5,80,6.41,14,2,1,2,2,1,2,1557746,0,0,25118241,0,26675987
5034,2,4,1,2,2000,2,3,1,2,2,2,2,2,2,50,0,45,2,3,1,1902,2,1,50,2392.14,15,2,1,1,2,2,2,20010,662573,0,0,0,682583
5035,3,5,1,4,5000,2,12,1,2,1,2,2,2,2,6,6,54,3,4,1,1920,3,2,100,2170.72,6,2,1,2,2,2,2,48185,0,0,0,0,48185
5036,4,9,2,4,50000,5,17,1,2,2,1,2,2,2,100,0,168,7,1,1,1963,5,6,100,1.08,,0,1,1,2,2,2,336362,1019485,0,0,0,1355847
5037,3,7,1,5,10001,4,4,1,2,2,1,2,2,2,100,0,18,1,9,2,1972,6,1,25,1932.25,20,1,1,1,2,2,2,49475,347759,0,0,0,397234
5038,4,9,2,1,15000,4,2,1,2,1,1,2,2,1,100,100,168,7,24,4,1982,7,1,90,1735.25,13,1,1,2,1,2,2,5299177,0,213670,0,0,5512847
5039,2,4,1,3,1001,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1910,2,1,997,1991.37,18,1,2,2,2,2,2,0,0,0,0,0,0
5040,3,6,2,4,4000,2,4,1,1,1,1,2,2,2,100,100,18,1,8,2,1824,1,1,100,3185.53,10,2,1,2,2,2,2,31592,0,0,0,0,31592
5041,1,1,2,2,5000,2,3,1,2,1,1,1,2,2,100,33,168,7,6,2,1974,6,2,100,1468.67,11,2,1,2,1,2,2,250911,0,181684,0,0,432595
5042,1,2,1,2,2000,2,3,1,2,1,1,2,2,2,100,100,33,1,8,2,1969,5,1,100,2169.66,16,2,1,1,2,2,2,219873,154400,0,0,0,374273
5043,3,5,2,3,35000,5,12,1,2,2,1,2,2,2,100,0,40,2,0,0,1929,3,2,20,229.73,4,2,1,1,2,1,2,850971,502882,0,1053161,0,2407014
5044,2,3,2,2,2500,2,2,1,2,1,1,2,2,2,100,100,48,2,3,1,1974,6,2,80,1508.84,19,2,1,1,2,2,2,25371,104671,0,0,0,130042
5045,3,5,2,5,7000,3,2,1,2,1,2,2,2,2,100,100,58,3,20,4,1949,4,1,100,1539.4,8,2,1,2,2,2,2,1364163,0,0,0,0,1364163
5046,2,3,2,2,3000,2,12,2,2,2,2,2,2,2,0,0,13,1,1,1,1946,4,1,80,1636.49,19,1,1,2,2,2,2,5687,0,0,0,0,5687
5047,4,9,2,4,20000,4,4,1,2,1,1,2,2,2,100,100,53,3,10,3,1964,5,1,100,268.52,15,1,1,1,2,2,2,165977,281988,0,0,0,447965
5048,1,2,1,2,2000,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1940,3,2,997,2184.21,16,2,2,2,2,2,2,0,0,0,0,0,0
5049,1,2,2,2,7000,3,3,1,1,1,1,2,2,2,100,5,65,4,10,3,1978,6,1,100,506.06,1,1,1,2,1,2,2,1226703,0,435119,0,0,1661822
5050,3,6,1,4,4000,2,3,1,2,1,1,2,2,2,100,100,54,3,6,2,1979,6,1,100,2650.99,11,2,1,1,2,2,2,367585,122013,0,0,0,489598
5051,3,7,1,5,3000,2,3,1,2,1,2,2,2,2,50,50,52,3,1,1,1979,6,1,50,833.61,9,2,1,1,2,2,2,29135,14828,0,0,0,43963
5052,1,2,2,2,6000,3,12,1,2,1,1,2,1,2,10,10,69,4,2,1,1975,6,1,100,157.78,20,2,1,2,1,2,2,126048,0,623412,0,0,749460
5053,3,5,2,4,6000,3,3,1,2,1,2,2,2,2,50,33,48,2,11,3,1963,5,2,67,358.11,4,2,1,1,2,2,2,82053,47439,0,0,0,129492
5054,3,7,1,5,2000,2,2,1,1,1,2,2,2,2,100,50,45,2,5,2,1969,5,1,100,2170.72,20,1,1,1,2,2,2,60596,45473,0,0,0,106069
5055,3,5,2,4,1001,2,2,1,2,1,1,2,2,2,100,100,93,5,7,2,1955,4,1,100,1597.65,16,2,1,1,2,2,2,101115,53789,0,0,0,154904
5056,2,3,2,2,3000,2,12,1,2,1,1,2,2,2,25,25,40,2,3,1,1889,1,1,25,487.36,5,1,1,1,2,2,2,11519,60488,0,0,0,72007
5057,2,3,1,3,25000,4,3,1,2,1,1,2,2,2,100,20,55,3,30,4,1979,6,2,100,682.05,9,2,1,2,2,2,2,1934445,0,0,0,0,1934445
5058,3,7,1,5,7000,3,4,1,2,1,1,2,2,2,100,10,45,2,7,2,1955,4,1,100,56.75,9,2,1,1,2,2,2,99861,1249063,0,0,0,1348924
5059,4,9,2,4,6000,3,14,1,2,1,1,1,2,2,100,100,40,2,8,2,1979,6,1,100,1382.22,20,1,1,1,2,2,2,565986,975937,0,0,0,1541923
5060,3,6,1,4,2500,2,3,1,2,1,1,2,2,2,100,100,72,4,1,1,1978,6,1,53,2650.99,11,2,1,2,2,2,2,42904,0,0,0,0,42904
5061,1,2,2,3,200001,8,13,1,2,1,1,1,2,2,100,25,80,4,214,6,1929,3,7,100,10.05,11,2,1,1,2,1,2,3360547,283864,0,13721869,0,17366280
5062,2,3,2,2,300000,8,3,1,2,1,1,1,2,2,100,100,71,4,452,7,1974,6,1,90,21.19,14,2,1,1,2,2,2,17361196,13699243,0,0,0,31060439
5063,2,3,2,2,6000,3,4,1,2,1,1,1,2,2,100,40,43,2,4,1,1927,3,2,100,610.82,14,1,1,1,2,2,2,197210,479428,0,0,0,676638
5064,3,5,1,3,4000,2,3,1,2,1,1,2,2,2,100,100,43,2,2,1,1959,4,1,100,2650.99,2,2,1,2,2,2,2,125071,0,0,0,0,125071
5065,1,2,2,3,140000,7,13,1,2,1,1,1,2,1,100,90,106,5,125,6,1976,6,1,100,306.28,5,2,1,2,2,2,2,20070749,0,0,0,0,20070749
5066,4,9,2,4,12500,4,13,1,2,2,1,2,2,2,95,0,84,4,5,2,1963,5,1,95,460.95,13,2,1,1,2,2,2,245842,887488,0,0,0,1133330
5067,4,9,2,4,4000,2,3,1,1,1,2,2,2,2,100,40,48,2,14,3,1975,6,1,100,2004.53,14,1,1,1,2,2,2,14015,412819,0,0,0,426834
5068,2,4,2,2,30000,5,4,1,2,1,1,2,2,2,100,67,75,4,18,3,1960,5,2,58,1636.49,6,2,1,1,2,2,2,1962344,723679,0,0,0,2686023
5069,3,5,2,5,35000,5,5,1,2,1,1,2,2,2,100,100,104,5,20,4,1989,9,1,100,248.34,2,1,1,2,2,2,2,4237656,0,0,0,0,4237656
5070,4,8,2,2,9000,3,3,1,2,1,1,2,2,2,100,100,72,4,6,2,1939,3,2,66,1735.25,15,2,1,1,2,2,2,308902,576478,0,0,0,885380
5071,2,3,2,3,15000,4,4,1,2,1,1,2,2,2,100,24,12,1,2,1,1886,1,2,100,487.36,1,2,1,1,2,2,2,51235,328684,0,0,0,379919
5072,3,5,2,3,600000,9,2,1,2,1,1,1,2,2,65,65,168,7,1200,9,1988,9,6,100,21.38,7,1,1,2,1,2,2,54742498,0,188064,0,0,54930562
5073,2,3,2,2,25000,4,3,1,2,1,1,1,2,2,35,35,53,3,3,1,1978,6,2,33,263.93,19,1,1,1,2,2,2,231870,27870,0,0,0,259740
5074,3,6,2,4,1500,2,3,2,2,1,2,2,2,2,0,59,98,5,4,1,1977,6,1,100,1895.05,10,1,1,2,2,2,2,86133,0,0,0,0,86133
5075,3,7,2,5,450000,8,2,1,2,1,1,1,2,1,100,100,67,4,400,7,1980,7,994,80,10.39,12,2,1,2,1,2,2,25800510,0,149131,0,0,25949641
5076,3,5,2,5,2000,2,2,1,2,1,2,2,2,2,100,100,48,2,3,1,1987,9,1,95,1616.48,4,2,1,2,2,2,2,86559,0,0,0,0,86559
5077,2,3,2,2,40000,5,4,1,2,1,1,2,2,2,100,100,104,5,10,3,1976,6,2,90,21.19,3,2,1,1,2,2,2,2954519,1712475,0,0,0,4666994
5078,3,5,2,5,7000,3,3,1,2,1,1,1,2,2,100,100,40,2,30,4,1982,7,1,100,597.74,4,1,1,2,2,2,2,892276,0,0,0,0,892276
5079,3,7,2,5,1500,2,12,2,2,2,2,2,2,2,0,0,0,0,0,0,1926,3,1,997,1895.05,13,2,2,2,2,2,2,0,0,0,0,0,0
5080,2,3,2,2,4000,2,3,1,2,1,1,2,2,2,100,75,65,4,5,2,1946,4,1,75,610.82,5,1,1,1,2,2,2,82494,199857,0,0,0,282351
5081,3,5,2,5,2000,2,2,1,2,1,2,2,2,2,82,82,45,2,8,2,1955,4,1,82,1597.65,4,2,1,2,2,2,2,117873,0,0,0,0,117873
5082,3,7,2,5,2500,2,4,1,2,1,2,1,2,2,75,75,15,1,1,1,1945,3,1,75,1595.2,13,1,1,1,2,2,2,10631,13977,0,0,0,24608
5083,2,4,1,3,2000,2,4,1,2,2,2,2,2,2,100,0,1,1,1,1,1903,2,2,100,1991.37,18,1,1,2,2,2,2,2325,0,0,0,0,2325
5084,1,2,2,3,1001,2,7,1,2,1,1,2,2,2,100,100,45,2,8,2,1949,4,1,100,1468.67,14,2,1,2,2,2,2,82759,0,0,0,0,82759
5085,3,5,2,3,60000,6,17,1,2,1,1,1,2,2,100,100,168,7,75,5,1889,1,6,75,24.38,4,2,1,1,2,2,2,5670595,5108424,0,0,0,10779019
5086,3,7,1,5,6000,3,12,2,2,2,2,2,2,2,0,0,168,7,0,0,1949,4,1,100,2170.72,20,1,1,2,2,2,2,37951,0,0,0,0,37951
5087,3,7,2,4,6000,3,12,1,2,2,2,2,2,2,100,0,40,2,5,2,1941,3,1,50,1595.2,3,1,1,1,2,2,2,9637,22618,0,0,0,32255
5088,3,7,2,5,3500,2,20,1,2,1,1,2,1,2,90,90,168,7,25,4,1976,6,1,90,1616.48,17,1,1,2,2,2,2,1401522,0,0,0,0,1401522
5089,3,7,1,5,6000,3,1,2,2,2,2,2,2,2,0,0,0,,0,,1952,4,1,997,314.04,20,2,2,2,2,2,2,0,0,0,0,0,0
5090,1,2,2,2,22500,4,3,1,2,2,1,2,1,2,100,0,50,3,14,3,1929,3,3,90,1636.54,1,2,1,1,2,2,2,277134,2569789,0,0,0,2846923
5091,4,8,1,4,1500,2,3,1,2,1,2,2,2,2,50,50,38,1,1,1,1983,7,1,50,2316.77,2,2,1,2,1,2,2,26796,0,23311,0,0,50107
5092,3,7,1,5,9000,3,4,1,2,1,1,2,2,2,70,70,49,3,4,1,1961,5,1,70,477.47,20,2,1,1,2,2,2,56505,45882,0,0,0,102387
5093,2,4,2,3,10000,3,17,1,2,1,1,2,2,2,100,100,168,7,10,3,1983,7,2,100,509.17,17,2,1,1,2,2,2,237987,171539,0,0,0,409526
5094,1,2,2,2,160000,7,1,1,2,2,2,2,2,2,100,0,0,,0,,1886,1,4,997,157.78,1,2,1,2,1,2,2,239364,0,5871164,0,0,6110528
5095,2,3,2,2,10000,3,2,1,2,1,1,2,2,2,100,100,93,5,50,5,1977,6,1,100,21.19,4,2,1,1,2,2,2,27812163,968001,0,0,0,28780164
5096,1,2,2,3,8000,3,3,1,2,2,2,2,2,2,100,0,88,5,2,1,1940,3,2,90,1638.2,10,2,1,2,1,2,2,15224,0,1058483,0,0,1073707
5097,4,9,2,4,450000,8,2,1,2,1,1,1,2,2,75,80,65,4,1200,9,1986,8,994,80,10.27,14,1,1,2,1,2,2,35488925,0,55892,0,0,35544817
5098,3,5,2,4,45000,5,12,1,1,1,1,2,2,2,100,10,55,3,55,5,1977,6,1,100,22.3,16,1,1,1,2,2,2,731393,832029,0,0,0,1563422
5099,4,9,2,4,25000,4,3,1,2,1,1,2,2,2,100,100,81,4,7,2,1968,5,1,100,358.11,15,1,1,1,2,2,2,1263532,450484,0,0,0,1714016
5100,1,2,2,2,7000,3,14,1,2,1,1,1,2,2,100,100,95,5,2,1,1925,3,3,100,1468.67,1,1,1,2,1,2,2,114608,0,469604,0,0,584212
5101,2,3,2,2,2000,2,12,1,2,2,2,2,2,2,15,0,43,2,2,1,1971,6,1,15,1636.49,5,2,1,1,2,2,2,36167,916839,0,0,0,953006
5102,3,5,2,5,10000,3,2,1,2,1,1,2,2,2,100,100,56,3,70,5,1970,6,1,100,470.24,8,1,1,2,2,2,2,485883,0,0,0,0,485883
5103,2,3,2,1,90000,6,16,1,1,1,1,1,2,1,100,20,168,7,250,6,1962,5,5,100,324.11,17,1,1,1,2,1,2,2446957,32879299,0,18336270,0,53662526
5104,4,8,2,5,20000,4,12,1,2,1,1,2,2,2,10,10,43,2,8,2,1961,5,1,100,163.32,7,2,1,1,2,2,2,230756,19145,0,0,0,249901
5105,4,9,2,4,10000,3,20,1,2,1,2,2,2,2,66,33,45,2,24,4,1978,6,2,100,657.7,7,1,1,1,2,2,2,80393,254089,0,0,0,334482
5106,3,7,2,4,12500,4,2,1,2,1,1,2,2,2,100,100,66,4,38,4,1978,6,3,75,470.24,3,1,1,1,2,2,2,1680632,745195,0,0,0,2425827
5107,3,5,2,5,25000,4,17,1,2,1,1,1,2,2,50,50,98,5,3,1,1958,4,2,50,496.13,5,1,1,2,2,2,2,434523,0,0,0,0,434523
5108,1,2,2,3,500000,8,2,1,2,1,1,1,2,2,100,100,50,3,1024,9,1975,6,995,100,10.28,3,2,1,1,2,1,2,4317483,217222,0,35092789,0,39627494
5109,4,9,2,4,22500,4,4,1,2,2,1,2,2,2,90,0,110,5,6,2,1936,3,1,100,460.95,10,2,1,1,2,2,2,533887,717812,0,0,0,1251699
5110,3,6,2,4,2000,2,5,1,2,1,1,1,2,2,49,50,58,3,6,2,1983,7,1,100,1472.34,10,1,1,2,2,2,2,272491,0,0,0,0,272491
5111,2,3,1,3,60000,6,13,1,2,1,1,1,1,2,100,10,45,2,30,4,1916,2,3,75,412.5,8,2,1,1,2,2,2,947854,4118058,0,0,0,5065912
5112,3,5,2,4,4000,2,6,1,2,1,1,2,2,2,100,50,3,1,12,3,1973,6,1,50,1595.2,16,1,1,2,2,2,2,62015,0,0,0,0,62015
5113,3,7,2,5,80000,6,3,1,2,1,1,2,2,2,83,59,119,5,85,5,1970,6,2,100,358.11,13,2,1,1,2,2,2,7212639,1270089,0,0,0,8482728
5114,3,5,1,3,35000,5,4,1,2,2,2,2,2,2,100,0,31,1,2,1,1974,6,1,100,2146.52,2,2,1,2,2,2,2,39933,0,0,0,0,39933
5115,2,4,1,2,1500,2,4,1,2,2,2,2,2,2,50,0,2,1,1,1,1915,2,2,50,2082.26,15,2,1,1,2,2,2,9766,119414,0,0,0,129180
5116,4,9,2,3,6000,3,3,1,2,1,1,2,2,2,5,5,168,7,8,2,1947,4,2,100,20.41,7,1,1,1,2,2,2,886052,26567,0,0,0,912619
5117,2,3,1,3,2000,2,3,1,2,1,1,2,2,2,93,93,42,2,1,1,1989,9,1,60,2015.74,8,2,1,2,2,2,2,616648,0,0,0,0,616648
5118,4,8,2,2,2000,2,3,1,2,2,1,2,2,2,100,0,45,2,1,1,1919,2,2,100,2004.53,18,2,1,1,2,2,2,54873,936647,0,0,0,991520
5119,3,5,2,4,8000,3,12,2,2,2,2,2,2,2,0,0,50,3,8,2,1930,3,1,42,1595.2,16,1,1,2,2,2,2,40769,0,0,0,0,40769
5120,3,7,2,5,50000,5,4,1,2,1,1,1,2,2,100,100,48,2,4,1,1944,3,3,10,498.98,16,2,1,1,2,2,2,463342,420219,0,0,0,883561
5121,1,2,2,2,300000,8,15,1,1,1,1,1,2,2,100,100,168,7,800,8,1970,6,5,100,17.53,20,2,1,1,1,2,2,32989575,71515126,0,0,0,104504701
5122,1,2,2,3,2000,2,2,1,2,1,1,2,2,2,75,40,56,3,8,2,1894,1,3,40,1468.67,19,2,1,1,1,2,2,61144,300,224816,0,0,286260
5123,3,5,2,4,17500,4,2,1,2,1,1,2,2,2,100,60,45,2,35,4,1984,8,1,100,470.24,16,1,1,2,2,2,2,1577742,0,0,0,0,1577742
5124,3,5,1,3,200001,8,13,1,2,2,1,1,2,2,100,0,35,1,75,5,1968,5,2,90,25.89,6,1,1,2,2,2,2,2083806,0,0,0,0,2083806
5125,3,5,2,5,6000,3,13,1,2,1,2,2,2,2,100,100,40,2,9,2,1970,6,1,100,21.23,8,1,1,2,2,2,2,328510,0,0,0,0,328510
5126,1,2,2,3,120000,7,13,1,2,1,1,1,2,2,100,90,108,5,100,6,1922,3,10,90,10.06,18,2,1,1,1,2,2,4857646,253153,8178163,0,0,13288962
5127,4,9,2,4,12500,4,2,1,2,1,1,2,2,2,90,90,48,2,45,4,1983,7,1,80,492.68,7,1,1,1,2,2,2,411282,320882,0,0,0,732164
5128,3,5,1,4,5000,2,3,1,2,1,2,2,2,2,100,5,45,2,2,1,1965,5,2,100,2650.99,6,2,1,2,2,2,2,275089,0,0,0,0,275089
5129,2,3,2,3,120000,7,2,1,2,1,1,1,2,2,100,93,168,7,270,7,1956,4,8,100,229.73,1,1,1,1,2,1,2,10019997,1035157,0,5041169,0,16096323
5130,1,2,2,3,600000,9,12,1,2,1,1,2,2,2,100,5,45,2,250,7,1969,5,1,100,157.78,14,1,1,1,2,2,2,3525638,4012133,0,0,0,7537771
5131,1,2,2,3,6000,3,12,1,2,2,2,2,2,2,75,0,65,4,3,1,1978,6,1,75,490.89,14,1,1,2,1,2,2,321506,0,138915,0,0,460421
5132,1,2,2,3,2000,2,7,1,2,1,1,2,2,2,100,100,45,2,2,1,1962,5,3,100,1627.29,5,2,1,2,2,2,2,44434,0,0,0,0,44434
5133,1,2,2,3,15000,4,4,1,2,1,1,1,2,2,100,100,168,7,2,1,1955,4,2,75,306.28,10,2,1,2,1,2,2,2105455,0,5744318,0,0,7849773
5134,3,5,2,4,10001,4,2,1,2,1,1,2,2,2,65,65,50,3,21,4,1983,7,3,65,1597.65,16,1,1,2,2,2,2,289329,0,0,0,0,289329
5135,2,4,2,3,20000,4,3,1,2,1,1,1,2,2,60,60,84,4,30,4,1978,6,1,60,610.82,14,1,1,2,2,2,2,367972,0,0,0,0,367972
5136,2,3,2,2,450000,8,13,1,2,1,1,1,2,2,100,100,82,4,200,6,1976,6,4,100,5.03,8,2,1,1,2,2,2,28315235,27139456,0,0,0,55454691
5137,1,1,2,2,8000,3,14,1,1,1,1,1,2,2,100,100,86,5,3,1,1969,5,3,40,1468.67,2,1,1,1,1,2,2,219162,82805,312717,0,0,614684
5138,2,3,2,2,2000,2,4,1,2,1,1,2,2,2,100,75,84,4,3,1,1960,5,4,20,1904.68,5,2,1,1,2,2,2,55796,333749,0,0,0,389545
5139,3,7,1,5,15000,4,3,1,2,1,2,2,2,2,75,60,51,3,7,2,1968,5,1,90,640.89,9,2,1,1,2,2,2,75911,26106,0,0,0,102017
5140,3,5,1,4,90000,6,3,1,2,1,1,2,2,2,100,100,95,5,60,5,1978,6,1,100,346.63,6,2,1,2,2,2,2,4974757,0,0,0,0,4974757
5141,2,4,2,1,1001,2,1,1,1,1,1,2,2,2,100,20,0,,0,,1962,5,1,997,1508.84,18,2,1,1,2,2,2,4928,204519,0,0,0,209447
5142,2,3,2,2,15000,4,14,1,2,1,1,1,2,2,100,100,83,4,7,2,1953,4,1,100,1508.84,12,2,1,1,2,2,2,310763,1259560,0,0,0,1570323
5143,3,6,2,4,20000,4,12,2,2,2,2,2,2,2,0,0,50,3,2,1,1969,5,1,100,998.42,10,2,1,2,2,2,2,63041,0,0,0,0,63041
5144,4,8,2,2,20000,4,13,1,2,2,1,1,1,2,100,0,83,4,27,4,1955,4,2,90,362.37,19,1,1,1,2,2,2,318801,2276519,0,0,0,2595320
5145,4,8,2,5,30000,5,12,1,2,1,1,2,2,2,25,25,56,3,20,4,1966,5,1,25,268.52,7,2,1,2,2,2,2,353348,0,0,0,0,353348
5146,3,7,2,5,15000,4,12,1,2,1,1,2,2,2,2,2,43,2,5,2,1950,4,1,100,498.98,10,1,1,2,2,1,2,137750,0,0,553030,0,690780
5147,3,5,2,5,1500,2,13,1,2,1,2,2,2,2,100,100,45,2,4,1,1988,9,1,98,320.86,8,1,1,2,2,2,2,42710,0,0,0,0,42710
5148,2,3,2,2,35000,5,13,1,2,1,1,1,2,2,100,5,60,3,100,6,1924,3,4,100,1,,0,1,1,2,2,2,385681,3453780,0,0,0,3839461
5149,1,2,2,3,22500,4,1,2,2,2,2,2,2,2,0,0,0,,0,,1959,4,5,997,6.64,14,2,2,2,2,2,2,0,0,0,0,0,0
5150,3,5,2,3,300000,8,2,1,2,1,1,1,2,2,70,70,66,4,600,8,1986,8,9,100,5.74,11,1,1,2,2,2,2,22966279,0,0,0,0,22966279
5151,4,9,2,4,6000,3,2,1,2,1,1,2,2,2,60,60,43,2,5,2,1889,1,4,60,492.68,18,2,1,1,2,2,2,74061,42912,0,0,0,116973
5152,3,6,2,5,15000,4,13,1,2,1,2,2,2,2,100,100,36,1,10,3,1954,4,1,85,7.65,3,2,1,2,2,2,2,46047,0,0,0,0,46047
5153,2,3,2,2,600000,9,2,1,2,1,1,2,2,1,100,100,50,3,50,5,1973,6,4,100,209.89,9,1,1,1,1,2,2,5291701,3157969,162512,0,0,8612182
5154,1,2,2,3,25000,4,2,1,2,1,1,2,2,2,100,60,45,2,50,5,1964,5,2,100,20.83,18,1,1,1,2,2,2,2293695,219074,0,0,0,2512769
5155,4,9,2,4,20000,4,17,1,1,2,1,1,2,2,20,0,168,7,1,1,1920,3,4,75,502.74,7,1,1,1,2,2,2,236328,417370,0,0,0,653698
5156,3,7,2,5,7000,3,3,1,2,1,1,2,2,2,100,75,57,3,4,1,1984,8,1,100,1895.05,8,2,1,1,2,2,2,312050,90758,0,0,0,402808
5157,1,2,2,2,12500,4,12,1,1,1,1,2,2,2,100,10,50,3,4,1,1981,7,1,50,250.94,1,1,1,2,1,2,2,328941,0,352667,0,0,681608
5158,3,5,1,4,7000,3,4,1,2,1,1,1,2,2,100,100,3,1,2,1,1951,4,2,50,2170.72,6,2,1,1,2,2,2,55756,239915,0,0,0,295671
5159,2,3,2,2,20000,4,4,1,2,2,1,2,2,2,100,0,72,4,4,1,1920,3,3,100,487.36,9,1,1,1,2,2,2,160569,1113168,0,0,0,1273737
5160,2,4,2,3,20000,4,12,2,2,2,2,2,2,2,0,0,0,,0,,1929,3,1,997,487.36,13,1,1,2,2,2,2,176,0,0,0,0,176
5161,4,9,2,4,90000,6,17,1,2,2,1,1,2,2,100,0,168,7,8,2,1947,4,4,90,268.52,7,1,1,1,2,2,2,293588,779912,0,0,0,1073500
5162,2,3,2,3,90000,6,10,1,1,1,1,2,2,2,100,40,72,4,80,5,1956,4,1,100,6.25,2,1,1,1,2,1,2,3831443,2899243,0,9807090,0,16537776
5163,2,3,1,3,3500,2,12,1,1,2,2,2,2,2,10,0,45,2,2,1,1972,6,1,50,1991.37,9,2,1,2,1,2,2,34250,0,38972,0,0,73222
5164,1,1,1,1,50000,5,17,1,2,2,1,2,2,2,100,0,168,7,2,1,1967,5,5,80,612.45,12,1,1,2,1,2,2,1809761,0,1253087,0,0,3062848
5165,1,2,2,2,6000,3,12,1,2,2,2,2,2,2,40,0,50,3,2,1,1930,3,1,50,20.83,20,2,1,1,2,2,2,1137,443305,0,0,0,444442
5166,1,1,2,2,8000,3,12,2,2,2,2,2,2,2,0,0,168,7,0,0,1987,9,1,0,1638.2,17,1,2,2,2,2,2,0,0,0,0,0,0
5167,3,5,2,3,6000,3,2,1,2,1,1,2,2,2,100,100,60,3,17,3,1987,9,1,100,239.78,12,1,1,2,2,2,2,726353,0,0,0,0,726353
5168,3,7,2,4,1500,2,14,2,2,2,1,2,2,2,0,0,49,3,4,1,1977,6,1,90,1859.44,3,2,1,1,2,2,2,74391,910665,0,0,0,985056
5169,1,2,2,3,1500,2,3,1,2,2,2,2,1,2,100,0,60,3,3,1,1949,4,1,100,1638.2,18,1,1,2,1,2,2,218413,0,169479,0,0,387892
5170,3,7,2,5,25001,5,4,1,2,1,2,2,2,2,100,100,76,4,1,1,1870,1,2,100,156.48,13,1,1,1,2,2,2,265652,290178,0,0,0,555830
5171,2,3,1,3,1500,2,12,1,1,2,1,2,2,2,100,0,45,2,4,1,1968,5,1,33,1991.37,8,2,1,1,2,2,2,21317,103202,0,0,0,124519
5172,1,2,2,3,30000,5,1,1,2,1,1,2,2,2,100,98,90,5,75,5,1922,3,3,90,1.09,,0,1,1,1,2,2,1963265,132646,3560966,0,0,5656877
