PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
04006,4,9, 425000.00,08,06,24,1,1,1,2,2,2,4,  1,1989,  ,2, ,   46,06,2,1,12,1,2,1,1, 91,6,   200,07,1,2,1,1,1,2,1,100, ,100, 95,   35.63,1,11
04007,4,9,  37500.00,05,06,02,1,2,2,2,2,2,4,  2,1984,  ,2, ,    1,02,2,2,12,2,2,1,2, 70,5,   115,07,1,2,1,1,2,2,2,100, ,100,100,  170.27,2,43
04008,2,3, 180000.00,07,06,08,1,1,1,2,2,2,2,  8,1988,  ,2, ,   28,06,2,1,12,2,2,1,1,124,6,   200,07,1,1,1,1,2,2,1,100, , 95,100,   91.57,1,26
04009,2,3,  20000.00,04,01,25,1,2,2,2,2,2,3,  2,1903,  ,2, ,    1,02,1, ,12,2,2,1,1, 49,4,    13,04,1,2,1,1,2,2,2,100, , 60,100,  133.78,2,28
04010,1,2, 475000.00,08,03,02,1,2,1,2,1,2,2,992,1952,  ,2, ,   70,07,1, ,12,1,2,1,1, 68,5,  2000,10,1,1,1,1,1,2,1,100, ,100,100,   15.37,2,44
04011,4,9,  30000.00,05,04,05,1,1,2,2,2,2,4,  1,1969,  ,2, ,    3,03,2,2,12,2,2,1,9, 40,3,    15,04,1,1,1,1,2,2,2,  0,1, 10,100,  243.86,2,38
04012,2,3,  16250.00,04,05,14,1,1,2,2,2,2,2,  3,1978,  ,2, ,    1,02,1, ,12,2,2,1,2, 45,3,    12,04,1,1,1,1,2,2,2,100, ,100,100,  414.39,1,07
04013,3,6,   5000.00,02,08,05,1,2,1,2,2,2,3,  2,1999,01,2, ,    1,02,1, ,11,2,2,1,2, 40,3,     4,02,1,2,2,1,2,2,2,  7, ,   , 50,   28.14,1,12
04014,4,9, 400000.00,08,02,02,1,1,1,2,2,2,4,991,1926,  ,2, ,   44,06,2,2,12,1,2,1,2, 60,4,   220,07,1,2,1,1,1,2,1, 12, , 12, 50,   15.37,2,06
04015,4,9, 225000.00,08,03,14,1,1,1,2,2,2,3,  3,1950,  ,1,3,    1,02,1, ,12,2,2,1,1, 68,5,    66,06,1,2,2,1,1,2,2,100, ,   , 95,   84.99,1,29
04016,3,5,  55000.00,06,01,12,1,1,2,2,2,2,4,  3,1859,  ,2, ,    1,02,1, ,12,2,2,1,1, 80,5,    14,04,1,1,1,1,1,2,1, 90, , 90, 20,  619.82,2,31
04017,3,7,   3750.00,02,02,02,1,2,2,2,1,2,5,  2,1943,  ,2, ,    1,02,1, ,12,1,2,1,2, 60,4,    50,06,1,1,1,1,2,2,2,100, , 95, 95,  352.62,1,04
04018,4,9, 450000.00,08,05,02,1,1,1,2,2,2,4,991,1972,  ,2, ,    1,02,1, ,12,2,2,1,2, 60,4,  1300,10,1,1,1,1,1,2,1, 90, , 95, 98,   15.37,1,12
04019,4,9,  11250.00,04,06,02,1,1,2,2,2,2,4,  2,1985,  ,2, ,   10,04,1, ,12,1,2,1,1, 58,4,     7,03,1,2,1,1,2,2,2,100, ,100,100,  395.42,2,21
04020,3,5,   6000.00,03,05,13,1,2,1,1,2,2,3,  1,1974,  ,2, ,    1,02,1, ,12,2,2,1,1, 62,5,     3,02,1,1,1,1,1,2,2,100, ,100, 40,  928.81,1,14
04021,1,1, 275000.00,08,02,02,1,1,1,2,2,2,2, 12,1923,  ,2, ,   38,06,2,1,12,1,2,1,2, 60,4,  1500,10,1,1,1,1,2,2,2,100, , 90,100,   15.37,2,24
04022,1,2, 110000.00,07,08,17,1,1,1,2,2,2,3,  4,1997,  ,2, ,    1,02,1, ,12,1,2,1,1, 63,5,    85,06,1,1,1,1,1,2,1,100, , 80, 80,    3.69,1,17
04023,2,4,  30000.00,05,05,17,1,1,2,2,2,2,2,  1,1972,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    15,04,1,2,1,1,1,2,2,100, , 80, 80,  497.28,1,13
04024,3,5,  15000.00,04,07,02,1,2,2,2,2,2,5,  2,1991,  ,1,3,    2,03,1, ,12,2,2,1,2, 45,3,    20,05,1,2,1,1,2,2,2,100, ,100, 15,  439.77,2,40
04025,2,3,  50000.00,05,06,14,1,1,2,2,2,2,1,  1,1980,  ,1,3,    1,02,1, ,12,2,2,1,2, 40,3,    29,05,1,2,1,1,1,2,2,100, ,  3, 90,  125.35,1,28
04026,2,3,  23750.00,04,02,01,1,1,2,2,2,2,2,  1,1940,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,1,2,2,2,2,2,2,  2, ,   ,   ,  223.21,2,07
04027,1,2, 120000.00,07,06,11,1,2,2,1,2,2,3,  2,1986,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    75,06,1,2,1,1,2,2,2, 50, , 50,100,  188.47,2,23
04028,3,6, 200001.00,08,05,14,1,1,2,2,2,2,4,  1,1973,  ,1,3,    1,02,1, ,12,2,2,1,2, 50,4,   100,07,1,2,1,2,1,2,2,100, , 95, 90,  111.45,2,12
04029,4,9, 500000.00,08,07,13,1,1,1,2,2,2,3,  3,1990,  ,1,3,    1,02,2,1,12,2,2,1,1,126,6,    80,06,1,2,1,1,1,2,1,100, , 66, 66,    9.44,1,29
04030,3,5, 150000.00,07,03,02,1,1,2,2,2,2,3,991,1955,  ,2, ,   51,07,2,2,12,1,2,1,2, 53,4,   400,08,1,2,1,1,1,2,2,100, ,100,100,   98.30,1,26
04031,4,9, 110000.00,07,06,23,1,1,2,2,2,2,4,  1,1981,  ,2, ,   21,06,2,2,12,1,2,1,1, 80,5,   300,08,1,1,1,1,1,2,2,100, ,100,100,  145.58,2,11
04032,1,2,  27500.00,05,01,01,1,1,2,2,2,2,3,  4,1890,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,1,1,1,1,2,2,2,100, , 66,   ,  336.09,1,17
04033,2,4,  85000.00,06,05,14,1,1,1,2,2,2,1,  1,1979,  ,2, ,    1,02,1, , 9,2,2,1,1, 80,5,   110,07,1,1,1,1,1,2,2,100, ,100,100,  121.93,2,24
04034,3,5,   6000.00,03,07,15,1,1,2,2,2,2,3,  1,1990,  ,2, ,    1,02,1, ,12,2,2,1,1,100,6,     4,02,1,1,1,1,1,2,2,100, ,100, 75, 5286.41,2,44
04035,3,5, 375000.00,08,06,02,1,1,1,2,2,2,5,991,1982,  ,2, ,   10,04,2,1,12,2,2,1,2, 40,3,   500,09,2,2,1,1,2,2,1,   , ,100,100,   18.10,1,27
04036,4,9, 850000.00,09,06,11,1,1,2,1,2,2,3,  2,1988,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   120,07,1,1,1,2,2,2,2, 50, ,  5,100,    8.83,1,29
04037,4,9, 600000.00,09,07,02,1,1,1,2,2,2,4, 12,1993,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   740,09,1,1,1,1,2,2,1, 40, , 40, 90,   19.80,2,14
04038,3,5,  47500.00,05,07,13,1,1,2,2,2,2,4,  1,1991,  ,1,2,    1,02,1, ,12,2,2,1,1,105,6,    20,05,1,2,1,1,2,2,2,100, ,100,100,  133.42,2,31
04039,4,9,  40000.00,05,07,02,1,1,2,2,2,2,4,  2,1991,  ,2, ,    1,02,2,2, 9,1,2,1,1, 45,3,     6,03,1,2,1,1,2,2,2,100, ,100,100,  146.24,1,11
04040,3,5,  12500.00,04,05,23,1,2,2,2,2,2,4,  1,1970,  ,2, ,    9,04,2,2,12,2,2,1,1, 81,5,    30,05,1,2,1,1,1,2,2, 97, , 97,100,  147.17,1,05
04041,4,9,   4500.00,02,06,02,1,2,2,2,2,2,4,  2,1988,  ,1,3,    1,02,1, ,12,2,2,1,2, 40,3,     8,03,1,2,1,1,2,2,2,100, ,100,100,  548.18,1,41
04042,2,3,  70000.00,06,03,05,1,1,2,1,2,2,2,  1,1950,  ,2, ,    1,02,1, ,12,2,2,1,1,144,6,    20,05,1,1,1,2,2,1,2,100, , 15,100,  211.68,1,21
04043,4,9, 180000.00,07,08,05,1,2,2,2,2,2,5,  2,1997,  ,2, ,    2,03,1, ,12,2,2,1,1, 93,6,    42,05,1,2,1,1,2,2,2, 36, , 35,100,   30.83,2,23
04044,3,5, 400000.00,08,04,02,1,1,1,2,2,2,3, 11,1968,  ,2, ,    3,03,2,1,12,2,1, , ,168,7,  1200,10,1,1,1,1,1,2,1,100, ,100,100,   16.34,1,27
04045,4,8,  17500.00,04,01,12,1,1,2,2,2,2,2,  2,1902,  ,2, ,    1,02,1, ,12,1,2,2,1, 19,2,     2,02,1,1,2,1,2,2,2,100, ,   , 50,  464.40,1,35
04046,2,3,  50000.00,05,01,05,1,1,2,2,2,2,3,  4,1900,  ,2, ,    1,02,1, ,12,2,2,1,2, 60,4,    30,05,1,1,1,1,2,2,2, 75, , 50, 75,  251.01,2,22
04047,2,4,   9000.00,03,06,05,2,2,2,2,2,2,3,  1,1988,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  490.14,1,41
04048,3,5,  17500.00,04,04,07,1,1,1,2,2,2,4,  2,1963,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    19,04,1,2,1,1,2,2,1,100, , 50, 75,  648.98,2,43
04049,3,5, 120000.00,07,04,05,1,1,2,2,2,2,5,  2,1960,  ,2, ,    1,02,1, ,12,1,2,1,2, 45,3,    19,04,1,1,1,1,2,2,2,  3, ,  3, 75,   30.32,1,40
04050,4,9,  35000.00,05,04,02,1,1,2,2,2,2,4,  3,1962,  ,2, ,    2,03,1, ,12,2,2,1,2, 40,3,    27,05,1,2,1,1,1,2,2, 66, , 66, 66,  176.22,1,42
04051,4,9, 300000.00,08,08,05,1,2,2,2,2,2,4,  1,1997,  ,2, ,    1,02,2,2,12,2,2,1,1, 60,4,   450,08,1,2,1,1,2,2,2, 15, , 15,100,   14.70,2,23
04052,2,4, 140000.00,07,08,14,1,1,2,2,2,2,1,  5,1998,  ,1,3,    1,02,1, ,12,2,2,1,1, 90,6,    40,05,1,2,1,1,1,2,2,100, , 12, 85,  151.16,2,43
04053,3,6,   3500.00,02,06,26,1,1,2,2,2,2,3,  1,1985,  ,2, ,    1,02,2,2,12,2,2,1,2, 55,4,     5,03,1,1,2,2,2,2,2,100, ,   ,100,  482.42,1,24
04054,1,2, 550000.00,09,01,02,1,2,1,2,2,2,3,991,1914,  ,2, ,   30,06,2,1,12,1,1, , ,168,7,  2000,10,1,1,1,1,2,2,2,100, ,100,100,   38.80,1,34
04055,3,7,  30000.00,05,04,06,1,2,1,2,2,2,5,  1,1964,  ,2, ,    2,03,2,2,12,2,2,1,1, 77,5,    18,04,1,1,1,1,2,2,1,100, , 80,100,  126.45,1,33
04056,4,8,  10000.00,03,06,18,1,2,2,2,2,1,5,  5,1984,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    54,06,1,2,1,1,2,2,2,100, ,100,100, 3494.37,1,19
04057,3,7,  27500.00,05,02,02,1,2,2,2,2,2,5,  4,1927,  ,1,3,   16,05,1, ,12,2,2,1,2, 42,3,    53,06,1,2,1,2,2,2,2, 75, , 75, 75,  143.58,2,15
04058,3,5,  95000.00,06,08,14,1,2,1,2,2,2,3,  2,1997,  ,1,3,    1,02,2,1,12,2,2,1,2, 40,3,   115,07,1,1,1,1,1,2,2,100, ,100,100,  156.82,1,43
04059,3,5, 225000.00,08,05,02,1,2,2,2,2,2,5,  2,1974,  ,1,2,    6,04,2,2,12,2,2,1,1, 65,5,   218,07,1,2,1,1,2,2,2,100, ,100,100,   34.17,2,37
04060,4,8,  37500.00,05,07,18,1,2,2,2,2,1,2,  3,1991,  ,1,1,    1,02,1, ,12,2,2,1,1,105,6,     5,03,1,2,2,1,2,2,2,100, ,   ,100,  253.34,1,10
04061,4,9,  17500.00,04,04,07,1,1,2,2,2,2,4,  3,1964,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,    19,04,1,2,1,1,2,2,2, 75, , 75,100,  648.98,1,44
04062,3,7,   1001.00,02,04,15,1,1,2,2,2,2,5,  1,1968,  ,2, ,    1,02,1, ,12,2,2,1,1, 77,5,     3,02,2,2,1,1,1,2,2,   , ,100, 90, 3494.37,2,27
04063,2,3,  90000.00,06,03,18,1,2,2,2,1,2,2,  4,1954,  ,1,2,    1,02,1, ,12,2,1, , ,168,7,    12,04,1,2,2,1,2,2,2,100, ,   , 80,  110.91,2,32
04064,1,2, 130000.00,07,04,14,1,2,2,2,2,1,2,  4,1969,  ,1,2,    1,02,1, ,12,2,2,1,1,120,6,    60,06,1,2,1,1,2,2,2,100, , 95, 95,   34.17,2,37
04065,2,4,  11250.00,04,02,01,2,2,2,2,2,2,2,  3,1936,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  589.41,1,13
04066,1,2,  50001.00,06,04,02,1,1,2,2,2,2,3,  4,1968,  ,2, ,    1,02,1, ,12,2,2,1,1, 48,3,   230,07,1,2,1,1,2,2,1,100, ,100,100,  148.43,1,17
04067,1,2,  30000.00,05,02,05,1,2,1,2,2,2,3,  6,1920,  ,2, ,    1,02,2,2,12,2,2,1,1, 84,5,    20,05,1,2,1,2,2,2,2, 95, , 75, 65,  155.02,1,34
04068,3,5,  50001.00,06,06,05,1,2,2,2,2,2,5,  1,1982,  ,2, ,   19,05,2,1, 9,1,2,1,1, 50,4,    40,05,2,2,1,2,2,2,2,   , , 10, 70,  682.82,2,11
04069,2,3,   3500.00,02,06,05,1,1,2,2,2,2,1,  1,1985,  ,2, ,    1,02,2,2,12,2,2,1,2, 40,3,     4,02,1,2,2,1,2,2,2,100, ,   ,100,  223.21,1,23
04070,3,5,  55000.00,06,06,02,1,2,2,2,2,2,5,  3,1988,  ,2, ,    3,03,2,1,12,2,2,1,1, 76,5,   150,07,1,2,1,1,2,2,2,100, ,100,100,  188.42,1,11
04071,4,9, 600000.00,09,06,02,1,1,1,2,2,2,4,  8,1988,  ,2, ,    8,04,2,1,12,1,2,1,1, 64,5,   800,09,1,2,1,1,1,2,1, 52, , 52,100,   17.03,1,36
04072,3,6,  30000.00,05,07,05,1,1,2,2,2,2,4,  1,1992,  ,2, ,    5,03,2,2,12,2,2,1,1, 50,4,    20,05,1,2,1,1,2,2,2, 40, , 40,100,  733.80,1,39
04073,2,3,   2000.00,02,01,25,1,1,2,2,2,2,3,  3,1910,  ,2, ,    1,02,1, ,12,2,2,1,1, 45,3,   103,07,1,2,1,1,2,2,1,100, , 30, 80, 5764.94,2,34
04074,1,1,  75000.00,06,04,14,1,2,2,2,1,2,2,  4,1963,  ,2, ,    1,02,1, ,12,2,2,1,1,100,6,   100,07,1,2,1,1,2,2,2,100, , 70, 90,  118.21,1,20
04075,1,2,  11250.00,04,05,13,1,1,2,2,2,2,3,  2,1972,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    25,05,1,2,1,1,1,2,2,100, ,100, 75,  450.80,1,18
04076,3,5,  30000.00,05,03,14,1,1,2,2,2,2,5,  1,1953,  ,1,3,    1,02,1, , 9,1,2,1,1, 42,3,    40,05,1,1,1,1,1,2,1, 75, , 75, 85,  141.00,1,40
04077,4,9,  10000.00,03,03,18,1,2,2,1,2,2,3,  1,1956,  ,2, ,    1,02,2,1,12,1,1, , ,168,7,     4,02,1,2,2,1,2,2,2,100, ,   ,100,  524.16,2,35
04078,3,7,  32500.00,05,06,25,1,2,2,2,2,2,5,  1,1988,  ,2, ,    1,02,2,2,12,2,2,1,1, 78,5,    16,04,1,2,1,1,2,2,2,100, ,100,100,  136.39,1,27
04079,3,5, 160000.00,07,07,18,1,1,2,2,2,2,3,  4,1991,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    25,05,1,1,1,1,1,2,1,100, ,100,100,  100.11,2,29
04080,1,1,   5000.00,02,02,26,2,2,2,2,2,2,1,  2,1930,  ,1,3,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   , 6068.36,1,25
04081,4,9,  35000.00,05,06,18,1,1,2,2,2,2,4,  2,1983,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     4,02,1,2,1,1,2,2,2, 55, , 55, 55,  279.57,1,11
04082,2,3,  23750.00,04,07,25,1,1,2,2,2,2,2,  2,1993,  ,2, ,    1,02,2,2,12,1,2,1,1, 91,6,     5,03,1,2,1,2,2,2,2, 75, , 75, 75,  511.16,2,26
04083,3,5,  20000.00,04,01,12,1,1,2,2,2,2,3,  3,1899,  ,2, ,    1,02,1, ,12,2,2,1,1, 84,5,     4,02,1,1,1,1,2,2,2,100, , 85, 30,  211.49,2,44
04084,2,3, 250000.00,08,07,13,1,2,2,2,1,2,2,  4,1994,  ,1,2,    1,02,1, ,12,2,2,1,1,112,6,    75,06,1,2,1,1,2,2,2,100, , 30,100,   26.67,2,32
04085,4,9,   5000.00,02,04,25,1,1,2,2,2,2,4,  1,1965,  ,2, ,    1,02,2,2,12,2,2,1,1, 84,5,     8,03,1,2,1,1,2,2,2,100, ,100,100, 6516.75,1,11
04086,4,9,  25001.00,05,03,08,1,1,2,2,2,2,4,  3,1958,  ,2, ,    6,04,2,1, 9,1,2,1,2, 50,4,    70,06,1,2,1,1,2,2,2, 15, , 40, 90,  187.65,2,10
04087,1,2, 275000.00,08,06,02,1,1,2,2,2,2,3,  3,1986,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,   715,09,1,1,1,1,1,2,1,100, ,100, 90,   15.15,2,05
04088,2,3,  35000.00,05,06,02,1,2,2,2,2,2,2,  4,1981,  ,2, ,   18,05,2,2,12,2,2,1,1, 59,4,    98,06,1,2,1,1,2,2,2, 70, ,100,100,  180.37,1,07
04089,4,8, 650000.00,09,04,18,1,2,2,2,2,1,2,  6,1967,  ,1,1,    1,02,1, ,12,2,2,1,1,105,6,    25,05,1,2,2,1,2,2,2,100, ,   ,100,   47.28,1,10
04090,3,7,  75000.00,06,05,02,1,1,2,2,1,2,4,  7,1975,  ,2, ,   16,05,2,1,12,1,2,1,2, 55,4,   200,07,1,2,1,1,1,2,2,100, ,100,100,  152.85,1,03
04091,2,4, 225000.00,08,05,13,1,2,2,2,1,2,2,  4,1971,  ,2, ,    1,02,1, ,12,2,2,1,1,120,6,   150,07,1,2,1,1,2,2,2,100, ,100,100,   26.67,1,23
04092,2,4, 350000.00,08,06,16,1,1,1,2,1,2,2,  6,1980,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,   940,09,1,2,1,1,1,2,1,100, ,100,100,   14.49,1,23
04093,1,2, 130000.00,07,05,05,1,1,2,2,2,2,2,  2,1974,  ,2, ,    1,02,2,1,12,2,2,1,2, 40,3,    12,04,1,1,1,1,2,1,2, 25, , 25, 50,  116.22,2,27
04094,4,9,   2500.00,02,04,01,2,2,2,2,2,2,3,  1,1967,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   , 8208.72,2,35
04095,4,9, 600000.00,09,04,02,1,1,2,2,2,2,3,991,1966,  ,1,1,    1,02,2,1,12,2,1, , ,168,7,   400,08,1,2,1,1,1,2,2,100, , 75,100,   16.05,1,29
04096,3,5,  13750.00,04,06,05,1,1,2,2,2,2,4,  2,1984,  ,2, ,    1,02,1, ,12,2,2,1,2, 44,3,     7,03,1,2,1,1,2,2,2,100, , 25, 25,  141.20,2,05
04097,1,1, 170000.00,07,04,14,1,1,1,2,2,2,2,  3,1969,  ,1,3,    2,03,1, ,12,2,2,1,2, 72,5,   158,07,1,2,1,1,1,2,2,100, ,100,100,   87.17,1,10
04098,2,4, 250000.00,08,05,14,1,1,1,2,2,2,1,  3,1970,  ,1,3,    1,02,1, ,12,2,2,1,1,100,6,   175,07,1,1,1,1,1,2,2,100, , 90,100,   86.00,2,24
04099,3,7, 140000.00,07,04,13,1,1,2,2,2,2,4,  6,1965,  ,1,3,    1,02,1, ,12,2,2,1,1, 68,5,   180,07,1,1,1,1,2,2,2,100, ,100, 90,   87.17,1,03
04100,4,8,  27500.00,05,01,26,1,1,2,2,2,2,1,  3,1910,  ,2, ,    1,02,1, ,12,1,2,1,1, 45,3,    13,04,1,2,2,1,2,1,2, 80, ,   , 80,  220.19,1,22
04101,1,2,  16250.00,04,06,02,1,1,2,2,2,2,3,  4,1989,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,    23,05,1,2,1,1,2,2,2,100, ,100,100,  262.97,2,35
04102,2,3,   5000.00,02,07,26,1,1,2,2,2,2,2,  1,1992,  ,2, ,    1,02,1, ,12,2,2,1,2, 45,3,     7,03,1,2,1,2,2,2,2,100, , 33, 60,  921.66,2,32
04103,3,5,  13750.00,04,06,05,1,2,2,2,2,2,5,  1,1986,  ,2, ,    1,02,2,2,12,1,2,2,2,  8,2,     0,01,1,2,1,2,2,2,2,100, ,100, 40,  329.05,2,38
04104,2,4,1500000.00,10,07,05,1,1,2,1,2,2,1,  2,1990,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   900,09,1,2,1,1,1,1,2,100, , 10, 30,    9.84,1,35
04105,2,3, 120000.00,07,08,25,1,1,2,2,2,2,2,  1,1998,  ,2, ,    1,02,2,2,12,2,2,1,1,102,6,    60,06,1,2,1,2,2,2,1,100, ,100,100,   40.25,1,40
04106,2,3,  80000.00,06,02,02,1,1,2,2,2,2,3,  5,1926,  ,2, ,    4,03,2,1,12,2,2,1,2, 60,4,   350,08,1,2,1,1,2,2,2, 85, , 85,100,  146.52,2,22
04107,4,9, 750000.00,09,08,07,1,1,2,2,2,2,4,991,1998,  ,1,1,    1,02,1, ,12,1,2,1,2, 50,4,   500,09,1,2,1,1,2,2,2, 76, , 76, 76,   10.01,2,11
04108,3,7,  40000.00,05,06,08,1,2,2,2,2,2,5,  3,1982,  ,2, ,   15,05,1, ,12,2,2,1,2, 40,3,    40,05,1,2,1,1,2,2,2,100, ,100,100,  166.52,1,04
04109,3,5,  40000.00,05,06,23,1,2,2,2,2,2,4,  1,1989,  ,2, ,    5,03,2,2,12,2,9,1,1, 84,5,    45,05,1,2,1,1,1,2,2,100, ,100,100,  595.60,1,31
04110,4,8,  32500.00,05,07,13,1,1,2,2,2,2,2,  2,1995,  ,1,3,    1,02,1, ,12,2,2,1,2, 65,5,     6,03,1,1,1,1,2,2,2,100, ,100, 85,  523.38,2,10
04111,3,7,  16250.00,04,06,06,1,1,2,2,2,2,5,  1,1987,  ,2, ,    1,02,1, ,10,2,2,1,1,119,6,    60,06,1,2,1,1,2,2,2, 80, , 80,100,  401.51,2,33
04112,4,9,  21250.00,04,07,23,1,1,2,2,2,2,4,  1,1991,  ,2, ,    7,04,2,1,12,1,2,1,1, 84,5,    35,05,1,1,1,1,1,2,2, 90, , 90, 90,  120.95,1,11
04113,1,2,   5001.00,03,04,08,1,2,2,2,2,2,3,  1,1965,  ,2, ,    2,03,2,2,12,2,2,1,1, 50,4,     6,03,1,2,1,1,2,2,2,100, ,100,100, 2778.64,2,17
04114,4,8,  75000.00,06,06,05,1,2,2,2,2,2,5,  2,1988,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,    36,05,1,2,1,1,2,2,2, 20, , 20,100,  148.68,2,19
04115,4,9, 475000.00,08,07,18,1,1,1,1,2,2,4,991,1992,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   300,08,1,2,1,1,1,2,1, 75, , 70, 90,   17.78,2,28
04116,1,2,  65000.00,06,02,02,1,1,2,2,2,2,2,  5,1920,  ,2, ,   10,04,2,1,12,1,2,1,1, 80,5,    60,06,1,1,1,1,2,2,2,100, ,  8, 50,  152.85,1,09
04117,3,7,1500000.00,10,06,02,1,1,1,2,2,2,5,992,1987,  ,2, ,   60,07,2,2,12,1,1, , ,168,7,  7750,12,1,2,1,1,1,2,1, 85, , 85,100,    5.27,2,13
04118,4,9, 110000.00,07,03,02,1,2,2,2,1,2,3,  8,1956,  ,1,2,    1,02,2,1,12,2,2,1,1, 84,5,   468,08,1,2,1,1,2,2,2,100, ,100,100,  181.07,1,01
04119,2,3,  32500.00,05,04,02,1,2,2,2,1,1,3,  3,1966,  ,2, ,    1,02,1, ,12,2,2,1,1, 72,5,    20,05,1,2,1,1,2,2,2,100, ,100, 60,  235.86,1,22
04120,3,5, 400000.00,08,08,05,1,1,2,2,2,2,3,  1,1998,  ,2, ,    1,02,2,2,12,2,2,1,1, 98,6,    40,05,1,2,1,1,2,2,2,100, ,  9,100,   21.41,2,19
04121,1,1,  65000.00,06,01,02,1,1,1,2,2,2,2,  5,1907,  ,1,3,    1,02,2,1,12,2,2,1,1, 84,5,    14,04,1,1,1,1,2,2,2,100, , 75, 90,  109.27,1,20
04122,4,9,   6000.00,03,06,14,1,2,2,1,2,2,4,  1,1985,  ,1,2,    1,02,1, ,10,2,2,1,2, 40,3,    16,04,1,2,2,1,2,2,2,100, ,   ,100, 2741.21,1,21
04123,1,2, 140000.00,07,03,16,1,2,1,2,1,2,3, 12,1950,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   800,09,1,2,1,1,2,2,1,100, ,100,100,   28.73,1,17
04124,3,5,  23750.00,04,05,05,1,1,2,2,2,2,3,  1,1975,  ,2, ,    1,02,2,2,12,2,2,1,2, 45,3,     7,03,1,2,1,1,2,2,2,100, , 20,100,  236.74,2,31
04125,4,9,   5500.00,03,03,14,1,2,2,2,2,2,3,  1,1953,  ,1,3,    1,02,1, ,12,2,2,1,2, 40,3,    10,04,1,2,1,1,2,2,2,100, , 60,100,  220.91,2,35
04126,1,2,1800000.00,10,07,05,1,1,2,2,2,2,3,  2,1991,  ,2, ,    1,02,1, ,12,2,2,1,1,130,6,   350,08,1,1,1,1,2,1,2,100, , 15,100,    9.32,2,17
04127,4,9,  32500.00,05,03,05,1,1,2,1,2,2,5,  1,1958,  ,2, ,    1,02,1, ,12,2,2,1,2, 50,4,    16,04,1,1,1,2,2,1,2, 10, ,  5,100,  849.75,1,16
04128,2,3, 140000.00,07,08,05,1,1,1,2,2,2,2,  1,1997,  ,2, ,    1,02,2,2,12,2,2,1,2, 80,5,    50,06,1,2,1,1,2,2,2,100, , 15,100,   43.63,1,22
04129,3,7,  15000.00,04,04,15,1,1,2,2,2,2,5,  1,1963,  ,2, ,    1,02,1, ,12,2,2,1,1, 75,5,    22,05,1,1,1,1,1,2,2,100, ,100, 90,  422.52,1,04
04130,1,1,  17500.00,04,01,14,1,1,2,2,2,2,2,  2,1906,  ,2, ,    1,02,1, ,12,2,2,1,1, 83,5,    26,05,1,1,1,1,2,2,2,100, , 15, 50,  414.39,2,32
04131,1,2,  10001.00,04,03,23,1,1,1,2,2,2,2,  1,1957,  ,2, ,    5,03,1, ,12,2,2,1,1, 48,3,     4,02,1,1,1,1,2,2,2,100, , 30, 85,  492.54,2,09
04132,4,8,  50000.00,05,04,01,2,2,2,2,2,2,1,  2,1968,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  388.22,2,22
04133,2,4,  17500.00,04,03,02,1,2,1,2,2,2,3,  2,1953,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,    27,05,1,2,1,2,2,2,1,100, , 90, 70, 5678.98,2,41
