# File: FAO_For_Prod_m3_FORESTAT.csv
# Title: FAO forestry production by country, year
# Units: m3
countries,country codes,item,item codes,element,element codes,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
French Polynesia,70,Roundwood + (Total),1861,Production (m3),51,2916,2896,2877,2857,2838,2819,2800,2781,2763,2783,2861,2769,2615,2621,2628,2671,2647,2610,2582,2696,2783,2886,2967,2972,3050,3117,3193,3269,3327,3404,3455,3505,3579,3627,3802,3895,3932,3973,4013,4057,4100,4144,4189,5234,5270,5306,5343,5380,5417,5449
Gabon,74,Roundwood + (Total),1861,Production (m3),51,1890472,1892349,1763236,1815133,1865040,1899956,2009883,2207820,2254766,2402129,2641188,2734169,2446034,1818973,1516071,1701205,1679565,1636861,1741802,1541329,1541885,1713592,1894889,1801276,1722346,1681150,1828228,1870906,2084989,1779411,1993479,2326357,2618691,2794650,2909841,3280318,3282057,2849155,3099409,3101740,2208173,4632000,4570000,4270000,4570000,4470000,4470000,4470000,4470000,4470000
Gambia,75,Roundwood + (Total),1861,Production (m3),51,219090,224341,229721,240232,244879,251664,257591,263664,269885,272580,278170,285549,284569,296647,300509,308690,323668,322515,341140,343459,352633,369452,378737,389766,410875,438515,463169,489223,520733,549283,594614,621321,602700,607700,607700,612700,612700,617700,715382,723939,732675,741594,750701,760000,769021,778200,787600,797198,806974,816034
Georgia,73,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304100,329800,375100,298800,383600,449700,542900,615900,641164,838006,838006,838006,838006,838006
Germany,79,Roundwood + (Total),1861,Production (m3),51,35736000,30866000,32815000,32875000,35619000,35881000,33596000,36366000,37246000,38270000,33477000,41813000,42148000,36573000,39683000,40563000,39357000,39732000,43159000,41461000,41353000,38593000,41216000,41518000,41123000,41567000,43470000,48126000,84707000,33618000,32954000,33152000,39813000,39343000,37014000,38207000,39052000,37634000,53710000,39483000,42380000,51182000,54504000,56946000,62290000,76728000,55367000,48073268,54418357,56141575
Ghana,81,Roundwood + (Total),1861,Production (m3),51,8433000,8557000,8666000,8967000,8826000,8928000,9109000,9506000,9670000,9641000,10158000,10897000,10491000,10556000,10985000,11179000,10812000,10733000,10628000,10983000,11740000,13262000,13372000,13461000,13499000,13582000,13720000,13790000,14310000,12379000,16300000,19932000,22542000,23519166,24340525,25235762,26087359,26883907,27723457,28929105,29835088,31168142,32179033,33114547,34343530,35492900,36755400,37863781,39040966,40273647
Gibraltar,82,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Greece,84,Roundwood + (Total),1861,Production (m3),51,2733000,2733000,2831000,2831000,2666000,2585000,3343000,2614000,3046000,2946000,2488000,2554000,2627000,2628000,2827000,2908000,2338000,2338000,2706000,2727000,2407000,2914000,2683000,3044000,3162000,2926000,3102000,2491000,2492000,2546000,2321000,2218000,2091000,1961000,2012000,1744000,1692000,2214000,2244935,1915522,1591297,1672856,1693678,1522857,1561840,1742916,1742916,1742916,1742916,1742916
Greenland,85,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Guadeloupe,87,Roundwood + (Total),1861,Production (m3),51,39000,38000,38000,38000,32000,26000,20000,20000,20000,20000,20000,20000,20000,20000,17000,19000,19500,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,20800,19900,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300
Guatemala,89,Roundwood + (Total),1861,Production (m3),51,5842290,6012425,6200248,6362749,6567022,6749164,6978271,7145445,7325790,7499349,7700890,7840720,7942976,8249106,8253446,8582998,8769407,8748000,8880800,9134000,9347000,9535000,9764000,10042000,10213000,10481000,10763000,11050000,11340000,11834150,12156324,13013100,13393400,13589400,13532569,13784630,14075751,14709329,15007108,15313828,15725027,15934873,16323542,16670211,17063047,17414100,17772700,18138804,18512663,18863795
Guinea,90,Roundwood + (Total),1861,Production (m3),51,8981804,8966617,8998473,8984370,9011310,9018292,9005315,8992380,8998487,8999960,9037992,9038747,8963188,8932039,8814017,8888897,8838062,8894804,8870828,8996384,8896682,9293150,9459500,9801417,9835762,9911854,9967752,10154687,10425241,10865439,8207000,8319000,8555000,12602290,12677683,8651000,8650000,12226899,12095377,12140757,12187722,12236288,12286470,12338298,12389441,12442200,12496500,12552398,12609951,12661208
Guinea-Bissau,175,Roundwood + (Total),1861,Production (m3),51,488000,493000,482000,482000,836796,874921,916087,959402,1005977,1042442,1073704,1115668,1165817,1215801,1281546,1387357,1440533,1519466,1655300,1668181,1709875,1764734,1779713,1812098,1838037,1870092,1912158,1947933,1990190,2019255,2027555,2044255,2056285,2089185,2113108,2142275,2211352,2288122,2364018,2403414,2439978,2474894,2508669,2544171,2584499,2625845,2654976,2693189,2731864,2769266
Guyana,91,Roundwood + (Total),1861,Production (m3),51,1002445,976643,1010853,1025773,1052705,1043749,1050503,1040569,1059647,1041849,1073517,1087141,1089676,1015146,1009715,986305,981271,1017469,1046063,1048560,1078353,1098562,1087357,1117535,1109915,1120222,1119189,1121345,1065961,1060715,1071361,1168987,1309647,1374262,1357952,1458387,1288115,1334983,1168873,1188420,1165008,1210635,1332302,1360009,1433952,1381900,1314900,1309005,1364096,1346403
Haiti,93,Roundwood + (Total),1861,Production (m3),51,1498563,1505667,1512812,1524995,1532220,1539486,1546792,1554139,1553528,1559001,1574014,1589505,1591690,1615940,1613098,1630247,1636858,1636627,1636738,1662579,1690963,1709026,1729114,1750548,1773338,1799557,1821599,1842660,1867210,1901817,1980004,2014722,2080155,2145814,2162644,2183371,2184913,2193712,2202646,2209701,2216872,2224158,2231557,2239070,2247047,2255100,2263400,2271686,2280135,2289471
Honduras,95,Roundwood + (Total),1861,Production (m3),51,8417275,8580248,8808324,8926502,8724783,8568168,8676655,8770247,8683943,8845876,9252701,9151012,8880839,8936450,9130030,9200823,9155820,9130159,9288739,9278701,9272686,8965209,9090694,9257570,9278634,9445008,9422292,9345676,9301868,9280765,9107556,9129968,9324869,9108670,9283549,9352559,9452936,9550370,9488405,9551959,9681323,9504428,9619212,9632614,9541133,9463200,9313800,9119185,9009298,8966104
Hungary,97,Roundwood + (Total),1861,Production (m3),51,3886000,4004000,4018000,4026000,4161000,4418000,4596000,4583000,5034000,5376000,5370000,5330000,5469000,5384000,5581000,5555000,6112000,5917000,6158000,6377000,6403000,6324000,6234000,6758000,6951000,6666000,6515000,6520000,5973000,5490000,5006000,4496000,4527000,4331000,3653000,4241000,4167000,5230800,5902000,5811000,5836400,5785000,5660300,5940000,5913000,5640000,5276000,5244000,5740275,6073468
Iceland,99,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,100,Roundwood + (Total),1861,Production (m3),51,165228229,169054045,172825160,176856518,182775798,186926430,191173562,195528507,200115319,205723698,212936208,218088752,224541346,226255672,232144954,234571878,237867567,248389284,251560213,256167472,262716085,267070701,273952378,279749200,285168295,290660500,292360717,296256630,300646233,306234997,308466843,311327600,312788499,313403116,296775016,296469016,296298016,296588016,296141016,296679016,319388747,321027107,326649344,328677293,329444448,330210200,330974500,331737424,332498878,331968549
Indonesia,101,Roundwood + (Total),1861,Production (m3),51,237683704,233423080,229317232,225267112,221432568,217990176,214805056,212502328,212479168,213058360,214162696,219986728,213718568,204768736,209014080,203505504,203664944,198458632,196683908,187505108,185758884,183545588,180882908,175023772,174889956,174899004,174293452,172591940,164408996,162766084,158773420,154781596,148239964,143557372,143136188,141546484,145010516,143765444,137829628,130160672,134904252,131356236,128412276,123791356,118169686,115275886,119337700,110146921,113848742,117993552
Iran (Islamic Republic of),102,Roundwood + (Total),1861,Production (m3),51,6487000,6510000,6622000,6660000,6720000,6731000,5789430,5987383,5959349,5917658,5516590,4797693,4664697,4685060,4648832,4670627,4699412,4721719,4762681,4771551,4662021,4630963,4626994,4621427,4645202,4649014,1095000,1264000,1217000,1495000,1400000,1552000,1583000,1457000,1427000,1499000,1286000,1149000,1114000,1114000,710000,906000,820000,774000,794000,867000,886000,853000,750000,705000
Iraq,103,Roundwood + (Total),1861,Production (m3),51,48000,48000,48000,48000,50000,50000,60000,55000,50000,50000,52700,62576,72913,73010,73081,73440,73634,72894,74377,77545,79050,78021,78843,80581,82856,84056,85858,86400,89887,96366,96799,96837,97475,98216,99336,161000,177000,177000,177000,177000,177000,177000,177000,177000,177000,177000,177000,177000,177000,177000
Ireland,104,Roundwood + (Total),1861,Production (m3),51,350000,367000,352000,328000,296000,344000,321000,294000,382000,360000,442000,426000,245000,304000,479000,399000,479000,379000,379000,379000,1116000,1042000,1272000,1293000,1261000,1293000,1377000,1500000,1625000,1670000,1960000,1821000,2018000,2204000,2291000,2180000,2266000,2584000,2673100,2455000,2646100,2683300,2562035,2648000,2671000,2710000,2232000,2428772,2617996,2627025
Israel,105,Roundwood + (Total),1861,Production (m3),51,41000,47000,43000,45000,45000,47000,36000,70000,86000,86000,89000,75000,68000,108000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,118000,116000,96600,113000,113000,113000,113000,113000,113000,105000,124000,113000,113000,81000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
Italy,106,Roundwood + (Total),1861,Production (m3),51,11069000,12162000,10626000,11176000,11932000,12157000,12221000,11117000,11667000,9870000,9084000,9065000,6809000,6621000,6091000,7109000,6918000,7946000,8989000,9037000,8650000,8308000,9162000,9382000,9557000,9024000,9037000,8780000,7972000,8327000,8357000,8818000,9465000,9736000,9121000,9146000,9550000,11138000,9329000,8099000,7511000,8219000,8697393,8690855,8618269,8124974,8667020,8080339,7843787,6305724
Jamaica,109,Roundwood + (Total),1861,Production (m3),51,250010,265317,7000,296046,65300,65300,405289,418328,437303,430631,327693,384774,427772,444073,510867,545021,540575,572721,664086,676322,674975,539000,630000,913970,880000,983000,990000,995000,1055000,917000,695500,630400,675000,577100,770011,803515,828587,855821,882110,874825,867628,860519,853496,842159,838490,833800,830200,826626,700051,693022
Japan,110,Roundwood + (Total),1861,Production (m3),51,58000008,59577000,61713000,59241007,59588008,59274008,54675008,51587007,49801999,46978000,44596008,42515007,39701008,34888999,35868000,34306999,32531000,33644008,34412000,31747999,32603008,31388561,32842000,33269000,31919000,31097000,30866000,30619000,29403000,28106000,27276000,25708000,24618442,23056019,23218000,22322000,19580000,19045000,18120621,15902538,15215648,15289944,15729419,16276067,16714185,17750500,17805100,16710801,17280729,18373838
Jordan,112,Roundwood + (Total),1861,Production (m3),51,66915,68188,69673,71669,66678,67298,68231,69177,70135,78215,81431,86075,90485,87259,88084,85498,84567,85925,86653,90389,95151,101865,108170,112570,114763,116432,120210,131798,137680,145544,148417,155602,162128,169047,177028,147759,208946,217365,226143,233544,241198,249115,257302,265771,273437,281300,289500,297839,306465,314074
Kazakhstan,108,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486000,340000,331000,339000,315000,315000,0,453300,645400,745900,493200,300800,473000,852000,117800,247500,247500,317000,345000,345000
Kenya,114,Roundwood + (Total),1861,Production (m3),51,9012128,9242259,9469033,9733557,9930944,10237307,10490761,10755426,11003421,10970363,10984825,11340693,11710838,12198006,12777933,13097523,13731156,14099157,14328470,14591678,15054209,15580376,16151233,16576821,16940507,17332988,17722412,18134361,18535606,19022700,19557655,20050617,20416475,20753384,21032528,21334053,21342779,21497854,21635247,21697903,21843528,21942351,22161621,26714000,27646000,27646000,27646000,27646000,27646000,27646000
Kiribati,83,Roundwood + (Total),1861,Production (m3),51,849,880,913,947,982,1018,1056,1095,1136,1176,1167,1138,1055,1068,1189,1235,1284,1361,1635,1693,1693,1771,1777,1853,1880,1928,1915,1963,2032,2062,2085,2123,2056,2084,2144,2155,2204,2242,2402,2449,2497,2545,2595,2646,2701,2758,2816,2876,2937,2986
Kuwait,118,Roundwood + (Total),1861,Production (m3),51,1639,1802,1180,1677,3893,3030,6091,5878,8194,8264,7744,8538,9705,10451,10862,8112,9039,13619,12196,13584,14591,14010,14643,15749,16608,17583,19248,19069,21129,23949,16646,14059,6244,5551,5439,5807,6717,14155,14896,15264,15640,16026,16421,16826,17131,17441,17757,18079,18406,18679
Kyrgyzstan,113,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37600,37600,35500,46350,43010,35800,36100,27300,27300,27300,27300,27300,37800,45900,45900
Lao Peoples Democratic Republic,120,Roundwood + (Total),1861,Production (m3),51,5076288,5114765,5146931,5185388,5211835,5270373,5255003,5324724,5303538,5340588,5402593,5519207,5614492,5577951,5606467,5602793,5686993,5584219,5598824,5463342,5499921,5588318,5524399,5660034,5673168,5794727,5929899,5906825,6082031,6316100,6047817,6344513,6381053,6724394,6546594,6482929,6385598,6708782,6438960,6455008,6290734,6322136,6208514,6137468,6137016,6137200,6167558,6163665,6165700,6152611
Latvia,119,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471000,4931000,5700000,6900000,8080000,8697000,10030000,14008000,14304000,12841000,13465900,12915810,12754000,12842600,12844600,12172900,8805750,10442310,12533818,12833492
Lebanon,121,Roundwood + (Total),1861,Production (m3),51,46123,53744,54526,55622,67528,56948,61479,55124,58882,64550,64913,66012,66988,70941,85549,69305,69305,67447,83331,75338,74009,81898,77096,81032,78537,78403,76515,79619,74156,73957,80280,83004,85192,87182,89072,90463,89955,25231,26224,26213,26201,26190,26178,26167,26046,26050,26050,26050,26016,25983
Lesotho,122,Roundwood + (Total),1861,Production (m3),51,1484625,1494868,1505176,1515550,1525990,1536497,1547071,1557712,1568421,1580116,1581941,1534398,1535182,1611380,1619868,1603357,1596251,1629688,1679303,1717062,1706321,1772859,1793710,1819751,1858074,1880151,1873572,1871503,1262000,1329000,1366000,1402000,1440000,1478000,1517000,1556000,1594000,2004030,2022018,2028134,2034269,2040422,2046594,2052785,2060539,2068300,2076100,2083979,2091851,2099721
Liberia,123,Roundwood + (Total),1861,Production (m3),51,988000,1130000,1142000,1154000,1442179,1503472,1601828,1781329,1852059,2011579,2156639,2350318,2005000,1963000,2007000,2980000,2807000,3168000,3260000,2670000,2707000,2330000,2397000,2595000,3381000,3658000,4505922,4909405,4580701,4089818,4153810,3815524,3361488,2975818,3115440,3549808,4057394,4717839,5839361,6086930,6676953,6329791,5905817,6141423,6393198,6623400,6922500,7170676,7488341,7791978
Libya,124,Roundwood + (Total),1861,Production (m3),51,322000,330000,350000,361000,367000,413000,430000,454000,435000,460000,468000,522000,531000,526000,547000,588000,626000,627000,628000,630000,631000,633000,634000,636000,637000,639000,640000,661889,681625,696347,743336,774489,806784,840500,873770,909275,909107,924601,939386,952086,964988,978096,991414,1004945,1017191,1029600,1042200,1054954,1067892,1079555
Liechtenstein,125,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,11000,21000,18000,13000,13000,13000,7500,24167,22167,22167,22167,22167,22167,25000,25000,28250,25000,25000,26000
Lithuania,126,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160000,4508000,3992000,5960000,5540000,5149000,4879000,4924000,5500000,5700000,6115000,6275000,6120000,6045000,5870000,6195000,5594381,5459531,7096860,7004000
Luxembourg,256,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259700,269549,257044,257300,276610,248946,267866,290822,352818,273787,274946,261432
Madagascar,129,Roundwood + (Total),1861,Production (m3),51,2669286,2867428,2977350,3104103,3254738,3473309,3776869,3862475,4208185,4338978,3713771,3596894,3210766,3524251,3480615,4016555,4115218,4249426,4500904,4826376,5105715,5371679,5641742,5923669,6203782,6497988,6780183,7066081,8186000,8543000,8916000,9114000,9311200,9754500,10141000,9209594,9224379,9505077,9763458,10045542,10327998,10693537,10952970,11237793,13315900,13344450,13377330,13344979,13380911,13380911
Malawi,130,Roundwood + (Total),1861,Production (m3),51,3428999,3508000,3600999,3691000,3797000,3912999,4012000,4124000,4243000,4388999,4521999,3746547,3762002,4941999,5099000,3889426,3898436,3956919,4109285,4244570,4260529,4279949,4318218,4445481,4704539,4990517,5261173,5989863,6044443,6002063,6132139,5918708,6031330,6296283,6201751,6227059,6281301,6321718,6364075,6395659,6429117,6464449,6501655,6540741,6589348,6640100,6693000,6748068,6805340,6865603
Malaysia,131,Roundwood + (Total),1861,Production (m3),51,13387692,14723800,15378369,16560076,18769699,20612417,22439608,23327451,25307825,24640239,27198358,30536171,28092726,25507005,32713174,33709185,34479058,34403720,33744014,36396574,38399620,38408473,36634320,34195743,35515985,40712338,44560314,46579483,45269680,45311693,48890490,41768866,40114176,39349065,35069162,35996370,26813572,26769880,27725720,23545527,22690802,26529423,28470279,28254261,26190648,27953200,25652700,22985176,22113489,20811004
Maldives,132,Roundwood + (Total),1861,Production (m3),51,8209,8261,8313,8365,8418,8471,8524,8577,8631,8696,8821,8894,8973,9057,9234,9257,9232,9319,9190,9366,9502,9648,9435,9771,9884,10200,10335,10154,10339,10642,11147,11427,11392,11643,11977,12337,12405,12611,13185,13410,13639,13872,14109,14351,14554,14760,14969,15182,15398,15570
Mali,133,Roundwood + (Total),1861,Production (m3),51,2749501,2780066,2810906,2848025,2879424,2911107,2943078,2975338,3008890,3054810,3094374,3187093,3281902,3240533,3203919,3204788,3290291,3265023,3353209,3434910,3493070,3655083,3858183,3976382,3931628,4038658,4161336,4175239,4298929,4439680,4495094,4638962,4752365,4808847,4906199,4974475,5015107,5083720,5143485,5200428,5258481,5317673,5378031,5439583,5497179,5555900,5615800,5676920,5739248,5797777
Malta,134,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,135,Roundwood + (Total),1861,Production (m3),51,19000,18000,18000,16000,19000,20000,17000,16000,15000,15000,15000,15000,15000,15000,15000,12000,10500,10500,10500,10500,10500,10500,10500,10500,11000,12700,13200,11900,11900,11900,12800,11800,12000,12000,12000,12000,12000,12000,12000,14470,14710,12920,13180,13040,12830,12140,12410,12410,12410,12410
Mauritania,136,Roundwood + (Total),1861,Production (m3),51,679755,691564,703579,715803,728241,740895,753771,766871,780199,793389,806109,833377,830685,860087,863962,884703,905158,915689,927971,942291,970772,984773,1023580,1042425,1055692,1078280,1101683,1119493,1156410,1181562,1211282,1231267,1255416,1278675,1304050,1328209,1364756,1398752,1434069,1470448,1508040,1546888,1587039,1625539,1665899,1707400,1750100,1794052,1839252,1880238
Mauritius,137,Roundwood + (Total),1861,Production (m3),51,74000,97000,112000,75000,23000,35000,36000,36000,37000,37000,39000,39000,33000,42300,45000,39000,45700,47600,41800,37000,33000,29800,14500,16700,24300,32140,34140,31000,27100,17300,15650,24150,18300,12390,14760,14760,22000,25000,18000,17000,15100,14000,14000,12500,16700,15400,15400,15000,14000,11000
Mayotte,270,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36500,36500,36500,36500,36500,37038,37038,37038,36733,36691,29294,29055,29245,29025,29105,26683,26650,26650,26650,26650,26650,26650
Mexico,138,Roundwood + (Total),1861,Production (m3),51,27211155,27841903,28429693,28938464,28862756,29979203,30369649,30910531,31600987,31670699,32257315,32971597,34050759,34817445,35535516,36130434,34407879,35455138,35869875,35944777,36870151,37752357,38718628,39412246,39799921,40630915,40992946,42395336,41951305,41803851,41954787,41313796,41634015,42540304,43335478,44278080,45029925,45437888,45665508,45156319,43966958,44370427,45180734,44628877,44651787,44905800,45119100,43878445,43869976,43704414
Micronesia (Federated States of),145,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739,1784,1570,1614,1652,1710,1827,1826,1856,2102,2132,2163,2195,2227,2260,2295,2331,2368,2406,2444,2476
Mongolia,141,Roundwood + (Total),1861,Production (m3),51,1100000,935000,1300000,1400000,1500000,1650000,1800000,1990000,2023600,2104000,2140000,2161000,2167000,2245000,2280000,2569000,2668000,2939000,2843000,2985000,3615000,2222000,2114000,2237000,2271000,2180000,1881000,1866000,1500000,996000,957000,958000,873000,737000,737000,737000,737000,737000,644000,717000,744000,756000,769000,765000,796005,800000,804100,808216,812361,815334
Montenegro,273,Roundwood + (Total),1861,Production (m3),51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457000,457000,485000,364001,364001,364001
Morocco,143,Roundwood + (Total),1861,Production (m3),51,5668255,5722738,5744387,5780193,5875151,5901256,5955496,6020867,6081359,6150954,6244885,6320944,6495425,6460642,6456937,6495444,6669766,6613799,6574390,6732801,6761487,6925497,7076070,7261395,7096203,7216710,6983912,7291540,7135536,7671145,7612786,7333704,7858742,7729480,7800618,7336357,7893095,7512833,7537571,7525407,7458302,7425256,7459270,7452343,7458076,7454875,7397740,7296770,7157789,7133914
Mozambique,144,Roundwood + (Total),1861,Production (m3),51,7541000,7692000,7813000,7935000,8443000,8578000,8788000,8979000,9138000,9298000,9522000,9767000,9986000,10212000,10445000,11596000,11893000,12112000,12819000,13230000,13830600,14222000,14437000,14635000,14977000,15327000,15327000,15545000,15748000,16031000,16365000,16802000,17295000,17875000,17910000,17992000,18018000,18043000,18043000,18043000,18043000,18043000,18038000,18028000,18028000,18028000,18028000,18051000,18140000,18140000
Myanmar,28,Roundwood + (Total),1861,Production (m3),51,11773000,12022000,12279000,12557000,12837000,13361000,13543000,13818000,14114000,14447000,14679000,15076000,15619000,15742000,16116000,16546000,17438000,17877000,18227000,18503000,18885000,18884000,18572000,19215000,19521000,19727000,19956000,20401000,35923000,36233000,36415000,35661000,35139000,34269000,34947000,34804000,34260000,37571000,38083000,39365000,38877400,42191100,41755900,42548000,42548000,42548000,42548000,42548000,42548000,42548000
Namibia,147,Roundwood + (Total),1861,Production (m3),51,345155,353422,361887,370555,379430,388518,397824,407352,417109,429234,440839,453167,461862,466220,478831,483704,498149,512351,528498,542988,560427,578494,594855,610617,620430,631203,647081,661369,678237,685701,692197,711722,720459,730801,746881,762586,761370,767673,774169,778324,782609,787024,791574,796259,801169,806198,811349,816623,822024,827349
Nepal,149,Roundwood + (Total),1861,Production (m3),51,9463000,9445000,9574999,9880000,10140000,10338000,10569000,10797000,10918999,11781773,11801967,12022493,11986037,12132646,12155232,12228169,12244110,12340103,12625072,12511313,12576799,12920187,12760816,12736411,12778306,12933156,12852376,12906772,12966872,12966377,13011321,13102333,13033873,13101351,13119471,13190994,13853479,13938496,14022684,14004224,13987933,13973789,13961765,13951840,13914348,13879000,13845800,13814715,13785685,13723548
Netherlands,150,Roundwood + (Total),1861,Production (m3),51,712000,690000,680000,816000,819000,806000,839000,864000,945000,906000,1500000,982000,958000,908000,963000,940000,937000,861000,890000,902000,887000,894000,929000,1055000,1105000,1145000,1310000,1325000,1420000,1123000,1253000,1075000,1043000,1104000,952000,1109000,1023000,1044000,1039000,865000,839000,1044000,1025724,1110000,1106676,1022046,1117099,1016133,1080593,977955
Netherlands Antilles,151,Roundwood + (Total),1861,Production (m3),51,2704,2708,2712,2716,2719,2723,2727,2731,2735,2724,2699,2694,2522,2570,2591,2579,2568,2459,2474,2403,2413,2439,2466,2512,2523,2534,2545,2578,2689,2699,2909,2680,2774,2784,2806,2848,2862,2883,3078,3102,3126,3150,3174,3199,3222,3245,3269,3293,3317,
New Caledonia,153,Roundwood + (Total),1861,Production (m3),51,17071,18102,18132,18163,20194,17225,19256,19287,19319,25466,25507,25858,27934,19807,18028,22025,19489,19864,19741,20364,20476,20697,20826,20901,20966,21129,21194,16827,16989,15491,16059,13684,14652,14774,14903,14947,22705,22864,23026,23154,23284,25806,25941,26077,26185,26295,26406,26518,26518,26762
New Zealand,156,Roundwood + (Total),1861,Production (m3),51,5234000,5670000,6208000,6372000,6531000,6800000,7400000,8326000,8706000,8476000,8782000,10693000,8664000,8567000,10019000,9742000,9003000,8803000,9995000,10315000,10007000,9680000,8835000,9752000,10321000,9739000,9814000,10745000,11997000,14318000,15065000,16028000,16262000,16911000,16393000,17109000,15302000,17686000,19279000,20673000,22084000,21230000,19761000,19005000,19300000,19914000,20310000,20210000,21956000,25123000
Nicaragua,157,Roundwood + (Total),1861,Production (m3),51,4645954,4545115,4595872,4638230,4724200,4811787,4869000,4939845,5084330,5359002,5449723,5513912,5522828,5657904,5668659,5647266,5761225,6095678,6101086,6094452,6158583,6156663,5635372,5703931,5738090,5752553,5873102,5897563,5928677,5924608,5763848,5779015,5769512,5766319,5889972,5845073,5906797,5944523,5983725,5883653,5951356,5958840,5999111,6041178,6067682,6095800,6125500,6117718,6298562,6227872
Niger,158,Roundwood + (Total),1861,Production (m3),51,2356302,2429951,2506716,2583662,2663856,2745368,2829270,2914633,3003536,3053146,3185365,3451029,3481414,3648224,3780080,3835387,3865878,3959124,4067650,4217613,4402151,4574816,4959384,5111219,5226773,5445568,5581825,5828795,5980499,6177030,6513498,6750932,6959722,7184681,7413212,7645438,7821174,8022274,8384433,3436000,3436000,3436000,3436000,3558000,3558000,3558000,3558000,3558000,3558000,3558000
Nigeria,159,Roundwood + (Total),1861,Production (m3),51,38773920,43987660,39666728,40015148,40706936,40994104,41069684,41602684,42089132,41661528,42370820,42610844,41697456,43990944,43890676,44139640,47184896,47771504,49510384,52773220,53208120,54576696,55959404,55909816,57111784,58690432,58513764,58654024,59179960,59996968,61117280,62293624,63787128,65028876,66151528,67740088,67835792,68291676,68766652,69115552,69482328,69867216,70270440,70692260,71047309,71418000,71806600,72211234,72632728,73017551
Niue,160,Roundwood + (Total),1861,Production (m3),51,168,159,150,142,134,127,120,114,108,108,108,88,88,88,88,88,62,62,62,63,64,66,62,63,65,66,41,41,42,42,42,42,42,42,42,42,43,43,43,43,44,44,44,44,44,44,45,45,45,45
Norfolk Island,161,Roundwood + (Total),1861,Production (m3),51,13,15,16,18,20,22,24,26,29,29,72,91,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,63,63,63,63,63,63,63,62,61,60,59,58,57,56,55,54,53,53,52,52,50
Norway,162,Roundwood + (Total),1861,Production (m3),51,9672000,9051000,9722000,10115000,7954000,8556000,7788000,8069000,8542000,9390000,8333000,8421000,9512000,9751000,9021000,7481000,7893000,8698000,9069000,10354000,9502000,9553000,9955000,9533000,9945000,10371000,11035000,11508000,11819000,11279000,10134000,9710000,8744000,9045000,8423000,8346000,8171900,8424000,8156265,8996340,8651591,8298161,8782000,9667179,9793501,10464680,10323550,8883594,10443082,10291031
Oman,221,Roundwood + (Total),1861,Production (m3),51,3866,4048,4238,4437,4646,4864,5092,5332,5582,5807,5932,6489,6646,6649,6739,7176,7768,8318,8835,9076,9453,9690,9965,10368,11128,12151,12934,13881,14763,15492,16159,17581,18791,20531,21820,22963,23965,25077,26468,27588,28756,29977,31251,32582,33770,35001,36278,37603,38976,40176
