# File: FAO_For_Exp_m3_FORESTAT.csv
# Title: FAO forestry exports by country, year
# Units: m3
countries,country codes,item,item codes,element,element codes,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Kuwait,118,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,2800,1700,4500,3600,5700,4700,3700,4100,4800,4800,4800,1700,1800,6000,3900,3900,3900,2500,2500,2500,2500,2500,2500,2500,2100,2100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,139,583,890
Kyrgyzstan,113,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,229,7,7,550,507,0,0,0,0,0,166,348,291,300,300,596,159,159,159
Lao Peoples Democratic Republic,120,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,3200,2500,500,600,700,800,700,15000,16900,17800,9900,6800,5000,9900,14200,34000,3800,10000,25600,39400,23100,90920,49400,206100,329700,351700,120400,40400,68500,25700,62500,62500,62500,62500,62500,156600,172600,220602,127602,207789,330683
Latvia,119,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478438,1219542,2654700,2752000,2094000,3132000,4251000,3751000,4353250,4095480,4468570,4461420,4525650,4265630,3823565,4139640,3663432,3548899,5486875,5264351
Lebanon,121,Roundwood + (Total),1861,Export Quantity (m3),91,2600,2700,2600,2800,10100,5400,3900,,,,300,300,300,300,300,,,,,,,,,,,0,,,,,56,0,0,0,600,0,0,0,0,0,0,0,550,550,550,550,550,550,6499,1268
Liberia,123,Roundwood + (Total),1861,Export Quantity (m3),91,3600,18000,16000,15000,23000,22000,41000,149000,144000,205000,222000,364000,259000,220000,513100,357000,311100,389000,474800,255400,230300,223000,183500,257700,370000,250500,681000,701000,634669,411000,616000,183000,20000,40000,50000,49000,81000,208000,850000,798000,1000000,483593,,,,12,1312,4780,9178,73805
Libya,124,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,125,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8000,8000,9000,8000,6000,5000
Lithuania,126,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285478,285447,889500,1769900,956600,767200,793200,939748,1202850,1324700,1436500,1453000,1219622,1173919,1143515,1718247,1234112,776253,1441955,1989937
Luxembourg,256,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228350,267770,210343,283620,319928,350056,371979,301597,379431,231402,102164,172567
Madagascar,129,Roundwood + (Total),1861,Export Quantity (m3),91,400,1200,5300,200,900,500,2200,3400,6900,7000,3000,1500,3600,550,1200,1200,1200,400,400,400,300,300,500,400,1400,2200,451,254,514,23603,1916,441,300,2500,1500,1400,128700,152000,46100,45200,13600,13600,43406,43406,9280,9323,10484,10428,4103,1847
Malawi,130,Roundwood + (Total),1861,Export Quantity (m3),91,,,,600,,100,700,500,500,700,400,200,200,300,400,400,100,200,,,,,,,,0,,,224,,1062,,216,399,399,399,399,279,279,279,279,327,231,231,132,4707,11009,3979,6796,5776
Malaysia,131,Roundwood + (Total),1861,Export Quantity (m3),91,3220000,3978000,5221000,6132000,8258000,9159500,10741600,11284600,11512200,11284000,11709200,12977000,12221300,10843600,15558800,16194700,16730500,16508900,15194500,15925100,19355904,18861296,16066000,19837408,19098308,22861600,20579408,21113008,18084860,19511237,17872031,9468638,8632196,7964400,7071800,6680200,5687300,6939800,6845300,5125000,5195272,5583724,5303497,5887069,4885909,4914300,4378657,4169000,4340135,3322035
Mali,133,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,1983,2102,2800,2800,2800,2800,7695,1266,1266,1256,739,526,592,1528,2484
Malta,134,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,470,,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,135,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,136,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,,411,411,411,411,411,411,411,411,411,411,439,314,314,314,314,314,314,314,314
Mauritius,137,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524,,0,0,0,0,299,1,0,0,0,0,536,536,536,536,477,391,391,391
Mexico,138,Roundwood + (Total),1861,Export Quantity (m3),91,13600,700,2700,1300,,,800,1800,,,,,,1400,22000,100,600,2100,1400,1600,2700,1000,4700,2800,2800,2800,2800,2800,16987,8623,9901,6249,8249,23400,12600,7100,5900,11500,17500,15000,31905,16356,15903,15885,21022,22296,18125,18807,21310,18035
Mongolia,141,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,10000,40100,21200,47000,63600,110000,106600,64500,,,,,,,,,,,0,,,,5995,6232,12485,26056,6056,4456,2212,2212,3052,702,702,702,702,702,702,702,702,1242,1242,1242,530
Montenegro,273,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73920,73920,40048,21080,21080,21080
Morocco,143,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335,1012,1274,443,100,200,200,100,100,300,0,0,67,457,632,632,191,3175,3107,3107,3107,5071
Mozambique,144,Roundwood + (Total),1861,Export Quantity (m3),91,1400,900,2300,2700,1500,1800,2500,3200,2100,3900,5000,6600,3000,8200,8200,8100,7200,10200,11400,8200,4800,700,2200,1300,2300,3400,6200,1000,4499,3272,5105,900,1419,1419,7400,52400,41400,36919,74279,65548,64841,71644,89628,99472,133513,226245,168537,130087,246087,265480
Myanmar,28,Roundwood + (Total),1861,Export Quantity (m3),91,97500,140000,135000,122000,100800,52400,71900,80900,57900,113200,111300,171700,85900,66200,57000,61900,76700,143600,209300,230800,205000,262400,268200,259300,255900,418400,473200,603100,1416680,1342242,1342990,1167276,871100,825000,495100,448300,673300,1002000,1115500,1011200,1166869,1354682,1497267,2945663,2081885,1826471,1572758,1366197,1420121,2230278
Namibia,147,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,964,483,771,4565,6961,11923,13099,17381,17381,17381,17381
Nepal,149,Roundwood + (Total),1861,Export Quantity (m3),91,51200,91500,184200,177000,177300,171600,171600,91600,90100,126200,126200,126200,270000,162000,72000,124000,147000,124000,126000,126000,126000,126000,126000,13400,8200,1500,1100,3900,931,490,846,,0,0,0,0,0,4,4,4,0,156,147,410,1311,13108,1459,240,14,50
Netherlands,150,Roundwood + (Total),1861,Export Quantity (m3),91,211800,251700,276400,288400,260200,257700,324500,435500,467000,292300,260600,668600,725700,587300,446400,401400,322600,326300,379300,395400,337900,271300,338800,513800,408200,421800,395700,463300,164577,581312,571079,455000,395000,291000,290600,327000,333500,291000,242000,430500,384500,517000,605300,487400,600200,705500,530000,440200,509100,430464
Netherlands Antilles,151,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24,24,24,24,24,24,24,24,3,3,3,
New Caledonia,153,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,51,3403,3403,722,721,720,712,694,704
New Zealand,156,Roundwood + (Total),1861,Export Quantity (m3),91,268700,274300,356900,443300,537300,795900,1441000,1671500,1820900,1829500,1872600,1954300,1450000,559000,986000,1073000,977700,1288900,1010000,562900,519700,527600,471100,381100,397100,432200,823600,1761100,1682987,3604873,4276171,4459021,4960300,5388000,5640000,5952000,4304000,5804000,5909000,7283700,7880300,7518000,5240000,5143000,5570700,5979700,6644100,8770103,10745528,12626538
Nicaragua,157,Roundwood + (Total),1861,Export Quantity (m3),91,18700,6200,12300,10500,17600,200,1000,2700,2100,1300,1300,7300,7300,2900,2900,2900,4900,3500,4800,4800,,,,100,,0,,,44,31,231,583,725,2300,5500,5500,4251,2435,10210,10210,4620,44195,29097,29097,7069,1553,267,267,6311,3834
Niger,158,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,0,0,0,0,527,527,527,800,395,3596,3596,3596,3596,405,134,20,152,152
Nigeria,159,Roundwood + (Total),1861,Export Quantity (m3),91,584900,673100,781200,589100,560300,332700,313400,352500,219300,210200,192000,332800,261900,94600,26900,9600,9600,9600,9600,25700,101300,50400,59800,59800,59800,16400,7169,1801,7678,19875,4193,999,3210,11292,11239,11642,11213,8360,8360,4860,3060,3179,41060,39315,33480,70928,66540,60056,100748,101726
Niue,160,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,162,Roundwood + (Total),1861,Export Quantity (m3),91,133600,101800,245800,213900,187000,195800,88800,279200,163000,152100,132700,168900,165700,158200,192400,323300,228000,663200,739900,654900,551400,445300,457100,490900,547300,696800,702200,1054500,625693,707560,724121,683515,435600,436000,384000,467000,494000,583000,514400,476000,552000,399437,349302,524789,745898,952041,899307,872726,883857,962989
Oman,221,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,311,5300,5300,5300,200,200,200,0,0,1300,1300,1300,1358,1358,1358,1358,1358,1358,514,142
Pacific Islands Trust Territory,164,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
Pakistan,165,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,351,1319,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,211
Panama,166,Roundwood + (Total),1861,Export Quantity (m3),91,2000,1100,1900,1800,2800,2800,1400,,,,,,600,,,500,500,,,,,20000,19000,400,200,200,200,500,1347,4420,218,1800,1900,4400,4400,4400,300,1300,4000,7000,36396,39643,79510,29580,36862,55955,55955,26550,102159,157000
Papua New Guinea,168,Roundwood + (Total),1861,Export Quantity (m3),91,4800,35400,46400,35300,63700,113600,143600,102300,193300,429700,409100,424700,655200,381800,444700,402400,445100,445100,641900,749000,1063300,1019000,1300000,1158300,1314000,1442000,1361000,906000,1015844,1303364,1823990,1837810,3075042,2813707,2419200,3011100,1622100,1987500,1997500,1560200,1857750,2066970,2018431,2014493,2282835,2835171,2576659,2094486,2777000,3271000
Paraguay,169,Roundwood + (Total),1861,Export Quantity (m3),91,218100,174300,238800,311600,318600,229100,189800,174500,166900,114900,21400,1100,2300,3000,100,1600,200,200,100,100,,,,,,0,,,6184,2155,2070,857,1501,1501,7900,2400,1700,1700,0,0,14169,8200,13296,13296,13296,13296,15280,13374,16131,16235
Peru,170,Roundwood + (Total),1861,Export Quantity (m3),91,100,,,,,,300,1100,1200,100,,,,,,300,,,,,,,,,,0,,,114,78,1182,2196,4000,200,5700,5700,0,0,0,0,0,72,96,808,643,548,1877,575,527,2415
Philippines,171,Roundwood + (Total),1861,Export Quantity (m3),91,4794200,6521700,6140200,6700000,6800000,7266000,8861700,9638500,9914000,8750600,6968100,7794000,4727900,4608700,2347800,2060800,2214800,1253600,1168600,1687000,1650400,1140400,1473400,878200,542600,409000,333900,204700,27913,3852,4762,3200,6700,4500,0,0,0,0,100,5400,1426,9,1762,46,283,79,2666,4444,20758,17810
Poland,173,Roundwood + (Total),1861,Export Quantity (m3),91,295000,475200,512800,832900,552800,416000,348700,433000,483000,303000,399000,819000,1093000,1147000,1177000,927000,947000,1144000,1283500,1281700,859300,1335900,2151100,2224000,1512000,1221600,1114000,740000,407615,892474,972244,593093,1206800,386200,232200,318200,362600,390800,347200,310000,723300,1008500,1027800,603800,490000,387472,435934,1089252,1733535,1904247
Portugal,174,Roundwood + (Total),1861,Export Quantity (m3),91,149700,162800,215400,130500,90000,84800,64500,62000,239200,120900,96000,234000,239100,87000,172100,248200,510200,1003700,725700,304900,312000,178900,336100,625100,497500,598100,447000,534000,373310,452183,652487,579248,644000,799100,483200,646000,585400,557000,570103,812000,822000,1019000,1011000,1279000,1430000,1535000,1346908,616779,1002960,1034094
Qatar,179,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,546,3058,390,2115,2115,2115,2440
Republic of Korea,117,Roundwood + (Total),1861,Export Quantity (m3),91,,,,800,,,,,,,,,,,,,,,,,,,,,,0,,,12739,1841,6431,5656,3356,2200,2100,0,0,0,0,0,2387,307,873,425,216,221,1222,1044,460,304
Republic of Moldova,146,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12824,,1000,200,200,200,800,900,300,300,300,300,300,300,370,2548,2548,2548,2548,2548
Reunion,182,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465
Romania,183,Roundwood + (Total),1861,Export Quantity (m3),91,1104000,1368200,1453300,1227400,923400,845100,801600,648500,829800,673300,425500,490400,526800,389200,219800,209500,179700,204200,180000,190000,169000,186000,162000,112000,92000,92000,2000,2000,3810,2805,2160,1469,0,0,0,0,161000,603400,535100,112000,94600,211000,186000,159000,190090,179000,257050,224715,429273,831848
Russian Federation,185,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10154305,14338957,11188000,18460000,15985000,18753000,20947000,28280000,32049000,32893000,37770000,37804000,41842000,48300000,51100000,49300000,37058606,22289355,21175826,20699843
Rwanda,184,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,145,3750,3750,3750,3750,0,0,0,143,143,143,143,143,143,143,143,112,130,104,58
Saint Pierre and Miquelon,190,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,191,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,408,408,408,43,49,49,49
Samoa,244,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,103,87,107,107,107,6361,6361,6361,6361,6361,656,204,204,179,179,179,179,179
Sao Tome and Principe,193,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,200,200,,,,,,,,,,,,,,,,,,,0,,,146,,18,,0,0,0,0,88,88,88,88,88,88,88,88,88,88,88,88,88,88
Saudi Arabia,194,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,160,10,895,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,2258
Senegal,195,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,271,271,271,0,0,0,0,0,0,0,0,0,0,0,115,76,1147,1147
Serbia,272,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,72000,48000,13000,36000,44000
Serbia and Montenegro,186,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67422,51074,52173,19100,37700,95100,52700,39700,23100,50400,56000,41000,38000,57000,,,,,,
Seychelles,196,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434
Sierra Leone,197,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,,29,47,29,88,88,88,106,106,178,443,1392,1392,572,1286,1725,2656,16749,19000
Singapore,200,Roundwood + (Total),1861,Export Quantity (m3),91,,,40500,29800,65000,20300,18300,35400,22300,4800,2400,5100,14900,3900,3500,42200,37900,42600,42600,22400,47400,55000,26500,20100,25000,16100,40400,37400,84410,95038,174882,54062,52840,20100,8100,8400,19600,10600,6900,16800,39200,30859,19436,28860,3249,3236,1953,2172,2903,620
Slovakia,199,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322051,1110000,919000,756000,1079000,735000,1232000,1612000,1828000,1286000,1189000,1210000,1815000,1233000,1533000,2289330,2685692,2563703,2683596
Slovenia,198,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355163,206000,224000,159800,182000,301000,324900,325475,303980,321200,361510,280455,244132,422584,545678,705730,724368,766944,844016,1142434
Solomon Islands,25,Roundwood + (Total),1861,Export Quantity (m3),91,100,4100,24900,19500,32400,79800,125700,205600,226800,255300,238300,254200,211200,208000,263800,251200,261600,262800,262800,319800,333300,337500,283500,370500,349300,280300,286800,261000,321901,294898,514932,350325,592542,749000,833000,650000,604000,622000,536000,534000,550000,714000,1043000,1118000,1073000,1446000,1523000,1044778,1428211,1937000
Somalia,201,Roundwood + (Total),1861,Export Quantity (m3),91,1900,1900,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,4459,4459,4459,4459,3678,4823,4823,4933,4894,221,221,601,625
South Africa,202,Roundwood + (Total),1861,Export Quantity (m3),91,13000,8000,6500,11000,8700,17600,16000,11200,16000,16000,10900,9200,8900,9800,33400,50500,95300,78600,42100,46500,29400,55100,42200,23100,35905,46605,43465,25793,16104,70586,57306,371523,409454,210500,384800,246400,207400,301000,301000,138269,385813,303788,370881,252980,191337,191337,229223,219941,180519,154138
Spain,203,Roundwood + (Total),1861,Export Quantity (m3),91,2900,2400,6300,12100,6400,20400,63400,39600,124100,103900,29600,31300,39600,90400,45800,24800,22800,51900,132400,150600,165000,150000,66700,46800,58500,198800,183800,195800,114177,49520,80418,69000,330700,536700,250900,532300,584000,387000,369001,508000,256000,281000,269000,322000,412000,535586,1167434,867679,1391238,2043762
Sri Lanka,38,Roundwood + (Total),1861,Export Quantity (m3),91,400,200,200,200,600,800,300,300,300,200,100,100,100,600,800,200,200,200,200,,,,,,,0,,,3840,644,1372,643,323,378,378,2486,2486,2486,2486,2486,386,3226,15394,15394,2909,4163,3084,627,2230,2808
Sudan,276,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9798
Sudan (former),206,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,290,290,290,0,0,0,85,85,189,7778,2282,2282,376,679,2391,5661,9798,
Suriname,207,Roundwood + (Total),1861,Export Quantity (m3),91,21500,20400,17000,24400,28500,21100,20000,21900,24700,16900,16500,17300,22600,21200,12400,13700,18100,24400,25600,33500,24300,22000,17000,14400,6500,3700,10700,5000,828,499,2305,3519,8000,8500,27000,30700,21000,17000,10000,8000,25900,3200,6200,9470,18601,12602,28920,29960,48745,91812
Swaziland,209,Roundwood + (Total),1861,Export Quantity (m3),91,,11900,42800,50400,50400,58700,127900,108100,75600,120700,78100,96200,156600,157000,256200,237800,214100,244200,164700,270500,270500,270100,270100,270100,96800,96800,53600,50000,,,,,,,,,,,,,,,,,,,,,,
Sweden,210,Roundwood + (Total),1861,Export Quantity (m3),91,1122200,1415300,1716600,2178500,2114400,2651300,2792900,3188900,4276400,3709800,2664900,2978500,2171100,1977800,1527400,924100,858700,841600,891000,809000,613400,627100,957000,916100,772300,842400,872500,857500,803814,812130,653920,843000,1068000,1738000,1628000,1404000,1454500,1335000,1461813,1340450,1785189,1533438,1558155,3126887,3045170,3886000,2453082,1208654,1256041,892225
Switzerland,211,Roundwood + (Total),1861,Export Quantity (m3),91,108600,158300,201600,200700,228900,305100,436200,297600,318800,368300,481700,554200,592000,648000,701700,818226,673200,746300,873700,762000,614000,622000,799000,681000,665000,797000,735000,803000,1128143,1194523,1143003,1074148,1074000,1022000,993000,1160000,1021000,1239000,3754410,3192930,2005013,1784000,1784914,1454807,1703783,2027498,1178902,850622,820302,943768
Syrian Arab Republic,212,Roundwood + (Total),1861,Export Quantity (m3),91,1600,2300,2000,1800,1900,1200,1300,200,,,,,100,1900,1100,,300,700,400,400,,,,,,0,,,22,,17,,0,0,0,25,25,0,0,800,853,4013,16281,16281,18483,7919,11932,11932,4524,2217
Tajikistan,208,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,216,Roundwood + (Total),1861,Export Quantity (m3),91,9600,22400,19400,27900,36900,30600,28700,27500,29700,64100,76100,86700,86700,500,49000,31800,17200,700,700,7100,6300,,,,,0,,,46601,38970,24135,1531,650,26200,0,0,12000,300,200,200,17612,10287,6528,26917,16500,15832,19163,12782,8703,9374
The former Yugoslav Republic of Macedonia,154,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8891,3891,2000,2000,4600,2900,2900,1184,9285,7426,12782,13828,36063,10407,20000,4872,779,1347,2153
Timor-Leste,176,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,1055,496,514,514,728,1058,984
Togo,217,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,166,,1200,3000,600,68000,16000,11000,28000,28000,17000,18341,16794,49123,55888,65809,95903,73189,113324,113404
Tonga,219,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806,44,,,0,0,0,0,116,116,116,116,116,1785,6626,6626,2061,3967,1185,276,457,1931
Trinidad and Tobago,220,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152,2729,4749,1100,700,700,0,0,0,0,0,0,500,500,26,77,118,39,5550,2964,4915,5124
Tunisia,222,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,300,,,,,,,,,,,,0,,,2328,,2900,,61,0,0,0,0,0,0,0,0,0,354,354,354,354,744,272,220,113
Turkey,223,Roundwood + (Total),1861,Export Quantity (m3),91,15300,22000,11000,12900,14800,10600,8300,10800,20100,34900,34100,29400,12100,19300,11300,8900,5100,3700,4800,36900,42400,45900,119800,91400,48600,23600,35000,17900,11543,1826,3701,6125,8200,56000,22400,20000,93000,5000,4000,8000,9002,68567,36509,9693,2781,11000,4860,13017,7412,3800
Turkmenistan,213,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,224,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Uganda,226,Roundwood + (Total),1861,Export Quantity (m3),91,300,300,,300,100,,,500,700,400,300,300,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,870,3911,3911,1240,4111,10256,7349,1318,10302
Ukraine,230,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,1100,1100,28000,356000,479000,507927,704969,704969,1091195,1763766,2136815,2977198,2670147,2699509,3396444,3396444,3396444,3670600,4151865
United Arab Emirates,225,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,0,0,0,0,0,0,0,800,800,800,3084,3084,3084,3084,4690,6340,14228,12492
United Kingdom,229,Roundwood + (Total),1861,Export Quantity (m3),91,29500,24300,16500,15500,16500,14600,13900,22600,23100,16800,14400,37800,20600,41900,85600,85600,41200,50300,150500,658700,557100,446200,387100,394000,349000,471600,513500,413500,161103,211047,201652,38000,46400,55400,54400,70000,356300,166200,270400,190288,157169,439641,757694,895478,789604,922902,832525,409941,621761,724464
United Republic of Tanzania,215,Roundwood + (Total),1861,Export Quantity (m3),91,14000,11600,5500,5600,5700,3600,3800,9200,11300,18000,2500,3100,3300,1100,,400,300,1600,900,200,200,600,600,600,200,200,200,200,18636,7621,17001,7000,7000,10047,7847,5622,2332,24326,12160,12160,10085,44550,76530,76530,58318,23838,5603,18957,12890,9738
United States of America,231,Roundwood + (Total),1861,Export Quantity (m3),91,2660100,4542700,5161300,5625300,6670200,9280800,11885400,11076800,12778700,10718700,14638100,14870200,13268400,13385300,15919700,15294300,16331700,18635208,15800900,12593800,15523200,16828100,16726900,18381308,17488800,19509396,22647096,22495200,21666105,20700384,17341266,13107391,12355000,12945000,12077000,10991000,12544900,11916100,12156600,11610198,11298498,10442146,10515348,9937704,9772701,10064967,10420066,9849584,9898069,11916434
Uruguay,234,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75910,53438,168443,168450,102867,480974,514974,691100,843100,371500,839630,917000,1097000,1372773,1614042,1775000,1995000,1873000,974000,263000,471000,384000
USSR,228,Roundwood + (Total),1861,Export Quantity (m3),91,7266900,7794400,8923000,10577700,12109500,11984900,12351400,13230100,14957200,14301900,14345500,17909300,17643300,16170700,17331000,17355800,16799700,14853000,13487600,13335900,12785600,14640600,15134500,14938400,17470000,18615600,19493600,17879600,10707565,10623643,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1160,420,416,1902,1902,2313,4205,4124,4124,4124,4124,4124
Vanuatu,155,Roundwood + (Total),1861,Export Quantity (m3),91,100,100,100,,,,,,,,,,,,,,,4900,4900,4900,4900,4200,4200,22100,9700,25200,4409,5158,5740,,,3655,3655,3655,3655,234,349,1729,752,752,1746,20526,4935,4950,689,1028,692,851,700,1409
Venezuela (Bolivarian Republic of),236,Roundwood + (Total),1861,Export Quantity (m3),91,700,100,100,2500,2000,100,,,,,,,,,,,,,,,,,,,,0,,,16448,31,1426,1650,806,27900,47500,8900,3000,5000,4900,5600,4018,12583,19963,6260,940,0,5,5,88,88
Viet Nam,237,Roundwood + (Total),1861,Export Quantity (m3),91,,,,,,,,,,,,,,,,,,,,,,,,36700,9300,30400,82600,120700,437911,344611,58552,42744,12490,49102,50181,26454,15507,35100,35100,8900,14500,15400,19064,19064,8250,8250,75866,124282,101150,186960
