# File: FAO_an_Imp_t_SUA.csv
# Title: FAO animal imports by country, item, year
# Units: tons
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Cote dIvoire,107,Cream,2743,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,125,145,134,157,163,133,128,96,96,29,144,53,80,119,125,159,151,124,171,194,133,233
Cote dIvoire,107,Crustaceans,2765,Import Quantity,5610,40,40,40,40,40,40,80,40,80,80,0,0,0,0,0,22,35,128,54,94,779,240,102,47,29,4,3,10,3,0,0,0,81,0,151,97,279,308,499,327,470,763,585,895,506,611,728,864,948,925,515,727
Cote dIvoire,107,Demersal Fish,2762,Import Quantity,5610,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,2,21,3,10,16256,14254,11880,12379,8814,10690,7783,4724,10131,7779,4361,0,461,485,416,414,1067,191,81,127,176,749,1265,682,273,735,814,397,620
Cote dIvoire,107,Eggs,2744,Import Quantity,5610,50,25,22,13,11,2,4,13,1,3,15,142,101,56,43,81,53,172,10,367,79,26,47,41,5,60,25,28,61,57,173,222,208,141,206,215,395,408,270,249,193,124,191,201,302,330,355,392,285,289,276,485
Cote dIvoire,107,"Fats, Animals, Raw",2737,Import Quantity,5610,1400,2488,3700,9500,1863,0,0,0,0,0,0,0,18,10,3654,419,1274,2176,2538,3160,196,325,65,139,80,100,25,25,31,19,19,13,13,38,39,34,852,1353,362,508,604,320,76,733,180,320,129,240,715,535,1004,1205
Cote dIvoire,107,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,280,0,227,23803,30100,211,194,476,292,1624,944,1554,480,2502,21223,18939,18099,16744,22904
Cote dIvoire,107,"Fish, Body Oil",2781,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote dIvoire,107,Freshwater Fish,2761,Import Quantity,5610,10607,6015,7444,4587,10301,11714,9740,10727,12286,13454,10286,6571,2571,2286,5429,5017,2261,1871,852,1077,356,120,48,0,22,7,158,87,198,186,143,0,0,0,0,47,84,56,64,39,29,23,24,42,41,57,41,61,184,52,191,57
Cote dIvoire,107,Hides and skins,2748,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,81,81,81,81,81,81,81,81,81,81,6,0,6,0,15,24,25,73,3,0,0,0,0,24,0,1,14,259
Cote dIvoire,107,Honey,2745,Import Quantity,5610,5,4,4,7,6,9,11,11,9,13,12,12,16,13,14,17,21,38,13,14,12,20,15,21,18,10,10,5,6,5,3,8,6,4,28,27,14,31,13,12,15,14,18,33,44,66,42,64,20,41,44,63
Cote dIvoire,107,"Marine Fish, Other",2764,Import Quantity,5610,75,25,0,103,135,310,105,295,3455,9575,15700,24800,46400,84700,90500,66054,54146,64764,64644,73382,74390,64727,64578,12887,29173,17120,27356,56017,33556,17327,17425,17795,17952,23800,83384,65068,84683,94337,113175,105916,94753,82893,90550,101483,115467,99059,106695,128827,147642,94585,82464,125377
Cote dIvoire,107,"Meat, Other",2735,Import Quantity,5610,38,39,30,39,32,28,32,22,32,15,36,26,46,50,50,53,62,303,64,51,64,4,23,8,38,20,20,60,40,30,10,1,0,0,14,17,60,82,752,115,57,32,89,108,69,77,81,88,37,64,71,78
Cote dIvoire,107,Milk - Excluding Butter,2848,Import Quantity,5610,17133,13457,16492,18656,21378,23927,26434,29867,33960,43204,43337,39962,57895,73473,54121,95959,172327,151097,156394,187678,194174,157014,163006,149755,203373,232779,252711,245525,190954,162474,189334,185643,187811,96142,107032,132506,143643,156364,158951,128815,123214,101068,157185,118420,141505,129975,96119,140483,112879,157648,111161,165112
Cote dIvoire,107,"Milk, Skimmed",2739,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,6170,17040,12970,27190,36850,59490,46250,79350,61850,49660,52390,49080,79960,1e5,125e3,123540,94200,117040,149080,147030,116430,61260,80,7410,10937,8186,10866,8436,13492,17003,16542,9165,9949,9143,7670,10798,6339,15574,11018,23997
Cote dIvoire,107,"Milk, Whole",2738,Import Quantity,5610,14847,11077,13952,16056,18745,20947,23467,26674,30527,39604,39630,36415,47380,50376,36282,62865,128257,82623,101910,97885,122649,98920,102845,95818,114425,122049,116398,111363,87983,36267,29341,27375,62407,29411,104281,121919,129203,145018,145144,118150,107009,81210,136211,104370,126975,116071,82790,124551,101082,135767,94120,131699
Cote dIvoire,107,"Molluscs, Other",2767,Import Quantity,5610,60,70,70,70,60,50,60,60,70,80,80,200,100,100,0,118,147,167,156,313,220,113,108,127,84,121,61,51,32,30,24,0,0,6,0,52,70,49,40,26,24,41,25,45,31,31,47,61,34,120,26,74
Cote dIvoire,107,Mutton & Goat Meat,2732,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,16,80,362,398,369,409,538,822,572,662,649,283,302,583,416,284,270,182,254,149,79,37,93,64,93,117,124,82,52,79,163,653,876,1250,1595,2496,1087,954,894,1105
Cote dIvoire,107,"Offals, Edible",2736,Import Quantity,5610,0,0,15,16,15,36,15,19,18,29,11,14,18,22,22,102,96,216,257,350,820,988,1035,825,1433,1600,2800,10541,9977,10769,4851,3940,3995,1739,2662,3208,4727,5842,7879,7216,15913,28983,44694,40564,40305,47530,47229,40902,46890,49299,46766,49492
Cote dIvoire,107,Pelagic Fish,2763,Import Quantity,5610,1925,2445,2850,3650,2540,2225,2405,4965,5005,5555,4400,4400,5800,6900,5700,24242,29913,24176,51469,48087,69945,69546,53167,101008,100654,125216,131107,167121,185774,194115,185131,185340,200051,158661,161227,176777,156507,169e3,201586,146507,164985,195953,203763,161059,170096,180129,193265,221689,245187,234704,240248,177877
Cote dIvoire,107,Pigmeat,2733,Import Quantity,5610,164,163,150,186,193,196,223,218,248,238,244,247,229,247,228,225,306,425,365,395,709,486,419,271,431,270,1158,2445,1504,937,1436,391,357,221,179,98,416,513,639,721,635,923,3160,5568,5705,7658,7592,7920,9671,14265,13912,20224
Cote dIvoire,107,Poultry Meat,2734,Import Quantity,5610,80,103,120,132,139,123,82,92,80,98,100,96,122,196,141,91,158,300,180,361,583,608,1038,666,913,1156,1974,7980,6197,562,50,70,281,467,1263,543,1819,2102,2807,2453,2280,5843,17168,13418,6950,961,1139,1162,1122,1041,1280,1201
Cote dIvoire,107,Whey,2742,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,473,1203,2986,10432,13878,25554,14486,14243,16986,9865,12108,11351,12757,8649,24905
Cote dIvoire,107,Animal fats,2946,Import Quantity,5610,1779,2889,4200,10048,2406,723,1075,1554,1940,2359,1860,810,1298,1731,5060,2329,4252,5471,6472,6706,4013,2485,972,1159,1359,2050,3325,2963,1851,1586,1976,1951,1935,870,586,639,1322,1960,868,773,1063,658,568,1276,758,933,782,679,1277,1180,1566,1925
Cote dIvoire,107,"Aquatic Products, Other",2961,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,7,2,2,2,0,3
Cote dIvoire,107,"Fish, Seafood",2960,Import Quantity,5610,12732,8620,10429,8475,13101,14365,12415,16112,20921,28769,30466,35971,54871,93986,101629,95454,86501,91106,117175,122955,145710,134749,118014,130325,144217,154347,171063,232099,230253,219440,207447,213266,225862,186828,244762,242502,242108,264166,315778,253882,260452,279753,295074,263702,286889,281159,301458,351774,394729,331207,323842,304745
Cote dIvoire,107,Meat,2943,Import Quantity,5610,975,973,1024,1058,1075,1684,1513,1962,1754,2145,1867,1950,2147,2353,7284,14815,16425,20160,16569,12288,12178,15296,11004,9652,13972,23503,26390,39194,26064,50102,44150,35826,24006,4943,4867,5061,11697,11055,13630,10412,5215,10726,30914,28826,23511,24295,23032,20672,17831,21924,21041,25440
Cote dIvoire,107,Offals,2945,Import Quantity,5610,0,0,15,16,15,36,15,19,18,29,11,14,18,22,22,102,96,216,257,350,820,988,1035,825,1433,1600,2800,10541,9977,10769,4851,3940,3995,1739,2662,3208,4727,5842,7879,7216,15913,28983,44694,40564,40305,47530,47229,40902,46890,49299,46766,49492
Croatia,98,"Aquatic Animals, Others",2769,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,420,504,81,155,53,62,59,49,392
Croatia,98,Aquatic Plants,2775,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,18,22,26,20,21,26,23,22,19,21,24,22,31,43,21,24,15,19
Croatia,98,Bovine Meat,2731,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15297,9508,14732,11838,8586,10971,5636,6799,6746,1216,1643,2219,5522,2338,6376,8510,10616,13668,9822,8976,10393
Croatia,98,"Butter, Ghee",2740,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,112,136,150,420,169,295,489,773,421,688,952,1216,897,899,703,990,846,1125,1299,1614
Croatia,98,Cephalopods,2766,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,1818,2650,3388,4125,3708,3302,3420,4010,5316,5465,4894,6408,6332,7511,9396,9750,9483,8920,10800,9227
Croatia,98,Cheese,2741,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979,4596,4470,6408,6283,2522,2378,4007,4203,7055,9764,11938,11953,10612,9935,10496,10374,10948,11872,11953,12342
Croatia,98,Cream,2743,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,1575,4189,5675,4616,893,1695,1556,3087,2234,1529,1161,865,234,499,649,1519,859,1408,2754,0
Croatia,98,Crustaceans,2765,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12,100,130,223,259,311,352,552,786,604,800,776,829,1029,1055,1328,1294,2014,1755,2114
Croatia,98,Demersal Fish,2762,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1109,2235,2187,2885,3290,2475,2294,2162,2165,2575,1708,11678,11742,12507,9550,12628,9060,10089,11018,10302
Croatia,98,Eggs,2744,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,2706,169,159,1992,128,544,169,208,717,1189,1377,1832,573,1735,3786,2474,2469,3539,2865,3298
Croatia,98,"Fats, Animals, Raw",2737,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4131,5445,6305,7651,6940,9660,4760,9327,8846,5800,2793,3284,8423,4306,11071,12516,15610,12776,8598,10199,10449
Croatia,98,Fish Meal,2855,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32,192,393,754,251,270,379,8128,7791,4098,4617,2107,1451,694,976,3604,1523,674,4848
Croatia,98,"Fish, Body Oil",2781,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,533,576,434,45,155,0,0,0,1,7,6,11,20,35,74,88,43,35,36,25
Croatia,98,"Fish, Liver Oil",2782,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,0,1,1,0,2,1,1,3,0,1,2,3,4,2,3,4,4,6
Croatia,98,Freshwater Fish,2761,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,58,52,163,109,74,109,46,59,153,175,251,740,643,879,1108,1507,1613,2849,2817,3209
Croatia,98,Hides and skins,2748,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013,2594,3302,2500,2584,2227,1199,2616,9633,8150,16519,21730,14823,16709,19123,10144,3242,3222,3966,5592,4489
Croatia,98,Honey,2745,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,222,29,19,216,104,1,7,4,45,39,30,5,29,2,3,65,65,154,104,127
Croatia,98,"Marine Fish, Other",2764,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,285,41,120,374,75,174,76,356,1203,1895,1283,560,2021,1629,118,367,171,110,139,137
Croatia,98,Meat Meal,2749,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,789,530,751,1023,2002,1386,2418,2595,38,120,20,0,0,236,81,141,31,6,4,4
Croatia,98,"Meat, Other",2735,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,257,324,90,49,120,71,49,38,83,708,439,344,139,127,146,135,85,83,61,66
Croatia,98,Milk - Excluding Butter,2848,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120871,111983,128840,210208,212873,78394,114848,140760,176405,189062,183261,194765,201501,150795,154898,166195,201445,185859,213980,237204,261065
Croatia,98,"Milk, Skimmed",2739,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10940,8131,6552,7470,4696,2375,3663,7283,7623,8486,2983,23752,5651,3709,2584,2795,5548,2185,2807,2980,8825
Croatia,98,"Milk, Whole",2738,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63595,61572,81188,143229,150252,52583,89237,95998,129500,115279,90614,59574,94642,56154,67511,79664,100524,82910,101032,122828,137364
Croatia,98,"Molluscs, Other",2767,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,139,463,782,681,1142,1149,1306,1411,2267,3127,4974,1569,2114,4963,5736,5296,5400,5740,5889,2236
Croatia,98,Mutton & Goat Meat,2732,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,468,1319,4473,1389,1123,222,422,478,304,613,1646,2237,2402,2560,2157,1779,1907,1542,1363,1341
Croatia,98,"Offals, Edible",2736,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,528,847,1126,1224,986,839,2181,1268,1131,2089,1933,1285,1654,1446,1177,1267,1856,2636,1920,2634
Croatia,98,Pelagic Fish,2763,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71032,91162,76537,96693,63984,94295,75072,67725,75104,109674,111872,104959,70587,86153,71042,56225,51142,39321,34348,27074,20552
Croatia,98,Pigmeat,2733,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24417,16274,23477,36656,32863,37854,12917,24096,30780,34121,42376,44235,49925,32227,59128,59611,64289,73221,71299,74338,78400
Croatia,98,Poultry Meat,2734,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12449,5842,1967,2652,561,889,725,2797,2235,4103,3735,3411,5620,5017,6848,11332,12580,15432,14942,14127,16725
Croatia,98,Silk,2747,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,2,5,4,15,4,8,1,0,0,0,0,0,0,0,0,0,0,0
Croatia,98,Whey,2742,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4579,4253,7801,1597,119,113,4,41,82,233,314,498,695,715,909,792,1237,1198,1396,1204,1474
Croatia,98,Wool (Clean Eq.),2746,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,674,286,285,272,397,34,77,128,82,382,265,118,78,18,8,9,0,1,0,0
Croatia,98,Animal fats,2946,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6869,7670,11208,13910,12022,10878,6750,11374,12707,8457,5020,5403,10516,5459,12507,13946,18209,14527,11170,14292,12094
Croatia,98,"Aquatic Products, Other",2961,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,18,22,26,20,21,26,23,22,19,441,528,103,186,96,83,83,64,411
Croatia,98,"Fish, Seafood",2960,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74760,94583,82078,103462,72380,102843,82592,75220,83654,121563,125714,118870,92317,109834,99560,83188,82018,66342,64070,59492,47778
Croatia,98,Meat,2943,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53305,32350,41819,55710,43448,50956,19570,34163,40277,39827,49075,51950,63649,42122,75040,81756,89399,104313,97687,98866,106926
Croatia,98,Offals,2945,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,528,847,1126,1224,986,839,2181,1268,1131,2089,1933,1285,1654,1446,1177,1267,1856,2636,1920,2634
Cuba,49,"Aquatic Animals, Others",2769,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Cuba,49,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,6,5,5,4,5,8,9,3,6,6,3
Cuba,49,Bovine Meat,2731,Import Quantity,5610,3409,2053,1010,5926,90,442,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,397,0,490,0,0,0,0,20,600,170,130,110,0,5,13,6145,4716,3780,3902,4388,10476,13137,22209,13892,16942,9631,12473,3429,3480
Cuba,49,"Butter, Ghee",2740,Import Quantity,5610,486,2705,2954,2556,7651,5169,7609,7502,10009,16857,20218,13789,17124,16256,18336,19362,18363,16788,17e3,20998,12971,14995,15502,17e3,17e3,17068,17e3,15704,15296,12200,12380,7300,8500,8400,3e3,1200,1291,1533,2235,1989,1844,2471,1799,2106,2036,2833,1943,1444,2106,2348,1460,1399
Cuba,49,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,616,366,6150,9129,268,431,1017,10844,10824,8087,415,343,477
Cuba,49,Cheese,2741,Import Quantity,5610,422,1618,1235,893,2068,1708,2071,3392,5357,3359,4541,3196,4702,4716,4201,4962,5466,4151,5752,4783,5397,5173,7671,5374,6426,6324,7277,6818,7519,6e3,1915,1538,438,106,876,1722,5368,2465,3191,3471,2712,2843,3238,3181,3711,3654,4095,1459,1976,3080,2659,2217
Cuba,49,Cream,2743,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,87,44,15,24,87,15,30,55,105,52,71,44,14
Cuba,49,Crustaceans,2765,Import Quantity,5610,0,0,400,0,0,0,0,0,0,0,0,0,0,3190,2383,0,0,0,0,0,47,38,2,0,0,0,0,0,0,0,0,0,0,0,1086,1219,0,247,77,41,131,71,68,153,218,73,160,121,23,53,11,20
Cuba,49,Demersal Fish,2762,Import Quantity,5610,13352,5550,18e3,25380,15750,42453,65847,54781,68204,58624,78210,59960,73489,72281,88002,54465,51057,52754,43473,59524,72290,52448,64313,42443,53043,41185,50934,41856,41257,37333,10923,39853,63838,55615,63698,42235,34600,38024,147,275,144,760,1328,129,129,4065,84,153,81,25,1257,4863
Cuba,49,Eggs,2744,Import Quantity,5610,637,467,13,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,181,267,1134,1263,1845,1025,452,429,1470,1278,789,992,2274
Cuba,49,"Fats, Animals, Raw",2737,Import Quantity,5610,86173,64778,87005,106234,67795,83566,81203,71265,86729,122016,124684,91421,111081,114545,137143,122859,115318,150326,124676,140401,137963,140284,149679,126857,142762,114929,120419,127163,130716,156250,122495,51251,41125,35e3,27125,32749,22125,22875,13352,12075,19585,14633,22563,15721,6218,12626,14099,14123,12977,4405,4786,20852
Cuba,49,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,15,5,0,0,14,26,26,37,12,25,13,9
Cuba,49,"Fish, Body Oil",2781,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,1,0,0,0,0,0,0,0,0,0,1,3
Cuba,49,"Fish, Liver Oil",2782,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0
Cuba,49,Freshwater Fish,2761,Import Quantity,5610,0,923,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,173,154,158,122,250,289,236,150,330,248,247,648,885
Cuba,49,Honey,2745,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,18,3,1,2,3,1
Cuba,49,"Marine Fish, Other",2764,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14479,28473,19300,16371,28028,58937,44079,20018,25349,23595,4649,9735,5681,707
Cuba,49,Meat Meal,2749,Import Quantity,5610,1741,3070,2100,3411,4497,2379,2015,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,1,7,23,24,1,0,0,0,21,21,0,0,0
Cuba,49,"Meat, Other",2735,Import Quantity,5610,24681,37150,46785,26179,6672,21260,26575,23059,22985,26275,28065,30333,39913,53567,38821,34333,29315,33946,36618,40962,42054,58980,51062,51925,48253,39194,35259,43376,50804,44706,18824,11765,11765,11765,13176,13529,13529,13529,56,34,30,38,50,7,970,0,98,60617,73465,73621,67652,66814
Cuba,49,Milk - Excluding Butter,2848,Import Quantity,5610,99044,124528,194367,219508,320864,264821,352080,553410,456597,760931,704421,543111,664878,620193,618711,709833,515432,438620,548091,530355,579312,515329,477976,487137,547300,521926,495624,490415,512867,431928,575535,414853,436711,465038,431555,375849,384446,524484,437119,444430,403975,482197,567296,544526,759130,616107,546433,695658,569261,477292,577468,537462
Cuba,49,"Milk, Skimmed",2739,Import Quantity,5610,53900,59660,113470,120580,207200,178090,248280,434180,333050,636270,566710,422770,527420,488660,506940,562450,377430,312610,401600,394650,429780,375120,326650,350180,402300,373170,338790,339860,360310,3e5,508320,372120,408210,439100,401410,345240,330400,481950,212201,188680,188219,166468,257365,138473,200055,121102,68049,145421,37396,62439,89177,88650
Cuba,49,"Milk, Whole",2738,Import Quantity,5610,39456,50796,66580,86548,88788,65819,76741,73444,69783,68548,77340,76491,77925,73951,56705,84252,81204,81512,86489,82616,90446,85513,82302,82216,80407,86386,89836,86427,82792,75600,27524,12756,4055,2109,3098,800,376,508,192170,221887,187320,287542,274390,376583,523373,463565,446944,532073,516064,390176,465201,428549
Cuba,49,"Molluscs, Other",2767,Import Quantity,5610,2e3,0,0,0,0,4e3,4e3,2400,0,500,2667,2e3,5267,2e3,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,2906,8057,574,891,1128,1315,1336,1096,1114,286,412,853,1633
Cuba,49,Mutton & Goat Meat,2732,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,118,459,50,294,81,95,107,174,70,86,56,54,21
Cuba,49,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,2503,4135,2715,2165,725,2275,3054,2050,2445,1133,770,1010,739
Cuba,49,Pelagic Fish,2763,Import Quantity,5610,16800,46300,51600,82200,64911,71486,88200,89460,91233,187926,279549,353200,106027,95697,289800,177500,204245,303705,283135,451297,273434,89766,110970,65060,88326,144551,132591,152498,18694,17070,9534,0,0,0,146,0,0,7472,34181,23678,33319,4467,6495,4585,10345,8360,8394,15313,21420,7992,13490,12934
Cuba,49,Pigmeat,2733,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e3,0,0,0,0,0,0,0,0,0,0,30,1044,3687,3557,1824,3497,5732,6018,9750,19441,24010,30776,25235,20629,28457,27772,35533,39849,39014,44543,53494,38873,29858
Cuba,49,Poultry Meat,2734,Import Quantity,5610,2127,1950,0,0,0,0,0,0,0,0,0,0,0,0,30870,0,5724,10291,15382,20036,22227,22755,20723,18042,24940,19583,20412,23326,38237,38e3,62161,21912,18757,11825,14510,16095,35817,30940,46770,47373,64789,120765,122963,145058,104340,167195,159288,146218,165004,147503,157858,177365
Cuba,49,Whey,2742,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,4284,27,459,459,486,554,5730,3662,5041,6351,716,432,595
Cuba,49,Animal fats,2946,Import Quantity,5610,86659,67483,89959,108790,75446,88735,88812,78767,96738,138873,144902,105210,128205,130801,155479,142221,133681,167114,141676,161399,177835,155279,165181,143857,159762,131997,137419,142867,146012,168450,134875,58551,49625,43400,30125,33949,23416,24408,16026,14208,21475,17119,24386,17915,8269,15489,16098,15672,15135,6824,6291,22268
Cuba,49,"Aquatic Products, Other",2961,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,6,5,5,4,5,8,9,3,6,6,11
Cuba,49,"Fish, Seafood",2960,Import Quantity,5610,32152,52773,70462,107580,80661,117939,158047,146641,159437,247050,360426,415160,184782,173168,381685,231965,255302,356459,326608,510821,345771,142251,175285,107503,141369,185736,183525,194354,59952,54403,20457,39853,63838,55615,64930,43454,34600,45743,50553,56163,61470,28551,46061,65449,56806,35105,46077,51449,34794,18880,22283,21518
Cuba,49,Meat,2943,Import Quantity,5610,30216,41153,47794,32104,6762,21702,26575,23059,22985,26275,28065,30333,39913,53567,69691,34333,35039,46637,53e3,60998,64281,81735,71785,70364,73193,59267,55671,66702,89041,82736,82048,37964,34248,25544,31294,35356,55370,54232,72599,76251,99835,149991,148324,184079,146314,225043,213302,262860,292729,287147,267866,277538
Cuba,49,Offals,2945,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,2503,4135,2715,2165,725,2275,3054,2050,2445,1133,770,1010,739
