trn_freight,road,truck ICE,1990,NMVOC,0.404173795,0.619930803,0.338702419,0.162217839,0.435694426,0.162609157,1.535290837,0.774723874,0.807568146,0.735109754,1.345071536,0.997362737,1.137072627,1.404243669,,NMVOCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,NMVOC,0.162839872,0.069400301,0.352020134,0.016011701,0.20336705,10.53168133,0.135934852,0,0.088985771,0.445110661,0.077983917,0.120536576,0.092419549,0.138688839,,NMVOCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,NMVOC,0.070370509,0.072938053,0.06560405,0.064252609,0.075366837,0.060979296,0.093023785,0.051834161,0.054624371,0.061215434,0.03302407,0.084061607,0.105772651,0.09271091,,NMVOCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,NMVOC,0,0,0.352020134,0,0,10.53168133,0.135934852,0,0.088985771,0.445110661,0,0.120536576,0,0,,NMVOCtrn_railcoal
trn_passenger,rail,rail ICE,1990,NMVOC,0.162839872,0.069400301,0.352020134,0.016011701,0.20336705,10.53168133,0.135934852,0,0.088985771,0.445110661,0.077983917,0.120536576,0.092419549,0.138688839,,NMVOCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,NMVOC,0.566482653,0.586346039,0.551481067,0.505118489,0.606131002,0.48603499,0.477498841,0.49447567,0.482603107,0.499190147,0.48495082,0.628138498,0.542939829,0.48187427,,NMVOCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,NMVOC,0.404173795,0.619930803,0.338702419,0.162217839,0.435694426,0.162609157,1.535290837,0.774723874,0.807568146,0.735109754,1.345071536,0.997362737,1.137072627,1.404243669,,NMVOCtrn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,NMVOC,0.369036257,0.543654558,0.31631384,0,0.379678814,0.162088284,1.532270317,0.757902572,0,0.715302683,1.32999418,0.811835219,0,1.393520612,,NMVOCtrn_roadgas
trn_pass_road,bus,bus ICE,1990,NMVOC,0.404173795,0.619930803,0.338702419,0.162217839,0.435694426,0.162609157,1.535290837,0.774723874,0.807568146,0.735109754,1.345071536,0.997362737,1.137072627,1.404243669,,NMVOCtrn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,NMVOC,0.369036257,0.543654558,0.31631384,0,0.379678814,0.162088284,1.532270317,0.757902572,0,0.715302683,1.32999418,0.811835219,0,1.393520612,,NMVOCtrn_roadgas
trn_freight,road,truck ICE,1990,NH3,0.016258098,0.028263002,0.010860422,0.015440734,0.008525068,0.001443516,0.00101989,0.002383887,0.00105279,0.003166739,0.000880385,0.006090808,0.003586638,0.000836351,,NH3trn_roadrefined liquids
trn_pass_road,LDV,LDV ICE,1990,NH3,0.016258098,0.028263002,0.010860422,0.015440734,0.008525068,0.001443516,0.00101989,0.002383887,0.00105279,0.003166739,0.000880385,0.006090808,0.003586638,0.000836351,,NH3trn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,NH3,0.016258098,0.028263002,0.010860422,0.015440734,0.008525068,0.001443516,0.00101989,0.002383887,0.00105279,0.003166739,0.000880385,0.006090808,0.003586638,0.000836351,,NH3trn_roadrefined liquids
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130151,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,tranSubsector,tranTechnology,period,generic-ghg,USA,Canada,Western Europe,Eastern Europe,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_1,0.030229772,0.030412869,0.028680469,0.03107622,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_1,0,0,0.721593319,0.650793816,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_1,0.536390924,0.139360844,0.983990889,0.815877113,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_1,0.033819673,0.024857209,0.015517132,0.088136274,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_1,0.650959859,0.190037514,1.061166645,0.859481083,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_1,0.030229772,0.030412869,0.028680469,0.03107622,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_1,0,0,0.721593319,0.650793816,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_1,0.536390924,0.139360844,0.983990889,0.815877113,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_1,2.16688402,2.315299009,2.293371839,2.90328917,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_1,0.033819673,0.024857209,0.015517132,0.088136274,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_1,0.028183061,0.020714341,0.012930943,0.076990426,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_1,0.033819673,0.024857209,0.015517132,0.088136274,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_1,0.028183061,0.020714341,0.012930943,0.076990426,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130152,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Japan,China,Southeast Asia,Korea,India,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_2,0.030560822,0.036338996,0.013258458,0.047342289,0.036275621,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_2,0,0.417105863,0,0,0,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_2,0.12337163,0.425076925,0.685727439,0.214752537,0.189693268,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_2,0.038636159,0.075172534,0.16155911,0.045899974,0.166289584,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_2,0.165229861,0.42609478,0.705440055,0.301054958,0.193771078,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_2,0.030560822,0.036338996,0.013258458,0.047342289,0.036275621,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_2,0,0.417105863,0,0,0,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_2,0.12337163,0.425076925,0.685727439,0.214752537,0.189693268,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_2,1.980459861,1.882523111,2.032639828,2.23290447,1.953141647,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_2,0.038636159,0.075172534,0.16155911,0.045899974,0.166289584,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_2,0,0.07429151,0.154277087,0,0.160127749,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_2,0.038636159,0.075172534,0.16155911,0.045899974,0.166289584,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_2,0,0.07429151,0.154277087,0,0.160127749,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130153,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Australia_NZ,Middle East,Africa,Latin America,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_3,0.030548328,0.025564942,0.022256986,0.025829852,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_3,0,0,0.178232488,1.310171779,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_3,0.271742625,0,0.178232488,1.493954138,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_3,0.044248448,0.212633366,0.157589596,0.125712662,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_3,0.38454145,0,0.185195703,1.537076349,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_3,0.030548328,0.025564942,0.022256986,0.025829852,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_3,0,0,0.178232488,1.310171779,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_3,0.271742625,0,0.178232488,1.493954138,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_3,2.714707279,2.280301457,1.971953007,2.403753784,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_3,0.044248448,0.212633366,0.157589596,0.125712662,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_3,0.036873707,0.199265058,0,0.112180923,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_3,0.044248448,0.212633366,0.157589596,0.125712662,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_3,0.036873707,0.199265058,0,0.112180923,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130154,,,,,,,,,,,,,,,,,,,,
,,,,,uncontrolled-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Former Soviet Union,,,,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_4,0.024339176,,,,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_4,1.146298614,,,,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_4,1.216068237,,,,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_4,0.039518387,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_4,1.23105389,,,,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_4,0.024339176,,,,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_4,1.146298614,,,,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_4,1.216068237,,,,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_4,2.060712428,,,,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_4,0.039518387,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_4,0.038101329,,,,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_4,0.039518387,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_4,0.038101329,,,,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
midpoint of GDP control curve,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13030,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,tranSubsector,tranTechnology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India,,lookup
trn_freight,air,air,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_airrefined liquids
trn_freight,rail,rail ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_railrefined liquids
trn_freight,road,truck ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_domestic shiprefined liquids
trn_passenger,air,air,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_airrefined liquids
trn_passenger,rail,rail ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_roadrefined liquids
trn_freight,air,air,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_airrefined liquids
trn_freight,rail,rail ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_railrefined liquids
trn_freight,road,truck ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_domestic shiprefined liquids
trn_passenger,air,air,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_airrefined liquids
trn_passenger,rail,rail ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,N2O,20.7611,16.033775,15,18.35855,15,15,15,15,15,15,15,15,15,15,,N2Otrn_roadrefined liquids
trn_freight,air,air,1990,NOx,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NOxtrn_airrefined liquids
trn_freight,rail,rail ICE,1990,NOx,31,17,17,19,16,8,8,12,12,12,12,6,12.30722917,12,,NOxtrn_railrefined liquids
trn_freight,road,truck ICE,1990,NOx,31,26,16.64008333,22,16,8,8,12,12,12,12,6,12.30722917,6,,NOxtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,NOx,39,25,25,20,16,15,8,12,12,12,12,6,12.30722917,12,,NOxtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,NOx,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NOxtrn_airrefined liquids
trn_passenger,rail,rail ICE,1990,NOx,31,17,17,19,16,8,8,12,12,12,12,6,12.30722917,12,,NOxtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,NOx,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NOxtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,NOx,31,26,16.64008333,22,16,8,8,12,12,12,12,6,12.30722917,6,,NOxtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,NOx,31,26,16.64008333,22,16,8,8,12,12,12,12,6,12.30722917,6,,NOxtrn_roadrefined liquids
trn_freight,air,air,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_airrefined liquids
trn_freight,rail,rail ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_railrefined liquids
trn_freight,road,truck ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_airrefined liquids
trn_passenger,rail,rail ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,CO,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,12,12.30722917,12,,COtrn_roadrefined liquids
trn_freight,air,air,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_airrefined liquids
trn_freight,rail,rail coal,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_railcoal
trn_freight,rail,rail ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_railrefined liquids
trn_freight,road,truck ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_railcoal
trn_passenger,rail,rail ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,BC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,BCtrn_roadrefined liquids
trn_freight,air,air,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_airrefined liquids
trn_freight,rail,rail coal,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_railcoal
trn_freight,rail,rail ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_railrefined liquids
trn_freight,road,truck ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_railcoal
trn_passenger,rail,rail ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,OC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,8,8,8,8,8,8,6,12.30722917,8,,OCtrn_roadrefined liquids
trn_freight,air,air,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_airrefined liquids
trn_freight,rail,rail coal,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_railcoal
trn_freight,rail,rail ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_railrefined liquids
trn_freight,road,truck ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_railcoal
trn_passenger,rail,rail ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_roadgas
trn_pass_road,bus,bus ICE,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,NMVOC,34.60183333,26.72295833,16.64008333,30.59758333,19.95629167,12,12,12,12,12,12,6,12.30722917,12,,NMVOCtrn_roadgas
trn_freight,road,truck ICE,1990,NH3,27.68146667,21.37836667,13.31206667,24.47806667,15.96503333,12,12,12,12,12,12,6,12,12,,NH3trn_roadrefined liquids
trn_pass_road,LDV,LDV ICE,1990,NH3,27.68146667,21.37836667,13.31206667,24.47806667,15.96503333,12,12,12,12,12,12,6,12,12,,NH3trn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,NH3,27.68146667,21.37836667,13.31206667,24.47806667,15.96503333,12,12,12,12,12,12,6,12,12,,NH3trn_roadrefined liquids
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130301,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,tranSubsector,tranTechnology,period,generic-ghg,USA,Canada,Western Europe,Eastern Europe,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_1,34.60183333,26.72295833,16.64008333,6,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_1,27.68146667,21.37836667,13.31206667,6,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
