filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1989_N2O.nc;1989;woodedfire;0.2744;0.0001527;0.0003797;0;5.00E-06;0.1443;3.32E-06;0.001537;0.002565;0.01657;8.86E-06;1.69E-06;0.1441;0.01026;1.86E-06;0.45;0.4501;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1990_N2O.nc;1990;forestfire;0.05708;0.02571;0.009278;0.01228;0.009665;0.1126;3.34E-05;0.01674;0.01711;0.005194;0.0061;0.0061;0.08691;0.002817;0.05861;0.3132;0.3154;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1990_N2O.nc;1990;grassfire;0.1032;0;0.0001121;0;0;0.005352;0;0;0.0002385;0.04738;0;0;0.005352;2.56E-07;7.84E-07;0.1565;0.1565;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1990_N2O.nc;1990;woodedfire;0.4656;3.25E-05;0.0004004;0;1.16E-05;0.2145;3.24E-06;0.00209;0.002216;0.02201;1.70E-05;8.36E-06;0.2145;0.0101;1.96E-05;0.7169;0.717;m^2;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1991_N2O.nc;1991;forestfire;0.05851;0.04367;0.007246;0.0006352;0.002687;0.1307;1.97E-05;0.01685;0.01547;0.01145;0.002115;0.002109;0.08703;0.003333;0.1614;0.4147;0.4219;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1991_N2O.nc;1991;grassfire;0.06595;0;4.97E-05;0;0;0.004463;0;0;0.0003448;0.06514;0;0;0.004463;0;1.85E-07;0.1365;0.1365;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1991_N2O.nc;1991;woodedfire;0.3014;0;0.0005579;0;2.39E-07;0.1789;2.39E-07;0.0007898;0.003788;0.0313;1.06E-05;0;0.1789;0.01225;4.26E-06;0.5288;0.5291;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1992_N2O.nc;1992;forestfire;0.05856;0.02639;0.003309;0.001589;0.002963;0.1097;3.05E-05;0.007779;0.01583;0.005034;0.002327;0.002318;0.08328;0.00257;0.171;0.3806;0.3872;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1992_N2O.nc;1992;grassfire;0.1188;0;5.58E-05;0;0;0.005503;0;0;0.000329;0.04787;0;0;0.005503;4.76E-07;1.11E-06;0.1731;0.1731;m^2;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1992_N2O.nc;1992;woodedfire;0.554;7.60E-05;0.0005855;0;5.84E-06;0.2204;2.02E-08;0.001103;0.003633;0.02194;6.58E-06;5.82E-06;0.2203;0.007783;1.65E-05;0.8093;0.8094;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1993_N2O.nc;1993;forestfire;0.05851;0.04155;0.004223;0.0009935;0.006884;0.124;3.48E-05;0.0163;0.01718;0.004062;0.006111;0.006107;0.08245;0.003605;0.07107;0.3115;0.314;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1993_N2O.nc;1993;grassfire;0.06255;0;0.0002107;0;0;0.006673;0;0;0.0004084;0.03764;0;0;0.006673;5.47E-07;5.95E-07;0.1077;0.1077;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1993_N2O.nc;1993;woodedfire;0.2791;8.09E-05;0.000708;0;1.19E-05;0.267;1.55E-07;0.0009888;0.003632;0.01692;1.74E-05;1.18E-05;0.267;0.0113;6.67E-06;0.5794;0.5796;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1994_N2O.nc;1994;forestfire;0.05851;0.0364;0.006826;0.005601;0.003421;0.1165;5.47E-05;0.04206;0.01148;0.008773;0.003185;0.003174;0.08011;0.002608;0.1405;0.3997;0.4043;m^2;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1994_N2O.nc;1994;grassfire;0.07213;0;5.70E-05;0;0;0.00212;0;0;0.0001123;0.0781;0;0;0.00212;5.66E-07;1.83E-07;0.1527;0.1527;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1994_N2O.nc;1994;woodedfire;0.3285;0.0007101;0.0003186;0;2.49E-06;0.0855;3.97E-07;0.001686;0.001461;0.03664;6.58E-06;2.10E-06;0.08479;0.009722;1.18E-05;0.4637;0.4641;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1995_N2O.nc;1995;forestfire;0.05851;0.03577;0.003881;0.0009191;0.001511;0.1156;1.19E-05;0.04592;0.007606;0.003936;0.00131;0.001305;0.07982;0.004527;0.04564;0.2934;0.2946;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1995_N2O.nc;1995;grassfire;0.08335;0;3.34E-05;0;0;0.003403;0;0;6.47E-05;0.0373;0;0;0.003403;2.29E-07;4.64E-07;0.1243;0.1243;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1995_N2O.nc;1995;woodedfire;0.3757;0.000117;0.0002821;0;1.57E-07;0.1365;1.57E-07;0.001044;0.0008164;0.01663;7.25E-07;0;0.1364;0.01126;7.29E-06;0.5422;0.5423;m^2;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1996_N2O.nc;1996;forestfire;0.05856;0.04045;0.01985;0.003304;0.003176;0.1188;3.88E-05;0.01371;0.06138;0.004045;0.001757;0.001751;0.07836;0.002563;0.03009;0.3306;0.3316;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1996_N2O.nc;1996;grassfire;0.0718;0;0.0001136;0;0;0.00408;0;0;0.0003394;0.03809;0;0;0.00408;4.84E-07;3.06E-07;0.115;0.115;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1996_N2O.nc;1996;woodedfire;0.3187;0.001557;0.0006451;0;4.04E-06;0.1651;2.60E-07;0.001823;0.003899;0.01664;1.09E-05;3.78E-06;0.1636;0.01083;7.13E-06;0.5175;0.5177;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1997_N2O.nc;1997;forestfire;0.05851;0.02484;0.01759;0.00194;0.001544;0.09942;1.61E-05;0.009434;0.01461;0.01825;0.001255;0.001231;0.07458;0.003394;0.4487;0.6755;0.6955;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1997_N2O.nc;1997;grassfire;0.06856;0;0.0001863;0;0;0.004209;0;0;0.0001777;0.04844;0;0;0.004209;2.27E-07;7.22E-07;0.1218;0.1218;m^2;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1997_N2O.nc;1997;woodedfire;0.3022;0.0005591;0.0004459;0;3.75E-07;0.1689;3.75E-07;0.0009575;0.002012;0.02178;1.71E-06;0;0.1683;0.01195;4.31E-06;0.5081;0.5082;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1998_N2O.nc;1998;forestfire;0.05851;0.05368;0.0534;0.008297;0.008577;0.133;1.79E-05;0.03244;0.06379;0.005362;0.006431;0.006422;0.07933;0.005495;0.1454;0.5306;0.5383;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1998_N2O.nc;1998;grassfire;0.08021;0;0.0008445;0;0;0.006567;0;0;0.0005529;0.05022;0;0;0.006567;6.23E-07;4.13E-07;0.1385;0.1385;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1998_N2O.nc;1998;woodedfire;0.3673;0.0001649;0.00102;0;4.31E-06;0.2631;1.27E-06;0.0009697;0.005921;0.02281;1.71E-05;3.05E-06;0.2629;0.01133;1.48E-05;0.6722;0.6723;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1999_N2O.nc;1999;forestfire;0.05851;0.03212;0.01866;0.0008831;0.004645;0.1036;1.49E-05;0.01381;0.01251;0.005469;0.00373;0.003721;0.07152;0.005601;0.05222;0.2813;0.2832;m^2;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1999_N2O.nc;1999;grassfire;0.08769;0;5.33E-05;0;0;0.002194;0;0;0.0001305;0.04977;0;0;0.002194;0;3.77E-07;0.1401;0.1401;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1999_N2O.nc;1999;woodedfire;0.3965;0.0006063;0.0004053;0;3.22E-06;0.08847;6.73E-09;0.002244;0.001654;0.0229;7.12E-06;3.21E-06;0.08787;0.01188;1.07E-05;0.5239;0.5243;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;N2O;;
RETRO_FIRES_V2_2000_N2O.nc;2000;forestfire;0.05856;0.02495;0.01009;0.003962;0.006882;0.09335;6.93E-05;0.01335;0.02881;0.005814;0.005377;0.005361;0.0684;0.006902;0.0561;0.2923;0.2948;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;N2O;;
RETRO_FIRES_V2_2000_N2O.nc;2000;grassfire;0.08423;0;0.0001593;0;0;0.003522;0;0;0.000259;0.05458;0;0;0.003522;1.48E-07;1.47E-07;0.1431;0.1431;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;N2O;;
RETRO_FIRES_V2_2000_N2O.nc;2000;woodedfire;0.3717;0.0001366;0.0006728;0;1.86E-05;0.1413;1.79E-05;0.003944;0.002526;0.02529;8.72E-06;6.42E-07;0.1412;0.01209;1.82E-05;0.5577;0.5579;m^2;RETRO;FIRES;V2;2000;N2O;;
