# File: RECS_2001.csv
# Title: Residential Energy Consumption Survey 2001
# Source: Fill in
# Units: Fill in
DOEID,NWEIGHT,DIVISION,LRGSTATE,TOTSQFT,TOTHSQFT,CDD65,HDD65,TYPEHUQ,BTUKER,BTUEL,BTUNG,BTUFO,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUELRFG,BTUELFZZ,BTUELDWH,BTUELCDR
2183,17248,3,0,2652,2652,863,5637,2,0,34218,125481,0,0,1301,82783,0,0,0,0,30913,0,0,0,21240,11785,0,0,0,7172,4505,2068,2051,0
2184,32927,9,2,1001,1001,446,1539,5,0,8912,73162,0,0,0,38776,0,0,0,0,21169,0,0,0,4494,13217,0,0,0,0,4418,0,0,0
2185,12605,9,0,1704,1304,106,4670,2,0,24379,68531,0,0,0,42110,0,0,0,0,23003,0,0,0,20373,3418,0,0,0,431,3575,0,2531,0
2186,12605,9,0,3155,2755,106,4670,2,0,16630,70487,0,0,0,53856,0,0,0,0,16631,0,0,0,15074,0,0,0,0,0,1556,0,1152,2871
2187,12605,9,0,2660,2260,106,4670,2,0,34274,53611,0,0,0,40568,0,0,0,0,13043,0,0,0,30539,0,0,0,0,0,3735,3672,0,2570
2188,23771,9,2,580,580,1787,2013,4,0,15047,14303,0,0,2758,0,0,0,0,0,14303,0,0,0,7883,0,0,0,0,2484,1922,0,0,0
2189,13940,1,0,3600,2400,777,5312,2,0,14603,11336,144753,0,0,0,144753,0,0,0,11336,0,0,0,11509,0,0,0,0,0,3094,0,0,2947
2190,18586,1,0,2672,2272,903,5053,2,0,6776,0,83491,0,0,0,60498,0,0,0,0,22993,0,0,5040,0,0,0,0,0,1736,0,393,0
2191,11597,1,0,6929,4225,903,5053,2,0,32742,0,152836,20658,0,0,120360,20658,0,0,0,32476,0,0,26477,0,0,0,0,0,6265,4038,1660,0
2192,18796,2,1,4684,3964,653,6217,2,0,30165,135005,0,0,0,106799,0,0,0,0,28206,0,0,0,20933,0,0,0,0,3735,5497,2428,1526,3043
2193,27580,2,0,614,0,983,4880,5,0,14522,0,0,0,0,0,0,0,0,3993,0,0,0,0,3865,0,0,0,0,3338,3326,0,0,0
2194,27580,2,0,1264,1264,983,4880,5,0,28092,0,0,0,13196,0,0,0,0,3304,0,0,0,0,4236,0,0,0,0,3162,4194,0,0,0
2195,27580,2,0,912,912,983,4880,5,0,34302,0,0,0,18187,0,0,0,0,3690,0,0,0,0,4453,0,0,0,0,3289,4683,0,0,0
2196,18780,3,0,2135,2135,1411,4683,4,0,16873,48105,0,0,0,36262,0,0,0,0,11843,0,0,0,13647,0,0,0,0,0,3226,0,0,0
2197,20737,3,0,3096,2064,1411,4683,2,0,23485,166936,0,0,0,144500,0,0,0,0,17539,0,0,0,16098,4897,0,0,0,2905,4482,6848,0,0
2198,25280,5,0,1811,1811,1356,3377,2,0,34280,51553,0,0,0,51553,0,0,0,7766,0,0,0,0,14294,0,0,0,0,4206,8014,3468,0,0
2199,31646,5,0,437,437,1936,2164,5,0,6329,0,0,0,1503,0,0,0,0,1109,0,0,0,0,1643,0,0,0,0,1123,951,0,0,0
2200,39144,5,4,2376,1586,2723,1010,2,0,24355,19139,0,0,0,8986,0,0,0,0,10153,0,0,0,13671,0,0,0,0,6184,4500,0,676,2420
2201,15292,6,0,3990,3150,1315,3649,2,0,66892,93022,0,0,1493,83540,0,0,0,13721,0,0,0,0,30942,9482,0,0,0,15112,5624,0,0,7024
2202,12664,6,0,2602,1678,1626,3836,2,0,26709,76866,0,0,0,60791,0,0,0,0,12524,0,0,0,14755,3551,0,0,0,6729,5225,0,785,2812
2203,19808,8,0,6166,6166,592,6074,2,0,40019,123892,0,0,1148,88517,0,0,0,0,31242,0,0,0,32732,4133,0,0,0,0,6139,2086,3128,0
2204,18794,8,0,1992,1592,2255,2686,2,0,14003,64004,0,0,0,64004,0,0,0,2331,0,0,0,0,8928,0,0,0,0,0,2744,2148,0,1769
2205,20138,2,1,1715,975,1251,4242,4,0,36198,43936,0,0,0,43936,0,0,0,10383,0,0,0,0,20102,0,0,0,0,0,5713,0,0,4728
2206,12206,2,1,1982,1732,1251,4242,2,0,37781,0,73090,0,0,0,73090,0,0,13927,0,0,0,0,18497,0,0,0,0,0,5357,2628,0,4612
2207,12206,2,1,2600,2600,1251,4242,2,0,23956,0,194582,4814,0,0,194582,0,0,4230,0,0,0,0,14888,0,0,4814,0,720,4118,4045,0,2270
2208,23475,3,0,1450,1450,1149,5046,2,0,15576,62975,0,0,0,45336,0,0,0,0,17639,0,0,0,9869,0,0,0,0,3820,1887,0,0,2851
2209,23475,3,0,1750,1750,1149,5046,2,0,27405,94874,0,0,0,70454,0,0,0,0,18398,0,0,0,18473,6022,0,0,0,5331,3601,0,0,2702
2210,25920,3,0,2114,1864,1149,5046,2,0,13703,38999,0,0,0,29633,0,0,0,0,9366,0,0,0,9185,0,0,0,0,2353,2165,2305,968,1100
2211,33180,5,0,2944,1840,1139,4068,2,0,71824,0,0,0,21644,0,0,0,0,9466,0,0,0,0,33410,0,0,0,0,2843,4461,2366,1778,3456
2212,13499,6,0,840,840,1269,4047,1,0,49203,0,0,0,16767,0,0,0,0,9077,0,0,0,0,17707,0,0,0,0,3167,2485,0,0,4134
2213,26762,6,0,2847,2531,1269,4047,2,0,88477,103987,0,0,0,103987,0,0,0,23360,0,0,0,0,48208,0,0,0,0,6277,10632,6579,0,6296
2214,18255,2,0,3313,2589,704,5263,2,0,45161,120393,0,0,0,89624,0,0,0,0,19796,0,0,0,35239,10973,0,0,0,0,9922,7413,3680,0
2215,29189,5,0,1949,1949,1072,4394,3,0,44099,4496,0,0,14344,0,0,0,0,5763,0,0,0,0,14489,4496,0,0,0,6217,3286,0,1326,3304
2216,34029,5,4,3840,3840,3294,545,2,0,42759,0,0,0,2060,0,0,0,0,5946,0,0,0,0,16465,0,0,0,0,13917,4371,3134,1026,3827
2217,21840,7,3,5320,4920,2642,2294,2,0,123572,0,0,0,23072,0,0,0,0,19957,0,0,0,0,41782,0,0,0,0,30947,7814,3321,4200,4842
2218,16832,1,0,4900,3675,903,5053,2,0,8022,0,144376,4932,0,0,128729,0,0,0,0,15647,0,0,5679,0,0,4932,0,0,2343,0,0,0
2219,12403,1,0,5638,5238,903,5053,2,2700,20288,0,40498,0,0,0,0,0,2700,0,0,40498,0,0,14987,0,0,0,0,3367,1934,1925,913,2275
2220,16110,2,1,5240,4840,653,6217,2,0,25965,188822,0,0,0,165657,0,0,0,0,17531,0,0,0,18560,5634,0,0,0,0,7405,2329,0,1806
2221,32220,2,1,2550,2550,653,6217,2,0,39511,105884,0,0,1252,84247,0,0,0,0,21637,0,0,0,28734,0,0,0,0,5322,4203,10942,1974,2301
2222,20754,2,1,4458,4208,653,6217,3,0,10451,63489,0,0,0,52298,0,0,0,0,11191,0,0,0,7341,0,0,0,0,1471,1639,0,0,1408
2223,16098,3,0,2168,1768,1083,4889,2,0,99811,0,0,0,28580,0,0,0,0,15156,0,0,0,0,41235,0,0,0,0,9762,5078,4810,0,5095
2224,18780,3,0,1824,1424,1083,4889,2,0,31558,91581,0,0,0,55917,0,0,0,0,25504,0,0,0,18302,10160,0,0,0,7950,5306,0,4114,0
2225,18780,3,0,2070,1898,1411,4683,3,0,37123,125683,0,0,0,77879,0,0,0,0,41546,0,0,0,32241,6258,0,0,0,0,4882,4625,0,4636
2226,38392,5,4,2479,2479,4151,224,2,0,93581,0,0,0,3177,0,0,0,0,0,0,0,0,0,32080,0,0,0,0,37485,20839,0,2825,5630
2227,50560,5,0,2534,1809,1536,3163,3,0,29004,61512,0,0,0,30629,0,0,0,0,25014,0,0,0,19551,5869,0,0,0,4715,4738,0,2508,2923
2228,50560,5,0,1713,1463,1536,3163,3,0,30318,52440,0,0,0,28981,0,0,0,0,18217,0,0,0,17819,5242,0,0,0,9558,2941,0,1832,3653
2229,50560,5,0,1759,1759,1536,3163,3,0,22642,106090,0,0,0,70841,0,0,0,0,25759,0,0,0,14244,9490,0,0,0,4107,4291,0,494,3027
2230,24133,5,4,1337,1337,2726,992,2,0,73440,0,0,0,4499,0,0,0,0,9104,0,0,0,0,31679,0,0,0,0,17519,10639,0,2095,5219
2231,13499,6,0,3120,1560,2716,1291,2,0,100345,0,0,0,7166,0,0,0,0,17798,0,0,0,0,50183,0,0,0,0,21428,3770,3265,4051,10071
2232,13499,6,0,1280,1280,2716,1291,1,0,162087,0,0,0,10660,0,0,0,0,29612,0,0,0,0,88894,0,0,0,0,25351,7570,25780,6043,8136
2233,22902,7,3,1323,794,2995,1542,2,270,10444,30047,0,0,0,11106,0,0,270,0,11797,0,0,0,5899,7144,0,0,0,1604,2941,0,0,0
2234,18780,3,0,3404,3004,1149,5046,2,0,24495,66371,0,0,0,47827,0,0,0,0,18544,0,0,0,15394,0,0,0,0,6647,2454,0,1301,3242
2235,16098,3,0,1782,1382,1149,5046,2,0,17568,0,0,0,5232,0,0,0,0,3861,0,0,0,0,5074,0,0,0,0,2357,1044,0,1367,922
2236,33290,3,0,2752,2752,1149,5046,2,0,20182,103106,0,0,939,85573,0,0,0,0,13725,0,0,0,8410,3808,0,0,0,5247,5586,0,0,1725
2237,17999,6,0,864,864,1206,3568,2,0,98313,0,0,0,23249,0,0,0,0,20484,0,0,0,0,44625,0,0,0,0,0,9955,0,0,8303
2238,20330,6,0,1482,593,1206,3568,2,0,32397,49907,0,0,0,37446,0,0,0,0,9697,0,0,0,19795,2764,0,0,0,752,11850,8131,0,2463
2239,9513,1,0,651,651,820,5247,5,0,10001,27441,0,0,0,18751,0,0,0,0,8690,0,0,0,5128,0,0,0,0,1690,3183,0,0,0
2240,10504,1,0,681,681,820,5247,5,0,7489,18145,0,0,0,12629,0,0,0,0,5516,0,0,0,4797,0,0,0,0,847,1845,0,0,0
2241,16347,2,1,1652,1652,1216,4298,5,0,17415,0,88691,0,0,0,51214,0,0,0,0,37477,0,0,11908,0,0,0,0,1490,4017,0,1367,1554
2242,18050,2,1,1205,1205,1216,4298,5,0,9109,2796,50645,0,705,0,39615,0,0,0,0,11030,0,0,6702,2796,0,0,0,398,1304,0,0,0
2243,17949,2,1,2483,1339,1251,4242,2,0,17968,0,83366,0,0,0,56194,0,0,0,0,27172,0,0,12605,0,0,0,0,1133,4230,0,0,4120
2244,15856,2,1,2226,2226,1251,4242,2,0,11638,0,61301,0,0,0,53914,0,0,0,0,7387,0,0,6526,0,0,0,0,1937,3175,0,1241,0
2245,24058,3,0,702,702,849,5936,4,0,12288,98859,0,0,0,74649,0,0,0,0,17400,0,0,0,9940,6810,0,0,0,576,1772,0,2092,0
2246,26565,3,0,1012,1012,849,5936,5,0,3385,29944,0,0,0,20149,0,0,0,0,6240,0,0,0,1364,3555,0,0,0,512,1509,0,0,0
2247,16200,4,0,2089,1741,922,7153,2,0,34178,82114,0,0,1423,79802,0,0,0,7803,0,0,0,0,17297,2312,0,0,0,4318,3337,2426,1795,0
2248,17436,8,0,720,720,5161,1093,1,0,12461,4013,0,0,3968,0,0,0,0,0,4013,0,0,0,5024,0,0,0,0,0,3469,0,0,0
2249,23180,8,0,720,720,5161,1093,1,0,14146,12451,0,0,2394,5727,0,0,0,0,4114,0,0,0,5059,2610,0,0,0,2730,3963,0,0,0
2250,19182,1,0,4592,3061,903,5053,2,0,38017,106810,0,0,0,86817,0,0,0,0,14542,0,0,0,31547,5451,0,0,0,1422,5048,2483,0,4542
2251,20754,2,1,3917,3667,653,6217,3,0,12328,68634,0,0,0,48885,0,0,0,0,15857,0,0,0,7739,3892,0,0,0,2381,2208,0,515,0
2252,17515,2,0,1914,1914,881,5289,2,0,28544,0,69498,0,0,0,45842,0,0,0,0,23656,0,0,16480,0,0,0,0,6596,5468,0,0,2073
2253,20282,3,0,1875,1875,1048,4824,2,0,71113,62563,0,0,0,62563,0,0,0,21187,0,0,0,0,34553,0,0,0,0,5937,9436,0,4991,5755
2254,27649,3,0,988,988,1411,4683,2,0,23321,85372,0,0,0,58525,0,0,0,0,18985,0,0,0,12965,7862,0,0,0,7356,3000,0,0,0
2255,32176,5,4,658,658,2726,992,4,0,30660,0,0,0,3140,0,0,0,0,4045,0,0,0,0,13109,0,0,0,0,6935,3431,0,0,2171
2256,11469,6,0,1827,1827,1797,2620,2,0,42029,162376,0,0,0,110614,0,0,0,0,38533,0,0,0,24033,13229,0,0,0,9894,8102,6054,0,3620
2257,11469,6,0,1000,1000,1797,2620,2,0,15641,74397,0,0,0,49593,0,0,0,0,18465,0,0,0,7653,6339,0,0,0,4544,3444,1696,0,1811
2258,16874,6,0,3258,3258,1626,3836,2,0,148825,0,0,45587,24192,0,0,20300,0,18905,0,0,0,0,76079,0,0,25287,0,19912,9737,0,2722,6781
2259,17021,8,0,2256,1856,2255,2686,2,0,49286,52479,0,0,0,35144,0,0,0,0,17335,0,0,0,33789,0,0,0,0,0,15497,3140,4374,2949
2260,17021,8,0,2424,2024,2255,2686,2,0,13566,93227,0,0,0,62687,0,0,0,0,30540,0,0,0,8724,0,0,0,0,0,4842,0,0,2412
2261,25196,9,0,1456,1456,357,4195,1,0,47911,0,0,0,18884,0,0,0,0,9992,0,0,0,0,15170,0,0,0,0,0,3865,0,0,2734
2262,16749,9,0,1792,896,357,4195,2,0,60952,0,0,0,34097,0,0,0,0,5769,0,0,0,0,15581,0,0,0,0,0,5505,0,0,4378
2263,25196,9,0,1754,1169,357,4195,1,0,44404,0,0,0,17609,0,0,0,0,7368,0,0,0,0,15273,0,0,0,0,1535,2619,0,1695,2469
2264,17367,9,0,4344,3944,357,4195,2,0,69131,61843,0,0,0,61843,0,0,0,19970,0,0,0,0,38739,0,0,0,0,5498,4924,2288,4225,2848
2265,28764,9,0,1754,1754,357,4195,1,0,39757,64518,0,0,1723,43475,0,0,0,0,17743,0,0,0,22505,3300,0,0,0,1599,13930,4541,2716,3165
2266,19654,3,0,3520,2640,567,7038,2,0,36648,66988,0,0,0,50274,0,0,0,0,16714,0,0,0,33146,0,0,0,0,0,3502,6879,0,2983
2267,19654,3,0,3949,3549,567,7038,2,0,39647,65136,0,0,0,32924,0,0,0,0,23102,0,0,0,26039,9110,0,0,0,6629,6979,4806,2394,0
2268,14740,3,0,4008,3608,567,7038,2,0,36843,0,137684,0,0,0,137684,0,0,10040,0,0,0,0,22657,0,0,0,0,0,4146,4077,0,3101
2269,18780,3,0,1914,1514,1149,5046,2,0,30359,47333,0,0,0,32586,0,0,0,0,14747,0,0,0,18798,0,0,0,0,6348,5213,0,3613,2435
2270,24967,3,0,1988,965,1149,5046,2,0,27856,104238,0,0,1639,86153,0,0,0,0,14157,0,0,0,20386,3928,0,0,0,0,5831,4921,0,3011
2271,17838,3,0,3210,2183,735,5800,3,0,53241,75734,0,0,28111,52400,0,0,0,0,17267,0,0,0,20274,6067,0,0,0,2413,2443,2989,1276,3179
2272,20810,3,0,2586,2586,735,5800,2,0,40722,214135,0,0,0,166977,0,0,0,0,30295,0,0,0,32476,16863,0,0,0,2911,5335,4692,0,0
2273,17947,6,0,2875,719,1269,4047,2,0,62979,0,0,0,30500,0,0,0,0,7589,0,0,0,0,13918,0,0,0,0,4225,6747,0,0,3597
2274,29810,6,0,4694,551,1206,3568,2,0,87061,57212,0,0,40552,57212,0,0,0,6931,0,0,0,0,27548,0,0,0,0,7995,4035,0,2572,7676
2275,29810,6,0,1458,1250,1206,3568,2,0,42609,41263,0,0,14061,36543,0,0,0,5315,0,0,0,0,13693,4720,0,0,0,4972,4568,2091,0,1985
2276,17999,6,0,2096,1594,1206,3568,2,0,97825,0,0,0,26160,0,0,0,0,16065,0,0,0,0,35862,0,0,0,0,13166,6572,0,0,7350
2277,11854,8,0,1001,1001,346,7418,5,0,14525,38073,0,0,0,24182,0,0,0,0,13891,0,0,0,13017,0,0,0,0,0,1508,0,1595,0
2278,33843,9,2,914,609,463,5968,5,0,17057,0,0,0,7915,0,0,0,0,3196,0,0,0,0,4486,0,0,0,0,0,1460,0,0,0
2279,35633,9,2,840,840,310,5228,2,0,19981,0,0,37993,1363,0,0,37993,0,6705,0,0,0,0,8442,0,0,0,0,0,3471,0,0,2503
2280,20249,4,0,3000,2500,922,7153,2,0,48560,136240,0,0,3130,94007,0,0,0,0,34089,0,0,0,36305,8144,0,0,0,5619,3506,2579,4076,10133
2281,34029,5,4,788,0,3294,545,1,0,16367,0,0,0,952,0,0,0,0,6026,0,0,0,0,5470,0,0,0,0,0,3919,0,0,0
2282,30759,9,2,4050,3067,1137,1734,2,0,20046,65239,0,0,0,37352,0,0,0,0,17394,0,0,0,16715,10493,0,0,0,0,3331,0,1005,0
2283,17828,9,2,1876,1476,1787,2013,2,0,41353,22844,0,0,4911,0,0,0,0,0,22844,0,0,0,26594,0,0,0,0,5425,4423,2026,1610,3210
2284,24607,9,2,1740,1740,1787,2013,2,0,47628,0,0,0,11946,0,0,0,0,6450,0,0,0,0,17100,0,0,0,0,6351,5781,0,673,2408
2285,20224,5,0,1107,1107,1902,2251,4,0,36671,30226,0,0,0,22699,0,0,0,15953,0,0,0,0,14241,7527,0,0,0,0,6477,0,0,0
2286,23803,5,0,839,839,1902,2251,5,0,31704,8591,0,0,6698,0,0,0,0,8649,0,0,0,0,9367,8591,0,0,0,3868,3122,0,0,0
2287,35725,7,3,3330,3330,2995,1542,2,0,42087,39205,0,0,0,22152,0,0,0,0,17053,0,0,0,15361,0,0,0,0,19098,7628,0,839,2343
2288,20810,3,0,2089,2089,735,5800,2,0,26692,60711,0,0,1125,47435,0,0,0,0,13276,0,0,0,18459,0,0,0,0,4958,2150,3103,0,3536
2289,11854,8,0,2606,1303,789,6022,2,0,50910,46305,0,0,1853,29871,0,0,0,0,13423,0,0,0,36261,3011,0,0,0,8264,4532,5543,5050,6799
2290,11466,8,0,1001,0,346,7418,5,0,6452,0,0,0,1947,0,0,0,0,1617,0,0,0,0,2387,0,0,0,0,0,501,0,372,0
2291,26724,9,2,956,956,463,5968,2,22410,18019,0,0,7306,0,0,0,0,22410,4686,0,0,0,0,9723,0,0,7306,0,0,3610,3896,0,2185
2292,28997,2,0,1851,1285,1070,4484,2,0,20025,114425,0,0,0,97651,0,0,0,0,16774,0,0,0,14122,0,0,0,0,3474,2429,2846,0,1903
2293,38005,2,0,615,615,704,5263,5,0,10925,50330,0,0,0,31552,0,0,0,0,11917,0,0,0,6310,6861,0,0,0,0,4615,0,0,0
2294,19415,2,0,660,660,704,5263,1,63542,9919,0,11745,7406,0,0,11745,0,63542,2474,0,0,0,0,4231,0,0,7406,0,588,2626,0,0,0
2295,28588,4,0,5936,5536,1545,4422,2,0,34793,158540,0,0,1300,112007,0,0,0,0,40110,0,0,0,19444,6423,0,0,0,8885,5164,4156,2049,0
2296,11471,8,0,1770,1770,5161,1093,2,0,39323,0,0,0,7266,0,0,0,0,3632,0,0,0,0,9454,0,0,0,0,12892,6079,0,0,1949
2297,12666,8,0,1856,1606,5161,1093,2,0,27122,25313,0,0,951,16005,0,0,0,0,9308,0,0,0,11003,0,0,0,0,11290,3878,0,1199,1747
2298,11471,8,0,3361,2063,5161,1093,2,0,32636,49907,0,0,1077,29212,0,0,0,0,20695,0,0,0,9120,0,0,0,0,15004,7435,2792,553,0
2299,17893,9,2,656,0,446,1539,5,0,8308,27886,0,0,0,0,0,0,0,0,17167,0,0,0,6809,10719,0,0,0,0,1499,0,0,0
2300,23086,9,2,696,696,106,6083,1,0,14565,98455,0,0,0,70138,0,0,0,0,18350,0,0,0,11815,9967,0,0,0,0,2750,0,0,0
2301,17365,9,2,1152,1152,106,6083,1,0,8431,69147,0,0,0,47276,0,0,0,0,16543,0,0,0,6760,5328,0,0,0,0,1671,1803,0,0
2302,26320,2,0,1632,816,714,5560,2,0,13464,166886,0,0,876,137205,0,0,0,0,26718,0,0,0,8590,2963,0,0,0,1012,2986,2575,0,0
2303,26320,2,0,1718,1063,714,5560,2,0,17894,123416,0,0,1182,102602,0,0,0,0,15713,0,0,0,13426,5101,0,0,0,717,2569,0,1491,1694
2304,23718,2,1,498,498,653,6217,4,0,6955,100925,0,0,0,89188,0,0,0,0,11737,0,0,0,4322,0,0,0,0,0,2633,0,0,0
2305,17788,2,1,1007,1007,653,6217,5,0,7384,40646,0,0,0,29947,0,0,0,0,6826,0,0,0,5009,3873,0,0,0,451,1924,0,0,0
2306,28332,2,0,2063,2063,714,5631,4,0,21554,146941,0,0,0,101870,0,0,0,0,34125,0,0,0,13780,10946,0,0,0,2804,4970,0,0,0
2307,17515,2,0,1449,1328,881,5289,2,0,36855,0,65377,0,0,0,65377,0,0,7705,0,0,0,0,18776,0,0,0,0,4642,5732,3545,0,2286
2308,23118,2,0,5521,2714,881,5289,2,0,31259,85842,0,0,0,65565,0,0,0,0,13477,0,0,0,20388,6800,0,0,0,7070,3801,2475,561,0
2309,24967,3,0,546,546,722,7076,5,0,12248,56752,0,0,0,45945,0,0,0,0,10807,0,0,0,4730,0,0,0,0,0,7518,0,0,0
2310,20737,3,0,410,137,722,7076,5,0,16479,53412,0,0,0,41246,0,0,0,0,12166,0,0,0,8237,0,0,0,0,3361,4881,1960,0,0
2311,23475,3,0,2401,2401,902,5080,2,0,18572,78495,0,0,0,59281,0,0,0,0,15972,0,0,0,13403,3242,0,0,0,2553,2616,0,1151,0
2312,23475,3,0,2500,1200,902,5080,2,0,32550,82703,0,0,1312,65042,0,0,0,0,17661,0,0,0,20978,0,0,0,0,7196,3064,0,0,3216
2313,19885,3,0,2029,2029,620,6215,2,0,30612,124200,0,0,0,91652,0,0,0,0,32548,0,0,0,26599,0,0,0,0,0,4013,0,0,6680
2314,19885,3,0,2029,2029,620,6215,2,0,48846,85819,0,0,0,56609,0,0,0,0,19479,0,0,0,41373,9731,0,0,0,0,7473,6564,0,0
2315,28170,3,0,840,840,1072,5409,1,0,30756,92198,0,0,0,84683,0,0,0,9290,0,0,0,0,15556,7515,0,0,0,1444,4466,0,0,3499
2316,28170,3,0,980,980,1072,5409,1,0,54244,68326,0,0,1868,61321,0,0,0,13653,0,0,0,0,23824,7005,0,0,0,8027,6872,5855,0,0
2317,92142,5,4,2304,2304,2726,992,2,0,32738,0,0,0,4069,0,0,0,0,3804,0,0,0,0,13655,0,0,0,0,7984,3226,0,1401,2723
2318,32176,5,4,654,654,2726,992,2,0,54708,0,0,0,4292,0,0,0,0,8068,0,0,0,0,24174,0,0,0,0,14212,3962,0,1827,3643
2319,22063,5,0,2010,2010,1133,4591,2,0,20315,96417,0,0,0,75651,0,0,0,0,16873,0,0,0,11313,3893,0,0,0,6523,2479,0,1280,0
2320,13499,6,0,1902,1053,1315,3649,2,0,70667,0,0,0,19450,0,0,0,0,10542,0,0,0,0,23563,0,0,0,0,10843,6269,0,0,6043
2321,11469,6,0,3599,2727,1626,3836,2,0,93404,126670,0,0,2461,100737,0,0,0,0,25933,0,0,0,55019,0,0,0,0,20090,15834,0,3880,4523
2322,14906,6,0,5480,4880,1626,3836,2,0,163302,121010,0,0,53384,0,0,0,0,10023,0,0,0,0,67122,121010,0,0,0,12493,20280,0,2569,3742
2323,25192,7,3,896,896,2995,1542,1,0,28422,37824,0,0,1769,15783,0,0,0,0,16282,0,0,0,11190,5759,0,0,0,10046,5417,0,0,3250
2324,22902,7,3,1548,1548,2995,1542,2,0,65991,37970,0,0,0,27822,0,0,0,14585,0,0,0,0,23242,10148,0,0,0,18532,9632,0,1741,4337
2325,31627,7,3,1210,1210,2995,1542,3,0,56895,0,0,0,7866,0,0,0,0,8723,0,0,0,0,22850,0,0,0,0,11924,5532,0,716,4385
2326,16795,7,3,1250,1000,1937,3402,2,0,24051,56081,0,0,954,31185,0,0,0,0,19038,0,0,0,16741,5858,0,0,0,4092,2264,0,2599,2997
2327,18544,7,3,1567,790,1937,3402,2,0,23713,70898,0,0,0,52037,0,0,0,0,14666,0,0,0,11368,4195,0,0,0,4457,7888,1777,0,2961
2328,16795,7,3,1632,1632,2947,1376,2,0,22758,61431,0,0,0,31372,0,0,0,0,18734,0,0,0,12846,11325,0,0,0,3339,6573,0,0,0
2329,22328,7,3,1120,560,2947,1376,2,0,11345,44350,0,0,0,28033,0,0,0,0,10382,0,0,0,5688,5935,0,0,0,1970,3687,0,0,0
2330,16795,7,3,1000,1000,2947,1376,2,0,20104,44156,0,0,4044,25818,0,0,0,0,18338,0,0,0,10167,0,0,0,0,0,5893,0,0,0
2331,13026,9,0,867,674,357,4195,2,0,21441,77381,0,0,0,59047,0,0,0,0,18334,0,0,0,16855,0,0,0,0,1734,2852,1818,0,2612
2332,25196,9,0,1254,627,35,5821,5,0,20800,0,0,0,5852,0,0,0,0,5568,0,0,0,0,7494,0,0,0,0,0,1886,0,0,1866
2333,25196,9,0,1254,941,35,5821,5,0,38231,0,0,0,9807,0,0,0,0,8688,0,0,0,0,18014,0,0,0,0,0,1722,0,1574,2294
2334,27821,9,0,1254,941,35,5821,5,0,20015,0,0,0,10738,0,0,0,0,2828,0,0,0,0,4997,0,0,0,0,0,1452,0,0,1691
2335,25196,9,0,931,186,35,5821,5,0,31633,0,0,0,13062,0,0,0,0,7009,0,0,0,0,9071,0,0,0,0,0,2491,0,0,1850
2336,27821,9,0,1254,941,35,5821,5,0,36311,0,0,0,21068,0,0,0,0,4908,0,0,0,0,6979,0,0,0,0,0,3356,0,0,2289
2337,19654,3,0,2034,1780,642,6932,2,0,20353,104238,0,0,0,104238,0,0,0,5187,0,0,0,0,8746,0,0,0,0,2112,4308,0,0,2172
2338,13404,3,0,3441,2294,1149,5046,2,0,53041,0,0,94981,0,0,0,79700,0,0,0,0,15281,0,36372,0,0,0,0,8240,8429,2721,0,7984
2339,33290,3,0,854,712,1149,5046,2,0,17995,74294,0,0,0,53950,0,0,0,0,15962,0,0,0,10303,4382,0,0,0,4082,3610,0,0,0
2340,18780,3,0,1752,1502,1149,5046,2,0,31271,97755,0,0,0,77304,0,0,0,0,20451,0,0,0,24410,0,0,0,0,4207,2654,2298,0,4009
2341,16119,4,0,3668,3668,980,5771,2,0,44752,87774,0,0,0,87774,0,0,0,8478,0,0,0,0,23687,0,0,0,0,9755,2832,0,0,3861
2342,16119,4,0,2000,2000,980,5771,2,0,47806,64107,0,0,0,46385,0,0,0,0,17722,0,0,0,31833,0,0,0,0,11414,4559,4318,0,3639
2343,13197,4,0,1136,886,1114,4873,2,0,23475,0,0,16439,1473,0,0,15267,0,3567,0,0,0,0,11322,0,0,1172,0,2472,4641,0,0,2707
2344,11952,4,0,4920,4520,1114,4873,2,0,58372,0,0,72073,0,0,0,72073,0,9086,0,0,0,0,30649,0,0,0,0,13534,5103,3094,1647,4102
2345,11287,4,0,1216,1216,711,8122,1,0,66694,0,0,68041,2014,0,0,43656,0,0,0,0,18617,0,47096,0,0,5768,0,8644,8940,5520,0,13646
2346,22453,4,0,799,400,711,8122,5,0,17749,0,0,0,11811,0,0,0,0,1729,0,0,0,0,2852,0,0,0,0,0,1357,0,0,0
2347,15814,4,0,2839,1801,711,8122,2,0,27767,85304,0,0,1777,71245,0,0,0,0,14059,0,0,0,19475,0,0,0,0,3127,3388,0,912,3265
2348,11861,4,0,2944,1932,711,8122,2,0,34860,0,89572,4567,0,0,89572,0,0,8628,0,0,0,0,22874,0,0,4567,0,0,3358,4847,0,4334
2349,14731,6,0,648,648,1907,2760,1,0,22570,0,0,41555,1309,0,0,41555,0,3168,0,0,0,0,9896,0,0,0,0,4718,3479,0,0,0
2350,13341,6,0,1377,751,1907,2760,2,0,56984,0,0,45665,0,0,0,39373,0,12751,0,0,0,0,24216,0,0,6292,0,10307,9710,6962,0,3812
