# File: RECS_1990.csv
# Title: Residential Energy Consumption Survey 1990
# Source: Fill in
# Units: Fill in
HHID,NWEIGHT,DIVISION,HEATED,HOMEAREA,CDD65,HDD65,BTUEL,BTUNG,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUKER,BTUFO,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
2626,15398,2,460,460,1253,3881,6054,5089,6101,4478,9999999,9999999,9999999,9999999,3291,5089,9999999,9999999,2763,9999999,9999999,53665,9999999,44830,9999999,9999999,29944,9999999,9999999,23721,9999999,9999999,9999999,9999999,9999999
2627,7295,4,2116,2216,659,7242,28411,65727,22543,152739,2304,48166,9999999,13366,20813,4195,1516,9999999,3778,2982,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2628,7625,4,3773,4333,1348,4155,60003,131886,62535,129911,9999999,77431,9999999,38955,25969,15500,18685,9999999,15349,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2629,25511,5,1792,1904,2925,733,46332,9999999,45112,9999999,8186,9999999,2371,9999999,15118,9999999,14880,9999999,5777,6720,9999999,9999999,19179,9999999,2974,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,19179,9999999
2630,28336,9,891,891,1369,1500,8477,13839,10640,15410,1713,9999999,9999999,13839,3885,9999999,664,9999999,2215,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2631,8389,4,3358,4786,1175,4562,27975,94326,33820,120123,1437,77226,9999999,17100,16248,9999999,5516,9999999,4774,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2632,17429,4,2464,2824,1520,4363,44991,106080,36624,92113,9999999,62628,9999999,35720,24283,7732,14380,9999999,6328,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2633,21902,5,1648,2192,4236,38,38001,9999999,40161,9999999,1384,9999999,6247,9999999,10966,9999999,15240,9999999,4164,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2634,26658,7,2120,2120,1244,3984,30333,57702,23768,83285,9999999,35769,9999999,17655,19475,4278,6274,9999999,4584,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2635,6619,4,2064,2064,1120,4721,48010,9999999,43236,9999999,9541,9999999,12065,9999999,18618,9999999,1841,9999999,5945,3176,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2636,9812,6,1020,1020,2436,2400,70007,68687,46286,66163,9999999,44901,9999999,23786,40591,9999999,19566,9999999,9850,7686,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2637,33705,5,3400,3400,5288,14,127762,9999999,99443,9999999,1922,9999999,7399,9999999,48743,9999999,54584,9999999,15114,12398,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2638,20666,7,1905,2411,1951,3913,27136,163500,31354,93207,9999999,112593,9999999,50907,12912,9999999,9638,9999999,4586,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2639,34123,7,1790,2252,2291,2511,57482,65877,49122,63476,9999999,45803,9999999,20074,22173,9999999,27195,9999999,8114,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2640,10356,4,1752,1752,1174,4413,24365,145124,31697,73375,9999999,145124,7828,9999999,13109,9999999,751,9999999,2677,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2641,19776,5,1724,2299,3655,200,40378,9999999,48027,9999999,2781,9999999,3521,9999999,8529,9999999,19818,9999999,5729,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2642,26452,7,2543,2655,2991,1872,51955,90529,49236,88956,2363,64230,9999999,26299,18093,9999999,24426,9999999,7073,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2643,27016,3,776,776,581,7024,8649,77490,5544,80175,9999999,56225,9999999,17845,4502,3420,9999999,9999999,4147,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2644,29430,5,1290,1654,3491,229,29490,24968,39115,16201,2551,9999999,9999999,20377,7891,4591,15868,9999999,3180,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2645,7724,4,3507,3572,1723,3952,10229,155346,21239,149073,735,123655,9999999,22295,5317,9396,2373,9999999,1804,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2646,22561,7,3389,3872,2806,1601,86238,9999999,71112,9999999,19448,9999999,6097,9999999,21491,9999999,23289,9999999,15913,4251,9999999,9999999,10960,9999999,9149,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10960,9999999
2647,24452,5,732,732,1291,2881,17298,9999999,21960,9999999,9999999,9999999,7636,9999999,7140,9999999,9999999,9999999,2522,9999999,9999999,9999999,48389,9999999,41941,9999999,9999999,48389,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2648,8661,4,1667,2038,1835,4349,16002,59118,22408,115265,737,52565,9999999,5197,6563,1356,4718,9999999,3984,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2649,16449,6,2528,2600,2131,2163,57810,9999999,65889,9999999,15227,9999999,8829,9999999,14137,9999999,13773,9999999,5844,9999999,9999999,9999999,12662,9999999,10805,9999999,9999999,12662,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2650,9191,4,1305,1305,1432,5497,24906,102393,23738,84706,9999999,67333,9999999,29147,15514,5913,4027,9999999,5365,4273,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2651,8726,1,2380,2380,811,4810,20107,214759,15600,165975,9999999,153882,9999999,41583,16252,19294,9999999,9999999,3855,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2652,19071,5,887,887,1489,2701,21362,0,23533,30206,9999999,0,7210,9999999,5171,9999999,3804,9999999,5177,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2653,24722,5,2652,2652,1083,3554,97211,9999999,64628,9999999,9999999,9999999,25008,9999999,54066,9999999,9726,9999999,8411,3257,9999999,33147,9999999,56396,9999999,9999999,33147,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2654,17075,6,644,644,1307,3070,30064,9999999,29432,9999999,12783,9999999,7062,9999999,7029,9999999,9999999,9999999,3190,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2655,18508,5,695,695,1369,3307,18978,48643,22775,54657,9999999,17405,9999999,24888,9469,6350,6364,9999999,3145,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2656,30955,5,360,360,1846,2450,25700,15504,16685,13772,6893,9999999,9999999,15504,5529,9999999,7698,9999999,5580,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2657,26975,9,1750,2230,138,5646,88500,9999999,66015,9999999,41311,9999999,14589,9999999,23746,9999999,9999999,9999999,8854,4224,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2658,6858,4,1770,3540,692,5171,52565,9999999,36553,9999999,9999999,9999999,17207,9999999,28631,9999999,9999999,9999999,6727,9999999,9999999,51315,9999999,67397,9999999,9999999,51315,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2659,20694,2,480,480,1059,4321,4002,4908,8744,4067,9999999,9999999,9999999,9999999,2264,4908,1054,9999999,684,9999999,9999999,43273,9999999,47142,9999999,9999999,26598,9999999,9999999,16675,9999999,9999999,9999999,9999999,9999999
2660,17920,3,2612,3162,664,7319,58383,84352,42621,96641,9999999,84352,18255,9999999,23756,9999999,10188,9999999,6184,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2661,15398,2,2671,2671,983,4301,22417,156305,19055,144812,9999999,113003,9999999,30242,11736,13060,3477,9999999,7204,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2662,34134,3,1204,1204,800,5510,16169,148607,12706,113410,9999999,108708,9999999,32381,12293,7518,9999999,9999999,3876,6732,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2663,9744,1,429,429,691,5720,31864,9999999,24034,9999999,17028,9999999,5488,9999999,4397,9999999,9999999,9999999,4951,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2664,33529,2,2080,2080,1216,3994,4116,8785,6203,3962,9999999,9999999,9999999,9999999,1971,8785,9999999,9999999,2145,9999999,9999999,93502,9999999,94437,9999999,9999999,76144,9999999,9999999,17358,9999999,9999999,9999999,9999999,9999999
2665,14956,2,1815,1815,1009,4320,16886,1224,25369,2116,9999999,9999999,5147,9999999,3904,1224,4558,9999999,3277,9999999,9999999,28293,9999999,32956,9999999,9999999,28293,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2666,39044,2,1815,1815,1275,4110,34949,150728,21072,110344,9999999,69652,9999999,38437,27954,42639,1794,9999999,5201,5995,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2667,24296,9,976,976,596,5409,18749,9999999,24467,9999999,9064,9999999,2735,9999999,4890,9999999,403,9999999,1657,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2668,22470,5,1800,1800,4998,15,13358,33159,26366,25865,9999999,1595,9999999,21498,6513,10066,3290,9999999,3555,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2669,21631,3,2030,2030,1162,4890,29426,62510,31260,128429,9999999,47952,9999999,12832,17500,1726,6980,9999999,4946,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2670,16946,1,2944,4448,367,7702,34488,9999999,25684,9999999,9999999,9999999,9999999,9999999,25238,9999999,9999999,9999999,9250,2471,9999999,172394,13060,201294,5948,9999999,141706,9999999,9999999,30688,9999999,9999999,9999999,13060,9999999
2671,21963,2,3664,3664,873,4809,51130,129620,45288,187958,9999999,118267,3209,11353,32427,9999999,7770,9999999,7724,4250,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2672,19891,2,2920,2920,513,5452,40930,145564,32696,141147,9999999,109997,9999999,28736,29379,6831,6611,9999999,4940,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2673,13174,4,3033,3033,766,6905,37471,306686,26732,180941,1439,285508,9999999,21178,20175,9999999,9739,9999999,6118,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2674,17920,3,2903,2903,755,5013,16627,169817,17139,124606,9999999,129122,9999999,34628,13810,6067,9999999,9999999,2817,2343,810,9999999,9999999,9999999,9999999,4075,9999999,9999999,810,9999999,9999999,9999999,9999999,9999999,9999999
2675,47088,5,1164,1164,2406,1596,43053,9999999,75736,9999999,6770,9999999,6401,9999999,13633,9999999,7851,9999999,8398,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2676,17083,2,1200,1200,777,4744,6442,4334,8946,5603,9999999,9999999,9999999,9999999,2464,4334,9999999,9999999,3978,9999999,9999999,93502,9999999,94529,9999999,9999999,67890,9999999,9999999,25612,9999999,9999999,9999999,9999999,9999999
2677,20448,9,950,1200,825,2563,14375,69394,10913,63658,9999999,36804,9999999,21785,11024,10805,9999999,9999999,3351,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2678,35995,2,2142,2526,577,5846,6851,100425,11658,76754,616,77139,9999999,18951,4549,4335,9999999,9999999,1686,1914,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2679,17304,3,2898,2898,933,5452,24348,194450,27303,171978,9999999,135002,9999999,47832,18511,11616,1459,9999999,4378,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2680,12807,6,728,728,1021,3770,38221,9999999,43036,9999999,11366,9999999,9602,9999999,7223,9999999,7055,9999999,2975,9999999,3429,9999999,9999999,9999999,9999999,3056,9999999,9999999,3429,9999999,9999999,9999999,9999999,9999999,9999999
2681,22470,5,3410,3813,1554,2805,50419,113175,56099,121857,9999999,63781,9999999,28686,21202,20708,17310,9999999,11907,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2682,9455,1,528,528,693,5008,11174,92343,9151,48326,9999999,58038,9999999,34305,7516,9999999,1032,9999999,2626,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2683,31859,9,1152,1152,2233,2198,18097,9999999,22172,9999999,9999999,9999999,9999999,9999999,8380,9999999,5741,9999999,3976,3202,9999999,9999999,47492,9999999,38252,9999999,9999999,34392,9999999,9999999,9407,9999999,9999999,3693,9999999
2684,17429,4,2280,2676,1376,4456,20356,74664,26760,81658,9999999,51676,9999999,18464,8937,4524,8529,9999999,2890,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2685,7625,4,1364,1804,1898,4197,26951,78156,35997,84475,9999999,51437,9999999,26719,24046,9999999,9999999,9999999,2905,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2686,24101,5,1180,1180,761,3592,53725,9999999,51134,9999999,30550,9999999,4952,9999999,9409,9999999,2005,9999999,6809,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2687,20666,7,1150,1150,1549,4124,34110,105800,41612,72610,9999999,105800,7550,9999999,15557,9999999,6312,9999999,4691,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2688,54688,7,1428,1524,2050,3441,23406,9999999,33202,9999999,9999999,9999999,9999999,9999999,16275,9999999,4145,9999999,2986,3389,9999999,9999999,36623,9999999,54484,9999999,9999999,19057,9999999,9999999,14104,9999999,9999999,3462,9999999
2689,8544,4,1161,1245,1551,3852,14126,209418,20228,113397,1739,132323,9999999,56446,8070,20649,9999999,9999999,4317,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2690,23544,5,1682,1682,2373,1610,132111,9999999,92132,9999999,26563,9999999,19854,9999999,46239,9999999,29474,9999999,9981,5333,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2691,23544,5,3040,3649,3719,188,37754,9999999,57232,9999999,1995,9999999,9999999,9999999,9565,9999999,20546,9999999,5648,1606,9999999,9999999,3562,9999999,15337,9999999,9999999,9999999,9999999,9999999,2585,9999999,9999999,977,9999999
2692,15807,9,1520,2120,141,5622,28016,104527,20834,87016,9999999,66554,9999999,36497,20885,1476,9999999,9999999,7131,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2693,16819,2,1046,1430,563,5743,8298,84727,11916,115530,9999999,64465,9999999,16850,6554,3412,9999999,9999999,1744,9999999,10125,9999999,9999999,9999999,9999999,3783,9999999,9999999,10125,9999999,9999999,9999999,9999999,9999999,9999999
2694,32131,2,2100,2100,1277,3806,3753,956,6387,3166,9999999,9999999,9999999,9999999,1221,956,870,9999999,1662,9999999,9999999,47101,9999999,54033,9999999,9999999,34887,9999999,9999999,12214,9999999,9999999,9999999,9999999,9999999
2695,20440,8,1598,2698,231,6899,18659,175532,15952,132804,9999999,142884,9999999,20455,12405,12193,9999999,9999999,6254,3404,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2696,12657,6,2503,2503,2319,2126,35423,69460,48495,65776,1145,49977,9999999,19321,15125,162,11569,9999999,7584,3618,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2697,34883,2,2805,3325,775,7005,46168,93122,63329,25543,27585,9999999,9999999,93122,11232,9999999,2766,9999999,4585,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2698,14642,2,1440,1440,1229,4036,31162,9999999,44387,9999999,9999999,9999999,9999999,9999999,18491,9999999,5508,9999999,7163,9999999,9999999,122047,9999999,88681,9999999,9999999,90861,9999999,9999999,31186,9999999,9999999,9999999,9999999,9999999
2699,19513,9,1437,1833,1861,1172,10502,26441,19066,67191,9999999,14451,9999999,8780,8846,3210,9999999,9999999,1656,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2700,31993,2,1644,1644,310,5865,52060,9999999,37669,9999999,9999999,9999999,19078,9999999,28010,9999999,9999999,9999999,4972,2681,3354,78591,2740,62482,15933,4075,78591,9999999,3354,9999999,1717,9999999,9999999,1023,9999999
2701,18114,3,829,829,694,5652,16149,40613,22089,59325,1298,20863,3688,19750,6818,9999999,2193,9999999,2152,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2702,15710,9,778,895,109,2815,17022,56823,12783,69648,1785,40292,9999999,10918,11403,5613,9999999,9999999,3834,2992,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2703,9613,8,550,550,812,6574,22595,59793,21994,54276,1406,54342,10616,9999999,7680,5451,9999999,9999999,2893,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2704,15710,9,1204,1420,842,1313,10925,79361,15172,42726,9999999,43130,9999999,15970,9024,20261,9999999,9999999,1901,2237,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2705,17920,3,1036,1864,663,5823,12655,100533,16119,89216,9999999,73424,9999999,23652,9075,3457,1130,9999999,2450,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2706,9679,8,1560,1560,1113,5274,19025,79424,15959,100341,9999999,55127,9999999,19671,14983,4626,9999999,9999999,4042,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2707,25370,3,526,526,670,5810,8257,63386,11623,36266,9999999,34019,9999999,29367,5573,9999999,599,9999999,2085,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2708,28501,9,1100,1100,445,6843,35225,9999999,57993,9999999,15577,9999999,6290,9999999,9158,9999999,9999999,9999999,4200,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2709,8262,4,977,1278,1371,4770,38204,54108,16664,82828,9999999,47645,9999999,6463,24079,9999999,2058,9999999,12067,9612,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2710,19307,7,1080,1168,2296,1540,27490,39161,24513,53601,9999999,21446,9999999,13451,12356,4264,3485,9999999,11649,4253,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2711,21872,7,1600,1735,2883,1491,15746,48464,16589,50614,1040,38328,9999999,6452,5068,3684,5422,9999999,4216,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2712,16610,2,1444,1444,573,5707,28698,101332,21359,141475,9999999,92102,9999999,9230,23331,9999999,9999999,9999999,5367,2867,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2713,15697,2,2549,3445,256,7067,51033,9999999,48382,9999999,2482,9999999,19321,9999999,23749,9999999,9999999,9999999,5481,2923,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2714,11459,6,1305,1305,1650,3285,57363,42743,37674,46483,9999999,42743,14014,9999999,26597,9999999,8257,9999999,8495,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2715,17204,5,498,594,2290,1644,19636,9999999,13226,9999999,1724,9999999,4962,9999999,6271,9999999,9999999,9999999,6679,9999999,16200,9999999,9999999,9999999,9999999,20850,9999999,9999999,16200,9999999,9999999,9999999,9999999,9999999,9999999
2716,15585,2,717,765,759,4905,15218,9999999,14550,9999999,9999999,9999999,9999999,9999999,10087,9999999,2226,9999999,2905,9999999,9999999,27187,9999999,51266,9999999,9999999,14354,9999999,9999999,12833,9999999,9999999,9999999,9999999,9999999
2717,27430,4,917,1834,1454,3751,32206,9999999,24179,9999999,9999999,9999999,9999999,9999999,25078,9999999,9999999,9999999,7128,3808,9999999,66155,36532,42618,28036,9999999,66155,9999999,9999999,9999999,28782,9999999,9999999,7750,9999999
2718,26163,9,396,396,1612,1370,6773,31855,10544,25957,9999999,13111,9999999,14657,3690,4087,1719,9999999,1364,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2719,20762,2,2395,2494,622,5756,35894,136578,33219,171892,2841,97000,9999999,34946,22613,4632,3546,9999999,6894,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2720,30539,5,672,672,2774,769,13144,9999999,9572,9999999,9999999,9999999,9999999,9999999,3012,9999999,2409,9999999,7723,9999999,9999999,9999999,23948,9999999,20896,9999999,9999999,18022,9999999,9999999,2518,9999999,9999999,3408,9999999
2721,21024,2,2158,2415,551,5993,18971,79413,22765,93425,1218,59508,9999999,19905,12822,9999999,9999999,9999999,4931,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2722,12807,6,1373,1429,2554,2007,79025,9999999,51974,9999999,19148,9999999,12679,9999999,23159,9999999,14515,9999999,9524,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2723,36848,3,3276,3756,926,5460,70239,270522,52314,217931,9999999,172404,9999999,38717,48494,59401,14389,9999999,7356,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2724,21455,2,2626,2626,1037,4088,17077,149288,20046,172027,9999999,110659,9999999,27885,13168,10744,9999999,9999999,3909,2089,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2725,9867,1,1817,1817,950,4725,21410,42973,18701,94072,9999999,33315,9999999,7121,10434,2537,6128,9999999,4848,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2726,7295,4,838,838,1616,4617,21386,76553,17108,50525,9999999,38203,9999999,38350,9786,9999999,5508,9999999,6092,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2727,17067,3,1568,1568,675,5209,25211,119200,23988,120014,9999999,79626,9999999,31734,22293,7840,9999999,9999999,2918,3470,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2728,34273,3,720,720,534,6907,85542,9999999,40334,9999999,37486,9999999,20954,9999999,21481,9999999,9999999,9999999,5621,6684,1341,9999999,4288,9999999,4206,2038,9999999,9999999,1341,9999999,9999999,9999999,9999999,4288,9999999
2729,19172,2,2806,2806,1305,3804,23178,115678,18321,169001,9999999,81372,9999999,27461,17291,6845,9999999,9999999,5887,9999999,10125,9999999,9999999,9999999,9999999,6113,9999999,9999999,10125,9999999,9999999,9999999,9999999,9999999,9999999
2730,8166,4,1200,1200,1839,4347,33161,9999999,35409,9999999,9451,9999999,6402,9999999,5137,9999999,7033,9999999,5138,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2731,11490,1,2266,2266,1242,3997,20243,9999999,59926,9999999,9999999,9999999,9999999,9999999,13940,9999999,3901,9999999,2402,9999999,2700,194166,9999999,197212,9999999,4162,148843,9999999,2700,45323,9999999,9999999,9999999,9999999,9999999
2732,19307,7,3502,3502,1643,3284,137811,178871,64396,121896,18572,159466,5638,19405,65577,9999999,20507,9999999,27517,23506,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2733,15265,9,300,300,501,4251,2243,9999999,5278,9999999,9999999,9999999,9999999,9999999,1142,9999999,9999999,9999999,1101,9999999,9999999,9999999,71177,9999999,31448,9999999,9999999,40065,9999999,9999999,24381,9999999,9999999,6731,9999999
2734,9581,1,576,1152,592,6023,9479,9999999,9552,9999999,9999999,9999999,9999999,9999999,6907,9999999,9999999,9999999,2572,9999999,9999999,110675,9999999,105518,9999999,9999999,94156,9999999,9999999,16519,9999999,9999999,9999999,9999999,9999999
