# File: RECS_2005.csv
# Title: Residential Energy Consumption Survey 2005
# Source: Fill in
# Units: Fill in
DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,NWEIGHT,HD65,CD65,YEARMADE,OVENA,FUELFOOD,NUMFRIG,AGERFRI1,AGERFRI2,AGERFRI3,NUMFREEZ,AGEFRZR,DISHWASH,AGEDW,CWASHER,AGECWASH,DRYER,DRYRFUEL,AGECDRYER,FUELHEAT,EQUIPM,NUMH2OHTRS,WHEATAGE,AIRCOND,COOLTYPE,AGECENAC,NUMBERAC,WWACAGE,LGT12,LGT12EE,LGT4,LGT4EE,LGT1,LGT1EE,NOUTLGTNT,FUELH2O,ELWARM,ELFOOD,ELWATER,ELCOOL,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,LPWARM,LPWATER,LPCOOK,LPGRILL,LPOTHER,FOWARM,FOWATER,FOOTHER,KRWARM,KRWATER,KROTHER,WDWARM,SOLWATER,TOTSQFT,TOTHSQFT,BTUEL,BTUNG,BTUFO,BTULP,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
900,3,5,0,1,31001.20533,2435,2314,7,5,5,1,3,99,9,0,9,1,3,1,3,1,5,2,5,3,0,1,1,1,3,99,9,0,0,5,0,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1064,1064,67831,9999999,9999999,9999999,9999999,4375,731,0,4201,15850,12930,8058,26792,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
901,2,4,0,2,27969.12134,6018,1372,9,1,1,3,3,4,3,2,3,1,3,1,3,1,1,3,1,3,0,3,1,1,3,99,9,0,0,0,0,2,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4096,3403,50006,83349,9999999,9999999,9999999,0,461,6310,9547,8191,0,0,32268,11946,22992,48411,9999999,9999999,9999999,9999999,9999999,9999999,9999999
902,4,9,2,4,19637.12502,692,1196,4,5,5,2,3,3,9,0,9,0,99,0,9,0,99,9,99,99,0,5,0,9,9,99,9,0,0,0,0,1,0,99,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1235,0,17548,14501,9999999,9999999,9999999,0,0,0,6044,0,0,0,11504,0,14501,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
903,3,5,0,3,27890.46196,4837,1328,9,1,1,1,3,99,9,0,9,1,3,1,3,1,5,3,1,3,0,3,1,1,3,99,9,0,0,1,1,2,2,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2513,2263,49645,71413,9999999,9999999,9999999,5250,877,0,4800,8921,0,0,35924,7876,25964,37573,9999999,9999999,9999999,9999999,9999999,9999999,9999999
904,3,7,0,2,4170.185137,3345,2198,5,5,5,1,2,99,9,0,9,0,99,1,3,1,5,3,1,3,0,6,1,1,4,99,9,0,0,0,0,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1686,1686,58932,77072,9999999,9999999,9999999,5148,0,0,4176,27941,0,0,26815,0,29505,47567,9999999,9999999,9999999,9999999,9999999,9999999,9999999
905,2,3,0,2,39289.15582,7737,690,1,5,5,1,4,99,9,0,9,0,99,1,4,0,99,9,7,8,0,4,1,2,9,1,2,1,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1056,774,13307,9999999,9999999,9999999,9999999,0,0,0,3937,755,4294,0,4321,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,140000
906,2,4,0,5,18747.78771,4996,1513,1,1,1,1,4,99,9,0,9,0,99,0,9,0,99,9,5,5,0,0,1,2,9,1,4,1,0,1,0,0,0,99,5,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,429,429,103145,4228,9999999,9999999,9999999,0,0,0,12480,19243,26453,26873,18096,4228,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
907,4,8,0,2,20160.6027,4450,1006,7,5,5,1,3,99,9,0,9,1,2,1,3,1,5,3,1,3,0,3,1,1,4,99,9,5,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1216,1216,21820,62666,9999999,9999999,9999999,2610,436,0,2386,5764,0,0,13670,0,24828,37838,9999999,9999999,9999999,9999999,9999999,9999999,9999999
908,3,5,4,4,42588.6437,1146,2812,4,1,1,1,6,99,9,0,9,0,99,0,9,0,99,9,1,2,0,0,1,2,9,1,1,0,0,0,0,2,2,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,700,700,8121,52944,9999999,9999999,9999999,0,0,0,2207,4277,0,0,1637,5958,11331,35655,9999999,9999999,9999999,9999999,9999999,9999999,9999999
909,3,7,3,2,25500.61351,1035,3060,5,1,1,2,2,4,9,0,9,0,99,1,2,1,5,2,1,3,0,2,1,1,5,99,9,0,0,4,0,5,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3392,1446,44685,63489,9999999,9999999,9999999,2772,0,0,3469,18474,0,0,22742,9188,34017,20284,9999999,9999999,9999999,9999999,9999999,9999999,9999999
910,4,9,2,5,36348.98195,961,1478,4,1,1,1,2,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,1,2,9,1,2,0,0,2,1,2,2,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,767,0,11413,7334,9999999,9999999,9999999,0,0,0,1750,2257,0,0,7406,2085,3966,1283,9999999,9999999,9999999,9999999,9999999,9999999,9999999
911,4,8,0,5,31290.41373,5256,927,4,5,5,1,4,99,9,0,9,0,99,0,9,0,99,9,9,2,0,6,1,2,9,1,4,0,0,2,0,0,0,99,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,828,828,18376,5633,9999999,9999999,9999999,0,0,0,3930,3078,0,5875,5493,0,5633,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
912,4,8,0,2,23494.17538,5070,613,4,2,5,2,2,4,9,2,3,0,99,1,3,1,5,3,2,3,0,4,1,1,3,99,9,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1834,1834,24867,9999999,9999999,80035,9999999,2405,0,6972,4305,1304,0,0,19258,9999999,9999999,9999999,9999999,9999999,9999999,5752,52837,21446,9999999
913,1,2,1,3,26505.27441,4796,1591,3,1,1,2,2,1,9,0,9,0,99,1,4,0,99,9,1,3,0,4,1,2,9,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2548,2548,18142,122245,9999999,9999999,9999999,0,0,0,4340,2718,0,0,11084,9427,34902,77916,9999999,9999999,9999999,9999999,9999999,9999999,9999999
914,3,5,4,2,34572.0663,541,3266,5,5,5,1,5,99,9,0,9,1,5,1,4,0,99,9,5,4,0,5,1,1,5,99,9,0,0,1,0,3,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2279,2029,55346,9999999,9999999,9999999,9999999,0,598,0,3506,25321,9558,1951,15010,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
915,2,4,0,2,27015.62856,5815,1331,4,1,1,1,4,99,9,0,9,0,99,1,4,1,5,4,1,3,0,4,1,2,9,3,3,0,0,5,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1441,1191,23577,91169,9999999,9999999,9999999,5084,0,0,2726,3458,0,0,17393,5944,25333,59892,9999999,9999999,9999999,9999999,9999999,9999999,9999999
916,2,3,0,5,40880.67175,5858,1040,9,5,5,1,6,99,9,0,9,0,99,1,4,1,5,4,1,3,0,3,1,1,3,99,9,0,0,2,0,2,0,99,5,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,719,0,18285,63386,9999999,9999999,9999999,3381,0,0,3310,1623,3610,0,9742,0,0,63386,9999999,9999999,9999999,9999999,9999999,9999999,9999999
917,1,2,0,2,30307.03354,5667,778,3,1,1,2,3,4,9,0,9,1,2,1,2,1,1,2,1,3,0,1,1,1,3,99,9,0,0,2,0,2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3432,1368,30462,94462,9999999,9999999,9999999,0,638,0,7600,6296,0,0,16566,14165,27291,53006,9999999,9999999,9999999,9999999,9999999,9999999,9999999
918,2,3,0,5,31382.62424,5213,1288,5,5,5,1,1,99,9,0,9,1,2,0,9,0,99,9,5,2,0,6,1,2,9,2,2,1,1,1,0,0,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,844,844,28903,9999999,9999999,9999999,9999999,0,583,0,1489,5172,5378,8796,8068,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
919,3,5,0,1,28672.92551,1991,3010,10,5,5,1,2,99,9,1,1,1,2,1,1,1,5,1,5,3,0,2,1,1,2,99,9,0,0,3,0,3,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2560,2560,85423,9999999,9999999,9999999,9999999,3416,571,4952,2470,26267,16131,7733,32822,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
920,4,9,2,2,25337.73895,1891,2207,6,5,5,1,2,99,9,0,9,0,99,1,4,1,5,4,5,3,0,1,1,1,6,99,9,0,0,2,0,4,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1177,648,24911,32756,9999999,9999999,9999999,1595,0,0,2266,6725,0,4065,11855,0,32756,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
921,4,9,0,2,22807.33834,4166,250,5,5,5,2,2,5,9,1,3,1,2,1,3,1,5,3,5,3,0,4,0,9,9,99,9,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3186,348,77893,9999999,9999999,9999999,9999999,5250,877,7610,11437,0,16203,10436,39817,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,80000
922,1,2,1,5,22741.23238,6440,959,9,5,5,1,3,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,1,2,9,1,3,0,0,0,0,2,0,99,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,590,590,6346,116682,9999999,9999999,9999999,0,0,0,2938,1030,0,0,2378,0,17697,98985,9999999,9999999,9999999,9999999,9999999,9999999,9999999
923,2,3,0,2,28333.53711,6069,1169,4,1,1,1,2,99,9,0,9,0,99,1,1,1,1,1,1,3,0,4,1,1,3,99,9,0,0,2,0,2,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2429,1268,25916,79291,9999999,9999999,9999999,0,0,0,3539,5243,0,0,17134,13201,21836,44254,9999999,9999999,9999999,9999999,9999999,9999999,9999999
924,3,7,3,2,28252.94115,1349,3728,6,1,1,1,2,99,9,0,9,1,3,1,2,1,5,2,1,3,0,3,1,1,3,99,9,0,0,3,0,6,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3334,1302,34983,34986,9999999,9999999,9999999,1380,404,0,1031,17379,0,710,15863,4250,20841,9895,9999999,9999999,9999999,9999999,9999999,9999999,5000
925,2,4,0,2,19789.82774,5018,1489,5,99,99,1,3,99,9,0,9,1,1,1,1,1,5,1,5,3,0,1,1,2,9,1,4,0,0,0,0,3,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1200,1200,55855,9999999,9999999,9999999,9999999,3814,611,0,3514,6301,15973,9915,20152,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,60000
926,2,4,0,2,19484.07584,4999,1435,10,5,5,1,3,99,9,1,1,1,3,1,4,1,5,4,5,4,0,2,1,1,2,99,9,0,0,0,0,2,0,2,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4504,4504,58946,107325,9999999,9999999,9999999,3112,520,4511,5065,12594,0,13462,27825,0,48899,58426,9999999,9999999,9999999,9999999,9999999,9999999,9999999
927,2,3,0,5,52799.66515,6220,1054,9,1,1,1,1,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,1,1,6,99,9,0,0,0,0,0,0,99,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,621,621,6379,57779,9999999,9999999,9999999,0,0,0,1325,1708,0,0,3346,4397,8361,45021,9999999,9999999,9999999,9999999,9999999,9999999,9999999
928,4,9,0,2,13438.94868,17,2790,5,5,5,2,1,4,9,1,4,0,99,1,1,1,5,1,99,99,0,3,1,2,9,2,1,0,0,3,0,3,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2388,0,28524,9999999,9999999,9999999,9999999,1305,0,2613,5719,3655,0,0,19150,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
929,4,9,0,4,4337.644524,4522,325,5,5,5,1,1,99,9,0,9,1,2,1,5,1,5,5,5,5,0,2,0,9,9,99,9,0,0,2,2,2,2,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1240,744,45707,9999999,9999999,9999999,9999999,3109,910,0,4419,0,11871,12360,17057,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
930,2,3,0,2,39886.54471,6207,977,4,1,1,1,3,99,9,0,9,0,99,1,3,1,1,3,1,3,0,3,1,1,2,99,9,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1050,1050,18943,46698,9999999,9999999,9999999,0,0,0,5177,3883,0,0,9883,3824,10244,32630,9999999,9999999,9999999,9999999,9999999,9999999,9999999
931,3,6,0,2,20622.50305,2524,2072,9,5,5,1,3,99,9,0,9,1,3,1,4,1,5,3,1,3,0,3,1,1,3,99,9,0,0,4,0,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1440,1440,64914,55674,9999999,9999999,9999999,8342,763,0,7081,18086,0,4323,35424,0,36107,19567,9999999,9999999,9999999,9999999,9999999,9999999,9999999
932,1,1,0,2,16365.61989,6160,1033,2,5,5,1,3,99,9,1,4,1,3,1,4,1,5,4,1,2,0,4,0,9,9,99,9,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2288,2288,22021,134799,9999999,9999999,9999999,3250,543,4712,5291,0,0,0,16730,0,21119,113680,9999999,9999999,9999999,9999999,9999999,9999999,5000
933,3,7,0,1,26024.51921,3488,2101,5,2,2,2,3,4,9,0,9,0,99,0,9,0,99,9,5,10,0,1,1,2,9,1,3,0,0,0,0,2,0,99,5,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,522,522,34169,9999999,9999999,9156,9999999,0,0,0,7096,7156,7257,6943,5717,9999999,9999999,9999999,9999999,9999999,9999999,9156,0,0,9999999
934,1,1,0,2,15100.80994,7491,568,7,5,5,1,2,99,9,1,3,1,3,1,1,1,5,1,4,7,0,3,1,2,9,1,2,0,0,8,0,8,0,0,5,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3530,3130,40214,9999999,9999999,9955,17426,3655,610,4179,1638,1072,7249,0,30255,9999999,9999999,9999999,9999999,9999999,9999999,0,9955,0,9999999
935,4,8,0,2,24455.92642,7219,113,7,5,5,2,4,4,9,1,4,1,2,1,3,1,5,3,1,2,0,3,0,9,9,99,9,0,0,2,0,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3882,2202,58161,96006,9999999,9999999,9999999,6380,1066,9248,12491,0,0,0,45670,0,18388,77618,9999999,9999999,9999999,9999999,9999999,9999999,60000
936,3,7,0,2,27204.92518,2652,2140,2,2,2,1,2,99,9,1,2,0,99,1,4,1,5,4,2,21,0,4,1,2,9,3,4,0,0,1,0,2,0,0,5,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1152,1152,25831,9999999,9999999,42377,9999999,2471,0,3582,2005,4378,6940,0,12508,9999999,9999999,9999999,9999999,9999999,9999999,5833,36544,0,60000
937,3,7,0,1,29903.42694,3110,2119,9,2,2,1,3,99,9,1,5,1,3,1,5,1,5,5,2,3,0,3,1,1,3,99,9,0,0,3,3,0,0,99,5,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1848,1848,52258,9999999,9999999,9133,9999999,5483,502,3433,4654,15634,8016,0,23954,9999999,9999999,9999999,9999999,9999999,9999999,1324,7809,0,9999999
938,4,9,2,3,28864.22687,1899,2168,6,5,5,2,4,1,9,0,9,1,1,1,2,1,1,2,5,3,0,4,1,1,5,99,9,0,0,4,0,3,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,1039,31695,50760,9999999,9999999,9999999,0,368,0,5437,11025,0,3532,11701,12162,38598,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
939,3,6,0,2,22431.16131,3750,1583,10,1,1,1,2,99,9,0,9,1,2,1,2,1,5,2,5,4,0,2,1,1,2,99,9,0,0,3,3,3,3,0,1,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2940,2940,61995,34824,9999999,9999999,9999999,7790,713,0,6161,15232,0,10451,30151,5794,29030,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
940,2,3,0,2,29827.23346,5752,1228,10,5,5,1,2,99,9,0,9,1,2,1,2,1,5,2,1,3,0,2,1,1,2,99,9,0,0,2,1,2,0,5,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2913,2030,33219,87229,9999999,9999999,9999999,3310,553,0,4780,3801,0,1998,22640,0,33061,54168,9999999,9999999,9999999,9999999,9999999,9999999,9999999
941,2,3,0,4,26337.27255,5002,1349,3,5,5,1,2,99,9,0,9,0,99,1,2,1,5,2,5,2,0,1,1,2,9,2,2,0,0,0,0,0,0,99,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1004,1004,35959,31431,9999999,9999999,9999999,3489,0,0,2830,6443,0,9145,17541,0,31431,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
942,1,2,1,5,42408.43905,4695,1556,6,1,1,1,3,99,9,0,9,0,99,0,9,0,99,9,9,2,0,0,0,9,9,99,9,0,0,0,0,2,2,99,2,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,585,585,12488,4528,9999999,21097,9999999,0,0,0,4469,0,0,0,8019,4528,0,0,9999999,9999999,9999999,0,0,21097,9999999
943,4,8,0,2,3807.483265,6544,267,4,5,5,2,1,3,9,1,1,1,1,1,2,1,5,2,1,2,0,3,0,9,9,99,9,0,0,2,0,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1395,1395,18776,87156,9999999,9999999,9999999,1107,324,2812,4630,0,0,0,14146,0,24205,62951,9999999,9999999,9999999,9999999,9999999,9999999,9999999
944,4,9,2,4,88235.92373,916,1123,6,1,1,1,1,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,1,1,1,99,9,0,0,0,0,0,0,99,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1167,1167,2986,14903,9999999,9999999,9999999,0,0,0,531,782,0,0,1673,3419,6501,4983,9999999,9999999,9999999,9999999,9999999,9999999,9999999
945,4,9,2,2,25955.15655,989,1264,1,1,1,2,3,2,9,0,9,0,99,1,1,1,1,4,5,10,0,6,1,2,9,1,4,0,0,0,0,3,3,1,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1120,840,25614,19860,9999999,9999999,9999999,0,0,0,8912,1939,0,3648,11115,5893,13967,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
946,2,3,0,2,30628.71359,6955,741,1,5,5,2,3,3,9,0,9,1,1,1,2,1,1,2,1,3,0,3,1,3,4,1,2,3,1,2,0,1,0,2,1,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4200,3300,32144,123789,9999999,9999999,9999999,0,425,0,6382,0,0,0,25762,3694,24550,95545,9999999,9999999,9999999,9999999,9999999,9999999,9999999
947,1,1,0,4,22037.96263,6254,957,9,5,5,1,3,99,9,0,9,1,3,1,5,1,5,2,1,3,0,3,1,1,3,99,9,0,0,0,0,2,0,99,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3840,1920,14211,55978,9999999,9999999,9999999,3701,618,0,3384,2123,0,0,8704,0,15531,40447,9999999,9999999,9999999,9999999,9999999,9999999,9999999
948,3,6,0,2,20897.15931,2074,2253,6,5,5,1,4,99,9,1,4,1,4,1,2,1,5,2,5,3,0,4,1,1,4,99,9,0,0,5,1,2,1,2,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1800,1400,90302,9999999,9999999,9999999,9999999,4323,722,4942,7534,17494,18092,7907,39275,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
949,3,6,0,2,19117.75104,3318,1902,6,1,1,2,4,5,9,1,2,1,3,1,4,1,5,4,1,3,0,2,1,3,2,1,2,0,0,4,0,3,0,2,5,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2860,1144,70755,38485,9999999,9999999,9999999,3672,613,5322,7189,13332,16025,0,34209,7985,0,30500,9999999,9999999,9999999,9999999,9999999,9999999,9999999
950,2,4,0,2,26850.52536,6376,898,12,5,5,2,1,2,9,2,1,1,1,1,2,1,2,2,2,3,0,1,1,1,1,99,9,0,0,3,1,4,1,1,2,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,3808,3808,35993,9999999,9999999,80096,9999999,0,406,7053,3063,5942,0,0,26988,9999999,9999999,9999999,9999999,9999999,9999999,2753,56654,20689,5000
951,1,1,0,5,15659.31247,5786,917,9,5,5,1,6,99,9,0,9,1,6,0,9,0,99,9,1,3,0,6,1,1,6,99,9,0,0,1,0,2,2,99,5,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,613,613,10758,36359,9999999,9999999,9999999,0,275,0,1694,1893,3590,0,3581,0,0,36359,9999999,9999999,9999999,9999999,9999999,9999999,9999999
952,2,4,0,2,24239.04164,4357,1733,5,5,5,2,1,4,9,1,2,0,99,1,2,1,5,2,7,8,0,3,1,2,9,1,4,0,0,3,0,3,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1800,1800,23904,9999999,9999999,9999999,9999999,2829,0,2246,3755,1715,4776,812,12846,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,240000
953,1,2,0,3,37510.99101,4443,1617,3,1,1,1,4,99,9,0,9,1,3,1,1,1,1,1,1,3,0,4,1,1,5,99,9,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2203,1953,12867,79839,9999999,9999999,9999999,0,423,0,2480,3336,0,0,7051,8803,22346,48690,9999999,9999999,9999999,9999999,9999999,9999999,9999999
954,2,3,0,2,31498.27201,4718,1470,3,1,1,1,3,99,9,1,5,1,3,1,3,1,5,3,1,3,0,2,1,1,5,99,9,0,0,1,1,5,5,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3672,2142,34779,127533,9999999,9999999,9999999,3382,565,3867,5242,10273,0,0,19264,7481,36677,83375,9999999,9999999,9999999,9999999,9999999,9999999,9999999
955,4,9,0,2,35141.3894,5463,691,1,5,5,1,5,99,9,3,5,1,3,1,5,1,5,5,3,3,0,4,0,9,9,99,9,0,0,1,0,1,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3830,1810,49515,9999999,132398,9999999,9999999,3576,597,15549,3501,0,3818,5238,36958,9999999,9999999,9999999,0,132398,0,9999999,9999999,9999999,9999999
956,3,5,0,5,31568.61925,2367,2339,6,5,5,1,6,99,9,0,9,1,6,1,5,1,5,5,5,4,0,3,1,1,5,99,9,1,1,0,0,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,663,663,38934,9999999,9999999,9999999,9999999,3842,642,0,3950,10118,5921,6271,12674,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
957,3,7,3,3,3386.392772,1438,2746,5,1,1,1,2,99,9,0,9,1,2,0,9,0,99,9,1,3,0,1,1,1,6,99,9,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2400,1200,24038,27886,9999999,9999999,9999999,0,355,0,906,13733,0,0,9399,4451,11357,12078,9999999,9999999,9999999,9999999,9999999,9999999,9999999
958,2,4,0,2,22667.16224,4815,1553,7,5,5,1,4,99,9,1,5,1,2,1,1,1,1,1,1,3,0,1,1,1,1,99,9,0,0,2,2,6,6,0,1,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2736,2336,40818,93433,9999999,9999999,9999999,0,481,3295,2822,11656,0,0,26340,9303,34266,49864,9999999,9999999,9999999,9999999,9999999,9999999,9999999
959,2,4,0,2,27969.12134,6454,969,4,5,5,1,2,99,9,1,2,1,2,1,3,1,1,3,1,3,0,2,1,1,2,99,9,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4380,3925,52988,76352,9999999,9999999,9999999,0,839,7286,4077,11452,0,0,37459,5931,18823,51598,9999999,9999999,9999999,9999999,9999999,9999999,5000
960,3,6,0,2,20091.91163,4397,1490,4,5,5,2,3,4,9,0,9,1,4,1,3,1,5,3,5,4,0,3,1,1,4,99,9,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2268,2268,43175,9999999,9999999,9999999,9999999,2884,482,0,7517,7655,5720,7157,15126,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
961,2,3,0,2,28333.53711,5947,1175,1,1,1,2,2,3,9,0,9,1,2,1,1,1,1,1,1,3,0,1,1,1,1,99,9,0,0,2,2,4,4,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2880,960,26862,98887,9999999,9999999,9999999,0,582,0,4744,6531,0,0,15587,13630,22315,62942,9999999,9999999,9999999,9999999,9999999,9999999,9999999
